J,VarDiscRet,VarNormIw,ESSRenyi,AvgDiscRet,MaxVanillaIw,AvgNormIw,VarJ,MinNormIw,VarRet,BatchSize,AvgRet,VarVanillaIw,MinVanillaIw,VanillaAvgRet,MaxNormIw,EpsThisIter,Bound,IterType,eRenyi2,Delta,ESSClassic,AvgEpLen,AvgVanillaIw
-480.777,1559.23658209,5.43914e-20,500.0,-476.142653924,1.0,0.00333333,38.7835,0.00333333,1559.23658209,500,-476.142653924,,1.0,-476.142653924,0.00333333,100,-492.58,2,1.0,0.9,299.999969474,500.0,1.0
-482.494,1293.69387465,5.4346e-20,500.0,-487.645790405,1.0,0.0025,38.1727,0.0025,1293.69387465,500,-487.645790405,,1.0,-487.645790405,0.0025,100,-492.716,2,1.0,0.9,400.0,500.0,1.0
-482.556,1376.83803132,5.43187e-20,500.0,-482.803318773,1.0,0.002,37.9256,0.002,1376.83803132,500,-482.803318773,,1.0,-482.803318773,0.002,100,-491.699,1,1.0,0.9,500.000006643,500.0,1.0
-472.839,1750.92778858,3.50449e-18,500.0,-472.838830782,1.0,0.01,41.6343,0.01,1750.92778858,500,-472.838830782,,1.0,-472.838830782,0.01,100,-492.914,2,1.0,0.9,100.0,500.0,1.0
-477.995,1700.43372926,2.1793e-19,500.0,-483.151545848,1.0,0.005,41.6535,0.005,1700.43372926,500,-483.151545848,,1.0,-483.151545848,0.005,100,-492.191,2,1.0,0.9,200.000000102,500.0,1.0
-478.388,1250.24686799,5.43914e-20,500.0,-479.173389727,1.0,0.00333333,39.6177,0.00333333,1250.24686799,500,-479.173389727,,1.0,-479.173389727,0.00333333,100,-489.979,2,1.0,0.9,299.999969474,500.0,1.0
-478.434,1654.31766045,5.4346e-20,500.0,-478.572276666,1.0,0.0025,39.8324,0.0025,1654.31766045,500,-478.572276666,,1.0,-478.572276666,0.0025,100,-488.472,2,1.0,0.9,400.0,500.0,1.0
-477.772,1513.67578152,5.43187e-20,500.0,-475.124044224,1.0,0.002,39.6328,0.002,1513.67578152,500,-475.124044224,,1.0,-475.124044224,0.002,100,-486.75,1,1.0,0.9,500.000006643,500.0,1.0
-473.968,1653.44563568,3.50449e-18,500.0,-473.967667707,1.0,0.01,40.4588,0.01,1653.44563568,500,-473.967667707,,1.0,-473.967667707,0.01,100,-493.032,2,1.0,0.9,100.0,500.0,1.0
-475.687,1537.45141554,2.1793e-19,500.0,-477.405644635,1.0,0.005,39.78,0.005,1537.45141554,500,-477.405644635,,1.0,-477.405644635,0.005,100,-489.772,2,1.0,0.9,200.000000102,500.0,1.0
-477.098,1423.99238047,5.43914e-20,500.0,-479.920776081,1.0,0.00333333,39.1007,0.00333333,1423.99238047,500,-479.920776081,,1.0,-479.920776081,0.00333333,100,-488.805,2,1.0,0.9,299.999969474,500.0,1.0
-476.772,1508.72914135,5.4346e-20,500.0,-475.792809159,1.0,0.0025,38.9921,0.0025,1508.72914135,500,-475.792809159,,1.0,-475.792809159,0.0025,100,-486.91,2,1.0,0.9,400.0,500.0,1.0
-475.257,1531.51130419,5.43187e-20,500.0,-469.199893942,1.0,0.002,39.0988,0.002,1531.51130419,500,-469.199893942,,1.0,-469.199893942,0.002,100,-484.326,1,1.0,0.9,500.000006643,500.0,1.0
-475.857,1199.94565113,3.50449e-18,500.0,-475.85699308,1.0,0.01,34.4666,0.01,1199.94565113,500,-475.85699308,,1.0,-475.85699308,0.01,100,-494.633,2,1.0,0.9,100.0,500.0,1.0
-473.804,1812.56361247,2.1793e-19,500.0,-471.751292239,1.0,0.005,38.6705,0.005,1812.56361247,500,-471.751292239,,1.0,-471.751292239,0.005,100,-487.501,2,1.0,0.9,200.000000102,500.0,1.0
-477.138,1578.81382664,5.43914e-20,500.0,-483.805172071,1.0,0.00333333,39.245,0.00333333,1578.81382664,500,-483.805172071,,1.0,-483.805172071,0.00333333,100,-488.354,2,1.0,0.9,299.999969474,500.0,1.0
-477.647,1578.53490619,5.4346e-20,500.0,-479.176013624,1.0,0.0025,39.3268,0.0025,1578.53490619,500,-479.176013624,,1.0,-479.176013624,0.0025,100,-487.361,2,1.0,0.9,400.0,500.0,1.0
-478.43,1635.52487616,5.43187e-20,500.0,-481.559325964,1.0,0.002,39.5419,0.002,1635.52487616,500,-481.559325964,,1.0,-481.559325964,0.002,100,-487.309,1,1.0,0.9,500.000006643,500.0,1.0
-482.223,1368.63311651,3.50449e-18,500.0,-482.222891976,1.0,0.01,36.8096,0.01,1368.63311651,500,-482.222891976,,1.0,-482.222891976,0.01,100,-502.628,2,1.0,0.9,100.0,500.0,1.0
-482.434,1769.59132221,2.1793e-19,500.0,-482.64429006,1.0,0.005,39.414,0.005,1769.59132221,500,-482.64429006,,1.0,-482.64429006,0.005,100,-496.862,2,1.0,0.9,200.000000102,500.0,1.0
-480.074,1653.78219379,5.43914e-20,500.0,-475.353469986,1.0,0.00333333,39.9065,0.00333333,1653.78219379,500,-475.353469986,,1.0,-475.353469986,0.00333333,100,-491.855,2,1.0,0.9,299.999969474,500.0,1.0
-480.469,1939.12558815,5.4346e-20,500.0,-481.655777946,1.0,0.0025,40.9243,0.0025,1939.12558815,500,-481.655777946,,1.0,-481.655777946,0.0025,100,-490.672,2,1.0,0.9,400.0,500.0,1.0
-480.233,1590.94091042,5.43187e-20,500.0,-479.287322803,1.0,0.002,40.6826,0.002,1590.94091042,500,-479.287322803,,1.0,-479.287322803,0.002,100,-489.358,1,1.0,0.9,500.000006643,500.0,1.0
-482.722,1477.47306108,3.50449e-18,500.0,-482.721648899,1.0,0.01,38.2452,0.01,1477.47306108,500,-482.721648899,,1.0,-482.721648899,0.01,100,-501.94,2,1.0,0.9,100.0,500.0,1.0
-480.698,1651.49786836,2.1793e-19,500.0,-478.674427551,1.0,0.005,39.4073,0.005,1651.49786836,500,-478.674427551,,1.0,-478.674427551,0.005,100,-494.291,2,1.0,0.9,200.000000102,500.0,1.0
-481.328,1573.65963332,5.43914e-20,500.0,-482.588384197,1.0,0.00333333,39.4385,0.00333333,1573.65963332,500,-482.588384197,,1.0,-482.588384197,0.00333333,100,-492.426,2,1.0,0.9,299.999969474,500.0,1.0
-479.415,1582.15649641,5.4346e-20,500.0,-473.674978864,1.0,0.0025,39.612,0.0025,1582.15649641,500,-473.674978864,,1.0,-473.674978864,0.0025,100,-489.034,2,1.0,0.9,400.0,500.0,1.0
-479.712,2125.71052448,5.43187e-20,500.0,-480.899108559,1.0,0.002,40.9455,0.002,2125.71052448,500,-480.899108559,,1.0,-480.899108559,0.002,100,-489.147,1,1.0,0.9,500.000006643,500.0,1.0
-479.527,1283.55022575,3.50449e-18,500.0,-479.526861212,1.0,0.01,35.6471,0.01,1283.55022575,500,-479.526861212,,1.0,-479.526861212,0.01,100,-499.041,2,1.0,0.9,100.0,500.0,1.0
-482.589,1678.73241066,2.1793e-19,500.0,-485.65133934,1.0,0.005,38.4149,0.005,1678.73241066,500,-485.65133934,,1.0,-485.65133934,0.005,100,-496.528,2,1.0,0.9,200.000000102,500.0,1.0
-482.459,1734.76650566,5.43914e-20,500.0,-482.198852037,1.0,0.00333333,39.4501,0.00333333,1734.76650566,500,-482.198852037,,1.0,-482.198852037,0.00333333,100,-494.22,2,1.0,0.9,299.999969474,500.0,1.0
-478.493,1459.37452187,5.4346e-20,500.0,-466.593856211,1.0,0.0025,39.6941,0.0025,1459.37452187,500,-466.593856211,,1.0,-466.593856211,0.0025,100,-488.678,2,1.0,0.9,400.0,500.0,1.0
-478.372,1032.233252,5.43187e-20,500.0,-477.891139626,1.0,0.002,38.2745,0.002,1032.233252,500,-477.891139626,,1.0,-477.891139626,0.002,100,-487.482,1,1.0,0.9,500.000006643,500.0,1.0
-478.705,2124.84381007,3.50449e-18,500.0,-478.704583461,1.0,0.01,45.865,0.01,2124.84381007,500,-478.704583461,,1.0,-478.704583461,0.01,100,-500.433,2,1.0,0.9,100.0,500.0,1.0
-477.932,1317.4460421,2.1793e-19,500.0,-477.159170558,1.0,0.005,41.286,0.005,1317.4460421,500,-477.159170558,,1.0,-477.159170558,0.005,100,-493.296,2,1.0,0.9,200.000000102,500.0,1.0
-479.099,3749.79349334,5.43914e-20,500.0,-481.432689328,1.0,0.00333333,48.7495,0.00333333,3749.79349334,500,-481.432689328,,1.0,-481.432689328,0.00333333,100,-497.083,2,1.0,0.9,299.999969474,500.0,1.0
-479.777,1868.88853073,5.4346e-20,500.0,-481.811607445,1.0,0.0025,47.3953,0.0025,1868.88853073,500,-481.811607445,,1.0,-481.811607445,0.0025,100,-495.352,2,1.0,0.9,400.0,500.0,1.0
-479.044,1748.69751416,4.00383e-18,499.996185332,-476.110740133,1.0,0.002,46.3189,0.00199999,1748.69751416,500,-476.110740133,9.81375e-13,0.999995,-476.110740133,0.00200001,100,-492.975,1,1.00001,0.9,499.999884572,500.0,1.0
-477.625,1767.84138333,3.50449e-18,500.0,-477.625226233,1.0,0.01,41.8349,0.01,1767.84138333,500,-477.625226233,,1.0,-477.625226233,0.01,100,-497.705,2,1.0,0.9,100.0,500.0,1.0
-474.97,1173.55187488,2.1793e-19,500.0,-472.314043826,1.0,0.005,38.2497,0.005,1173.55187488,500,-472.314043826,,1.0,-472.314043826,0.005,100,-489.168,2,1.0,0.9,200.000000102,500.0,1.0
-475.256,1592.70784019,5.43914e-20,500.0,-475.829950923,1.0,0.00333333,38.7443,0.00333333,1592.70784019,500,-475.829950923,,1.0,-475.829950923,0.00333333,100,-486.849,2,1.0,0.9,299.999969474,500.0,1.0
-476.116,1320.41197332,5.4346e-20,500.0,-478.696181273,1.0,0.0025,38.1426,0.0025,1320.41197332,500,-478.696181273,,1.0,-478.696181273,0.0025,100,-486.156,2,1.0,0.9,400.0,500.0,1.0
-476.818,1592.16574376,5.43187e-20,500.0,-479.623606202,1.0,0.002,38.4851,0.002,1592.16574376,500,-479.623606202,,1.0,-479.623606202,0.002,100,-485.798,1,1.0,0.9,500.000006643,500.0,1.0
-477.748,1284.91650675,3.50449e-18,500.0,-477.747864023,1.0,0.01,35.6661,0.01,1284.91650675,500,-477.747864023,,1.0,-477.747864023,0.01,100,-496.317,2,1.0,0.9,100.0,500.0,1.0
-478.321,1855.35784264,2.1793e-19,500.0,-478.893417593,1.0,0.005,39.4305,0.005,1855.35784264,500,-478.893417593,,1.0,-478.893417593,0.005,100,-491.912,2,1.0,0.9,200.000000102,500.0,1.0
-478.63,1456.93084314,5.43914e-20,500.0,-479.247340875,1.0,0.00333333,38.9549,0.00333333,1456.93084314,500,-479.247340875,,1.0,-479.247340875,0.00333333,100,-490.167,2,1.0,0.9,299.999969474,500.0,1.0
-479.828,1583.83044457,5.4346e-20,500.0,-483.423956842,1.0,0.0025,39.1717,0.0025,1583.83044457,500,-483.423956842,,1.0,-483.423956842,0.0025,100,-490.19,2,1.0,0.9,400.0,500.0,1.0
-480.585,1412.50302866,5.43187e-20,500.0,-483.612290133,1.0,0.002,38.8524,0.002,1412.50302866,500,-483.612290133,,1.0,-483.612290133,0.002,100,-489.853,1,1.0,0.9,500.000006643,500.0,1.0
-480.614,2133.22514998,3.50449e-18,500.0,-480.614162028,1.0,0.01,45.9553,0.01,2133.22514998,500,-480.614162028,,1.0,-480.614162028,0.01,100,-500.685,2,1.0,0.9,100.0,500.0,1.0
-482.048,1335.14871681,2.1793e-19,500.0,-483.482356902,1.0,0.005,41.4596,0.005,1335.14871681,500,-483.482356902,,1.0,-483.482356902,0.005,100,-496.241,2,1.0,0.9,200.000000102,500.0,1.0
-482.349,1607.91408308,5.43914e-20,500.0,-482.951023793,1.0,0.00333333,40.9479,0.00333333,1607.91408308,500,-482.951023793,,1.0,-482.951023793,0.00333333,100,-493.937,2,1.0,0.9,299.999969474,500.0,1.0
-480.491,1449.31408633,5.4346e-20,500.0,-474.916537216,1.0,0.0025,40.3312,0.0025,1449.31408633,500,-474.916537216,,1.0,-474.916537216,0.0025,100,-490.527,2,1.0,0.9,400.0,500.0,1.0
-479.913,1374.71786771,5.43187e-20,500.0,-477.602940111,1.0,0.002,39.684,0.002,1374.71786771,500,-477.602940111,,1.0,-477.602940111,0.002,100,-488.89,1,1.0,0.9,500.000006643,500.0,1.0
-472.577,1111.29478566,3.50449e-18,500.0,-472.577427265,1.0,0.01,33.169,0.01,1111.29478566,500,-472.577427265,,1.0,-472.577427265,0.01,100,-491.69,2,1.0,0.9,100.0,500.0,1.0
-479.083,1520.77961466,2.1793e-19,500.0,-485.588484057,1.0,0.005,36.677,0.005,1520.77961466,500,-485.588484057,,1.0,-485.588484057,0.005,100,-493.113,2,1.0,0.9,200.000000102,500.0,1.0
-478.669,2312.00918542,5.43914e-20,500.0,-477.840326374,1.0,0.00333333,40.7444,0.00333333,2312.00918542,500,-477.840326374,,1.0,-477.840326374,0.00333333,100,-490.732,2,1.0,0.9,299.999969474,500.0,1.0
-480.095,1327.80530222,5.4346e-20,500.0,-484.373810942,1.0,0.0025,39.7469,0.0025,1327.80530222,500,-484.373810942,,1.0,-484.373810942,0.0025,100,-490.542,2,1.0,0.9,400.0,500.0,1.0
-480.163,1928.52784052,1.27932e-17,500.0,-480.435032821,1.00001,0.002,40.5674,0.00199999,1928.52784052,500,-480.435032821,3.21684e-12,0.999994,-480.435032821,0.00200002,100,-489.507,1,1.0,0.9,499.999897079,500.0,1.0
-477.515,1788.65274829,3.50449e-18,500.0,-477.51535726,1.0,0.01,42.0805,0.01,1788.65274829,500,-477.51535726,,1.0,-477.51535726,0.01,100,-497.204,2,1.0,0.9,100.0,500.0,1.0
-479.635,1697.36714705,2.1793e-19,500.0,-481.754468399,1.0,0.005,41.5941,0.005,1697.36714705,500,-481.754468399,,1.0,-481.754468399,0.005,100,-493.557,2,1.0,0.9,200.000000102,500.0,1.0
-479.474,1565.87528696,5.43914e-20,500.0,-479.151921732,1.0,0.00333333,40.8677,0.00333333,1565.87528696,500,-479.151921732,,1.0,-479.151921732,0.00333333,100,-490.841,2,1.0,0.9,299.999969474,500.0,1.0
-478.616,1388.37333064,5.4346e-20,500.0,-476.042150498,1.0,0.0025,39.9807,0.0025,1388.37333064,500,-476.042150498,,1.0,-476.042150498,0.0025,100,-488.46,2,1.0,0.9,400.0,500.0,1.0
-478.744,1489.01485392,5.43187e-20,500.0,-479.257743868,1.0,0.002,39.6694,0.002,1489.01485392,500,-479.257743868,,1.0,-479.257743868,0.002,100,-487.549,1,1.0,0.9,500.000006643,500.0,1.0
-485.208,1789.92342555,3.50449e-18,500.0,-485.2082582,1.0,0.01,42.0954,0.01,1789.92342555,500,-485.2082582,,1.0,-485.2082582,0.01,100,-505.203,2,1.0,0.9,100.0,500.0,1.0
-483.226,1429.75706747,2.1793e-19,500.0,-481.244664125,1.0,0.005,39.9709,0.005,1429.75706747,500,-481.244664125,,1.0,-481.244664125,0.005,100,-497.365,2,1.0,0.9,200.000000102,500.0,1.0
-481.183,1276.11465779,5.43914e-20,500.0,-477.094961705,1.0,0.00333333,38.6599,0.00333333,1276.11465779,500,-477.094961705,,1.0,-477.094961705,0.00333333,100,-492.727,2,1.0,0.9,299.999969474,500.0,1.0
-481.036,1676.54834012,5.4346e-20,500.0,-480.597255112,1.0,0.0025,39.1912,0.0025,1676.54834012,500,-480.597255112,,1.0,-480.597255112,0.0025,100,-491.034,2,1.0,0.9,400.0,500.0,1.0
-479.547,1538.36652712,3.87672e-17,500.0,-473.590349999,1.00002,0.002,39.2712,0.00199998,1538.36652712,500,-473.590349999,9.66532e-12,0.999991,-473.590349999,0.00200003,100,-488.573,1,1.0,0.9,500.000116956,500.0,1.0
-479.548,1843.68028604,3.50449e-18,500.0,-479.547683495,1.0,0.01,42.7229,0.01,1843.68028604,500,-479.547683495,,1.0,-479.547683495,0.01,100,-498.996,2,1.0,0.9,100.0,500.0,1.0
-483.283,1858.06525792,2.1793e-19,500.0,-487.017730982,1.0,0.005,42.9688,0.005,1858.06525792,500,-487.017730982,,1.0,-487.017730982,0.005,100,-497.551,2,1.0,0.9,200.000000102,500.0,1.0
-481.99,1936.49076077,5.43914e-20,500.0,-479.403798225,1.0,0.00333333,43.2812,0.00333333,1936.49076077,500,-479.403798225,,1.0,-479.403798225,0.00333333,100,-495.672,2,1.0,0.9,299.999969474,500.0,1.0
-482.106,1876.91068157,5.4346e-20,500.0,-482.454348037,1.0,0.0025,43.238,0.0025,1876.91068157,500,-482.454348037,,1.0,-482.454348037,0.0025,100,-493.955,2,1.0,0.9,400.0,500.0,1.0
-481.552,1732.49058018,5.43187e-20,500.0,-479.338762454,1.0,0.002,42.8938,0.002,1732.49058018,500,-479.338762454,,1.0,-479.338762454,0.002,100,-492.15,1,1.0,0.9,500.000006643,500.0,1.0
-479.535,1531.18603704,3.50449e-18,500.0,-479.535428259,1.0,0.01,38.9342,0.01,1531.18603704,500,-479.535428259,,1.0,-479.535428259,0.01,100,-498.567,2,1.0,0.9,100.0,500.0,1.0
-476.419,1302.96386205,2.1793e-19,500.0,-473.302203773,1.0,0.005,37.5848,0.005,1302.96386205,500,-473.302203773,,1.0,-473.302203773,0.005,100,-489.876,2,1.0,0.9,200.000000102,500.0,1.0
-476.084,1806.46568567,5.43914e-20,500.0,-475.415621374,1.0,0.00333333,39.2186,0.00333333,1806.46568567,500,-475.415621374,,1.0,-475.415621374,0.00333333,100,-487.588,2,1.0,0.9,299.999969474,500.0,1.0
-475.811,1429.44980916,5.4346e-20,500.0,-474.989804373,1.0,0.0025,38.8277,0.0025,1429.44980916,500,-474.989804373,,1.0,-474.989804373,0.0025,100,-485.773,2,1.0,0.9,400.0,500.0,1.0
-478.127,1581.25500091,5.43187e-20,500.0,-487.393891655,1.0,0.002,39.2508,0.002,1581.25500091,500,-487.393891655,,1.0,-487.393891655,0.002,100,-487.038,1,1.0,0.9,500.000006643,500.0,1.0
-481.551,1631.67663767,3.50449e-18,500.0,-481.551089255,1.0,0.01,40.1915,0.01,1631.67663767,500,-481.551089255,,1.0,-481.551089255,0.01,100,-500.782,2,1.0,0.9,100.0,500.0,1.0
-482.439,1704.62778018,2.1793e-19,500.0,-483.327596934,1.0,0.005,40.648,0.005,1704.62778018,500,-483.327596934,,1.0,-483.327596934,0.005,100,-496.808,2,1.0,0.9,200.000000102,500.0,1.0
-478.947,1484.33239139,5.43914e-20,500.0,-471.962970931,1.0,0.00333333,40.1961,0.00333333,1484.33239139,500,-471.962970931,,1.0,-471.962970931,0.00333333,100,-490.679,2,1.0,0.9,299.999969474,500.0,1.0
-477.007,1193.06811227,5.4346e-20,500.0,-471.187244212,1.0,0.0025,38.9663,0.0025,1193.06811227,500,-471.187244212,,1.0,-471.187244212,0.0025,100,-487.167,2,1.0,0.9,400.0,500.0,1.0
-477.271,1425.96549099,5.43187e-20,500.0,-478.324766506,1.0,0.002,38.6952,0.002,1425.96549099,500,-478.324766506,,1.0,-478.324766506,0.002,100,-486.358,1,1.0,0.9,500.000006643,500.0,1.0
-477.294,2072.69435545,3.50449e-18,500.0,-477.294056689,1.0,0.01,45.2986,0.01,2072.69435545,500,-477.294056689,,1.0,-477.294056689,0.01,100,-500.619,2,1.0,0.9,100.0,500.0,1.0
-479.035,1237.08693733,2.1793e-19,500.0,-480.775798351,1.0,0.005,40.5139,0.005,1237.08693733,500,-480.775798351,,1.0,-480.775798351,0.005,100,-495.528,2,1.0,0.9,200.000000102,500.0,1.0
-478.319,1332.75973284,5.43914e-20,500.0,-476.888227798,1.0,0.00333333,39.1801,0.00333333,1332.75973284,500,-476.888227798,,1.0,-476.888227798,0.00333333,100,-491.786,2,1.0,0.9,299.999969474,500.0,1.0
-477.603,1329.2553495,5.4346e-20,500.0,-475.455641768,1.0,0.0025,38.4947,0.0025,1329.2553495,500,-475.455641768,,1.0,-475.455641768,0.0025,100,-489.266,2,1.0,0.9,400.0,500.0,1.0
-477.544,1486.51548331,5.43187e-20,500.0,-477.307366142,1.0,0.002,38.4684,0.002,1486.51548331,500,-477.307366142,,1.0,-477.307366142,0.002,100,-487.975,1,1.0,0.9,500.000006643,500.0,1.0
-476.778,1227.06406924,3.50449e-18,500.0,-476.77815251,1.0,0.01,34.8539,0.01,1227.06406924,500,-476.77815251,,1.0,-476.77815251,0.01,100,-496.111,2,1.0,0.9,100.0,500.0,1.0
-478.871,1574.58087746,2.1793e-19,500.0,-480.963372341,1.0,0.005,37.2987,0.005,1574.58087746,500,-480.963372341,,1.0,-480.963372341,0.005,100,-493.23,2,1.0,0.9,200.000000102,500.0,1.0
-479.101,1676.44359227,5.43914e-20,500.0,-479.56272676,1.0,0.00333333,38.4811,0.00333333,1676.44359227,500,-479.56272676,,1.0,-479.56272676,0.00333333,100,-490.825,2,1.0,0.9,299.999969474,500.0,1.0
-478.753,1974.98178781,5.4346e-20,500.0,-477.709694065,1.0,0.0025,39.9971,0.0025,1974.98178781,500,-477.709694065,,1.0,-477.709694065,0.0025,100,-488.907,2,1.0,0.9,400.0,500.0,1.0
-479.425,1753.97009808,3.39601e-18,499.996185332,-482.111238414,1.0,0.002,40.3597,0.00199999,1753.97009808,500,-482.111238414,8.14604e-13,0.999996,-482.111238414,0.00200001,100,-488.506,1,1.00001,0.9,500.000006643,500.0,1.0
-483.353,1806.85276555,3.50449e-18,500.0,-483.353149036,1.0,0.01,42.294,0.01,1806.85276555,500,-483.353149036,,1.0,-483.353149036,0.01,100,-503.334,2,1.0,0.9,100.0,500.0,1.0
-481.934,1987.61520653,2.1793e-19,500.0,-480.515042203,1.0,0.005,43.3621,0.005,1987.61520653,500,-480.515042203,,1.0,-480.515042203,0.005,100,-496.11,2,1.0,0.9,200.000000102,500.0,1.0
-479.924,1279.46113135,5.43914e-20,500.0,-475.903483864,1.0,0.00333333,41.0344,0.00333333,1279.46113135,500,-475.903483864,,1.0,-475.903483864,0.00333333,100,-491.498,2,1.0,0.9,299.999969474,500.0,1.0
-479.33,1482.3793599,5.4346e-20,500.0,-477.549452555,1.0,0.0025,40.3833,0.0025,1482.3793599,500,-477.549452555,,1.0,-477.549452555,0.0025,100,-489.354,2,1.0,0.9,400.0,500.0,1.0
-480.148,1572.3236942,5.43187e-20,500.0,-483.418880721,1.0,0.002,40.2324,0.002,1572.3236942,500,-483.418880721,,1.0,-483.418880721,0.002,100,-489.113,1,1.0,0.9,500.000006643,500.0,1.0
-475.2,1534.98954634,3.50449e-18,500.0,-475.199800229,1.0,0.01,38.9826,0.01,1534.98954634,500,-475.199800229,,1.0,-475.199800229,0.01,100,-494.877,2,1.0,0.9,100.0,500.0,1.0
-479.438,1617.26781137,2.1793e-19,500.0,-483.67538133,1.0,0.005,39.7282,0.005,1617.26781137,500,-483.67538133,,1.0,-483.67538133,0.005,100,-493.533,2,1.0,0.9,200.000000102,500.0,1.0
-479.151,1262.35755115,5.43914e-20,500.0,-478.578667132,1.0,0.00333333,38.327,0.00333333,1262.35755115,500,-478.578667132,,1.0,-478.578667132,0.00333333,100,-490.66,2,1.0,0.9,299.999969474,500.0,1.0
-478.888,2205.71705395,5.4346e-20,500.0,-478.098941578,1.0,0.0025,40.5936,0.0025,2205.71705395,500,-478.098941578,,1.0,-478.098941578,0.0025,100,-490.556,2,1.0,0.9,400.0,500.0,1.0
-477.777,1383.29144457,5.43187e-20,500.0,-473.334045032,1.0,0.002,39.9638,0.002,1383.29144457,500,-473.334045032,,1.0,-473.334045032,0.002,100,-488.214,1,1.0,0.9,500.000006643,500.0,1.0
-484.677,1592.64342731,3.50449e-18,500.0,-484.676919663,1.0,0.01,39.7079,0.01,1592.64342731,500,-484.676919663,,1.0,-484.676919663,0.01,100,-504.452,2,1.0,0.9,100.0,500.0,1.0
-484.131,1534.65971681,2.1793e-19,500.0,-483.584527239,1.0,0.005,39.3486,0.005,1534.65971681,500,-483.584527239,,1.0,-483.584527239,0.005,100,-498.114,2,1.0,0.9,200.000000102,500.0,1.0
-482.621,2304.98589029,5.43914e-20,500.0,-479.602509223,1.0,0.00333333,42.3959,0.00333333,2304.98589029,500,-479.602509223,,1.0,-479.602509223,0.00333333,100,-496.799,2,1.0,0.9,299.999969474,500.0,1.0
-481.956,1380.9183458,5.4346e-20,500.0,-479.96180291,1.0,0.0025,41.1237,0.0025,1380.9183458,500,-479.96180291,,1.0,-479.96180291,0.0025,100,-494.235,2,1.0,0.9,400.0,500.0,1.0
-481.45,1508.3251104,5.43187e-20,500.0,-479.425709007,1.0,0.002,40.6522,0.002,1508.3251104,500,-479.425709007,,1.0,-479.425709007,0.002,100,-492.433,1,1.0,0.9,500.000006643,500.0,1.0
-476.709,1227.68181403,3.50449e-18,500.0,-476.709211098,1.0,0.01,34.8627,0.01,1227.68181403,500,-476.709211098,,1.0,-476.709211098,0.01,100,-495.5,2,1.0,0.9,100.0,500.0,1.0
-476.982,1894.14648443,2.1793e-19,500.0,-477.253896196,1.0,0.005,39.3113,0.005,1894.14648443,500,-477.253896196,,1.0,-477.253896196,0.005,100,-490.905,2,1.0,0.9,200.000000102,500.0,1.0
-474.796,1176.71423522,5.43914e-20,500.0,-470.424303249,1.0,0.00333333,37.7905,0.00333333,1176.71423522,500,-470.424303249,,1.0,-470.424303249,0.00333333,100,-486.164,2,1.0,0.9,299.999969474,500.0,1.0
-477.418,1623.94620828,5.4346e-20,500.0,-485.283738347,1.0,0.0025,38.6477,0.0025,1623.94620828,500,-485.283738347,,1.0,-485.283738347,0.0025,100,-487.263,2,1.0,0.9,400.0,500.0,1.0
-478.092,3620.31986812,5.43187e-20,500.0,-480.789362421,1.0,0.002,43.7442,0.002,3620.31986812,500,-480.789362421,,1.0,-480.789362421,0.002,100,-492.25,1,1.0,0.9,500.000006643,500.0,1.0
-481.073,3114.96138494,3.50449e-18,500.0,-481.073197119,1.0,0.01,55.5321,0.01,3114.96138494,500,-481.073197119,,1.0,-481.073197119,0.01,100,-511.19,2,1.0,0.9,100.0,500.0,1.0
-482.076,1109.51215964,2.1793e-19,500.0,-483.07826811,1.0,0.005,45.7397,0.005,1109.51215964,500,-483.07826811,,1.0,-483.07826811,0.005,100,-503.372,2,1.0,0.9,200.000000102,500.0,1.0
-478.165,1312.0564581,5.43914e-20,500.0,-470.344276919,1.0,0.00333333,43.1081,0.00333333,1312.0564581,500,-470.344276919,,1.0,-470.344276919,0.00333333,100,-495.553,2,1.0,0.9,299.999969474,500.0,1.0
-480.454,1868.35566567,5.4346e-20,500.0,-487.321940773,1.0,0.0025,43.2651,0.0025,1868.35566567,500,-487.321940773,,1.0,-487.321940773,0.0025,100,-495.513,2,1.0,0.9,400.0,500.0,1.0
-479.802,1652.50378167,5.43187e-20,500.0,-477.190577074,1.0,0.002,42.7364,0.002,1652.50378167,500,-477.190577074,,1.0,-477.190577074,0.002,100,-493.27,1,1.0,0.9,500.000006643,500.0,1.0
-479.19,1097.38230344,3.50449e-18,500.0,-479.190140428,1.0,0.01,32.9607,0.01,1097.38230344,500,-479.190140428,,1.0,-479.190140428,0.01,100,-497.691,2,1.0,0.9,100.0,500.0,1.0
-480.568,1422.19647283,2.1793e-19,500.0,-481.945159262,1.0,0.005,35.3425,0.005,1422.19647283,500,-481.945159262,,1.0,-481.945159262,0.005,100,-494.143,2,1.0,0.9,200.000000102,500.0,1.0
-481.615,1830.69404578,5.43914e-20,500.0,-483.709741423,1.0,0.00333333,37.9348,0.00333333,1830.69404578,500,-483.709741423,,1.0,-483.709741423,0.00333333,100,-492.877,2,1.0,0.9,299.999969474,500.0,1.0
-481.064,1643.5928649,5.4346e-20,500.0,-479.412220747,1.0,0.0025,38.5615,0.0025,1643.5928649,500,-479.412220747,,1.0,-479.412220747,0.0025,100,-490.873,2,1.0,0.9,400.0,500.0,1.0
