J,VarDiscRet,VarNormIw,ESSRenyi,AvgDiscRet,MaxVanillaIw,AvgNormIw,VarJ,MinNormIw,VarRet,BatchSize,AvgRet,VarVanillaIw,MinVanillaIw,VanillaAvgRet,MaxNormIw,EpsThisIter,Bound,IterType,eRenyi2,Delta,ESSClassic,AvgEpLen,AvgVanillaIw
-480.239,1571.379357,3.50449e-18,500.0,-480.239310425,1.0,0.01,39.4419,0.01,1571.379357,500,-480.239310425,,1.0,-480.239310425,0.01,100,-499.551,2,1.0,0.9,100.0,500.0,1.0
-479.298,1610.53162621,2.1793e-19,500.0,-478.356820303,1.0,0.005,39.698,0.005,1610.53162621,500,-478.356820303,,1.0,-478.356820303,0.005,100,-493.222,2,1.0,0.9,200.000000102,500.0,1.0
-478.529,1369.21475185,5.43914e-20,500.0,-476.991309056,1.0,0.00333333,38.7769,0.00333333,1369.21475185,500,-476.991309056,,1.0,-476.991309056,0.00333333,100,-489.898,2,1.0,0.9,299.999969474,500.0,1.0
-477.557,1640.24606834,5.4346e-20,500.0,-474.638834065,1.0,0.0025,39.1986,0.0025,1640.24606834,500,-474.638834065,,1.0,-474.638834065,0.0025,100,-487.402,2,1.0,0.9,400.0,500.0,1.0
-455.607,1018.83583819,0.000547095,98.3686343408,-475.088746411,618.088,0.002,149.16,5.07472e-06,1018.83583819,500,-475.088746411,769.807,0.00601966,-475.088746411,0.521064,100,-475.462,1,5.08292,0.9,3.63635530178,500.0,2.37241
-479.169,1250.2474669,3.50449e-18,500.0,-479.168748387,1.0,0.01,35.1816,0.01,1250.2474669,500,-479.168748387,,1.0,-479.168748387,0.01,100,-498.974,2,1.0,0.9,100.0,500.0,1.0
-482.788,1925.41836433,2.1793e-19,500.0,-486.406420314,1.0,0.005,39.8127,0.005,1925.41836433,500,-486.406420314,,1.0,-486.406420314,0.005,100,-497.195,2,1.0,0.9,200.000000102,500.0,1.0
-481.051,1083.2075622,5.43914e-20,500.0,-477.578180699,1.0,0.00333333,37.6854,0.00333333,1083.2075622,500,-477.578180699,,1.0,-477.578180699,0.00333333,100,-492.815,2,1.0,0.9,299.999969474,500.0,1.0
-481.605,1712.90654911,5.4346e-20,500.0,-483.26556349,1.0,0.0025,38.6006,0.0025,1712.90654911,500,-483.26556349,,1.0,-483.26556349,0.0025,100,-491.793,2,1.0,0.9,400.0,500.0,1.0
-474.519,1789.22231602,4.67198e-06,239.473247285,-480.074044345,8.5651,0.002,63.8887,5.21682e-07,1789.22231602,500,-480.074044345,1.16816,0.000260859,-480.074044345,0.017129,100,-487.686,1,2.08792,0.9,230.876658123,500.0,1.00007
-480.904,1522.46933691,3.50449e-18,500.0,-480.904094834,1.0,0.01,38.8232,0.01,1522.46933691,500,-480.904094834,,1.0,-480.904094834,0.01,100,-499.853,2,1.0,0.9,100.0,500.0,1.0
-478.962,1295.62559928,2.1793e-19,500.0,-477.020447564,1.0,0.005,37.3996,0.005,1295.62559928,500,-477.020447564,,1.0,-477.020447564,0.005,100,-492.361,2,1.0,0.9,200.000000102,500.0,1.0
-480.279,1464.57278752,5.43914e-20,500.0,-482.910835937,1.0,0.00333333,37.6731,0.00333333,1464.57278752,500,-482.910835937,,1.0,-482.910835937,0.00333333,100,-491.391,2,1.0,0.9,299.999969474,500.0,1.0
-480.557,1666.54211394,5.4346e-20,500.0,-481.391090016,1.0,0.0025,38.4337,0.0025,1666.54211394,500,-481.391090016,,1.0,-481.391090016,0.0025,100,-490.214,2,1.0,0.9,400.0,500.0,1.0
-470.927,1435.95196243,6.93715e-06,198.763132746,-477.900091218,8.29252,0.002,65.1453,3.66157e-17,1435.95196243,500,-477.900091218,1.56061,1.73669e-14,-477.900091218,0.0174836,100,-485.128,1,2.51556,0.9,183.09521767,500.0,0.948607
-487.482,1318.37449953,3.50449e-18,500.0,-487.482230573,1.0,0.01,36.1274,0.01,1318.37449953,500,-487.482230573,,1.0,-487.482230573,0.01,100,-507.105,2,1.0,0.9,100.0,500.0,1.0
-483.66,1743.88540894,2.1793e-19,500.0,-479.83728473,1.0,0.005,39.1207,0.005,1743.88540894,500,-479.83728473,,1.0,-479.83728473,0.005,100,-497.625,2,1.0,0.9,200.000000102,500.0,1.0
-484.283,1486.43061136,5.43914e-20,500.0,-485.52816171,1.0,0.00333333,38.8791,0.00333333,1486.43061136,500,-485.52816171,,1.0,-485.52816171,0.00333333,100,-495.685,2,1.0,0.9,299.999969474,500.0,1.0
-482.352,2202.40800188,5.4346e-20,500.0,-476.558589827,1.0,0.0025,41.1092,0.0025,2202.40800188,500,-476.558589827,,1.0,-476.558589827,0.0025,100,-494.04,2,1.0,0.9,400.0,500.0,1.0
-478.211,1498.49854107,9.74629e-07,400.084895028,-475.368351577,2.45109,0.002,42.1624,8.85372e-05,1498.49854107,500,-475.368351577,0.252164,0.0450347,-475.368351577,0.00481878,100,-489.899,1,1.24973,0.9,402.197600913,500.0,1.01731
-474.855,1509.92241526,3.50449e-18,500.0,-474.855189905,1.0,0.01,38.6629,0.01,1509.92241526,500,-474.855189905,,1.0,-474.855189905,0.01,100,-494.466,2,1.0,0.9,100.0,500.0,1.0
-479.17,1809.71750582,2.1793e-19,500.0,-483.485560424,1.0,0.005,40.7657,0.005,1809.71750582,500,-483.485560424,,1.0,-483.485560424,0.005,100,-493.038,2,1.0,0.9,200.000000102,500.0,1.0
-476.373,1251.38440466,5.43914e-20,500.0,-470.777335864,1.0,0.00333333,39.1983,0.00333333,1251.38440466,500,-470.777335864,,1.0,-470.777335864,0.00333333,100,-487.695,2,1.0,0.9,299.999969474,500.0,1.0
-477.438,1298.35295465,5.4346e-20,500.0,-480.631850968,1.0,0.0025,38.4334,0.0025,1298.35295465,500,-480.631850968,,1.0,-480.631850968,0.0025,100,-487.243,2,1.0,0.9,400.0,500.0,1.0
-473.594,2126.73244642,2.51995e-06,316.776072618,-485.136502266,7.05327,0.002,48.095,3.62724e-05,2126.73244642,500,-485.136502266,0.711188,0.0192696,-485.136502266,0.0132768,100,-486.967,1,1.5784,0.9,306.987949937,500.0,1.06249
-482.377,1587.32237492,3.50449e-18,500.0,-482.377439644,1.0,0.01,39.6415,0.01,1587.32237492,500,-482.377439644,,1.0,-482.377439644,0.01,100,-501.161,2,1.0,0.9,100.0,500.0,1.0
-481.015,1201.42200658,2.1793e-19,500.0,-479.651894731,1.0,0.005,37.1791,0.005,1201.42200658,500,-479.651894731,,1.0,-479.651894731,0.005,100,-494.921,2,1.0,0.9,200.000000102,500.0,1.0
-480.141,1440.7833727,5.43914e-20,500.0,-478.394689333,1.0,0.00333333,37.3966,0.00333333,1440.7833727,500,-478.394689333,,1.0,-478.394689333,0.00333333,100,-491.496,2,1.0,0.9,299.999969474,500.0,1.0
-480.743,1377.99421622,5.4346e-20,500.0,-482.54901798,1.0,0.0025,37.2964,0.0025,1377.99421622,500,-482.54901798,,1.0,-482.54901798,0.0025,100,-490.576,2,1.0,0.9,400.0,500.0,1.0
-473.074,1421.72003666,4.14561e-06,266.713672021,-471.862277969,9.92017,0.002,47.928,6.52476e-07,1421.72003666,500,-471.862277969,0.985949,0.000318198,-471.862277969,0.0203417,100,-485.117,1,1.87467,0.9,245.781121151,500.0,0.975355
-479.83,1922.53218398,3.50449e-18,500.0,-479.830028171,1.0,0.01,43.6269,0.01,1922.53218398,500,-479.830028171,,1.0,-479.830028171,0.01,100,-500.561,2,1.0,0.9,100.0,500.0,1.0
-482.62,1354.83351607,2.1793e-19,500.0,-485.410726316,1.0,0.005,40.3743,0.005,1354.83351607,500,-485.410726316,,1.0,-485.410726316,0.005,100,-497.28,2,1.0,0.9,200.000000102,500.0,1.0
-481.852,1970.81888393,5.43914e-20,500.0,-480.316164958,1.0,0.00333333,41.6926,0.00333333,1970.81888393,500,-480.316164958,,1.0,-480.316164958,0.00333333,100,-493.822,2,1.0,0.9,299.999969474,500.0,1.0
-479.935,1343.18544692,5.4346e-20,500.0,-474.184506906,1.0,0.0025,40.5853,0.0025,1343.18544692,500,-474.184506906,,1.0,-474.184506906,0.0025,100,-490.301,2,1.0,0.9,400.0,500.0,1.0
-470.743,2132.5166167,1.43123e-05,188.326523567,-484.980179642,32.5419,0.002,73.1347,5.76025e-09,2132.5166167,500,-484.980179642,5.39787,3.53752e-06,-484.980179642,0.052989,100,-488.015,1,2.65496,0.9,109.387400019,500.0,1.22825
-473.757,1370.45427787,3.50449e-18,500.0,-473.756693729,1.0,0.01,36.8341,0.01,1370.45427787,500,-473.756693729,,1.0,-473.756693729,0.01,100,-492.567,2,1.0,0.9,100.0,500.0,1.0
-477.04,1475.48997875,2.1793e-19,500.0,-480.322989244,1.0,0.005,37.6765,0.005,1475.48997875,500,-480.322989244,,1.0,-480.322989244,0.005,100,-490.785,2,1.0,0.9,200.000000102,500.0,1.0
-477.901,1253.36447366,5.43914e-20,500.0,-479.62373939,1.0,0.00333333,36.8977,0.00333333,1253.36447366,500,-479.62373939,,1.0,-479.62373939,0.00333333,100,-489.124,2,1.0,0.9,299.999969474,500.0,1.0
-479.082,2888.44962568,5.4346e-20,500.0,-482.622983975,1.0,0.0025,41.7151,0.0025,2888.44962568,500,-482.622983975,,1.0,-482.622983975,0.0025,100,-492.727,2,1.0,0.9,400.0,500.0,1.0
-475.882,1594.20417003,7.367e-07,421.496703289,-472.607036267,2.48076,0.002,43.1754,2.02809e-05,1594.20417003,500,-472.607036267,0.19239,0.0103641,-472.607036267,0.00485444,100,-489.175,1,1.18625,0.9,422.366282181,500.0,1.02206
-477.931,1418.54912577,3.50449e-18,500.0,-477.931157132,1.0,0.01,37.4748,0.01,1418.54912577,500,-477.931157132,,1.0,-477.931157132,0.01,100,-498.094,2,1.0,0.9,100.0,500.0,1.0
-482.256,1753.95301941,2.1793e-19,500.0,-486.579979762,1.0,0.005,39.8634,0.005,1753.95301941,500,-486.579979762,,1.0,-486.579979762,0.005,100,-496.91,2,1.0,0.9,200.000000102,500.0,1.0
-481.657,1237.55037111,5.43914e-20,500.0,-480.460637404,1.0,0.00333333,38.321,0.00333333,1237.55037111,500,-480.460637404,,1.0,-480.460637404,0.00333333,100,-493.622,2,1.0,0.9,299.999969474,500.0,1.0
-480.926,1525.12609993,5.4346e-20,500.0,-478.732146949,1.0,0.0025,38.4766,0.0025,1525.12609993,500,-478.732146949,,1.0,-478.732146949,0.0025,100,-491.288,2,1.0,0.9,400.0,500.0,1.0
-454.928,1599.48244216,0.000124027,87.1127646798,-481.918408137,159.317,0.002,270.63,5.55897e-06,1599.48244216,500,-481.918408137,60.4545,0.00388106,-481.918408137,0.228195,100,-477.132,1,5.73969,0.9,15.6520718407,500.0,1.39633
-477.685,1720.32477605,3.50449e-18,500.0,-477.68481051,1.0,0.01,41.2689,0.01,1720.32477605,500,-477.68481051,,1.0,-477.68481051,0.01,100,-496.559,2,1.0,0.9,100.0,500.0,1.0
-475.463,1522.12501629,2.1793e-19,500.0,-473.240739971,1.0,0.005,40.1242,0.005,1522.12501629,500,-473.240739971,,1.0,-473.240739971,0.005,100,-488.816,2,1.0,0.9,200.000000102,500.0,1.0
-480.108,3943.742968,5.43914e-20,500.0,-489.397423353,1.0,0.00333333,49.172,0.00333333,3943.742968,500,-489.397423353,,1.0,-489.397423353,0.00333333,100,-499.284,2,1.0,0.9,299.999969474,500.0,1.0
-479.27,1329.42455129,5.4346e-20,500.0,-476.758095653,1.0,0.0025,46.3093,0.0025,1329.42455129,500,-476.758095653,,1.0,-476.758095653,0.0025,100,-495.878,2,1.0,0.9,400.0,500.0,1.0
-471.471,1269.6726734,3.29271e-06,286.611269649,-479.121493962,6.24543,0.002,52.6111,5.3705e-06,1269.6726734,500,-479.121493962,0.78777,0.00262686,-479.121493962,0.0127685,100,-491.091,1,1.74452,0.9,274.49459988,500.0,0.978258
-478.603,1361.90355542,3.50449e-18,500.0,-478.602585885,1.0,0.01,36.719,0.01,1361.90355542,500,-478.602585885,,1.0,-478.602585885,0.01,100,-497.769,2,1.0,0.9,100.0,500.0,1.0
-480.817,1548.82080821,2.1793e-19,500.0,-483.03173788,1.0,0.005,38.0225,0.005,1548.82080821,500,-483.03173788,,1.0,-483.03173788,0.005,100,-494.862,2,1.0,0.9,200.000000102,500.0,1.0
-480.769,1653.73805846,5.43914e-20,500.0,-480.672173234,1.0,0.00333333,38.8529,0.00333333,1653.73805846,500,-480.672173234,,1.0,-480.672173234,0.00333333,100,-492.236,2,1.0,0.9,299.999969474,500.0,1.0
-480.902,1517.43822906,5.4346e-20,500.0,-481.302664769,1.0,0.0025,38.8301,0.0025,1517.43822906,500,-481.302664769,,1.0,-481.302664769,0.0025,100,-490.833,2,1.0,0.9,400.0,500.0,1.0
-475.257,1300.24454921,3.86618e-06,295.336146545,-473.597979392,8.92714,0.002,52.3969,4.79363e-06,1300.24454921,500,-473.597979392,1.01626,0.00245768,-473.597979392,0.0174121,100,-486.815,1,1.69299,0.9,254.503331483,500.0,1.02539
-482.849,1428.33065967,3.50449e-18,500.0,-482.84876155,1.0,0.01,37.6038,0.01,1428.33065967,500,-482.84876155,,1.0,-482.84876155,0.01,100,-502.139,2,1.0,0.9,100.0,500.0,1.0
-476.901,1702.16800672,2.1793e-19,500.0,-470.952697737,1.0,0.005,39.8118,0.005,1702.16800672,500,-470.952697737,,1.0,-470.952697737,0.005,100,-491.954,2,1.0,0.9,200.000000102,500.0,1.0
-476.494,1486.10612713,5.43914e-20,500.0,-475.680237154,1.0,0.00333333,39.337,0.00333333,1486.10612713,500,-475.680237154,,1.0,-475.680237154,0.00333333,100,-488.784,2,1.0,0.9,299.999969474,500.0,1.0
-477.465,1430.51186962,5.4346e-20,500.0,-480.37888217,1.0,0.0025,38.9542,0.0025,1430.51186962,500,-480.37888217,,1.0,-480.37888217,0.0025,100,-488.109,2,1.0,0.9,400.0,500.0,1.0
-475.33,3366.99709845,1.80185e-06,349.172552664,-490.152562667,3.35275,0.002,47.7782,3.55142e-06,3366.99709845,500,-490.152562667,0.487548,0.00184736,-490.152562667,0.00644544,100,-491.418,1,1.43196,0.9,344.931526272,500.0,1.04035
-481.573,1872.17714317,3.50449e-18,500.0,-481.573104784,1.0,0.01,43.0518,0.01,1872.17714317,500,-481.573104784,,1.0,-481.573104784,0.01,100,-501.861,2,1.0,0.9,100.0,500.0,1.0
-482.695,1608.14183231,2.1793e-19,500.0,-483.816612745,1.0,0.005,41.5213,0.005,1608.14183231,500,-483.816612745,,1.0,-483.816612745,0.005,100,-497.041,2,1.0,0.9,200.000000102,500.0,1.0
-483.19,2739.50809873,5.43914e-20,500.0,-484.17985091,1.0,0.00333333,45.3197,0.00333333,2739.50809873,500,-484.17985091,,1.0,-484.17985091,0.00333333,100,-497.803,2,1.0,0.9,299.999969474,500.0,1.0
-484.072,1822.10866832,5.4346e-20,500.0,-486.719159869,1.0,0.0025,44.651,0.0025,1822.10866832,500,-486.719159869,,1.0,-486.719159869,0.0025,100,-496.727,2,1.0,0.9,400.0,500.0,1.0
-478.761,1300.88190082,1.9749e-06,368.775247602,-475.956060979,5.72978,0.002,48.7826,3.69389e-05,1300.88190082,500,-475.956060979,0.491146,0.0184212,-475.956060979,0.0114896,100,-491.941,1,1.35584,0.9,334.955229998,500.0,0.997386
-485.823,1698.83354747,3.50449e-18,500.0,-485.823337041,1.0,0.01,41.0103,0.01,1698.83354747,500,-485.823337041,,1.0,-485.823337041,0.01,100,-504.754,2,1.0,0.9,100.0,500.0,1.0
-482.777,1818.60478189,2.1793e-19,500.0,-479.729891162,1.0,0.005,41.838,0.005,1818.60478189,500,-479.729891162,,1.0,-479.729891162,0.005,100,-497.548,2,1.0,0.9,200.000000102,500.0,1.0
-481.678,1494.62097404,5.43914e-20,500.0,-479.48025004,1.0,0.00333333,40.7748,0.00333333,1494.62097404,500,-479.48025004,,1.0,-479.48025004,0.00333333,100,-493.739,2,1.0,0.9,299.999969474,500.0,1.0
-482.198,1453.29847485,5.4346e-20,500.0,-483.756734951,1.0,0.0025,40.0929,0.0025,1453.29847485,500,-483.756734951,,1.0,-483.756734951,0.0025,100,-492.643,2,1.0,0.9,400.0,500.0,1.0
-477.061,1247.12232979,6.36885e-06,289.818096011,-480.743046445,19.6233,0.002,51.7937,3.43628e-06,1247.12232979,500,-480.743046445,1.70826,0.00177965,-480.743046445,0.0378901,100,-489.331,1,1.72522,0.9,193.12261075,500.0,1.0358
-477.605,1738.39541746,3.50449e-18,500.0,-477.604534874,1.0,0.01,41.4851,0.01,1738.39541746,500,-477.604534874,,1.0,-477.604534874,0.01,100,-500.283,2,1.0,0.9,100.0,500.0,1.0
-479.401,1440.84953358,2.1793e-19,500.0,-481.198350606,1.0,0.005,39.7109,0.005,1440.84953358,500,-481.198350606,,1.0,-481.198350606,0.005,100,-495.438,2,1.0,0.9,200.000000102,500.0,1.0
-478.913,1144.55160912,5.43914e-20,500.0,-477.936058908,1.0,0.00333333,37.8085,0.00333333,1144.55160912,500,-477.936058908,,1.0,-477.936058908,0.00333333,100,-492.006,2,1.0,0.9,299.999969474,500.0,1.0
-477.257,1451.91850849,5.4346e-20,500.0,-472.287335779,1.0,0.0025,37.9433,0.0025,1451.91850849,500,-472.287335779,,1.0,-472.287335779,0.0025,100,-488.596,2,1.0,0.9,400.0,500.0,1.0
-474.038,1369.58382254,3.42032e-06,341.455154573,-478.548163115,17.0023,0.002,53.1546,4.60193e-05,1369.58382254,500,-478.548163115,0.979536,0.0246273,-478.548163115,0.031771,100,-486.311,1,1.46432,0.9,269.778823288,500.0,1.0703
-479.817,1764.7725412,3.50449e-18,500.0,-479.817319601,1.0,0.01,41.7986,0.01,1764.7725412,500,-479.817319601,,1.0,-479.817319601,0.01,100,-499.52,2,1.0,0.9,100.0,500.0,1.0
-483.681,1432.58266881,2.1793e-19,500.0,-487.544851202,1.0,0.005,39.9702,0.005,1432.58266881,500,-487.544851202,,1.0,-487.544851202,0.005,100,-497.613,2,1.0,0.9,200.000000102,500.0,1.0
-482.372,1494.89050133,5.43914e-20,500.0,-479.752706227,1.0,0.00333333,39.5199,0.00333333,1494.89050133,500,-479.752706227,,1.0,-479.752706227,0.00333333,100,-493.747,2,1.0,0.9,299.999969474,500.0,1.0
-482.188,1462.58418272,5.4346e-20,500.0,-481.637261067,1.0,0.0025,39.1594,0.0025,1462.58418272,500,-481.637261067,,1.0,-481.637261067,0.0025,100,-492.186,2,1.0,0.9,400.0,500.0,1.0
-478.476,1416.365068,1.7033e-06,343.047453912,-483.797395442,3.38038,0.002,46.8913,6.5251e-05,1416.365068,500,-483.797395442,0.402697,0.0317272,-483.797395442,0.00695219,100,-489.272,1,1.45752,0.9,350.883977128,500.0,0.972465
-482.767,1620.87472911,3.50449e-18,500.0,-482.766800919,1.0,0.01,40.0583,0.01,1620.87472911,500,-482.766800919,,1.0,-482.766800919,0.01,100,-502.314,2,1.0,0.9,100.0,500.0,1.0
-485.499,1832.23864129,2.1793e-19,500.0,-488.230618363,1.0,0.005,41.4337,0.005,1832.23864129,500,-488.230618363,,1.0,-488.230618363,0.005,100,-499.321,2,1.0,0.9,200.000000102,500.0,1.0
-484.107,1542.93837966,5.43914e-20,500.0,-481.32274,1.0,0.00333333,40.713,0.00333333,1542.93837966,500,-481.32274,,1.0,-481.32274,0.00333333,100,-495.393,2,1.0,0.9,299.999969474,500.0,1.0
-483.749,1183.37381888,5.4346e-20,500.0,-482.674825122,1.0,0.0025,39.1973,0.0025,1183.37381888,500,-482.674825122,,1.0,-482.674825122,0.0025,100,-493.537,2,1.0,0.9,400.0,500.0,1.0
-470.553,1840.72996019,1.22908e-05,141.975198318,-481.746772552,12.7514,0.002,79.071,3.26903e-07,1840.72996019,500,-481.746772552,2.97103,0.000160725,-481.746772552,0.0259355,100,-487.088,1,3.52174,0.9,122.954474773,500.0,0.983318
-478.197,1344.81931807,3.50449e-18,500.0,-478.196888414,1.0,0.01,36.488,0.01,1344.81931807,500,-478.196888414,,1.0,-478.196888414,0.01,100,-496.844,2,1.0,0.9,100.0,500.0,1.0
-475.488,1150.41033926,2.1793e-19,500.0,-472.779605643,1.0,0.005,35.2488,0.005,1150.41033926,500,-472.779605643,,1.0,-472.779605643,0.005,100,-488.674,2,1.0,0.9,200.000000102,500.0,1.0
-477.072,1596.65856195,5.43914e-20,500.0,-480.23902769,1.0,0.00333333,36.8813,0.00333333,1596.65856195,500,-480.23902769,,1.0,-480.23902769,0.00333333,100,-488.432,2,1.0,0.9,299.999969474,500.0,1.0
-478.579,1740.81499711,5.4346e-20,500.0,-483.102252646,1.0,0.0025,38.1817,0.0025,1740.81499711,500,-483.102252646,,1.0,-483.102252646,0.0025,100,-488.508,2,1.0,0.9,400.0,500.0,1.0
-467.274,1363.29625986,2.36917e-05,148.268348381,-485.803219043,52.5903,0.002,128.769,6.27103e-10,1363.29625986,500,-485.803219043,8.22025,3.69389e-07,-485.803219043,0.0892814,100,-483.581,1,3.37226,0.9,72.3475342716,500.0,1.17808
-479.147,1380.78378861,3.50449e-18,500.0,-479.147192234,1.0,0.01,36.9726,0.01,1380.78378861,500,-479.147192234,,1.0,-479.147192234,0.01,100,-498.272,2,1.0,0.9,100.0,500.0,1.0
-476.961,1642.38454264,2.1793e-19,500.0,-474.774695241,1.0,0.005,38.7459,0.005,1642.38454264,500,-474.774695241,,1.0,-474.774695241,0.005,100,-491.014,2,1.0,0.9,200.000000102,500.0,1.0
-478.056,1597.60744983,5.43914e-20,500.0,-480.24497924,1.0,0.00333333,39.1208,0.00333333,1597.60744983,500,-480.24497924,,1.0,-480.24497924,0.00333333,100,-489.613,2,1.0,0.9,299.999969474,500.0,1.0
-478.098,1756.95038801,5.4346e-20,500.0,-478.225608434,1.0,0.0025,39.7829,0.0025,1756.95038801,500,-478.225608434,,1.0,-478.225608434,0.0025,100,-488.107,2,1.0,0.9,400.0,500.0,1.0
-461.842,1628.30885313,4.06007e-05,110.562398645,-480.996074721,64.6923,0.002,166.307,2.97086e-09,1628.30885313,500,-480.996074721,13.9752,1.74299e-06,-480.996074721,0.110266,100,-480.879,1,4.52233,0.9,44.924135556,500.0,1.17339
-478.264,1268.15227248,3.50449e-18,500.0,-478.264269046,1.0,0.01,35.4326,0.01,1268.15227248,500,-478.264269046,,1.0,-478.264269046,0.01,100,-497.676,2,1.0,0.9,100.0,500.0,1.0
-479.459,1654.34572166,2.1793e-19,500.0,-480.653621273,1.0,0.005,38.0534,0.005,1654.34572166,500,-480.653621273,,1.0,-480.653621273,0.005,100,-493.733,2,1.0,0.9,200.000000102,500.0,1.0
-479.325,1491.05178024,5.43914e-20,500.0,-479.055968348,1.0,0.00333333,38.1767,0.00333333,1491.05178024,500,-479.055968348,,1.0,-479.055968348,0.00333333,100,-490.979,2,1.0,0.9,299.999969474,500.0,1.0
-479.928,1541.68125578,5.4346e-20,500.0,-481.738821676,1.0,0.0025,38.4155,0.0025,1541.68125578,500,-481.738821676,,1.0,-481.738821676,0.0025,100,-490.021,2,1.0,0.9,400.0,500.0,1.0
-474.2,1361.69420509,2.56137e-06,314.678846771,-470.634378507,8.10838,0.002,46.904,4.24624e-05,1361.69420509,500,-470.634378507,0.646744,0.021337,-470.634378507,0.0161363,100,-485.58,1,1.58892,0.9,305.052305589,500.0,1.00499
-483.449,1887.332331,3.50449e-18,500.0,-483.448889365,1.0,0.01,43.2257,0.01,1887.332331,500,-483.448889365,,1.0,-483.448889365,0.01,100,-502.686,2,1.0,0.9,100.0,500.0,1.0
-481.446,1762.84671097,2.1793e-19,500.0,-479.443593665,1.0,0.005,42.5541,0.005,1762.84671097,500,-479.443593665,,1.0,-479.443593665,0.005,100,-496.155,2,1.0,0.9,200.000000102,500.0,1.0
-479.859,1432.67457571,5.43914e-20,500.0,-476.683562486,1.0,0.00333333,41.0494,0.00333333,1432.67457571,500,-476.683562486,,1.0,-476.683562486,0.00333333,100,-491.869,2,1.0,0.9,299.999969474,500.0,1.0
-479.466,1424.94416972,5.4346e-20,500.0,-478.289043265,1.0,0.0025,40.211,0.0025,1424.94416972,500,-478.289043265,,1.0,-478.289043265,0.0025,100,-489.867,2,1.0,0.9,400.0,500.0,1.0
-469.035,1305.58057173,1.21331e-05,169.911206157,-481.01187334,19.9952,0.002,91.4902,2.13078e-08,1305.58057173,500,-481.01187334,2.59823,9.86035e-06,-481.01187334,0.0432089,100,-484.993,1,2.94271,0.9,124.155529544,500.0,0.925514
-474.307,1646.41119151,3.50449e-18,500.0,-474.306770017,1.0,0.01,40.3726,0.01,1646.41119151,500,-474.306770017,,1.0,-474.306770017,0.01,100,-494.39,2,1.0,0.9,100.0,500.0,1.0
-476.031,1404.54354871,2.1793e-19,500.0,-477.755940447,1.0,0.005,38.8998,0.005,1404.54354871,500,-477.755940447,,1.0,-477.755940447,0.005,100,-490.232,2,1.0,0.9,200.000000102,500.0,1.0
-478.842,1403.31705609,5.43914e-20,500.0,-484.462986276,1.0,0.00333333,38.5706,0.00333333,1403.31705609,500,-484.462986276,,1.0,-484.462986276,0.00333333,100,-490.437,2,1.0,0.9,299.999969474,500.0,1.0
-478.461,1484.35739001,5.4346e-20,500.0,-477.317925804,1.0,0.0025,38.5173,0.0025,1484.35739001,500,-477.317925804,,1.0,-477.317925804,0.0025,100,-488.502,2,1.0,0.9,400.0,500.0,1.0
-473.23,1631.31774802,4.2397e-06,274.028406467,-482.654858691,9.40683,0.002,56.6089,1.13781e-05,1631.31774802,500,-482.654858691,1.0156,0.00556885,-482.654858691,0.0192198,100,-485.362,1,1.82463,0.9,242.977443311,500.0,0.978868
-477.25,1528.50431909,3.50449e-18,500.0,-477.24971997,1.0,0.01,38.9001,0.01,1528.50431909,500,-477.24971997,,1.0,-477.24971997,0.01,100,-496.55,2,1.0,0.9,100.0,500.0,1.0
-477.876,1727.86759336,2.1793e-19,500.0,-478.503013733,1.0,0.005,40.1534,0.005,1727.86759336,500,-478.503013733,,1.0,-478.503013733,0.005,100,-491.689,2,1.0,0.9,200.000000102,500.0,1.0
-479.765,1458.11299285,5.43914e-20,500.0,-483.540930971,1.0,0.00333333,39.537,0.00333333,1458.11299285,500,-483.540930971,,1.0,-483.540930971,0.00333333,100,-491.042,2,1.0,0.9,299.999969474,500.0,1.0
-479.248,1949.52139574,5.4346e-20,500.0,-477.698752924,1.0,0.0025,40.6901,0.0025,1949.52139574,500,-477.698752924,,1.0,-477.698752924,0.0025,100,-489.846,2,1.0,0.9,400.0,500.0,1.0
-470.756,1447.51342949,1.38582e-05,218.856713614,-484.89833452,34.5825,0.002,75.9878,1.72931e-05,1447.51342949,500,-484.89833452,4.2666,0.00959536,-484.89833452,0.0623259,100,-485.084,1,2.2846,0.9,112.167634388,500.0,1.10973
-474.568,1767.02685596,3.50449e-18,500.0,-474.568400812,1.0,0.01,41.8253,0.01,1767.02685596,500,-474.568400812,,1.0,-474.568400812,0.01,100,-494.946,2,1.0,0.9,100.0,500.0,1.0
-475.431,1393.67030301,2.1793e-19,500.0,-476.29289033,1.0,0.005,39.5637,0.005,1393.67030301,500,-476.29289033,,1.0,-476.29289033,0.005,100,-489.84,2,1.0,0.9,200.000000102,500.0,1.0
-476.471,1435.3367889,5.43914e-20,500.0,-478.551699002,1.0,0.00333333,38.9789,0.00333333,1435.3367889,500,-478.551699002,,1.0,-478.551699002,0.00333333,100,-488.236,2,1.0,0.9,299.999969474,500.0,1.0
-475.798,1772.07514846,5.4346e-20,500.0,-473.777967535,1.0,0.0025,39.7424,0.0025,1772.07514846,500,-473.777967535,,1.0,-473.777967535,0.0025,100,-486.085,2,1.0,0.9,400.0,500.0,1.0
-466.772,1497.45677819,8.10231e-06,222.098995808,-475.008516006,21.2366,0.002,52.2047,4.18904e-07,1497.45677819,500,-475.008516006,2.37739,0.000226913,-475.008516006,0.0392049,100,-480.578,1,2.25125,0.9,165.479193611,500.0,1.08337
