MinVanillaIw,MaxVanillaIw,J,ESSRenyi,BatchSize,AvgVanillaIw,AvgEpLen,Delta,MinNormIw,VarJ,Bound,VarVanillaIw,ESSClassic,VanillaAvgRet,AvgRet,VarRet,IterType,eRenyi2,EpsThisIter,AvgDiscRet,MaxNormIw,AvgNormIw,VarDiscRet,VarNormIw
1.0,1.0,4642.0,500.0,500,1.0,500.0,0.4,0.005,153.87,4236.73,,200.000000102,4653.04465249,4653.04465249,404.756320162,2,1.0,100,4653.04465249,0.005,0.005,404.756320162,2.1793e-19
1.0,1.0,4644.61,500.0,500,1.0,500.0,0.4,0.00333333,126.234,4313.71,,299.999969474,4649.83422643,4649.83422643,416.407519779,2,1.0,100,4649.83422643,0.00333333,0.00333333,416.407519779,5.43914e-20
1.0,1.0,4646.24,500.0,500,1.0,500.0,0.4,0.0025,110.122,4359.67,,400.0,4651.11720695,4651.11720695,677.339749417,2,1.0,100,4651.11720695,0.0025,0.0025,677.339749417,5.4346e-20
0.549707,1.26472,4650.04,495.862965422,500,0.995546,500.0,0.4,0.00110433,57.3351,4392.66,0.0094058,495.309046348,4652.66970634,4652.66970634,352.923664021,1,1.00834,100,4652.66970634,0.00254076,0.002,352.923664021,3.79606e-08
1.0,1.0,4655.24,500.0,500,1.0,500.0,0.4,0.01,17.13,4082.54,,100.0,4655.24190653,4655.24190653,296.402305586,2,1.0,100,4655.24190653,0.01,0.01,296.402305586,3.50449e-18
1.0,1.0,4655.37,500.0,500,1.0,500.0,0.4,0.005,16.1766,4250.4,,200.000000102,4655.49493481,4655.49493481,232.216590117,2,1.0,100,4655.49493481,0.005,0.005,232.216590117,2.1793e-19
1.0,1.0,4655.25,500.0,500,1.0,500.0,0.4,0.00333333,15.7471,4324.36,,299.999969474,4655.00130897,4655.00130897,222.681043724,2,1.0,100,4655.00130897,0.00333333,0.00333333,222.681043724,5.43914e-20
1.0,1.0,4653.18,500.0,500,1.0,499.86,0.4,0.0025,24.8272,4366.63,,400.0,4647.0012601,4647.0012601,1687.54307204,2,1.0,100,4647.0012601,0.0025,0.0025,1687.54307204,5.4346e-20
0.826461,1.0826,4653.4,499.077713167,500,1.00234,500.0,0.4,0.00164905,22.8202,4396.86,0.00208461,498.966553862,4651.81737577,4651.81737577,557.272299675,1,1.00185,100,4651.81737577,0.00216013,0.002,557.272299675,8.29946e-09
1.0,1.0,4653.5,500.0,500,1.0,500.0,0.4,0.01,18.32,4080.74,,100.0,4653.50291689,4653.50291689,339.01116537,2,1.0,100,4653.50291689,0.01,0.01,339.01116537,3.50449e-18
1.0,1.0,4653.29,500.0,500,1.0,500.0,0.4,0.005,20.4332,4248.15,,200.000000102,4653.07095987,4653.07095987,504.364813373,2,1.0,100,4653.07095987,0.005,0.005,504.364813373,2.1793e-19
1.0,1.0,4653.22,500.0,500,1.0,500.0,0.4,0.00333333,20.0801,4322.43,,299.999969474,4653.08340973,4653.08340973,378.351930469,2,1.0,100,4653.08340973,0.00333333,0.00333333,378.351930469,5.43914e-20
1.0,1.0,4652.85,500.0,500,1.0,500.0,0.4,0.0025,19.9387,4366.34,,400.0,4651.7529612,4651.7529612,382.791863254,2,1.0,100,4651.7529612,0.0025,0.0025,382.791863254,5.4346e-20
0.875731,1.06839,4653.91,499.575855822,500,1.00234,500.0,0.4,0.00174737,19.1125,4397.49,0.000822793,499.591510403,4657.04798863,4657.04798863,291.59307742,1,1.00085,100,4657.04798863,0.0021318,0.002,291.59307742,3.27582e-09
1.0,1.0,4651.14,500.0,500,1.0,500.0,0.4,0.01,21.3273,4078.57,,100.0,4651.14475126,4651.14475126,459.446316504,2,1.0,100,4651.14475126,0.01,0.01,459.446316504,3.50449e-18
1.0,1.0,4652.0,500.0,500,1.0,499.74,0.4,0.005,26.5715,4246.89,,200.000000102,4652.85930805,4652.85930805,965.427233124,2,1.0,100,4652.85930805,0.005,0.005,965.427233124,2.1793e-19
1.0,1.0,4652.72,500.0,500,1.0,500.0,0.4,0.00333333,25.242,4321.95,,299.999969474,4654.16754048,4654.16754048,501.274936798,2,1.0,100,4654.16754048,0.00333333,0.00333333,501.274936798,5.43914e-20
1.0,1.0,4650.98,500.0,500,1.0,499.09,0.4,0.0025,48.6384,4364.52,,400.0,4645.7437221,4645.7437221,7590.67449554,2,1.0,100,4645.7437221,0.0025,0.0025,7590.67449554,5.4346e-20
0.739613,1.13606,4651.12,498.467685437,500,0.994688,499.91,0.4,0.00148713,36.7873,4394.51,0.00376765,498.107189465,4647.397198,4647.397198,588.23761754,1,1.00307,100,4647.397198,0.00228424,0.002,588.23761754,1.5232e-08
1.0,1.0,4654.17,500.0,500,1.0,500.0,0.4,0.01,20.7631,4081.55,,100.0,4654.17390127,4654.17390127,435.46022009,2,1.0,100,4654.17390127,0.01,0.01,435.46022009,3.50449e-18
1.0,1.0,4654.73,500.0,500,1.0,500.0,0.4,0.005,18.1938,4249.54,,200.000000102,4655.28872884,4655.28872884,232.629367897,2,1.0,100,4655.28872884,0.005,0.005,232.629367897,2.1793e-19
1.0,1.0,4654.59,500.0,500,1.0,500.0,0.4,0.00333333,18.648,4323.75,,299.999969474,4654.29665159,4654.29665159,384.938516173,2,1.0,100,4654.29665159,0.00333333,0.00333333,384.938516173,5.43914e-20
1.0,1.0,4654.73,500.0,500,1.0,500.0,0.4,0.0025,18.236,4368.22,,400.0,4655.16611088,4655.16611088,289.601133864,2,1.0,100,4655.16611088,0.0025,0.0025,289.601133864,5.4346e-20
0.643413,1.10668,4653.55,498.61209483,500,1.00302,499.34,0.4,0.00128295,30.3862,4396.93,0.00312029,498.456728663,4644.97852337,4644.97852337,5533.60225908,1,1.00278,100,4644.97852337,0.0022067,0.002,5533.60225908,1.24061e-08
1.0,1.0,4653.16,500.0,500,1.0,500.0,0.4,0.01,19.5938,4080.39,,100.0,4653.16381921,4653.16381921,387.79563911,2,1.0,100,4653.16381921,0.01,0.01,387.79563911,3.50449e-18
1.0,1.0,4654.75,500.0,500,1.0,500.0,0.4,0.005,17.4045,4249.74,,200.000000102,4656.34450786,4656.34450786,219.0466332,2,1.0,100,4656.34450786,0.005,0.005,219.0466332,2.1793e-19
1.0,1.0,4654.18,500.0,500,1.0,499.91,0.4,0.00333333,18.9662,4323.49,,299.999969474,4653.03839043,4653.03839043,476.110779002,2,1.0,100,4653.03839043,0.00333333,0.00333333,476.110779002,5.43914e-20
1.0,1.0,4653.76,500.0,500,1.0,500.0,0.4,0.0025,19.0067,4367.23,,400.0,4652.4761146,4652.4761146,367.362972993,2,1.0,100,4652.4761146,0.0025,0.0025,367.362972993,5.4346e-20
0.430136,1.1562,4652.6,495.979768709,500,0.999091,497.77,0.4,0.000861055,44.9033,4395.27,0.00955521,495.268380126,4633.78510008,4633.78510008,45493.4630031,1,1.00811,100,4633.78510008,0.00231451,0.002,45493.4630031,3.82904e-08
1.0,1.0,4649.88,500.0,500,1.0,500.0,0.4,0.01,22.0142,4077.65,,100.0,4649.87898348,4649.87898348,489.518721272,2,1.0,100,4649.87898348,0.01,0.01,489.518721272,3.50449e-18
1.0,1.0,4646.98,500.0,500,1.0,499.22,0.4,0.005,59.018,4242.17,,200.000000102,4644.07680397,4644.07680397,6530.08236507,2,1.0,100,4644.07680397,0.005,0.005,6530.08236507,2.1793e-19
1.0,1.0,4649.77,500.0,500,1.0,500.0,0.4,0.00333333,49.2228,4319.16,,299.999969474,4655.36881011,4655.36881011,258.048595058,2,1.0,100,4655.36881011,0.00333333,0.00333333,258.048595058,5.43914e-20
1.0,1.0,4650.67,500.0,500,1.0,500.0,0.4,0.0025,43.9571,4364.27,,400.0,4653.36084858,4653.36084858,455.18256373,2,1.0,100,4653.36084858,0.0025,0.0025,455.18256373,5.4346e-20
0.781336,1.12369,4651.56,498.512889558,500,0.99976,499.64,0.4,0.00156305,36.5355,4395.02,0.00342668,498.294859952,4651.08463465,4651.08463465,1808.06343685,1,1.00298,100,4651.08463465,0.00224792,0.002,1808.06343685,1.37133e-08
1.0,1.0,4655.04,500.0,500,1.0,500.0,0.4,0.01,15.6127,4081.89,,100.0,4655.04097521,4655.04097521,246.217528156,2,1.0,100,4655.04097521,0.01,0.01,246.217528156,3.50449e-18
1.0,1.0,4655.26,500.0,500,1.0,500.0,0.4,0.005,16.2577,4249.98,,200.000000102,4655.47196102,4655.47196102,287.652704545,2,1.0,100,4655.47196102,0.005,0.005,287.652704545,2.1793e-19
1.0,1.0,4654.07,500.0,500,1.0,500.0,0.4,0.00333333,18.2603,4323.16,,299.999969474,4651.69600799,4651.69600799,467.916191751,2,1.0,100,4651.69600799,0.00333333,0.00333333,467.916191751,5.43914e-20
1.0,1.0,4654.74,500.0,500,1.0,500.0,0.4,0.0025,17.6184,4368.16,,400.0,4656.74504376,4656.74504376,238.331215055,2,1.0,100,4656.74504376,0.0025,0.0025,238.331215055,5.4346e-20
0.802285,1.07324,4655.05,499.254861966,500,0.997992,500.0,0.4,0.0016078,18.0886,4398.54,0.00173413,499.132541839,4654.31652777,4654.31652777,568.528235337,1,1.00149,100,4654.31652777,0.0021508,0.002,568.528235337,6.96445e-09
1.0,1.0,4655.02,500.0,500,1.0,500.0,0.4,0.01,17.6073,4082.15,,100.0,4655.0203363,4655.0203363,313.147450192,2,1.0,100,4655.0203363,0.01,0.01,313.147450192,3.50449e-18
1.0,1.0,4653.86,500.0,500,1.0,500.0,0.4,0.005,18.7479,4248.78,,200.000000102,4652.70263173,4652.70263173,394.209665824,2,1.0,100,4652.70263173,0.005,0.005,394.209665824,2.1793e-19
1.0,1.0,4653.74,500.0,500,1.0,500.0,0.4,0.00333333,18.7725,4322.99,,299.999969474,4653.4942208,4653.4942208,357.739425391,2,1.0,100,4653.4942208,0.00333333,0.00333333,357.739425391,5.43914e-20
1.0,1.0,4653.63,500.0,500,1.0,500.0,0.4,0.0025,18.6767,4367.19,,400.0,4653.29979105,4653.29979105,341.330120851,2,1.0,100,4653.29979105,0.0025,0.0025,341.330120851,5.4346e-20
0.900352,1.05339,4654.12,499.671139197,500,0.999553,500.0,0.4,0.00180151,18.0805,4397.84,0.000643349,499.67908013,4655.18485246,4655.18485246,290.41085413,1,1.00066,100,4655.18485246,0.00210773,0.002,290.41085413,2.5757e-09
1.0,1.0,4652.12,500.0,500,1.0,500.0,0.4,0.01,22.7402,4079.03,,100.0,4652.12456756,4652.12456756,522.339034774,2,1.0,100,4652.12456756,0.01,0.01,522.339034774,3.50449e-18
1.0,1.0,4653.1,500.0,500,1.0,500.0,0.4,0.005,19.7265,4247.85,,200.000000102,4654.06856694,4654.06856694,261.884462435,2,1.0,100,4654.06856694,0.005,0.005,261.884462435,2.1793e-19
1.0,1.0,4653.44,500.0,500,1.0,500.0,0.4,0.00333333,19.4356,4322.56,,299.999969474,4654.13508695,4654.13508695,357.81277138,2,1.0,100,4654.13508695,0.00333333,0.00333333,357.81277138,5.43914e-20
1.0,1.0,4653.83,500.0,500,1.0,500.0,0.4,0.0025,19.0454,4367.28,,400.0,4654.98128727,4654.98128727,319.10774753,2,1.0,100,4654.98128727,0.0025,0.0025,319.10774753,5.4346e-20
0.826724,1.06235,4654.54,499.538847347,500,0.999406,500.0,0.4,0.00165443,17.4862,4398.13,0.000971994,499.514919207,4656.18558758,4656.18558758,153.164266658,1,1.00092,100,4656.18558758,0.00212596,0.002,153.164266658,3.8926e-09
1.0,1.0,4653.96,500.0,500,1.0,500.0,0.4,0.01,21.4321,4080.93,,100.0,4653.96156244,4653.96156244,463.972050229,2,1.0,100,4653.96156244,0.01,0.01,463.972050229,3.50449e-18
1.0,1.0,4654.2,500.0,500,1.0,500.0,0.4,0.005,21.9014,4249.0,,200.000000102,4654.43072004,4654.43072004,504.944611044,2,1.0,100,4654.43072004,0.005,0.005,504.944611044,2.1793e-19
1.0,1.0,4655.04,500.0,500,1.0,500.0,0.4,0.00333333,19.8573,4324.2,,299.999969474,4656.71394031,4656.71394031,221.590698167,2,1.0,100,4656.71394031,0.00333333,0.00333333,221.590698167,5.43914e-20
1.0,1.0,4654.56,500.0,500,1.0,500.0,0.4,0.0025,19.4653,4368.0,,400.0,4653.13803493,4653.13803493,333.287066382,2,1.0,100,4653.13803493,0.0025,0.0025,333.287066382,5.4346e-20
0.78936,1.10057,4655.17,499.49238627,500,0.999265,500.0,0.4,0.00157988,18.436,4398.72,0.00130298,499.349513794,4656.33281467,4656.33281467,272.21580068,1,1.00102,100,4656.33281467,0.00220277,0.002,272.21580068,5.21959e-09
1.0,1.0,4641.83,500.0,500,1.0,499.14,0.4,0.01,88.7826,4069.11,,100.0,4641.8349716,4641.8349716,7961.97452862,2,1.0,100,4641.8349716,0.01,0.01,7961.97452862,3.50449e-18
1.0,1.0,4647.6,500.0,500,1.0,500.0,0.4,0.005,64.691,4242.62,,200.000000102,4653.36897477,4653.36897477,425.237279238,2,1.0,100,4653.36897477,0.005,0.005,425.237279238,2.1793e-19
1.0,1.0,4649.1,500.0,500,1.0,500.0,0.4,0.00333333,54.2588,4318.42,,299.999969474,4652.10519709,4652.10519709,453.221716702,2,1.0,100,4652.10519709,0.00333333,0.00333333,453.221716702,5.43914e-20
1.0,1.0,4650.64,500.0,500,1.0,500.0,0.4,0.0025,47.7198,4364.24,,400.0,4655.24509301,4655.24509301,250.885067363,2,1.0,100,4655.24509301,0.0025,0.0025,250.885067363,5.4346e-20
0.600445,1.12123,4652.39,498.338575965,500,1.0018,500.0,0.4,0.00119873,30.1277,4395.8,0.00327365,498.377560876,4654.32506896,4654.32506896,408.800964078,1,1.00333,100,4654.32506896,0.00223843,0.002,408.800964078,1.30476e-08
1.0,1.0,4658.49,500.0,500,1.0,500.0,0.4,0.01,12.4484,4085.89,,100.0,4658.49310621,4658.49310621,156.528491932,2,1.0,100,4658.49310621,0.01,0.01,156.528491932,3.50449e-18
1.0,1.0,4655.72,500.0,500,1.0,500.0,0.4,0.005,19.0614,4250.47,,200.000000102,4652.95312657,4652.95312657,561.986941473,2,1.0,100,4652.95312657,0.005,0.005,561.986941473,2.1793e-19
1.0,1.0,4655.4,500.0,500,1.0,500.0,0.4,0.00333333,19.8277,4324.52,,299.999969474,4654.76691035,4654.76691035,456.696848284,2,1.0,100,4654.76691035,0.00333333,0.00333333,456.696848284,5.43914e-20
1.0,1.0,4655.66,500.0,500,1.0,500.0,0.4,0.0025,18.9218,4369.11,,400.0,4656.44524879,4656.44524879,254.446131899,2,1.0,100,4656.44524879,0.0025,0.0025,254.446131899,5.4346e-20
0.895158,1.08104,4655.78,499.659412799,500,1.00269,500.0,0.4,0.00178552,17.5899,4399.38,0.000639581,499.6827993,4655.3353613,4655.3353613,209.514311907,1,1.00068,100,4655.3353613,0.00215629,0.002,209.514311907,2.54462e-09
1.0,1.0,4656.4,500.0,500,1.0,500.0,0.4,0.01,17.5482,4083.54,,100.0,4656.40420385,4656.40420385,311.050708989,2,1.0,100,4656.40420385,0.01,0.01,311.050708989,3.50449e-18
1.0,1.0,4656.72,500.0,500,1.0,500.0,0.4,0.005,16.8581,4251.5,,200.000000102,4657.03502546,4657.03502546,262.877887432,2,1.0,100,4657.03502546,0.005,0.005,262.877887432,2.1793e-19
1.0,1.0,4656.38,500.0,500,1.0,500.0,0.4,0.00333333,16.5309,4325.52,,299.999969474,4655.70058056,4655.70058056,253.259087514,2,1.0,100,4655.70058056,0.00333333,0.00333333,253.259087514,5.43914e-20
1.0,1.0,4655.67,500.0,500,1.0,500.0,0.4,0.0025,17.1147,4369.14,,400.0,4653.55448078,4653.55448078,349.345490221,2,1.0,100,4653.55448078,0.0025,0.0025,349.345490221,5.4346e-20
0.883984,1.09464,4655.11,499.673103572,500,0.999178,500.0,0.4,0.00176942,17.1621,4398.74,0.000769014,499.615962318,4651.93366595,4651.93366595,356.966752498,1,1.00065,100,4651.93366595,0.00219108,0.002,356.966752498,3.08112e-09
1.0,1.0,4656.54,500.0,500,1.0,500.0,0.4,0.01,17.9214,4083.56,,100.0,4656.5405379,4656.5405379,324.422152527,2,1.0,100,4656.5405379,0.01,0.01,324.422152527,3.50449e-18
1.0,1.0,4657.46,500.0,500,1.0,500.0,0.4,0.005,15.8738,4252.31,,200.000000102,4658.38998021,4658.38998021,182.8981393,2,1.0,100,4658.38998021,0.005,0.005,182.8981393,2.1793e-19
1.0,1.0,4657.18,500.0,500,1.0,500.0,0.4,0.00333333,16.3116,4326.37,,299.999969474,4656.59537192,4656.59537192,296.714594207,2,1.0,100,4656.59537192,0.00333333,0.00333333,296.714594207,5.43914e-20
1.0,1.0,4656.52,500.0,500,1.0,500.0,0.4,0.0025,17.1187,4370.04,,400.0,4654.5719536,4654.5719536,372.63429152,2,1.0,100,4654.5719536,0.0025,0.0025,372.63429152,5.4346e-20
0.799034,1.08122,4657.4,499.504818669,500,1.00162,500.0,0.4,0.00159548,16.144,4401.03,0.00114478,499.431348018,4659.71157801,4659.71157801,199.478771464,1,1.00099,100,4659.71157801,0.00215893,0.002,199.478771464,4.56429e-09
1.0,1.0,4654.17,500.0,500,1.0,500.0,0.4,0.01,16.1396,4081.21,,100.0,4654.17500417,4654.17500417,263.118761264,2,1.0,100,4654.17500417,0.01,0.01,263.118761264,3.50449e-18
1.0,1.0,4656.31,500.0,500,1.0,500.0,0.4,0.005,15.4736,4251.16,,200.000000102,4658.43707899,4658.43707899,211.411386809,2,1.0,100,4658.43707899,0.005,0.005,211.411386809,2.1793e-19
1.0,1.0,4656.46,500.0,500,1.0,500.0,0.4,0.00333333,16.6533,4325.65,,299.999969474,4656.75538872,4656.75538872,356.562956084,2,1.0,100,4656.75538872,0.00333333,0.00333333,356.562956084,5.43914e-20
1.0,1.0,4656.11,500.0,500,1.0,500.0,0.4,0.0025,15.9228,4369.63,,400.0,4655.09003909,4655.09003909,182.564171875,2,1.0,100,4655.09003909,0.0025,0.0025,182.564171875,5.4346e-20
0.908506,1.05401,4656.04,499.686854625,500,0.997594,500.0,0.4,0.0018214,15.8962,4399.72,0.000639134,499.679717484,4654.99687758,4654.99687758,294.361218773,1,1.00063,100,4654.99687758,0.00211311,0.002,294.361218773,2.56888e-09
1.0,1.0,4656.05,500.0,500,1.0,500.0,0.4,0.01,15.7979,4083.36,,100.0,4656.05028166,4656.05028166,252.095662834,2,1.0,100,4656.05028166,0.01,0.01,252.095662834,3.50449e-18
1.0,1.0,4655.86,500.0,500,1.0,500.0,0.4,0.005,15.8026,4250.87,,200.000000102,4655.66670537,4655.66670537,252.320751274,2,1.0,100,4655.66670537,0.005,0.005,252.320751274,2.1793e-19
1.0,1.0,4655.6,500.0,500,1.0,500.0,0.4,0.00333333,14.8877,4324.76,,299.999969474,4655.07958519,4655.07958519,166.751175338,2,1.0,100,4655.07958519,0.00333333,0.00333333,166.751175338,5.43914e-20
1.0,1.0,4655.76,500.0,500,1.0,500.0,0.4,0.0025,14.9072,4369.25,,400.0,4656.25727895,4656.25727895,225.899618515,2,1.0,100,4656.25727895,0.0025,0.0025,225.899618515,5.4346e-20
0.919936,1.07375,4656.31,499.67554418,500,1.00114,500.0,0.4,0.00183777,14.8845,4399.96,0.000602509,499.700177535,4657.73642116,4657.73642116,237.236300093,1,1.00065,100,4657.73642116,0.00214505,0.002,237.236300093,2.40454e-09
1.0,1.0,4652.53,500.0,500,1.0,499.82,0.4,0.01,26.6786,4079.96,,100.0,4652.5279841,4652.5279841,718.937240945,2,1.0,100,4652.5279841,0.01,0.01,718.937240945,3.50449e-18
1.0,1.0,4655.36,500.0,500,1.0,500.0,0.4,0.005,23.0943,4250.14,,200.000000102,4658.18331468,4658.18331468,342.381157601,2,1.0,100,4658.18331468,0.005,0.005,342.381157601,2.1793e-19
1.0,1.0,4655.76,500.0,500,1.0,500.0,0.4,0.00333333,20.8637,4324.9,,299.999969474,4656.56415418,4656.56415418,240.613700513,2,1.0,100,4656.56415418,0.00333333,0.00333333,240.613700513,5.43914e-20
1.0,1.0,4655.76,500.0,500,1.0,500.0,0.4,0.0025,20.041,4369.23,,400.0,4655.75419571,4655.75419571,303.725457507,2,1.0,100,4655.75419571,0.0025,0.0025,303.725457507,5.4346e-20
0.78711,1.06456,4656.29,499.459434485,500,0.997747,500.0,0.4,0.00157778,18.2295,4399.87,0.00124792,499.375261933,4657.06553099,4657.06553099,235.581776323,1,1.00108,100,4657.06553099,0.00213392,0.002,235.581776323,5.01425e-09
1.0,1.0,4654.2,500.0,500,1.0,500.0,0.4,0.01,16.8677,4081.43,,100.0,4654.19942399,4654.19942399,287.39410757,2,1.0,100,4654.19942399,0.01,0.01,287.39410757,3.50449e-18
1.0,1.0,4655.24,500.0,500,1.0,500.0,0.4,0.005,23.0694,4250.03,,200.000000102,4656.28659166,4656.28659166,785.549874817,2,1.0,100,4656.28659166,0.005,0.005,785.549874817,2.1793e-19
1.0,1.0,4656.06,500.0,500,1.0,500.0,0.4,0.00333333,20.4109,4325.21,,299.999969474,4657.70868013,4657.70868013,183.20479532,2,1.0,100,4657.70868013,0.00333333,0.00333333,183.20479532,5.43914e-20
1.0,1.0,4655.45,500.0,500,1.0,500.0,0.4,0.0025,20.96,4368.92,,400.0,4653.62220865,4653.62220865,508.07342599,2,1.0,100,4653.62220865,0.0025,0.0025,508.07342599,5.4346e-20
0.799848,1.06843,4655.81,499.335933724,500,0.99886,500.0,0.4,0.00160152,19.0217,4399.31,0.00141246,499.294473881,4655.44456423,4655.44456423,341.37470439,1,1.00133,100,4655.44456423,0.00213929,0.002,341.37470439,5.66275e-09
1.0,1.0,4652.5,500.0,500,1.0,500.0,0.4,0.01,18.0761,4080.09,,100.0,4652.49961887,4652.49961887,330.046298188,2,1.0,100,4652.49961887,0.01,0.01,330.046298188,3.50449e-18
1.0,1.0,4653.63,500.0,500,1.0,500.0,0.4,0.005,18.7047,4248.53,,200.000000102,4654.76091763,4654.76091763,374.16936183,2,1.0,100,4654.76091763,0.005,0.005,374.16936183,2.1793e-19
1.0,1.0,4653.96,500.0,500,1.0,500.0,0.4,0.00333333,20.0994,4323.19,,299.999969474,4654.60587127,4654.60587127,516.763905598,2,1.0,100,4654.60587127,0.00333333,0.00333333,516.763905598,5.43914e-20
1.0,1.0,4654.74,500.0,500,1.0,500.0,0.4,0.0025,18.8686,4368.29,,400.0,4657.0987415,4657.0987415,206.785893668,2,1.0,100,4657.0987415,0.0025,0.0025,206.785893668,5.4346e-20
0.82014,1.10201,4655.4,499.327076364,500,0.997559,500.0,0.4,0.00164429,17.4157,4399.03,0.00156423,499.216824716,4656.35957867,4656.35957867,234.815969075,1,1.00135,100,4656.35957867,0.00220941,0.002,234.815969075,6.28756e-09
1.0,1.0,4654.97,500.0,500,1.0,500.0,0.4,0.01,13.9037,4082.31,,100.0,4654.96993336,4654.96993336,195.265554673,2,1.0,100,4654.96993336,0.01,0.01,195.265554673,3.50449e-18
1.0,1.0,4655.86,500.0,500,1.0,500.0,0.4,0.005,13.6767,4250.75,,200.000000102,4656.74224581,4656.74224581,181.031188479,2,1.0,100,4656.74224581,0.005,0.005,181.031188479,2.1793e-19
1.0,1.0,4656.07,500.0,500,1.0,500.0,0.4,0.00333333,14.4547,4325.3,,299.999969474,4656.50163548,4656.50163548,254.985444008,2,1.0,100,4656.50163548,0.00333333,0.00333333,254.985444008,5.43914e-20
1.0,1.0,4656.79,500.0,500,1.0,500.0,0.4,0.0025,14.2552,4370.31,,400.0,4658.93165101,4658.93165101,181.699415933,2,1.0,100,4658.93165101,0.0025,0.0025,181.699415933,5.4346e-20
0.722298,1.09427,4655.72,498.675526294,500,0.995881,498.92,0.4,0.00145057,37.6364,4399.12,0.00307961,498.455321731,4647.75965582,4647.75965582,11805.7189238,1,1.00266,100,4647.75965582,0.00219759,0.002,11805.7189238,1.24205e-08
1.0,1.0,4659.05,500.0,500,1.0,500.0,0.4,0.01,14.2846,4086.44,,100.0,4659.05136044,4659.05136044,206.109448727,2,1.0,100,4659.05136044,0.01,0.01,206.109448727,3.50449e-18
1.0,1.0,4657.87,500.0,500,1.0,500.0,0.4,0.005,14.7599,4252.91,,200.000000102,4656.69037743,4656.69037743,231.186520885,2,1.0,100,4656.69037743,0.005,0.005,231.186520885,2.1793e-19
1.0,1.0,4657.1,500.0,500,1.0,500.0,0.4,0.00333333,16.0259,4326.2,,299.999969474,4655.56615324,4655.56615324,334.580024567,2,1.0,100,4655.56615324,0.00333333,0.00333333,334.580024567,5.43914e-20
1.0,1.0,4657.75,500.0,500,1.0,500.0,0.4,0.0025,15.6972,4371.18,,400.0,4659.69226464,4659.69226464,212.219371428,2,1.0,100,4659.69226464,0.0025,0.0025,212.219371428,5.4346e-20
0.922908,1.08098,4657.87,499.704357061,500,1.00035,500.0,0.4,0.00184517,15.3878,4401.47,0.000581191,499.710310001,4657.6043786,4657.6043786,234.508016158,1,1.00059,100,4657.6043786,0.0021612,0.002,234.508016158,2.32313e-09
1.0,1.0,4656.69,500.0,500,1.0,500.0,0.4,0.01,15.7406,4083.93,,100.0,4656.69110833,4656.69110833,250.267991826,2,1.0,100,4656.69110833,0.01,0.01,250.267991826,3.50449e-18
1.0,1.0,4656.81,500.0,500,1.0,500.0,0.4,0.005,15.1764,4251.73,,200.000000102,4656.93211669,4656.93211669,215.000860509,2,1.0,100,4656.93211669,0.005,0.005,215.000860509,2.1793e-19
1.0,1.0,4655.81,500.0,500,1.0,500.0,0.4,0.00333333,17.2656,4324.99,,299.999969474,4653.79955141,4653.79955141,431.927955032,2,1.0,100,4653.79955141,0.00333333,0.00333333,431.927955032,5.43914e-20
1.0,1.0,4655.79,500.0,500,1.0,500.0,0.4,0.0025,17.1549,4369.29,,400.0,4655.72328414,4655.72328414,285.717543758,2,1.0,100,4655.72328414,0.0025,0.0025,285.717543758,5.4346e-20
0.844138,1.13212,4654.96,499.348477234,500,0.996583,499.37,0.4,0.00169406,31.462,4398.54,0.00147728,499.258701257,4649.93613052,4649.93613052,4736.15922497,1,1.0013,100,4649.93613052,0.002272,0.002,4736.15922497,5.9497e-09
1.0,1.0,4656.5,500.0,500,1.0,500.0,0.4,0.01,19.4637,4083.9,,100.0,4656.50293402,4656.50293402,382.659977555,2,1.0,100,4656.50293402,0.01,0.01,382.659977555,3.50449e-18
1.0,1.0,4657.85,500.0,500,1.0,500.0,0.4,0.005,16.2936,4252.94,,200.000000102,4659.1932195,4659.1932195,150.011653834,2,1.0,100,4659.1932195,0.005,0.005,150.011653834,2.1793e-19
1.0,1.0,4658.44,500.0,500,1.0,500.0,0.4,0.00333333,15.8818,4327.68,,299.999969474,4659.62912809,4659.62912809,225.872360566,2,1.0,100,4659.62912809,0.00333333,0.00333333,225.872360566,5.43914e-20
1.0,1.0,4658.38,500.0,500,1.0,500.0,0.4,0.0025,15.5792,4371.8,,400.0,4658.17713874,4658.17713874,216.265319979,2,1.0,100,4658.17713874,0.0025,0.0025,216.265319979,5.4346e-20
0.896308,1.08238,4657.91,499.689235837,500,1.00062,500.0,0.4,0.00179151,15.5008,4401.51,0.000669507,499.666477123,4655.26394927,4655.26394927,275.361295487,1,1.00062,100,4655.26394927,0.00216343,0.002,275.361295487,2.67473e-09
1.0,1.0,4659.73,500.0,500,1.0,500.0,0.4,0.01,14.4348,4086.92,,100.0,4659.72777286,4659.72777286,210.469582547,2,1.0,100,4659.72777286,0.01,0.01,210.469582547,3.50449e-18
1.0,1.0,4657.88,500.0,500,1.0,500.0,0.4,0.005,16.3385,4252.67,,200.000000102,4656.02556075,4656.02556075,321.896692445,2,1.0,100,4656.02556075,0.005,0.005,321.896692445,2.1793e-19
1.0,1.0,4656.87,500.0,500,1.0,500.0,0.4,0.00333333,16.9482,4326.02,,299.999969474,4654.85073736,4654.85073736,324.975968404,2,1.0,100,4654.85073736,0.00333333,0.00333333,324.975968404,5.43914e-20
