VarDiscRet,ESSClassic,delta,VanillaAvgRet,MinVanillaIw,VarJ,renyi2,AvgDiscRet,IterType,AvgEpLen,ESSRenyi,AvgVanillaIw,AvgNormIw,AvgRet,VarVanillaIw,J,MaxNormIw,Bound,MaxVanillaIw,VarNormIw,SamplesThisIter,BatchSize,MinNormIw,EpsThisIter,VarRet
4242.3555894,0.466356209241,0.3,-388.642090045,,2497.03,nan,-388.642090045,1,480.769230769,nan,1.39199,5.34188e-05,-388.642090045,30.98,-60312.7,0.00528685,-394.313,137.765,4.56242e-08,50000,100,,104,4242.3555894
10556.9617193,1.03011853759,0.3,-364.261176513,,3008.67,nan,-364.261176513,1,450.45045045,nan,3.00378,5.00501e-05,-364.261176513,91.1844,-46737.9,0.00183021,-311.2,109.841,2.53159e-08,50000,100,,111,10556.9617193
13538.4820009,1.64197550144,0.3,-361.840681675,,3118.11,nan,-361.840681675,1,446.428571429,nan,9.00135,4.96032e-05,-361.840681675,1802.58,-34490.5,0.00463847,-247.958,841.729,5.47393e-08,50000,100,,112,13538.4820009
10311.3357876,1.30431836507,0.3,-375.237498787,,3272.58,nan,-375.237498787,1,458.71559633,nan,29.4761,5.09684e-05,-375.237498787,79074.0,-36949.3,0.0159603,-283.17,9230.18,2.36426e-07,50000,100,,109,10311.3357876
1161.11043038,0.606113134812,0.3,-405.038494855,0.541061,889.368,6.30136,-405.038494855,1,495.04950495,0.183380021517,1.00141,5.50055e-05,-405.038494855,0.0707838,-72161.0,0.000182886,-464.31,3.32954,2.13563e-10,50000,100,2.97196e-05,101,1161.11043038
9647.34423547,1.22304460416,0.3,-371.678484802,,2766.4,nan,-371.678484802,1,458.71559633,nan,23.3815,5.09684e-05,-371.678484802,26177.0,-36586.1,0.0129078,-280.956,5921.38,1.24388e-07,50000,100,,109,9647.34423547
12248.0647452,1.85428899684,0.3,-365.835875559,,3149.6,nan,-365.835875559,1,450.45045045,nan,11.6126,5.00501e-05,-365.835875559,4539.48,-35507.6,0.00581506,-261.399,1349.21,8.43247e-08,50000,100,,111,12248.0647452
8006.60997327,1.22811935366,0.3,-379.035974148,,3800.79,nan,-379.035974148,1,467.289719626,nan,3.132,5.19211e-05,-379.035974148,239.61,-46617.4,0.00607463,-338.386,366.436,6.58488e-08,50000,100,,107,8006.60997327
10026.0202538,2.4551102677,0.3,-371.654264058,,3232.65,nan,-371.654264058,1,458.71559633,nan,23.2344,5.09684e-05,-371.654264058,72647.4,-38811.9,0.0227351,-302.034,10364.0,3.4959e-07,50000,100,,109,10026.0202538
7727.63472409,1.59015653036,0.3,-381.255213578,,2830.97,nan,-381.255213578,1,467.289719626,nan,178.121,5.19211e-05,-381.255213578,4.36501e+06,-37085.4,0.0178406,-315.627,61204.3,3.70887e-07,50000,100,,107,7727.63472409
13345.5717793,1.07188287166,0.3,-348.111302787,,2906.84,nan,-348.111302787,1,438.596491228,nan,5.92172,4.87329e-05,-348.111302787,618.555,-35116.0,0.00343112,-252.392,416.928,4.18917e-08,50000,100,,114,13345.5717793
6699.28594953,1.19672246531,0.3,-384.137505585,,2632.95,nan,-384.137505585,1,471.698113208,nan,3.35636,5.24109e-05,-384.137505585,485.434,-50435.2,0.0125327,-338.057,802.583,1.18369e-07,50000,100,,106,6699.28594953
2386.31808017,0.513628484446,0.3,-398.28332569,1.68626e-08,3072.7,nan,-398.28332569,1,490.196078431,nan,1.05996,5.44662e-05,-398.28332569,0.865171,-66733.8,0.000555289,-439.336,10.8064,2.28441e-09,50000,100,8.66482e-13,102,2386.31808017
6618.1437095,0.560738575992,0.3,-382.66122624,,2651.91,nan,-382.66122624,1,471.698113208,nan,5.59396,5.24109e-05,-382.66122624,2079.89,-45559.8,0.0123262,-341.803,1315.61,1.82577e-07,50000,100,,106,6618.1437095
11900.226803,3.70294482908,0.3,-353.916915515,,2362.1,nan,-353.916915515,1,442.477876106,nan,5.39469,4.91642e-05,-353.916915515,970.833,-40894.3,0.00994391,-273.341,1091.12,8.06325e-08,50000,100,,113,11900.226803
7269.51740343,1.23872244965,0.3,-375.206179916,,2920.09,nan,-375.206179916,1,467.289719626,nan,3.918,5.19211e-05,-375.206179916,301.572,-47443.8,0.00477407,-336.575,360.254,5.29602e-08,50000,100,,107,7269.51740343
8729.32556665,2.63964443256,0.3,-373.018395899,2.19343e-31,4064.93,nan,-373.018395899,1,467.289719626,nan,2.36296,5.19211e-05,-373.018395899,90.5309,-48644.8,0.00715191,-331.025,325.488,4.37091e-08,50000,100,4.8196e-36,107,8729.32556665
14521.0210684,1.16336150968,0.3,-346.205361638,,2487.24,nan,-346.205361638,1,431.034482759,nan,5.07977,4.78927e-05,-346.205361638,338.375,-35223.0,0.00186253,-240.928,197.551,3.0078e-08,50000,100,,116,14521.0210684
12072.6332746,5.78728322299,0.3,-357.797904772,,2679.71,nan,-357.797904772,1,446.428571429,nan,7.33153,4.96032e-05,-357.797904772,3412.91,-39067.2,0.0159668,-265.979,2359.95,1.56226e-07,50000,100,,112,12072.6332746
10392.8239846,3.80422089716,0.3,-367.71333262,,3058.96,nan,-367.71333262,1,458.71559633,nan,4.75068,5.09684e-05,-367.71333262,3860.6,-40761.7,0.0445862,-276.648,4155.8,4.44371e-07,50000,100,,109,10392.8239846
13152.8749106,1.48297367421,0.3,-348.369067874,,2754.53,nan,-348.369067874,1,438.596491228,nan,5.41608,4.87329e-05,-348.369067874,586.103,-35296.3,0.00953895,-244.148,1060.14,4.74513e-08,50000,100,,114,13152.8749106
14354.2766121,1.8634841111,0.3,-347.409060949,,3071.44,nan,-347.409060949,1,438.596491228,nan,6.43757,4.87329e-05,-347.409060949,778.798,-33361.2,0.00304032,-237.718,401.623,4.463e-08,50000,100,,114,14354.2766121
17551.54598,2.21698065865,0.3,-323.938059102,,2486.83,nan,-323.938059102,1,409.836065574,nan,3.05919,4.55373e-05,-323.938059102,85.1664,-34434.7,0.00161443,-219.593,108.457,1.88708e-08,50000,100,,122,17551.54598
12872.0318283,3.5938027512,0.3,-350.917400709,,2449.58,nan,-350.917400709,1,438.596491228,nan,3.93126,4.87329e-05,-350.917400709,255.574,-39473.4,0.00619884,-256.733,500.057,3.92735e-08,50000,100,,114,12872.0318283
12421.7154396,2.40366159972,0.3,-355.66179087,,2765.78,nan,-355.66179087,1,446.428571429,nan,3.05338,4.96032e-05,-355.66179087,256.106,-39777.3,0.00746703,-265.726,459.642,6.7589e-08,50000,100,,112,12421.7154396
22988.8261154,1.90674483747,0.3,-286.670777869,,2343.61,nan,-286.670777869,1,364.96350365,nan,1.91807,4.05515e-05,-286.670777869,16.6155,-28810.0,0.000855068,-175.239,40.4444,7.42671e-09,50000,100,,137,22988.8261154
21142.7485511,2.49492042657,0.3,-276.253291383,,2107.2,nan,-276.253291383,1,359.712230216,nan,1.75066,3.9968e-05,-276.253291383,11.5039,-29928.5,0.000761664,-180.645,33.3619,5.99609e-09,50000,100,,139,21142.7485511
22920.9061968,2.25712452016,0.3,-249.043193406,,2025.73,nan,-249.043193406,1,324.675324675,nan,1.74453,3.6075e-05,-249.043193406,9.22109,-26355.1,0.000403383,-163.054,19.507,3.9431e-09,50000,100,,154,22920.9061968
26200.0620323,3.51049235313,0.3,-215.206585589,,1969.61,nan,-215.206585589,1,279.329608939,nan,1.24387,3.10366e-05,-215.206585589,2.79243,-22382.1,0.000304191,-136.792,12.1912,1.73853e-09,50000,100,,179,26200.0620323
23443.1972566,2.58538258863,0.3,-200.163525707,,1710.09,nan,-200.163525707,1,267.379679144,nan,1.1371,2.97088e-05,-200.163525707,2.09517,-21410.7,0.000348384,-133.566,13.3343,1.43019e-09,50000,100,,187,23443.1972566
22370.8984765,3.22155097931,0.3,-171.19044903,,1533.65,nan,-171.19044903,1,227.272727273,nan,0.970755,2.52525e-05,-171.19044903,1.02103,-19677.7,0.000307255,-123.804,11.8115,6.90921e-10,50000,100,,220,22370.8984765
20008.6685581,2.73827299082,0.3,-157.21260254,2.28111e-32,1437.58,nan,-157.21260254,1,210.084033613,nan,0.911127,2.33427e-05,-157.21260254,0.730786,-19027.8,0.000189753,-121.827,7.40657,4.7966e-10,50000,100,5.84409e-37,238,20008.6685581
16409.368082,2.87339920432,0.3,-133.150279307,2.70375e-29,1232.7,nan,-133.150279307,1,181.15942029,nan,0.844898,2.01288e-05,-133.150279307,0.495134,-16853.2,0.000191499,-111.574,8.03806,2.81029e-10,50000,100,6.44142e-34,276,16409.368082
9546.68161878,3.06780536377,0.3,-107.349521351,5.48739e-10,894.084,nan,-107.349521351,1,151.515151515,nan,0.841548,1.6835e-05,-107.349521351,0.26375,-15354.1,9.34791e-05,-106.916,4.67283,1.05551e-10,50000,100,1.09774e-14,330,9546.68161878
7488.17237752,3.33225721071,0.3,-92.8497419889,1.24718e-12,789.084,nan,-92.8497419889,1,132.275132275,nan,0.852842,1.46972e-05,-92.8497419889,0.218874,-13845.0,8.68189e-05,-99.0337,5.03787,6.50024e-11,50000,100,2.1493e-17,378,7488.17237752
3917.49506612,3.2951048914,0.3,-77.808610322,0.0010695,575.339,29.9523,-77.808610322,1,112.359550562,9.81499432724e-12,0.897268,1.24844e-05,-77.808610322,0.121285,-12574.4,4.20143e-05,-94.1744,3.01962,2.34799e-11,50000,100,1.48809e-08,445,3917.49506612
5187.24348875,3.50622623838,0.3,-81.8733551499,0.000170065,654.526,nan,-81.8733551499,1,117.096018735,nan,0.870555,1.30107e-05,-81.8733551499,0.148241,-12839.3,5.20713e-05,-93.9526,3.48414,3.31112e-11,50000,100,2.54166e-09,427,5187.24348875
3078.28787695,3.47290808637,0.3,-73.4198880911,0.00243007,515.075,30.4896,-73.4198880911,1,105.263157895,5.73486078896e-12,0.910391,1.16959e-05,-73.4198880911,0.0981816,-12161.4,3.32098e-05,-91.8556,2.585,1.62047e-11,50000,100,3.12194e-08,475,3078.28787695
4421.98435244,3.48003810552,0.3,-77.7355891057,2.89759e-06,595.31,30.5764,-77.7355891057,1,111.35857461,5.25839975152e-12,0.883456,1.23732e-05,-77.7355891057,0.130424,-12422.5,5.30903e-05,-93.1896,3.7907,2.55828e-11,50000,100,4.05819e-11,449,4421.98435244
1863.856408,3.39211631852,0.3,-68.3475585977,0.00461653,405.447,30.582,-68.3475585977,1,99.0099009901,5.22877574383e-12,0.926663,1.10011e-05,-68.3475585977,0.0674568,-11658.0,2.9551e-05,-90.2708,2.48919,9.50723e-12,50000,100,5.48062e-08,505,1863.856408
2071.11994376,3.46796155114,0.3,-68.5416430268,0.00435214,415.705,31.066,-68.5416430268,1,99.6015936255,3.22276896874e-12,0.931013,1.10668e-05,-68.5416430268,0.0797888,-11550.8,3.13682e-05,-89.2536,2.63889,1.1274e-11,50000,100,5.17334e-08,502,2071.11994376
1372.41575763,3.29390052709,0.3,-65.9886131749,0.00928021,326.578,31.2483,-65.9886131749,1,95.9692898273,2.68561007149e-12,0.955333,1.06633e-05,-65.9886131749,0.0555932,-11363.3,3.15347e-05,-88.6902,2.82523,6.92615e-12,50000,100,1.03584e-07,521,1372.41575763
2526.07084113,3.37788794927,0.3,-69.4126967465,0.00430678,438.785,31.3544,-69.4126967465,1,100.401606426,2.41511471612e-12,0.929407,1.11557e-05,-69.4126967465,0.0796178,-11644.9,4.02647e-05,-89.999,3.35453,1.14708e-11,50000,100,5.16946e-08,498,2526.07084113
706.828186659,3.44824006831,0.3,-63.9407930702,0.0166245,258.325,31.4701,-63.9407930702,1,93.2835820896,2.15139748367e-12,0.950242,1.03648e-05,-63.9407930702,0.0481901,-11127.9,2.46827e-05,-87.3867,2.2629,5.73343e-12,50000,100,1.81333e-07,536,706.828186659
1083.63286367,3.26720349693,0.3,-65.5456960071,0.0131673,313.867,31.5876,-65.5456960071,1,96.3391136802,1.91275177402e-12,0.952572,1.07043e-05,-65.5456960071,0.0491856,-11364.5,2.34862e-05,-88.6355,2.09002,6.21101e-12,50000,100,1.47965e-07,519,1083.63286367
683.540704311,3.36602758683,0.3,-64.2156977136,0.0130884,255.614,31.7003,-64.2156977136,1,94.5179584121,1.70892151731e-12,0.952162,1.0502e-05,-64.2156977136,0.0550438,-11173.7,2.51279e-05,-83.8181,2.27822,6.69624e-12,50000,100,1.4436e-07,529,683.540704311
1754.1331435,3.56402216841,0.3,-67.1936009413,0.0137677,378.406,31.815,-67.1936009413,1,98.231827112,1.5238039972e-12,0.937267,1.09146e-05,-67.1936009413,0.0674903,-11424.3,3.35948e-05,-88.8659,2.88487,9.15238e-12,50000,100,1.60327e-07,509,1754.1331435
1715.52650294,3.38859260736,0.3,-65.7392381379,0.0159342,370.413,32.3303,-65.7392381379,1,95.2380952381,9.10163547544e-13,0.95247,1.0582e-05,-65.7392381379,0.0579669,-11287.0,2.69284e-05,-88.0572,2.42378,7.15507e-12,50000,100,1.7703e-07,525,1715.52650294
1640.81445136,3.43724710977,0.3,-66.8870746063,0.00713779,390.674,32.9294,-66.8870746063,1,97.0873786408,4.99949461861e-13,0.945977,1.07875e-05,-66.8870746063,0.0623593,-11493.1,3.80521e-05,-89.4943,3.33687,8.10925e-12,50000,100,8.13961e-08,515,1640.81445136
1424.74840705,3.29181813951,0.3,-65.3073734483,0.0214076,357.752,33.1451,-65.3073734483,1,95.0570342205,4.02962359051e-13,0.957904,1.05619e-05,-65.3073734483,0.0547323,-11273.7,2.53775e-05,-87.908,2.3016,6.654e-12,50000,100,2.36041e-07,526,1424.74840705
1772.03000011,3.32434088096,0.3,-65.2182751192,0.0109163,387.661,33.3921,-65.2182751192,1,94.8766603416,3.1476377803e-13,0.956774,1.05419e-05,-65.2182751192,0.0641668,-11140.3,3.1182e-05,-86.7587,2.83006,7.78979e-12,50000,100,1.20277e-07,527,1772.03000011
1006.42597007,3.50517308215,0.3,-62.9029637711,0.0248845,310.6,33.1051,-62.9029637711,1,91.5750915751,4.19425521711e-13,0.968784,1.0175e-05,-62.9029637711,0.0471842,-10965.3,2.91204e-05,-86.4119,2.77261,5.20489e-12,50000,100,2.61358e-07,546,1006.42597007
877.872488428,3.31926383619,0.3,-63.4386403282,0.0359875,291.711,33.14,-63.4386403282,1,92.5925925926,4.05008895405e-13,0.970827,1.02881e-05,-63.4386403282,0.0462627,-11073.2,2.90118e-05,-87.1919,2.73768,5.19534e-12,50000,100,3.81367e-07,540,877.872488428
84.6629368534,3.47067150893,0.3,-60.2291254204,0.00389261,324.138,33.7244,-60.2291254204,1,88.4955752212,2.25765625875e-13,0.998558,9.83284e-06,-60.2291254204,0.414942,-10440.2,0.000136487,-63.2854,13.8607,4.02346e-11,50000,100,3.83307e-08,565,84.6629368534
73.3603081812,3.56050319854,0.3,-59.9937050698,0.0105048,131.335,34.0259,-59.9937050698,1,88.3392226148,1.67005970882e-13,0.952948,9.81547e-06,-59.9937050698,0.130178,-10542.8,4.98912e-05,-67.3339,4.84375,1.38109e-11,50000,100,1.08201e-07,566,73.3603081812
123.171840913,3.71770310945,0.3,-60.2437297616,0.00454204,183.4,34.1241,-60.2437297616,1,88.6524822695,1.51393316454e-13,0.948304,9.85028e-06,-60.2437297616,0.167032,-10489.4,8.26651e-05,-67.5843,7.95833,1.8022e-11,50000,100,4.71793e-08,564,123.171840913
479.237881035,3.49566957727,0.3,-60.5260575459,0.0478286,210.032,34.2478,-60.5260575459,1,88.4955752212,1.33769368285e-13,0.984965,9.83284e-06,-60.5260575459,0.0272507,-10707.5,2.41196e-05,-84.707,2.41609,2.71578e-12,50000,100,4.7747e-07,565,479.237881035
91.3189513064,3.70727763021,0.3,-60.5864643288,0.000984011,135.101,34.8208,-60.5864643288,1,89.2857142857,7.54252396405e-14,0.903697,9.92063e-06,-60.5864643288,0.216089,-10496.6,6.30498e-05,-64.9163,5.74337,2.60415e-11,50000,100,1.08023e-08,560,91.3189513064
62.787417514,4.78379938275,0.3,-59.9629584349,9.87956e-05,170.189,nan,-59.9629584349,1,88.0281690141,nan,0.923563,9.78091e-06,-59.9629584349,0.375527,-10366.3,0.000144665,-61.607,13.66,4.21179e-11,50000,100,1.04628e-09,568,62.787417514
292.545968131,3.32316525653,0.3,-60.3747751458,0.0746071,177.755,34.6171,-60.3747751458,1,88.6524822695,9.24651273468e-14,0.988418,9.85028e-06,-60.3747751458,0.023143,-10729.4,2.13565e-05,-85.449,2.143,2.29845e-12,50000,100,7.43511e-07,564,292.545968131
509.543682705,3.36508537535,0.3,-60.4660939214,0.0566508,210.567,34.6584,-60.4660939214,1,88.1834215168,8.87256429509e-14,0.985287,9.79816e-06,-60.4660939214,0.0308606,-10675.3,2.05202e-05,-84.8645,2.06348,3.05188e-12,50000,100,5.63362e-07,567,509.543682705
75.3451753113,3.70458728021,0.3,-59.4044581786,0.000200983,272.972,35.7322,-59.4044581786,1,87.260034904,3.03181332782e-14,0.98086,9.69556e-06,-59.4044581786,0.443266,-10249.8,0.000167579,-62.0172,16.9533,4.33108e-11,50000,100,1.98667e-09,573,75.3451753113
970.347404734,3.2733802697,0.3,-62.4343869061,0.0384731,292.296,35.5374,-62.4343869061,1,90.9090909091,3.68369548255e-14,0.98301,1.0101e-05,-62.4343869061,0.0377982,-10935.5,2.60416e-05,-86.7232,2.53432,3.99103e-12,50000,100,3.95333e-07,550,970.347404734
65.6806633115,3.82892122965,0.3,-59.2106902465,0.000247823,143.346,36.101,-59.2106902465,1,87.1080139373,2.0967377407e-14,0.91903,9.67867e-06,-59.2106902465,0.286968,-10258.3,0.000100534,-62.3684,9.54611,3.18277e-11,50000,100,2.60992e-09,574,65.6806633115
56.9756308347,3.85774166408,0.3,-59.4876293771,0.000124897,107.36,35.8826,-59.4876293771,1,87.1080139373,2.60855636337e-14,0.897969,9.67867e-06,-59.4876293771,0.257072,-10347.5,6.9372e-05,-62.294,6.4362,2.98651e-11,50000,100,1.34619e-09,574,56.9756308347
77.7214789887,3.40218244682,0.3,-58.7899754055,3.50179e-05,260.262,36.2276,-58.7899754055,1,86.2068965517,1.84736705422e-14,0.956503,9.57855e-06,-58.7899754055,0.433603,-10098.2,0.000157853,-61.363,15.763,4.34829e-11,50000,100,3.50674e-10,580,77.7214789887
135.717754995,3.45350607822,0.3,-59.7782095819,0.0263792,175.712,34.7324,-59.7782095819,1,87.8734622144,8.23997151617e-14,0.972105,9.76372e-06,-59.7782095819,0.0808437,-10520.4,6.0386e-05,-73.3437,6.01221,8.15549e-12,50000,100,2.6495e-07,569,135.717754995
63.1870421947,3.73382330772,0.3,-59.0448258984,0.000229945,118.926,35.3022,-59.0448258984,1,86.6551126516,4.66083908892e-14,0.914358,9.62835e-06,-59.0448258984,0.268234,-10257.0,7.41895e-05,-61.9777,7.04542,2.9743e-11,50000,100,2.42136e-09,577,63.1870421947
524.197790933,3.31328580574,0.3,-60.3071009555,0.0541366,232.745,35.3864,-60.3071009555,1,88.1834215168,4.28434210337e-14,0.984813,9.79816e-06,-60.3071009555,0.0347118,-10632.1,3.27525e-05,-84.6708,3.29196,3.43603e-12,50000,100,5.38619e-07,567,524.197790933
76.885125838,3.67713913993,0.3,-60.0015266325,0.000697518,331.07,nan,-60.0015266325,1,88.1834215168,nan,0.985802,9.79816e-06,-60.0015266325,0.520209,-10341.6,0.000173985,-62.0282,17.5048,5.1391e-11,50000,100,6.93282e-09,567,76.885125838
58.4031847676,3.7080715778,0.3,-59.140880716,0.000154463,142.087,36.2282,-59.140880716,1,86.8055555556,1.84617651624e-14,0.940175,9.64506e-06,-59.140880716,0.340614,-10248.1,9.56324e-05,-62.0883,9.32199,3.58473e-11,50000,100,1.5846e-09,576,58.4031847676
67.1043972005,3.3946608175,0.3,-59.3382519466,0.00296154,187.664,35.8829,-59.3382519466,1,87.1080139373,2.60760122564e-14,0.95053,9.67867e-06,-59.3382519466,0.249289,-10324.5,0.000101758,-63.9751,9.99356,2.58466e-11,50000,100,3.01556e-08,574,67.1043972005
507.401543826,3.27553164151,0.3,-60.7885359855,0.0797978,229.216,35.5433,-60.7885359855,1,89.1265597148,3.66202047216e-14,0.987105,9.90295e-06,-60.7885359855,0.026115,-10769.7,2.33789e-05,-86.032,2.33036,2.6284e-12,50000,100,8.00557e-07,561,507.401543826
67.2452920912,3.89465042342,0.3,-58.7182696019,0.00182869,196.582,nan,-58.7182696019,1,86.2068965517,nan,0.939701,9.57854e-06,-58.7182696019,0.319057,-10168.2,0.000134988,-61.9058,13.243,3.31503e-11,50000,100,1.86402e-08,580,67.2452920912
