VarDiscRet,ESSClassic,delta,VanillaAvgRet,MinVanillaIw,VarJ,renyi2,AvgDiscRet,IterType,AvgEpLen,ESSRenyi,AvgVanillaIw,AvgNormIw,AvgRet,VarVanillaIw,J,MaxNormIw,Bound,MaxVanillaIw,VarNormIw,SamplesThisIter,BatchSize,MinNormIw,EpsThisIter,VarRet
58.222970798,3.73976952084,0.3,-59.2108327788,1.76481e-05,190.497,nan,-59.2108327788,1,87.1080139373,nan,0.958253,9.67867e-06,-59.2108327788,0.568644,-10180.8,0.000133048,-60.3724,13.1726,5.80111e-11,50000,100,1.78251e-10,574,58.222970798
61.3798020531,4.04218362609,0.3,-58.7855424378,0.000113651,242.876,48.412,-58.7855424378,1,86.2068965517,9.43950746616e-20,0.982232,9.57854e-06,-58.7855424378,0.490405,-10166.1,0.000155048,-60.5023,15.8994,4.66364e-11,50000,100,1.1083e-09,580,61.3798020531
272.498017077,3.29199049227,0.3,-60.0561658212,0.100775,173.956,35.8549,-60.0561658212,1,88.0281690141,2.68183999371e-14,0.990153,9.78091e-06,-60.0561658212,0.0222557,-10682.2,1.92654e-05,-84.9512,1.9503,2.17168e-12,50000,100,9.95477e-07,568,272.498017077
286.79867778,3.39606844053,0.3,-59.8782731726,0.094485,182.544,35.9432,-59.8782731726,1,87.7192982456,2.45503115535e-14,0.987159,9.74659e-06,-59.8782731726,0.0259259,-10631.8,2.46804e-05,-84.8339,2.49969,2.52735e-12,50000,100,9.32886e-07,570,286.79867778
76.6226348953,3.50501927523,0.3,-59.0204775371,0.000502175,367.329,36.9795,-59.0204775371,1,86.6551126516,8.70964882454e-15,0.990912,9.62835e-06,-59.0204775371,0.499316,-10185.4,0.000182732,-61.3192,18.8061,4.7142e-11,50000,100,4.87946e-09,577,76.6226348953
493.861419482,3.38375102906,0.3,-59.5964462573,0.0662962,218.783,37.0903,-59.5964462573,1,86.9565217391,7.79656469414e-15,0.98903,9.66184e-06,-59.5964462573,0.0292639,-10535.1,2.7753e-05,-83.9936,2.84092,2.79275e-12,50000,100,6.47647e-07,575,493.861419482
56.8201724587,3.5213789581,0.3,-59.1786155072,8.1298e-05,164.885,nan,-59.1786155072,1,86.9565217391,nan,0.936056,9.66184e-06,-59.1786155072,0.45726,-10191.2,0.000138887,-61.0301,13.4556,4.87169e-11,50000,100,8.39147e-10,575,56.8201724587
78.4453302434,3.52207750539,0.3,-59.1411867652,0.0034407,150.658,37.6365,-59.1411867652,1,86.9565217391,4.51521529397e-15,0.94667,9.66184e-06,-59.1411867652,0.185208,-10332.5,8.81097e-05,-64.9201,8.63302,1.92922e-11,50000,100,3.51162e-08,575,78.4453302434
275.91756378,3.35719895864,0.3,-59.8966519139,0.105499,172.383,37.529,-59.8966519139,1,87.7192982456,5.027661317e-15,0.988902,9.74659e-06,-59.8966519139,0.0216684,-10653.6,1.77891e-05,-84.9329,1.8049,2.10487e-12,50000,100,1.03979e-06,570,275.91756378
280.060719716,3.40612749896,0.3,-58.9659177454,0.0911535,175.839,37.5,-58.9659177454,1,86.3557858377,5.17571308747e-15,0.990982,9.59509e-06,-58.9659177454,0.0218186,-10487.8,1.92484e-05,-83.8063,1.98798,2.04547e-12,50000,100,8.82585e-07,579,280.060719716
500.88746658,3.38790416734,0.3,-59.6396827707,0.0564639,220.42,37.5821,-59.6396827707,1,87.4125874126,4.76772664974e-15,0.9864,9.71251e-06,-59.6396827707,0.0308378,-10533.3,2.57058e-05,-84.0244,2.61068,2.98979e-12,50000,100,5.55968e-07,572,500.88746658
57.43948095,3.5925827059,0.3,-58.4082393678,1.94688e-05,133.415,38.4669,-58.4082393678,1,85.7632933105,1.96803433239e-15,0.919037,9.52925e-06,-58.4082393678,0.429805,-10057.5,8.97398e-05,-59.9043,8.65484,4.62086e-11,50000,100,2.01867e-10,583,57.43948095
54.2723208076,3.87795479205,0.3,-59.0225038699,0.000437806,102.146,38.1989,-59.0225038699,1,86.6551126516,2.57292780488e-15,0.892781,9.62835e-06,-59.0225038699,0.238246,-10279.7,6.81508e-05,-61.8753,6.31923,2.77102e-11,50000,100,4.72159e-09,577,54.2723208076
273.017268298,3.36715201269,0.3,-59.6493213077,0.0935625,174.194,38.0606,-59.6493213077,1,87.5656742557,2.95461754831e-15,0.994386,9.72952e-06,-59.6493213077,0.0196389,-10621.9,2.21746e-05,-85.1646,2.26631,1.88014e-12,50000,100,9.15457e-07,571,273.017268298
64.1427920348,3.61276649757,0.3,-59.6809150879,5.60479e-06,311.235,nan,-59.6809150879,1,87.8734622144,nan,0.994438,9.76372e-06,-59.6809150879,0.739121,-10223.4,0.000191279,-61.0539,19.4818,7.1251e-11,50000,100,5.50297e-11,569,64.1427920348
63.574478569,4.6026875831,0.3,-59.0010433615,2.10224e-05,458.652,40.0147,-59.0010433615,1,86.8055555556,4.18616074248e-16,1.01407,9.64506e-06,-59.0010433615,0.90465,-10146.2,0.000354802,-59.8035,37.3032,8.18387e-11,50000,100,1.9995e-10,576,63.574478569
58.8001873628,3.71928380569,0.3,-59.6903326642,0.000467745,110.36,39.5507,-59.6903326642,1,87.7192982456,6.65815186406e-16,0.910436,9.74659e-06,-59.6903326642,0.210559,-10416.5,5.92973e-05,-63.5512,5.539,2.41313e-11,50000,100,5.0074e-09,570,58.8001873628
55.6800059106,3.70209457279,0.3,-58.9535815979,0.000166884,172.769,39.789,-58.9535815979,1,86.5051903114,5.24653777807e-16,0.921991,9.61169e-06,-58.9535815979,0.381421,-10184.4,0.000134066,-60.8574,12.8601,4.14524e-11,50000,100,1.73975e-09,578,55.6800059106
274.064797161,3.30169640757,0.3,-59.7854841428,0.0853542,173.455,39.3304,-59.7854841428,1,87.5656742557,8.2986045015e-16,0.990946,9.72952e-06,-59.7854841428,0.0211473,-10638.0,1.88321e-05,-84.8492,1.91804,2.03862e-12,50000,100,8.38043e-07,571,274.064797161
65.9297786677,3.93155042323,0.3,-58.4176151117,0.000648503,440.188,40.985,-58.4176151117,1,85.7632933105,1.58644666347e-16,1.0117,9.52925e-06,-58.4176151117,0.936969,-9996.78,0.000260544,-59.0024,27.6614,8.31267e-11,50000,100,6.10829e-09,583,65.9297786677
490.834965148,3.36719300215,0.3,-59.9120384651,0.0430911,213.171,39.9462,-59.9120384651,1,87.5656742557,4.48332380022e-16,0.987848,9.72952e-06,-59.9120384651,0.0259979,-10605.3,2.49683e-05,-84.4353,2.53505,2.52198e-12,50000,100,4.24413e-07,571,490.834965148
64.1196785968,3.89134844356,0.3,-58.797911747,0.000136135,134.275,nan,-58.797911747,1,86.2068965517,nan,0.922628,9.57854e-06,-58.797911747,0.447755,-10105.4,9.18469e-05,-60.0608,8.84692,4.82599e-11,50000,100,1.41333e-09,580,64.1196785968
70.0818825974,3.48466047162,0.3,-59.0361490908,0.000167088,280.791,nan,-59.0361490908,1,86.6551126516,nan,0.968795,9.62835e-06,-59.0361490908,0.553737,-10120.3,0.000198066,-60.8071,19.9292,5.46944e-11,50000,100,1.6606e-09,577,70.0818825974
70.9597078394,3.41741994159,0.3,-58.2555351906,0.00262352,206.786,40.9874,-58.2555351906,1,85.1788756388,1.58263253275e-16,0.966561,9.46432e-06,-58.2555351906,0.252583,-10144.4,9.60056e-05,-63.0328,9.80475,2.42172e-11,50000,100,2.56889e-08,587,70.9597078394
