MinVanillaIw,AvgNormIw,MinNormIw,MaxNormIw,EpsThisIter,VarRet,ESSRenyi,VarNormIw,VarDiscRet,AvgVanillaIw,AvgRet,IterType,AvgDiscRet,J,VarVanillaIw,MaxVanillaIw,eRenyi2,ESSClassic,VarJ,Delta,BatchSize,Bound,VanillaAvgRet,AvgEpLen
1.0,0.00333333,0.00333333,0.00333333,100,167.588062919,500.0,5.43914e-20,167.588062919,1.0,-96.3670359196,2,-96.3670359196,-95.6376,,1.0,1.0,299.999969474,13.2351,0.8,500,-99.0932,-96.3670359196,63.72
1.0,0.0025,0.0025,0.0025,100,288.952960463,500.0,5.4346e-20,288.952960463,1.0,-94.5357964556,2,-94.5357964556,-95.3621,,1.0,1.0,400.0,14.252,0.8,500,-98.3547,-94.5357964556,61.88
4.99601e-15,0.002,1.00048e-17,0.0376435,100,236.294646669,77.2457680527,2.47001e-05,236.294646669,0.998723,-92.7066253896,1,-92.7066253896,-88.1896,6.15927,18.7977,6.47285,69.8063046363,77.3192,0.8,500,-94.9995,-92.7066253896,64.98
1.0,0.01,0.01,0.01,100,315.737105462,500.0,3.50449e-18,315.737105462,1.0,-92.6912041696,2,-92.6912041696,-92.6912,,1.0,1.0,100.0,17.6799,0.8,500,-98.4874,-92.6912041696,68.54
1.0,0.005,0.005,0.005,100,168.724808138,500.0,2.1793e-19,168.724808138,1.0,-95.9722354991,2,-95.9722354991,-94.3317,,1.0,1.0,200.000000102,15.5724,0.8,500,-98.5006,-95.9722354991,60.9
1.0,0.00333333,0.00333333,0.00333333,100,225.909021149,500.0,5.43914e-20,225.909021149,1.0,-93.8529551542,2,-93.8529551542,-94.1721,,1.0,1.0,299.999969474,15.371,0.8,500,-97.576,-93.8529551542,64.25
1.0,0.0025,0.0025,0.0025,100,250.673786748,500.0,5.4346e-20,250.673786748,1.0,-96.0102252458,2,-96.0102252458,-94.6317,,1.0,1.0,400.0,15.4879,0.8,500,-97.5795,-96.0102252458,62.92
,0.002,,0.731278,100,154.798890673,1.50193659433,0.00110497,154.798890673,3.11249,-95.0446124188,1,-95.0446124188,-26.6834,2676.13,1138.05,332.904,1.80707337993,458.147,0.8,500,-74.7902,-95.0446124188,58.54
1.0,0.01,0.01,0.01,100,149.304292015,500.0,3.50449e-18,149.304292015,1.0,-95.1156966308,2,-95.1156966308,-95.1157,,1.0,1.0,100.0,12.1578,0.8,500,-100.629,-95.1156966308,59.2
1.0,0.005,0.005,0.005,100,139.995255148,500.0,2.1793e-19,139.995255148,1.0,-94.6544411646,2,-94.6544411646,-94.8851,,1.0,1.0,200.000000102,11.969,0.8,500,-98.7934,-94.6544411646,58.32
1.0,0.00333333,0.00333333,0.00333333,100,177.898877809,500.0,5.43914e-20,177.898877809,1.0,-94.1101672469,2,-94.1101672469,-94.6268,,1.0,1.0,299.999969474,12.4235,0.8,500,-97.9709,-94.1101672469,62.85
1.0,0.0025,0.0025,0.0025,100,244.244829161,500.0,5.4346e-20,244.244829161,1.0,-92.6807587831,2,-92.6807587831,-94.1403,,1.0,1.0,400.0,13.3011,0.8,500,-97.0364,-92.6807587831,69.0
0.000994798,0.002,1.47509e-06,0.297237,100,245.153397499,59.7385730985,0.000203712,245.153397499,1.3488,-95.0696153697,1,-95.0696153697,-84.8749,92.651,200.456,8.3698,9.64763007038,84.4508,0.8,500,-92.4624,-95.0696153697,67.14
1.0,0.01,0.01,0.01,100,248.60934137,500.0,3.50449e-18,248.60934137,1.0,-93.2067986329,2,-93.2067986329,-93.2068,,1.0,1.0,100.0,15.6883,0.8,500,-99.0669,-93.2067986329,64.31
1.0,0.005,0.005,0.005,100,171.283015661,500.0,2.1793e-19,171.283015661,1.0,-95.8933175449,2,-95.8933175449,-94.5501,,1.0,1.0,200.000000102,14.4793,0.8,500,-98.6937,-95.8933175449,62.41
1.0,0.00333333,0.00333333,0.00333333,100,228.532242886,500.0,5.43914e-20,228.532242886,1.0,-95.2316942194,2,-95.2316942194,-94.7773,,1.0,1.0,299.999969474,14.6726,0.8,500,-98.1606,-95.2316942194,61.63
1.0,0.0025,0.0025,0.0025,100,180.721299851,500.0,5.4346e-20,180.721299851,1.0,-93.2481156534,2,-93.2481156534,-94.395,,1.0,1.0,400.0,14.3747,0.8,500,-97.325,-93.2481156534,65.54
0.000385968,0.002,7.99312e-07,0.0447873,100,173.024598752,131.342261329,1.24201e-05,173.024598752,0.96575,-95.0623746356,1,-95.0623746356,-89.5637,2.89598,21.6267,3.80685,121.986316056,62.4568,0.8,500,-94.677,-95.0623746356,59.63
1.0,0.01,0.01,0.01,100,306.556358094,500.0,3.50449e-18,306.556358094,1.0,-91.7618155659,2,-91.7618155659,-91.7618,,1.0,1.0,100.0,17.421,0.8,500,-97.2889,-91.7618155659,73.33
1.0,0.005,0.005,0.005,100,203.895599013,500.0,2.1793e-19,203.895599013,1.0,-95.2340486272,2,-95.2340486272,-93.4979,,1.0,1.0,200.000000102,15.9902,0.8,500,-97.5555,-95.2340486272,66.47
1.0,0.00333333,0.00333333,0.00333333,100,209.7107936,500.0,5.43914e-20,209.7107936,1.0,-94.8521246747,2,-94.8521246747,-93.9493,,1.0,1.0,299.999969474,15.4942,0.8,500,-97.2623,-94.8521246747,61.46
1.0,0.0025,0.0025,0.0025,100,227.462369866,500.0,5.4346e-20,227.462369866,1.0,-93.2366113298,2,-93.2366113298,-93.7711,,1.0,1.0,400.0,15.3768,0.8,500,-96.6403,-93.2366113298,65.97
0.0386178,0.002,7.62002e-05,0.00752324,100,239.91473606,327.198047501,1.96525e-06,239.91473606,1.01359,-93.8162010402,1,-93.8162010402,-92.45,0.504754,3.81273,1.52813,335.496366462,20.9383,0.8,500,-95.6223,-93.8162010402,65.41
1.0,0.01,0.01,0.01,100,266.220011166,500.0,3.50449e-18,266.220011166,1.0,-92.9392825053,2,-92.9392825053,-92.9393,,1.0,1.0,100.0,16.2345,0.8,500,-98.532,-92.9392825053,66.67
1.0,0.005,0.005,0.005,100,193.4192834,500.0,2.1793e-19,193.4192834,1.0,-94.621756816,2,-94.621756816,-93.7805,,1.0,1.0,200.000000102,15.1073,0.8,500,-97.8746,-94.621756816,61.82
1.0,0.00333333,0.00333333,0.00333333,100,271.407711667,500.0,5.43914e-20,271.407711667,1.0,-94.3469619916,2,-94.3469619916,-93.9693,,1.0,1.0,299.999969474,15.5496,0.8,500,-97.3122,-94.3469619916,67.16
1.0,0.0025,0.0025,0.0025,100,131.007516723,500.0,5.4346e-20,131.007516723,1.0,-96.650852709,2,-96.650852709,-94.6397,,1.0,1.0,400.0,14.6668,0.8,500,-97.5347,-96.650852709,56.45
1.60009e-08,0.002,2.90882e-11,0.00941419,100,168.87870302,233.626914722,4.17714e-06,168.87870302,1.10016,-94.8199390278,1,-94.8199390278,-92.3995,1.26396,5.17858,2.14016,244.834459587,22.4748,0.8,500,-96.1875,-94.8199390278,61.25
1.0,0.01,0.01,0.01,100,181.132689884,500.0,3.50449e-18,181.132689884,1.0,-96.0148311979,2,-96.0148311979,-96.0148,,1.0,1.0,100.0,13.3911,0.8,500,-101.681,-96.0148311979,62.22
1.0,0.005,0.005,0.005,100,160.130616526,500.0,2.1793e-19,160.130616526,1.0,-95.4558512458,2,-95.4558512458,-95.7353,,1.0,1.0,200.000000102,13.0001,0.8,500,-99.742,-95.4558512458,60.41
1.0,0.00333333,0.00333333,0.00333333,100,201.824901724,500.0,5.43914e-20,201.824901724,1.0,-93.5166321053,2,-93.5166321053,-94.9958,,1.0,1.0,299.999969474,13.43,0.8,500,-98.3074,-93.5166321053,68.9
1.0,0.0025,0.0025,0.0025,100,175.746084596,500.0,5.4346e-20,175.746084596,1.0,-96.0323117328,2,-96.0323117328,-95.2549,,1.0,1.0,400.0,13.3781,0.8,500,-98.1884,-96.0323117328,58.95
3.29089e-06,0.002,6.45123e-09,0.0320239,100,238.899508682,200.334229184,6.39042e-06,238.899508682,1.02024,-93.4568447481,1,-93.4568447481,-92.4331,1.66292,16.336,2.49583,192.722039927,36.9931,0.8,500,-96.5783,-93.4568447481,66.38
1.0,0.01,0.01,0.01,100,256.503761949,500.0,3.50449e-18,256.503761949,1.0,-92.9901934693,2,-92.9901934693,-92.9902,,1.0,1.0,100.0,15.9355,0.8,500,-98.7067,-92.9901934693,65.6
1.0,0.005,0.005,0.005,100,152.751440816,500.0,2.1793e-19,152.751440816,1.0,-96.8149392644,2,-96.8149392644,-94.9026,,1.0,1.0,200.000000102,14.361,0.8,500,-98.9448,-96.8149392644,58.59
1.0,0.00333333,0.00333333,0.00333333,100,197.514513359,500.0,5.43914e-20,197.514513359,1.0,-95.4735471177,2,-95.4735471177,-95.0929,,1.0,1.0,299.999969474,14.2388,0.8,500,-98.3982,-95.4735471177,59.2
1.0,0.0025,0.0025,0.0025,100,269.848032386,500.0,5.4346e-20,269.848032386,1.0,-92.733968378,2,-92.733968378,-94.5032,,1.0,1.0,400.0,14.8287,0.8,500,-97.3656,-92.733968378,69.9
1.08466e-05,0.002,2.28641e-08,0.0244968,100,180.814475328,111.93464558,1.19633e-05,180.814475328,0.948789,-95.201268833,1,-95.201268833,-90.206,2.69235,11.6211,4.46689,125.475116152,46.1762,0.8,500,-95.6172,-95.201268833,62.07
1.0,0.01,0.01,0.01,100,307.549064893,500.0,3.50449e-18,307.549064893,1.0,-93.936554076,2,-93.936554076,-93.9366,,1.0,1.0,100.0,17.4492,0.8,500,-99.4918,-93.936554076,67.72
1.0,0.005,0.005,0.005,100,163.237020726,500.0,2.1793e-19,163.237020726,1.0,-94.9871354589,2,-94.9871354589,-94.4618,,1.0,1.0,200.000000102,15.2747,0.8,500,-98.6096,-94.9871354589,58.69
1.0,0.00333333,0.00333333,0.00333333,100,153.95947611,500.0,5.43914e-20,153.95947611,1.0,-96.7307179848,2,-96.7307179848,-95.2181,,1.0,1.0,299.999969474,14.4046,0.8,500,-98.6048,-96.7307179848,62.23
1.0,0.0025,0.0025,0.0025,100,115.341815395,500.0,5.4346e-20,115.341815395,1.0,-96.8085610659,2,-96.8085610659,-95.6157,,1.0,1.0,400.0,13.5883,0.8,500,-98.5486,-96.8085610659,60.94
0.00576778,0.002,1.12775e-05,0.00992111,100,224.630734994,303.130787407,2.43267e-06,224.630734994,1.02288,-94.840289131,1,-94.840289131,-94.1587,0.636316,5.07405,1.64945,311.148294467,19.2593,0.8,500,-97.5278,-94.840289131,64.84
1.0,0.01,0.01,0.01,100,162.43828588,500.0,3.50449e-18,162.43828588,1.0,-96.5381302903,2,-96.5381302903,-96.5381,,1.0,1.0,100.0,12.6812,0.8,500,-102.185,-96.5381302903,59.21
1.0,0.005,0.005,0.005,100,261.675808681,500.0,2.1793e-19,261.675808681,1.0,-93.7054190799,2,-93.7054190799,-95.1218,,1.0,1.0,200.000000102,14.5582,0.8,500,-99.1146,-93.7054190799,69.31
1.0,0.00333333,0.00333333,0.00333333,100,128.449150575,500.0,5.43914e-20,128.449150575,1.0,-95.7472713425,2,-95.7472713425,-95.3303,,1.0,1.0,299.999969474,13.5562,0.8,500,-98.5904,-95.7472713425,62.6
1.0,0.0025,0.0025,0.0025,100,193.526776562,500.0,5.4346e-20,193.526776562,1.0,-94.7051627545,2,-94.7051627545,-95.174,,1.0,1.0,400.0,13.6308,0.8,500,-98.0231,-94.7051627545,62.33
0.0230598,0.002,4.60408e-05,0.00625508,100,302.767045429,397.653125413,1.03161e-06,302.767045429,1.00171,-92.0766714857,1,-92.0766714857,-93.9454,0.258787,3.1329,1.25738,397.649897625,17.1777,0.8,500,-96.8344,-92.0766714857,70.52
1.0,0.01,0.01,0.01,100,228.919551923,500.0,3.50449e-18,228.919551923,1.0,-92.9579879865,2,-92.9579879865,-92.958,,1.0,1.0,100.0,15.0542,0.8,500,-98.445,-92.9579879865,69.88
1.0,0.005,0.005,0.005,100,290.625340207,500.0,2.1793e-19,290.625340207,1.0,-94.4129946959,2,-94.4129946959,-93.6855,,1.0,1.0,200.000000102,16.0532,0.8,500,-97.7073,-94.4129946959,68.34
1.0,0.00333333,0.00333333,0.00333333,100,200.758841728,500.0,5.43914e-20,200.758841728,1.0,-93.9454958425,2,-93.9454958425,-93.7722,,1.0,1.0,299.999969474,15.4295,0.8,500,-97.1076,-93.9454958425,61.72
1.0,0.0025,0.0025,0.0025,100,203.762817281,500.0,5.4346e-20,203.762817281,1.0,-95.0133055078,2,-95.0133055078,-94.0825,,1.0,1.0,400.0,15.1417,0.8,500,-96.9966,-95.0133055078,63.64
1.158e-10,0.002,2.23797e-13,0.0343633,100,208.926442737,89.088294757,1.87246e-05,208.926442737,1.03487,-93.6894700754,1,-93.6894700754,-88.4733,5.01328,17.7808,5.61241,88.1557658511,60.6779,0.8,500,-94.6482,-93.6894700754,62.23
1.0,0.01,0.01,0.01,100,174.699021769,500.0,3.50449e-18,174.699021769,1.0,-96.00012372,2,-96.00012372,-96.0001,,1.0,1.0,100.0,13.1511,0.8,500,-101.817,-96.00012372,61.75
1.0,0.005,0.005,0.005,100,254.064031609,500.0,2.1793e-19,254.064031609,1.0,-94.4996298036,2,-94.4996298036,-95.2499,,1.0,1.0,200.000000102,14.5877,0.8,500,-99.3631,-94.4996298036,62.23
1.0,0.00333333,0.00333333,0.00333333,100,188.418356001,500.0,5.43914e-20,188.418356001,1.0,-94.0787038016,2,-94.0787038016,-94.8595,,1.0,1.0,299.999969474,14.2951,0.8,500,-98.2179,-94.0787038016,65.82
1.0,0.0025,0.0025,0.0025,100,162.776113404,500.0,5.4346e-20,162.776113404,1.0,-96.3890867517,2,-96.3890867517,-95.2419,,1.0,1.0,400.0,13.928,0.8,500,-98.1503,-96.3890867517,58.04
5.49917e-05,0.002,1.0752e-07,0.012839,100,138.963444241,290.761611961,2.62267e-06,138.963444241,1.02291,-96.7607100119,1,-96.7607100119,-94.3589,0.686059,6.5666,1.71962,302.232424044,17.4956,0.8,500,-97.7703,-96.7607100119,60.76
1.0,0.01,0.01,0.01,100,226.403620069,500.0,3.50449e-18,226.403620069,1.0,-94.4741418119,2,-94.4741418119,-94.4741,,1.0,1.0,100.0,14.9713,0.8,500,-100.151,-94.4741418119,62.47
1.0,0.005,0.005,0.005,100,136.671431334,500.0,2.1793e-19,136.671431334,1.0,-94.4728860768,2,-94.4728860768,-94.4735,,1.0,1.0,200.000000102,13.406,0.8,500,-98.4875,-94.4728860768,61.1
1.0,0.00333333,0.00333333,0.00333333,100,148.994970481,500.0,5.43914e-20,148.994970481,1.0,-95.9297331233,2,-95.9297331233,-94.9589,,1.0,1.0,299.999969474,13.0175,0.8,500,-98.2364,-95.9297331233,60.92
1.0,0.0025,0.0025,0.0025,100,253.301311298,500.0,5.4346e-20,253.301311298,1.0,-92.5808024393,2,-92.5808024393,-94.3644,,1.0,1.0,400.0,13.8146,0.8,500,-97.2145,-92.5808024393,64.23
3.94321e-28,0.002,6.71662e-31,0.0863723,100,156.323941005,29.9299863197,5.78417e-05,156.323941005,1.17416,-93.7243948475,1,-93.7243948475,-81.1487,19.936,50.7077,16.7057,32.4012810152,124.357,0.8,500,-91.5679,-93.7243948475,58.86
1.0,0.01,0.01,0.01,100,216.636192385,500.0,3.50449e-18,216.636192385,1.0,-94.1571350038,2,-94.1571350038,-94.1571,,1.0,1.0,100.0,14.6448,0.8,500,-99.6998,-94.1571350038,66.24
1.0,0.005,0.005,0.005,100,201.094246855,500.0,2.1793e-19,201.094246855,1.0,-95.1815526061,2,-95.1815526061,-94.6693,,1.0,1.0,200.000000102,14.3888,0.8,500,-98.8652,-95.1815526061,63.95
1.0,0.00333333,0.00333333,0.00333333,100,190.810325641,500.0,5.43914e-20,190.810325641,1.0,-94.7231665347,2,-94.7231665347,-94.6873,,1.0,1.0,299.999969474,14.1772,0.8,500,-98.1132,-94.7231665347,62.65
1.0,0.0025,0.0025,0.0025,100,163.030751902,500.0,5.4346e-20,163.030751902,1.0,-96.5461662205,2,-96.5461662205,-95.152,,1.0,1.0,400.0,13.8471,0.8,500,-98.1189,-96.5461662205,56.85
2.57147e-05,0.002,5.1851e-08,0.0234644,100,100.363425088,279.211928528,4.18118e-06,100.363425088,0.991868,-97.225294196,1,-97.225294196,-94.243,1.02836,11.6368,1.79075,244.71373021,20.78,0.8,500,-97.7941,-97.225294196,58.92
1.0,0.01,0.01,0.01,100,268.026911849,500.0,3.50449e-18,268.026911849,1.0,-94.2364074143,2,-94.2364074143,-94.2364,,1.0,1.0,100.0,16.2895,0.8,500,-100.108,-94.2364074143,68.33
1.0,0.005,0.005,0.005,100,90.9715364196,500.0,2.1793e-19,90.9715364196,1.0,-95.6406083233,2,-95.6406083233,-94.9385,,1.0,1.0,200.000000102,13.3491,0.8,500,-99.0904,-95.6406083233,56.56
1.0,0.00333333,0.00333333,0.00333333,100,389.529466092,500.0,5.43914e-20,389.529466092,1.0,-92.338906512,2,-92.338906512,-94.072,,1.0,1.0,299.999969474,15.7748,0.8,500,-97.462,-92.338906512,70.65
1.0,0.0025,0.0025,0.0025,100,206.759942909,500.0,5.4346e-20,206.759942909,1.0,-94.4752533681,2,-94.4752533681,-94.1728,,1.0,1.0,400.0,15.422,0.8,500,-97.1086,-94.4752533681,62.72
,0.002,,0.33681,100,173.014993688,6.8107529168,0.000355967,173.014993688,1.27554,-96.0316245202,1,-96.0316245202,-53.982,144.789,214.807,73.4133,5.56708143149,216.604,0.8,500,-76.481,-96.0316245202,61.0
1.0,0.01,0.01,0.01,100,219.071745407,500.0,3.50449e-18,219.071745407,1.0,-94.0599473284,2,-94.0599473284,-94.0599,,1.0,1.0,100.0,14.7269,0.8,500,-99.8327,-94.0599473284,66.18
1.0,0.005,0.005,0.005,100,209.287178555,500.0,2.1793e-19,209.287178555,1.0,-94.3308649792,2,-94.3308649792,-94.1954,,1.0,1.0,200.000000102,14.5621,0.8,500,-98.2873,-94.3308649792,61.84
1.0,0.00333333,0.00333333,0.00333333,100,223.837606209,500.0,5.43914e-20,223.837606209,1.0,-94.7161857385,2,-94.7161857385,-94.369,,1.0,1.0,299.999969474,14.673,0.8,500,-97.7101,-94.7161857385,67.92
1.0,0.0025,0.0025,0.0025,100,208.965305637,500.0,5.4346e-20,208.965305637,1.0,-94.4096336131,2,-94.4096336131,-94.3792,,1.0,1.0,400.0,14.6011,0.8,500,-97.2726,-94.4096336131,64.67
0.000913691,0.002,1.71752e-06,0.00671325,100,236.286311138,314.055840532,2.0696e-06,236.286311138,1.06397,-93.858575261,1,-93.858575261,-93.0383,0.585708,3.57133,1.59207,329.735858191,20.3332,0.8,500,-96.3037,-93.858575261,64.96
1.0,0.01,0.01,0.01,100,221.032643039,500.0,3.50449e-18,221.032643039,1.0,-94.5832083613,2,-94.5832083613,-94.5832,,1.0,1.0,100.0,14.7926,0.8,500,-100.327,-94.5832083613,67.16
1.0,0.005,0.005,0.005,100,140.724554268,500.0,2.1793e-19,140.724554268,1.0,-95.0719712649,2,-95.0719712649,-94.8276,,1.0,1.0,200.000000102,13.3839,0.8,500,-98.889,-95.0719712649,58.03
1.0,0.00333333,0.00333333,0.00333333,100,184.895985345,500.0,5.43914e-20,184.895985345,1.0,-94.4885038508,2,-94.4885038508,-94.7146,,1.0,1.0,299.999969474,13.4336,0.8,500,-98.0307,-94.4885038508,63.87
1.0,0.0025,0.0025,0.0025,100,180.625627587,500.0,5.4346e-20,180.625627587,1.0,-94.8850155331,2,-94.8850155331,-94.7572,,1.0,1.0,400.0,13.4185,0.8,500,-97.629,-94.8850155331,59.52
4.44243e-09,0.002,9.36178e-12,0.0126208,100,102.261657245,234.166359511,4.64211e-06,102.261657245,0.949056,-96.2403163839,1,-96.2403163839,-93.2986,1.04529,5.98891,2.13523,231.673928219,21.362,0.8,500,-97.052,-96.2403163839,60.64
1.0,0.01,0.01,0.01,100,259.036286753,500.0,3.50449e-18,259.036286753,1.0,-93.3178800185,2,-93.3178800185,-93.3179,,1.0,1.0,100.0,16.0139,0.8,500,-99.0999,-93.3178800185,63.68
1.0,0.005,0.005,0.005,100,222.169653689,500.0,2.1793e-19,222.169653689,1.0,-95.5523191667,2,-95.5523191667,-94.4351,,1.0,1.0,200.000000102,15.474,0.8,500,-98.5236,-95.5523191667,65.06
1.0,0.00333333,0.00333333,0.00333333,100,269.036430663,500.0,5.43914e-20,269.036430663,1.0,-95.5286788352,2,-95.5286788352,-94.7996,,1.0,1.0,299.999969474,15.7695,0.8,500,-98.1383,-95.5286788352,58.68
1.0,0.0025,0.0025,0.0025,100,192.925782879,500.0,5.4346e-20,192.925782879,1.0,-94.1447863648,2,-94.1447863648,-94.6359,,1.0,1.0,400.0,15.3081,0.8,500,-97.5273,-94.1447863648,62.88
6.08194e-08,0.002,1.15963e-10,0.00918636,100,146.23439782,274.801980344,3.24396e-06,146.23439782,1.04894,-95.8274438388,1,-95.8274438388,-93.2304,0.892318,4.81798,1.81949,276.339411844,21.6115,0.8,500,-96.7188,-95.8274438388,58.46
1.0,0.01,0.01,0.01,100,206.847248029,500.0,3.50449e-18,206.847248029,1.0,-95.7269918499,2,-95.7269918499,-95.727,,1.0,1.0,100.0,14.3101,0.8,500,-101.575,-95.7269918499,62.95
1.0,0.005,0.005,0.005,100,158.318439715,500.0,2.1793e-19,158.318439715,1.0,-94.9695972584,2,-94.9695972584,-95.3483,,1.0,1.0,200.000000102,13.4499,0.8,500,-99.4833,-94.9695972584,61.23
1.0,0.00333333,0.00333333,0.00333333,100,247.770337311,500.0,5.43914e-20,247.770337311,1.0,-93.4684385528,2,-93.4684385528,-94.7217,,1.0,1.0,299.999969474,14.2531,0.8,500,-98.0979,-93.4684385528,66.52
1.0,0.0025,0.0025,0.0025,100,175.744606,500.0,5.4346e-20,175.744606,1.0,-96.9582479751,2,-96.9582479751,-95.2808,,1.0,1.0,400.0,14.0284,0.8,500,-98.2254,-96.9582479751,59.97
0.999757,0.002,0.00199952,0.0020001,100,151.210649412,500.0,6.25305e-15,151.210649412,0.999996,-95.7592730862,1,-95.7592730862,-95.3764,1.56339e-09,1.00005,1.0,500.000329334,13.69,0.8,500,-98.0101,-95.7592730862,60.96
1.0,0.01,0.01,0.01,100,313.605664728,500.0,3.50449e-18,313.605664728,1.0,-94.670309344,2,-94.670309344,-94.6703,,1.0,1.0,100.0,17.6201,0.8,500,-100.475,-94.670309344,65.58
1.0,0.005,0.005,0.005,100,122.298721139,500.0,2.1793e-19,122.298721139,1.0,-94.691662853,2,-94.691662853,-94.681,,1.0,1.0,200.000000102,14.6892,0.8,500,-98.7854,-94.691662853,61.44
1.0,0.00333333,0.00333333,0.00333333,100,171.983486945,500.0,5.43914e-20,171.983486945,1.0,-94.7624170384,2,-94.7624170384,-94.7081,,1.0,1.0,299.999969474,14.1635,0.8,500,-98.0593,-94.7624170384,59.36
1.0,0.0025,0.0025,0.0025,100,171.932901261,500.0,5.4346e-20,171.932901261,1.0,-94.5758189371,2,-94.5758189371,-94.675,,1.0,1.0,400.0,13.8928,0.8,500,-97.5773,-94.5758189371,65.78
1.0,0.002,0.002,0.002,100,236.032743568,500.0,5.43187e-20,236.032743568,1.0,-93.5380813846,1,-93.5380813846,-94.4477,,1.0,1.0,500.000006643,14.1898,0.8,500,-97.0435,-93.5380813846,65.26
1.0,0.01,0.01,0.01,100,176.198573638,500.0,3.50449e-18,176.198573638,1.0,-94.251234781,2,-94.251234781,-94.2512,,1.0,1.0,100.0,13.2074,0.8,500,-100.013,-94.251234781,58.63
1.0,0.005,0.005,0.005,100,167.421824941,500.0,2.1793e-19,167.421824941,1.0,-96.7886981794,2,-96.7886981794,-95.52,,1.0,1.0,200.000000102,13.1035,0.8,500,-99.7298,-96.7886981794,59.76
1.0,0.00333333,0.00333333,0.00333333,100,162.404344413,500.0,5.43914e-20,162.404344413,1.0,-94.930088924,2,-94.930088924,-95.3233,,1.0,1.0,299.999969474,12.9668,0.8,500,-98.7607,-94.930088924,66.17
1.0,0.0025,0.0025,0.0025,100,202.276926415,500.0,5.4346e-20,202.276926415,1.0,-95.5354819262,2,-95.5354819262,-95.3764,,1.0,1.0,400.0,13.2731,0.8,500,-98.3532,-95.5354819262,65.72
0.999969,0.002,0.00199994,0.00200008,100,197.132378419,500.0,3.70448e-16,197.132378419,1.0,-93.0128158942,1,-93.0128158942,-94.9037,9.25761e-11,1.00004,1.0,500.0000199,13.4487,0.8,500,-97.5662,-93.0128158942,65.74
1.0,0.01,0.01,0.01,100,201.138534668,500.0,3.50449e-18,201.138534668,1.0,-96.0198627127,2,-96.0198627127,-96.0199,,1.0,1.0,100.0,14.1112,0.8,500,-101.791,-96.0198627127,64.1
1.0,0.005,0.005,0.005,100,155.326452383,500.0,2.1793e-19,155.326452383,1.0,-95.3806065863,2,-95.3806065863,-95.7002,,1.0,1.0,200.000000102,13.2873,0.8,500,-99.7807,-95.3806065863,61.89
1.0,0.00333333,0.00333333,0.00333333,100,265.821285989,500.0,5.43914e-20,265.821285989,1.0,-92.0004563562,2,-92.0004563562,-94.467,,1.0,1.0,299.999969474,14.4383,0.8,500,-97.7987,-92.0004563562,69.59
1.0,0.0025,0.0025,0.0025,100,172.485048939,500.0,5.4346e-20,172.485048939,1.0,-96.1536687677,2,-96.1536687677,-94.8887,,1.0,1.0,400.0,14.127,0.8,500,-97.774,-96.1536687677,59.61
1.0,0.002,0.002,0.002,100,149.751061385,500.0,5.43187e-20,149.751061385,1.0,-96.1071220509,1,-96.1071220509,-95.1324,,1.0,1.0,500.000006643,13.7676,0.8,500,-97.7131,-96.1071220509,63.75
1.0,0.01,0.01,0.01,100,165.104704673,500.0,3.50449e-18,165.104704673,1.0,-94.899099486,2,-94.899099486,-94.8991,,1.0,1.0,100.0,12.7849,0.8,500,-100.731,-94.899099486,58.81
1.0,0.005,0.005,0.005,100,129.89987794,500.0,2.1793e-19,129.89987794,1.0,-96.3681506449,2,-96.3681506449,-95.6336,,1.0,1.0,200.000000102,12.1065,0.8,500,-99.8079,-96.3681506449,59.52
1.0,0.00333333,0.00333333,0.00333333,100,128.952626826,500.0,5.43914e-20,128.952626826,1.0,-95.7431750741,2,-95.7431750741,-95.6701,,1.0,1.0,299.999969474,11.8435,0.8,500,-99.0785,-95.7431750741,59.09
1.0,0.0025,0.0025,0.0025,100,149.853563932,500.0,5.4346e-20,149.853563932,1.0,-94.6141106854,2,-94.6141106854,-95.4061,,1.0,1.0,400.0,11.9373,0.8,500,-98.3578,-94.6141106854,60.44
0.999998,0.002,0.002,0.00200002,100,128.277944007,499.996185332,1.22858e-17,128.277944007,1.0,-96.0254441444,1,-96.0254441444,-95.53,3.04517e-12,1.00001,1.00001,499.999848551,11.8093,0.8,500,-98.1701,-96.0254441444,56.97
1.0,0.01,0.01,0.01,100,186.558293989,500.0,3.50449e-18,186.558293989,1.0,-94.0207099758,2,-94.0207099758,-94.0207,,1.0,1.0,100.0,13.5902,0.8,500,-99.6906,-94.0207099758,64.07
1.0,0.005,0.005,0.005,100,182.155280757,500.0,2.1793e-19,182.155280757,1.0,-94.8266447113,2,-94.8266447113,-94.4237,,1.0,1.0,200.000000102,13.5158,0.8,500,-98.4329,-94.8266447113,60.08
1.0,0.00333333,0.00333333,0.00333333,100,126.45375792,500.0,5.43914e-20,126.45375792,1.0,-97.3341214644,2,-97.3341214644,-95.3938,,1.0,1.0,299.999969474,12.8606,0.8,500,-98.7459,-97.3341214644,57.68
1.0,0.0025,0.0025,0.0025,100,155.462991427,500.0,5.4346e-20,155.462991427,1.0,-95.2408456241,2,-95.2408456241,-95.3556,,1.0,1.0,400.0,12.7487,0.8,500,-98.2586,-95.2408456241,61.85
1.0,0.002,0.002,0.002,100,192.591242371,500.0,5.43187e-20,192.591242371,1.0,-95.8108058782,1,-95.8108058782,-95.4466,,1.0,1.0,500.000006643,12.9688,0.8,500,-98.0431,-95.8108058782,61.46
