AvgNormIw,VarVanillaIw,MaxVanillaIw,MinNormIw,MaxNormIw,VarNormIw,ESSRenyi,VanillaAvgRet,AvgVanillaIw,EpsThisIter,BatchSize,MinVanillaIw,ESSClassic,AvgEpLen,AvgDiscRet,VarDiscRet,AvgRet,VarJ,IterType,eRenyi2,Bound,Delta,J,VarRet
0.00333333,0.173965,1.85171,0.000251161,0.00624782,1.98049e-06,259.285592415,-557.632358064,0.987924,100,300,0.0744385,254.744680172,500.0,-557.632358064,5215.17916835,-557.632358064,47.9622,1,1.15703,-578.345,0.8,-545.75,5215.17916835
0.01,,1.0,0.01,0.01,3.50449e-18,300.0,-548.878053098,1.0,100,300,1.0,100.0,500.0,-548.878053098,3204.192624,-548.878053098,56.3218,2,1.0,-596.373,0.8,-548.878,3204.192624
0.005,,1.0,0.005,0.005,2.1793e-19,300.0,-542.436797139,1.0,100,300,1.0,200.000000102,500.0,-542.436797139,1951.64392998,-542.436797139,50.6213,2,1.0,-579.242,0.8,-545.657,1951.64392998
0.00333333,0.0905415,2.77723,0.00118614,0.00921964,9.9782e-07,278.831792321,-546.022946266,1.0041,100,300,0.357299,275.35464097,500.0,-546.022946266,1417.06232649,-546.022946266,45.5084,1,1.07592,-572.208,0.8,-543.765,1417.06232649
0.01,,1.0,0.01,0.01,3.50449e-18,300.0,-554.479783747,1.0,100,300,1.0,100.0,500.0,-554.479783747,2045.32705327,-554.479783747,44.9986,2,1.0,-589.074,0.8,-554.48,2045.32705327
0.005,,1.0,0.005,0.005,2.1793e-19,300.0,-552.130607639,1.0,100,300,1.0,200.000000102,500.0,-552.130607639,2555.99231275,-552.130607639,47.7392,2,1.0,-577.767,0.8,-553.305,2555.99231275
0.00333333,0.390576,3.44445,5.07945e-06,0.0114371,4.30623e-06,219.383982277,-546.274787951,1.00388,100,300,0.00152975,216.408413147,500.0,-546.274787951,1848.45852593,-546.274787951,53.8979,1,1.36747,-568.726,0.8,-545.37,1848.45852593
0.01,,1.0,0.01,0.01,3.50449e-18,300.0,-541.055808873,1.0,100,300,1.0,100.0,500.0,-541.055808873,1687.87453429,-541.055808873,40.8778,2,1.0,-572.334,0.8,-541.056,1687.87453429
0.005,,1.0,0.005,0.005,2.1793e-19,300.0,-551.011488508,1.0,100,300,1.0,200.000000102,500.0,-551.011488508,2029.19850711,-551.011488508,43.1825,2,1.0,-569.82,0.8,-546.034,2029.19850711
0.00333333,0.205982,2.74317,0.000472597,0.00938211,2.40949e-06,244.841199923,-548.510233809,0.974611,100,300,0.138179,246.683995179,500.0,-548.510233809,3600.03589255,-548.510233809,49.7757,1,1.22528,-570.861,0.8,-541.483,3600.03589255
0.01,,1.0,0.01,0.01,3.50449e-18,300.0,-551.019122033,1.0,100,300,1.0,100.0,500.0,-551.019122033,5929.42581565,-551.019122033,76.6168,2,1.0,-608.923,0.8,-551.019,5929.42581565
0.005,,1.0,0.005,0.005,2.1793e-19,300.0,-544.831653996,1.0,100,300,1.0,200.000000102,500.0,-544.831653996,3373.06615697,-544.831653996,67.9287,2,1.0,-588.87,0.8,-547.925,3373.06615697
0.00333333,0.220785,2.22984,6.46659e-05,0.00742906,2.4507e-06,248.516568101,-559.609150161,1.0005,100,300,0.0194096,245.936477251,500.0,-559.609150161,5549.67469207,-559.609150161,50.4501,1,1.20716,-581.138,0.8,-544.407,5549.67469207
0.01,,1.0,0.01,0.01,3.50449e-18,300.0,-554.938115465,1.0,100,300,1.0,100.0,500.0,-554.938115465,6836.28713478,-554.938115465,82.2674,2,1.0,-618.338,0.8,-554.938,6836.28713478
0.005,,1.0,0.005,0.005,2.1793e-19,300.0,-543.899835114,1.0,100,300,1.0,200.000000102,500.0,-543.899835114,3625.55280817,-543.899835114,72.1739,2,1.0,-594.249,0.8,-549.419,3625.55280817
0.00333333,0.0541516,1.70919,0.00111775,0.00563257,5.88091e-07,283.208422983,-540.035305218,1.01149,100,300,0.339178,284.967447518,500.0,-540.035305218,2111.81661166,-540.035305218,59.391,1,1.05929,-581.963,0.8,-544.29,2111.81661166
0.01,,1.0,0.01,0.01,3.50449e-18,300.0,-545.128439506,1.0,100,300,1.0,100.0,500.0,-545.128439506,1892.86082586,-545.128439506,43.2889,2,1.0,-577.211,0.8,-545.128,1892.86082586
0.005,,1.0,0.005,0.005,2.1793e-19,300.0,-558.049949271,1.0,100,300,1.0,200.000000102,500.0,-558.049949271,6381.91423829,-558.049949271,64.3254,2,1.0,-593.844,0.8,-551.589,6381.91423829
0.00333333,1.24066,18.7879,0.000647754,0.0608958,1.30338e-05,244.000527447,-559.749437303,1.02842,100,300,0.199849,138.304318289,500.0,-559.749437303,6488.52464352,-559.749437303,73.8044,1,1.22951,-587.414,0.8,-549.159,6488.52464352
0.01,,1.0,0.01,0.01,3.50449e-18,300.0,-542.642143588,1.0,100,300,1.0,100.0,500.0,-542.642143588,1887.04016849,-542.642143588,43.2223,2,1.0,-575.295,0.8,-542.642,1887.04016849
0.005,,1.0,0.005,0.005,2.1793e-19,300.0,-543.505935694,1.0,100,300,1.0,200.000000102,500.0,-543.505935694,2162.24070992,-543.505935694,44.7725,2,1.0,-566.866,0.8,-543.074,2162.24070992
0.00333333,0.669715,6.34873,1.94595e-07,0.0215919,7.7464e-06,184.865271311,-536.297295778,0.980108,100,300,5.72171e-05,177.006617008,500.0,-536.297295778,2436.83110376,-536.297295778,60.761,1,1.6228,-559.352,0.8,-532.284,2436.83110376
0.01,,1.0,0.01,0.01,3.50449e-18,300.0,-535.968909488,1.0,100,300,1.0,100.0,500.0,-535.968909488,1463.25153602,-535.968909488,38.0607,2,1.0,-568.594,0.8,-535.969,1463.25153602
0.005,,1.0,0.005,0.005,2.1793e-19,300.0,-544.868815955,1.0,100,300,1.0,200.000000102,500.0,-544.868815955,1992.04435678,-544.868815955,41.5954,2,1.0,-563.845,0.8,-540.419,1992.04435678
0.00333333,0.155242,2.98563,0.000464859,0.0100252,1.75035e-06,261.318695674,-546.448636619,0.992707,100,300,0.138441,259.289877211,500.0,-546.448636619,1871.41619838,-546.448636619,43.8748,1,1.14802,-560.324,0.8,-539.83,1871.41619838
0.01,,1.0,0.01,0.01,3.50449e-18,300.0,-537.872510447,1.0,100,300,1.0,100.0,500.0,-537.872510447,1659.81265021,-537.872510447,40.5366,2,1.0,-569.239,0.8,-537.872,1659.81265021
0.005,,1.0,0.005,0.005,2.1793e-19,300.0,-543.527137537,1.0,100,300,1.0,200.000000102,500.0,-543.527137537,1836.96105409,-543.527137537,41.7001,2,1.0,-564.316,0.8,-540.7,1836.96105409
0.00333333,0.0947708,2.4552,0.00126391,0.0082655,1.07409e-06,270.351970303,-548.829904703,0.99014,100,300,0.375434,273.636313603,500.0,-548.829904703,5434.81511774,-548.829904703,47.7661,1,1.10966,-574.046,0.8,-539.848,5434.81511774
0.01,,1.0,0.01,0.01,3.50449e-18,300.0,-547.951801165,1.0,100,300,1.0,100.0,500.0,-547.951801165,4825.90998553,-547.951801165,69.1206,2,1.0,-596.973,0.8,-547.952,4825.90998553
0.005,,1.0,0.005,0.005,2.1793e-19,300.0,-552.288227713,1.0,100,300,1.0,200.000000102,500.0,-552.288227713,4707.90503634,-552.288227713,68.7309,2,1.0,-587.685,0.8,-550.12,4707.90503634
0.00333333,14.8621,66.8358,0.000133943,0.202093,0.000135882,134.880621293,-541.021661374,1.1024,100,300,0.0442975,22.7469040199,500.0,-541.021661374,1839.6941739,-541.021661374,269.366,1,2.22419,-573.053,0.8,-527.31,1839.6941739
0.01,,1.0,0.01,0.01,3.50449e-18,300.0,-545.323742003,1.0,100,300,1.0,100.0,500.0,-545.323742003,1994.41456793,-545.323742003,44.435,2,1.0,-580.541,0.8,-545.324,1994.41456793
0.005,,1.0,0.005,0.005,2.1793e-19,300.0,-554.771819115,1.0,100,300,1.0,200.000000102,500.0,-554.771819115,2283.87175927,-554.771819115,46.2609,2,1.0,-574.95,0.8,-550.048,2283.87175927
0.00333333,0.302083,2.76606,0.000194269,0.00934264,3.44622e-06,230.359415744,-542.537892334,0.986894,100,300,0.0575167,229.16056023,500.0,-542.537892334,2364.3796484,-542.537892334,49.8916,1,1.30231,-564.735,0.8,-541.532,2364.3796484
0.01,,1.0,0.01,0.01,3.50449e-18,300.0,-539.202475117,1.0,100,300,1.0,100.0,500.0,-539.202475117,1823.10568654,-539.202475117,42.4838,2,1.0,-571.209,0.8,-539.203,1823.10568654
0.005,,1.0,0.005,0.005,2.1793e-19,300.0,-541.629152595,1.0,100,300,1.0,200.000000102,500.0,-541.629152595,2093.38180447,-541.629152595,44.0469,2,1.0,-563.522,0.8,-540.416,2093.38180447
0.00333333,0.764783,3.38145,1.51922e-07,0.0110372,8.148e-06,167.572112412,-549.600815876,1.02123,100,300,4.65439e-05,173.322703762,500.0,-549.600815876,2255.87040655,-549.600815876,58.2292,1,1.79027,-557.564,0.8,-532.263,2255.87040655
0.01,,1.0,0.01,0.01,3.50449e-18,300.0,-536.61009121,1.0,100,300,1.0,100.0,500.0,-536.61009121,3152.48486186,-536.61009121,55.8656,2,1.0,-580.282,0.8,-536.61,3152.48486186
0.005,,1.0,0.005,0.005,2.1793e-19,300.0,-547.567214356,1.0,100,300,1.0,200.000000102,500.0,-547.567214356,2540.18165699,-547.567214356,53.3656,2,1.0,-572.97,0.8,-542.089,2540.18165699
0.00333333,0.200987,5.1576,0.000716331,0.0170091,2.18593e-06,258.881553094,-539.805671007,1.01075,100,300,0.21721,250.819864063,500.0,-539.805671007,2478.89845602,-539.805671007,56.4695,1,1.15883,-565.024,0.8,-537.881,2478.89845602
0.01,,1.0,0.01,0.01,3.50449e-18,300.0,-551.367092579,1.0,100,300,1.0,100.0,500.0,-551.367092579,2866.16831004,-551.367092579,53.2682,2,1.0,-592.304,0.8,-551.367,2866.16831004
0.005,,1.0,0.005,0.005,2.1793e-19,300.0,-544.787315063,1.0,100,300,1.0,200.000000102,500.0,-544.787315063,2237.08923047,-544.787315063,50.368,2,1.0,-577.024,0.8,-548.077,2237.08923047
0.00333333,0.41377,3.78132,9.7435e-05,0.0126148,4.605e-06,212.606704331,-545.490457344,0.999179,100,300,0.0292065,212.303874246,500.0,-545.490457344,2263.48365941,-545.490457344,57.2652,1,1.41106,-567.486,0.8,-539.411,2263.48365941
0.01,,1.0,0.01,0.01,3.50449e-18,300.0,-541.762573741,1.0,100,300,1.0,100.0,500.0,-541.762573741,2933.14263881,-541.762573741,53.887,2,1.0,-579.621,0.8,-541.763,2933.14263881
0.005,,1.0,0.005,0.005,2.1793e-19,300.0,-544.661594074,1.0,100,300,1.0,200.000000102,500.0,-544.661594074,1933.47420123,-544.661594074,49.1027,2,1.0,-569.982,0.8,-543.212,1933.47420123
0.00333333,0.570784,3.53917,5.24312e-06,0.0118306,6.37797e-06,192.912608276,-537.858747792,0.997179,100,300,0.0015685,190.827101812,500.0,-537.858747792,2302.17310429,-537.858747792,55.2469,1,1.55511,-559.313,0.8,-532.056,2302.17310429
0.01,,1.0,0.01,0.01,3.50449e-18,300.0,-547.023992224,1.0,100,300,1.0,100.0,500.0,-547.023992224,2762.47520447,-547.023992224,52.2958,2,1.0,-585.168,0.8,-547.024,2762.47520447
0.005,,1.0,0.005,0.005,2.1793e-19,300.0,-546.802951303,1.0,100,300,1.0,200.000000102,500.0,-546.802951303,2492.63911065,-546.802951303,51.0029,2,1.0,-573.886,0.8,-546.913,2492.63911065
0.00333333,905.899,522.145,4.47261e-06,0.641729,0.00136836,117.764005011,-533.383251833,2.71218,100,300,0.00363915,2.42439819023,500.0,-533.383251833,2076.7207802,-533.383251833,204.442,1,2.54747,-541.853,0.8,-506.703,2076.7207802
0.01,,1.0,0.01,0.01,3.50449e-18,300.0,-562.064348635,1.0,100,300,1.0,100.0,500.0,-562.064348635,8602.19245538,-562.064348635,92.2831,2,1.0,-617.681,0.8,-562.064,8602.19245538
0.005,,1.0,0.005,0.005,2.1793e-19,300.0,-546.045712341,1.0,100,300,1.0,200.000000102,500.0,-546.045712341,2193.98506126,-546.045712341,73.5408,2,1.0,-593.382,0.8,-554.055,2193.98506126
0.00333333,251.196,274.789,2.59505e-06,0.372337,0.000461194,225.63896482,-533.383251833,2.46004,100,400,0.00191518,7.08062655056,500.0,-538.196128888,2613.55014112,-533.383251833,212.03,,1.77274,-575.526,0.8,-532.773,2076.7207802
0.0025,2204.6,939.858,7.81105e-06,0.698816,0.0012188,135.386634541,-545.601674714,3.36232,100,400,0.0105053,2.04582502974,500.0,-545.601674714,2364.758954,-545.601674714,229.95,1,2.9545,-537.527,0.8,-504.745,2364.758954
0.01,,1.0,0.01,0.01,3.50449e-18,400.0,-539.152706864,1.0,100,400,1.0,100.0,500.0,-539.152706864,2183.61349559,-539.152706864,46.4949,2,1.0,-573.562,0.8,-539.153,2183.61349559
0.005,,1.0,0.005,0.005,2.1793e-19,400.0,-530.882990023,1.0,100,400,1.0,200.000000102,500.0,-530.882990023,1735.62887388,-530.882990023,44.2394,2,1.0,-560.01,0.8,-535.018,1735.62887388
0.00333333,,1.0,0.00333333,0.00333333,5.43914e-20,400.0,-546.187537899,1.0,100,400,1.0,299.999969474,500.0,-546.187537899,2463.52662222,-546.187537899,46.3189,2,1.0,-559.147,0.8,-538.741,2463.52662222
0.0025,23.5056,95.19,1.52279e-06,0.136236,4.81475e-05,299.871273463,-545.601674714,1.74678,100,500,0.00106399,46.0598832395,500.0,-541.668528476,1903.96046183,-545.601674714,63.411,,1.66738,-560.916,0.8,-538.097,2364.758954
0.002,0.075628,2.27548,0.000764745,0.00454074,3.01155e-07,466.63573788,-552.149953898,1.00225,100,500,0.383233,465.056103956,500.0,-552.149953898,22679.8220561,-552.149953898,61.4929,1,1.0715,-587.197,0.8,-541.802,22679.8220561
0.01,,1.0,0.01,0.01,3.50449e-18,500.0,-542.608085872,1.0,100,500,1.0,100.0,500.0,-542.608085872,2405.46785593,-542.608085872,48.7997,2,1.0,-575.785,0.8,-542.608,2405.46785593
0.005,,1.0,0.005,0.005,2.1793e-19,500.0,-549.491820611,1.0,100,500,1.0,200.000000102,500.0,-549.491820611,2045.81346587,-549.491820611,47.0662,2,1.0,-571.108,0.8,-546.05,2045.81346587
0.00333333,,1.0,0.00333333,0.00333333,5.43914e-20,500.0,-535.765591578,1.0,100,500,1.0,299.999969474,500.0,-535.765591578,1856.95335234,-535.765591578,45.9687,2,1.0,-563.082,0.8,-542.622,1856.95335234
0.0025,,1.0,0.0025,0.0025,5.4346e-20,500.0,-549.646216417,1.0,100,500,1.0,400.0,500.0,-549.646216417,2243.47761208,-549.646216417,46.3611,2,1.0,-563.185,0.8,-544.378,2243.47761208
0.002,0.22081,6.57012,0.000289706,0.0130831,8.75575e-07,433.349946977,-541.831954454,1.00437,100,500,0.145486,410.35560135,500.0,-541.831954454,5026.14554385,-541.831954454,55.7026,1,1.1538,-566.514,0.8,-540.649,5026.14554385
0.01,,1.0,0.01,0.01,3.50449e-18,500.0,-552.479562631,1.0,100,500,1.0,100.0,500.0,-552.479562631,2689.80952439,-552.479562631,51.6034,2,1.0,-587.429,0.8,-552.48,2689.80952439
0.005,,1.0,0.005,0.005,2.1793e-19,500.0,-540.370054234,1.0,100,500,1.0,200.000000102,500.0,-540.370054234,1759.3483437,-540.370054234,47.318,2,1.0,-571.138,0.8,-546.425,1759.3483437
0.00333333,,1.0,0.00333333,0.00333333,5.43914e-20,500.0,-546.226252082,1.0,100,500,1.0,299.999969474,500.0,-546.226252082,1919.97863899,-546.226252082,46.1114,2,1.0,-566.537,0.8,-546.359,1919.97863899
0.0025,,1.0,0.0025,0.0025,5.4346e-20,500.0,-543.791129313,1.0,100,500,1.0,400.0,500.0,-543.791129313,2220.91251836,-543.791129313,46.3207,2,1.0,-564.212,0.8,-545.717,2220.91251836
0.002,1.01444,7.40472,4.48124e-10,0.0144594,3.8682e-06,265.879557937,-545.317601302,1.02421,100,500,2.29487e-07,254.437805948,500.0,-545.317601302,2619.07887447,-545.317601302,59.8471,1,1.88055,-558.471,0.8,-535.785,2619.07887447
0.01,,1.0,0.01,0.01,3.50449e-18,500.0,-550.412371914,1.0,100,500,1.0,100.0,500.0,-550.412371914,7509.02705031,-550.412371914,86.2203,2,1.0,-602.924,0.8,-550.412,7509.02705031
0.005,,1.0,0.005,0.005,2.1793e-19,500.0,-543.679644764,1.0,100,500,1.0,200.000000102,500.0,-543.679644764,3591.47755148,-543.679644764,74.203,2,1.0,-584.177,0.8,-547.046,3591.47755148
0.00333333,,1.0,0.00333333,0.00333333,5.43914e-20,500.0,-550.072131875,1.0,100,500,1.0,299.999969474,500.0,-550.072131875,2994.93937207,-550.072131875,68.2721,2,1.0,-578.372,0.8,-548.055,2994.93937207
0.0025,,1.0,0.0025,0.0025,5.4346e-20,500.0,-544.745528321,1.0,100,500,1.0,400.0,500.0,-544.745528321,2100.53482997,-544.745528321,63.3857,2,1.0,-573.483,0.8,-547.227,2100.53482997
0.002,0.256887,3.39247,0.000104039,0.00684229,1.04499e-06,402.722761606,-550.100837241,0.991618,100,500,0.0515834,396.597016932,500.0,-550.100837241,3395.13017743,-550.100837241,58.7467,1,1.24155,-569.059,0.8,-542.893,3395.13017743
0.01,,1.0,0.01,0.01,3.50449e-18,500.0,-547.048745353,1.0,100,500,1.0,100.0,500.0,-547.048745353,2129.43049521,-547.048745353,45.9144,2,1.0,-579.225,0.8,-547.049,2129.43049521
0.005,,1.0,0.005,0.005,2.1793e-19,500.0,-537.785069837,1.0,100,500,1.0,200.000000102,500.0,-537.785069837,2027.9530396,-537.785069837,45.6,2,1.0,-565.169,0.8,-542.417,2027.9530396
0.00333333,,1.0,0.00333333,0.00333333,5.43914e-20,500.0,-541.438633505,1.0,100,500,1.0,299.999969474,500.0,-541.438633505,1725.25202184,-541.438633505,44.2243,2,1.0,-560.862,0.8,-542.091,1725.25202184
0.0025,,1.0,0.0025,0.0025,5.4346e-20,500.0,-537.764203937,1.0,100,500,1.0,400.0,500.0,-537.764203937,1964.85822171,-537.764203937,44.234,2,1.0,-558.211,0.8,-541.009,1964.85822171
0.002,0.956141,5.05847,2.22379e-07,0.0103325,3.98925e-06,259.316846701,-537.121749277,0.979141,100,500,0.00010887,250.586625643,500.0,-537.121749277,1756.83408176,-537.121749277,62.6439,1,1.92814,-551.919,0.8,-530.555,1756.83408176
0.01,,1.0,0.01,0.01,3.50449e-18,500.0,-536.639037343,1.0,100,500,1.0,100.0,500.0,-536.639037343,2107.61118033,-536.639037343,45.6786,2,1.0,-571.355,0.8,-536.639,2107.61118033
0.005,,1.0,0.005,0.005,2.1793e-19,500.0,-540.63915147,1.0,100,500,1.0,200.000000102,500.0,-540.63915147,1849.33232339,-540.63915147,44.3022,2,1.0,-563.187,0.8,-538.639,1849.33232339
0.00333333,,1.0,0.00333333,0.00333333,5.43914e-20,500.0,-537.394461468,1.0,100,500,1.0,299.999969474,500.0,-537.394461468,1950.15092755,-537.394461468,44.1854,2,1.0,-558.267,0.8,-538.224,1950.15092755
0.0025,,1.0,0.0025,0.0025,5.4346e-20,500.0,-550.988556027,1.0,100,500,1.0,400.0,500.0,-550.988556027,6882.91868357,-550.988556027,56.5538,2,1.0,-572.247,0.8,-541.415,6882.91868357
0.002,0.0750412,2.14241,0.000810088,0.00419523,2.87744e-07,462.039141375,-553.513583587,1.02136,100,500,0.413694,466.508373957,500.0,-553.513583587,22267.9725851,-553.513583587,69.6618,1,1.08216,-585.898,0.8,-540.267,22267.9725851
0.01,,1.0,0.01,0.01,3.50449e-18,500.0,-548.748693279,1.0,100,500,1.0,100.0,500.0,-548.748693279,3116.52755492,-548.748693279,55.546,2,1.0,-588.338,0.8,-548.749,3116.52755492
0.005,,1.0,0.005,0.005,2.1793e-19,500.0,-537.16974597,1.0,100,500,1.0,200.000000102,500.0,-537.16974597,2645.31008324,-537.16974597,53.718,2,1.0,-570.953,0.8,-542.959,2645.31008324
0.00333333,,1.0,0.00333333,0.00333333,5.43914e-20,500.0,-544.792878203,1.0,100,500,1.0,299.999969474,500.0,-544.792878203,2598.50334707,-544.792878203,52.7447,2,1.0,-566.427,0.8,-543.57,2598.50334707
0.0025,,1.0,0.0025,0.0025,5.4346e-20,500.0,-553.017305217,1.0,100,500,1.0,400.0,500.0,-553.017305217,3235.08790354,-553.017305217,53.888,2,1.0,-569.091,0.8,-545.932,3235.08790354
0.002,2.55656,16.9591,2.82848e-11,0.0429921,1.64297e-05,499.999403954,-539.354649014,0.788938,100,500,1.11575e-08,98.0543372993,500.0,-539.354649014,1964.08722389,-539.354649014,77.4059,1,1.0,-553.808,0.8,-533.094,1964.08722389
0.01,,1.0,0.01,0.01,3.50449e-18,500.0,-539.803984102,1.0,100,500,1.0,100.0,500.0,-539.803984102,3526.61703742,-539.803984102,59.0876,2,1.0,-586.208,0.8,-539.804,3526.61703742
0.005,,1.0,0.005,0.005,2.1793e-19,500.0,-551.783531043,1.0,100,500,1.0,200.000000102,500.0,-551.783531043,3329.69096616,-551.783531043,58.5641,2,1.0,-578.606,0.8,-545.794,3329.69096616
0.00333333,,1.0,0.00333333,0.00333333,5.43914e-20,500.0,-548.430645115,1.0,100,500,1.0,299.999969474,500.0,-548.430645115,2302.56862338,-548.430645115,55.2077,2,1.0,-573.464,0.8,-546.673,2302.56862338
0.0025,,1.0,0.0025,0.0025,5.4346e-20,500.0,-541.066643229,1.0,100,500,1.0,400.0,500.0,-541.066643229,1801.73245711,-541.066643229,52.3234,2,1.0,-568.473,0.8,-545.271,1801.73245711
0.002,0.597999,9.50728,0.000398103,0.0186893,2.31086e-06,363.464027338,-536.098920453,1.0174,100,500,0.202516,317.146314095,500.0,-536.098920453,1808.47631327,-536.098920453,61.7094,1,1.37565,-561.852,0.8,-537.512,1808.47631327
0.01,,1.0,0.01,0.01,3.50449e-18,500.0,-554.003125852,1.0,100,500,1.0,100.0,500.0,-554.003125852,21973.9468137,-554.003125852,147.493,2,1.0,-652.062,0.8,-554.003,21973.9468137
0.005,,1.0,0.005,0.005,2.1793e-19,500.0,-543.867639494,1.0,100,500,1.0,200.000000102,500.0,-543.867639494,4481.24306633,-543.867639494,114.547,2,1.0,-618.274,0.8,-548.935,4481.24306633
0.00333333,,1.0,0.00333333,0.00333333,5.43914e-20,500.0,-526.295845612,1.0,100,500,1.0,299.999969474,500.0,-526.295845612,1930.64382836,-526.295845612,97.4595,2,1.0,-598.003,0.8,-541.389,1930.64382836
0.0025,,1.0,0.0025,0.0025,5.4346e-20,500.0,-537.15065414,1.0,100,500,1.0,400.0,500.0,-537.15065414,1990.28413114,-537.15065414,87.291,2,1.0,-589.359,0.8,-540.329,1990.28413114
0.002,0.109945,4.24482,0.000533046,0.00849006,4.39826e-07,464.671979098,-542.674442898,0.999949,100,500,0.26651,450.557302906,500.0,-542.674442898,3126.97829351,-542.674442898,75.764,1,1.07603,-583.331,0.8,-537.841,3126.97829351
0.01,,1.0,0.01,0.01,3.50449e-18,500.0,-538.831798699,1.0,100,500,1.0,100.0,500.0,-538.831798699,2281.320069,-538.831798699,47.5237,2,1.0,-572.658,0.8,-538.832,2281.320069
0.005,,1.0,0.005,0.005,2.1793e-19,500.0,-539.359341005,1.0,100,500,1.0,200.000000102,500.0,-539.359341005,2420.9671011,-539.359341005,48.2463,2,1.0,-563.014,0.8,-539.096,2420.9671011
0.00333333,,1.0,0.00333333,0.00333333,5.43914e-20,500.0,-544.340791585,1.0,100,500,1.0,299.999969474,500.0,-544.340791585,2444.70247593,-544.340791585,48.6278,2,1.0,-560.374,0.8,-540.844,2444.70247593
0.0025,,1.0,0.0025,0.0025,5.4346e-20,500.0,-541.473374461,1.0,100,500,1.0,400.0,500.0,-541.473374461,2125.18046523,-541.473374461,47.9537,2,1.0,-558.025,0.8,-541.001,2125.18046523
0.002,0.410824,4.0655,0.000126143,0.0080988,1.6303e-06,362.331079914,-541.252082829,1.00398,100,500,0.0633224,355.426559638,500.0,-541.252082829,2530.30778152,-541.252082829,50.9763,1,1.37995,-555.349,0.8,-534.916,2530.30778152
0.01,,1.0,0.01,0.01,3.50449e-18,500.0,-553.885937065,1.0,100,500,1.0,100.0,500.0,-553.885937065,6957.79639369,-553.885937065,82.9953,2,1.0,-615.605,0.8,-553.886,6957.79639369
0.005,,1.0,0.005,0.005,2.1793e-19,500.0,-549.166347525,1.0,100,500,1.0,200.000000102,500.0,-549.166347525,2803.97842259,-549.166347525,69.5532,2,1.0,-595.168,0.8,-551.526,2803.97842259
0.00333333,,1.0,0.00333333,0.00333333,5.43914e-20,500.0,-535.716652483,1.0,100,500,1.0,299.999969474,500.0,-535.716652483,1934.04567881,-535.716652483,62.6009,2,1.0,-581.89,0.8,-546.256,1934.04567881
0.0025,,1.0,0.0025,0.0025,5.4346e-20,500.0,-539.474318886,1.0,100,500,1.0,400.0,500.0,-539.474318886,1872.68521647,-539.474318886,58.4061,2,1.0,-575.421,0.8,-544.561,1872.68521647
0.002,0.209653,2.23334,9.46009e-05,0.00462397,8.98713e-07,416.22967703,-541.307208669,0.965984,100,500,0.0456915,408.420410864,500.0,-541.307208669,1832.82811981,-541.307208669,53.0024,1,1.20126,-569.898,0.8,-539.646,1832.82811981
0.01,,1.0,0.01,0.01,3.50449e-18,500.0,-551.800325087,1.0,100,500,1.0,100.0,500.0,-551.800325087,3051.55313873,-551.800325087,54.964,2,1.0,-591.966,0.8,-551.8,3051.55313873
0.005,,1.0,0.005,0.005,2.1793e-19,500.0,-546.061045249,1.0,100,500,1.0,200.000000102,500.0,-546.061045249,1988.84304134,-546.061045249,50.0323,2,1.0,-577.332,0.8,-548.931,1988.84304134
0.00333333,,1.0,0.00333333,0.00333333,5.43914e-20,500.0,-550.413092143,1.0,100,500,1.0,299.999969474,500.0,-550.413092143,4416.72355539,-550.413092143,55.918,2,1.0,-578.26,0.8,-549.425,4416.72355539
0.0025,,1.0,0.0025,0.0025,5.4346e-20,500.0,-551.200796087,1.0,100,500,1.0,400.0,500.0,-551.200796087,9506.79345193,-551.200796087,68.5466,2,1.0,-582.03,0.8,-549.869,9506.79345193
0.002,0.0898895,2.50168,0.000309092,0.00497566,3.55588e-07,457.49004944,-548.219703213,1.00557,100,500,0.155406,459.254932485,500.0,-548.219703213,7721.21000724,-548.219703213,62.795,1,1.09292,-577.032,0.8,-546.959,7721.21000724
0.01,,1.0,0.01,0.01,3.50449e-18,500.0,-542.185405847,1.0,100,500,1.0,100.0,500.0,-542.185405847,2588.81859436,-542.185405847,50.6254,2,1.0,-576.606,0.8,-542.185,2588.81859436
0.005,,1.0,0.005,0.005,2.1793e-19,500.0,-542.707135839,1.0,100,500,1.0,200.000000102,500.0,-542.707135839,6466.88074377,-542.707135839,66.9525,2,1.0,-584.737,0.8,-542.446,6466.88074377
0.00333333,,1.0,0.00333333,0.00333333,5.43914e-20,500.0,-540.83124866,1.0,100,500,1.0,299.999969474,500.0,-540.83124866,3027.89611514,-540.83124866,63.1523,2,1.0,-576.438,0.8,-541.908,3027.89611514
0.0025,,1.0,0.0025,0.0025,5.4346e-20,500.0,-540.309326327,1.0,100,500,1.0,400.0,500.0,-540.309326327,4767.6410501,-540.309326327,64.5882,2,1.0,-571.413,0.8,-541.508,4767.6410501
0.002,1.15596,21.5951,0.000345857,0.0402648,4.01867e-06,401.581123034,-536.174173643,1.07265,100,500,0.185492,249.668178983,500.0,-536.174173643,1976.44439827,-536.174173643,71.8525,1,1.24508,-565.615,0.8,-535.77,1976.44439827
0.01,,1.0,0.01,0.01,3.50449e-18,500.0,-542.694454037,1.0,100,500,1.0,100.0,500.0,-542.694454037,2345.28643338,-542.694454037,48.1854,2,1.0,-576.624,0.8,-542.694,2345.28643338
