eRenyi2,AvgEpLen,MinNormIw,BatchSize,MinVanillaIw,VarDiscRet,J,ESSClassic,VarJ,AvgNormIw,MaxNormIw,VarVanillaIw,Bound,AvgVanillaIw,AvgDiscRet,ESSRenyi,AvgRet,VarRet,MaxVanillaIw,VarNormIw
1.8543869,200.0,9.6748616e-11,100,8.413906e-09,3680974.578020517,-51.796288,47.99492775781619,130.4239,0.010000002,0.028930431,0.82779145,-711.9412,0.8696668,-1439.2221432774563,53.92617830412919,-1439.2221432774563,3680974.578020517,2.5159836,0.00010944986
1.0360652,200.0,0.0025781519,100,0.2541197,121588.32321928396,-20.621902,95.78732474605287,90.78841,0.010000002,0.011815728,0.04315894,-508.2292,0.9856661,-47.6846977453184,96.51902022115613,-47.6846977453184,121588.32321928396,1.1646363,4.442333e-06
1.0522289,200.0,0.0010152434,100,0.09730327,205947.21865678218,-17.749651,92.77208920240633,56.456593,0.01,0.012570921,0.07228933,-491.53488,0.95842314,-75.5651171213004,95.0363531887665,-75.5651171213004,205947.21865678218,1.2048262,7.869726e-06
1.0000306,200.0,0.009875158,100,0.9865336,83.94631641848022,-10.04142,99.99681926928689,9.10521,0.010000002,0.010169442,3.1896885e-05,-449.07828,0.9990054,-10.054452138272335,99.99693641511695,-10.054452138272335,83.94631641848022,1.0159327,3.1960392e-09
1.0000514,200.0,0.009654463,100,0.965813,74.51334979756932,-9.580295,99.9956415988348,8.550774,0.01,0.0100490935,4.405334e-05,-480.53055,1.0003798,-9.604472465808728,99.99486234358906,-9.604472465808728,74.51334979756932,1.005291,4.401991e-09
1.0001284,200.0,0.008968866,100,0.8956333,92.14416868972656,-10.614392,99.97583119611711,9.402467,0.01,0.010095982,0.00024350188,-492.77695,0.9986025,-10.675121784395442,99.98716280766203,-10.675121784395442,92.14416868972656,1.0081873,2.441838e-08
1.0000106,200.0,0.009901129,100,0.9902937,67.29935445486866,-10.040083,99.99913041345751,8.156517,0.010000002,0.010074329,8.744126e-06,-480.92694,1.0001826,-10.045335855083588,99.9989390485793,-10.045335855083588,67.29935445486866,1.0076168,8.740928e-10
1.0214586,200.0,0.0014793975,100,0.14839439,87815.651377708,-13.881142,97.08761347780721,44.867542,0.01,0.011174496,0.030486962,-498.9088,1.0030731,-39.07403683992267,97.8992173298465,-39.07403683992267,87815.651377708,1.1208837,3.030044e-06
1.0000342,200.0,0.009694506,100,0.9696557,75.11186967069278,-10.309334,99.99669343878452,8.598817,0.01,0.010041466,3.313897e-05,-490.54028,1.0002115,-10.324965460209341,99.99657881043927,-10.324965460209341,75.11186967069278,1.004359,3.312501e-09
1.0000184,200.0,0.009892518,100,0.98974156,72.87921599993066,-9.818182,99.99832619757493,8.481475,0.01,0.010106748,1.7089746e-05,-491.07666,1.0004951,-9.826015834467931,99.99816421064276,-9.826015834467931,72.87921599993066,1.0111752,1.7072859e-09
1.0000032,200.0,0.009961059,100,0.9960135,61.639580422325174,-9.04799,99.99969861163638,7.809151,0.01,0.010041674,3.1247507e-06,-489.28757,0.99990726,-9.049558835983076,99.99967813595418,-9.049558835983076,61.639580422325174,1.0040742,3.1253333e-10
1.0000242,200.0,0.009750586,100,0.9752,76.43798911082747,-10.503116,99.9976314586008,8.685211,0.010000002,0.010033563,2.3894541e-05,-488.1798,1.0001451,-10.515161515601049,99.99758010998221,-10.515161515601049,76.43798911082747,1.0035018,2.3887639e-09
1.0000232,200.0,0.009862926,100,0.9864259,69.94372809475287,-9.610693,99.99757422444131,8.30535,0.01,0.010085609,2.436049e-05,-490.1118,1.0001351,-9.621237302241138,99.99767547288928,-9.621237302241138,69.94372809475287,1.0086972,2.4353912e-09
1.0000495,200.0,0.0096528,100,0.96507776,74.14286054183837,-8.103392,99.99401375457343,8.531761,0.01,0.010072409,6.039396e-05,-485.54086,0.9997905,-8.127435070730288,99.99505305921798,-8.127435070730288,74.14286054183837,1.0070299,6.041922e-09
1.0000027,200.0,0.009934183,100,0.9933231,79.92632838147948,-10.14501,99.99975583642505,8.891373,0.01,0.010014256,2.4517224e-06,-484.68173,0.99990416,-10.148498335677827,99.99972581938579,-10.148498335677827,79.92632838147948,1.0013297,2.4521973e-10
1.0000101,200.0,0.009935479,100,0.9938653,73.16050085727016,-9.701153,99.99920680113117,8.50394,0.009999999,0.01006793,8.17481e-06,-462.22717,1.0003195,-9.70530122206116,99.99898673130606,-9.70530122206116,73.16050085727016,1.0071148,8.169571e-10
1.0000046,200.0,0.009952043,100,0.9953806,67.12045174562789,-8.985297,99.99947748108927,8.147441,0.01,0.010062232,5.179549e-06,-486.51086,1.0001771,-8.987248798001065,99.99953508593221,-8.987248798001065,67.12045174562789,1.0064014,5.177701e-10
1.0000147,200.0,0.009965427,100,0.99683154,68.08692089581996,-8.839434,99.9988025428879,8.204179,0.009999999,0.010125009,1.2353499e-05,-469.73056,1.0002898,-8.845360308823611,99.99853374723781,-8.845360308823611,68.08692089581996,1.0127944,1.2346343e-09
1.0000356,200.0,0.009862084,100,0.9862742,87.52439803542491,-9.984231,99.9954647816413,9.301346,0.01,0.010179273,4.5575318e-05,-489.90918,1.0000666,-9.999899768611314,99.99643576928436,-9.999899768611314,87.52439803542491,1.0179951,4.556929e-09
1.0000147,200.0,0.00993751,100,0.993527,71.3038663749356,-10.398079,99.99883626512647,8.39334,0.01,0.01008571,1.1752567e-05,-484.73956,0.9997746,-10.40486887353464,99.99853374723781,-10.40486887353464,71.3038663749356,1.0083437,1.1757876e-09
1.0000176,200.0,0.009889533,100,0.98931885,66.17764047955977,-9.068945,99.99803618575609,8.075124,0.01,0.010111551,1.9891855e-05,-490.30316,1.0003697,-9.076998442982596,99.99823573364155,-9.076998442982596,66.17764047955977,1.0115288,1.9877167e-09
1.0225614,200.0,0.0014186784,100,0.14032839,83352.66144519154,-13.870907,97.29569645387939,41.785686,0.009999999,0.011367528,0.027469447,-455.52658,0.98914874,-38.54846187872934,97.7936356439194,-38.54846187872934,83352.66144519154,1.1244175,2.8075453e-06
1.000016,200.0,0.009659198,100,0.9656152,77.68766176453842,-10.505369,99.99726405547867,8.756578,0.01,0.010032777,2.7576196e-05,-460.65802,0.9996847,-10.512788162350832,99.99840262103662,-10.512788162350832,77.68766176453842,1.0029613,2.7593619e-09
1.0000159,200.0,0.009894108,100,0.9896791,62.3699036104046,-9.27568,99.99874531661541,7.850835,0.009999999,0.010063558,1.2822388e-05,-484.12216,1.0002712,-9.282648654657978,99.99841454158616,-9.282648654657978,62.3699036104046,1.0066286,1.281546e-09
1.0000331,200.0,0.009780297,100,0.97796893,78.11558945199518,-9.320015,99.99589525718756,8.77007,0.010000002,0.010041875,4.1202886e-05,-488.61154,0.9999379,-9.335671525119631,99.99668609157402,-9.335671525119631,78.11558945199518,1.0041251,4.1208015e-09
1.0000241,200.0,0.0098039955,100,0.98065585,77.3355176876063,-9.984265,99.99772707329154,8.7335825,0.01,0.010041999,2.2943495e-05,-490.2433,1.0002614,-9.995130860901865,99.99759203033565,-9.995130860901865,77.3355176876063,1.0044624,2.2931537e-09
1.0000477,200.0,0.009763077,100,0.9768129,69.78559011440773,-9.707638,99.99535626369462,8.277906,0.010000002,0.010077012,4.680074e-05,-491.43213,1.0005175,-9.729776815677221,99.9952318557808,-9.729776815677221,69.78559011440773,1.0082227,4.6752366e-09
1.0000108,200.0,0.009959457,100,0.9957777,77.83735109351501,-10.587565,99.9987829173755,8.773405,0.01,0.010109159,1.2416668e-05,-483.1329,0.9998313,-10.593176050705333,99.99891520723297,-10.593176050705333,77.83735109351501,1.0107454,1.2420869e-09
1.0000092,200.0,0.00990854,100,0.99127203,72.5390021063963,-9.8297,99.99939372163867,8.46694,0.01,0.010023179,6.1523074e-06,-492.2268,1.0004219,-9.834277731968053,99.999082096896,-9.834277731968053,72.5390021063963,1.0027407,6.147132e-10
1.0000006,200.0,0.009991646,100,0.9991907,69.23157523157023,-9.165241,99.9999504102517,8.278138,0.01,0.010020393,5.7903594e-07,-457.46616,1.0000262,-9.165485522177912,99.99994039539075,-9.165485522177912,69.23157523157023,1.0020655,5.7900594e-11
1.0000418,200.0,0.00973688,100,0.9741162,81.16214701512806,-10.92728,99.99639679331793,8.945143,0.010000002,0.010066681,3.6314617e-05,-479.35165,1.0004399,-10.94723697788507,99.9958159290086,-10.94723697788507,81.16214701512806,1.0071108,3.6282726e-09
1.0000185,200.0,0.009840381,100,0.98423684,77.4207896139005,-9.901534,99.99877192680357,8.744787,0.01,0.010031488,1.2579865e-05,-492.0933,1.000202,-9.909476135257698,99.99815229015292,-9.909476135257698,77.4207896139005,1.0033513,1.2574811e-09
1.0000019,200.0,0.009988277,100,0.998994,68.17329712288279,-9.1644745,99.99966817740346,8.215452,0.01,0.01007724,3.3732556e-06,-472.93567,1.0001664,-9.16497586887237,99.99980926550052,-9.16497586887237,68.17329712288279,1.0078918,3.3721415e-10
1.0000235,200.0,0.009791669,100,0.9785766,65.01578779544745,-10.508345,99.99762205238396,8.017222,0.010000002,0.010040948,2.3936203e-05,-481.58398,0.9993971,-10.520106938548226,99.99765163214546,-10.520106938548226,65.01578779544745,1.0034895,2.3965117e-09
1.0000044,200.0,0.0099002905,100,0.9899405,70.74956500221215,-10.009381,99.99958797712678,8.365929,0.009999998,0.010018914,4.4913345e-06,-488.6086,0.9999106,-10.011576245544314,99.99955892757411,-10.011576245544314,70.74956500221215,1.0018018,4.4921267e-10
1.000005,200.0,0.0099727195,100,0.99749976,64.16252909604341,-8.193712,99.99924105292695,7.963482,0.01,0.010098979,7.485579e-06,-474.592,1.0002284,-8.196085746005632,99.99949932349067,-8.196085746005632,64.16252909604341,1.0101286,7.4821693e-10
1.0000257,200.0,0.009688334,100,0.9683075,62.21252464952422,-9.067655,99.99595053125512,7.8300457,0.01,0.010043767,4.0835635e-05,-478.02383,0.99945724,-9.080757427630218,99.99742514564616,-9.080757427630218,62.21252464952422,1.0038316,4.0880024e-09
1.0000104,200.0,0.009886861,100,0.9885654,75.62665589149569,-9.288366,99.99906529162163,8.644778,0.01,0.010026972,9.4038005e-06,-489.96426,0.9998779,-9.292764651758166,99.99896288993699,-9.292764651758166,75.62665589149569,1.0025748,9.406097e-10
1.0000099,200.0,0.009736746,100,0.9732133,68.58378445554014,-9.492171,99.9983360245084,8.239111,0.01,0.010028998,1.688571e-05,-480.18207,0.99952626,-9.496361054605929,99.99901057268649,-9.496361054605929,68.58378445554014,1.0024247,1.6901723e-09
1.0000044,200.0,0.009949596,100,0.9952856,74.88481195253603,-8.290554,99.9998093278894,8.607669,0.01,0.010011904,2.1573517e-06,-476.10385,1.0003277,-8.292508501713266,99.99955892757411,-8.292508501713266,74.88481195253603,1.0015185,2.1559436e-10
1.0000426,200.0,0.00978857,100,0.978661,70.06672481417829,-9.957951,99.9954177886962,8.317913,0.01,0.010134894,4.625296e-05,-479.8142,0.9997998,-9.978364071524041,99.99574440947126,-9.978364071524041,70.06672481417829,1.0132866,4.6271458e-09
1.0000384,200.0,0.00984068,100,0.98328155,81.56229165488462,-10.1882305,99.99578152156651,8.972173,0.01,0.010085984,4.2742475e-05,-492.0573,0.9992008,-10.206203491398698,99.99616160821463,-10.206203491398698,81.56229165488462,1.0077924,4.28109e-09
1.0000261,200.0,0.009697454,100,0.9690525,60.603594760317215,-8.531904,99.99645370642533,7.720989,0.01,0.01004816,3.5780213e-05,-490.66998,0.99928546,-8.544143812569935,99.99738938471374,-8.544143812569935,60.603594760317215,1.004098,3.5831407e-09
1.0000172,200.0,0.009881942,100,0.98892593,66.43885049694282,-8.711297,99.99866204546319,8.096872,0.01,0.010053773,1.3576351e-05,-455.97595,1.0007405,-8.719659862979416,99.99828341569759,-8.719659862979416,66.43885049694282,1.0061219,1.3556237e-09
1.0000027,200.0,0.009935444,100,0.99358094,57.916656310885536,-9.091156,99.99976349788611,7.571726,0.010000002,0.010011608,2.3020211e-06,-447.71857,1.0000367,-9.09245323453834,99.99972581938579,-9.09245323453834,57.916656310885536,1.0011976,2.301837e-10
1.0000074,200.0,0.0097973235,100,0.9794156,69.43464625591221,-9.012857,99.99886667810101,8.282468,0.01,0.010022616,1.1797348e-05,-477.38086,0.99967664,-9.017426763144266,99.9992609078674,-9.017426763144266,69.43464625591221,1.0019375,1.1804974e-09
1.0000455,200.0,0.009625557,100,0.9625155,59.83372476775706,-8.124827,99.99598689147896,7.672516,0.01,0.010048499,4.0749623e-05,-485.51108,0.9999582,-8.147289243671452,99.9954464125002,-8.147289243671452,59.83372476775706,1.004808,4.0753014e-09
1.0000424,200.0,0.009787907,100,0.977627,70.16606502100878,-9.764711,99.99546671873188,8.312809,0.01,0.010085202,4.564564e-05,-467.80997,0.9988111,-9.783823912982491,99.99575632938704,-9.783823912982491,70.16606502100878,1.0073211,4.575437e-09
1.0000051,200.0,0.0099524725,100,0.9951639,70.53922521696983,-10.1692505,99.99949641967743,8.35507,0.010000002,0.010055492,5.056468e-06,-492.80994,0.99991626,-10.17188543252969,99.9994874026825,-10.17188543252969,70.53922521696983,1.0054649,5.0573146e-10
1.0000134,200.0,0.009890969,100,0.9893948,63.311518249268005,-9.231241,99.99895890936337,7.9088078,0.010000002,0.010040465,1.0284594e-05,-442.40933,1.0003012,-9.23677952353966,99.99866487378289,-9.23677952353966,63.311518249268005,1.0043489,1.0278381e-09
1.0000111,200.0,0.00987841,100,0.9878225,72.97938516399545,-9.756779,99.9992599389484,8.49335,0.009999999,0.010028743,7.487088e-06,-491.99463,0.9999812,-9.76199739920826,99.998891365898,-9.76199739920826,72.97938516399545,1.0028555,7.487363e-10
1.0000023,200.0,0.009990438,100,0.9989172,56.51642516811419,-7.9168506,99.99979016540546,7.478874,0.01,0.010095716,2.0455e-06,-476.73837,0.99987334,-7.917399205520372,99.99977350286287,-7.917399205520372,56.51642516811419,1.0094438,2.0460214e-10
1.0000417,200.0,0.0097503895,100,0.9748672,73.38407116251683,-8.775993,99.99576125936275,8.505717,0.01,0.0100599835,4.2778345e-05,-458.55988,0.9998238,-8.794900529515001,99.99582784894143,-8.794900529515001,73.38407116251683,1.0058211,4.2793467e-09
1.0000479,200.0,0.009786984,100,0.97948843,81.58487016348708,-9.673107,99.99607033531903,8.961623,0.01,0.010048853,3.978111e-05,-490.11133,1.0008073,-9.696490998980732,99.99520801620216,-9.696490998980732,81.58487016348708,1.0056965,3.9716945e-09
1.0000185,200.0,0.009916704,100,0.99190795,64.5936692625672,-9.490828,99.99813127221562,7.990617,0.01,0.010131652,1.8945251e-05,-475.6036,1.0002396,-9.499535652270291,99.99815229015292,-9.499535652270291,64.5936692625672,1.0134078,1.8936173e-09
1.0000026,200.0,0.009928819,100,0.9927593,74.45407065534592,-9.289045,99.99968715693969,8.582637,0.01,0.01001336,3.2667012e-06,-482.99658,0.99987656,-9.290737552670059,99.9997377402508,-9.290737552670059,74.45407065534592,1.0012124,3.2675082e-10
1.0000143,200.0,0.009818749,100,0.98209006,69.54778818853724,-9.169824,99.99892068599026,8.290837,0.01,0.010025167,1.0800596e-05,-477.3868,1.0002192,-9.176415528507537,99.99856950898872,-9.176415528507537,69.54778818853724,1.0027364,1.0795855e-09
1.000023,200.0,0.009724907,100,0.97240263,72.53387117918126,-9.97096,99.99758130695156,8.455962,0.01,0.010039233,2.4450259e-05,-462.2953,0.9999095,-9.980615654175981,99.99769931364446,-9.980615654175981,72.53387117918126,1.0038325,2.4454698e-09
1.0000025,200.0,0.009925487,100,0.9923414,72.21648219139512,-8.543136,99.99974436237237,8.450785,0.010000002,0.010015336,2.590807e-06,-488.97867,0.9997911,-8.544541424029212,99.99974966111864,-8.544541424029212,72.21648219139512,1.0013244,2.591876e-10
1.0000292,200.0,0.009804983,100,0.9809148,61.17031565109388,-8.071773,99.99638530057342,7.7610164,0.01,0.010074731,3.6667625e-05,-458.65463,1.0004249,-8.084474264965326,99.99707945770417,-8.084474264965326,61.17031565109388,1.0079011,3.6636527e-09
