eRenyi2,AvgEpLen,MinNormIw,BatchSize,MinVanillaIw,VarDiscRet,J,ESSClassic,VarJ,AvgNormIw,MaxNormIw,VarVanillaIw,Bound,AvgVanillaIw,AvgDiscRet,ESSRenyi,AvgRet,VarRet,MaxVanillaIw,VarNormIw
1.0000364,200.0,0.009661972,100,0.9660744,75.66354875710809,-10.351378,99.99591788034263,8.642564,0.01,0.010067838,4.1370986e-05,-492.4093,0.999873,-10.368343340234558,99.99636424886037,-10.368343340234558,75.66354875710809,1.0066559,4.1381494e-09
1.000005,200.0,0.009905018,100,0.99063826,74.0449694782678,-7.836046,99.99961476976901,8.558574,0.01,0.010014665,3.97421e-06,-484.28897,1.0001378,-7.838677529654084,99.99949932349067,-7.838677529654084,74.0449694782678,1.0016046,3.9730882e-10
1.0000113,200.0,0.009862471,100,0.98585665,83.5548779295488,-10.903181,99.99845445353272,9.086503,0.01,0.010048331,1.5492573e-05,-477.18176,0.99960405,-10.908471876289925,99.99886752457442,-10.908471876289925,83.5548779295488,1.0044352,1.5504841e-09
1.0000442,200.0,0.0096689975,100,0.9672175,66.59193395890534,-9.862569,99.9942686402169,8.089674,0.01,0.010045449,5.7843787e-05,-482.24274,1.0003287,-9.88646158719621,99.99557753094864,-9.88646158719621,66.59193395890534,1.0048751,5.780572e-09
1.0000013,200.0,0.009972614,100,0.99733627,72.07258318016477,-9.100515,99.99988938217551,8.445708,0.01,0.010017996,1.1112619e-06,-481.75348,1.0000751,-9.101124269612837,99.99986886995345,-9.101124269612837,72.07258318016477,1.0018748,1.11109184e-10
1.0000108,200.0,0.009973267,100,0.99747825,67.09692535852636,-8.790213,99.99885196039826,8.146414,0.01,0.010161118,1.17477275e-05,-438.39053,1.0001519,-8.794964505872933,99.99891520723297,-8.794964505872933,67.09692535852636,1.0162661,1.1744179e-09
1.0000037,200.0,0.00997408,100,0.99704105,63.45275590089246,-7.655411,99.99964510353594,7.925579,0.010000002,0.010068168,3.5157434e-06,-470.72974,0.9996321,-7.657254551293457,99.99963045256806,-7.657254551293457,63.45275590089246,1.0064464,3.5183287e-10
1.0000216,200.0,0.009806497,100,0.98039645,79.13499239320292,-9.381907,99.99721460982946,8.835213,0.01,0.010044004,2.8120383e-05,-479.42133,0.99974173,-9.39255006169323,99.9978423584143,-9.39255006169323,79.13499239320292,1.004141,2.8134926e-09
1.0000181,200.0,0.009908345,100,0.99084985,76.20396181037441,-11.088387,99.99842075861685,8.676726,0.01,0.010070794,1.5997293e-05,-495.457,1.0000156,-11.09633647385727,99.99818805163099,-11.09633647385727,76.20396181037441,1.0070951,1.5996795e-09
1.0000044,200.0,0.009983347,100,0.9982063,69.07031232661106,-9.702712,99.99965663398872,8.267419,0.010000002,0.010057081,3.3858018e-06,-475.68918,0.99987143,-9.704621450544776,99.99955892757411,-9.704621450544776,69.07031232661106,1.0055788,3.3866845e-10
1.0000049,200.0,0.009902245,100,0.99028003,55.52200338868169,-8.578694,99.99937442761558,7.4123664,0.01,0.0100507615,6.3137286e-06,-457.59595,1.000056,-8.580646211289633,99.99951124430167,-8.580646211289633,55.52200338868169,1.0051324,6.313037e-10
1.000004,200.0,0.009965351,100,0.9965078,68.94163790181935,-9.324933,99.99972533486067,8.257845,0.01,0.0100551825,2.9407897e-06,-493.87756,0.9999727,-9.327033803612432,99.9995946900583,-9.327033803612432,68.94163790181935,1.0054908,2.9409508e-10
1.0000383,200.0,0.009906995,100,0.99089974,73.06241954178812,-9.216379,99.99588490035835,8.490775,0.01,0.010320092,4.155353e-05,-489.17517,1.0002021,-9.234639706533356,99.99617352822989,-9.234639706533356,73.06241954178812,1.0322177,4.1536725e-09
1.0000137,200.0,0.009883373,100,0.98897994,74.88523478170409,-10.324625,99.99930236769067,8.601258,0.010000002,0.010020455,6.890306e-06,-490.731,1.0006503,-10.330604313965182,99.99862911196377,-10.330604313965182,74.88523478170409,1.0026971,6.8813344e-10
1.000003,200.0,0.009934116,100,0.99325985,54.65106217007991,-8.361504,99.99968714774911,7.353187,0.01,0.0100139305,3.3291187e-06,-459.60553,0.9998472,-8.363396397269534,99.9997019776643,-8.363396397269534,54.65106217007991,1.00124,3.3301395e-10
1.0000021,200.0,0.009988439,100,0.99893373,66.5549159532745,-9.844368,99.99954990769389,8.116384,0.010000002,0.010137733,4.4769395e-06,-493.44214,1.0000899,-9.845337895907056,99.99978542373924,-9.845337895907056,66.5549159532745,1.0138644,4.4761425e-10
1.0000261,200.0,0.009823876,100,0.98194194,72.06809546347584,-9.692549,99.99777505910531,8.430716,0.01,0.010042925,2.2365688e-05,-489.57645,0.9995463,-9.704691463799925,99.99738938471374,-9.704691463799925,72.06809546347584,1.0038369,2.2385986e-09
1.000013,200.0,0.009859022,100,0.98592925,55.53056453756318,-8.338747,99.99876026896634,7.4137897,0.009999999,0.010071376,1.2836195e-05,-453.47556,1.0000274,-8.343711052740083,99.9987006356276,-8.343711052740083,55.53056453756318,1.0071653,1.2835464e-09
1.0000068,200.0,0.009911679,100,0.9913828,50.443310064524326,-8.168221,99.99943936342119,7.0602646,0.01,0.0100322105,5.612658e-06,-474.86063,1.0002168,-8.172069609977047,99.99932051166664,-8.172069609977047,50.443310064524326,1.0034386,5.6102245e-10
1.0000058,200.0,0.009873484,100,0.9873823,62.8193770109418,-9.108168,99.9994125593327,7.8830137,0.01,0.010017537,5.9076638e-06,-490.53806,1.0000342,-9.110597793967921,99.99941587789321,-9.110597793967921,62.8193770109418,1.001788,5.90727e-10
1.0000039,200.0,0.009914058,100,0.9915475,66.15692826505678,-7.958903,99.99970249678996,8.086639,0.01,0.010012529,3.1139555e-06,-490.1105,1.0001429,-7.962092668933176,99.99960661089204,-7.962092668933176,66.15692826505678,1.001396,3.1130667e-10
1.0000063,200.0,0.009909538,100,0.9909337,62.65957243908795,-9.316053,99.99942778629688,7.8769736,0.01,0.010017881,5.9352606e-06,-472.3425,0.9999798,-9.318528027338612,99.99936819475718,-9.318528027338612,62.65957243908795,1.0017679,5.9354954e-10
1.0000063,200.0,0.009877278,100,0.9877316,65.87226208469797,-9.2283945,99.99932861927427,8.0659685,0.01,0.010025116,6.843614e-06,-491.6067,1.0000039,-9.231962625361891,99.99936819475718,-9.231962625361891,65.87226208469797,1.0025154,6.843558e-10
1.0000011,200.0,0.009961943,100,0.9962294,66.75404250691989,-9.1579075,99.99993515246376,8.128319,0.01,0.010008624,8.128898e-07,-473.48743,1.0000353,-9.158394782234163,99.99989271175451,-9.158394782234163,66.75404250691989,1.0008976,8.128323e-11
1.0000168,200.0,0.009867804,100,0.9872426,66.80897964379228,-8.0484295,99.99905059181731,8.120792,0.01,0.010024675,9.748697e-06,-492.53735,1.0004684,-8.056461424818732,99.99831917726947,-8.056461424818732,66.80897964379228,1.0029371,9.739559e-10
1.0000066,200.0,0.009792482,100,0.97954595,63.70654381666649,-8.977938,99.99925255083237,7.934546,0.01,0.010016226,7.5186076e-06,-481.52402,1.0003041,-8.981550566494821,99.99934435320623,-8.981550566494821,63.70654381666649,1.0019273,7.5140455e-10
1.0000155,200.0,0.009860442,100,0.9849322,77.42563072331218,-8.915853,99.9979263129435,8.748965,0.01,0.010067234,2.0960426e-05,-467.08008,0.9988722,-8.922908998862573,99.99845030325181,-8.922908998862573,77.42563072331218,1.005588,2.1007793e-09
1.0000168,200.0,0.009889029,100,0.98904335,85.10918267860427,-10.910215,99.99860021965301,9.166552,0.01,0.010040488,1.4084154e-05,-494.7209,1.0001421,-10.91915068328351,99.99831917726947,-10.91915068328351,85.10918267860427,1.0041914,1.4080168e-09
1.0000278,200.0,0.009884106,100,0.9881849,63.118628611483445,-8.260693,99.99686367643416,7.8925204,0.01,0.0101538375,3.162914e-05,-470.03833,0.99977165,-8.27372942661642,99.99722250070063,-8.27372942661642,63.118628611483445,1.0151519,3.1643617e-09
1.0000002,200.0,0.009996012,100,0.9995654,57.41154398681167,-8.331062,99.99997711100133,7.5395794,0.01,0.010023689,2.99221e-07,-472.33987,0.99996424,-8.331138697708132,99.99997615814777,-8.331138697708132,57.41154398681167,1.002333,2.99243e-11
1.0000026,200.0,0.009991395,100,0.99886787,68.27426714009364,-8.780256,99.99978631919318,8.221603,0.01,0.010065296,1.9608751e-06,-454.20993,0.9997281,-8.781449953087414,99.9997377402508,-8.781449953087414,68.27426714009364,1.0062559,1.96195e-10
1.0000099,200.0,0.009932051,100,0.99328804,73.63336568581745,-10.206821,99.99901208318576,8.533536,0.01,0.010076505,9.993666e-06,-475.38525,1.0000834,-10.21074346674813,99.99901057268649,-10.21074346674813,73.63336568581745,1.0077347,9.992006e-10
1.0166233,200.0,0.0011427429,100,0.1139846,71292.95330225294,-12.75743,97.84400161697873,31.686132,0.009999999,0.011072455,0.022145139,-500.08698,0.9974649,-36.44692422994652,98.36485556962937,-36.44692422994652,71292.95330225294,1.1044385,2.2257848e-06
1.0000024,200.0,0.009958169,100,0.9960042,59.73445740756107,-9.087681,99.99979023143051,7.6858687,0.010000002,0.010023551,2.0374225e-06,-482.71634,1.0001881,-9.088992509491412,99.99976158198933,-9.088992509491412,59.73445740756107,1.0025436,2.0366546e-10
1.0000117,200.0,0.009827347,100,0.9825764,73.77736067657398,-10.70215,99.99884015531848,8.5431385,0.01,0.010025988,1.1646177e-05,-478.42462,0.99983895,-10.707576713026846,99.99883176261035,-10.707576713026846,73.77736067657398,1.0024374,1.164994e-09
1.000012,200.0,0.009829857,100,0.9823335,64.31973673118105,-8.653263,99.99832807417872,7.968892,0.01,0.010034123,1.674553e-05,-489.06213,0.9993365,-8.659632620181311,99.99879600067186,-8.659632620181311,64.31973673118105,1.0027466,1.6767765e-09
1.0000182,200.0,0.0098748775,100,0.9873565,59.53851858984448,-7.065745,99.99821450828763,7.6604023,0.009999999,0.010072069,1.8198698e-05,-480.75598,0.9998671,-7.074117316346846,99.99817613113545,-7.074117316346846,59.53851858984448,1.007073,1.8203546e-09
1.0000178,200.0,0.009871825,100,0.9871524,64.79112553120227,-8.137796,99.99858471925386,7.995708,0.010000002,0.010031214,1.4345752e-05,-492.07727,0.99996954,-8.145738289833407,99.99822381313466,-8.145738289833407,64.79112553120227,1.0030909,1.4346628e-09
1.0000108,200.0,0.009969999,100,0.9970932,55.58231328632854,-9.217202,99.99915703608204,7.415863,0.009999999,0.010101637,8.57979e-06,-446.86322,1.0000936,-9.221275519311805,99.99891520723297,-9.221275519311805,55.58231328632854,1.0102582,8.578178e-10
1.0000082,200.0,0.009919277,100,0.99202645,67.50745539866364,-9.342016,99.99931724061192,8.168557,0.01,0.010040376,6.963364e-06,-480.13522,1.0000995,-9.346318079237113,99.99917746266783,-9.346318079237113,67.50745539866364,1.0041375,6.961957e-10
