eRenyi2,BatchSize,MaxNormIw,ESSRenyi,ESSClassic,MaxVanillaIw,MinVanillaIw,VarNormIw,Bound,VarRet,VarJ,AvgDiscRet,AvgNormIw,EpsThisIter,VanillaAvgRet,VarVanillaIw,VarDiscRet,J,AvgRet,MinNormIw,IterType,AvgVanillaIw,Delta,AvgEpLen
1.0,500,0.0025,500.0,400.0,1.0,1.0,5.4346e-20,-66.6177,1306.89013269,31.4761,-68.9097021268,0.0025,100,-68.9097021268,,1306.89013269,-66.6177,-68.9097021268,0.0025,2,1.0,1.0,100.87
1.0,500,0.002,500.0,500.000006643,1.0,1.0,5.43187e-20,-67.2782,2536.20979192,36.0071,-69.9203434896,0.002,100,-69.9203434896,,2536.20979192,-67.2782,-69.9203434896,0.002,1,1.0,1.0,100.68
1.0,500,0.01,500.0,100.0,1.0,1.0,3.50449e-18,-66.1438,1318.51843279,36.1294,-66.1438147165,0.01,100,-66.1438147165,,1318.51843279,-66.1438,-66.1438147165,0.01,2,1.0,1.0,96.21
1.0,500,0.005,500.0,200.000000102,1.0,1.0,2.1793e-19,-65.1783,79.343428869,26.3225,-64.2128453882,0.005,100,-64.2128453882,,79.343428869,-65.1783,-64.2128453882,0.005,2,1.0,1.0,95.35
1.0,500,0.00333333,500.0,299.999969474,1.0,1.0,5.43914e-20,-66.6636,2543.1428988,36.1326,-69.634219083,0.00333333,100,-69.634219083,,2543.1428988,-66.6636,-69.634219083,0.00333333,2,1.0,1.0,100.2
1.0,500,0.0025,500.0,400.0,1.0,1.0,5.4346e-20,-69.3236,4904.69749549,47.0565,-77.3033848584,0.0025,100,-77.3033848584,,4904.69749549,-69.3236,-77.3033848584,0.0025,2,1.0,1.0,109.54
1.0,500,0.002,500.0,500.000006643,1.0,1.0,5.43187e-20,-68.886,1324.07329544,45.1041,-67.1357998978,0.002,100,-67.1357998978,,1324.07329544,-68.886,-67.1357998978,0.002,1,1.0,1.0,98.49
1.0,500,0.01,500.0,100.0,1.0,1.0,3.50449e-18,-71.2938,2530.69979918,50.0539,-71.2938061251,0.01,100,-71.2938061251,,2530.69979918,-71.2938,-71.2938061251,0.01,2,1.0,1.0,103.23
1.0,500,0.005,500.0,200.000000102,1.0,1.0,2.1793e-19,-69.7866,1321.05795134,43.6909,-68.279429864,0.005,100,-68.279429864,,1321.05795134,-69.7866,-68.279429864,0.005,2,1.0,1.0,99.62
1.0,500,0.00333333,500.0,299.999969474,1.0,1.0,5.43914e-20,-70.8736,3749.68543483,50.1234,-73.0475520515,0.00333333,100,-73.0475520515,,3749.68543483,-70.8736,-73.0475520515,0.00333333,2,1.0,1.0,104.21
1.0,500,0.0025,500.0,400.0,1.0,1.0,5.4346e-20,-70.7295,2530.26162944,50.1056,-70.2970997106,0.0025,100,-70.2970997106,,2530.26162944,-70.7295,-70.2970997106,0.0025,2,1.0,1.0,101.1
1.0,500,0.002,500.0,500.000006643,1.0,1.0,5.43187e-20,-70.8304,2516.39598753,50.0674,-71.2343598986,0.002,100,-71.2343598986,,2516.39598753,-70.8304,-71.2343598986,0.002,1,1.0,1.0,102.83
1.0,500,0.01,500.0,100.0,1.0,1.0,3.50449e-18,-72.8263,3753.01549345,60.9548,-72.8263203762,0.01,100,-72.8263203762,,3753.01549345,-72.8263,-72.8263203762,0.01,2,1.0,1.0,104.08
1.0,500,0.005,500.0,200.000000102,1.0,1.0,2.1793e-19,-69.7129,1317.80596372,50.1971,-66.5995000514,0.005,100,-66.5995000514,,1317.80596372,-69.7129,-66.5995000514,0.005,2,1.0,1.0,97.48
1.0,500,0.00333333,500.0,299.999969474,1.0,1.0,5.43914e-20,-70.0797,2525.95915149,50.1365,-70.8132993509,0.00333333,100,-70.8132993509,,2525.95915149,-70.0797,-70.8132993509,0.00333333,2,1.0,1.0,102.4
1.0,500,0.0025,500.0,400.0,1.0,1.0,5.4346e-20,-69.1432,1324.90012736,47.0722,-66.3335000741,0.0025,100,-66.3335000741,,1324.90012736,-69.1432,-66.3335000741,0.0025,2,1.0,1.0,96.88
1.0,500,0.002,500.0,500.000006643,1.0,1.0,5.43187e-20,-70.3536,3730.82322235,50.1717,-75.1952916907,0.002,100,-75.1952916907,,3730.82322235,-70.3536,-75.1952916907,0.002,1,1.0,1.0,107.97
1.0,500,0.01,500.0,100.0,1.0,1.0,3.50449e-18,-85.2916,7173.65424361,84.2729,-85.2915791461,0.01,100,-85.2915791461,,7173.65424361,-85.2916,-85.2915791461,0.01,2,1.0,1.0,119.17
1.0,500,0.005,500.0,200.000000102,1.0,1.0,2.1793e-19,-79.7746,3741.24796088,73.711,-74.2576007755,0.005,100,-74.2576007755,,3741.24796088,-79.7746,-74.2576007755,0.005,2,1.0,1.0,106.81
1.0,500,0.00333333,500.0,299.999969474,1.0,1.0,5.43914e-20,-82.8214,8253.40841163,79.7772,-88.9150319754,0.00333333,100,-88.9150319754,,8253.40841163,-82.8214,-88.9150319754,0.00333333,2,1.0,1.0,123.61
1.0,500,0.0025,500.0,400.0,1.0,1.0,5.4346e-20,-80.4811,3739.42253384,75.5992,-73.4601085766,0.0025,100,-73.4601085766,,3739.42253384,-80.4811,-73.4601085766,0.0025,2,1.0,1.0,105.21
1.0,500,0.002,500.0,500.000006643,1.0,1.0,5.43187e-20,-78.3547,2543.3455131,71.3713,-69.8489578812,0.002,100,-69.8489578812,,2543.3455131,-78.3547,-69.8489578812,0.002,1,1.0,1.0,100.66
1.0,500,0.01,500.0,100.0,1.0,1.0,3.50449e-18,-70.3783,2548.1655306,50.2263,-70.3782835366,0.01,100,-70.3782835366,,2548.1655306,-70.3783,-70.3782835366,0.01,2,1.0,1.0,101.69
1.0,500,0.005,500.0,200.000000102,1.0,1.0,2.1793e-19,-69.4119,1308.10339245,43.7011,-68.4455193526,0.005,100,-68.4455193526,,1308.10339245,-69.4119,-68.4455193526,0.005,2,1.0,1.0,100.07
1.0,500,0.00333333,500.0,299.999969474,1.0,1.0,5.43914e-20,-69.9223,2541.99985858,45.9627,-70.9431937504,0.00333333,100,-70.9431937504,,2541.99985858,-69.9223,-70.9431937504,0.00333333,2,1.0,1.0,102.65
1.0,500,0.0025,500.0,400.0,1.0,1.0,5.4346e-20,-68.2654,76.7186764963,40.1454,-63.2944832557,0.0025,100,-63.2944832557,,76.7186764963,-68.2654,-63.2944832557,0.0025,2,1.0,1.0,93.56
1.0,500,0.002,500.0,500.000006643,1.0,1.0,5.43187e-20,-70.8278,6053.76313134,50.1421,-81.0773250939,0.002,100,-81.0773250939,,6053.76313134,-70.8278,-81.0773250939,0.002,1,1.0,1.0,113.66
1.0,500,0.01,500.0,100.0,1.0,1.0,3.50449e-18,-63.452,74.2832180304,8.57557,-63.4520218928,0.01,100,-63.4520218928,,74.2832180304,-63.452,-63.4520218928,0.01,2,1.0,1.0,93.95
1.0,500,0.005,500.0,200.000000102,1.0,1.0,2.1793e-19,-66.9269,2539.68953182,36.1385,-70.4017485912,0.005,100,-70.4017485912,,2539.68953182,-66.9269,-70.4017485912,0.005,2,1.0,1.0,101.7
1.0,500,0.00333333,500.0,299.999969474,1.0,1.0,5.43914e-20,-67.1343,1330.9936817,36.1936,-67.5491904888,0.00333333,100,-67.5491904888,,1330.9936817,-67.1343,-67.5491904888,0.00333333,2,1.0,1.0,98.45
1.0,500,0.0025,500.0,400.0,1.0,1.0,5.4346e-20,-68.2324,2523.77175159,40.1339,-71.5267169939,0.0025,100,-71.5267169939,,2523.77175159,-68.2324,-71.5267169939,0.0025,2,1.0,1.0,103.56
1.0,500,0.002,500.0,500.000006643,1.0,1.0,5.43187e-20,-70.0145,4914.19346406,47.6896,-77.1427193627,0.002,100,-77.1427193627,,4914.19346406,-70.0145,-77.1427193627,0.002,1,1.0,1.0,109.31
1.0,500,0.01,500.0,100.0,1.0,1.0,3.50449e-18,-65.0155,53.3649919104,7.26852,-65.0154656,0.01,100,-65.0154656,,53.3649919104,-65.0155,-65.0154656,0.01,2,1.0,1.0,96.03
1.0,500,0.005,500.0,200.000000102,1.0,1.0,2.1793e-19,-65.6008,1327.53618775,26.1513,-66.1862125826,0.005,100,-66.1862125826,,1327.53618775,-65.6008,-66.1862125826,0.005,2,1.0,1.0,96.42
1.0,500,0.00333333,500.0,299.999969474,1.0,1.0,5.43914e-20,-66.347,1329.06488807,29.9271,-67.83937544,0.00333333,100,-67.83937544,,1329.06488807,-66.347,-67.83937544,0.00333333,2,1.0,1.0,99.21
1.0,500,0.0025,500.0,400.0,1.0,1.0,5.4346e-20,-69.0596,4895.53788714,43.6514,-77.1975149828,0.0025,100,-77.1975149828,,4895.53788714,-69.0596,-77.1975149828,0.0025,2,1.0,1.0,109.12
1.0,500,0.002,500.0,500.000006643,1.0,1.0,5.43187e-20,-68.7595,1314.82585631,42.2499,-67.558915191,0.002,100,-67.558915191,,1314.82585631,-68.7595,-67.558915191,0.002,1,1.0,1.0,98.4
1.0,500,0.01,500.0,100.0,1.0,1.0,3.50449e-18,-75.0163,3701.73489377,60.5369,-75.0163085116,0.01,100,-75.0163085116,,3701.73489377,-75.0163,-75.0163085116,0.01,2,1.0,1.0,107.62
1.0,500,0.005,500.0,200.000000102,1.0,1.0,2.1793e-19,-72.788,2530.52456786,55.5872,-70.5596157902,0.005,100,-70.5596157902,,2530.52456786,-72.788,-70.5596157902,0.005,2,1.0,1.0,102.06
1.0,500,0.00333333,500.0,299.999969474,1.0,1.0,5.43914e-20,-73.5975,3714.88564763,57.3339,-75.2164808847,0.00333333,100,-75.2164808847,,3714.88564763,-73.5975,-75.2164808847,0.00333333,2,1.0,1.0,107.62
1.0,500,0.0025,500.0,400.0,1.0,1.0,5.4346e-20,-72.6151,2552.58019951,55.678,-69.6680226621,0.0025,100,-69.6680226621,,2552.58019951,-72.6151,-69.6680226621,0.0025,2,1.0,1.0,100.58
1.0,500,0.002,500.0,500.000006643,1.0,1.0,5.43187e-20,-72.16,2521.16826875,54.5899,-70.3394779074,0.002,100,-70.3394779074,,2521.16826875,-72.16,-70.3394779074,0.002,1,1.0,1.0,101.28
1.0,500,0.01,500.0,100.0,1.0,1.0,3.50449e-18,-81.2967,6037.75255551,77.3135,-81.2966865581,0.01,100,-81.2966865581,,6037.75255551,-81.2967,-81.2966865581,0.01,2,1.0,1.0,114.44
1.0,500,0.005,500.0,200.000000102,1.0,1.0,2.1793e-19,-73.9702,1318.18809626,60.7854,-66.6436926001,0.005,100,-66.6436926001,,1318.18809626,-73.9702,-66.6436926001,0.005,2,1.0,1.0,97.18
1.0,500,0.00333333,500.0,299.999969474,1.0,1.0,5.43914e-20,-71.9504,1312.39580463,53.8934,-67.9108754325,0.00333333,100,-67.9108754325,,1312.39580463,-71.9504,-67.9108754325,0.00333333,2,1.0,1.0,99.3
1.0,500,0.0025,500.0,400.0,1.0,1.0,5.4346e-20,-72.4218,3730.17067097,55.6979,-73.8361077967,0.0025,100,-73.8361077967,,3730.17067097,-72.4218,-73.8361077967,0.0025,2,1.0,1.0,105.54
1.0,500,0.002,500.0,500.000006643,1.0,1.0,5.43187e-20,-71.0962,1314.43886719,52.4318,-65.7937978892,0.002,100,-65.7937978892,,1314.43886719,-71.0962,-65.7937978892,0.002,1,1.0,1.0,95.69
1.0,500,0.01,500.0,100.0,1.0,1.0,3.50449e-18,-62.8668,73.2702856834,8.5169,-62.8667813157,0.01,100,-62.8667813157,,73.2702856834,-62.8668,-62.8667813157,0.01,2,1.0,1.0,92.82
1.0,500,0.005,500.0,200.000000102,1.0,1.0,2.1793e-19,-68.4764,3729.38207589,43.7468,-74.0860301289,0.005,100,-74.0860301289,,3729.38207589,-68.4764,-74.0860301289,0.005,2,1.0,1.0,106.27
1.0,500,0.00333333,500.0,299.999969474,1.0,1.0,5.43914e-20,-70.4527,3726.62682242,50.1343,-74.4051376313,0.00333333,100,-74.4051376313,,3726.62682242,-70.4527,-74.4051376313,0.00333333,2,1.0,1.0,106.37
1.0,500,0.0025,500.0,400.0,1.0,1.0,5.4346e-20,-72.36,4903.18198384,55.7633,-78.0820081843,0.0025,100,-78.0820081843,,4903.18198384,-72.36,-78.0820081843,0.0025,2,1.0,1.0,110.58
1.0,500,0.002,500.0,500.000006643,1.0,1.0,5.43187e-20,-71.2489,1316.4767755,52.4713,-66.8046223298,0.002,100,-66.8046223298,,1316.4767755,-71.2489,-66.8046223298,0.002,1,1.0,1.0,97.44
1.0,500,0.01,500.0,100.0,1.0,1.0,3.50449e-18,-69.7991,2532.82923809,50.075,-69.7991559647,0.01,100,-69.7991559647,,2532.82923809,-69.7991,-69.7991559647,0.01,2,1.0,1.0,101.07
1.0,500,0.005,500.0,200.000000102,1.0,1.0,2.1793e-19,-73.0077,3717.41959734,55.7151,-76.2162095128,0.005,100,-76.2162095128,,3717.41959734,-73.0077,-76.2162095128,0.005,2,1.0,1.0,109.47
1.0,500,0.00333333,500.0,299.999969474,1.0,1.0,5.43914e-20,-77.904,8301.99354851,69.6925,-87.6965008055,0.00333333,100,-87.6965008055,,8301.99354851,-77.904,-87.6965008055,0.00333333,2,1.0,1.0,121.57
1.0,500,0.0025,500.0,400.0,1.0,1.0,5.4346e-20,-76.6683,3769.80664714,67.6786,-72.9614174813,0.0025,100,-72.9614174813,,3769.80664714,-76.6683,-72.9614174813,0.0025,2,1.0,1.0,104.18
1.0,500,0.002,500.0,500.000006643,1.0,1.0,5.43187e-20,-76.0343,3753.63150838,66.4014,-73.4983833423,0.002,100,-73.4983833423,,3753.63150838,-76.0343,-73.4983833423,0.002,1,1.0,1.0,104.9
1.0,500,0.01,500.0,100.0,1.0,1.0,3.50449e-18,-67.4594,1324.08168634,36.2055,-67.4593726021,0.01,100,-67.4593726021,,1324.08168634,-67.4594,-67.4593726021,0.01,2,1.0,1.0,99.21
1.0,500,0.005,500.0,200.000000102,1.0,1.0,2.1793e-19,-70.7791,3741.48995889,50.1844,-74.0988649853,0.005,100,-74.0988649853,,3741.48995889,-70.7791,-74.0988649853,0.005,2,1.0,1.0,106.02
1.0,500,0.00333333,500.0,299.999969474,1.0,1.0,5.43914e-20,-69.1923,1322.18176992,46.0472,-66.0187838745,0.00333333,100,-66.0187838745,,1322.18176992,-69.1923,-66.0187838745,0.00333333,2,1.0,1.0,96.13
1.0,500,0.0025,500.0,400.0,1.0,1.0,5.4346e-20,-70.9862,4924.18414447,53.0909,-76.3679221702,0.0025,100,-76.3679221702,,4924.18414447,-70.9862,-76.3679221702,0.0025,2,1.0,1.0,108.0
1.0,500,0.002,500.0,500.000006643,1.0,1.0,5.43187e-20,-70.4219,1333.6089144,50.202,-68.1646368337,0.002,100,-68.1646368337,,1333.6089144,-70.4219,-68.1646368337,0.002,1,1.0,1.0,99.95
1.0,500,0.01,500.0,100.0,1.0,1.0,3.50449e-18,-81.2544,6027.88321879,77.2503,-81.2544088574,0.01,100,-81.2544088574,,6027.88321879,-81.2544,-81.2544088574,0.01,2,1.0,1.0,114.11
1.0,500,0.005,500.0,200.000000102,1.0,1.0,2.1793e-19,-75.4457,2542.85079672,65.3931,-69.6369035897,0.005,100,-69.6369035897,,2542.85079672,-75.4457,-69.6369035897,0.005,2,1.0,1.0,100.67
1.0,500,0.00333333,500.0,299.999969474,1.0,1.0,5.43914e-20,-72.666,1332.4134815,57.4977,-67.106709964,0.00333333,100,-67.106709964,,1332.4134815,-72.666,-67.106709964,0.00333333,2,1.0,1.0,97.91
1.0,500,0.0025,500.0,400.0,1.0,1.0,5.4346e-20,-74.0976,4889.22976764,60.7924,-78.3922116427,0.0025,100,-78.3922116427,,4889.22976764,-74.0976,-78.3922116427,0.0025,2,1.0,1.0,111.13
1.0,500,0.002,500.0,500.000006643,1.0,1.0,5.43187e-20,-74.9947,4900.29096383,62.6902,-78.5834617032,0.002,100,-78.5834617032,,4900.29096383,-74.9947,-78.5834617032,0.002,1,1.0,1.0,111.52
1.0,500,0.01,500.0,100.0,1.0,1.0,3.50449e-18,-81.5988,6026.30500512,77.2402,-81.5987555827,0.01,100,-81.5987555827,,6026.30500512,-81.5988,-81.5987555827,0.01,2,1.0,1.0,114.87
1.0,500,0.005,500.0,200.000000102,1.0,1.0,2.1793e-19,-72.5536,81.7530802783,55.7253,-63.5084490091,0.005,100,-63.5084490091,,81.7530802783,-72.5536,-63.5084490091,0.005,2,1.0,1.0,93.42
1.0,500,0.00333333,500.0,299.999969474,1.0,1.0,5.43914e-20,-70.5477,1316.09819857,50.1255,-66.535934628,0.00333333,100,-66.535934628,,1316.09819857,-70.5477,-66.535934628,0.00333333,2,1.0,1.0,96.71
1.0,500,0.0025,500.0,400.0,1.0,1.0,5.4346e-20,-70.6368,2544.73226978,50.1425,-70.9039367832,0.0025,100,-70.9039367832,,2544.73226978,-70.6368,-70.9039367832,0.0025,2,1.0,1.0,102.36
1.0,500,0.002,500.0,500.000006643,1.0,1.0,5.43187e-20,-70.1117,1302.25220285,47.6483,-68.0112474024,0.002,100,-68.0112474024,,1302.25220285,-70.1117,-68.0112474024,0.002,1,1.0,1.0,99.66
1.0,500,0.01,500.0,100.0,1.0,1.0,3.50449e-18,-74.4969,3727.30921536,60.7457,-74.4968891618,0.01,100,-74.4968891618,,3727.30921536,-74.4969,-74.4968891618,0.01,2,1.0,1.0,106.65
1.0,500,0.005,500.0,200.000000102,1.0,1.0,2.1793e-19,-71.7996,1308.49275809,50.0,-69.102254459,0.005,100,-69.102254459,,1308.49275809,-71.7996,-69.102254459,0.005,2,1.0,1.0,101.28
1.0,500,0.00333333,500.0,299.999969474,1.0,1.0,5.43914e-20,-68.9868,76.2103880213,41.3236,-63.3611264428,0.00333333,100,-63.3611264428,,76.2103880213,-68.9868,-63.3611264428,0.00333333,2,1.0,1.0,93.15
1.0,500,0.0025,500.0,400.0,1.0,1.0,5.4346e-20,-67.5881,57.5405433406,36.0671,-63.3920268741,0.0025,100,-63.3920268741,,57.5405433406,-67.5881,-63.3920268741,0.0025,2,1.0,1.0,93.35
1.0,500,0.002,500.0,500.000006643,1.0,1.0,5.43187e-20,-67.5221,1313.70134983,36.0666,-67.2582339528,0.002,100,-67.2582339528,,1313.70134983,-67.5221,-67.2582339528,0.002,1,1.0,1.0,98.41
1.0,500,0.01,500.0,100.0,1.0,1.0,3.50449e-18,-63.6008,69.5490356857,8.2978,-63.6007825966,0.01,100,-63.6007825966,,69.5490356857,-63.6008,-63.6007825966,0.01,2,1.0,1.0,94.33
1.0,500,0.005,500.0,200.000000102,1.0,1.0,2.1793e-19,-62.8553,61.82862664,8.09862,-62.1098431049,0.005,100,-62.1098431049,,61.82862664,-62.8553,-62.1098431049,0.005,2,1.0,1.0,91.25
1.0,500,0.00333333,500.0,299.999969474,1.0,1.0,5.43914e-20,-68.5536,6085.69888605,46.0103,-79.9501914701,0.00333333,100,-79.9501914701,,6085.69888605,-68.5536,-79.9501914701,0.00333333,2,1.0,1.0,111.98
1.0,500,0.0025,500.0,400.0,1.0,1.0,5.4346e-20,-68.3273,1314.45453454,43.74,-67.6484416582,0.0025,100,-67.6484416582,,1314.45453454,-68.3273,-67.6484416582,0.0025,2,1.0,1.0,98.83
1.0,500,0.002,500.0,500.000006643,1.0,1.0,5.43187e-20,-68.8201,2541.88048679,45.1089,-70.7913440742,0.002,100,-70.7913440742,,2541.88048679,-68.8201,-70.7913440742,0.002,1,1.0,1.0,102.48
1.0,500,0.01,500.0,100.0,1.0,1.0,3.50449e-18,-71.0976,2524.39808549,49.9915,-71.0975990728,0.01,100,-71.0975990728,,2524.39808549,-71.0976,-71.0975990728,0.01,2,1.0,1.0,102.79
1.0,500,0.005,500.0,200.000000102,1.0,1.0,2.1793e-19,-69.4568,1310.45475192,43.5998,-67.8160544072,0.005,100,-67.8160544072,,1310.45475192,-69.4568,-67.8160544072,0.005,2,1.0,1.0,99.16
1.0,500,0.00333333,500.0,299.999969474,1.0,1.0,5.43914e-20,-67.8951,79.3191152513,36.0326,-64.771582633,0.00333333,100,-64.771582633,,79.3191152513,-67.8951,-64.771582633,0.00333333,2,1.0,1.0,95.98
1.0,500,0.0025,500.0,400.0,1.0,1.0,5.4346e-20,-67.8497,1332.67101289,36.1055,-67.7136974092,0.0025,100,-67.7136974092,,1332.67101289,-67.8497,-67.7136974092,0.0025,2,1.0,1.0,98.65
1.0,500,0.002,500.0,500.000006643,1.0,1.0,5.43187e-20,-67.209,94.875668164,32.6085,-64.6461637232,0.002,100,-64.6461637232,,94.875668164,-67.209,-64.6461637232,0.002,1,1.0,1.0,96.08
1.0,500,0.01,500.0,100.0,1.0,1.0,3.50449e-18,-66.348,1324.40808179,36.21,-66.3479920223,0.01,100,-66.3479920223,,1324.40808179,-66.348,-66.3479920223,0.01,2,1.0,1.0,96.88
1.0,500,0.005,500.0,200.000000102,1.0,1.0,2.1793e-19,-68.48,2533.90771367,43.754,-70.6120294347,0.005,100,-70.6120294347,,2533.90771367,-68.48,-70.6120294347,0.005,2,1.0,1.0,102.08
1.0,500,0.00333333,500.0,299.999969474,1.0,1.0,5.43914e-20,-70.1696,3740.18973151,50.1622,-73.5488380738,0.00333333,100,-73.5488380738,,3740.18973151,-70.1696,-73.5488380738,0.00333333,2,1.0,1.0,105.07
1.0,500,0.0025,500.0,400.0,1.0,1.0,5.4346e-20,-69.4508,1300.81524051,47.0179,-67.2944321577,0.0025,100,-67.2944321577,,1300.81524051,-69.4508,-67.2944321577,0.0025,2,1.0,1.0,98.28
1.0,500,0.002,500.0,500.000006643,1.0,1.0,5.43187e-20,-68.2858,76.360073092,42.2977,-63.6256757891,0.002,100,-63.6256757891,,76.360073092,-68.2858,-63.6256757891,0.002,1,1.0,1.0,94.02
1.0,500,0.01,500.0,100.0,1.0,1.0,3.50449e-18,-74.2668,3737.48559818,60.8285,-74.2668258724,0.01,100,-74.2668258724,,3737.48559818,-74.2668,-74.2668258724,0.01,2,1.0,1.0,106.34
1.0,500,0.005,500.0,200.000000102,1.0,1.0,2.1793e-19,-75.0585,3700.75368085,60.6841,-75.85011058,0.005,100,-75.85011058,,3700.75368085,-75.0585,-75.85011058,0.005,2,1.0,1.0,108.99
1.0,500,0.00333333,500.0,299.999969474,1.0,1.0,5.43914e-20,-72.0788,1314.12098456,53.9115,-66.1195099914,0.00333333,100,-66.1195099914,,1314.12098456,-72.0788,-66.1195099914,0.00333333,2,1.0,1.0,96.36
1.0,500,0.0025,500.0,400.0,1.0,1.0,5.4346e-20,-70.8688,1319.63005258,50.1083,-67.2389070059,0.0025,100,-67.2389070059,,1319.63005258,-70.8688,-67.2389070059,0.0025,2,1.0,1.0,98.35
1.0,500,0.002,500.0,500.000006643,1.0,1.0,5.43187e-20,-70.7719,2531.51674569,50.0994,-70.3841136754,0.002,100,-70.3841136754,,2531.51674569,-70.7719,-70.3841136754,0.002,1,1.0,1.0,101.52
1.0,500,0.01,500.0,100.0,1.0,1.0,3.50449e-18,-67.0624,1322.58214317,36.185,-67.0623810229,0.01,100,-67.0623810229,,1322.58214317,-67.0624,-67.0623810229,0.01,2,1.0,1.0,97.83
1.0,500,0.005,500.0,200.000000102,1.0,1.0,2.1793e-19,-67.2338,1315.77978475,36.1389,-67.4052438591,0.005,100,-67.4052438591,,1315.77978475,-67.2338,-67.4052438591,0.005,2,1.0,1.0,98.43
1.0,500,0.00333333,500.0,299.999969474,1.0,1.0,5.43914e-20,-69.7281,3736.02751336,46.0001,-74.716534031,0.00333333,100,-74.716534031,,3736.02751336,-69.7281,-74.716534031,0.00333333,2,1.0,1.0,106.81
1.0,500,0.0025,500.0,400.0,1.0,1.0,5.4346e-20,-70.1868,2518.98352314,47.0222,-71.5629350823,0.0025,100,-71.5629350823,,2518.98352314,-70.1868,-71.5629350823,0.0025,2,1.0,1.0,103.27
1.0,500,0.002,500.0,500.000006643,1.0,1.0,5.43187e-20,-69.2519,62.0205997294,42.2451,-65.5123943087,0.002,100,-65.5123943087,,62.0205997294,-69.2519,-65.5123943087,0.002,1,1.0,1.0,97.33
1.0,500,0.01,500.0,100.0,1.0,1.0,3.50449e-18,-70.0232,2541.42685459,50.1599,-70.0231828798,0.01,100,-70.0231828798,,2541.42685459,-70.0232,-70.0231828798,0.01,2,1.0,1.0,101.16
1.0,500,0.005,500.0,200.000000102,1.0,1.0,2.1793e-19,-68.4466,1302.95497192,43.6515,-66.8701206821,0.005,100,-66.8701206821,,1302.95497192,-68.4466,-66.8701206821,0.005,2,1.0,1.0,97.57
1.0,500,0.00333333,500.0,299.999969474,1.0,1.0,5.43914e-20,-66.7403,61.3520375632,36.0052,-63.3275454699,0.00333333,100,-63.3275454699,,61.3520375632,-66.7403,-63.3275454699,0.00333333,2,1.0,1.0,93.67
1.0,500,0.0025,500.0,400.0,1.0,1.0,5.4346e-20,-69.485,4916.86710466,47.0298,-77.7193454956,0.0025,100,-77.7193454956,,4916.86710466,-69.485,-77.7193454956,0.0025,2,1.0,1.0,110.2
1.0,500,0.002,500.0,500.000006643,1.0,1.0,5.43187e-20,-70.4553,3746.49103517,50.1499,-74.3360757662,0.002,100,-74.3360757662,,3746.49103517,-70.4553,-74.3360757662,0.002,1,1.0,1.0,106.36
1.0,500,0.01,500.0,100.0,1.0,1.0,3.50449e-18,-74.4713,3717.01134968,60.6617,-74.4713365673,0.01,100,-74.4713365673,,3717.01134968,-74.4713,-74.4713365673,0.01,2,1.0,1.0,106.43
1.0,500,0.005,500.0,200.000000102,1.0,1.0,2.1793e-19,-72.4232,2534.75002697,55.667,-70.3751296513,0.005,100,-70.3751296513,,2534.75002697,-72.4232,-70.3751296513,0.005,2,1.0,1.0,101.41
1.0,500,0.00333333,500.0,299.999969474,1.0,1.0,5.43914e-20,-71.5416,2553.25313911,53.9445,-69.7783874087,0.00333333,100,-69.7783874087,,2553.25313911,-71.5416,-69.7783874087,0.00333333,2,1.0,1.0,100.91
1.0,500,0.0025,500.0,400.0,1.0,1.0,5.4346e-20,-71.4057,2535.22968766,53.0097,-70.9979361691,0.0025,100,-70.9979361691,,2535.22968766,-71.4057,-70.9979361691,0.0025,2,1.0,1.0,102.73
1.0,500,0.002,500.0,500.000006643,1.0,1.0,5.43187e-20,-71.1214,2530.25640796,52.4341,-69.9839594585,0.002,100,-69.9839594585,,2530.25640796,-71.1214,-69.9839594585,0.002,1,1.0,1.0,101.27
1.0,500,0.01,500.0,100.0,1.0,1.0,3.50449e-18,-70.6283,2525.2533173,50.0,-70.6283039707,0.01,100,-70.6283039707,,2525.2533173,-70.6283,-70.6283039707,0.01,2,1.0,1.0,101.99
1.0,500,0.005,500.0,200.000000102,1.0,1.0,2.1793e-19,-67.0749,72.0284623917,36.0317,-63.5214723779,0.005,100,-63.5214723779,,72.0284623917,-67.0749,-63.5214723779,0.005,2,1.0,1.0,93.88
1.0,500,0.00333333,500.0,299.999969474,1.0,1.0,5.43914e-20,-65.3005,62.5832595768,29.8742,-61.7517983541,0.00333333,100,-61.7517983541,,62.5832595768,-65.3005,-61.7517983541,0.00333333,2,1.0,1.0,91.07
1.0,500,0.0025,500.0,400.0,1.0,1.0,5.4346e-20,-67.5767,3716.75737168,40.0599,-74.4053327379,0.0025,100,-74.4053327379,,3716.75737168,-67.5767,-74.4053327379,0.0025,2,1.0,1.0,106.23
1.0,500,0.002,500.0,500.000006643,1.0,1.0,5.43187e-20,-66.7706,73.5612777523,36.0694,-63.5458029769,0.002,100,-63.5458029769,,73.5612777523,-66.7706,-63.5458029769,0.002,1,1.0,1.0,94.02
1.0,500,0.01,500.0,100.0,1.0,1.0,3.50449e-18,-74.8499,3727.9091092,60.7506,-74.8499474232,0.01,100,-74.8499474232,,3727.9091092,-74.8499,-74.8499474232,0.01,2,1.0,1.0,107.15
