AvgEpLen,IterType,VarJ,eRenyi2,VarRet,VarDiscRet,EpsThisIter,AvgNormIw,MaxVanillaIw,VanillaAvgRet,VarNormIw,MinNormIw,Bound,ESSRenyi,AvgRet,VarVanillaIw,ESSClassic,AvgDiscRet,MinVanillaIw,AvgVanillaIw,MaxNormIw,BatchSize,J
42.84,1,9.111928,1.045242,74.94797582340314,74.94797582340314,100,0.01,1.8842419,-97.87045507189865,5.13456e-06,0.0040446417,-107.39168,95.67162876897855,-97.87045507189865,0.053708795,95.16267601510273,-97.87045507189865,0.41366723,1.0227537,0.018423224,100,-97.42953
46.46,1,10.035158,1.0872464,71.20599913187321,71.20599913187321,100,0.010000002,2.600703,-97.71238095264869,9.601864e-06,0.003931574,-106.80232,91.97546972287874,-97.71238095264869,0.10238473,91.31932859099169,-97.71238095264869,0.40598154,1.0326183,0.02518552,100,-96.96745
41.89,1,5.966774,1.0552442,32.55007527980251,32.55007527980251,100,0.010000002,1.4841907,-99.36378001023644,5.7195634e-06,0.004478651,-108.8222,94.7647940641864,-99.36378001023644,0.05327927,94.64106588323178,-99.36378001023644,0.43225986,0.9651563,0.015377724,100,-98.88863
42.85,1,10.026196,1.1528536,70.44075748263367,70.44075748263367,100,0.01,1.5020077,-97.13219700935927,2.495809e-05,0.0005582755,-106.08682,86.74128206276251,-97.13219700935927,0.19670376,80.18697887503735,-97.13219700935927,0.049562044,0.8877704,0.016918875,100,-95.82301
40.72,1,7.678926,1.1088912,40.0428496864897,40.0428496864897,100,0.01,1.5790262,-98.44176684204888,1.339469e-05,0.00037008236,-107.935524,90.1801688100284,-98.44176684204888,0.12469529,88.29185040147458,-98.44176684204888,0.03570731,0.9648476,0.01636555,100,-97.547424
43.77,1,6.0901065,1.0206273,35.028950862971406,35.028950862971406,100,0.01,1.6850412,-98.19476133563127,1.9675194e-06,0.0077585005,-107.0712,97.97896244668955,-98.19476133563127,0.01956712,98.08936290338711,-98.19476133563127,0.77371633,0.99724984,0.016896881,100,-98.00376
43.01,1,7.641665,1.0250971,53.311992552617056,53.311992552617056,100,0.009999999,1.9314204,-97.60347363944732,3.7939485e-06,0.006066083,-106.75203,97.55173134795604,-97.60347363944732,0.03828204,96.37998738211834,-97.60347363944732,0.6093407,1.0045044,0.019227594,100,-97.38468
43.98,1,8.268662,1.0847454,46.299093202799554,46.299093202799554,100,0.009999999,1.91085,-97.72660171429901,9.176584e-06,0.0035008942,-106.85441,92.18753022142745,-97.72660171429901,0.09806946,91.67180055516612,-97.72660171429901,0.36191398,1.0337758,0.01848418,100,-97.06731
37.54,1,5.556174,1.0280142,26.22509923715298,26.22509923715298,100,0.01,1.7742429,-99.52943215168708,3.7671336e-06,0.007353744,-108.668045,97.27492251503084,-99.52943215168708,0.037270304,96.4046257191438,-99.52943215168708,0.7314497,0.994663,0.017837629,100,-99.291046
43.35,1,32.47979,1.5988264,87.46550327258711,87.46550327258711,100,0.010000002,5.860873,-98.48314973396926,7.383597e-05,0.0008280854,-107.27138,62.545877073005464,-98.48314973396926,0.7773293,57.77087396508214,-98.48314973396926,0.08496571,1.0260501,0.05712073,100,-94.76837
45.25,1,7.974241,1.0765342,49.67250125661742,49.67250125661742,100,0.01,1.8145854,-97.94997541056178,1.0403296e-05,0.001617882,-107.19891,92.89068982283946,-97.94997541056178,0.102404006,90.66244650088778,-97.94997541056178,0.16051657,0.9921401,0.018289609,100,-97.291466
41.5,1,7.131664,1.0249636,46.49903715505215,46.49903715505215,100,0.009999999,1.4860256,-98.67921749231029,2.2819818e-06,0.0063910102,-107.82724,97.56443868807904,-98.67921749231029,0.023673598,97.79076623080334,-98.67921749231029,0.65094686,1.0185351,0.014589831,100,-98.450325
43.59,1,9.719575,1.0630727,64.65001773995158,64.65001773995158,100,0.01,2.1639662,-97.97098269037161,6.420076e-06,0.0038960443,-107.445724,94.06694551285645,-97.97098269037161,0.06405614,94.02393950660243,-97.97098269037161,0.3891654,0.9988731,0.021664074,100,-97.43789
41.57,1,6.646007,1.0212146,40.86726813422509,40.86726813422509,100,0.01,1.3470627,-98.11498341797278,1.2573232e-06,0.008232822,-107.407814,97.92261055738885,-98.11498341797278,0.012341832,98.77055476689243,-98.11498341797278,0.8156711,0.99075526,0.013596321,100,-97.90219
41.07,1,8.579457,1.0984099,53.70618724342707,53.70618724342707,100,0.01,7.7686396,-98.60031714742689,4.8554273e-05,0.003594224,-107.64356,91.0406951063204,-98.60031714742689,0.5161947,67.5361970918788,-98.60031714742689,0.37059385,1.0310817,0.07534456,100,-97.83747
45.47,1,7.698183,1.0502878,50.23956685814668,50.23956685814668,100,0.01,1.6942,-96.98861903284507,5.0201465e-06,0.0033845895,-105.893845,95.21199420733531,-96.98861903284507,0.04905375,95.26537253466263,-96.98861903284507,0.3345676,0.9885028,0.017139051,100,-96.562874
38.43,1,8.895432,1.0683206,60.5952532129138,60.5952532129138,100,0.01,1.5888323,-97.34018586533185,5.6677395e-06,0.0038524559,-106.318825,93.60485701242942,-97.34018586533185,0.06193771,94.68704946737233,-97.34018586533185,0.4027266,1.0453763,0.015198664,100,-96.76902
43.65,1,9.349443,1.0324368,71.36391324496198,71.36391324496198,100,0.009999999,1.3321042,-98.10302827299114,2.799689e-06,0.006028769,-107.53007,96.85822452390728,-98.10302827299114,0.027903048,97.30308081264619,-98.10302827299114,0.6018657,0.99832267,0.013343424,100,-97.851364
42.35,1,6.6262994,1.026958,39.062677619002166,39.062677619002166,100,0.01,1.5663954,-98.15790725306346,2.3212442e-06,0.00685142,-107.44218,97.37496674307826,-98.15790725306346,0.02290973,97.75359145365469,-98.15790725306346,0.6806599,0.99345815,0.0157671,100,-97.915115
39.88,1,5.642523,1.0147834,29.043820918039355,29.043820918039355,100,0.01,1.2204808,-99.25814977354769,1.3915734e-06,0.007596895,-108.68032,98.54319821629534,-99.25814977354769,0.014029323,98.64107972562503,-99.25814977354769,0.76278377,1.004073,0.012155299,100,-99.12408
42.04,1,56.960163,2.2092144,82.37291525998144,82.37291525998144,100,0.01,21.473711,-96.9461950290234,0.00035864356,0.00023639284,-102.13549,45.264958342313186,-96.9461950290234,5.1134586,21.975263500162963,-96.9461950290234,0.028226705,1.1940593,0.17983791,100,-88.37721
46.29,1,9.389558,1.1049435,68.35898216847993,68.35898216847993,100,0.01,2.7687109,-97.6054245231338,1.3075564e-05,0.0023465126,-106.72042,90.50236391698812,-97.6054245231338,0.12446105,88.53881139192728,-97.6054245231338,0.22893354,0.9756331,0.028378608,100,-96.67443
42.73,1,7.4808617,1.0194825,54.230213697540634,54.230213697540634,100,0.01,1.2727859,-97.93772666807787,2.149016e-06,0.006145892,-107.63605,98.08898205445509,-97.93772666807787,0.021276224,97.91680451365374,-97.93772666807787,0.6115225,0.99501014,0.012791688,100,-97.74555
45.98,1,13.519845,1.3994696,54.25016486356862,54.25016486356862,100,0.01,27.511242,-97.61505244917525,0.00044276784,0.0007211143,-106.30966,71.45564219298065,-97.61505244917525,7.3556743,18.575615293214952,-97.61505244917525,0.09294528,1.2889119,0.21344548,100,-95.31214
45.2,1,49.028996,1.9167391,78.1744495321382,78.1744495321382,100,0.01,13.422232,-96.43320401923451,0.00022784762,0.00026709927,-103.802124,52.17194122959507,-96.43320401923451,2.0416229,30.715444160177853,-96.43320401923451,0.02528356,0.9465979,0.14179444,100,-90.66456
43.12,1,117.301544,5.724494,60.70886300466627,60.70886300466627,100,0.01,46.469166,-98.41762078763985,0.0015605297,1.5931184e-05,-102.53092,17.46879293475608,-98.41762078763985,21.7887,6.079307543426647,-98.41762078763985,0.0018824686,1.181625,0.39326492,100,-79.85813
41.01,1,7.638015,1.0278414,52.87631839375748,52.87631839375748,100,0.01,1.6559778,-99.6790523900828,2.612494e-06,0.0070066964,-109.13518,97.29127008676133,-99.6790523900828,0.025978012,97.47883751245982,-99.6790523900828,0.6986966,0.99718404,0.016606541,100,-99.437386
43.48,1,6.409278,1.0360359,35.4571504814621,35.4571504814621,100,0.01,1.8473094,-98.46719637380505,3.1157294e-06,0.0065943566,-107.77194,96.52175223759936,-98.46719637380505,0.0314486,97.00772128748609,-98.46719637380505,0.66251117,1.0046638,0.018387338,100,-98.156876
42.64,1,6.3721385,1.0130022,38.559261783509434,38.559261783509434,100,0.010000002,1.2576894,-98.83777706634599,1.2209275e-06,0.006561877,-108.16448,98.71647290000868,-98.83777706634599,0.011994976,98.80570510277153,-98.83777706634599,0.65040344,0.991185,0.012688745,100,-98.72273
43.18,1,8.490989,1.0456809,63.66729525549265,63.66729525549265,100,0.009999998,1.6247957,-98.49776991208395,4.758564e-06,0.007167668,-107.825226,95.63147023184618,-98.49776991208395,0.046365045,95.50098765697912,-98.49776991208395,0.7075144,0.9870914,0.016460437,100,-98.031265
43.58,1,10.301773,1.1394566,75.75499482130122,75.75499482130122,100,0.010000002,3.395138,-96.59483637144396,1.7435857e-05,0.002047634,-105.33054,87.76112875982572,-96.59483637144396,0.17759548,85.27948809247813,-96.59483637144396,0.20665535,1.0092397,0.033640552,100,-95.56558
41.7,1,6.8933697,1.049585,44.03961296765908,44.03961296765908,100,0.01,1.467553,-98.24656499912334,5.5844325e-06,0.0030238589,-107.4477,95.27575322642582,-98.24656499912334,0.05112142,94.76105976599229,-98.24656499912334,0.28931665,0.95677966,0.015338465,100,-97.793106
41.36,1,7.0852017,1.0415989,41.59649503555017,41.59649503555017,100,0.01,1.6515982,-97.7074311512525,3.9209117e-06,0.0053963596,-106.61755,96.00624430261749,-97.7074311512525,0.04111491,96.26335111866733,-97.7074311512525,0.5525951,1.0240146,0.01612866,100,-97.36012
40.79,1,5.161354,1.0087804,24.68941685735467,24.68941685735467,100,0.01,1.1568375,-99.53966344830889,9.519973e-07,0.006201143,-108.635635,99.12960634761647,-99.53966344830889,0.00958346,99.0663332623331,-99.53966344830889,0.6221786,1.0033289,0.011529992,100,-99.45356
44.42,1,16.435665,1.2592887,39.423772682638116,39.423772682638116,100,0.01,4.4968233,-98.48556314939565,3.1210493e-05,0.0012370694,-107.12516,79.40991012695483,-98.48556314939565,0.26968938,76.39513286386989,-98.48556314939565,0.11499412,0.92956895,0.04837536,100,-96.92896
44.64,1,7.624732,1.0292952,50.548696102158495,50.548696102158495,100,0.009999998,1.3905821,-97.5031817289144,2.6392518e-06,0.0063754553,-106.78063,97.1538577176706,-97.5031817289144,0.025323736,97.45369928573038,-97.5031817289144,0.6245032,0.9795429,0.014196235,100,-97.22445
43.99,1,23.882517,1.4708571,54.59068534528134,54.59068534528134,100,0.010000002,34.27428,-98.63607702601402,0.0007109919,0.0028447788,-106.594894,67.9875679623784,-98.63607702601402,11.27475,12.43963694302384,-98.63607702601402,0.35823634,1.2592766,0.27217436,100,-95.35475
44.31,1,15.271586,1.1403993,107.73349129907618,107.73349129907618,100,0.01,4.1617627,-96.82089939189895,1.9718866e-05,0.002274344,-105.43236,87.688581334411,-96.82089939189895,0.23020513,83.66683904886749,-96.82089939189895,0.24573818,1.0804794,0.03851774,100,-95.7044
47.4,1,11.686945,1.09173,60.48774337524519,60.48774337524519,100,0.01,2.9718797,-97.56962395201512,1.37899115e-05,0.0028406985,-106.57278,91.59773948621411,-97.56962395201512,0.15063697,87.98788966148156,-97.56962395201512,0.2969,1.0451655,0.028434537,100,-96.85027
43.91,1,9.894386,1.0807996,66.34855463985532,66.34855463985532,100,0.009999999,1.5792902,-97.86117186981608,7.481816e-06,0.0010793259,-106.98094,92.52409224208407,-97.86117186981608,0.07990424,93.10382272339447,-97.86117186981608,0.11154088,1.0334308,0.015282011,100,-97.16261
41.85,1,27.287191,1.6185156,54.038738740038305,54.038738740038305,100,0.01,28.337278,-97.93432018268778,0.0004962397,0.0008321854,-105.66223,61.78500802785987,-97.93432018268778,7.859359,16.912532854903553,-97.93432018268778,0.104729205,1.258484,0.22516994,100,-93.815315
39.95,1,10.213313,1.0390055,72.43695909720816,72.43695909720816,100,0.010000002,2.787725,-96.76510107833914,7.3066094e-06,0.0053158747,-105.91498,96.24587961417241,-96.76510107833914,0.07481084,93.2543997275972,-96.76510107833914,0.53789693,1.0118691,0.027550254,100,-96.3132
44.04,1,7.7737675,1.0414224,51.70586178365033,51.70586178365033,100,0.01,2.0891795,-98.23860163663548,3.953835e-06,0.0055772513,-107.49712,96.02251992998235,-98.23860163663548,0.040918466,96.23314046830605,-98.23860163663548,0.5673756,1.0173032,0.020536449,100,-97.8969
45.75,1,8.16584,1.0268764,59.21408517116536,59.21408517116536,100,0.01,1.5188185,-96.60385615338804,2.5071988e-06,0.0071516414,-105.74691,97.38269880511685,-96.60385615338804,0.023809064,97.57799612225197,-96.60385615338804,0.6969193,0.9744886,0.015585801,100,-96.35402
45.38,1,11.35392,1.1599374,57.711179102579905,57.711179102579905,100,0.01,3.2707334,-98.53382049938433,1.7549115e-05,0.0018936226,-107.41885,86.21155035939431,-98.53382049938433,0.17804812,85.19801020305992,-98.53382049938433,0.1907368,1.0072589,0.032471627,100,-97.28218
45.81,1,8.799996,1.0898932,62.80577993901238,62.80577993901238,100,0.01,1.6157054,-97.99267174447934,7.711001e-06,0.003498988,-107.175476,91.75210744937456,-97.99267174447934,0.078130305,92.90754284876066,-97.99267174447934,0.35220608,1.0065942,0.016051209,100,-97.27193
43.0,1,8.097081,1.0315648,60.844049308361996,60.844049308361996,100,0.01,1.5080683,-98.4491542203691,3.2699736e-06,0.007019617,-107.83199,96.940101992363,-98.4491542203691,0.033322006,96.86423693078993,-98.4491542203691,0.70860934,1.0094701,0.014939208,100,-98.156876
44.24,1,42.10369,1.9029531,76.11650462383531,76.11650462383531,100,0.01,17.948439,-96.68996858558582,0.00032515568,0.00026314484,-103.74048,52.54990124742469,-96.68996858558582,3.425538,23.702072715464794,-96.68996858558582,0.027009316,1.026405,0.17486703,100,-90.614655
43.01,1,8.747808,1.0561477,62.26238245798228,62.26238245798228,100,0.01,1.3694174,-97.27729545228685,5.5489268e-06,0.002802372,-106.38018,94.68372701323501,-97.27729545228685,0.056034416,94.79260806242031,-97.27729545228685,0.2816104,1.0049001,0.013627398,100,-96.77109
40.68,1,6.7501945,1.0155826,43.38275192877821,43.38275192877821,100,0.01,1.6036692,-99.45605810682409,1.4459023e-06,0.006097739,-109.27061,98.46565290861106,-99.45605810682409,0.0143951615,98.58876638921976,-99.45605810682409,0.6084258,0.99778914,0.016072225,100,-99.300934
42.62,1,6.5509925,1.0341201,39.35302296681184,39.35302296681184,100,0.01,1.2884555,-99.04838879161512,4.31863e-06,0.0040617976,-108.86138,96.70056858764231,-99.04838879161512,0.041008905,95.8998509910081,-99.04838879161512,0.39580783,0.97446465,0.013222188,100,-98.767204
46.77,1,8.3001585,1.0613534,54.46179972976078,54.46179972976078,100,0.01,2.031042,-97.87882808569579,6.5759427e-06,0.00474674,-106.89342,94.21932012007262,-97.87882808569579,0.067098536,93.88773978841735,-97.87882808569579,0.47948277,1.0101306,0.020106727,100,-97.37248
40.71,1,5.539981,1.03758,29.469206838782082,29.469206838782082,100,0.01,1.4811329,-99.40163741536303,4.0229975e-06,0.0047106454,-108.65232,96.37810937042588,-99.40163741536303,0.04133448,96.1697855486544,-99.40163741536303,0.47748727,1.0136344,0.0146121,100,-99.06674
44.01,1,7.673631,1.0702622,45.65197603673017,45.65197603673017,100,0.010000002,1.924227,-97.87978480119732,9.327389e-06,0.0024304432,-107.04693,93.43504852411614,-97.87978480119732,0.08871848,91.54649142601725,-97.87978480119732,0.23703498,0.97527474,0.019730102,100,-97.28085
41.02,1,6.1594105,1.019333,35.3426549545471,35.3426549545471,100,0.010000002,1.5291032,-98.76332406800111,2.3655557e-06,0.0050972365,-107.93786,98.10336711775585,-98.76332406800111,0.023579698,97.71167426268745,-98.76332406800111,0.5089057,0.9983953,0.015315608,100,-98.57697
38.63,1,5.253696,1.0181867,26.46710730933135,26.46710730933135,100,0.01,1.2363582,-99.67153176486053,1.971012e-06,0.005354596,-108.964134,98.21381593081696,-99.67153176486053,0.019380683,98.08605529330094,-99.67153176486053,0.53096586,0.9916077,0.012468218,100,-99.50084
45.8,1,7.8315,1.0184748,57.94139469565209,57.94139469565209,100,0.01,1.3035246,-97.9287363348259,2.1127933e-06,0.0048939944,-107.12563,98.18603101788874,-97.9287363348259,0.021469058,97.9511921337283,-97.9287363348259,0.49333453,1.0080407,0.0129312705,100,-97.758766
42.1,1,7.361897,1.0306644,49.12224641068337,49.12224641068337,100,0.01,1.5300977,-98.22788714270722,3.2848768e-06,0.002394052,-107.58955,97.02478880016285,-98.22788714270722,0.03267362,96.85038228803903,-98.22788714270722,0.23876612,0.99733055,0.015341932,100,-97.92869
44.02,1,6.605563,1.0227687,39.92758972947301,39.92758972947301,100,0.01,1.9718422,-99.59744248309148,2.782395e-06,0.005819664,-109.08139,97.77381385578778,-99.59744248309148,0.02715173,97.31928432406164,-99.59744248309148,0.57489336,0.9878463,0.019961022,100,-99.3919
40.09,1,6.008115,1.0214168,30.661885309613496,30.661885309613496,100,0.01,1.4357743,-99.4598281639955,2.1468006e-06,0.005080334,-108.79101,97.90322778298757,-99.4598281639955,0.020793818,97.91890201253865,-99.4598281639955,0.4999925,0.9841725,0.014588645,100,-99.26625
41.53,1,5.236972,1.0411096,21.9329344079831,21.9329344079831,100,0.01,2.7245405,-99.22629790216536,8.201246e-06,0.005861894,-108.26667,96.05137024730176,-99.22629790216536,0.09313823,92.49047972854261,-99.22629790216536,0.6246864,1.0656734,0.025566377,100,-98.86424
43.09,1,9.304998,1.0482554,56.87318666344777,56.87318666344777,100,0.01,1.9993917,-97.68640695812681,4.0745417e-06,0.00508464,-106.848,95.3965949932472,-97.68640695812681,0.042913303,96.12258960152309,-97.68640695812681,0.52181524,1.026258,0.019482348,100,-97.32534
43.02,1,7.502572,1.0434427,45.37918446435268,45.37918446435268,100,0.01,1.5167222,-98.19391429008746,4.142423e-06,0.0051820534,-107.35098,95.83659696434333,-98.19391429008746,0.042528152,96.06055427070024,-98.19391429008746,0.52506477,1.0132369,0.014969078,100,-97.79944
41.11,1,6.2690797,1.0141239,37.379935054305115,37.379935054305115,100,0.01,1.2723396,-99.16433209394545,1.5864026e-06,0.0065487963,-108.64828,98.60727901251286,-99.16433209394545,0.015903464,98.45374879719621,-99.16433209394545,0.6556931,1.0012422,0.012707611,100,-99.03284
38.52,1,6.513687,1.0210034,40.23420170908732,40.23420170908732,100,0.010000002,1.4188238,-99.41571481318178,2.106492e-06,0.007571882,-108.728195,97.94287009954819,-99.41571481318178,0.021056265,97.95716577892829,-99.41571481318178,0.75703263,0.99979454,0.014191154,100,-99.22054
40.55,1,10.800397,1.1200196,51.50471857537508,51.50471857537508,100,0.01,2.8500013,-98.22109447083794,1.6590066e-05,0.0044047222,-107.06746,89.284155392982,-98.22109447083794,0.16861385,85.89282895765145,-98.22109447083794,0.44405943,1.008144,0.028269785,100,-97.21915
42.15,1,6.3290033,1.0418549,32.99559563347342,32.99559563347342,100,0.01,1.35464,-98.0263854531397,5.0219596e-06,0.003902464,-106.93583,95.98265938282634,-98.0263854531397,0.04771979,95.26373408878737,-98.0263854531397,0.3804097,0.9747936,0.013896685,100,-97.666145
44.42,1,9.726542,1.0729573,66.65106183700057,66.65106183700057,100,0.01,1.5813967,-97.37119480371355,7.404884e-06,0.0034270587,-106.233574,93.20035579779078,-97.37119480371355,0.071531124,93.16986480668932,-97.37119480371355,0.33682936,0.98285264,0.016089866,100,-96.79484
42.74,1,5.560909,1.0141002,31.519631134083458,31.519631134083458,100,0.010000002,1.4783694,-98.11440089995084,1.2751514e-06,0.007956303,-107.45623,98.60958571341415,-98.11440089995084,0.01267642,98.75334127787941,-98.11440089995084,0.7932841,0.9970512,0.014827417,100,-97.98666
45.62,1,8.768245,1.0837953,55.41752691967267,55.41752691967267,100,0.009999999,1.8322073,-97.90532929683064,1.0113447e-05,0.0032801868,-106.91603,92.26834547393211,-97.90532929683064,0.107506156,90.89892521584018,-97.90532929683064,0.33819377,1.0310199,0.017770825,100,-97.19708
42.52,1,6.4311447,1.0138912,39.00939422304259,39.00939422304259,100,0.01,1.243737,-98.81967626581778,1.41536e-06,0.0066911913,-107.95792,98.62991020954868,-98.81967626581778,0.013951506,98.61815756122175,-98.81967626581778,0.6643249,0.992835,0.012527127,100,-98.69459
42.99,1,8.989367,1.0543705,62.26334198699376,62.26334198699376,100,0.01,1.7089703,-97.20994434578786,5.8269507e-06,0.0049168314,-106.56507,94.84331918060316,-97.20994434578786,0.05803021,94.54594835213223,-97.20994434578786,0.49067247,0.9979445,0.017124904,100,-96.75683
42.3,1,7.342628,1.027159,47.79752098434641,47.79752098434641,100,0.01,1.4396412,-98.40518293420926,2.66996e-06,0.005233708,-107.69039,97.35591313065243,-98.40518293420926,0.026260573,97.42481350296211,-98.40518293420926,0.51905,0.9917443,0.014516254,100,-98.163
44.07,1,7.473587,1.0292528,45.16461272821779,45.16461272821779,100,0.01,1.3931642,-98.23997298362461,3.001534e-06,0.0045590303,-107.1711,97.15786359922714,-98.23997298362461,0.030349148,97.1142447293181,-98.23997298362461,0.45843115,1.0055453,0.013854813,100,-97.985596
41.7,1,9.098264,1.0922183,63.51752137658842,63.51752137658842,100,0.01,1.4645009,-97.80907639400047,9.922331e-06,0.0013287757,-106.8962,91.55679029175445,-97.80907639400047,0.0953274,91.0555225511988,-97.80907639400047,0.1302428,0.98017144,0.014941273,100,-96.97931
44.74,1,7.0733995,1.0216125,43.879741297488216,43.879741297488216,100,0.01,1.3937057,-97.43476193678576,2.328234e-06,0.006231756,-106.77023,97.88446945806996,-97.43476193678576,0.023358304,97.74698417140185,-97.43476193678576,0.6241914,1.0016301,0.0139143765,100,-97.22869
43.63,1,6.228648,1.0275317,36.17955271417358,36.17955271417358,100,0.01,1.2691027,-98.7443304972186,1.8134576e-06,0.0064002625,-108.01677,97.32059440150142,-98.7443304972186,0.018934922,98.2363590213061,-98.7443304972186,0.6539971,1.0218287,0.012419918,100,-98.51094
43.08,1,24.544924,1.5796577,36.8096637400906,36.8096637400906,100,0.01,41.359375,-97.21482407128134,0.0009429995,0.00043830607,-105.21051,63.30485500518484,-97.21482407128134,16.644375,9.675207627506287,-97.21482407128134,0.05823116,1.3285501,0.3113121,100,-93.62444
41.55,1,8.582942,1.0395566,56.72356895278313,56.72356895278313,100,0.01,1.349241,-98.8048588216041,5.469627e-06,0.0025744396,-108.33331,96.19485637926465,-98.8048588216041,0.052613802,94.86322596250308,-98.8048588216041,0.25249556,0.98077875,0.013756834,100,-98.43935
43.54,1,12.094332,1.0951486,71.34418119935258,71.34418119935258,100,0.01,2.2566214,-96.88628804093395,7.0965116e-06,0.0040774643,-105.67333,91.31181224482332,-96.88628804093395,0.072636865,93.43563783170073,-96.88628804093395,0.41252118,1.01171,0.022305021,100,-95.975174
46.08,1,9.912301,1.1099471,59.41886027803678,59.41886027803678,100,0.01,2.8199363,-96.84782690959075,1.2738202e-05,0.0030527753,-105.46029,90.09438496404917,-96.84782690959075,0.13149592,88.80141997388233,-96.84782690959075,0.31016794,1.0160196,0.027754743,100,-95.94054
43.06,1,8.088422,1.0357813,56.655803966066166,56.655803966066166,100,0.01,1.4748862,-97.22559151197302,4.492187e-06,0.0028473076,-106.28398,96.54548063976425,-97.22559151197302,0.044374812,95.74209317924608,-97.22559151197302,0.2829917,0.9938923,0.014839497,100,-96.90208
43.41,1,5.611855,1.0221814,30.56733512604911,30.56733512604911,100,0.01,1.6179523,-98.52891273339745,2.2738782e-06,0.006027292,-108.098915,97.8299945688929,-98.52891273339745,0.02262239,97.79841593842318,-98.52891273339745,0.6011846,0.99743736,0.016221093,100,-98.32642
40.84,1,10.942274,1.152154,58.483978419751324,58.483978419751324,100,0.009999999,3.3855352,-96.95303803464785,1.9301062e-05,0.004686728,-105.45548,86.79395524123825,-96.95303803464785,0.20355277,83.95738945176706,-96.95303803464785,0.48130202,1.0269467,0.032967,100,-95.76101
43.64,1,6.5874944,1.031185,40.26871816952632,40.26871816952632,100,0.01,1.6474242,-97.75608642111652,2.9999794e-06,0.0040917527,-107.10369,96.97580647492019,-97.75608642111652,0.029041756,97.11568786958895,-97.75608642111652,0.40258878,0.98390305,0.016743766,100,-97.43885
42.8,1,12.811415,1.1900713,58.33957634464347,58.33957634464347,100,0.01,3.4030192,-97.46686404363682,1.951578e-05,0.0012346496,-106.626114,84.02857565860185,-97.46686404363682,0.18818632,83.8078121997838,-97.46686404363682,0.121239685,0.98197645,0.034654792,100,-96.01484
41.28,1,11.165935,1.0844374,85.89233276239135,85.89233276239135,100,0.009999998,1.8005352,-98.1525418323296,8.368641e-06,0.002743987,-107.21287,92.21371629078853,-98.1525418323296,0.08689858,92.34895184254016,-98.1525418323296,0.27961528,1.019011,0.017669437,100,-97.407074
42.83,1,6.064155,1.0414796,33.662466607710805,33.662466607710805,100,0.01,1.6933076,-98.16374369484875,4.774425e-06,0.00432104,-107.29024,96.01724430794532,-98.16374369484875,0.046312112,95.48665255238976,-98.16374369484875,0.42557397,0.9848878,0.0171929,100,-97.77083
45.21,1,6.659585,1.049108,38.594404846991736,38.594404846991736,100,0.01,2.1604564,-97.51964977931638,5.031544e-06,0.0067829075,-106.82426,95.31906847703713,-97.51964977931638,0.050103154,95.25510636438602,-97.51964977931638,0.6768584,0.9978883,0.021650283,100,-97.07693
43.56,1,8.237961,1.0666288,42.09355801686315,42.09355801686315,100,0.01,2.8968396,-98.4677710731824,9.008261e-06,0.005035468,-107.58221,93.75332703513405,-98.4677710731824,0.09380443,91.8120390195538,-98.4677710731824,0.5138437,1.0204488,0.028387899,100,-97.9519
44.26,1,9.863466,1.1767433,54.268834927488236,54.268834927488236,100,0.01,1.8640664,-97.95853011255258,1.9864892e-05,0.0013504827,-106.92118,84.98030338241261,-97.95853011255258,0.17114146,83.5657527044335,-97.95853011255258,0.12534977,0.928185,0.020082919,100,-96.66167
44.03,1,7.0946636,1.0447949,43.97362344810245,43.97362344810245,100,0.010000002,1.5849456,-98.07705841073863,4.5522142e-06,0.0049722213,-107.33942,95.71256364543963,-98.07705841073863,0.04742351,95.68764350820132,-98.07705841073863,0.50749993,1.0206704,0.015528475,100,-97.66032
42.52,1,6.51023,1.0172606,35.575984705184,35.575984705184,100,0.010000002,1.4640108,-98.41010680343328,1.5827334e-06,0.00676248,-108.066345,98.30323200599996,-98.41010680343328,0.015613708,98.45726274239708,-98.41010680343328,0.67166877,0.99322844,0.01473992,100,-98.25085
41.04,1,7.1909857,1.055521,41.897296611402574,41.897296611402574,100,0.01,1.5108894,-98.5009332445758,5.4884304e-06,0.0022121384,-107.64436,94.73994257287264,-98.5009332445758,0.053359527,94.84649501419983,-98.5009332445758,0.21811938,0.98601145,0.015323244,100,-97.9591
43.64,1,10.176221,1.039648,77.99422954997972,77.99422954997972,100,0.010000002,3.008853,-97.79028535150627,6.741517e-06,0.0068211695,-106.91113,96.18639636747237,-97.79028535150627,0.0711853,93.74343829772728,-97.79028535150627,0.7009309,1.0275817,0.029280912,100,-97.36352
42.19,1,7.2405853,1.0473279,45.47394345324364,45.47394345324364,100,0.01,1.3093705,-97.78673756104138,3.2331352e-06,0.0057082344,-106.967285,95.48108312865234,-97.78673756104138,0.03265283,96.89846308807714,-97.78673756104138,0.57365435,1.0049593,0.013029089,100,-97.420944
44.81,1,6.464519,1.0185689,38.94205277500615,38.94205277500615,100,0.01,1.511334,-98.6159148216553,1.9942015e-06,0.0064291647,-107.72007,98.1769643771487,-98.6159148216553,0.019547129,98.06395625732146,-98.6159148216553,0.6365192,0.9900496,0.015265235,100,-98.44695
