AvgVanillaIw,Delta,J,IterType,ESSClassic,AvgEpLen,MinVanillaIw,BatchSize,AvgRet,AvgDiscRet,VanillaAvgRet,VarNormIw,Bound,EpsThisIter,ESSRenyi,VarJ,MaxNormIw,MaxVanillaIw,AvgNormIw,MinNormIw,VarVanillaIw,VarDiscRet,eRenyi2,VarRet
0.999181,0.5,-106.976,1,99.2899882996,17.32,0.699365,100,-107.054675272,-107.054675272,-107.054675272,7.22319e-07,-118.757,100,99.3453488121,2.3299,0.0113204,1.13112,0.01,0.00699939,0.00721135,6.11790978246,1.00659,6.11790978246
0.992172,0.5,-106.681,1,98.8533426323,18.91,0.587651,100,-106.80810565,-106.80810565,-106.80810565,1.17166e-06,-118.212,100,98.8796689351,3.58637,0.0116856,1.15941,0.01,0.00592287,0.0115339,11.6083828435,1.01133,11.6083828435
0.99713,0.5,-106.697,1,98.9839391411,19.09,0.483395,100,-106.813444152,-106.813444152,-106.813444152,1.03687e-06,-118.77,100,99.1999186402,2.30501,0.0120449,1.20103,0.01,0.00484787,0.0103092,6.67012993367,1.00807,6.67012993367
0.997351,0.5,-106.763,1,98.7178649438,17.15,0.561525,100,-106.893809581,-106.893809581,-106.893809581,1.31191e-06,-118.33,100,98.9098071139,2.73061,0.0114298,1.13995,0.01,0.00563017,0.0130497,7.73222884489,1.01102,7.73222884489
0.995096,0.5,-106.485,1,99.5781674269,18.13,0.738898,100,-106.528282779,-106.528282779,-106.528282779,4.27912e-07,-117.909,100,99.6240024664,2.61474,0.0110523,1.09981,0.01,0.00742539,0.00423726,7.26478965558,1.00377,7.26478965558
0.99892,0.5,-106.366,1,99.6041969013,17.1,0.855665,100,-106.411262127,-106.411262127,-106.411262127,4.01381e-07,-117.742,100,99.6015869083,2.1444,0.0112207,1.12086,0.01,0.00856591,0.00400514,4.87669010577,1.004,4.87669010577
0.998071,0.5,-106.855,1,99.6998155413,17.03,0.820814,100,-106.891987306,-106.891987306,-106.891987306,3.04143e-07,-118.258,100,99.6774619784,2.27922,0.01114,1.11185,0.01,0.008224,0.0030297,5.34982118386,1.00324,5.34982118386
0.989232,0.5,-106.82,1,98.1826348243,18.01,0.552965,100,-106.929296282,-106.929296282,-106.929296282,1.86975e-06,-118.554,100,98.5145671909,2.34125,0.0129544,1.28149,0.01,0.00558984,0.018297,6.38829261758,1.01508,6.38829261758
1.00317,0.5,-106.684,1,99.6375497055,17.34,0.835672,100,-106.732479233,-106.732479233,-106.732479233,3.67459e-07,-118.337,100,99.5921269036,2.12519,0.0110516,1.10866,0.01,0.00833034,0.0036979,4.94990490721,1.0041,4.94990490721
0.981885,0.5,-106.855,1,98.9252864242,17.55,0.597585,100,-106.939647544,-106.939647544,-106.939647544,1.09733e-06,-118.423,100,99.3037168955,2.25019,0.0122224,1.2001,0.01,0.0060861,0.0105794,5.48623090464,1.00701,5.48623090464
0.995143,0.5,-106.566,1,99.5898631279,17.9,0.826854,100,-106.616656769,-106.616656769,-106.616656769,4.16004e-07,-117.828,100,99.5953431035,2.10748,0.0129801,1.29171,0.01,0.00830889,0.00411973,4.16359141596,1.00406,4.16359141596
0.982505,0.5,-106.621,1,99.025222861,19.18,0.670948,100,-106.699676455,-106.699676455,-106.699676455,9.94299e-07,-118.774,100,99.3614582002,2.78284,0.0111613,1.0966,0.01,0.00682895,0.00959813,8.9385665076,1.00643,8.9385665076
1.0051,0.5,-106.574,1,99.447274693,16.83,0.859142,100,-106.621770108,-106.621770108,-106.621770108,5.61424e-07,-117.869,100,99.5690165768,2.05349,0.0133556,1.34237,0.01,0.00854783,0.00567164,4.21741240027,1.00433,4.21741240027
1.0018,0.5,-106.383,1,99.4724951094,18.59,0.814525,100,-106.430037187,-106.430037187,-106.430037187,5.35676e-07,-117.578,100,99.5740751072,2.38797,0.0124533,1.24758,0.01,0.00813059,0.00537609,5.6739115112,1.00428,5.6739115112
1.00095,0.5,-106.339,1,99.4871119873,17.25,0.710258,100,-106.390003195,-106.390003195,-106.390003195,5.20755e-07,-117.584,100,99.5658729827,2.1771,0.0115919,1.16029,0.01,0.00709585,0.00521744,4.87252942039,1.00436,4.87252942039
0.996923,0.5,-106.535,1,99.8636760294,17.84,0.869995,100,-106.556449192,-106.556449192,-106.556449192,1.3785e-07,-117.658,100,99.8432712322,1.9207,0.0107159,1.06829,0.01,0.00872681,0.00137003,3.77732090938,1.00157,3.77732090938
1.12489,0.5,-95.289,1,11.2642116646,17.16,0.00744711,100,-105.944249748,-105.944249748,-105.944249748,0.000795725,-112.996,100,41.2047052481,76.2747,0.268504,30.2038,0.01,6.62031e-05,10.0689,28.2874430259,2.42691,28.2874430259
0.997843,0.5,-106.692,1,99.6541587364,21.29,0.795062,100,-106.740874627,-106.740874627,-106.740874627,3.5056e-07,-118.295,100,99.5998248462,2.389,0.0114248,1.14001,0.01,0.0079678,0.00349049,5.96994445296,1.00402,5.96994445296
1.00032,0.5,-106.487,1,99.7591379666,19.49,0.861128,100,-106.515720544,-106.515720544,-106.515720544,2.43886e-07,-117.86,100,99.7439994445,2.64931,0.0115807,1.15844,0.01,0.00860854,0.00244042,6.75926815214,1.00257,6.75926815214
1.00425,0.5,-106.233,1,99.3853593145,19.52,0.673292,100,-106.290645155,-106.290645155,-106.290645155,6.24681e-07,-117.68,100,99.4893652652,2.45645,0.0110003,1.10471,0.01,0.00670442,0.00630003,6.19377394949,1.00513,6.19377394949
0.982304,0.5,-105.609,1,92.9709742941,22.4,0.683457,100,-106.095677722,-106.095677722,-106.095677722,7.63684e-06,-117.406,100,95.4089749135,5.18613,0.026265,2.58002,0.01,0.00695769,0.0736895,13.0407631427,1.04812,13.0407631427
1.00057,0.5,-105.558,1,98.5001468326,21.99,0.754544,100,-105.723422386,-105.723422386,-105.723422386,1.53809e-06,-117.105,100,98.4898264495,4.4499,0.0148011,1.48095,0.01,0.00754113,0.0153985,14.9726560575,1.01533,14.9726560575
0.990656,0.5,-106.715,1,99.7741137108,21.18,0.851996,100,-106.74369212,-106.74369212,-106.74369212,2.28637e-07,-118.037,100,99.7391608107,2.98312,0.0109192,1.08172,0.01,0.00860032,0.00224384,8.70513617031,1.00262,8.70513617031
1.00458,0.5,-103.675,1,80.9352329043,24.22,0.357965,100,-105.079423169,-105.079423169,-105.079423169,2.37935e-05,-115.676,100,88.0367763034,10.4113,0.040624,4.081,0.01,0.00356333,0.240119,39.2998489025,1.13589,39.2998489025
1.0068,0.5,-106.33,1,99.4020966542,21.39,0.745337,100,-106.420451271,-106.420451271,-106.420451271,6.0755e-07,-118.236,100,99.235159161,4.52403,0.0117031,1.17827,0.01,0.00740302,0.00615843,19.1824074041,1.00771,19.1824074041
1.01551,0.5,-105.629,1,98.2534761254,22.11,0.737437,100,-105.784991611,-105.784991611,-105.784991611,1.79556e-06,-116.822,100,98.5766645945,4.66725,0.0143012,1.4523,0.01,0.00726176,0.0185168,17.5888099218,1.01444,17.5888099218
1.00399,0.5,-106.065,1,98.2764041826,22.22,0.829836,100,-106.230768149,-106.230768149,-106.230768149,1.77152e-06,-117.747,100,98.5383480564,3.37032,0.0177544,1.78252,0.01,0.00826539,0.0178568,8.78905396954,1.01483,8.78905396954
0.990028,0.5,-104.378,1,97.2950550694,26.33,0.742978,100,-104.748839848,-104.748839848,-104.748839848,2.80824e-06,-116.07,100,96.8588955468,5.68028,0.0166446,1.64787,0.01,0.00750461,0.0275252,25.0278763081,1.03243,25.0278763081
1.02557,0.5,-104.327,1,97.364790063,29.2,0.417233,100,-104.786566667,-104.786566667,-104.786566667,2.73387e-06,-119.251,100,96.6196292485,7.582,0.0126201,1.29428,0.01,0.00406831,0.0287545,55.5411091115,1.03499,55.5411091115
0.977336,0.5,-104.152,1,91.8390197207,23.03,0.553158,100,-105.064136592,-105.064136592,-105.064136592,8.97592e-06,-115.979,100,91.9898121101,7.31296,0.0271136,2.64992,0.01,0.00565985,0.0857368,25.8145218401,1.08708,25.8145218401
1.01887,0.5,-102.938,1,83.528425219,28.05,0.215105,100,-104.375065164,-104.375065164,-104.375065164,1.99189e-05,-115.421,100,87.3079582701,9.00817,0.0252632,2.57398,0.01,0.00211121,0.206776,46.1913813026,1.14537,46.1913813026
0.9977,0.5,-104.054,1,92.7027852758,26.84,0.318825,100,-104.811898578,-104.811898578,-104.811898578,7.95115e-06,-116.458,100,93.5181397883,6.53504,0.016511,1.6473,0.01,0.0031956,0.0791461,32.8509167656,1.06931,32.8509167656
1.68886,0.5,-35.4401,1,4.21736298197,34.46,0.00479988,100,-102.11414056,-102.11414056,-102.11414056,0.00229409,-66.8708,100,12.9578246273,356.275,0.469529,79.2971,0.01,2.84208e-05,65.4334,261.757023198,7.71734,261.757023198
11.0794,0.5,-99.4053,,13.6371872558,34.46,0.0126108,200,-102.11414056,-99.4395551563,-102.11414056,0.000639686,-138.729,100,16.7869672135,19.6439,0.188041,208.339,0.01,1.13822e-05,785.238,133.030905698,11.914,261.757023198
1.74116,0.5,-45.3676,1,7.04407353556,35.28,0.000942153,200,-103.343255225,-103.343255225,-103.343255225,0.000688258,-72.5836,100,17.2819270762,407.435,0.333909,116.278,0.005,2.70553e-06,83.462,88.9023473163,11.5728,88.9023473163
1.0,0.5,-103.156,2,100.0,65.52,1.0,200,-103.155563669,-103.155563669,-103.155563669,3.50449e-18,-140.859,100,200.0,36.2403,0.01,1.0,0.01,0.01,,1326.62817231,1.0,1326.62817231
25.0873,0.5,-105.131,,13.9886965173,35.28,0.00860009,300,-103.343255225,-106.087065291,-103.343255225,0.000334102,-298.155,100,7.86050922513,243.108,0.211541,1061.4,0.005,1.71403e-06,8410.96,1654.59845283,38.1655,88.9023473163
1.4484,0.5,-52.6331,1,9.2149069528,30.09,0.00101355,300,-103.736510576,-103.736510576,-103.736510576,0.000351794,-76.9403,100,22.1822978419,466.69,0.289094,125.618,0.00333333,2.33257e-06,66.4219,33.9134798077,13.5243,33.9134798077
1.0,0.5,-108.212,2,100.0,66.68,1.0,300,-108.21172585,-108.21172585,-108.21172585,3.50449e-18,-148.903,100,300.0,38.8966,0.01,1.0,0.01,0.01,,1528.22600007,1.0,1528.22600007
1.0,0.5,-107.68,2,200.000000102,80.33,1.0,300,-107.148249465,-107.148249465,-107.148249465,2.1793e-19,-136.453,100,300.0,38.3467,0.005,1.0,0.005,0.005,,1441.84606382,1.0,1441.84606382
23.2707,0.5,-109.234,,21.9585636032,30.09,0.00796067,400,-103.736510576,-104.102077565,-103.736510576,0.000141161,-256.745,100,10.4440412771,92.2624,0.141327,986.632,0.00333333,1.1403e-06,6879.78,2020.97215516,38.2994,33.9134798077
1.37248,0.5,-56.1745,1,11.4889312184,35.52,0.000381329,400,-103.459904778,-103.459904778,-103.459904778,0.000211881,-78.4992,100,27.6824742774,497.082,0.25727,141.239,0.0025,6.946e-07,63.859,69.2723653956,14.4496,69.2723653956
1.0,0.5,-107.989,2,100.0,62.65,1.0,400,-107.989313502,-107.989313502,-107.989313502,3.50449e-18,-142.434,100,400.0,34.2417,0.01,1.0,0.01,0.01,,1184.33772865,1.0,1184.33772865
1.0,0.5,-107.648,2,200.000000102,74.24,1.0,400,-107.3060339,-107.3060339,-107.3060339,2.1793e-19,-136.793,100,400.0,40.7148,0.005,1.0,0.005,0.005,,2164.31272436,1.0,2164.31272436
1.0,0.5,-107.141,2,299.999969474,83.26,1.0,400,-106.126590033,-106.126590033,-106.126590033,5.43914e-20,-135.574,100,400.0,46.0302,0.00333333,1.0,0.00333333,0.00333333,,3070.0933819,1.0,3070.0933819
50.0495,0.5,-104.358,,18.5901964632,35.52,0.00708021,500,-103.459904778,-101.763936861,-103.459904778,0.000128551,-357.287,100,4.73895917456,37.7761,0.13099,2622.41,0.0025,3.5366e-07,51522.3,379.180683463,105.508,69.2723653956
1.41979,0.5,-59.9545,1,13.4571151967,31.42,0.00012771,500,-103.843076927,-103.843076927,-103.843076927,0.00014491,-82.1763,100,27.9396213255,533.329,0.237927,168.903,0.002,1.79901e-07,73.0275,39.7461851671,17.8957,39.7461851671
1.0,0.5,-101.471,2,100.0,90.21,1.0,500,-101.470897589,-101.470897589,-101.470897589,3.50449e-18,-137.796,100,500.0,42.9361,0.01,1.0,0.01,0.01,,1862.13120794,1.0,1862.13120794
1.0,0.5,-102.836,2,200.000000102,86.53,1.0,500,-104.201167474,-104.201167474,-104.201167474,2.1793e-19,-134.477,100,500.0,50.7725,0.005,1.0,0.005,0.005,,3341.88069296,1.0,3341.88069296
1.0,0.5,-101.57,2,299.999969474,78.89,1.0,500,-99.0382311325,-99.0382311325,-99.0382311325,5.43914e-20,-127.405,100,500.0,45.9971,0.00333333,1.0,0.00333333,0.00333333,,1193.83606541,1.0,1193.83606541
1.0,0.5,-104.776,2,400.0,76.15,1.0,500,-114.392823246,-114.392823246,-114.392823246,5.4346e-20,-128.817,100,500.0,49.867,0.0025,1.0,0.0025,0.0025,,3511.43843608,1.0,3511.43843608
0.994524,0.5,-100.343,1,440.892116127,62.08,0.139043,500,-104.363724568,-104.363724568,-104.363724568,5.37331e-07,-123.292,100,438.977910776,26.3535,0.00492045,2.44675,0.002,0.000279618,0.132866,1123.09722445,1.13901,1123.09722445
1.0,0.5,-102.393,2,100.0,57.56,1.0,500,-102.392691996,-102.392691996,-102.392691996,3.50449e-18,-139.142,100,500.0,29.6907,0.01,1.0,0.01,0.01,,890.440335597,1.0,890.440335597
1.0,0.5,-102.192,2,200.000000102,57.72,1.0,500,-101.9912161,-101.9912161,-101.9912161,2.1793e-19,-128.178,100,500.0,24.6505,0.005,1.0,0.005,0.005,,337.046443699,1.0,337.046443699
1.0,0.5,-100.973,2,299.999969474,67.26,1.0,500,-98.5338068508,-98.5338068508,-98.5338068508,5.43914e-20,-122.19,100,500.0,24.4677,0.00333333,1.0,0.00333333,0.00333333,,577.564154986,1.0,577.564154986
1.0,0.5,-100.203,2,400.0,71.44,1.0,500,-97.8937465378,-97.8937465378,-97.8937465378,5.4346e-20,-118.578,100,500.0,24.4559,0.0025,1.0,0.0025,0.0025,,595.202776467,1.0,595.202776467
0.995177,0.5,-100.267,1,469.420123793,63.29,0.152667,500,-107.539871507,-107.539871507,-107.539871507,2.61097e-07,-119.332,100,473.228427301,18.188,0.00528594,2.63022,0.002,0.000306814,0.0646461,1753.89396882,1.05657,1753.89396882
1.0,0.5,-100.093,2,100.0,64.94,1.0,500,-100.092834105,-100.092834105,-100.092834105,3.50449e-18,-111.553,100,500.0,13.6528,0.01,1.0,0.01,0.01,,188.282484127,1.0,188.282484127
1.0,0.5,-100.212,2,200.000000102,63.0,1.0,500,-100.3306786,-100.3306786,-100.3306786,2.1793e-19,-124.618,100,500.0,22.7637,0.005,1.0,0.005,0.005,,858.526932958,1.0,858.526932958
1.0,0.5,-99.9263,2,299.999969474,55.95,1.0,500,-99.3553232155,-99.3553232155,-99.3553232155,5.43914e-20,-119.854,100,500.0,19.97,0.00333333,1.0,0.00333333,0.00333333,,161.159419183,1.0,161.159419183
1.0,0.5,-99.8353,2,400.0,61.27,1.0,500,-99.5624979379,-99.5624979379,-99.5624979379,5.4346e-20,-117.093,100,500.0,18.4979,0.0025,1.0,0.0025,0.0025,,173.921289479,1.0,173.921289479
0.986576,0.5,-100.019,1,480.150435028,62.62,0.170978,500,-103.747202724,-103.747202724,-103.747202724,1.6569e-07,-115.749,100,481.48964901,16.1955,0.00278041,1.37154,0.002,0.000346609,0.0403178,572.985800097,1.03844,572.985800097
1.0,0.5,-98.8498,2,100.0,63.84,1.0,500,-98.8497864714,-98.8497864714,-98.8497864714,3.50449e-18,-110.946,100,500.0,13.8097,0.01,1.0,0.01,0.01,,192.633769059,1.0,192.633769059
1.0,0.5,-98.432,2,200.000000102,55.84,1.0,500,-98.0142668951,-98.0142668951,-98.0142668951,2.1793e-19,-106.986,100,500.0,13.7777,0.005,1.0,0.005,0.005,,190.49660969,1.0,190.49660969
1.0,0.5,-99.0692,2,299.999969474,74.0,1.0,500,-100.343422359,-100.343422359,-100.343422359,5.43914e-20,-109.878,100,500.0,15.8554,0.00333333,1.0,0.00333333,0.00333333,,375.858387704,1.0,375.858387704
1.0,0.5,-100.006,2,400.0,62.79,1.0,500,-102.817632001,-102.817632001,-102.817632001,5.4346e-20,-120.168,100,500.0,22.6538,0.0025,1.0,0.0025,0.0025,,1301.06855458,1.0,1301.06855458
1.00445,0.5,-99.2274,1,466.200235609,51.41,0.277655,500,-100.817419398,-100.817419398,-100.817419398,2.90584e-07,-117.743,100,474.291080084,20.4406,0.00615703,3.09222,0.002,0.000552848,0.0732944,124.823533658,1.0542,124.823533658
1.0,0.5,-99.6187,2,100.0,61.71,1.0,500,-99.6186896267,-99.6186896267,-99.6186896267,3.50449e-18,-114.049,100,500.0,18.1362,0.01,1.0,0.01,0.01,,332.242798056,1.0,332.242798056
1.0,0.5,-99.6491,2,200.000000102,54.15,1.0,500,-99.6795618808,-99.6795618808,-99.6795618808,2.1793e-19,-109.853,100,500.0,16.0346,0.005,1.0,0.005,0.005,,187.165280674,1.0,187.165280674
1.0,0.5,-99.515,2,299.999969474,55.26,1.0,500,-99.2468134087,-99.2468134087,-99.2468134087,5.43914e-20,-110.219,100,500.0,15.4014,0.00333333,1.0,0.00333333,0.00333333,,199.282476059,1.0,199.282476059
1.0,0.5,-99.7791,2,400.0,65.78,1.0,500,-100.571280564,-100.571280564,-100.571280564,5.4346e-20,-110.479,100,500.0,15.7221,0.0025,1.0,0.0025,0.0025,,279.073147346,1.0,279.073147346
0.994234,0.5,-70.9607,1,42.5698120201,68.86,4.367e-09,500,-96.5909548672,-96.5909548672,-96.5909548672,4.30678e-05,-99.3914,100,56.6586393921,243.22,0.0671631,33.3879,0.002,8.78465e-12,10.6431,340.244329856,8.82478,340.244329856
1.0,0.5,-90.789,2,100.0,220.57,1.0,500,-90.7890535827,-90.7890535827,-90.7890535827,3.50449e-18,-117.323,100,500.0,52.2756,0.01,1.0,0.01,0.01,,2760.33668026,1.0,2760.33668026
1.0,0.5,-86.2389,2,200.000000102,194.9,1.0,500,-81.6888131584,-81.6888131584,-81.6888131584,2.1793e-19,-105.001,100,500.0,47.348,0.005,1.0,0.005,0.005,,1726.80232235,1.0,1726.80232235
1.0,0.5,-85.0794,2,299.999969474,242.19,1.0,500,-82.7601965088,-82.7601965088,-82.7601965088,5.43914e-20,-100.399,100,500.0,48.2034,0.00333333,1.0,0.00333333,0.00333333,,2504.00483557,1.0,2504.00483557
1.0,0.5,-84.9216,2,400.0,197.22,1.0,500,-84.4485189203,-84.4485189203,-84.4485189203,5.4346e-20,-98.3113,100,500.0,47.9516,0.0025,1.0,0.0025,0.0025,,2248.89757017,1.0,2248.89757017
1.02903,0.5,15.9106,1,11.3989474966,188.5,,500,-85.2046809599,-85.2046809599,-85.2046809599,0.000171798,-52.5638,100,15.2947249815,640.305,0.237391,122.141,0.002,,45.4793,1339.03600063,32.691,1339.03600063
1.0,0.5,-34.8356,2,100.0,422.0,1.0,500,-34.8355593398,-34.8355593398,-34.8355593398,3.50449e-18,-54.1943,100,500.0,70.1759,0.01,1.0,0.01,0.01,,4974.40744572,1.0,4974.40744572
1.0,0.5,-38.5665,2,200.000000102,356.23,1.0,500,-42.2974903468,-42.2974903468,-42.2974903468,2.1793e-19,-52.2552,100,500.0,71.1175,0.005,1.0,0.005,0.005,,5215.05002025,1.0,5215.05002025
1.0,0.5,-41.5899,2,299.999969474,375.26,1.0,500,-47.6367722869,-47.6367722869,-47.6367722869,5.43914e-20,-54.3152,100,500.0,71.5394,0.00333333,1.0,0.00333333,0.00333333,,5235.77483468,1.0,5235.77483468
1.0,0.5,-43.7424,2,400.0,382.71,1.0,500,-50.1997667902,-50.1997667902,-50.1997667902,5.4346e-20,-56.0228,100,500.0,71.3965,0.0025,1.0,0.0025,0.0025,,5030.87300781,1.0,5030.87300781
1.36529,0.5,48.6489,1,26.2571903841,410.25,1.29095e-28,500,-29.3552838772,-29.3552838772,-29.3552838772,7.23143e-05,1.38577,100,27.0045448819,248.864,0.0886659,60.5273,0.002,1.8911e-31,33.6987,4545.79786513,18.5154,4545.79786513
1.0,0.5,25.2527,2,100.0,491.82,1.0,500,25.2527449346,25.2527449346,25.2527449346,3.50449e-18,13.0652,100,500.0,50.211,0.01,1.0,0.01,0.01,,2546.60681624,1.0,2546.60681624
