AvgDiscRet,J,Bound,ESSClassic,AvgRet,eRenyi2,MinVanillaIw,VarVanillaIw,VarNormIw,VarJ,AvgNormIw,VanillaAvgRet,AvgVanillaIw,AvgEpLen,MinNormIw,VarDiscRet,BatchSize,ESSRenyi,MaxNormIw,VarRet,MaxVanillaIw
4.956746124662459e-13,2606.0588,2158.82,26.550829962040023,4.956746124662459e-13,4.9711885,3.0073366e-23,4.733665,0.00027943036,129.6202,0.01,-2654.305220661724,1.3015534,200.0,2.310575e-25,5688470.842681565,100,20.115913747832444,0.054607473,5688470.842681565,7.107454
3.3217872896784686e-15,7.6221704,1.6307569,71.36707755001581,3.3217872896784686e-15,1.4145778,0.0036640204,0.4160792,4.052584e-05,7.8428135,0.010000003,-14.940993958334015,1.0132625,200.0,3.616062e-05,3587.638732604735,100,70.6924688397997,0.018241651,3587.638732604735,1.8483582
4.263256414560601e-16,5.811676,2.6571794,1.1042648371429455,4.263256414560601e-16,22.845467,,10.073243,0.009046264,2.0533848,0.010000002,-8.931212974031823,0.33369532,200.0,,61.57962116389068,100,4.377236048211311,0.9512505,61.57962116389068,31.742785
3.375077994860476e-16,6.458809,3.3735242,5.13482254994543,3.375077994860476e-16,24.453167,,30.788507,0.0018661489,8.558855,0.01,-9.032782358990243,1.2844616,200.0,,55.034160518434774,100,4.089449851495675,0.26396698,55.034160518434774,33.90555
7.105427357601002e-17,7.0774655,3.7260594,5.300241986711672,7.105427357601002e-17,26.85678,,25.802937,0.0018047537,3.3909564,0.01,-7.840830831312773,1.1957093,200.0,,59.12581592320446,100,3.72345468655045,0.31750745,59.12581592320446,37.964664
1.5720758028692217e-15,6.5342817,4.0074935,5.510711791946029,1.5720758028692217e-15,16.730423,,13.968934,0.0017319674,4.710057,0.01,-7.8909654530103115,0.89807326,200.0,,53.95202337820573,100,5.977135196019864,0.24189982,53.95202337820573,21.724377
-1.8918200339612667e-15,1.8954383,0.4807979,20.15080213965692,-1.8918200339612667e-15,5.979731,,6.85206,0.00040026076,12.68382,0.01,-8.559316504637014,1.3083955,200.0,,47.3137462044107,100,16.723160057430363,0.06319676,47.3137462044107,8.268637
1.5987211554602254e-16,1.740536,0.79640204,43.535699444455396,1.5987211554602254e-16,2.394025,0.3861901,1.6138325,0.00013100664,8.316854,0.009999999,-7.458508038226097,1.1098967,200.0,0.003479514,52.63994941650922,100,41.77065667695985,0.095352694,52.63994941650922,10.583163
-1.438849039914203e-15,0.05105439,-0.6105294,95.3233058580617,-1.438849039914203e-15,1.068567,0.85988295,0.049731087,4.9557225e-06,7.734659,0.009999998,-8.207964472920947,1.0017527,200.0,0.008583785,57.908836930420165,100,93.58327225425852,0.019973245,57.908836930420165,2.0008252
2.2382096176443156e-15,2.2659302,0.9424827,24.853880664475565,2.2382096176443156e-15,4.554985,,7.398042,0.0003054057,12.582801,0.009999999,-8.187870946314703,1.556395,200.0,,54.36300395835877,100,21.953968889387653,0.040939827,54.36300395835877,6.371855
-6.217248937900876e-16,0.29783633,-0.33806106,85.0578643009724,-6.217248937900876e-16,1.1074566,0.044387616,0.22235698,1.7744456e-05,7.543625,0.010000002,-8.158119454894695,1.1194224,200.0,0.00039652246,51.62075247045538,100,90.29699508687764,0.011829235,51.62075247045538,1.3241911
4.618527782440651e-16,0.1210134,-0.4814605,96.45060605253244,4.618527782440651e-16,1.0370586,0.06758944,0.0468299,3.717137e-06,7.1806817,0.010000003,-8.822025670624042,1.122425,200.0,0.0006021734,49.4823283648112,100,96.42656720322759,0.010391578,49.4823283648112,1.1663766
