AvgRet,MaxNormIw,EpsThisIter,J,Bound,ESSClassic,IterType,VanillaAvgRet,MinNormIw,VarDiscRet,VarNormIw,MinVanillaIw,VarJ,VarRet,AvgDiscRet,VarVanillaIw,MaxVanillaIw,BatchSize,ESSRenyi,AvgEpLen,AvgNormIw,eRenyi2,Delta,AvgVanillaIw
-101.263463944,0.01,100,-101.263,-110.743,100.0,2,-101.263463944,0.01,312.564917838,3.50449e-18,1.0,17.5909,312.564917838,-101.263463944,,1.0,200,200.0,48.39,0.01,1.0,0.6,1.0
-104.691570556,0.38056,100,-102.407,-139.075,5.03137819018,,-104.691570556,1.54673e-05,841.170673444,0.000973632,0.0415183,19.6647,21.6036964438,-97.9585024487,7015.31,1021.52,300,10.160204033,30.32,0.005,29.527,0.6,13.4213
-104.833060471,0.152286,100,-78.158,-92.0108,31.3972932856,1,-104.833060471,5.66341e-08,24.492691581,9.5373e-05,1.68557e-05,360.319,24.492691581,-104.833060471,8.44817,45.324,300,45.8067775575,31.08,0.00333333,6.54925,0.6,0.992082
-101.632021622,0.01,100,-101.632,-111.503,100.0,2,-101.632021622,0.01,313.963332137,3.50449e-18,1.0,17.6302,313.963332137,-101.632021622,,1.0,300,300.0,47.41,0.01,1.0,0.6,1.0
-101.083572253,0.005,100,-101.358,-108.337,200.000000102,2,-101.083572253,0.005,346.62444651,2.1793e-19,1.0,18.085,346.62444651,-101.083572253,,1.0,300,300.0,47.93,0.005,1.0,0.6,1.0
-104.833060471,0.48799,100,-105.788,-inf,3.0125258705,,-104.833060471,1.8148e-07,62.8433839407,0.00109904,0.0220634,24.5174,24.492691581,-103.564920627,1.62443e+07,59327.2,400,nan,31.08,0.00333333,nan,0.6,405.249
-105.605637205,0.912133,100,43.6069,-13.1257,1.20108621872,1,-105.605637205,1.84212e-37,15.3937324449,0.0020804,1.30338e-34,266.561,15.3937324449,-105.605637205,1041.48,645.372,400,2.87285251688,26.87,0.0025,139.234,0.6,1.76886
-99.5636768429,0.01,100,-99.5637,-108.78,100.0,2,-99.5636768429,0.01,363.640383281,3.50449e-18,1.0,18.9738,363.640383281,-99.5636768429,,1.0,400,400.0,63.72,0.01,1.0,0.6,1.0
-102.352804211,0.005,100,-100.958,-107.744,200.000000102,2,-102.352804211,0.005,25.7926799699,2.1793e-19,1.0,13.954,25.7926799699,-102.352804211,,1.0,400,400.0,50.92,0.005,1.0,0.6,1.0
-100.7780048,0.00333333,100,-100.898,-106.439,299.999969474,2,-100.7780048,0.00333333,125.611145434,5.43914e-20,1.0,13.087,125.611145434,-100.7780048,,1.0,400,400.0,64.54,0.00333333,1.0,0.6,1.0
-105.605637205,0.754297,100,-102.287,-inf,,,-105.605637205,1.52336e-37,606.345368698,0.00157099,0.00154949,10.5638,15.3937324449,-98.744120273,inf,7.67237e+33,500,18629231095.1,26.87,0.0025,2.68395e-08,0.6,2.54289e+31
-105.604875144,0.707038,100,10.8831,-29.7221,1.96610243398,1,-105.604875144,,13.2978074241,0.00101527,,776.175,13.2978074241,-105.604875144,714.321,593.06,500,5.60809771795,28.39,0.002,89.1568,0.6,1.67759
-97.3984304384,0.01,100,-97.3984,-106.72,100.0,2,-97.3984304384,0.01,628.566501245,3.50449e-18,1.0,24.9456,628.566501245,-97.3984304384,,1.0,500,500.0,67.47,0.01,1.0,0.6,1.0
-100.522246941,0.005,100,-98.9603,-105.945,200.000000102,2,-100.522246941,0.005,497.470981005,2.1793e-19,1.0,23.6607,497.470981005,-100.522246941,,1.0,500,500.0,61.01,0.005,1.0,0.6,1.0
-97.8333557208,0.00333333,100,-98.5847,-104.288,299.999969474,2,-97.8333557208,0.00333333,761.500218139,5.43914e-20,1.0,24.9959,761.500218139,-97.8333557208,,1.0,500,500.0,61.66,0.00333333,1.0,0.6,1.0
-98.2419676822,0.0025,100,-98.499,-103.501,400.0,2,-98.2419676822,0.0025,575.927199352,5.4346e-20,1.0,24.7217,575.927199352,-98.2419676822,,1.0,500,500.0,61.09,0.0025,1.0,0.6,1.0
-98.3104717093,0.258496,100,54.5003,12.0531,5.37043422043,1,-98.3104717093,,632.99881173,0.000369148,,73.7251,632.99881173,-98.3104717093,65.6404,109.003,500,5.55427580756,63.82,0.002,90.0207,0.6,0.843365
-72.1469133825,0.01,100,-72.1469,-81.8133,100.0,2,-72.1469133825,0.01,4011.45965384,3.50449e-18,1.0,63.0186,4011.45965384,-72.1469133825,,1.0,500,500.0,149.1,0.01,1.0,0.6,1.0
-62.1414095229,0.005,100,-67.1442,-74.0096,200.000000102,2,-62.1414095229,0.005,5188.4907051,2.1793e-19,1.0,67.6683,5188.4907051,-62.1414095229,,1.0,500,500.0,182.81,0.005,1.0,0.6,1.0
-63.2086206764,0.00333333,100,-65.8323,-71.5347,299.999969474,2,-63.2086206764,0.00333333,5049.92481749,5.43914e-20,1.0,68.7211,5049.92481749,-63.2086206764,,1.0,500,500.0,171.5,0.00333333,1.0,0.6,1.0
-76.5524406064,0.0025,100,-68.5123,-73.4508,400.0,2,-76.5524406064,0.0025,3669.50200238,5.4346e-20,1.0,66.8707,3669.50200238,-76.5524406064,,1.0,500,500.0,148.39,0.0025,1.0,0.6,1.0
-63.5652570737,0.25631,100,53.6,22.3664,5.70804747159,1,-63.5652570737,,4983.26773222,0.000347077,,75.5396,4983.26773222,-63.5652570737,9.38212,42.1408,500,10.4456345572,183.31,0.002,47.8669,0.6,0.328827
-45.3152425512,0.01,100,-45.3152,-55.2263,100.0,2,-45.3152425512,0.01,6540.01345024,3.50449e-18,1.0,80.465,6540.01345024,-45.3152425512,,1.0,500,500.0,223.84,0.01,1.0,0.6,1.0
-69.8296582077,0.005,100,-57.5724,-64.683,200.000000102,2,-69.8296582077,0.005,4775.38169771,2.1793e-19,1.0,75.8377,4775.38169771,-69.8296582077,,1.0,500,500.0,160.76,0.005,1.0,0.6,1.0
-63.4042787231,0.00333333,100,-59.5164,-65.3221,299.999969474,2,-63.4042787231,0.00333333,5110.5027456,5.43914e-20,1.0,74.3523,5110.5027456,-63.4042787231,,1.0,500,500.0,167.08,0.00333333,1.0,0.6,1.0
-60.342186047,0.0025,100,-59.7228,-64.7508,400.0,2,-60.342186047,0.0025,5447.64419625,5.4346e-20,1.0,74.1257,5447.64419625,-60.342186047,,1.0,500,500.0,179.38,0.0025,1.0,0.6,1.0
-60.9183915644,0.260892,100,32.3581,-6.92709,7.62632799597,1,-60.9183915644,,5561.65890491,0.000258767,,340.876,5561.65890491,-60.9183915644,29.7822,88.5086,500,6.55205502543,180.13,0.002,76.3119,0.6,0.678507
-49.4677541322,0.01,100,-49.4678,-59.4611,100.0,2,-49.4677541322,0.01,6234.88225896,3.50449e-18,1.0,78.5655,6234.88225896,-49.4677541322,,1.0,500,500.0,205.05,0.01,1.0,0.6,1.0
-52.0310052061,0.005,100,-50.7494,-57.8157,200.000000102,2,-52.0310052061,0.005,5932.13297615,2.1793e-19,1.0,77.6165,5932.13297615,-52.0310052061,,1.0,500,500.0,194.13,0.005,1.0,0.6,1.0
-45.2289001338,0.00333333,100,-48.9092,-54.6789,299.999969474,2,-45.2289001338,0.00333333,6521.89288123,5.43914e-20,1.0,78.5825,6521.89288123,-45.2289001338,,1.0,500,500.0,221.71,0.00333333,1.0,0.6,1.0
-57.6901570801,0.0025,100,-51.1045,-56.1011,400.0,2,-57.6901570801,0.0025,5733.99527971,5.4346e-20,1.0,77.8783,5733.99527971,-57.6901570801,,1.0,500,500.0,188.55,0.0025,1.0,0.6,1.0
-46.251015285,0.0554628,100,-23.5123,-38.8026,45.1242144345,1,-46.251015285,3.17955e-27,6335.51859172,4.04029e-05,1.57802e-24,272.663,6335.51859172,-46.251015285,9.95195,27.5264,500,44.3061305099,217.4,0.002,11.2851,0.6,0.992608
-58.3279318156,0.01,100,-58.3279,-68.3082,100.0,2,-58.3279318156,0.01,5717.24606275,3.50449e-18,1.0,75.2335,5717.24606275,-58.3279318156,,1.0,500,500.0,187.17,0.01,1.0,0.6,1.0
-31.0281524938,0.005,100,-44.678,-51.7352,200.000000102,2,-31.0281524938,0.005,7024.41967512,2.1793e-19,1.0,80.5819,7024.41967512,-31.0281524938,,1.0,500,500.0,257.33,0.005,1.0,0.6,1.0
-54.4110416714,0.00333333,100,-47.9224,-53.6845,299.999969474,2,-54.4110416714,0.00333333,5763.3445929,5.43914e-20,1.0,79.0691,5763.3445929,-54.4110416714,,1.0,500,500.0,194.11,0.00333333,1.0,0.6,1.0
-52.4473530013,0.0025,100,-49.0536,-54.0438,400.0,2,-52.4473530013,0.0025,5976.01691361,5.4346e-20,1.0,78.5611,5976.01691361,-52.4473530013,,1.0,500,500.0,197.43,0.0025,1.0,0.6,1.0
-53.4202304194,0.337278,100,1.35138,-25.2888,8.22099479774,1,-53.4202304194,6.22633e-20,6034.1783738,0.000239759,4.20088e-17,502.234,6034.1783738,-53.4202304194,109.142,227.56,500,14.0348743155,202.42,0.002,35.6255,0.6,1.34939
-54.617286533,0.01,100,-54.6173,-64.7994,100.0,2,-54.617286533,0.01,5939.818491,3.50449e-18,1.0,76.6839,5939.818491,-54.617286533,,1.0,500,500.0,190.08,0.01,1.0,0.6,1.0
-57.5791582998,0.005,100,-56.0982,-63.2981,200.000000102,2,-57.5791582998,0.005,5753.23862134,2.1793e-19,1.0,76.0937,5753.23862134,-57.5791582998,,1.0,500,500.0,183.43,0.005,1.0,0.6,1.0
-60.464089615,0.00333333,100,-57.5535,-63.4321,299.999969474,2,-60.464089615,0.00333333,5458.68514569,5.43914e-20,1.0,75.2713,5458.68514569,-60.464089615,,1.0,500,500.0,191.21,0.00333333,1.0,0.6,1.0
-52.3105679404,0.0025,100,-56.2428,-61.3338,400.0,2,-52.3105679404,0.0025,6230.92669116,5.4346e-20,1.0,76.1357,6230.92669116,-52.3105679404,,1.0,500,500.0,208.63,0.0025,1.0,0.6,1.0
-47.1493696213,0.0185759,100,-46.8099,-53.3656,277.359351041,1,-47.1493696213,9.25868e-06,6343.88334728,3.2173e-06,0.00464632,111.721,6343.88334728,-47.1493696213,0.810234,9.32203,500,241.23104728,217.5,0.002,2.0727,0.6,1.00367
-53.9234928357,0.01,100,-53.9235,-63.974,100.0,2,-53.9234928357,0.01,5999.43495131,3.50449e-18,1.0,77.0678,5999.43495131,-53.9234928357,,1.0,500,500.0,207.86,0.01,1.0,0.6,1.0
-47.6289269809,0.005,100,-50.7762,-57.883,200.000000102,2,-47.6289269809,0.005,6207.17258498,2.1793e-19,1.0,77.7957,6207.17258498,-47.6289269809,,1.0,500,500.0,219.46,0.005,1.0,0.6,1.0
-56.4336503606,0.00333333,100,-52.662,-58.4647,299.999969474,2,-56.4336503606,0.00333333,5722.44893057,5.43914e-20,1.0,77.0085,5722.44893057,-56.4336503606,,1.0,500,500.0,190.63,0.00333333,1.0,0.6,1.0
-62.8548391573,0.0025,100,-55.2102,-60.2355,400.0,2,-62.8548391573,0.0025,5163.1602509,5.4346e-20,1.0,75.7964,5163.1602509,-62.8548391573,,1.0,500,500.0,173.48,0.0025,1.0,0.6,1.0
-62.7673537689,0.554834,100,40.9928,-8.75277,3.02553110197,1,-62.7673537689,,5444.11997867,0.000658358,,290.794,5444.11997867,-62.7673537689,362.523,411.718,500,4.08193162266,175.43,0.002,122.491,0.6,1.48411
-54.1254351803,0.01,100,-54.1254,-63.8794,100.0,2,-54.1254351803,0.01,5770.17141438,3.50449e-18,1.0,75.5809,5770.17141438,-54.1254351803,,1.0,500,500.0,194.56,0.01,1.0,0.6,1.0
-57.170910557,0.005,100,-55.6482,-62.5497,200.000000102,2,-57.170910557,0.005,5591.83270366,2.1793e-19,1.0,75.0101,5591.83270366,-57.170910557,,1.0,500,500.0,205.48,0.005,1.0,0.6,1.0
-51.020092277,0.00333333,100,-54.1055,-59.8701,299.999969474,2,-51.020092277,0.00333333,5801.46149047,5.43914e-20,1.0,75.3011,5801.46149047,-51.020092277,,1.0,500,500.0,205.15,0.00333333,1.0,0.6,1.0
-57.3265389942,0.0025,100,-54.9107,-59.903,400.0,2,-57.3265389942,0.0025,5612.18445315,5.4346e-20,1.0,75.1242,5612.18445315,-57.3265389942,,1.0,500,500.0,187.61,0.0025,1.0,0.6,1.0
-48.4294260453,0.319041,100,52.878,16.9267,5.35847045533,1,-48.4294260453,,6202.02093185,0.000369981,,103.582,6202.02093185,-48.4294260453,74.1361,142.814,500,7.71316480087,218.26,0.002,64.8242,0.6,0.895273
-51.2099896774,0.01,100,-51.21,-60.8347,100.0,2,-51.2099896774,0.01,6028.09800552,3.50449e-18,1.0,77.2516,6028.09800552,-51.2099896774,,1.0,500,500.0,202.34,0.01,1.0,0.6,1.0
-47.7162875804,0.005,100,-49.4631,-56.5117,200.000000102,2,-47.7162875804,0.005,6265.96462686,2.1793e-19,1.0,78.0296,6265.96462686,-47.7162875804,,1.0,500,500.0,218.93,0.005,1.0,0.6,1.0
-41.755724298,0.00333333,100,-46.894,-52.6533,299.999969474,2,-41.755724298,0.00333333,6650.52101323,5.43914e-20,1.0,79.1641,6650.52101323,-41.755724298,,1.0,500,500.0,231.83,0.00333333,1.0,0.6,1.0
-46.9469095464,0.0025,100,-46.9072,-51.9186,400.0,2,-46.9469095464,0.0025,6243.20015888,5.4346e-20,1.0,79.0279,6243.20015888,-46.9469095464,,1.0,500,500.0,218.77,0.0025,1.0,0.6,1.0
-44.2267980908,0.0405976,100,-25.5445,-33.9386,125.365407416,1,-44.2267980908,1.04275e-06,6407.82090039,1.19773e-05,0.000501484,165.285,6407.82090039,-44.2267980908,2.77022,19.5244,500,142.566010349,227.94,0.002,3.50715,0.6,0.96185
-56.5086801127,0.01,100,-56.5087,-66.3778,100.0,2,-56.5086801127,0.01,5953.18098851,3.50449e-18,1.0,76.7701,5953.18098851,-56.5086801127,,1.0,500,500.0,196.45,0.01,1.0,0.6,1.0
-39.127224524,0.005,100,-47.818,-54.7965,200.000000102,2,-39.127224524,0.005,6743.32767238,2.1793e-19,1.0,79.7515,6743.32767238,-39.127224524,,1.0,500,500.0,236.37,0.005,1.0,0.6,1.0
-66.3685921213,0.00333333,100,-54.0015,-59.6994,299.999969474,2,-66.3685921213,0.00333333,5008.78070298,5.43914e-20,1.0,77.263,5008.78070298,-66.3685921213,,1.0,500,500.0,160.72,0.00333333,1.0,0.6,1.0
-59.703759798,0.0025,100,-55.4271,-60.3616,400.0,2,-59.703759798,0.0025,5602.45986827,5.4346e-20,1.0,76.6152,5602.45986827,-59.703759798,,1.0,500,500.0,179.61,0.0025,1.0,0.6,1.0
-50.8668692343,0.635729,100,40.2158,5.10055,2.41774692367,1,-50.8668692343,1.22719e-10,5853.92389823,0.000824867,1.8041e-07,333.502,5853.92389823,-50.8668692343,1782.71,934.59,500,8.04655549202,208.31,0.002,62.1384,0.6,2.94021
-46.6101759062,0.01,100,-46.6102,-56.5289,100.0,2,-46.6101759062,0.01,6403.6203566,3.50449e-18,1.0,79.6215,6403.6203566,-46.6101759062,,1.0,500,500.0,228.04,0.01,1.0,0.6,1.0
-47.7869531384,0.005,100,-47.1986,-54.3397,200.000000102,2,-47.7869531384,0.005,6487.67096481,2.1793e-19,1.0,79.8845,6487.67096481,-47.7869531384,,1.0,500,500.0,217.59,0.005,1.0,0.6,1.0
-62.0035709933,0.00333333,100,-52.1336,-57.9643,299.999969474,2,-62.0035709933,0.00333333,5446.47195936,5.43914e-20,1.0,78.1051,5446.47195936,-62.0035709933,,1.0,500,500.0,179.23,0.00333333,1.0,0.6,1.0
-41.8714365625,0.0025,100,-49.568,-54.6176,400.0,2,-41.8714365625,0.0025,6378.54988822,5.4346e-20,1.0,78.5731,6378.54988822,-41.8714365625,,1.0,500,500.0,229.25,0.0025,1.0,0.6,1.0
-44.955778145,0.778507,100,46.5263,3.29324,1.64531780721,1,-44.955778145,9.11042e-19,6440.32113979,0.001214,1.22374e-15,366.575,6440.32113979,-44.955778145,2190.38,1045.71,500,5.45679010084,217.73,0.002,91.629,0.6,2.68646
-54.9948285784,0.01,100,-54.9948,-65.1192,100.0,2,-54.9948285784,0.01,5605.82709521,3.50449e-18,1.0,74.4968,5605.82709521,-54.9948285784,,1.0,500,500.0,196.31,0.01,1.0,0.6,1.0
-60.4313957373,0.005,100,-57.7131,-64.8721,200.000000102,2,-60.4313957373,0.005,5351.76940862,2.1793e-19,1.0,73.698,5351.76940862,-60.4313957373,,1.0,500,500.0,187.19,0.005,1.0,0.6,1.0
-57.5375151233,0.00333333,100,-57.6546,-63.4999,299.999969474,2,-57.5375151233,0.00333333,5576.45936473,5.43914e-20,1.0,73.8997,5576.45936473,-57.5375151233,,1.0,500,500.0,191.04,0.00333333,1.0,0.6,1.0
-54.4595217164,0.0025,100,-56.8558,-61.918,400.0,2,-54.4595217164,0.0025,6071.443366,5.4346e-20,1.0,74.8363,6071.443366,-54.4595217164,,1.0,500,500.0,205.58,0.0025,1.0,0.6,1.0
-58.8865211468,0.11398,100,-26.8015,-43.1485,39.8978217737,1,-58.8865211468,8.32127e-28,5604.59160257,4.62205e-05,4.97252e-25,309.369,5604.59160257,-58.8865211468,16.5047,68.1108,500,38.3583901369,188.71,0.002,13.035,0.6,1.19514
-55.4017091528,0.01,100,-55.4017,-65.3804,100.0,2,-55.4017091528,0.01,5744.58288481,3.50449e-18,1.0,75.4131,5744.58288481,-55.4017091528,,1.0,500,500.0,204.41,0.01,1.0,0.6,1.0
-57.0772089113,0.005,100,-56.2395,-63.3392,200.000000102,2,-57.0772089113,0.005,5621.6086996,2.1793e-19,1.0,75.0131,5621.6086996,-57.0772089113,,1.0,500,500.0,207.35,0.005,1.0,0.6,1.0
-60.7771636519,0.00333333,100,-57.752,-63.549,299.999969474,2,-60.7771636519,0.00333333,5483.99700176,5.43914e-20,1.0,74.603,5483.99700176,-60.7771636519,,1.0,500,500.0,186.08,0.00333333,1.0,0.6,1.0
-57.755756292,0.0025,100,-57.753,-62.7733,400.0,2,-57.755756292,0.0025,5509.51410247,5.4346e-20,1.0,74.4165,5509.51410247,-57.755756292,,1.0,500,500.0,190.33,0.0025,1.0,0.6,1.0
-58.660595886,0.273656,100,-8.30829,-30.8888,11.2260003462,1,-58.660595886,1.21613e-13,5689.29766267,0.000174507,7.93193e-11,486.261,5689.29766267,-58.660595886,74.2349,178.486,500,20.2502310696,190.43,0.002,24.6911,0.6,1.30445
-62.7631924999,0.01,100,-62.7632,-72.7893,100.0,2,-62.7631924999,0.01,5326.8765044,3.50449e-18,1.0,72.6196,5326.8765044,-62.7631924999,,1.0,500,500.0,181.29,0.01,1.0,0.6,1.0
-55.692372483,0.005,100,-59.2278,-66.3173,200.000000102,2,-55.692372483,0.005,5572.25909737,2.1793e-19,1.0,73.5362,5572.25909737,-55.692372483,,1.0,500,500.0,206.28,0.005,1.0,0.6,1.0
-50.4283942253,0.00333333,100,-56.2947,-62.0832,299.999969474,2,-50.4283942253,0.00333333,5918.91143008,5.43914e-20,1.0,74.6692,5918.91143008,-50.4283942253,,1.0,500,500.0,213.05,0.00333333,1.0,0.6,1.0
-52.1651164656,0.0025,100,-55.2623,-60.2753,400.0,2,-52.1651164656,0.0025,5782.75161233,5.4346e-20,1.0,74.9403,5782.75161233,-52.1651164656,,1.0,500,500.0,217.51,0.0025,1.0,0.6,1.0
-41.5233968355,0.588914,100,16.1001,-3.22771,2.8726790273,1,-41.5233968355,1.30811e-06,6213.60459751,0.000693601,0.00150379,558.53,6213.60459751,-41.5233968355,916.633,677.009,500,26.9092175238,243.87,0.002,18.581,0.6,2.29918
-60.842288795,0.01,100,-60.8423,-70.7163,100.0,2,-60.842288795,0.01,5576.21552242,3.50449e-18,1.0,74.2998,5576.21552242,-60.842288795,,1.0,500,500.0,184.77,0.01,1.0,0.6,1.0
-57.7095401103,0.005,100,-59.2759,-66.4056,200.000000102,2,-57.7095401103,0.005,5619.35172632,2.1793e-19,1.0,74.4598,5619.35172632,-57.7095401103,,1.0,500,500.0,188.95,0.005,1.0,0.6,1.0
-59.3120225907,0.00333333,100,-59.2879,-65.1093,299.999969474,2,-59.3120225907,0.00333333,5558.55203768,5.43914e-20,1.0,74.3673,5558.55203768,-59.3120225907,,1.0,500,500.0,181.47,0.00333333,1.0,0.6,1.0
-43.1145821106,0.0025,100,-55.2446,-60.2861,400.0,2,-43.1145821106,0.0025,6263.56990538,5.4346e-20,1.0,75.81,6263.56990538,-43.1145821106,,1.0,500,500.0,228.44,0.0025,1.0,0.6,1.0
-59.1454038957,0.0179261,100,-46.8963,-53.4653,269.197265268,1,-59.1454038957,7.03832e-06,5540.66155604,3.43637e-06,0.0033646,112.738,5540.66155604,-59.1454038957,0.785285,8.56937,500,235.603871757,188.16,0.002,2.12221,0.6,0.95608
-51.2329607426,0.01,100,-51.233,-61.2415,100.0,2,-51.2329607426,0.01,6102.27700697,3.50449e-18,1.0,77.7255,6102.27700697,-51.2329607426,,1.0,500,500.0,206.02,0.01,1.0,0.6,1.0
-58.1820011145,0.005,100,-54.7075,-61.7846,200.000000102,2,-58.1820011145,0.005,5541.02610711,2.1793e-19,1.0,75.9968,5541.02610711,-58.1820011145,,1.0,500,500.0,188.3,0.005,1.0,0.6,1.0
-57.7078412345,0.00333333,100,-55.7076,-61.6751,299.999969474,2,-57.7078412345,0.00333333,5838.24442099,5.43914e-20,1.0,76.0195,5838.24442099,-57.7078412345,,1.0,500,500.0,188.28,0.00333333,1.0,0.6,1.0
-38.5291279806,0.0025,100,-51.413,-56.581,400.0,2,-38.5291279806,0.0025,6658.25916678,5.4346e-20,1.0,77.7012,6658.25916678,-38.5291279806,,1.0,500,500.0,242.5,0.0025,1.0,0.6,1.0
-47.9547782732,0.350237,100,-13.6134,-33.2914,8.02294473795,1,-47.9547782732,4.60157e-05,5917.56418317,0.000245777,0.0288426,532.601,5917.56418317,-47.9547782732,96.5598,219.528,500,27.5897606019,231.14,0.002,18.1227,0.6,1.2536
-38.5975764911,0.01,100,-38.5976,-48.3878,100.0,2,-38.5975764911,0.01,6802.23573579,3.50449e-18,1.0,82.0623,6802.23573579,-38.5975764911,,1.0,500,500.0,234.09,0.01,1.0,0.6,1.0
-45.9537610774,0.005,100,-42.2757,-49.3185,200.000000102,2,-45.9537610774,0.005,6294.50131098,2.1793e-19,1.0,80.6003,6294.50131098,-45.9537610774,,1.0,500,500.0,222.75,0.005,1.0,0.6,1.0
-55.0405919943,0.00333333,100,-46.5306,-52.3457,299.999969474,2,-55.0405919943,0.00333333,5705.47621875,5.43914e-20,1.0,79.0567,5705.47621875,-55.0405919943,,1.0,500,500.0,201.69,0.00333333,1.0,0.6,1.0
-63.8794816592,0.0025,100,-50.8679,-55.9039,400.0,2,-63.8794816592,0.0025,4954.35725057,5.4346e-20,1.0,77.2665,4954.35725057,-63.8794816592,,1.0,500,500.0,181.46,0.0025,1.0,0.6,1.0
-61.3199289626,0.27498,100,32.5145,-4.17989,7.67202105428,1,-61.3199289626,4.11274e-19,5324.27137664,0.000257202,3.99404e-16,241.097,5324.27137664,-61.3199289626,242.57,267.044,500,7.53409807065,184.51,0.002,66.3649,0.6,1.94228
-54.5252938778,0.01,100,-54.5253,-64.5271,100.0,2,-54.5252938778,0.01,5778.8007342,3.50449e-18,1.0,75.6374,5778.8007342,-54.5252938778,,1.0,500,500.0,201.5,0.01,1.0,0.6,1.0
-52.6154963165,0.005,100,-53.5704,-60.6427,200.000000102,2,-52.6154963165,0.005,5929.9684375,2.1793e-19,1.0,76.1364,5929.9684375,-52.6154963165,,1.0,500,500.0,198.83,0.005,1.0,0.6,1.0
-59.2825830318,0.00333333,100,-55.4745,-61.249,299.999969474,2,-59.2825830318,0.00333333,5398.2022554,5.43914e-20,1.0,75.1875,5398.2022554,-59.2825830318,,1.0,500,500.0,193.71,0.00333333,1.0,0.6,1.0
-55.77161299,0.0025,100,-55.5487,-60.6818,400.0,2,-55.77161299,0.0025,5810.16049562,5.4346e-20,1.0,75.3518,5810.16049562,-55.77161299,,1.0,500,500.0,196.66,0.0025,1.0,0.6,1.0
-50.2505425045,0.49369,100,51.2301,0.832958,3.31829946248,1,-50.2505425045,5.17483e-28,6104.18937716,0.000599918,5.63643e-25,268.367,6104.18937716,-50.2505425045,711.718,537.728,500,4.14947217316,219.17,0.002,120.497,0.6,2.1784
-50.917462348,0.01,100,-50.9175,-60.809,100.0,2,-50.917462348,0.01,6123.93995138,3.50449e-18,1.0,77.8633,6123.93995138,-50.917462348,,1.0,500,500.0,206.61,0.01,1.0,0.6,1.0
-57.0369638044,0.005,100,-53.9772,-61.0318,200.000000102,2,-57.0369638044,0.005,5671.00111784,2.1793e-19,1.0,76.4713,5671.00111784,-57.0369638044,,1.0,500,500.0,191.2,0.005,1.0,0.6,1.0
-44.1414304441,0.00333333,100,-50.6986,-56.5127,299.999969474,2,-44.1414304441,0.00333333,6385.90449056,5.43914e-20,1.0,77.6365,6385.90449056,-44.1414304441,,1.0,500,500.0,228.59,0.00333333,1.0,0.6,1.0
-36.0347817506,0.0025,100,-47.0327,-52.0678,400.0,2,-36.0347817506,0.0025,6596.66395843,5.4346e-20,1.0,78.6992,6596.66395843,-36.0347817506,,1.0,500,500.0,256.03,0.0025,1.0,0.6,1.0
-53.4749874477,0.488412,100,33.9715,0.956074,3.91290351954,1,-53.4749874477,1.35301e-35,6003.56552805,0.000508146,8.16051e-33,344.428,6003.56552805,-53.4749874477,184.85,294.579,500,9.30342229688,201.72,0.002,53.7437,0.6,1.20627
-57.5042909917,0.01,100,-57.5043,-67.5258,100.0,2,-57.5042909917,0.01,5576.54370494,3.50449e-18,1.0,74.3019,5576.54370494,-57.5042909917,,1.0,500,500.0,194.44,0.01,1.0,0.6,1.0
-28.0010428882,0.005,100,-42.7527,-49.8389,200.000000102,2,-28.0010428882,0.005,6918.15908303,2.1793e-19,1.0,80.0155,6918.15908303,-28.0010428882,,1.0,500,500.0,266.2,0.005,1.0,0.6,1.0
-54.2247065365,0.00333333,100,-46.5767,-52.3626,299.999969474,2,-54.2247065365,0.00333333,5745.31941796,5.43914e-20,1.0,78.699,5745.31941796,-54.2247065365,,1.0,500,500.0,190.82,0.00333333,1.0,0.6,1.0
-57.4124481204,0.0025,100,-49.2856,-54.2964,400.0,2,-57.4124481204,0.0025,5589.03406176,5.4346e-20,1.0,77.7846,5589.03406176,-57.4124481204,,1.0,500,500.0,192.65,0.0025,1.0,0.6,1.0
-49.3271567764,0.0911857,100,-26.9825,-38.615,67.5260909382,1,-49.3271567764,8.60731e-06,6110.59130662,2.56695e-05,0.00370713,228.395,6110.59130662,-49.3271567764,4.76167,39.2733,500,76.4512564694,213.42,0.002,6.54011,0.6,0.861392
-49.8388327077,0.01,100,-49.8388,-59.8084,100.0,2,-49.8388327077,0.01,6274.20803711,3.50449e-18,1.0,78.8129,6274.20803711,-49.8388327077,,1.0,500,500.0,208.44,0.01,1.0,0.6,1.0
-42.9083714044,0.005,100,-46.3736,-53.4231,200.000000102,2,-42.9083714044,0.005,6460.84630341,2.1793e-19,1.0,79.4724,6460.84630341,-42.9083714044,,1.0,500,500.0,234.68,0.005,1.0,0.6,1.0
-51.5930858575,0.00333333,100,-48.1134,-54.0136,299.999969474,2,-51.5930858575,0.00333333,6044.92323416,5.43914e-20,1.0,78.8128,6044.92323416,-51.5930858575,,1.0,500,500.0,216.05,0.00333333,1.0,0.6,1.0
-54.7725997073,0.0025,100,-49.7782,-54.888,400.0,2,-54.7725997073,0.0025,5604.79997966,5.4346e-20,1.0,77.808,5604.79997966,-54.7725997073,,1.0,500,500.0,203.13,0.0025,1.0,0.6,1.0
-50.2845283622,0.112441,100,-25.2574,-36.0966,52.9062096498,1,-50.2845283622,2.12727e-05,6120.1504283,3.38705e-05,0.0117332,242.809,6120.1504283,-50.2845283622,10.3041,62.0179,500,88.8916242523,210.46,0.002,5.62483,0.6,1.10312
