TimestepsSoFar,EpThisIter,EpisodesSoFar,EpRewMean,EpLenMean,surrgain,meankl,Our_bound,TimeElapsed,Step_size,Max_ret,DiscEpRewMean,Avg_iw,entropy,Var_ret,optimgain,ev_tdlam_before,Var_iw,Avg_ret,Reny_4,Var_J,Max_iw,J_hat,entloss
550000,100,1100,27.5528609888,500.0,0.00330699,0.00666202,18.4023905358,564.172066450119,1.0,27.893463134765625,24.8460929732,0.9999999403953552,2.6817,1.8554790019989014,0.00330699,0.731079876423,3.6072769165039062,24.846088409423828,1.15909,405.0127258300781,57.303497314453125,24.439868927001953,
600000,100,1200,27.3811325036,500.0,0.00395212,0.00645914,17.4105831607,612.8761639595032,1.0,28.104583740234375,24.593778283,1.0,2.70122,1.9116765260696411,0.00395212,0.749033004045,3.025378704071045,24.59377670288086,2.19658,526.9959106445312,42.30965042114258,24.297500610351562,
650000,100,1300,27.7042235858,500.0,0.00799162,0.00671497,18.5891504325,664.299259185791,1.0,29.60512351989746,24.2098865758,1.0,2.70041,5.5454583168029785,0.00799162,0.71794244647,0.9421823620796204,24.209884643554688,5.99675,343.83831787109375,17.349376678466797,24.152013778686523,
700000,100,1400,27.5691398567,500.0,0.00364585,0.00579068,19.7286147144,711.5031335353851,1.0,29.13361930847168,24.9096735382,0.9999999403953552,2.70224,2.2772634029388428,0.00364585,0.762341603637,2.190268039703369,24.9096736907959,3.5049,260.5824279785156,35.559444427490234,24.57138442993164,
750000,100,1500,25.7139796695,500.0,0.00402558,0.00651675,20.4183124226,759.4509840011597,1.0,27.77964973449707,24.5187374007,1.0,2.64532,2.488671064376831,0.00402558,0.760491982102,2.5385444164276123,24.51873779296875,1.38836,237.07957458496094,31.6895694732666,25.03752899169922,
800000,100,1600,24.6302879734,500.0,0.00431069,0.00598624,18.5566806814,809.1309907436371,1.0,27.06876564025879,24.3645699519,1.0,2.65254,2.231395959854126,0.00431069,0.751772165298,2.50874662399292,24.36456871032715,1.41149,535.9498291015625,52.80681610107422,25.50185775756836,
850000,100,1700,23.7019096713,500.0,0.00398564,0.00598796,20.1190222851,855.9267826080322,1.0,27.806337356567383,24.216386124,1.0,2.63988,1.7289739847183228,0.00398564,0.770606845617,9.960426330566406,24.216384887695312,1.90385,153.5055694580078,93.40526580810547,23.8359432220459,
900000,100,1800,26.5642957485,500.0,0.00443168,0.0067803,20.7557627881,908.922357082367,1.0,27.7431697845459,24.9617882104,1.0,2.68163,1.5830727815628052,0.00443168,0.757151424885,4.059186935424805,24.96178436279297,1.20231,245.19012451171875,76.09013366699219,25.453327178955078,
950000,100,1900,27.6206348627,500.0,0.00290814,0.00569583,20.8144119004,954.7828950881958,1.0,28.717390060424805,25.2365505385,1.0000001192092896,2.65356,1.7767765522003174,0.00290814,0.760196000338,4.384814262390137,25.236549377441406,1.36179,666.28857421875,51.08129119873047,28.558181762695312,
1000000,100,2000,28.2259269565,500.0,0.00347731,0.00616087,21.3508220394,1001.3330218791962,1.0,28.343673706054688,25.3361248545,1.0000001192092896,2.68845,1.856221318244934,0.00347731,0.783329874277,1.864759922027588,25.336122512817383,1.26943,128.70816040039062,30.84288787841797,24.754310607910156,
1050000,100,2100,29.231420965,500.0,0.00395257,0.00719296,22.5463448328,1048.7657978534698,1.0,29.643129348754883,25.6584000006,1.0000001192092896,2.66803,2.8413281440734863,0.00395257,0.798088937998,2.3032124042510986,25.658397674560547,1.51271,205.26834106445312,35.75498580932617,26.844501495361328,
1100000,100,2200,29.0446903016,500.0,0.0037585,0.00612916,20.9499221336,1095.7435603141785,1.0,29.742605209350586,25.9084874536,0.9999999403953552,2.67501,3.303877830505371,0.0037585,0.807123467326,2.519782304763794,25.908485412597656,1.21418,127.0718765258789,35.192771911621094,24.331707000732422,
1150000,100,2300,28.5694273913,500.0,0.00350235,0.00659193,21.2078824701,1149.7941362857819,1.0,30.415773391723633,25.643606178,1.0,2.67863,2.700251817703247,0.00350235,0.843923807144,3.004075050354004,25.64360809326172,1.47853,251.7966766357422,53.559165954589844,25.968313217163086,
1200000,100,2400,30.4936245326,500.0,0.00385858,0.0068138,20.4452887831,1199.1108801364899,1.0,30.239276885986328,26.0276960312,1.0,2.63378,4.043277740478516,0.00385858,0.824568063021,9.566288948059082,26.027698516845703,1.79498,444.243408203125,94.31560516357422,26.768413543701172,
1250000,100,2500,29.8742958976,500.0,0.00375215,0.0062017,19.3390549586,1256.2361471652985,1.0,32.58385467529297,26.1603783543,1.0,2.61328,4.3866353034973145,0.00375215,0.82419270277,11.90329360961914,26.160377502441406,1.4062,740.7670288085938,98.0891342163086,27.504165649414062,
1300000,100,2600,31.3316252355,500.0,0.00467971,0.00681262,15.5329635122,1307.5176410675049,1.0,31.444446563720703,26.5429245349,1.0,2.5938,4.914220809936523,0.00467971,0.830174595118,2.9988019466400146,26.542926788330078,1.66758,2984.874267578125,44.57826614379883,31.92316436767578,
1350000,100,2700,32.6597359609,500.0,0.00478213,0.00590161,22.8117755421,1359.6523387432098,1.0,32.376869201660156,26.9477344233,1.0,2.58104,7.177980422973633,0.00478213,0.790351048112,1.2592253684997559,26.947734832763672,5.42169,293.2582702636719,21.55309295654297,27.94921112060547,
1400000,100,2800,31.9146386001,500.0,0.0041918,0.00643562,22.222271454,1409.7848281860352,1.0,31.76154899597168,26.9707952926,1.0,2.57222,7.058438301086426,0.0041918,0.794567629695,2.299999475479126,26.970796585083008,1.41127,347.0387878417969,41.758766174316406,27.810964584350586,
1450000,100,2900,31.4007106026,500.0,0.00427608,0.00686687,23.1053953337,1464.74569606781,1.0,33.10927200317383,26.8747270587,1.0,2.57304,8.885584831237793,0.00427608,0.786418393254,4.984501838684082,26.87472915649414,1.28963,459.9541931152344,67.25574493408203,29.539358139038086,
1500000,100,3000,32.8485799835,500.0,0.00420015,0.0069631,18.7694130513,1520.5249660015106,1.0,33.84608459472656,27.6785756251,1.0,2.57318,8.764545440673828,0.00420015,0.806004747748,2.9459798336029053,27.678573608398438,1.45043,1769.213134765625,46.39975357055664,31.388017654418945,
1550000,100,3100,34.1082990312,500.0,0.00501944,0.00730965,25.0673014136,1569.7440099716187,1.0,34.73760223388672,28.0900646869,1.0000001192092896,2.56518,12.056462287902832,0.00501944,0.813403010368,2.6642496585845947,28.090063095092773,1.17878,358.6836853027344,32.4503288269043,30.748985290527344,
1600000,100,3200,38.7153458791,500.0,0.00455505,0.00730084,24.0995943155,1616.662187576294,1.0,34.45411682128906,29.5075936694,1.0,2.54224,7.8060503005981445,0.00455505,0.793686658144,1.7668788433074951,29.50759506225586,1.20754,557.39697265625,29.845115661621094,31.182371139526367,
1650000,100,3300,39.4437015171,500.0,0.00449309,0.00710876,22.6990129949,1669.7075357437134,1.0,33.614627838134766,29.7596495,1.0,2.50415,7.496068000793457,0.00449309,0.814471080899,6.5258378982543945,29.75965118408203,1.5781,573.0838623046875,72.82012176513672,29.88076400756836,
1700000,100,3400,42.3451335781,500.0,0.00452229,0.00662685,27.2442470158,1719.8413288593292,1.0,34.807674407958984,30.8845131948,1.0000001192092896,2.49974,7.012556552886963,0.00452229,0.832919448614,7.8893022537231445,30.8845157623291,1.40768,264.11627197265625,75.9834976196289,32.11974334716797,
1750000,100,3500,42.2086072542,500.0,0.00484859,0.0069914,25.8240070506,1777.0455434322357,1.0,35.03717041015625,31.0511144309,0.9999999403953552,2.47871,8.206968307495117,0.00484859,0.828617408872,1.9770556688308716,31.051115036010742,1.50254,464.2471618652344,28.70819854736328,32.287925720214844,
1800000,100,3600,43.0437065767,500.0,0.00398941,0.00707086,23.2654049631,1830.586255311966,1.0,36.612491607666016,31.3677324692,1.0,2.48555,9.928973197937012,0.00398941,0.846748501062,2.5053014755249023,31.367734909057617,1.36867,955.297119140625,37.38538360595703,32.53776931762695,
1850000,100,3700,45.6883682821,500.0,0.00513289,0.00625176,21.283496369,1879.2511088848114,1.0,35.74158477783203,32.2700578397,1.0,2.47826,6.5462236404418945,0.00513289,0.862406462431,6.326608657836914,32.27006149291992,2.20799,1683.0076904296875,84.48851776123047,33.59083938598633,
1900000,100,3800,46.1972741439,500.0,0.00380463,0.00599346,25.281612953,1934.963402748108,1.0,37.37844467163086,32.6547081933,1.0,2.44655,6.388080596923828,0.00380463,0.846796259284,2.369792938232422,32.65471267700195,1.48127,797.10400390625,41.409366607666016,33.751522064208984,
1950000,100,3900,48.1742144801,500.0,0.00440548,0.00698798,25.6509314496,1984.8936104774475,1.0,37.361385345458984,33.3619152719,1.0,2.43842,4.3289031982421875,0.00440548,0.861641854048,7.59028434753418,33.361915588378906,1.473,887.9330444335938,89.21617126464844,34.59039306640625,
2000000,100,4000,50.9325971821,500.0,0.00404145,0.00747538,23.6031011044,2036.7823407649994,1.0,37.56216049194336,34.3219371154,1.0,2.41303,2.936520576477051,0.00404145,0.864596903324,5.69715690612793,34.32194137573242,1.60476,2167.9345703125,68.63671112060547,37.57142639160156,
2050000,100,4100,53.4653489129,500.0,0.00325161,0.00766321,25.1180012017,2081.8505551815033,1.0,39.092288970947266,35.5521030831,1.0,2.41628,2.335754156112671,0.00325161,0.859379440546,13.144068717956543,35.55210876464844,2.10397,1329.9488525390625,86.53730773925781,36.05854034423828,
2100000,100,4200,55.1711078288,500.0,0.00387032,0.00747688,21.1414282007,2140.0508058071136,1.0,39.27550506591797,35.8143400084,1.0,2.39675,3.319136381149292,0.00387032,0.87691514194,2.4494097232818604,35.8143424987793,2.43322,2652.895263671875,40.027015686035156,36.59330749511719,
2150000,100,4300,57.3509632285,500.0,0.00451102,0.00697835,27.0902284053,2188.2466280460358,1.0,40.00136947631836,36.8170142293,1.0000001192092896,2.39068,2.084758758544922,0.00451102,0.873385176063,12.654766082763672,36.817020416259766,1.70034,1524.572021484375,91.28085327148438,38.803958892822266,
2200000,100,4400,58.2301213292,500.0,0.00433758,0.00682574,27.5839783776,2247.450428009033,1.0,40.03322219848633,37.1644392236,0.9999999403953552,2.36224,1.7028107643127441,0.00433758,0.884058356285,4.585608005523682,37.16444396972656,1.49809,1556.344970703125,62.04255676269531,39.41913986206055,
2250000,100,4500,58.4697307472,500.0,0.00398218,0.00644579,27.5731310556,2296.9883806705475,1.0,40.5142707824707,37.2766704479,1.0,2.35541,2.0649657249450684,0.00398218,0.891594342887,7.193315505981445,37.276676177978516,2.74547,1211.692138671875,89.01535034179688,38.01594161987305,
2300000,100,4600,60.7255692618,500.0,0.00340744,0.00735842,26.5936222937,2345.9394648075104,1.0,40.61803436279297,38.3492697171,1.0,2.34744,1.8548883199691772,0.00340744,0.888606667519,4.9126996994018555,38.34927749633789,1.59616,2328.185302734375,56.19776153564453,41.06900405883789,
2350000,100,4700,62.306773071,500.0,0.00393774,0.00723786,26.0049001849,2399.9823644161224,1.0,43.13388442993164,38.9688709552,1.0000001192092896,2.32129,1.706428050994873,0.00393774,0.893560111523,4.8133769035339355,38.968875885009766,1.65101,2194.408447265625,53.20790100097656,40.05825424194336,
2400000,100,4800,63.4694303617,500.0,0.00382994,0.00731183,25.5035471582,2444.633150100708,1.0,42.11570739746094,39.4241776507,1.0,2.33593,1.1921616792678833,0.00382994,0.897995918989,3.5630943775177,39.4241828918457,1.76894,2885.803466796875,48.153438568115234,41.619449615478516,
2450000,100,4900,64.5186283171,500.0,0.00341592,0.00638548,27.5904046934,2491.3149135112762,1.0,42.199005126953125,39.7220687146,0.9999999403953552,2.29597,1.474045991897583,0.00341592,0.907061509788,2.8042845726013184,39.722076416015625,1.55804,1635.4058837890625,34.59925079345703,39.722450256347656,
2500000,100,5000,66.338764238,500.0,0.00334548,0.00755615,26.8836996474,2542.771219968796,1.0,43.421546936035156,40.1616005228,1.0,2.29783,1.587039828300476,0.00334548,0.915020741522,4.021285057067871,40.1616096496582,1.67112,1191.8614501953125,50.017356872558594,37.24070358276367,
2550000,100,5100,67.4090815119,500.0,0.00380747,0.00767961,29.9921504089,2590.9902670383453,1.0,42.72161865234375,40.5719142721,1.0,2.30931,1.1968649625778198,0.00380747,0.91748226434,2.8363466262817383,40.57191848754883,1.55242,587.2401733398438,46.238582611083984,37.262062072753906,
2600000,100,5200,68.299547431,500.0,0.00459501,0.00752556,31.684225549,2636.872255563736,1.0,44.786468505859375,40.8358764565,1.0000001192092896,2.31418,1.5653620958328247,0.00459501,0.920890435576,3.6442437171936035,40.83588409423828,1.39223,1231.553955078125,58.076175689697266,42.212276458740234,
2650000,100,5300,68.8940828096,500.0,0.00391367,0.007212,26.8540008016,2687.8175959587097,1.0,43.72418212890625,41.3617971866,0.9999999403953552,2.30567,1.380470633506775,0.00391367,0.923467889428,4.108828544616699,41.36180114746094,1.66345,2798.436279296875,53.54612350463867,42.72407531738281,
2700000,100,5400,72.0019947025,500.0,0.00338784,0.0075461,33.2826404037,2734.8230566978455,1.0,44.501644134521484,41.9512337403,1.0,2.30106,1.4602768421173096,0.00338784,0.93306530267,4.314055442810059,41.95124053955078,1.42705,1119.27978515625,61.38392639160156,43.319332122802734,
2750000,100,5500,72.4391956278,500.0,0.00456673,0.00813689,-14.2593704175,2780.7921974658966,1.0,46.665496826171875,42.0827314873,1.0,2.2986,2.0722086429595947,0.00456673,0.932011291385,10.787304878234863,42.082740783691406,1.49726,47432.5,79.51160430908203,51.077640533447266,
2800000,100,5600,73.8099178496,500.0,0.00371507,0.00630765,29.0245492477,2837.165482521057,1.0,46.16886901855469,42.5207953116,1.0,2.27464,1.7096487283706665,0.00371507,0.936084575951,3.633920907974243,42.52080154418945,1.43932,1833.290771484375,62.50511932373047,41.869632720947266,
2850000,100,5700,76.1654779837,500.0,0.00488738,0.00749351,33.4777826715,2888.1821298599243,1.0,46.02275085449219,42.8990680289,1.0,2.27517,1.7192518711090088,0.00488738,0.937630277127,5.401875019073486,42.899070739746094,2.27529,796.3870849609375,75.20350646972656,41.94388198852539,
2900000,100,5800,77.6042357921,500.0,0.00467752,0.00754696,29.3877659419,2933.213122367859,1.0,46.76346206665039,43.1146588309,1.0,2.23611,2.090754270553589,0.00467752,0.938099440187,6.088001251220703,43.11466979980469,1.44443,1731.0777587890625,67.32928466796875,41.869632720947266,
2950000,100,5900,78.4543973383,500.0,0.00424641,0.00674824,35.2379499066,2984.136590719223,1.0,46.410186767578125,43.6029414533,1.0,2.21852,1.5232471227645874,0.00424641,0.937659922987,6.063480854034424,43.60295104980469,1.48385,857.9618530273438,78.09886932373047,44.025245666503906,
3000000,100,6000,80.4735745628,500.0,0.00469149,0.00810213,27.4246459014,3032.4098250865936,1.0,46.859920501708984,44.0598044912,1.0,2.23661,1.9882121086120605,0.00469149,0.938633475453,8.747414588928223,44.059814453125,1.44091,2555.581298828125,74.19015502929688,42.59047317504883,
3050000,100,6100,80.848606209,500.0,0.00467451,0.00816023,27.764836511,3093.779065847397,1.0,48.77482604980469,44.0532773762,1.0,2.22099,2.3253417015075684,0.00467451,0.940643694252,4.293882846832275,44.053287506103516,2.02257,2849.836669921875,56.3845100402832,43.77999496459961,
3100000,100,6200,82.9425501525,500.0,0.00415648,0.00732214,32.9091701895,3146.462978363037,1.0,48.055580139160156,44.595386924,1.0000001192092896,2.19065,2.3702728748321533,0.00415648,0.944718629122,4.231633186340332,44.595394134521484,1.37904,1862.008544921875,51.23543167114258,45.854469299316406,
3150000,100,6300,83.389271444,500.0,0.00572838,0.0071607,19.2408231698,3194.0279161930084,1.0,49.76419448852539,44.9305620432,1.0000001192092896,2.20989,2.516033411026001,0.00572838,0.948748037219,3.96553897857666,44.930572509765625,8.52596,9453.14453125,60.92392349243164,48.40900802612305,
3200000,100,6400,87.611203135,500.0,0.00524833,0.00780259,21.3248727732,3237.5492086410522,1.0,52.036319732666016,45.6981159313,1.0,2.18645,3.310267925262451,0.00524833,0.956550963223,4.290436267852783,45.698123931884766,3.21333,8266.89453125,65.82062530517578,48.60161209106445,
3250000,100,6500,92.8475498692,500.0,0.00623916,0.00681579,34.4221995886,3287.0968582630157,1.0,53.774925231933594,46.6958065232,1.0000001192092896,2.19043,5.732314586639404,0.00623916,0.960341352969,4.157488822937012,46.69581985473633,2.87745,2344.041015625,54.7669563293457,48.9467887878418,
3300000,100,6600,99.6561086487,500.0,0.0055854,0.00781936,29.782163226,3340.574038028717,1.0,58.48998260498047,47.8758720019,1.0,2.17967,8.684761047363281,0.0055854,0.959371719509,2.0652430057525635,47.87588882446289,2.83114,4001.9736328125,37.198883056640625,48.7605094909668,
3350000,100,6700,104.73778214,500.0,0.00550607,0.00732824,24.7025003666,3391.5020065307617,1.0,56.171600341796875,48.7462668127,1.0,2.1513,10.867905616760254,0.00550607,0.949152495712,6.564192295074463,48.74628829956055,1.73566,8123.990234375,65.72940063476562,51.742454528808594,
3400000,100,6800,114.236734487,500.0,0.00645383,0.00752648,21.9405245348,3445.422587156296,1.0,59.15132522583008,50.8358343871,0.9999999403953552,2.13189,15.105761528015137,0.00645383,0.943561770022,5.733554840087891,50.83586120605469,2.23849,13005.3466796875,94.77290344238281,56.1528205871582,
3450000,100,6900,120.092117175,500.0,0.00743776,0.00708833,30.2511949278,3492.3322541713715,1.0,58.97853088378906,51.6605717143,1.0000001192092896,2.13567,16.281829833984375,0.00743776,0.944334786385,3.9247655868530273,51.66059494018555,2.81576,8057.50390625,52.79549789428711,57.180274963378906,
3500000,100,7000,130.713234957,500.0,0.0060624,0.00727747,34.494026926,3539.6030082702637,1.0,60.697021484375,53.3078993629,0.9999999403953552,2.11529,15.645997047424316,0.0060624,0.936273060739,3.308285713195801,53.307926177978516,1.65714,4908.9794921875,40.55585861206055,55.51325988769531,
3550000,100,7100,137.871223289,500.0,0.00694818,0.00822804,41.5072298279,3594.032123565674,1.0,60.05045700073242,54.3688205807,1.0000001192092896,2.10742,11.243293762207031,0.00694818,0.941391788423,2.171588182449341,54.36884689331055,3.41086,2687.396484375,45.22014617919922,57.059261322021484,
3600000,100,7200,144.647799515,500.0,0.00732855,0.00675741,41.2276740875,3644.4267773628235,1.0,60.391334533691406,55.3655938518,1.0,2.09383,10.962981224060059,0.00732855,0.94530345127,2.4819014072418213,55.365623474121094,1.63156,2867.677734375,38.3717155456543,57.292884826660156,
3650000,100,7300,157.124405657,500.0,0.00970814,0.00658645,44.0864462512,3698.971268892288,1.0,60.42064666748047,56.8895510448,1.0000001192092896,2.08471,5.275508880615234,0.00970814,0.922841437161,1.8120654821395874,56.889591217041016,4.16354,2242.0888671875,44.008392333984375,58.291656494140625,
3700000,100,7400,155.56580508,500.0,0.00862399,0.00749817,39.7609261588,3746.4866783618927,1.0,61.22937774658203,56.962916883,1.0,2.07099,7.500582695007324,0.00862399,0.93441554904,2.7682998180389404,56.96294403076172,1.73641,3803.30908203125,36.13054275512695,58.2622184753418,
3750000,100,7500,162.106236362,500.0,0.00919081,0.007196,41.3398711911,3796.882651567459,1.0,61.79989242553711,57.9013877459,1.0,2.06568,3.614089012145996,0.00919081,0.941026363522,4.037233352661133,57.90142059326172,2.24827,3314.10693359375,53.7352409362793,58.610355377197266,
3800000,100,7600,160.93023138,500.0,0.00959565,0.00738216,44.2137528426,3844.700817346573,1.0,61.86396026611328,57.8758457703,1.0,2.03905,4.09807825088501,0.00959565,0.937134802341,3.3385133743286133,57.875885009765625,3.04861,2251.164794921875,75.10810852050781,58.44768524169922,
3850000,100,7700,162.776184817,500.0,0.0090166,0.00698504,45.2991664115,3892.095886707306,1.0,61.77562713623047,58.0884169918,1.0,2.01764,3.6077964305877686,0.0090166,0.927464224398,1.862056851387024,58.08845138549805,4.59781,2702.296875,60.86831283569336,60.89425277709961,
3900000,100,7800,161.821535613,500.0,0.00911878,0.00779172,44.9590410905,3941.9583189487457,1.0,61.11668014526367,58.186931801,1.0,1.9964,4.761860370635986,0.00911878,0.942351661623,2.2557435035705566,58.18696594238281,2.53764,2149.306640625,56.4730339050293,58.867225646972656,
3950000,100,7900,162.979792806,500.0,0.00882548,0.00751969,45.6596457456,3992.592629432678,1.0,61.52259063720703,58.4061554608,0.9999999403953552,1.97662,5.824755668640137,0.00882548,0.919255778193,1.8993138074874878,58.40619659423828,2.88648,2256.906982421875,48.49663162231445,59.911720275878906,
4000000,100,8000,164.508376866,500.0,0.0112088,0.00727045,46.3134902456,4050.492335796356,1.0,62.09822082519531,58.62212605,0.9999999403953552,1.96159,3.635746955871582,0.0112088,0.916420415044,0.9260247945785522,58.622169494628906,3.60512,2034.600830078125,20.574220657348633,59.845455169677734,
4050000,100,8100,162.230537702,500.0,0.00920299,0.00654145,44.5728799851,4099.292487859726,1.0,62.14937210083008,58.5254606154,1.0000001192092896,1.93954,5.393011569976807,0.00920299,0.929884299636,5.841854095458984,58.52549362182617,5.39286,2339.577392578125,97.11198425292969,59.08363342285156,
4100000,100,8200,166.535378843,500.0,0.00990691,0.0071479,41.9173054434,4154.05558347702,1.0,61.911434173583984,59.1487740466,0.9999999403953552,1.90983,2.5496575832366943,0.00990691,0.922980859876,2.028102159500122,59.148807525634766,3.33504,3743.658203125,55.25209045410156,60.2729377746582,
4150000,100,8300,168.271045782,500.0,0.0142135,0.00713314,48.2333009821,4202.281738758087,1.0,61.82286834716797,59.380353292,1.0,1.90657,2.613516330718994,0.0142135,0.901888094842,0.7760249376296997,59.38039016723633,5.29107,1602.124267578125,48.301475524902344,60.24126434326172,
4200000,100,8400,165.819871248,500.0,0.0091534,0.00674803,38.8424486241,4255.8712246418,1.0,62.28251647949219,59.1978966122,1.0,1.89256,4.766498565673828,0.0091534,0.913414672017,3.342744827270508,59.197933197021484,6.96946,5053.54052734375,68.43061828613281,60.16892623901367,
4250000,100,8500,168.878888142,500.0,0.0103406,0.00779811,50.6771187312,4302.937462568283,1.0,62.40533447265625,59.6787052647,1.0,1.87339,2.3170669078826904,0.0103406,0.920767821372,0.5288673639297485,59.678741455078125,26.8236,1063.3653564453125,14.346866607666016,60.459903717041016,
4300000,100,8600,168.547784097,500.0,0.0123219,0.00803901,46.8305427216,4350.276688337326,1.0,61.98949432373047,59.6484270511,1.0,1.86229,1.9306182861328125,0.0123219,0.916179992259,1.0976120233535767,59.648460388183594,2.3175,1921.1265869140625,42.1891975402832,59.979740142822266,
4350000,100,8700,169.203609204,500.0,0.00844416,0.00636177,46.9783945837,4398.971782207489,1.0,62.51917266845703,59.8557517852,1.0,1.84373,3.0908422470092773,0.00844416,0.921535387635,0.9012273550033569,59.85578918457031,2.53169,1947.3887939453125,22.875341415405273,60.2171630859375,
4400000,100,8800,168.905342061,500.0,0.0106613,0.00755049,50.4145723519,4450.548462867737,1.0,62.82606887817383,59.780933938,1.0,1.82624,4.178752899169922,0.0106613,0.911812916398,1.1343300342559814,59.780967712402344,4.34299,1430.074951171875,46.369998931884766,61.75947189331055,
4450000,100,8900,168.823016208,500.0,0.00914561,0.00755331,50.4541344711,4496.99892616272,1.0,62.883113861083984,59.8163298878,1.0,1.82522,3.5170865058898926,0.00914561,0.912854447961,0.529486894607544,59.816368103027344,4.22004,1257.8963623046875,20.42102813720703,61.09418487548828,
4500000,100,9000,165.59882846,500.0,0.00902809,0.00854276,51.1595193711,4545.526497840881,1.0,62.46133041381836,59.6044377782,1.0000001192092896,1.81083,5.685277938842773,0.00902809,0.923526145518,0.5116057395935059,59.60447311401367,3.75541,899.5140380859375,16.79250144958496,60.15708923339844,
4550000,100,9100,167.712915508,500.0,0.00873889,0.00726027,48.9607758639,4585.569698095322,1.0,62.269630432128906,60.0233488652,0.9999999403953552,1.81277,2.646350383758545,0.00873889,0.920055449009,1.1921573877334595,60.02338409423828,2.31402,1574.30078125,64.14464569091797,60.864013671875,
4600000,100,9200,167.327405407,500.0,0.00859013,0.00812486,48.5789935925,4640.318848371506,1.0,62.61278533935547,59.8655236373,1.0,1.78975,4.239889144897461,0.00859013,0.918239891529,0.8947332501411438,59.865562438964844,3.40312,1708.237060546875,30.650779724121094,60.978240966796875,
4650000,100,9300,167.20385487,500.0,0.00689879,0.00752231,46.2285949336,4686.330974817276,1.0,63.53314971923828,59.8818445616,1.0,1.76367,4.52326774597168,0.00689879,0.930671997368,1.256766438484192,59.88188171386719,2.17825,2550.7080078125,25.053869247436523,61.37995529174805,
4700000,100,9400,170.087807644,500.0,0.0112921,0.00902056,49.6189226816,4731.8529460430145,1.0,62.837886810302734,60.3549508293,1.0,1.75036,2.4861152172088623,0.0112921,0.934171169996,0.5557669997215271,60.35499572753906,2.11315,1482.5965576171875,20.56520652770996,61.17027282714844,
4750000,100,9500,170.039866667,500.0,0.0113224,0.00802087,50.9820456362,4777.437404632568,1.0,62.71449279785156,60.2360974215,0.9999999403953552,1.74184,4.023002624511719,0.0113224,0.921000875533,0.38733673095703125,60.23613357543945,1.84089,1097.7581787109375,8.528604507446289,60.921775817871094,
