VarNormIw,MinNormIw,VarVanillaIw,BatchSize,IterType,ESSClassic,MinVanillaIw,VarJ,AvgRet,Bound,AvgNormIw,EpsThisIter,AvgVanillaIw,ESSRenyi,MaxNormIw,Delta,VanillaAvgRet,AvgDiscRet,VarDiscRet,MaxVanillaIw,eRenyi2,J,VarRet,AvgEpLen
5.4346e-20,0.0025,,500,2,400.0,1.0,18.024,4662.10500415,4470.28,0.0025,100,1.0,500.0,0.0025,0.6,4662.10500415,4662.10500415,250.002575156,1.0,1.0,4661.34,250.002575156,500.0
1.56728e-08,0.00152393,0.00390202,500,1,498.052359405,0.760389,16.1432,4663.87547399,4491.25,0.002,100,0.997932,498.347220656,0.00224262,0.6,4663.87547399,4663.87547399,238.074930042,1.11899,1.00332,4662.42,238.074930042,500.0
3.50449e-18,0.01,,500,2,100.0,1.0,17.7482,4659.71788841,4277.6,0.01,100,1.0,500.0,0.01,0.6,4659.71788841,4659.71788841,318.179828088,1.0,1.0,4659.72,318.179828088,500.0
2.1793e-19,0.005,,500,2,200.000000102,1.0,15.9032,4663.96863337,4391.65,0.005,100,1.0,500.0,0.005,0.6,4663.96863337,4663.96863337,183.624273768,1.0,1.0,4661.84,183.624273768,500.0
5.43914e-20,0.00333333,,500,2,299.999969474,1.0,15.0128,4662.78349253,4441.54,0.00333333,100,1.0,500.0,0.00333333,0.6,4662.78349253,4662.78349253,171.457707032,1.0,1.0,4662.16,171.457707032,500.0
5.4346e-20,0.0025,,500,2,400.0,1.0,14.3495,4665.44050663,4471.92,0.0025,100,1.0,500.0,0.0025,0.6,4665.44050663,4665.44050663,140.797001171,1.0,1.0,4662.98,140.797001171,500.0
7.44316e-09,0.00158839,0.00186001,500,1,499.073157048,0.794028,13.9712,4662.66257736,4492.18,0.002,100,0.999791,499.163182755,0.00220075,0.6,4662.66257736,4662.66257736,229.235598119,1.10015,1.00168,4663.21,229.235598119,500.0
3.50449e-18,0.01,,500,2,100.0,1.0,16.1053,4660.83995584,4278.73,0.01,100,1.0,500.0,0.01,0.6,4660.83995584,4660.83995584,262.00168791,1.0,1.0,4660.84,262.00168791,500.0
2.1793e-19,0.005,,500,2,200.000000102,1.0,42.9188,4657.6936504,4389.07,0.005,100,1.0,500.0,0.005,0.6,4657.6936504,4657.6936504,3454.25085819,1.0,1.0,4659.27,3454.25085819,499.4
5.43914e-20,0.00333333,,500,2,299.999969474,1.0,37.0565,4659.33177982,4438.67,0.00333333,100,1.0,500.0,0.00333333,0.6,4659.33177982,4659.33177982,439.912591239,1.0,1.0,4659.29,439.912591239,500.0
5.4346e-20,0.0025,,500,2,400.0,1.0,32.8253,4666.3325562,4469.99,0.0025,100,1.0,500.0,0.0025,0.6,4666.3325562,4666.3325562,154.786049972,1.0,1.0,4661.05,154.786049972,500.0
1.1966e-08,0.00138169,0.00300259,500,1,498.511657752,0.692125,23.5044,4662.830172,4490.83,0.002,100,1.00185,498.550635059,0.00225562,0.6,4662.830172,4662.830172,201.398273631,1.1299,1.00291,4661.97,201.398273631,500.0
3.50449e-18,0.01,,500,2,100.0,1.0,14.7982,4663.27138363,4281.15,0.01,100,1.0,500.0,0.01,0.6,4663.27138363,4663.27138363,221.198954372,1.0,1.0,4663.27,221.198954372,500.0
2.1793e-19,0.005,,500,2,200.000000102,1.0,156.42,4640.01763931,4381.45,0.005,100,1.0,500.0,0.005,0.6,4640.01763931,4640.01763931,48934.4170266,1.0,1.0,4651.64,48934.4170266,497.64
5.43914e-20,0.00333333,,500,2,299.999969474,1.0,128.136,4662.22435128,4434.55,0.00333333,100,1.0,500.0,0.00333333,0.6,4662.22435128,4662.22435128,249.709744103,1.0,1.0,4655.17,249.709744103,500.0
5.4346e-20,0.0025,,500,2,400.0,1.0,111.261,4666.34228764,4466.9,0.0025,100,1.0,500.0,0.0025,0.6,4666.34228764,4666.34228764,168.275498522,1.0,1.0,4657.96,168.275498522,500.0
7.14582e-08,0.000744079,0.0176004,500,1,491.241517931,0.369278,39.8092,4661.56132365,4489.89,0.002,100,0.992578,493.103517193,0.00252084,0.6,4661.56132365,4661.56132365,357.969648578,1.25107,1.01399,4661.97,357.969648578,500.0
3.50449e-18,0.01,,500,2,100.0,1.0,12.0109,4664.27944814,4282.16,0.01,100,1.0,500.0,0.01,0.6,4664.27944814,4664.27944814,145.717878708,1.0,1.0,4664.28,145.717878708,500.0
2.1793e-19,0.005,,500,2,200.000000102,1.0,12.8632,4663.12770885,4393.51,0.005,100,1.0,500.0,0.005,0.6,4663.12770885,4663.12770885,187.87923196,1.0,1.0,4663.7,187.87923196,500.0
5.43914e-20,0.00333333,,500,2,299.999969474,1.0,12.8277,4666.1675877,4443.91,0.00333333,100,1.0,500.0,0.00333333,0.6,4666.1675877,4666.1675877,160.277816524,1.0,1.0,4664.52,160.277816524,500.0
5.4346e-20,0.0025,,500,2,400.0,1.0,14.3021,4662.3438389,4472.92,0.0025,100,1.0,500.0,0.0025,0.6,4662.3438389,4662.3438389,324.228042393,1.0,1.0,4663.98,324.228042393,500.0
6.18176e-09,0.00154097,0.00154032,500,1,499.230199874,0.769211,13.5416,4661.88003105,4492.81,0.002,100,0.998343,499.33111861,0.00216414,0.6,4661.88003105,4661.88003105,173.961288494,1.08028,1.00134,4663.82,173.961288494,500.0
3.50449e-18,0.01,,500,2,100.0,1.0,15.0287,4663.16710199,4281.05,0.01,100,1.0,500.0,0.01,0.6,4663.16710199,4663.16710199,228.143952271,1.0,1.0,4663.17,228.143952271,500.0
2.1793e-19,0.005,,500,2,200.000000102,1.0,15.6018,4663.67758341,4393.22,0.005,100,1.0,500.0,0.005,0.6,4663.67758341,4663.67758341,263.472908844,1.0,1.0,4663.42,263.472908844,500.0
5.43914e-20,0.00333333,,500,2,299.999969474,1.0,14.9114,4664.95917926,4443.32,0.00333333,100,1.0,500.0,0.00333333,0.6,4664.95917926,4664.95917926,180.451185712,1.0,1.0,4663.94,180.451185712,500.0
5.4346e-20,0.0025,,500,2,400.0,1.0,14.7505,4662.71714177,4472.57,0.0025,100,1.0,500.0,0.0025,0.6,4662.71714177,4662.71714177,204.181888151,1.0,1.0,4663.63,204.181888151,500.0
5.12919e-09,0.00172062,0.00128049,500,1,499.360895399,0.859706,14.4249,4661.65487714,4492.46,0.002,100,0.999296,499.363994013,0.00219159,0.6,4661.65487714,4661.65487714,241.305660724,1.09502,1.00127,4663.46,241.305660724,500.0
3.50449e-18,0.01,,500,2,100.0,1.0,18.1939,4660.33054005,4278.21,0.01,100,1.0,500.0,0.01,0.6,4660.33054005,4660.33054005,334.360987595,1.0,1.0,4660.33,334.360987595,500.0
2.1793e-19,0.005,,500,2,200.000000102,1.0,15.7795,4664.31224403,4392.12,0.005,100,1.0,500.0,0.005,0.6,4664.31224403,4664.31224403,160.645795599,1.0,1.0,4662.32,160.645795599,500.0
5.43914e-20,0.00333333,,500,2,299.999969474,1.0,14.6514,4665.53298516,4442.78,0.00333333,100,1.0,500.0,0.00333333,0.6,4665.53298516,4665.53298516,140.535469404,1.0,1.0,4663.39,140.535469404,500.0
5.4346e-20,0.0025,,500,2,400.0,1.0,14.0068,4665.41367677,4472.84,0.0025,100,1.0,500.0,0.0025,0.6,4665.41367677,4665.41367677,139.098847285,1.0,1.0,4663.9,139.098847285,500.0
1.09454e-08,0.00131445,0.00272922,500,1,498.638181021,0.656369,14.4534,4660.80868887,4492.62,0.002,100,0.998697,498.8310906,0.00217554,0.6,4660.80868887,4660.80868887,459.62237791,1.08635,1.00234,4663.71,459.62237791,500.0
3.50449e-18,0.01,,500,2,100.0,1.0,15.5985,4665.89967084,4283.79,0.01,100,1.0,500.0,0.01,0.6,4665.89967084,4665.89967084,245.76934127,1.0,1.0,4665.9,245.76934127,499.91
2.1793e-19,0.005,,500,2,200.000000102,1.0,15.3081,4663.29240754,4394.4,0.005,100,1.0,500.0,0.005,0.6,4663.29240754,4663.29240754,224.204806457,1.0,1.0,4664.6,224.204806457,500.0
5.43914e-20,0.00333333,,500,2,299.999969474,1.0,14.0501,4664.8294241,4444.06,0.00333333,100,1.0,500.0,0.00333333,0.6,4664.8294241,4664.8294241,124.756363835,1.0,1.0,4664.67,124.756363835,500.0
5.4346e-20,0.0025,,500,2,400.0,1.0,24.9732,4660.31989449,4472.53,0.0025,100,1.0,500.0,0.0025,0.6,4660.31989449,4660.31989449,1907.27439229,1.0,1.0,4663.58,1907.27439229,499.57
1.03791e-08,0.00146735,0.00257974,500,1,498.708450354,0.731547,19.5115,4666.48782219,4493.48,0.002,100,0.997098,498.937366606,0.00219396,0.6,4666.48782219,4666.48782219,99.4446425947,1.0938,1.00213,4664.54,99.4446425947,500.0
3.50449e-18,0.01,,500,2,100.0,1.0,14.9595,4662.24726065,4280.2,0.01,100,1.0,500.0,0.01,0.6,4662.24726065,4662.24726065,226.047213353,1.0,1.0,4662.25,226.047213353,500.0
2.1793e-19,0.005,,500,2,200.000000102,1.0,13.6264,4666.76315742,4394.31,0.005,100,1.0,500.0,0.005,0.6,4666.76315742,4666.76315742,138.763311359,1.0,1.0,4664.51,138.763311359,500.0
5.43914e-20,0.00333333,,500,2,299.999969474,1.0,13.9797,4665.08955362,4444.08,0.00333333,100,1.0,500.0,0.00333333,0.6,4665.08955362,4665.08955362,216.880486127,1.0,1.0,4664.7,216.880486127,500.0
5.4346e-20,0.0025,,500,2,400.0,1.0,14.772,4665.36414437,4473.81,0.0025,100,1.0,500.0,0.0025,0.6,4665.36414437,4665.36414437,289.1125596,1.0,1.0,4664.87,289.1125596,500.0
7.72566e-09,0.00153499,0.00193101,500,1,499.038218475,0.767415,13.7198,4665.1644111,4494.19,0.002,100,0.999896,499.130749569,0.00224179,0.6,4665.1644111,4665.1644111,174.254230425,1.12078,1.00174,4665.22,174.254230425,500.0
3.50449e-18,0.01,,500,2,100.0,1.0,13.3849,4664.88242312,4282.78,0.01,100,1.0,500.0,0.01,0.6,4664.88242312,4664.88242312,180.965998789,1.0,1.0,4664.88,180.965998789,500.0
2.1793e-19,0.005,,500,2,200.000000102,1.0,13.2971,4663.78348446,4394.14,0.005,100,1.0,500.0,0.005,0.6,4663.78348446,4663.78348446,175.624133564,1.0,1.0,4664.33,175.624133564,500.0
5.43914e-20,0.00333333,,500,2,299.999969474,1.0,13.4501,4665.15908357,4443.99,0.00333333,100,1.0,500.0,0.00333333,0.6,4665.15908357,4665.15908357,190.542110821,1.0,1.0,4664.61,190.542110821,500.0
5.4346e-20,0.0025,,500,2,400.0,1.0,13.0894,4666.25519234,4473.96,0.0025,100,1.0,500.0,0.0025,0.6,4666.25519234,4666.25519234,141.999602828,1.0,1.0,4665.02,141.999602828,500.0
3.84425e-09,0.00174185,0.000962697,500,1,499.520760783,0.871667,13.0242,4663.75290566,4493.98,0.002,100,1.00085,499.503093563,0.00215119,0.6,4663.75290566,4663.75290566,194.1577221,1.07651,1.00099,4664.95,194.1577221,500.0
3.50449e-18,0.01,,500,2,100.0,1.0,11.7356,4664.63537678,4282.51,0.01,100,1.0,500.0,0.01,0.6,4664.63537678,4664.63537678,139.114684404,1.0,1.0,4664.64,139.114684404,500.0
2.1793e-19,0.005,,500,2,200.000000102,1.0,11.9113,4664.82484093,4394.53,0.005,100,1.0,500.0,0.005,0.6,4664.82484093,4664.82484093,147.49146746,1.0,1.0,4664.73,147.49146746,500.0
5.43914e-20,0.00333333,,500,2,299.999969474,1.0,12.7442,4664.42635808,4444.01,0.00333333,100,1.0,500.0,0.00333333,0.6,4664.42635808,4664.42635808,205.47719529,1.0,1.0,4664.63,205.47719529,500.0
5.4346e-20,0.0025,,500,2,400.0,1.0,12.9892,4664.15952741,4473.45,0.0025,100,1.0,500.0,0.0025,0.6,4664.15952741,4664.15952741,189.361334157,1.0,1.0,4664.51,189.361334157,500.0
2.778e-09,0.00179723,0.000696237,500,1,499.653610155,0.899736,12.7696,4664.45865056,4493.69,0.002,100,1.00125,499.62620091,0.00211294,0.6,4664.45865056,4664.45865056,174.69058757,1.05779,1.00075,4664.64,174.69058757,500.0
3.50449e-18,0.01,,500,2,100.0,1.0,12.6118,4666.02073898,4283.91,0.01,100,1.0,500.0,0.01,0.6,4666.02073898,4666.02073898,160.66229827,1.0,1.0,4666.02,160.66229827,500.0
2.1793e-19,0.005,,500,2,200.000000102,1.0,12.2079,4664.98054116,4395.3,0.005,100,1.0,500.0,0.005,0.6,4664.98054116,4664.98054116,139.864805288,1.0,1.0,4665.5,139.864805288,500.0
5.43914e-20,0.00333333,,500,2,299.999969474,1.0,13.2415,4662.73895385,4443.97,0.00333333,100,1.0,500.0,0.00333333,0.6,4662.73895385,4662.73895385,225.114805611,1.0,1.0,4664.58,225.114805611,500.0
5.4346e-20,0.0025,,500,2,400.0,1.0,12.7369,4666.58301201,4474.02,0.0025,100,1.0,500.0,0.0025,0.6,4666.58301201,4666.58301201,121.100674339,1.0,1.0,4665.08,121.100674339,500.0
2.73022e-09,0.00182356,0.000684309,500,1,499.659372919,0.912951,12.6389,4664.7909949,4494.2,0.002,100,1.00128,499.658043763,0.00211226,0.6,4664.7909949,4664.7909949,173.521669391,1.05749,1.00068,4665.15,173.521669391,500.0
3.50449e-18,0.01,,500,2,100.0,1.0,10.7371,4667.30274171,4285.18,0.01,100,1.0,500.0,0.01,0.6,4667.30274171,4667.30274171,116.449831787,1.0,1.0,4667.3,116.449831787,500.0
2.1793e-19,0.005,,500,2,200.000000102,1.0,13.8674,4663.39147222,4395.15,0.005,100,1.0,500.0,0.005,0.6,4663.39147222,4663.39147222,264.320526412,1.0,1.0,4665.35,264.320526412,500.0
5.43914e-20,0.00333333,,500,2,299.999969474,1.0,13.3506,4665.26111235,4444.7,0.00333333,100,1.0,500.0,0.00333333,0.6,4665.26111235,4665.26111235,151.611446352,1.0,1.0,4665.32,151.611446352,500.0
5.4346e-20,0.0025,,500,2,400.0,1.0,13.1131,4664.26222685,4473.99,0.0025,100,1.0,500.0,0.0025,0.6,4664.26222685,4664.26222685,153.805183853,1.0,1.0,4665.05,153.805183853,500.0
2.91066e-09,0.00179368,0.000728305,500,1,499.636895713,0.897236,12.4548,4665.63935816,4494.36,0.002,100,1.00044,499.620130397,0.00217813,0.6,4665.63935816,4665.63935816,127.472411398,1.08955,1.00076,4665.31,127.472411398,500.0
3.50449e-18,0.01,,500,2,100.0,1.0,11.2223,4666.58968705,4284.47,0.01,100,1.0,500.0,0.01,0.6,4666.58968705,4666.58968705,127.212697319,1.0,1.0,4666.59,127.212697319,500.0
2.1793e-19,0.005,,500,2,200.000000102,1.0,12.2498,4665.83912626,4396.01,0.005,100,1.0,500.0,0.005,0.6,4665.83912626,4665.83912626,175.646901011,1.0,1.0,4666.21,175.646901011,500.0
5.43914e-20,0.00333333,,500,2,299.999969474,1.0,12.494,4665.331473,4445.3,0.00333333,100,1.0,500.0,0.00333333,0.6,4665.331473,4665.331473,169.359225233,1.0,1.0,4665.92,169.359225233,500.0
5.4346e-20,0.0025,,500,2,400.0,1.0,12.5716,4664.84061448,4474.59,0.0025,100,1.0,500.0,0.0025,0.6,4664.84061448,4664.84061448,164.653647686,1.0,1.0,4665.65,164.653647686,500.0
4.61281e-09,0.00168596,0.00115438,500,1,499.425021838,0.843412,12.1473,4666.36667574,4495.0,0.002,100,1.00051,499.474422845,0.00214836,0.6,4666.36667574,4666.36667574,145.751022275,1.07473,1.00105,4665.98,145.751022275,500.0
3.50449e-18,0.01,,500,2,100.0,1.0,122.356,4653.65634985,4271.54,0.01,100,1.0,500.0,0.01,0.6,4653.65634985,4653.65634985,15122.0922137,1.0,1.0,4653.66,15122.0922137,498.76
2.1793e-19,0.005,,500,2,200.000000102,1.0,87.1814,4665.66308798,4389.47,0.005,100,1.0,500.0,0.005,0.6,4665.66308798,4665.66308798,159.840800091,1.0,1.0,4659.66,159.840800091,499.98
5.43914e-20,0.00333333,,500,2,299.999969474,1.0,71.5677,4666.07520073,4441.19,0.00333333,100,1.0,500.0,0.00333333,0.6,4666.07520073,4666.07520073,138.555205292,1.0,1.0,4661.8,138.555205292,500.0
5.4346e-20,0.0025,,500,2,400.0,1.0,78.9526,4655.19120199,4469.09,0.0025,100,1.0,500.0,0.0025,0.6,4655.19120199,4655.19120199,9631.81088443,1.0,1.0,4660.15,9631.81088443,498.98
4.74921e-08,0.000767875,0.0118454,500,1,494.144905001,0.383491,34.2082,4664.70108615,4491.78,0.002,100,0.998838,494.599072429,0.00248409,0.6,4664.70108615,4664.70108615,140.54827916,1.2406,1.01092,4663.6,140.54827916,500.0
3.50449e-18,0.01,,500,2,100.0,1.0,13.2238,4665.42664011,4283.31,0.01,100,1.0,500.0,0.01,0.6,4665.42664011,4665.42664011,176.634920209,1.0,1.0,4665.43,176.634920209,500.0
2.1793e-19,0.005,,500,2,200.000000102,1.0,12.6219,4666.30604479,4395.67,0.005,100,1.0,500.0,0.005,0.6,4666.30604479,4666.30604479,144.816178715,1.0,1.0,4665.87,144.816178715,500.0
5.43914e-20,0.00333333,,500,2,299.999969474,1.0,12.2085,4667.01174366,4445.64,0.00333333,100,1.0,500.0,0.00333333,0.6,4667.01174366,4667.01174366,128.936693723,1.0,1.0,4666.25,128.936693723,500.0
5.4346e-20,0.0025,,500,2,400.0,1.0,11.8611,4667.23901331,4475.44,0.0025,100,1.0,500.0,0.0025,0.6,4667.23901331,4667.23901331,116.026905614,1.0,1.0,4666.5,116.026905614,500.0
2.8819e-09,0.00182619,0.000723863,500,1,499.640670347,0.91524,11.8153,4664.81384114,4495.33,0.002,100,1.00235,499.674710799,0.00215326,0.6,4664.81384114,4664.81384114,161.057676501,1.07916,1.00065,4666.27,161.057676501,500.0
3.50449e-18,0.01,,500,2,100.0,1.0,14.0134,4664.59210452,4282.48,0.01,100,1.0,500.0,0.01,0.6,4664.59210452,4664.59210452,198.359607424,1.0,1.0,4664.59,198.359607424,500.0
2.1793e-19,0.005,,500,2,200.000000102,1.0,13.9112,4664.98307449,4394.59,0.005,100,1.0,500.0,0.005,0.6,4664.98307449,4664.98307449,192.515884192,1.0,1.0,4664.79,192.515884192,500.0
5.43914e-20,0.00333333,,500,2,299.999969474,1.0,13.4564,4665.09583795,4444.27,0.00333333,100,1.0,500.0,0.00333333,0.6,4665.09583795,4665.09583795,157.698596723,1.0,1.0,4664.89,157.698596723,500.0
5.4346e-20,0.0025,,500,2,400.0,1.0,12.9724,4665.83744755,4474.07,0.0025,100,1.0,500.0,0.0025,0.6,4665.83744755,4665.83744755,130.535596755,1.0,1.0,4665.13,130.535596755,500.0
6.12899e-09,0.0016328,0.00153651,500,1,499.236569813,0.817537,12.2679,4668.55114225,4495.03,0.002,100,1.00139,499.32434194,0.00216862,0.6,4668.55114225,4668.55114225,126.5833682,1.08582,1.00135,4666.03,126.5833682,500.0
3.50449e-18,0.01,,500,2,100.0,1.0,91.0114,4658.57999562,4276.46,0.01,100,1.0,500.0,0.01,0.6,4658.57999562,4658.57999562,8366.74683168,1.0,1.0,4658.58,8366.74683168,499.05
2.1793e-19,0.005,,500,2,200.000000102,1.0,64.9913,4667.39928508,4392.79,0.005,100,1.0,500.0,0.005,0.6,4667.39928508,4667.39928508,127.032367905,1.0,1.0,4662.99,127.032367905,500.0
5.43914e-20,0.00333333,,500,2,299.999969474,1.0,53.4421,4665.68933744,4443.27,0.00333333,100,1.0,500.0,0.00333333,0.6,4665.68933744,4665.68933744,116.747697609,1.0,1.0,4663.89,116.747697609,500.0
5.4346e-20,0.0025,,500,2,400.0,1.0,62.3334,4658.23539779,4471.42,0.0025,100,1.0,500.0,0.0025,0.6,4658.23539779,4658.23539779,7019.85683581,1.0,1.0,4662.48,7019.85683581,499.13
3.31913e-08,0.000953943,0.00832784,500,1,495.8933247,0.477833,34.0702,4666.79324438,4493.36,0.002,100,1.00181,496.424852063,0.0023026,0.6,4666.79324438,4666.79324438,123.982894539,1.15338,1.0072,4664.87,123.982894539,500.0
3.50449e-18,0.01,,500,2,100.0,1.0,14.4524,4664.68369014,4282.57,0.01,100,1.0,500.0,0.01,0.6,4664.68369014,4664.68369014,210.982700766,1.0,1.0,4664.68,210.982700766,500.0
2.1793e-19,0.005,,500,2,200.000000102,1.0,14.0261,4665.58293637,4394.94,0.005,100,1.0,500.0,0.005,0.6,4665.58293637,4665.58293637,186.045535642,1.0,1.0,4665.13,186.045535642,500.0
5.43914e-20,0.00333333,,500,2,299.999969474,1.0,13.469,4665.46690093,4444.63,0.00333333,100,1.0,500.0,0.00333333,0.6,4665.46690093,4665.46690093,152.22873256,1.0,1.0,4665.24,152.22873256,500.0
5.4346e-20,0.0025,,500,2,400.0,1.0,13.8556,4665.70022288,4474.3,0.0025,100,1.0,500.0,0.0025,0.6,4665.70022288,4665.70022288,225.770683017,1.0,1.0,4665.36,225.770683017,500.0
5.55062e-09,0.00166557,0.00138909,500,1,499.308105066,0.833215,12.7072,4668.37865539,4495.19,0.002,100,1.00052,499.368096311,0.00216946,0.6,4668.37865539,4668.37865539,98.880701505,1.08529,1.00127,4666.18,98.880701505,500.0
3.50449e-18,0.01,,500,2,100.0,1.0,13.3137,4664.34619116,4282.23,0.01,100,1.0,500.0,0.01,0.6,4664.34619116,4664.34619116,179.044533922,1.0,1.0,4664.35,179.044533922,500.0
2.1793e-19,0.005,,500,2,200.000000102,1.0,12.2723,4666.79568217,4395.37,0.005,100,1.0,500.0,0.005,0.6,4666.79568217,4666.79568217,122.188157359,1.0,1.0,4665.57,122.188157359,500.0
5.43914e-20,0.00333333,,500,2,299.999969474,1.0,13.5274,4663.19322362,4444.16,0.00333333,100,1.0,500.0,0.00333333,0.6,4663.19322362,4663.19322362,246.444372939,1.0,1.0,4664.78,246.444372939,500.0
5.4346e-20,0.0025,,500,2,400.0,1.0,12.983,4666.68127313,4474.2,0.0025,100,1.0,500.0,0.0025,0.6,4666.68127313,4666.68127313,123.787031779,1.0,1.0,4665.25,123.787031779,500.0
4.32219e-09,0.00173909,0.00107868,500,1,499.461478129,0.868793,12.2078,4667.30011412,4494.85,0.002,100,0.999137,499.539204316,0.00214728,0.6,4667.30011412,4667.30011412,102.207205696,1.07271,1.00092,4665.82,102.207205696,500.0
3.50449e-18,0.01,,500,2,100.0,1.0,12.5868,4665.71719261,4283.6,0.01,100,1.0,500.0,0.01,0.6,4665.71719261,4665.71719261,160.028034683,1.0,1.0,4665.72,160.028034683,500.0
2.1793e-19,0.005,,500,2,200.000000102,1.0,12.9284,4666.36417533,4395.84,0.005,100,1.0,500.0,0.005,0.6,4666.36417533,4666.36417533,177.425077457,1.0,1.0,4666.04,177.425077457,500.0
5.43914e-20,0.00333333,,500,2,299.999969474,1.0,12.1754,4666.78087985,4445.67,0.00333333,100,1.0,500.0,0.00333333,0.6,4666.78087985,4666.78087985,111.179236523,1.0,1.0,4666.29,111.179236523,500.0
5.4346e-20,0.0025,,500,2,400.0,1.0,11.9957,4667.19270014,4475.45,0.0025,100,1.0,500.0,0.0025,0.6,4667.19270014,4667.19270014,131.565715025,1.0,1.0,4666.51,131.565715025,500.0
4.22294e-09,0.00173793,0.00105632,500,1,499.4735816,0.869209,11.7092,4666.58653576,4495.72,0.002,100,1.00028,499.511957168,0.0021739,0.6,4666.58653576,4666.58653576,135.270268795,1.08725,1.00098,4666.7,135.270268795,500.0
3.50449e-18,0.01,,500,2,100.0,1.0,13.6293,4665.47044419,4283.37,0.01,100,1.0,500.0,0.01,0.6,4665.47044419,4665.47044419,187.634055029,1.0,1.0,4665.47,187.634055029,500.0
2.1793e-19,0.005,,500,2,200.000000102,1.0,56.5792,4655.39607561,4390.25,0.005,100,1.0,500.0,0.005,0.6,4655.39607561,4655.39607561,6228.18741107,1.0,1.0,4660.43,6228.18741107,499.17
5.43914e-20,0.00333333,,500,2,299.999969474,1.0,46.7332,4667.18195258,4442.07,0.00333333,100,1.0,500.0,0.00333333,0.6,4667.18195258,4667.18195258,120.400889535,1.0,1.0,4662.68,120.400889535,500.0
5.4346e-20,0.0025,,500,2,400.0,1.0,40.9515,4665.29975345,4472.28,0.0025,100,1.0,500.0,0.0025,0.6,4665.29975345,4665.29975345,152.525620972,1.0,1.0,4663.34,152.525620972,500.0
1.45642e-08,0.0013306,0.00363217,500,1,498.189442646,0.664486,26.3711,4666.34308352,4493.4,0.002,100,0.998778,498.262977301,0.00224338,0.6,4666.34308352,4666.34308352,147.79723581,1.12032,1.00349,4664.58,147.79723581,500.0
3.50449e-18,0.01,,500,2,100.0,1.0,11.8259,4665.55859098,4283.47,0.01,100,1.0,500.0,0.01,0.6,4665.55859098,4665.55859098,141.264095413,1.0,1.0,4665.56,141.264095413,500.0
2.1793e-19,0.005,,500,2,200.000000102,1.0,12.2043,4665.87094066,4395.53,0.005,100,1.0,500.0,0.005,0.6,4665.87094066,4665.87094066,159.586247993,1.0,1.0,4665.71,159.586247993,500.0
5.43914e-20,0.00333333,,500,2,299.999969474,1.0,12.8581,4665.21412869,4444.94,0.00333333,100,1.0,500.0,0.00333333,0.6,4665.21412869,4665.21412869,199.934883219,1.0,1.0,4665.55,199.934883219,500.0
5.4346e-20,0.0025,,500,2,400.0,1.0,12.4252,4666.69920272,4474.78,0.0025,100,1.0,500.0,0.0025,0.6,4666.69920272,4666.69920272,121.775760283,1.0,1.0,4665.84,121.775760283,500.0
3.05055e-09,0.00177836,0.000762037,500,1,499.619835697,0.88883,11.5061,4667.41515506,4495.34,0.002,100,0.999605,499.617928384,0.00213027,0.6,4667.41515506,4667.41515506,75.4237300131,1.06471,1.00076,4666.29,75.4237300131,500.0
3.50449e-18,0.01,,500,2,100.0,1.0,12.4194,4664.98712916,4282.89,0.01,100,1.0,500.0,0.01,0.6,4664.98712916,4664.98712916,155.799716084,1.0,1.0,4664.99,155.799716084,500.0
2.1793e-19,0.005,,500,2,200.000000102,1.0,11.7952,4667.35783366,4395.98,0.005,100,1.0,500.0,0.005,0.6,4667.35783366,4667.35783366,122.424417294,1.0,1.0,4666.17,122.424417294,500.0
5.43914e-20,0.00333333,,500,2,299.999969474,1.0,12.8783,4664.95789941,4445.15,0.00333333,100,1.0,500.0,0.00333333,0.6,4664.95789941,4664.95789941,220.522366112,1.0,1.0,4665.77,220.522366112,500.0
5.4346e-20,0.0025,,500,2,400.0,1.0,12.5142,4666.86514181,4474.98,0.0025,100,1.0,500.0,0.0025,0.6,4666.86514181,4666.86514181,129.255168631,1.0,1.0,4666.04,129.255168631,500.0
8.46456e-09,0.00167665,0.00210689,500,1,498.94631035,0.836493,12.3393,4663.91534656,4494.87,0.002,100,0.997813,499.197640206,0.00227418,0.6,4663.91534656,4663.91534656,196.698011556,1.1346,1.00161,4665.9,196.698011556,500.0
3.50449e-18,0.01,,500,2,100.0,1.0,11.5131,4665.71416627,4283.62,0.01,100,1.0,500.0,0.01,0.6,4665.71416627,4665.71416627,133.88996448,1.0,1.0,4665.71,133.88996448,500.0
2.1793e-19,0.005,,500,2,200.000000102,1.0,12.8713,4664.42247613,4394.87,0.005,100,1.0,500.0,0.005,0.6,4664.42247613,4664.42247613,199.954845676,1.0,1.0,4665.07,199.954845676,500.0
5.43914e-20,0.00333333,,500,2,299.999969474,1.0,12.5232,4666.91369897,4445.07,0.00333333,100,1.0,500.0,0.00333333,0.6,4666.91369897,4666.91369897,138.259133082,1.0,1.0,4665.68,138.259133082,500.0
5.4346e-20,0.0025,,500,2,400.0,1.0,12.1457,4665.91315732,4474.68,0.0025,100,1.0,500.0,0.0025,0.6,4665.91315732,4665.91315732,120.751778375,1.0,1.0,4665.74,120.751778375,500.0
2.42759e-09,0.00179479,0.000606872,500,1,499.697336399,0.897374,11.6314,4667.13415139,4495.18,0.002,100,0.999979,499.731208418,0.00217493,0.6,4667.13415139,4667.13415139,103.609384476,1.08744,1.00054,4666.11,103.609384476,500.0
