Bound,delta,VanillaAvgRet,AvgDiscRet,BatchSize,VarRet,VarDiscRet,ESSRenyi,AvgRet,MinVanillaIw,VarNormIw,AvgNormIw,VarJ,ESSClassic,EpsThisIter,renyi2,VarVanillaIw,MinNormIw,SamplesThisIter,MaxNormIw,MaxVanillaIw,J,AvgVanillaIw,AvgEpLen,IterType
4496.69,0.5,4384.13773242,4384.13773242,100,2708585.05729,2708585.05729,nan,4384.13773242,1.81752e-10,1.22731e-09,4.87329e-05,4462.99,1.59407728873,114,nan,0.452327,9.46738e-15,50000,0.000245459,4.71224,889265.0,0.93556,438.596491228,1
4492.71,0.5,4502.89227732,4502.89227732,100,1982788.80059,1982788.80059,nan,4502.89227732,7.94961e-13,1.15217e-09,5.00501e-05,4923.32,1.62916468687,111,nan,0.433296,4.09932e-17,50000,0.000234935,4.55598,887527.0,0.970597,450.45045045,1
4479.21,0.5,4199.48643586,4199.48643586,100,2764181.30123,2764181.30123,nan,4199.48643586,1.88974e-22,1.80091e-09,4.66853e-05,4978.33,2.14500875614,119,nan,0.789196,9.02727e-27,50000,0.000342493,7.16964,886344.0,0.977297,420.168067227,1
4478.49,0.5,4384.11497656,4384.11497656,100,1925338.82846,1925338.82846,nan,4384.11497656,2.116e-11,1.53606e-09,4.87329e-05,4731.38,1.61542402793,114,nan,0.594564,1.07552e-15,50000,0.000224931,4.42533,886004.0,0.958778,438.596491228,1
4491.64,0.5,4129.94064979,4129.94064979,100,3570949.38543,3570949.38543,nan,4129.94064979,2.60232e-19,1.74109e-09,4.59137e-05,5192.97,2.04812169168,121,nan,0.673008,1.32361e-23,50000,0.000338357,6.65236,885875.0,0.902697,413.223140496,1
4485.81,0.5,4760.79012797,4760.79012797,100,560782.018992,560782.018992,nan,4760.79012797,0.000253249,6.3493e-10,5.29101e-05,2666.43,1.07839247414,105,nan,0.208449,1.39769e-08,50000,0.000144893,2.62533,893144.0,0.958683,476.19047619,1
4493.27,0.5,4345.93321381,4345.93321381,100,2813559.3137,2813559.3137,nan,4345.93321381,5.07027e-14,1.46239e-09,4.83092e-05,5510.1,2.09961695271,115,nan,0.661289,2.38433e-18,50000,0.000243728,5.18286,885965.0,1.02729,434.782608696,1
4493.56,0.5,4715.75992893,4715.75992893,100,1110129.22273,1110129.22273,nan,4715.75992893,2.18701e-08,6.81345e-10,5.24109e-05,4355.28,1.2937426703,106,nan,0.272967,1.09265e-12,50000,0.000153976,3.08193,890172.0,1.04904,471.698113208,1
4488.36,0.5,4585.53886438,4585.53886438,100,1655978.0342,1655978.0342,nan,4585.53886438,3.81983e-08,9.68397e-10,5.09684e-05,3818.99,2.11009620407,109,nan,0.393264,1.89552e-12,50000,0.000213533,4.30308,890315.0,1.02711,458.71559633,1
4478.67,0.5,4308.36686431,4308.36686431,100,2605438.10051,2605438.10051,nan,4308.36686431,4.05268e-24,1.46785e-09,4.78927e-05,5716.92,2.20196029149,116,nan,0.632114,1.95292e-28,50000,0.000299569,6.21662,883892.0,0.993864,431.034482759,1
4482.44,0.5,3903.53854699,3903.53854699,100,3981566.13637,3981566.13637,nan,3903.53854699,3.50938e-37,2.32136e-09,4.34028e-05,6753.04,2.56999211939,128,nan,1.19841,1.54451e-41,50000,0.000473513,10.7588,881594.0,0.986165,390.625,1
4484.95,0.5,3934.33626455,3934.33626455,100,3602722.17684,3602722.17684,nan,3934.33626455,1.542e-29,2.11107e-09,4.37445e-05,5057.03,1.83900224429,127,nan,0.843381,7.71477e-34,50000,0.000350902,7.01371,886780.0,0.874349,393.700787402,1
4482.24,0.5,3619.93057217,3619.93057217,100,4756399.87242,4756399.87242,nan,3619.93057217,,2.58872e-09,4.02576e-05,9216.52,2.73601446939,138,nan,2.06496,,50000,0.000472727,13.3513,875154.0,1.137,362.31884058,1
4434.9,0.5,1954.18664385,1954.18664385,100,5316252.71405,5316252.71405,nan,1954.18664385,,1.68017e-07,2.17865e-05,18875.9,5.01138875748,255,nan,4616.33,,50000,0.038929,6452.76,849977.0,3.61126,196.078431373,1
4484.96,0.5,3784.90919279,3784.90919279,100,4054555.47075,4054555.47075,nan,3784.90919279,1.75357e-34,2.23453e-09,4.20875e-05,5877.4,2.3751982679,132,nan,0.92107,8.63712e-39,50000,0.000402123,8.16417,884446.0,0.854489,378.787878788,1
4475.61,0.5,3700.57800031,3700.57800031,100,4027389.94166,4027389.94166,nan,3700.57800031,,2.60005e-09,4.11523e-05,7843.84,2.3050538185,135,nan,1.56643,,50000,0.000370639,9.09737,877976.0,1.01009,370.37037037,1
4468.98,0.5,3044.42098464,3044.42098464,100,5564502.62455,5564502.62455,nan,3044.42098464,,3.58616e-09,3.38753e-05,10251.9,3.60282909103,164,nan,6.07985,,50000,0.000856452,35.2642,876266.0,1.39481,304.87804878,1
4484.81,0.5,3903.34239865,3903.34239865,100,4028146.65167,4028146.65167,nan,3903.34239865,,1.93545e-09,4.34028e-05,6781.83,2.1144401771,128,nan,0.930019,,50000,0.000288025,6.31373,881435.0,0.951421,390.625,1
4490.68,0.5,4029.71738162,4029.71738162,100,3878130.06286,3878130.06286,nan,4029.71738162,7.88916e-32,1.85063e-09,4.48029e-05,5172.54,2.87290439108,124,nan,0.764882,3.88056e-36,50000,0.000284372,5.78128,886423.0,0.910841,403.225806452,1
4479.69,0.5,4585.62376781,4585.62376781,100,1149964.24742,1149964.24742,nan,4585.62376781,2.54135e-11,1.08506e-09,5.09684e-05,4125.6,2.1032384656,109,nan,0.451227,1.24622e-15,50000,0.000197141,4.02019,888440.0,1.03937,458.71559633,1
4482.77,0.5,3813.84058079,3813.84058079,100,3845238.07867,3845238.07867,nan,3813.84058079,1.19076e-30,2.11919e-09,4.24088e-05,7846.34,2.00854163278,131,nan,1.0164,5.43721e-35,50000,0.000339162,7.42772,877542.0,0.928761,381.679389313,1
4471.37,0.5,4462.12548455,4462.12548455,100,1540959.05517,1540959.05517,nan,4462.12548455,5.63829e-22,1.41276e-09,4.96032e-05,4639.77,1.87532455017,112,nan,0.484139,3.04576e-26,50000,0.000217998,4.03556,885758.0,0.918249,446.428571429,1
4483.69,0.5,4199.48004199,4199.48004199,100,3084675.43875,3084675.43875,nan,4199.48004199,4.95297e-20,1.59267e-09,4.66853e-05,5599.56,1.94648299166,119,nan,0.645532,2.4602e-24,50000,0.000286636,5.77067,884360.0,0.93989,420.168067227,1
4479.67,0.5,4384.06782408,4384.06782408,100,1875007.93855,1875007.93855,nan,4384.06782408,6.26762e-14,1.50212e-09,4.87329e-05,5456.4,1.99804889471,114,nan,0.586832,3.17102e-18,50000,0.00024576,4.85752,884452.0,0.963223,438.596491228,1
4483.88,0.5,4029.71535969,4029.71535969,100,3589677.21805,3589677.21805,nan,4029.71535969,5.40449e-29,1.99267e-09,4.48029e-05,6778.97,1.7796932728,124,nan,0.835959,2.63864e-33,50000,0.000429182,8.79055,880457.0,0.917657,403.225806452,1
4484.77,0.5,4164.37905376,4164.37905376,100,3252441.59156,3252441.59156,nan,4164.37905376,7.76883e-26,1.6182e-09,4.62963e-05,4419.73,1.54709678676,120,nan,0.578889,4.10747e-30,50000,0.000250463,4.73724,887628.0,0.875644,416.666666667,1
4492.42,0.5,4095.97898666,4095.97898666,100,3685217.10979,3685217.10979,nan,4095.97898666,3.66999e-19,1.55929e-09,4.55373e-05,5497.52,1.67616722603,122,nan,0.604181,1.86443e-23,50000,0.000275547,5.42394,886011.0,0.89637,409.836065574,1
4485.44,0.5,4462.59112865,4462.59112865,100,1972947.78519,1972947.78519,nan,4462.59112865,4.55883e-14,1.20042e-09,4.96032e-05,4291.11,1.42334278269,112,nan,0.431286,2.40512e-18,50000,0.00024591,4.66114,888724.0,0.940213,446.428571429,1
4491.67,0.5,4585.69997105,4585.69997105,100,1845477.84455,1845477.84455,nan,4585.69997105,1.87525e-08,8.80083e-10,5.09684e-05,3945.93,1.30389218376,109,nan,0.332035,9.65449e-13,50000,0.000175321,3.40537,890603.0,0.98999,458.71559633,1
4483.66,0.5,4095.9847408,4095.9847408,100,3312505.79664,3312505.79664,nan,4095.9847408,1.96623e-16,1.86237e-09,4.55373e-05,5050.98,2.22486525745,122,nan,0.689372,1.02198e-20,50000,0.00026627,5.12291,886183.0,0.876116,409.836065574,1
4492.97,0.5,4502.88479169,4502.88479169,100,2185007.40812,2185007.40812,nan,4502.88479169,1.52777e-13,1.05791e-09,5.005e-05,4748.76,1.51263636073,111,nan,0.416856,7.69644e-18,50000,0.000240529,4.77459,888884.0,0.993512,450.45045045,1
4497.48,0.5,4462.61221022,4462.61221022,100,2409546.52834,2409546.52834,nan,4462.61221022,1.48851e-11,1.0492e-09,4.96032e-05,5475.32,1.85453009111,112,nan,0.360053,8.03524e-16,50000,0.000228156,4.22655,888223.0,0.918889,446.428571429,1
4494.67,0.5,4585.71091036,4585.71091036,100,1874062.51628,1874062.51628,nan,4585.71091036,4.69888e-07,8.53789e-10,5.09684e-05,4498.77,1.4163956729,109,nan,0.321507,2.42144e-11,50000,0.00017511,3.39805,890290.0,0.989056,458.71559633,1
4497.11,0.5,4462.61633657,4462.61633657,100,2405082.85493,2405082.85493,nan,4462.61633657,1.68593e-08,1.02068e-09,4.96032e-05,4299.96,1.45165591598,112,nan,0.365373,8.91079e-13,50000,0.000193816,3.66702,890488.0,0.938499,446.428571429,1
4499.04,0.5,4901.11528902,4901.11528902,100,485177.177781,485177.177781,nan,4901.11528902,0.00182422,1.92656e-10,5.44662e-05,3112.83,0.928759931305,102,nan,0.0644606,9.9729e-08,50000,0.000110256,2.01678,895883.0,0.996284,490.196078431,1
4493.58,0.5,4462.62283666,4462.62283666,100,2365811.25968,2365811.25968,nan,4462.62283666,1.95324e-09,9.97609e-10,4.96032e-05,4919.28,1.44965921856,112,nan,0.368791,1.01589e-13,50000,0.00020217,3.8871,888712.0,0.953717,446.428571429,1
4493.33,0.5,4671.59988555,4671.59988555,100,1315092.1204,1315092.1204,nan,4671.59988555,2.30363e-06,7.12314e-10,5.19211e-05,3642.84,1.1887400468,107,nan,0.261224,1.20294e-10,50000,0.000167887,3.21505,891772.0,0.994293,467.289719626,1
4490.18,0.5,4062.62705452,4062.62705452,100,3774497.80279,3774497.80279,nan,4062.62705452,1.37919e-36,1.78678e-09,4.51671e-05,6814.46,2.0081551698,123,nan,0.806413,6.49208e-41,50000,0.000300361,6.38098,881889.0,0.959546,406.504065041,1
4479.53,0.5,4502.89304353,4502.89304353,100,1654399.17772,1654399.17772,nan,4502.89304353,8.3491e-15,1.24482e-09,5.00501e-05,5202.25,1.50388618422,111,nan,0.491191,4.20308e-19,50000,0.000231242,4.59345,885542.0,0.994208,450.45045045,1
4495.65,0.5,4715.78954254,4715.78954254,100,1317633.62212,1317633.62212,nan,4715.78954254,1.37547e-08,6.45763e-10,5.24109e-05,4564.99,1.27737578747,106,nan,0.241773,7.10861e-13,50000,0.000155943,3.01741,890300.0,1.01412,471.698113208,1
4485.57,0.5,4543.92260768,4543.92260768,100,1515410.51902,1515410.51902,nan,4543.92260768,2.11207e-12,1.01551e-09,5.05051e-05,4398.1,1.16915487265,110,nan,0.32887,1.17365e-16,50000,0.000171792,3.09154,888400.0,0.908878,454.545454545,1
4486.01,0.5,4760.76172791,4760.76172791,100,571325.911186,571325.911186,nan,4760.76172791,1.86122e-09,6.1541e-10,5.29101e-05,2776.27,1.02212446519,105,nan,0.203701,1.02302e-13,50000,0.000137848,2.50792,892755.0,0.962614,476.19047619,1
4497.58,0.5,4543.94003583,4543.94003583,100,2079148.54314,2079148.54314,nan,4543.94003583,3.22142e-10,9.08968e-10,5.05051e-05,4481.63,1.21884127805,110,nan,0.280807,1.83281e-14,50000,0.00017934,3.15214,890160.0,0.887696,454.545454545,1
4497.26,0.5,4585.72075614,4585.72075614,100,1905529.35092,1905529.35092,nan,4585.72075614,8.52e-10,8.22063e-10,5.09684e-05,4603.26,1.65462865415,109,nan,0.290512,4.53221e-14,50000,0.000165339,3.10817,890383.0,0.958143,458.71559633,1
4495.74,0.5,4806.64017811,4806.64017811,100,899398.82174,899398.82174,nan,4806.64017811,0.00187664,4.11377e-10,5.34188e-05,3783.41,1.07863105198,104,nan,0.145491,9.9789e-08,50000,0.000128708,2.42049,892935.0,1.0046,480.769230769,1
4481.93,0.5,4462.61675464,4462.61675464,100,1826239.60607,1826239.60607,nan,4462.61675464,8.88564e-11,1.228e-09,4.96032e-05,4665.7,1.56865155075,112,nan,0.449577,4.64393e-15,50000,0.000234313,4.48333,887213.0,0.949101,446.428571429,1
4495.01,0.5,4199.52446978,4199.52446978,100,3369217.31076,3369217.31076,nan,4199.52446978,2.13389e-16,1.44518e-09,4.66853e-05,6418.31,1.88708184345,119,nan,0.561082,1.08298e-20,50000,0.00026396,5.20104,883953.0,0.919883,420.168067227,1
4499.37,0.5,4999.30873407,4999.30873407,100,0.00767440344749,0.00767440344749,,4999.30873407,0.989059,1.54757e-15,5.55556e-05,1.16943,0.556258704008,100,inf,5.01413e-07,5.49477e-05,50000,5.61393e-05,1.01051,899876.0,0.999999,500.0,1
4479.91,0.5,4308.3860236,4308.3860236,100,2515224.71923,2515224.71923,nan,4308.3860236,2.60585e-15,1.55942e-09,4.78927e-05,6188.39,2.05314227285,116,nan,0.628348,1.29817e-19,50000,0.000203421,4.08333,882548.0,0.961365,431.034482759,1
4485.23,0.5,4462.59505485,4462.59505485,100,1895449.19769,1895449.19769,nan,4462.59505485,4.06942e-11,1.19393e-09,4.96032e-05,4876.38,1.65504700065,112,nan,0.431172,2.1414e-15,50000,0.000260102,4.94288,886577.0,0.94264,446.428571429,1
4493.52,0.5,4585.71437019,4585.71437019,100,1841781.79984,1841781.79984,nan,4585.71437019,3.18913e-08,8.4017e-10,5.09684e-05,4597.42,1.31538152317,109,nan,0.306566,1.66953e-12,50000,0.0001807,3.45173,889744.0,0.973598,458.71559633,1
4498.93,0.5,4901.1157678,4901.1157678,100,485177.280817,485177.280817,nan,4901.1157678,0.00205247,2.04577e-10,5.44662e-05,2974.73,0.913883492592,102,nan,0.0700663,1.10905e-07,50000,0.000105945,1.96067,896024.0,1.00798,490.196078431,1
4499.38,0.5,4999.31561845,4999.31561845,100,0.00702887219013,0.00702887219013,nan,4999.31561845,0.999748,9.35352e-20,5.55556e-05,1.11863,0.5555666264,100,nan,3.03001e-11,5.55416e-05,50000,5.55602e-05,1.00008,899877.0,1.0,500.0,1
4498.73,0.5,4806.67565903,4806.67565903,100,933145.331383,933145.331383,nan,4806.67565903,5.73316e-05,3.98506e-10,5.34188e-05,3793.51,1.11002354709,104,nan,0.145422,3.00121e-09,50000,0.000126581,2.41805,893573.0,1.02045,480.769230769,1
4496.96,0.5,4462.62398477,4462.62398477,100,2406881.74102,2406881.74102,nan,4462.62398477,2.34963e-14,1.09127e-09,4.96032e-05,4352.26,1.32216274644,112,nan,0.380948,1.25757e-18,50000,0.000213659,3.99197,890134.0,0.926778,446.428571429,1
4498.32,0.5,4671.63010302,4671.63010302,100,1542107.22602,1542107.22602,nan,4671.63010302,1.49942e-05,6.35819e-10,5.19211e-05,3980.69,1.12267009643,107,nan,0.220569,8.05038e-10,50000,0.000164526,3.06436,892502.0,0.967051,467.289719626,1
4497.97,0.5,4715.79781106,4715.79781106,100,1345163.93277,1345163.93277,nan,4715.79781106,3.69272e-05,6.54315e-10,5.24109e-05,4655.64,1.32427181004,106,nan,0.253675,1.87543e-09,50000,0.000164246,3.23399,890908.0,1.03197,471.698113208,1
4497.0,0.5,4585.6984001,4585.6984001,100,1901839.70511,1901839.70511,nan,4585.6984001,9.90787e-11,8.71271e-10,5.09684e-05,4609.58,1.46059304439,109,nan,0.297927,5.35799e-15,50000,0.000205144,3.79347,890080.0,0.942496,458.71559633,1
4498.74,0.5,4760.79669203,4760.79669203,100,1144160.51432,1144160.51432,nan,4760.79669203,2.15557e-05,4.81979e-10,5.29101e-05,2583.29,1.22297954623,105,nan,0.153785,1.20676e-09,50000,0.000156799,2.80082,895450.0,0.945107,476.19047619,1
4497.95,0.5,4543.93617895,4543.93617895,100,2083695.92614,2083695.92614,nan,4543.93617895,1.06465e-09,8.39031e-10,5.05051e-05,4631.25,1.21652022761,110,nan,0.270713,5.9271e-14,50000,0.000176488,3.17016,890405.0,0.907194,454.545454545,1
4493.66,0.5,4806.65272185,4806.65272185,100,747414.617006,747414.617006,nan,4806.65272185,0.000658781,4.31464e-10,5.34188e-05,3746.38,1.11821677012,104,nan,0.166542,3.35314e-08,50000,0.000129648,2.54716,892253.0,1.0495,480.769230769,1
4497.93,0.5,4671.61076206,4671.61076206,100,1537406.79051,1537406.79051,nan,4671.61076206,6.37977e-09,6.75142e-10,5.19211e-05,4336.11,1.41130205471,107,nan,0.237375,3.40239e-13,50000,0.000182332,3.41887,891526.0,0.973563,467.289719626,1
4498.46,0.5,4671.61734109,4671.61734109,100,1542098.84976,1542098.84976,nan,4671.61734109,6.12586e-07,6.79637e-10,5.19211e-05,4078.12,1.27613336687,107,nan,0.225828,3.3606e-11,50000,0.000173289,3.1588,892132.0,0.946441,467.289719626,1
4497.73,0.5,4543.94715012,4543.94715012,100,2079155.07101,2079155.07101,nan,4543.94715012,6.17033e-10,8.80849e-10,5.05051e-05,4161.26,1.49424532669,110,nan,0.285426,3.42778e-14,50000,0.000189178,3.40539,891243.0,0.909139,454.545454545,1
4498.78,0.5,4901.11020336,4901.11020336,100,483208.237105,483208.237105,nan,4901.11020336,0.00190664,1.95905e-10,5.44662e-05,2967.52,0.79647396498,102,nan,0.0681963,1.02191e-07,50000,0.000111866,2.08716,896063.0,1.01621,490.196078431,1
4497.08,0.5,4502.92540775,4502.92540775,100,2247096.9512,2247096.9512,nan,4502.92540775,3.9784e-11,1.02643e-09,5.00501e-05,5140.3,1.55683097862,111,nan,0.395524,2.02669e-15,50000,0.00020057,3.9372,888822.0,0.982486,450.45045045,1
4498.07,0.5,4585.70187154,4585.70187154,100,1910114.74088,1910114.74088,nan,4585.70187154,1.15419e-13,8.61632e-10,5.09684e-05,5378.4,1.48348550919,109,nan,0.304334,6.14134e-18,50000,0.000220542,4.14482,888609.0,0.95789,458.71559633,1
4496.59,0.5,4502.91436885,4502.91436885,100,2244364.60327,2244364.60327,nan,4502.91436885,3.8586e-16,1.07295e-09,5.00501e-05,5095.98,1.35670697432,111,nan,0.421396,1.94704e-20,50000,0.000267525,5.30174,888958.0,0.99188,450.45045045,1
4493.04,0.5,4671.61058698,4671.61058698,100,1339547.55532,1339547.55532,nan,4671.61058698,6.73327e-07,6.96396e-10,5.19211e-05,4456.83,1.72771440404,107,nan,0.244743,3.59169e-11,50000,0.000181766,3.40753,890132.0,0.973355,467.289719626,1
4497.45,0.5,4543.93455657,4543.93455657,100,2079144.48627,2079144.48627,nan,4543.93455657,5.22834e-07,8.67099e-10,5.0505e-05,4414.95,1.3772902274,110,nan,0.294149,2.83867e-11,50000,0.000204715,3.77049,891067.0,0.930216,454.545454545,1
4479.5,0.5,4235.17133238,4235.17133238,100,2645087.98799,2645087.98799,nan,4235.17133238,5.75366e-23,1.69045e-09,4.7081e-05,7347.77,2.45851215047,118,nan,0.778146,2.68173e-27,50000,0.000272282,5.84183,877731.0,1.01012,423.728813559,1
4496.65,0.5,4271.49411855,4271.49411855,100,3128539.85771,3128539.85771,nan,4271.49411855,2.31454e-19,1.23899e-09,4.74834e-05,6562.34,1.88861506104,117,nan,0.464941,1.19482e-23,50000,0.000262228,5.07977,884157.0,0.919826,427.35042735,1
4498.42,0.5,4671.6254148,4671.6254148,100,1542104.13477,1542104.13477,nan,4671.6254148,1.60093e-05,6.20099e-10,5.19211e-05,4202.33,1.08959187008,107,nan,0.219551,8.50814e-10,50000,0.000180334,3.39324,892524.0,0.97697,467.289719626,1
