AvgVanillaIw,VarVanillaIw,MaxVanillaIw,VarRet,VarJ,BatchSize,AvgRet,Bound,VarNormIw,VarDiscRet,VanillaAvgRet,AvgEpLen,AvgDiscRet,eRenyi2,AvgNormIw,EpsThisIter,ESSRenyi,MinNormIw,J,IterType,MaxNormIw,Delta,ESSClassic,MinVanillaIw
1.0,,1.0,58.64026999719136,6.953323,500,-8.133444958020124,-8.033385,2.179301e-19,58.64026999719136,-8.133444958020124,200.0,-8.133444958020124,1.0,0.0049999994,100,500.0,0.005,-7.464422,2,0.005,0.9,200.00000010221265,1.0
1.0,,1.0,53.75978785974713,7.070337,500,-7.736680480892128,-8.0197315,5.4391416e-20,53.75978785974713,-7.736680480892128,200.0,-7.736680480892128,1.0,0.0033333336,100,500.0,0.0033333334,-7.5551753,2,0.0033333334,0.9,299.999969473632,1.0
1.0,,1.0,48.216932447358175,7.0540953,500,-8.890470520110144,-8.291315,5.434597e-20,48.216932447358175,-8.890470520110144,200.0,-8.890470520110144,1.0,0.0024999997,100,500.0,0.0025,-7.888998,2,0.0025,0.9,400.0,1.0
1.2121193,123.16793,124.632195,56.063203657609684,10.103853,500,-9.455746992773635,-5.019081,0.0003353258,56.063203657609684,-9.455746992773635,200.0,-9.455746992773635,88.344765,0.0019999999,100,5.659644933622062,,-1.6309078,1,0.20564343,0.9,5.905712604497246,
1.0,,1.0,48.59295099875371,6.9359226,500,-6.873745050464087,-7.658063,3.5044917e-18,48.59295099875371,-6.873745050464087,200.0,-6.873745050464087,1.0,0.009999998,100,500.0,0.01,-6.8737454,2,0.01,0.9,100.0,1.0
1.0,,1.0,54.50215933886162,7.157729,500,-7.770427322034481,-7.8910913,2.179301e-19,54.50215933886162,-7.770427322034481,200.0,-7.770427322034481,1.0,0.0049999994,100,500.0,0.005,-7.3220863,2,0.005,0.9,200.00000010221265,1.0
1.0,,1.0,50.164200226886216,7.1212654,500,-7.208925634319496,-7.748957,5.4391416e-20,50.164200226886216,-7.208925634319496,200.0,-7.208925634319496,1.0,0.0033333336,100,500.0,0.0033333334,-7.2843666,2,0.0033333334,0.9,299.999969473632,1.0
1.0,,1.0,54.076694980467366,7.2572055,500,-9.865052777935139,-8.331885,5.434597e-20,54.076694980467366,-9.865052777935139,200.0,-9.865052777935139,1.0,0.0024999997,100,500.0,0.0025,-7.929538,2,0.0025,0.9,400.0,1.0
0.6359098,22.171621,54.92864,50.493812423965245,29.87432,500,-8.784953552634914,-5.072679,0.000219314,50.493812423965245,-8.784953552634914,200.0,-8.784953552634914,40.630714,0.0019999999,100,12.305961319668638,,-2.7787848,1,0.17275608,0.9,8.97362283842914,
1.0,,1.0,54.72727768514326,7.3607063,500,-7.650869453907202,-8.459172,3.5044917e-18,54.72727768514326,-7.650869453907202,200.0,-7.650869453907202,1.0,0.009999998,100,500.0,0.01,-7.650869,2,0.01,0.9,100.0,1.0
1.0,,1.0,53.6558103955623,7.340436,500,-8.614980858328321,-8.704481,2.179301e-19,53.6558103955623,-8.614980858328321,200.0,-8.614980858328321,1.0,0.0049999994,100,500.0,0.005,-8.132924,2,0.005,0.9,200.00000010221265,1.0
1.0,,1.0,57.25726381808273,7.4075227,500,-8.631148026980151,-8.765674,5.4391416e-20,57.25726381808273,-8.631148026980151,200.0,-8.631148026980151,1.0,0.0033333336,100,500.0,0.0033333334,-8.299,2,0.0033333334,0.9,299.999969473632,1.0
1.0,,1.0,53.7474530129584,7.3859267,500,-7.5839327437131665,-8.524586,5.434597e-20,53.7474530129584,-7.5839327437131665,200.0,-7.5839327437131665,1.0,0.0024999997,100,500.0,0.0025,-8.120233,2,0.0025,0.9,400.0,1.0
0.91616136,5.9528666,10.223031,51.730424428428584,16.704903,500,-8.177977030817122,-7.642836,2.8368877e-05,51.730424428428584,-8.177977030817122,200.0,-8.177977030817122,7.2478423,0.002,100,68.98604832805005,,-6.6691694,1,0.022317097,0.9,61.89623011642606,
1.0,,1.0,49.60862539306542,7.0080333,500,-7.970565822830036,-8.77285,3.5044917e-18,49.60862539306542,-7.970565822830036,200.0,-7.970565822830036,1.0,0.009999998,100,500.0,0.01,-7.9705653,2,0.01,0.9,100.0,1.0
1.0,,1.0,45.35082605907488,6.8562737,500,-8.089972144453496,-8.597569,2.179301e-19,45.35082605907488,-8.089972144453496,200.0,-8.089972144453496,1.0,0.0049999994,100,500.0,0.005,-8.030269,2,0.005,0.9,200.00000010221265,1.0
1.0,,1.0,55.03029405035446,7.0360284,500,-8.203996358216425,-8.551378,5.4391416e-20,55.03029405035446,-8.203996358216425,200.0,-8.203996358216425,1.0,0.0033333336,100,500.0,0.0033333334,-8.088179,2,0.0033333334,0.9,299.999969473632,1.0
1.0,,1.0,55.28904637859332,7.128435,500,-8.17041953746187,-8.50988,5.434597e-20,55.28904637859332,-8.17041953746187,200.0,-8.17041953746187,1.0,0.0024999997,100,500.0,0.0025,-8.108738,2,0.0025,0.9,400.0,1.0
1.0012304,1.7627388,4.223259,45.960781676251585,11.271142,500,-7.37894027471681,-8.041324,7.0336364e-06,45.960781676251585,-7.37894027471681,200.0,-7.37894027471681,2.7971957,0.002,100,178.75045526069124,6.8209804e-12,-7.4412494,1,0.008436138,0.9,181.49530772423898,3.4146865e-09
1.0,,1.0,52.30900151459298,7.196243,500,-8.537450010117787,-9.338249,3.5044917e-18,52.30900151459298,-8.537450010117787,200.0,-8.537450010117787,1.0,0.009999998,100,500.0,0.01,-8.53745,2,0.01,0.9,100.0,1.0
1.0,,1.0,49.85569646539866,7.1304526,500,-7.494712933450691,-8.588666,2.179301e-19,49.85569646539866,-7.494712933450691,200.0,-7.494712933450691,1.0,0.0049999994,100,500.0,0.005,-8.016081,2,0.005,0.9,200.00000010221265,1.0
1.0,,1.0,47.401066224268995,7.0436387,500,-8.59674327193342,-8.67715,5.4391416e-20,47.401066224268995,-8.59674327193342,200.0,-8.59674327193342,1.0,0.0033333336,100,500.0,0.0033333334,-8.209636,2,0.0033333334,0.9,299.999969473632,1.0
1.0,,1.0,54.40093450210711,7.12356,500,-7.593246059425504,-8.460417,5.434597e-20,54.40093450210711,-7.593246059425504,200.0,-7.593246059425504,1.0,0.0024999997,100,500.0,0.0025,-8.055538,2,0.0025,0.9,400.0,1.0
0.98420006,1.2639209,10.287325,51.62439255600378,10.179615,500,-8.280538726642755,-8.3078785,5.2193104e-06,51.62439255600378,-8.280538726642755,200.0,-8.280538726642755,2.499593,0.002,100,200.03256374228553,2.2498094e-05,-7.7353396,1,0.020904947,0.9,217.18186757343062,0.011071313
1.0,,1.0,47.263072638454325,6.840354,500,-6.597187711386734,-7.3920765,3.5044917e-18,47.263072638454325,-6.597187711386734,200.0,-6.597187711386734,1.0,0.009999998,100,500.0,0.01,-6.597188,2,0.01,0.9,100.0,1.0
1.0,,1.0,54.09461778201122,7.1144314,500,-7.928476811140428,-7.8249025,2.179301e-19,54.09461778201122,-7.928476811140428,200.0,-7.928476811140428,1.0,0.0049999994,100,500.0,0.005,-7.2628317,2,0.005,0.9,200.00000010221265,1.0
1.0,,1.0,52.46981136172546,7.1585875,500,-8.179961392392876,-8.027472,5.4391416e-20,52.46981136172546,-8.179961392392876,200.0,-8.179961392392876,1.0,0.0033333336,100,500.0,0.0033333334,-7.568542,2,0.0033333334,0.9,299.999969473632,1.0
1.0,,1.0,51.332205446948926,7.1695046,500,-8.752987168036148,-8.267694,5.434597e-20,51.332205446948926,-8.752987168036148,200.0,-8.752987168036148,1.0,0.0024999997,100,500.0,0.0025,-7.864653,2,0.0025,0.9,400.0,1.0
1.0556403,4.8934183,6.005439,56.0805558491104,17.138672,500,-8.508953840059014,-7.984453,1.7564682e-05,56.0805558491104,-8.508953840059014,200.0,-8.508953840059014,4.2952867,0.0019999999,100,116.40666621594963,,-7.2373333,1,0.011377811,0.9,92.89556624403863,
1.0,,1.0,52.25665376263701,7.1926413,500,-8.083477601790076,-8.888651,3.5044917e-18,52.25665376263701,-8.083477601790076,200.0,-8.083477601790076,1.0,0.009999998,100,500.0,0.01,-8.083478,2,0.01,0.9,100.0,1.0
1.0,,1.0,47.943755334388094,7.053451,500,-7.303811255058748,-8.263016,2.179301e-19,47.943755334388094,-7.303811255058748,200.0,-7.303811255058748,1.0,0.0049999994,100,500.0,0.005,-7.6936445,2,0.005,0.9,200.00000010221265,1.0
1.0,,1.0,53.62933059831091,7.1379533,500,-8.312984973987831,-8.364981,5.4391416e-20,53.62933059831091,-8.312984973987831,200.0,-8.312984973987831,1.0,0.0033333336,100,500.0,0.0033333334,-7.900091,2,0.0033333334,0.9,299.999969473632,1.0
1.0,,1.0,59.28986367677593,7.2825465,500,-8.789937126536588,-8.525966,5.434597e-20,59.28986367677593,-8.789937126536588,200.0,-8.789937126536588,1.0,0.0024999997,100,500.0,0.0025,-8.122551,2,0.0025,0.9,400.0,1.0
1.0668542,0.17655227,1.259512,44.169871596043286,7.7067757,500,-7.28668088418924,-8.275286,6.2047326e-07,44.169871596043286,-7.28668088418924,200.0,-7.28668088418924,1.076221,0.0019999999,100,464.58859751377827,0.00028548134,-7.9009624,1,0.0023611698,0.9,432.9724606614175,0.15228349
1.0,,1.0,56.57607715914325,7.4840045,500,-6.532266959964028,-7.326606,3.5044917e-18,56.57607715914325,-6.532266959964028,200.0,-6.532266959964028,1.0,0.009999998,100,500.0,0.01,-6.532267,2,0.01,0.9,100.0,1.0
1.0,,1.0,48.53675637937121,7.2532935,500,-8.05465190069658,-7.8626566,2.179301e-19,48.53675637937121,-8.05465190069658,200.0,-8.05465190069658,1.0,0.0049999994,100,500.0,0.005,-7.293459,2,0.005,0.9,200.00000010221265,1.0
1.0,,1.0,57.915366488161915,7.373907,500,-8.215486773821487,-8.06555,5.4391416e-20,57.915366488161915,-8.215486773821487,200.0,-8.215486773821487,1.0,0.0033333336,100,500.0,0.0033333334,-7.600802,2,0.0033333334,0.9,299.999969473632,1.0
1.0,,1.0,43.569845039006424,7.1808577,500,-7.64114682010884,-8.015607,5.434597e-20,43.569845039006424,-7.64114682010884,200.0,-7.64114682010884,1.0,0.0024999997,100,500.0,0.0025,-7.610888,2,0.0025,0.9,400.0,1.0
1.0029949,0.0045025693,1.0232946,50.78570212413821,7.1934695,500,-7.27816615106492,-7.906049,1.7902883e-08,50.78570212413821,-7.27816615106492,200.0,-7.27816615106492,1.0010152,0.0019999999,100,499.49292162411797,0.0015585977,-7.543874,1,0.0020404782,0.9,497.7764943573465,0.7816327
1.0,,1.0,52.66389566925695,7.2206135,500,-8.059552181110268,-8.865051,3.5044917e-18,52.66389566925695,-8.059552181110268,200.0,-8.059552181110268,1.0,0.009999998,100,500.0,0.01,-8.059552,2,0.01,0.9,100.0,1.0
1.0,,1.0,48.371016704933524,7.0732846,500,-8.33572683296485,-8.767214,2.179301e-19,48.371016704933524,-8.33572683296485,200.0,-8.33572683296485,1.0,0.0049999994,100,500.0,0.005,-8.197639,2,0.005,0.9,200.00000010221265,1.0
1.0,,1.0,48.120925009912035,7.020018,500,-7.740149069616791,-8.510199,5.4391416e-20,48.120925009912035,-7.740149069616791,200.0,-7.740149069616791,1.0,0.0033333336,100,500.0,0.0033333334,-8.045143,2,0.0033333334,0.9,299.999969473632,1.0
1.0,,1.0,48.585660806388276,7.0033145,500,-7.474846983437123,-8.305319,5.434597e-20,48.585660806388276,-7.474846983437123,200.0,-7.474846983437123,1.0,0.0024999997,100,500.0,0.0025,-7.902569,2,0.0025,0.9,400.0,1.0
1.5088348,5.760515,9.2276745,51.21927824516997,12.607824,500,-7.42344178467548,-7.9616423,1.0121336e-05,51.21927824516997,-7.42344178467548,200.0,-7.42344178467548,1.4263324,0.0020000003,100,350.54943429316796,0.0010127479,-7.5314226,1,0.012231523,0.9,141.83296024745923,0.7640346
1.0,,1.0,67.41892136222685,8.1697445,500,-7.970472257440138,-8.775034,3.5044917e-18,67.41892136222685,-7.970472257440138,200.0,-7.970472257440138,1.0,0.009999998,100,500.0,0.01,-7.970472,2,0.01,0.9,100.0,1.0
1.0,,1.0,43.839158413958764,7.4549737,500,-6.550777107171083,-7.829536,2.179301e-19,43.839158413958764,-6.550777107171083,200.0,-6.550777107171083,1.0,0.0049999994,100,500.0,0.005,-7.2606244,2,0.005,0.9,200.00000010221265,1.0
1.0,,1.0,60.12189765102636,7.5560465,500,-8.215259625111447,-8.043351,5.4391416e-20,60.12189765102636,-8.215259625111447,200.0,-8.215259625111447,1.0,0.0033333336,100,500.0,0.0033333334,-7.578837,2,0.0033333334,0.9,299.999969473632,1.0
1.0,,1.0,59.216635463858495,7.5813646,500,-7.635722804102766,-7.995339,5.434597e-20,59.216635463858495,-7.635722804102766,200.0,-7.635722804102766,1.0,0.0024999997,100,500.0,0.0025,-7.5930576,2,0.0025,0.9,400.0,1.0
1.1996418,0.683777,2.8834367,45.94546556300683,8.8905945,500,-7.354036790160095,-7.8062987,1.9005148e-06,45.94546556300683,-7.354036790160095,200.0,-7.354036790160095,1.2327313,0.0020000003,100,405.60338075022486,0.0013243307,-7.406806,1,0.0048071626,0.9,339.17194371641654,0.79436123
1.0,,1.0,61.65488043896524,7.812703,500,-9.481948004633564,-10.274407,3.5044917e-18,61.65488043896524,-9.481948004633564,200.0,-9.481948004633564,1.0,0.009999998,100,500.0,0.01,-9.481948,2,0.01,0.9,100.0,1.0
1.0,,1.0,48.74185959780332,7.4445047,500,-7.722106972256519,-9.168992,2.179301e-19,48.74185959780332,-7.722106972256519,200.0,-7.722106972256519,1.0,0.0049999994,100,500.0,0.005,-8.602027,2,0.005,0.9,200.00000010221265,1.0
1.0,,1.0,52.87246455746813,7.37576,500,-8.42668595438161,-9.008859,5.4391416e-20,52.87246455746813,-8.42668595438161,200.0,-8.42668595438161,1.0,0.0033333336,100,500.0,0.0033333334,-8.543581,2,0.0033333334,0.9,299.999969473632,1.0
1.0,,1.0,49.26868086368099,7.3376093,500,-6.4205250370868,-8.415758,5.434597e-20,49.26868086368099,-6.4205250370868,200.0,-6.4205250370868,1.0,0.0024999997,100,500.0,0.0025,-8.012815,2,0.0025,0.9,400.0,1.0
1.1437258,0.35218036,1.482359,52.178843649983556,8.279062,500,-8.656733364776679,-8.38996,1.0769147e-06,52.178843649983556,-8.656733364776679,200.0,-8.656733364776679,1.1926185,0.0019999999,100,419.2455546349614,0.00018501071,-7.9958863,1,0.0025921583,0.9,394.10724496020504,0.10580075
1.0,,1.0,55.45982653371182,7.4098063,500,-7.523275334004559,-8.308241,3.5044917e-18,55.45982653371182,-7.523275334004559,200.0,-7.523275334004559,1.0,0.009999998,100,500.0,0.01,-7.5232754,2,0.01,0.9,100.0,1.0
1.0,,1.0,54.871881915110365,7.4023724,500,-8.373971870560965,-8.517803,2.179301e-19,54.871881915110365,-8.373971870560965,200.0,-8.373971870560965,1.0,0.0049999994,100,500.0,0.005,-7.9486237,2,0.005,0.9,200.00000010221265,1.0
1.0,,1.0,54.19056712482268,7.377521,500,-8.20718296461688,-8.499544,5.4391416e-20,54.19056712482268,-8.20718296461688,200.0,-8.20718296461688,1.0,0.0033333336,100,500.0,0.0033333334,-8.034811,2,0.0033333334,0.9,299.999969473632,1.0
1.0,,1.0,57.09013949339112,7.4148126,500,-8.426545237418194,-8.537579,5.434597e-20,57.09013949339112,-8.426545237418194,200.0,-8.426545237418194,1.0,0.0024999997,100,500.0,0.0025,-8.132743,2,0.0025,0.9,400.0,1.0
1.0714705,0.16060221,2.072058,42.980201487832524,7.942109,500,-6.7445940024260524,-8.213152,5.5956565e-07,42.980201487832524,-6.7445940024260524,200.0,-6.7445940024260524,1.0215181,0.0019999999,100,489.4675821248752,0.0017009961,-7.8471804,1,0.0038676902,0.9,438.74609551203633,0.9112835
1.0,,1.0,57.311792113652984,7.5325074,500,-9.043553942619557,-9.841488,3.5044917e-18,57.311792113652984,-9.043553942619557,200.0,-9.043553942619557,1.0,0.009999998,100,500.0,0.01,-9.043553,2,0.01,0.9,100.0,1.0
1.0,,1.0,55.75894935219409,7.4822893,500,-8.801571035152762,-9.486787,2.179301e-19,55.75894935219409,-8.801571035152762,200.0,-8.801571035152762,1.0,0.0049999994,100,500.0,0.005,-8.922562,2,0.005,0.9,200.00000010221265,1.0
1.0,,1.0,56.465427727209665,7.5020394,500,-7.715259796169656,-8.984623,5.4391416e-20,56.465427727209665,-7.715259796169656,200.0,-7.715259796169656,1.0,0.0033333336,100,500.0,0.0033333334,-8.520129,2,0.0033333334,0.9,299.999969473632,1.0
1.0,,1.0,52.4652006482313,7.441177,500,-7.5525778526610345,-8.680503,5.434597e-20,52.4652006482313,-7.5525778526610345,200.0,-7.5525778526610345,1.0,0.0024999997,100,500.0,0.0025,-8.27824,2,0.0025,0.9,400.0,1.0
1.3630154,1.8800868,4.41134,56.93433419129429,9.385086,500,-7.969505551568928,-8.094114,4.0479617e-06,56.93433419129429,-7.969505551568928,200.0,-7.969505551568928,1.6301597,0.0019999999,100,306.71840866658755,0.0010968157,-7.634736,1,0.0064729135,0.9,248.76038063307368,0.7474883
1.0,,1.0,59.48192436856097,7.673794,500,-9.20503069351784,-9.999872,3.5044917e-18,59.48192436856097,-9.20503069351784,200.0,-9.20503069351784,1.0,0.009999998,100,500.0,0.01,-9.20503,2,0.01,0.9,100.0,1.0
1.0,,1.0,51.107833000475345,7.4567723,500,-7.34865575511413,-8.844773,2.179301e-19,51.107833000475345,-7.34865575511413,200.0,-7.34865575511413,1.0,0.0049999994,100,500.0,0.005,-8.276843,2,0.005,0.9,200.00000010221265,1.0
1.0,,1.0,47.22189517771147,7.2562914,500,-8.193156335339006,-8.712661,5.4391416e-20,47.22189517771147,-8.193156335339006,200.0,-8.193156335339006,1.0,0.0033333336,100,500.0,0.0033333334,-8.248948,2,0.0033333334,0.9,299.999969473632,1.0
1.0,,1.0,63.380175969979874,7.430002,500,-8.635530736395129,-8.748885,5.434597e-20,63.380175969979874,-8.635530736395129,200.0,-8.635530736395129,1.0,0.0024999997,100,500.0,0.0025,-8.345593,2,0.0025,0.9,400.0,1.0
0.9771603,0.037669282,1.1028845,51.357868466347945,7.5469575,500,-8.332157740125194,-8.7006035,1.5780319e-07,51.357868466347945,-8.332157740125194,200.0,-8.332157740125194,1.0162051,0.002,100,492.0266721535669,0.0013879831,-8.336978,1,0.0022573257,0.9,481.05958444369446,0.678141
1.0,,1.0,48.296653839811,6.914744,500,-7.887660130594599,-8.63993,3.5044917e-18,48.296653839811,-7.887660130594599,200.0,-7.887660130594599,1.0,0.009999998,100,500.0,0.01,-7.8876595,2,0.01,0.9,100.0,1.0
1.0,,1.0,57.86808650274619,7.2527156,500,-8.336418841739674,-8.681014,2.179301e-19,57.86808650274619,-8.336418841739674,200.0,-8.336418841739674,1.0,0.0049999994,100,500.0,0.005,-8.11204,2,0.005,0.9,200.00000010221265,1.0
1.0,,1.0,51.197234911328536,7.2123013,500,-7.617867214515983,-8.411881,5.4391416e-20,51.197234911328536,-7.617867214515983,200.0,-7.617867214515983,1.0,0.0033333336,100,500.0,0.0033333334,-7.9473157,2,0.0033333334,0.9,299.999969473632,1.0
1.0,,1.0,61.061509635756856,7.3905067,500,-9.570328677671073,-8.75615,5.434597e-20,61.061509635756856,-9.570328677671073,200.0,-9.570328677671073,1.0,0.0024999997,100,500.0,0.0025,-8.353068,2,0.0025,0.9,400.0,1.0
1.1093633,0.43351603,2.3699486,48.31675116783919,8.375799,500,-7.4842877976498405,-8.317547,1.4090213e-06,48.31675116783919,-7.4842877976498405,200.0,-7.4842877976498405,1.4073026,0.0020000003,100,355.28961120038355,0.0013812438,-7.8898544,1,0.0042726286,0.9,369.9453927062619,0.7661506
