MinVanillaIw,MinNormIw,ESSRenyi,BatchSize,AvgRet,AvgEpLen,MaxNormIw,J,VarJ,AvgNormIw,MaxVanillaIw,Bound,VarVanillaIw,AvgVanillaIw,AvgDiscRet,VarRet,eRenyi2,VarDiscRet,ESSClassic,VarNormIw
1.1594077e-11,1.3333597e-13,48.38861664733877,100,-1439.2221432774563,200.0,0.032523744,-26.82427,64.95638,0.01,2.828065,-270.54868,1.0290897,0.86953855,-1439.2221432774563,3680974.578020517,2.0666018,3680974.578020517,42.59952343479452,0.00013610545
,,2.298895128256554,100,-11.464608026809149,200.0,0.4148079,-1.7235447,8.325214,0.010000002,12.896458,-5.3978667,3.2662556,0.31090194,-11.464608026809149,97.00161748011517,43.499157,97.00161748011517,2.9024838005987372,0.003379117
,,8.179434343989048,100,-10.023726513773596,200.0,0.31001472,-7.210497,29.572666,0.01,14.821648,-6.553965,3.8781505,0.47809494,-10.023726513773596,76.66881048600636,12.225784,76.66881048600636,5.618926813815298,0.0016966659
3.769916e-12,0.0035769485,nan,100,-9.605762463357875,200.0,0.14806859,-6.8891125,14.845377,0.01,1.5605651e-10,-1.5860778,4.0762624e-22,1.0539475e-11,-9.605762463357875,76.76589607937561,nan,76.76589607937561,21.584521596195444,0.00036696464
9.811177e-10,0.0047851657,nan,100,-4812.08704905718,200.0,0.1416551,-4716.2524,1586.9752,0.01,2.9043996e-08,-151.34593,1.03032906e-17,2.0503317e-09,-4812.08704905718,945104.6506979321,nan,945104.6506979321,29.185130783041348,0.00024509113
0.99214226,0.009918767,99.98779445868425,100,-4616.783867148494,200.0,0.011033067,-4615.336,923.94385,0.01,1.103602,-4694.6685,0.00022328454,1.0002677,-4616.783867148494,862074.8667395195,1.0001221,862074.8667395195,99.97790722095728,2.2316497e-08
9.0255206e-11,0.0041786055,nan,100,-4831.189345217755,200.0,0.16128792,-4854.6245,2177.8489,0.01,3.483716e-09,-194.86768,2.2045364e-19,2.1599361e-10,-4831.189345217755,945480.4221220409,nan,945480.4221220409,17.611485180140672,0.00047253663
