Delta,AvgNormIw,BatchSize,MinVanillaIw,ESSRenyi,MinNormIw,VarRet,EpsThisIter,eRenyi2,VarJ,AvgVanillaIw,VanillaAvgRet,MaxVanillaIw,AvgDiscRet,AvgRet,AvgEpLen,J,IterType,Bound,VarVanillaIw,VarDiscRet,MaxNormIw,VarNormIw,ESSClassic
0.45,0.010000002,100,0.9899153,99.99985694905718,0.009899649,0.0031672068575070286,100,1.0000014,0.055774704,0.99994993,4999.948152211789,1.0019101,4999.948152211789,4999.948152211789,500.0,4999.9487,1,4447.1777,3.181991e-06,0.0031672068575070286,0.010019602,3.1823164e-10,99.99967955016167
0.45,0.009999998,100,1.0,100.0,0.01,0.0019004654943384235,100,1.0,0.0433765,1.0,4999.957345439205,1.0,4999.957345439205,4999.957345439205,500.0,4999.9575,1,4447.1865,,0.0019004654943384235,0.01,3.5044917e-18,100.0
0.45,0.009999998,100,1.0,100.0,0.01,0.0017431491417362205,100,1.0,0.041542806,1.0,4999.962147682208,1.0,4999.962147682208,4999.962147682208,500.0,4999.962,1,4447.191,,0.0017431491417362205,0.01,3.5044917e-18,100.0
0.45,0.01,100,0.99563885,99.99982118638542,0.009956436,0.00414753704919575,100,1.0000018,0.06391101,0.9999952,4999.947544325585,1.0036011,4999.947544325585,4999.947544325585,500.0,4999.9478,1,4447.177,2.6568796e-06,0.00414753704919575,0.010036059,2.6568978e-10,99.9997253410425
0.45,0.009999998,100,1.0,100.0,0.01,0.0017281206903634555,100,1.0,0.04137416,1.0,4999.956934498632,1.0,4999.956934498632,4999.956934498632,500.0,4999.957,1,4447.186,,0.0017281206903634555,0.01,3.5044917e-18,100.0
0.45,0.009999998,100,1.0,100.0,0.01,0.0023260571926764966,100,1.0,0.047997177,1.0,4999.952556501892,1.0,4999.952556501892,4999.952556501892,500.0,4999.952,1,4447.1816,,0.0023260571926764966,0.01,3.5044917e-18,100.0
0.45,0.009999999,100,0.99859846,99.99998807907247,0.009985715,0.001595931689361246,100,1.0000001,0.039771587,1.0000271,4999.95838613495,1.0006131,4999.95838613495,4999.95838613495,500.0,4999.959,1,4447.188,1.2170365e-07,0.001595931689361246,0.010005861,1.2169528e-11,100.00002288756937
0.45,0.009999998,100,1.0,100.0,0.01,0.0028492236290338655,100,1.0,0.053123605,1.0,4999.952634847441,1.0,4999.952634847441,4999.952634847441,500.0,4999.9526,1,4447.1816,,0.0028492236290338655,0.01,3.5044917e-18,100.0
0.45,0.009999998,100,1.0,100.0,0.01,0.002145224228532724,100,1.0,0.046087954,1.0,4999.953635276835,1.0,4999.953635276835,4999.953635276835,500.0,4999.954,1,4447.183,,0.002145224228532724,0.01,3.5044917e-18,100.0
0.45,0.01,100,0.9989386,99.99998807907247,0.009989736,0.0016976667224821113,100,1.0000001,0.040982284,0.9999651,4999.9600298311525,1.0013188,4999.9600298311525,4999.9600298311525,500.0,4999.961,1,4447.19,1.7777779e-07,0.0016976667224821113,0.010013538,1.7779342e-11,99.9999923703393
0.45,0.009999998,100,1.0,100.0,0.01,0.0017331575670041905,100,1.0,0.041438684,1.0,4999.957224718475,1.0,4999.957224718475,4999.957224718475,500.0,4999.957,1,4447.1865,,0.0017331575670041905,0.01,3.5044917e-18,100.0
0.45,0.01,100,0.9992022,99.99998807907247,0.009991751,0.0018909923099912267,100,1.0000001,0.043257132,1.0000271,4999.957156778937,1.0010568,4999.957156778937,4999.957156778937,500.0,4999.9575,1,4447.1865,9.8471176e-08,0.0018909923099912267,0.0100102965,9.846205e-12,100.0
0.45,0.009999998,100,1.0,100.0,0.01,0.0018685466238166923,100,1.0,0.043016527,1.0,4999.958316525413,1.0,4999.958316525413,4999.958316525413,500.0,4999.9585,1,4447.1875,,0.0018685466238166923,0.01,3.5044917e-18,100.0
0.45,0.009999998,100,1.0,100.0,0.01,0.0019393223846384804,100,1.0,0.04381317,1.0,4999.953785504725,1.0,4999.953785504725,4999.953785504725,500.0,4999.9536,1,4447.1826,,0.0019393223846384804,0.01,3.5044917e-18,100.0
0.45,0.01,100,0.99959284,100.0,0.009996136,0.0020314282591521356,100,1.0,0.044837456,0.99997926,4999.962473995842,1.0004387,4999.962473995842,4999.962473995842,500.0,4999.963,1,4447.192,3.956912e-08,0.0020314282591521356,0.010004595,3.956955e-12,99.99996948179555
0.45,0.01,100,0.9968772,99.99992847447743,0.009968986,0.002074803357441251,100,1.0000007,0.04527436,0.99997854,4999.955219762389,1.0017442,4999.955219762389,4999.955219762389,500.0,4999.9556,1,4447.1846,9.0765445e-07,0.002074803357441251,0.010017657,9.076939e-11,99.99990844536569
0.45,0.010000002,100,0.9950973,99.99986886995345,0.009949398,0.0011337743205328047,100,1.0000013,0.033465385,1.0001582,4999.964551889164,1.0037185,4999.964551889164,4999.964551889164,500.0,4999.9653,1,4447.1943,1.6650337e-06,0.0011337743205328047,0.010035597,1.6644988e-10,99.99983218008633
0.45,0.01,100,0.77651566,99.91776558713751,0.007781997,483.9164445657375,100,1.000823,17.071342,0.997836,4997.758883325744,1.032102,4997.758883325744,4997.758883325744,499.79,4998.2476,1,4445.2495,0.001257989,483.9164445657375,0.010343403,1.2634514e-07,99.87506401200929
0.45,0.01,100,0.9986822,99.99995231630692,0.009987345,0.001876086536779588,100,1.0000005,0.043121114,0.99994767,4999.952686582234,1.0016258,4999.952686582234,4999.952686582234,500.0,4999.953,1,4447.182,4.3747158e-07,0.001876086536779588,0.010016782,4.3751842e-11,99.9999465914644
0.45,0.01,100,0.9938048,99.99966621510339,0.009937524,0.0021670006611500003,100,1.0000033,0.04627181,1.0000527,4999.959143084565,1.0041558,4999.959143084565,4999.959143084565,500.0,4999.96,1,4447.1885,2.9925716e-06,0.0021670006611500003,0.010041028,2.992269e-10,99.9997100989215
0.45,0.01,100,0.99800867,99.99992847447743,0.00997786,0.002082010157174565,100,1.0000007,0.045389064,1.000223,4999.956649061369,1.004198,4999.956649061369,4999.956649061369,500.0,4999.957,1,4447.186,9.036785e-07,0.002082010157174565,0.01003974,9.0328266e-11,99.99990846774782
0.45,0.010000002,100,0.9980126,99.99996423722592,0.009979126,0.0019511198109763588,100,1.0000004,0.04394148,1.0001003,4999.951076746604,1.0014448,4999.951076746604,4999.951076746604,500.0,4999.9517,1,4447.1807,4.3920667e-07,0.0019511198109763588,0.010013444,4.3911697e-11,99.99994659961307
0.45,0.009999999,100,0.9976182,99.99988079085256,0.00997718,0.00216343971056105,100,1.0000012,0.046267956,0.9999,4999.949601179516,1.0058211,4999.949601179516,4999.949601179516,500.0,4999.9497,1,4447.1787,1.9109305e-06,0.00216343971056105,0.010059217,1.911314e-10,99.99983213674172
0.45,0.01,100,0.9994552,99.99998807907247,0.009994418,0.0015851680274174206,100,1.0000001,0.039620243,1.0000135,4999.96051691023,1.0005807,4999.96051691023,4999.96051691023,500.0,4999.9604,1,4447.1895,6.525777e-08,0.0015851680274174206,0.010005672,6.525608e-12,99.99997711212767
0.45,0.01,100,0.9938627,99.99991655356695,0.009939722,0.0021778320077259325,100,1.0000008,0.046384923,0.99988985,4999.9561005386895,1.0016843,4999.9561005386895,4999.9561005386895,500.0,4999.957,1,4447.186,2.138254e-06,0.0021778320077259325,0.010017946,2.138727e-10,99.99978635375835
0.45,0.01,100,0.40183088,98.96329657438154,0.0039987345,20215.165496521447,100,1.0104756,56.914387,1.0048951,4985.738874820264,1.1223176,4985.738874820264,4985.738874820264,498.59,4994.273,1,4438.6143,0.012091356,20215.165496521447,0.011168505,1.1973841e-06,98.82847096083468
0.45,0.01,100,0.99043196,99.9997377402508,0.009907236,0.002099946630944653,100,1.0000026,0.045579255,0.99970555,4999.9559759595895,1.0017744,4999.9559759595895,4999.9559759595895,500.0,4999.9565,1,4447.185,3.1850327e-06,0.002099946630944653,0.010020695,3.1869163e-10,99.99969091923872
0.45,0.009999998,100,1.0,100.0,0.01,0.002416432922696185,100,1.0,0.04892198,1.0,4999.952925341692,1.0,4999.952925341692,4999.952925341692,500.0,4999.953,1,4447.182,,0.002416432922696185,0.01,3.5044917e-18,100.0
0.45,0.009999998,100,1.0,100.0,0.01,0.0021602816614980404,100,1.0,0.046250492,1.0,4999.953470936865,1.0,4999.953470936865,4999.953470936865,500.0,4999.9536,1,4447.1826,,0.0021602816614980404,0.01,3.5044917e-18,100.0
0.45,0.01,100,0.99946,100.0,0.009994668,0.001584518351008731,100,1.0,0.039625797,0.9999932,4999.960821400758,1.0005084,4999.960821400758,4999.960821400758,500.0,4999.9614,1,4447.1904,4.0111864e-08,0.001584518351008731,0.010005152,4.0111235e-12,99.99999618527694
0.45,0.010000002,100,0.9964484,99.99998807907247,0.009964779,0.002463597559322954,100,1.0000001,0.049335495,0.9999704,4999.952283839499,1.0007416,4999.952283839499,4999.952283839499,500.0,4999.9526,1,4447.1816,3.3009653e-07,0.002463597559322954,0.010007712,3.3011316e-11,99.99995422229341
0.45,0.009999998,100,1.0,100.0,0.01,0.0016190315318840346,100,1.0,0.040028434,1.0,4999.95689103081,1.0,4999.95689103081,4999.95689103081,500.0,4999.957,1,4447.186,,0.0016190315318840346,0.01,3.5044917e-18,100.0
0.45,0.01,100,0.99206144,99.99985694905718,0.00991957,0.001907519098703786,100,1.0000014,0.043425113,1.0001053,4999.954401035569,1.0038049,4999.954401035569,4999.954401035569,500.0,4999.955,1,4447.184,2.1822154e-06,0.001907519098703786,0.010036993,2.1817576e-10,99.99977114265232
0.45,0.01,100,0.99807435,99.99998807907247,0.009981285,0.0018904017639974798,100,1.0000001,0.043273922,0.99994576,4999.959335629264,1.002306,4999.959335629264,4999.959335629264,500.0,4999.96,1,4447.189,5.280825e-07,0.0018904017639974798,0.010023603,5.28138e-11,99.99994659136252
0.45,0.009999998,100,1.0,100.0,0.01,0.0015988050520552638,100,1.0,0.039783776,1.0,4999.961917584773,1.0,4999.961917584773,4999.961917584773,500.0,4999.962,1,4447.191,,0.0015988050520552638,0.01,3.5044917e-18,100.0
0.45,0.009999998,100,1.0,100.0,0.01,0.0016183322130566005,100,1.0,0.040019855,1.0,4999.957996681481,1.0,4999.957996681481,4999.957996681481,500.0,4999.958,1,4447.1875,,0.0016183322130566005,0.01,3.5044917e-18,100.0
0.45,0.009999998,100,1.0,100.0,0.01,0.0020962138428774592,100,1.0,0.045552455,1.0,4999.956860392019,1.0,4999.956860392019,4999.956860392019,500.0,4999.9565,1,4447.1855,,0.0020962138428774592,0.01,3.5044917e-18,100.0
0.45,0.009999998,100,1.0,100.0,0.01,0.002458172908369908,100,1.0,0.049343012,1.0,4999.954634292254,1.0,4999.954634292254,4999.954634292254,500.0,4999.955,1,4447.184,,0.002458172908369908,0.01,3.5044917e-18,100.0
0.45,0.009999998,100,1.0,100.0,0.01,0.0020045124080463545,100,1.0,0.044551272,1.0,4999.952294765113,1.0,4999.952294765113,4999.952294765113,500.0,4999.9526,1,4447.1816,,0.0020045124080463545,0.01,3.5044917e-18,100.0
0.45,0.009999998,100,1.0,100.0,0.01,0.002220586364736884,100,1.0,0.046903826,1.0,4999.956616423595,1.0,4999.956616423595,4999.956616423595,500.0,4999.957,1,4447.186,,0.002220586364736884,0.01,3.5044917e-18,100.0
0.45,0.009999998,100,1.0,100.0,0.01,0.0016966115646228131,100,1.0,0.040981837,1.0,4999.952021721268,1.0,4999.952021721268,4999.952021721268,500.0,4999.952,1,4447.181,,0.0016966115646228131,0.01,3.5044917e-18,100.0
0.45,0.01,100,0.9972073,99.99997615814777,0.0099717835,0.00197618596684254,100,1.0000002,0.044188663,1.000029,4999.955888120116,1.0008978,4999.955888120116,4999.955888120116,500.0,4999.956,1,4447.185,3.5576096e-07,0.00197618596684254,0.010008687,3.557393e-11,99.99998092706936
0.45,0.009999998,100,0.9988504,99.99979734461846,0.009988556,0.0012546370624140404,100,1.000002,0.03525697,0.9999948,4999.966836340052,1.0006391,4999.966836340052,4999.966836340052,500.0,4999.968,1,4447.1963,1.542431e-07,0.0012546370624140404,0.010006443,1.5424221e-11,99.99999237056632
0.45,0.01,100,0.99917376,100.0,0.0099918395,0.009744807200804095,100,1.0,0.09816267,0.99998975,4999.946302849321,1.0001028,4999.946302849321,4999.946302849321,500.0,4999.947,1,4447.176,1.3616151e-08,0.009744807200804095,0.0100011295,1.3617045e-12,99.99999618526384
0.45,0.01,100,0.99477005,99.99985694905718,0.009946764,0.0017935625948799206,100,1.0000014,0.04209526,1.000094,4999.958346520183,1.0036863,4999.958346520183,4999.958346520183,500.0,4999.959,1,4447.188,2.7666242e-06,0.0017935625948799206,0.010035919,2.7661087e-10,99.9997215538747
0.45,0.01,100,0.9988578,99.99996423722592,0.009988729,0.0018585309378565825,100,1.0000004,0.042934593,0.9999849,4999.958754939161,1.0019217,4999.958754939161,4999.958754939161,500.0,4999.9595,1,4447.1885,4.6537664e-07,0.0018585309378565825,0.010019368,4.653913e-11,99.99993514919838
0.45,0.010000002,100,0.9952362,99.99989271175451,0.009951499,0.0024922106798752415,100,1.0000011,0.04961609,1.0000868,4999.958596447613,1.0043234,4999.958596447613,4999.958596447613,500.0,4999.9595,1,4447.1885,1.8603364e-06,0.0024922106798752415,0.010042363,1.8600112e-10,99.99980165324311
0.45,0.009999998,100,1.0,100.0,0.01,0.0017140307680361842,100,1.0,0.041217417,1.0,4999.953132151736,1.0,4999.953132151736,4999.953132151736,500.0,4999.953,1,4447.1826,,0.0017140307680361842,0.01,3.5044917e-18,100.0
0.45,0.01,100,0.99794954,99.99994039539075,0.009979384,0.002549476187896557,100,1.0000006,0.050201915,1.0000111,4999.948456771839,1.0023032,4999.948456771839,4999.948456771839,500.0,4999.9487,1,4447.1777,7.8392605e-07,0.002549476187896557,0.010022921,7.839104e-11,99.99990081904964
0.45,0.010000002,100,0.9912037,99.99991655356695,0.009912578,0.0027075616484614038,100,1.0000008,0.051577218,0.9999454,4999.958646066772,1.0018226,4999.958646066772,4999.958646066772,500.0,4999.959,1,4447.188,2.2688916e-06,0.0027075616484614038,0.010018773,2.2691411e-10,99.99975584648482
0.45,0.009999998,100,1.0,100.0,0.01,0.0013872421239813685,100,1.0,0.037049063,1.0,4999.9608694853705,1.0,4999.9608694853705,4999.9608694853705,500.0,4999.961,1,4447.19,,0.0013872421239813685,0.01,3.5044917e-18,100.0
0.45,0.009999998,100,1.0,100.0,0.01,0.0014977154286668903,100,1.0,0.038508493,1.0,4999.957944916687,1.0,4999.957944916687,4999.957944916687,500.0,4999.958,1,4447.187,,0.0014977154286668903,0.01,3.5044917e-18,100.0
0.45,0.010000002,100,0.98966885,99.99969005680782,0.009898299,0.0019953686807701386,100,1.0000031,0.044362836,0.9998373,4999.95821590614,1.0089833,4999.95821590614,4999.95821590614,500.0,4999.959,1,4447.1875,4.320415e-06,0.0019953686807701386,0.010091475,4.3218248e-10,99.99955360927078
0.45,0.01,100,0.99947405,100.0,0.009994847,0.0022601305556956297,100,1.0,0.047312118,0.9999894,4999.954744474234,1.000383,4999.954744474234,4999.954744474234,500.0,4999.955,1,4447.184,3.1093176e-08,0.0022601305556956297,0.0100039365,3.1093069e-12,99.99999618526239
0.45,0.009999998,100,1.0,100.0,0.01,0.0015101442610020105,100,1.0,0.03868149,1.0,4999.9638567304655,1.0,4999.9638567304655,4999.9638567304655,500.0,4999.964,1,4447.1934,,0.0015101442610020105,0.01,3.5044917e-18,100.0
0.45,0.009999998,100,1.0,100.0,0.01,0.0027278479057021893,100,1.0,0.05197434,1.0,4999.949275823891,1.0,4999.949275823891,4999.949275823891,500.0,4999.949,1,4447.178,,0.0027278479057021893,0.01,3.5044917e-18,100.0
0.45,0.009999998,100,1.0,100.0,0.01,0.001794065971489697,100,1.0,0.04212993,1.0,4999.95391975434,1.0,4999.95391975434,4999.95391975434,500.0,4999.954,1,4447.1836,,0.001794065971489697,0.01,3.5044917e-18,100.0
0.45,0.01,100,0.9993062,100.0,0.009993203,0.0038998973544090085,100,1.0,0.06210468,0.9999859,4999.950671619069,1.0000907,4999.950671619069,4999.950671619069,500.0,4999.951,1,4447.18,1.1743585e-08,0.0038998973544090085,0.010001048,1.1744441e-12,99.99998092624719
0.45,0.009999998,100,1.0,100.0,0.01,0.0026702922133615384,100,1.0,0.05141817,1.0,4999.953018052018,1.0,4999.953018052018,4999.953018052018,500.0,4999.953,1,4447.182,,0.0026702922133615384,0.01,3.5044917e-18,100.0
0.45,0.009999998,100,1.0,100.0,0.01,0.001566089393560377,100,1.0,0.039357137,1.0,4999.957565301431,1.0,4999.957565301431,4999.957565301431,500.0,4999.9575,1,4447.1865,,0.001566089393560377,0.01,3.5044917e-18,100.0
0.45,0.01,100,0.9986649,99.99997615814777,0.009986753,0.0019505020738603304,100,1.0000002,0.043938953,0.9999896,4999.959710907038,1.0010718,4999.959710907038,4999.959710907038,500.0,4999.96,1,4447.189,2.471298e-07,0.0019505020738603304,0.010010822,2.4713467e-11,99.99996566737721
0.45,0.009999998,100,1.0,100.0,0.01,0.0024621563156750773,100,1.0,0.04936837,1.0,4999.958388516292,1.0,4999.958388516292,4999.958388516292,500.0,4999.9585,1,4447.1875,,0.0024621563156750773,0.01,3.5044917e-18,100.0
0.45,0.009999998,100,1.0,100.0,0.01,0.001964084302029287,100,1.0,0.04409434,1.0,4999.95237173964,1.0,4999.95237173964,4999.95237173964,500.0,4999.952,1,4447.1816,,0.001964084302029287,0.01,3.5044917e-18,100.0
0.45,0.01,100,0.9978009,99.99992847447743,0.00997804,0.0018154096718504878,100,1.0000007,0.04237771,0.9999969,4999.957336576577,1.0052296,4999.957336576577,4999.957336576577,500.0,4999.958,1,4447.187,1.3428444e-06,0.0018154096718504878,0.010052327,1.3428483e-10,99.99987030001343
0.45,0.01,100,0.99926466,100.0,0.009992888,0.0017782045180399534,100,1.0,0.041936062,0.9999758,4999.962148529071,1.0005357,4999.962148529071,4999.962148529071,500.0,4999.9624,1,4447.1914,6.2228125e-08,0.0017782045180399534,0.010005599,6.2232094e-12,99.9999885556324
0.45,0.01,100,0.9976213,99.99998807907247,0.009975166,0.0010874230881390522,100,1.0000001,0.032811254,1.000105,4999.963084359359,1.0015584,4999.963084359359,4999.963084359359,500.0,4999.9634,1,4447.1924,4.230419e-07,0.0010874230881390522,0.010014533,4.229459e-11,99.99995804274798
0.45,0.01,100,0.9972509,99.99995231630692,0.009973349,0.0016883576056885938,100,1.0000005,0.0408692,0.9999158,4999.958771044641,1.001823,4999.958771044641,4999.958771044641,500.0,4999.959,1,4447.188,6.7155105e-07,0.0016883576056885938,0.010019073,6.716689e-11,99.99993895973036
0.45,0.009999998,100,1.0,100.0,0.01,0.0019011146115280302,100,1.0,0.04338194,1.0,4999.954671298037,1.0,4999.954671298037,4999.954671298037,500.0,4999.9546,1,4447.1836,,0.0019011146115280302,0.01,3.5044917e-18,100.0
0.45,0.009999998,100,1.0,100.0,0.01,0.002002431062505945,100,1.0,0.044511195,1.0,4999.956529971483,1.0,4999.956529971483,4999.956529971483,500.0,4999.957,1,4447.186,,0.002002431062505945,0.01,3.5044917e-18,100.0
0.45,0.009999998,100,0.99939865,100.0,0.0099936575,0.0015151652150012863,100,1.0,0.03872104,1.0000329,4999.9625283894475,1.0007825,4999.9625283894475,4999.9625283894475,500.0,4999.963,1,4447.192,6.5757305e-08,0.0015151652150012863,0.010007496,6.57548e-12,100.00001525828908
0.45,0.009999998,100,1.0,100.0,0.01,0.00216777405217837,100,1.0,0.04635669,1.0,4999.956383959811,1.0,4999.956383959811,4999.956383959811,500.0,4999.9565,1,4447.1855,,0.00216777405217837,0.01,3.5044917e-18,100.0
0.45,0.009999998,100,1.0,100.0,0.01,0.0012401484982884632,100,1.0,0.03505907,1.0,4999.966356550413,1.0,4999.966356550413,4999.966356550413,500.0,4999.967,1,4447.196,,0.0012401484982884632,0.01,3.5044917e-18,100.0
0.45,0.009999998,100,1.0,100.0,0.01,0.0016100471263905563,100,1.0,0.03993451,1.0,4999.9622398340925,1.0,4999.9622398340925,4999.9622398340925,500.0,4999.9624,1,4447.1914,,0.0016100471263905563,0.01,3.5044917e-18,100.0
0.45,0.010000002,100,0.99904823,99.99998807907247,0.009990309,0.0027377002692340947,100,1.0000001,0.05209248,1.0000173,4999.951905964777,1.0024362,4999.951905964777,4999.951905964777,500.0,4999.9526,1,4447.1816,2.8671235e-07,0.0027377002692340947,0.010024188,2.8670274e-11,99.99997329758693
0.45,0.01,100,0.9951732,99.99976158198933,0.009949096,0.0018196122184898796,100,1.0000024,0.042409237,1.000265,4999.956545622203,1.0069941,4999.956545622203,4999.956545622203,500.0,4999.9575,1,4447.186,4.174982e-06,0.0018196122184898796,0.010067274,4.172772e-10,99.99960719142123
0.45,0.009999998,100,1.0,100.0,0.01,0.0018046444955658887,100,1.0,0.042275596,1.0,4999.954259993949,1.0,4999.954259993949,4999.954259993949,500.0,4999.954,1,4447.1836,,0.0018046444955658887,0.01,3.5044917e-18,100.0
0.45,0.01,100,0.9973121,99.99991655356695,0.009973102,0.002175794379070448,100,1.0000008,0.04640166,1.0000019,4999.953030819618,1.0020382,4999.953030819618,4999.953030819618,500.0,4999.953,1,4447.182,1.2181439e-06,0.002175794379070448,0.010020363,1.2181336e-10,99.99988555939854
0.45,0.009999998,100,1.0,100.0,0.01,0.0017770331538068374,100,1.0,0.041935287,1.0,4999.956906628039,1.0,4999.956906628039,4999.956906628039,500.0,4999.957,1,4447.186,,0.0017770331538068374,0.01,3.5044917e-18,100.0
0.45,0.009999998,100,1.0,100.0,0.01,0.0018571967382388372,100,1.0,0.042877488,1.0,4999.9520626519625,1.0,4999.9520626519625,4999.9520626519625,500.0,4999.952,1,4447.181,,0.0018571967382388372,0.01,3.5044917e-18,100.0
0.45,0.01,100,0.9998579,100.0,0.009998638,0.002009782516287529,100,1.0,0.044646595,0.9999941,4999.95871523272,1.0002275,4999.95871523272,4999.95871523272,500.0,4999.96,1,4447.189,5.033508e-09,0.002009782516287529,0.010002334,5.034094e-13,99.99998855584195
0.45,0.01,100,0.9994781,100.0,0.00999485,0.001882440136299146,100,1.0,0.04317257,0.99999315,4999.956543344275,1.0002887,4999.956543344275,4999.956543344275,500.0,4999.9575,1,4447.1865,1.8490951e-08,0.001882440136299146,0.010002956,1.8490036e-12,99.99998092638543
0.45,0.009999999,100,0.9976561,99.99998807907247,0.009976528,0.0016451500060171633,100,1.0000001,0.040328436,1.0000033,4999.958722458421,1.0008194,4999.958722458421,4999.958722458421,500.0,4999.9595,1,4447.1885,2.4766592e-07,0.0016451500060171633,0.010008161,2.4766222e-11,100.00000381468458
0.45,0.01,100,0.9995563,100.0,0.009995159,0.0022995691955586418,100,1.0,0.047672417,1.0000404,4999.956376843682,1.0006534,4999.956376843682,4999.956376843682,500.0,4999.957,1,4447.186,3.8574967e-08,0.0022995691955586418,0.010006129,3.857126e-12,100.0
0.45,0.009999998,100,1.0,100.0,0.01,0.001966231649192571,100,1.0,0.044135574,1.0,4999.954601479127,1.0,4999.954601479127,4999.954601479127,500.0,4999.9546,1,4447.1836,,0.001966231649192571,0.01,3.5044917e-18,100.0
0.45,0.009999998,100,1.0,100.0,0.01,0.0014539944801810973,100,1.0,0.03793213,1.0,4999.961440405906,1.0,4999.961440405906,4999.961440405906,500.0,4999.9614,1,4447.1904,,0.0014539944801810973,0.01,3.5044917e-18,100.0
0.45,0.01,100,0.9997148,100.0,0.009997203,0.002975217775453388,100,1.0,0.05425618,0.9999945,4999.949932065235,1.0001448,4999.949932065235,4999.949932065235,500.0,4999.95,1,4447.179,6.030797e-09,0.002975217775453388,0.010001503,6.030842e-13,99.99998855584631
0.45,0.01,100,0.99597585,99.99998807907247,0.009960878,0.0018096304346280586,100,1.0000001,0.042311963,0.99988765,4999.957796743692,1.0021261,4999.957796743692,4999.957796743692,500.0,4999.9585,1,4447.1875,9.87078e-07,0.0018096304346280586,0.010022387,9.872995e-11,99.99989699167722
0.45,0.009999998,100,1.0,100.0,0.01,0.0016695852800135374,100,1.0,0.040666442,1.0,4999.9604284431625,1.0,4999.9604284431625,4999.9604284431625,500.0,4999.961,1,4447.19,,0.0016695852800135374,0.01,3.5044917e-18,100.0
0.45,0.010000002,100,0.99959415,100.0,0.009995872,0.002290497827738697,100,1.0,0.047603205,1.0000069,4999.959745903537,1.0001491,4999.959745903537,4999.959745903537,500.0,4999.9604,1,4447.1895,7.095645e-09,0.002290497827738697,0.010001422,7.09473e-13,99.99997711197923
0.45,0.009999998,100,1.0,100.0,0.01,0.0016006210478569987,100,1.0,0.03980121,1.0,4999.958766312531,1.0,4999.958766312531,4999.958766312531,500.0,4999.9585,1,4447.1875,,0.0016006210478569987,0.01,3.5044917e-18,100.0
0.45,0.009999998,100,1.0,100.0,0.01,0.002248531115717443,100,1.0,0.047183886,1.0,4999.961347225024,1.0,4999.961347225024,4999.961347225024,500.0,4999.9614,1,4447.1904,,0.002248531115717443,0.01,3.5044917e-18,100.0
0.45,0.01,100,0.9949885,99.99998807907247,0.0099503705,0.004521683983686349,100,1.0000001,0.06677138,0.99995124,4999.944942171497,1.0007126,4999.944942171497,4999.944942171497,500.0,4999.9453,1,4447.1743,5.030885e-07,0.004521683983686349,0.010007614,5.031362e-11,99.99995803629747
0.45,0.01,100,0.9979774,99.99992847447743,0.009979338,0.0020306311967784943,100,1.0000007,0.044814844,1.0000436,4999.955360157027,1.0031344,4999.955360157027,4999.955360157027,500.0,4999.956,1,4447.185,6.7747845e-07,0.0020306311967784943,0.010030906,6.774167e-11,99.99993515300795
0.45,0.009999998,100,1.0,100.0,0.01,0.0022113075822221854,100,1.0,0.046790898,1.0,4999.9554466740465,1.0,4999.9554466740465,4999.9554466740465,500.0,4999.955,1,4447.1846,,0.0022113075822221854,0.01,3.5044917e-18,100.0
0.45,0.009999998,100,1.0,100.0,0.01,0.001995724346753859,100,1.0,0.04443244,1.0,4999.960678995649,1.0,4999.960678995649,4999.960678995649,500.0,4999.9604,1,4447.1895,,0.001995724346753859,0.01,3.5044917e-18,100.0
0.45,0.009999998,100,1.0,100.0,0.01,0.002177030486155678,100,1.0,0.046417803,1.0,4999.959350383527,1.0,4999.959350383527,4999.959350383527,500.0,4999.9595,1,4447.1885,,0.002177030486155678,0.01,3.5044917e-18,100.0
0.45,0.01,100,0.9972095,99.99998807907247,0.00997289,0.0019184146993446542,100,1.0000001,0.043566454,0.99992025,4999.9581624053935,1.0012124,4999.9581624053935,4999.9581624053935,500.0,4999.959,1,4447.188,2.9484707e-07,0.0019184146993446542,0.010012922,2.9489213e-11,99.99996184999667
0.45,0.009999999,100,0.9986835,99.99996423722592,0.009987511,0.002282959168501646,100,1.0000004,0.047552597,0.99993235,4999.950505315712,1.0014518,4999.950505315712,4999.950505315712,500.0,4999.9507,1,4447.1797,2.443164e-07,0.002282959168501646,0.010015196,2.443509e-11,99.99998855513468
0.45,0.009999998,100,1.0,100.0,0.01,0.0014278161889827476,100,1.0,0.03761718,1.0,4999.965001235946,1.0,4999.965001235946,4999.965001235946,500.0,4999.9653,1,4447.1943,,0.0014278161889827476,0.01,3.5044917e-18,100.0
0.45,0.009999998,100,1.0,100.0,0.01,0.0018382941493494816,100,1.0,0.04265312,1.0,4999.955626509348,1.0,4999.955626509348,4999.955626509348,500.0,4999.9556,1,4447.1846,,0.0018382941493494816,0.01,3.5044917e-18,100.0
0.45,0.01,100,0.9970255,99.99998807907247,0.009970754,0.003070931137148251,100,1.0000001,0.055075623,0.99994993,4999.951563442058,1.0005369,4999.951563442058,4999.951563442058,500.0,4999.952,1,4447.181,3.158931e-07,0.003070931137148251,0.01000587,3.159189e-11,99.99996566601507
0.45,0.01,100,0.99907666,100.0,0.009990681,0.0015490917687104578,100,1.0,0.039157346,1.0000086,4999.9579286961,1.0011685,4999.9579286961,4999.9579286961,500.0,4999.9585,1,4447.1875,9.857051e-08,0.0015490917687104578,0.0100115985,9.856641e-12,99.99998855600785
