ESSRenyi,MaxNormIw,IterType,ESSClassic,VarNormIw,EpsThisIter,VarJ,Delta,AvgDiscRet,VarVanillaIw,VarRet,MaxVanillaIw,BatchSize,AvgVanillaIw,MinVanillaIw,eRenyi2,VarDiscRet,AvgRet,VanillaAvgRet,AvgEpLen,J,Bound,MinNormIw,AvgNormIw
400.0,0.01,2,100.0,3.5044917e-18,100,0.13538434,0.7,4999.886480143687,,0.01851365609773944,1.0,400,1.0,1.0,1.0,0.01851365609773944,4999.886480143687,4999.886480143687,500.0,4999.8867,4672.56,0.01,0.009999998
400.0,0.005,2,200.00000010221265,2.179301e-19,100,0.11646392,0.7,4999.891000618997,,0.008876316159339823,1.0,400,1.0,1.0,1.0,0.008876316159339823,4999.891000618997,4999.891000618997,500.0,4999.8887,4768.4336,0.005,0.0049999994
400.0,0.0033333334,2,299.999969473632,5.4391416e-20,100,0.12638079,0.7,4999.893627308134,,0.020986560483526494,1.0,400,1.0,1.0,1.0,0.020986560483526494,4999.893627308134,4999.893627308134,500.0,4999.89,4810.9077,0.0033333334,0.0033333336
387.67237588554974,0.0030992492,1,388.0591557265103,1.9279877e-07,100,52.27884,0.7,4949.893795702674,0.03097692,249989.28763915726,1.2422915,400,1.0020906,0.14553049,1.0317991,249989.28763915726,4949.893795702674,4949.893795702674,495.01,4997.2803,4831.035,0.0003630672,0.0025
400.0,0.01,2,100.0,3.5044917e-18,100,0.10611801,0.7,4999.904018943318,,0.011380098987462386,1.0,400,1.0,1.0,1.0,0.011380098987462386,4999.904018943318,4999.904018943318,500.0,4999.904,4672.577,0.01,0.009999998
400.0,0.005,2,200.00000010221265,2.179301e-19,100,0.10806843,0.7,4999.888130834317,,0.012090419261728784,1.0,400,1.0,1.0,1.0,0.012090419261728784,4999.888130834317,4999.888130834317,500.0,4999.8955,4768.4404,0.005,0.0049999994
400.0,0.0033333334,2,299.999969473632,5.4391416e-20,100,68.01283,0.7,4988.10427512264,,13923.752974472201,1.0,400,1.0,1.0,1.0,13923.752974472201,4988.10427512264,4988.10427512264,498.83,4995.9653,4806.983,0.0033333334,0.0033333336
397.1337711919221,0.0027328932,1,397.3592260318714,4.1640337e-08,100,27.238337,0.7,4999.865003963031,0.0067297006,0.020121422007422948,1.0986603,400,1.0050341,0.4639485,1.0072173,0.020121422007422948,4999.865003963031,4999.865003963031,500.0,4998.5293,4834.2764,0.0011540615,0.0025
400.0,0.01,2,100.0,3.5044917e-18,100,0.12014746,0.7,4999.896119059619,,0.014579775867229092,1.0,400,1.0,1.0,1.0,0.014579775867229092,4999.896119059619,4999.896119059619,500.0,4999.8955,4672.569,0.01,0.009999998
400.0,0.005,2,200.00000010221265,2.179301e-19,100,0.151252,0.7,4999.860792551547,,0.03101090514081087,1.0,400,1.0,1.0,1.0,0.03101090514081087,4999.860792551547,4999.860792551547,500.0,4999.8784,4768.4233,0.005,0.0049999994
400.0,0.0033333334,2,299.999969473632,5.4391416e-20,100,12.103442,0.7,4997.785431184089,,440.9233904268993,1.0,400,1.0,1.0,1.0,440.9233904268993,4997.785431184089,4997.785431184089,499.8,4999.1807,4810.198,0.0033333334,0.0033333336
399.8540457382142,0.0025685506,1,399.85294916280037,2.30522e-09,100,9.294871,0.7,4999.896461968151,0.00036984737,0.010408530263310489,1.0288291,400,1.0013713,0.8832804,1.000365,0.010408530263310489,4999.896461968151,4999.896461968151,500.0,4999.42,4835.7266,0.0022051772,0.0025
400.0,0.01,2,100.0,3.5044917e-18,100,40.802525,0.7,4995.794782532799,,1681.6633583385833,1.0,400,1.0,1.0,1.0,1681.6633583385833,4995.794782532799,4995.794782532799,499.6,4995.795,4668.4683,0.01,0.009999998
400.0,0.005,2,200.00000010221265,2.179301e-19,100,498.11636,0.7,4899.872465712696,,494923.7511230005,1.0,400,1.0,1.0,1.0,494923.7511230005,4899.872465712696,4899.872465712696,490.02,4947.8335,4716.3784,0.005,0.0049999994
400.0,0.0033333334,2,299.999969473632,5.4391416e-20,100,407.44977,0.7,4999.882279801566,,0.021131537876627894,1.0,400,1.0,1.0,1.0,0.021131537876627894,4999.882279801566,4999.882279801566,500.0,4965.1836,4776.201,0.0033333334,0.0033333336
366.3099210152355,0.0041120825,1,371.3435711590722,4.8351905e-07,100,259.5484,0.7,4949.887386575352,0.08060168,249988.64626510156,1.6789086,400,1.0207168,0.058203317,1.0919715,249988.64626510156,4949.887386575352,4949.887386575352,495.01,4978.5205,4807.4966,0.00014255501,0.0025
400.0,0.01,2,100.0,3.5044917e-18,100,13.944701,0.7,4998.474673095314,,196.4188233296796,1.0,400,1.0,1.0,1.0,196.4188233296796,4998.474673095314,4998.474673095314,499.87,4998.4746,4671.148,0.01,0.009999998
400.0,0.005,2,200.00000010221265,2.179301e-19,100,9.88596,0.7,4999.888472955456,,0.010418794101816885,1.0,400,1.0,1.0,1.0,0.010418794101816885,4999.888472955456,4999.888472955456,500.0,4999.1816,4767.7266,0.005,0.0049999994
400.0,0.0033333334,2,299.999969473632,5.4391416e-20,100,8.079201,0.7,4999.903373509052,,0.00878251616796988,1.0,400,1.0,1.0,1.0,0.00878251616796988,4999.903373509052,4999.903373509052,500.0,4999.4224,4810.44,0.0033333334,0.0033333336
399.9451235726795,0.0025406738,1,399.9348268672441,1.0209003e-09,100,6.4605618,0.7,4999.880306015692,0.00016344286,0.01615783035514633,1.0165768,400,1.0003023,0.92225015,1.0001372,0.01615783035514633,4999.880306015692,4999.880306015692,500.0,4999.5645,4835.8896,0.0023049284,0.0025
400.0,0.01,2,100.0,3.5044917e-18,100,0.101139404,0.7,4999.901977869522,,0.01033478928914042,1.0,400,1.0,1.0,1.0,0.01033478928914042,4999.901977869522,4999.901977869522,500.0,4999.9023,4672.5757,0.01,0.009999998
400.0,0.005,2,200.00000010221265,2.179301e-19,100,0.111036606,0.7,4999.889236550453,,0.014489073493920954,1.0,400,1.0,1.0,1.0,0.014489073493920954,4999.889236550453,4999.889236550453,500.0,4999.8955,4768.4404,0.005,0.0049999994
400.0,0.0033333334,2,299.999969473632,5.4391416e-20,100,0.11476651,0.7,4999.879156829661,,0.014817323664401718,1.0,400,1.0,1.0,1.0,0.014817323664401718,4999.879156829661,4999.879156829661,500.0,4999.8896,4810.907,0.0033333334,0.0033333336
400.0,0.0025,1,400.0,5.434597e-20,100,0.11403767,0.7,4999.902546499101,,0.012516069808663075,1.0,400,1.0,1.0,1.0,0.012516069808663075,4999.902546499101,4999.902546499101,500.0,4999.8936,4836.23,0.0025,0.0024999997
400.0,0.01,2,100.0,3.5044917e-18,100,0.09430137,0.7,4999.897095935419,,0.008981778763278095,1.0,400,1.0,1.0,1.0,0.008981778763278095,4999.897095935419,4999.897095935419,500.0,4999.897,4672.5703,0.01,0.009999998
400.0,0.005,2,200.00000010221265,2.179301e-19,100,0.1484612,0.7,4999.870547921734,,0.035186297892763216,1.0,400,1.0,1.0,1.0,0.035186297892763216,4999.870547921734,4999.870547921734,500.0,4999.884,4768.4287,0.005,0.0049999994
400.0,0.0033333334,2,299.999969473632,5.4391416e-20,100,0.1398329,0.7,4999.894246722002,,0.014651110887248497,1.0,400,1.0,1.0,1.0,0.014651110887248497,4999.894246722002,4999.894246722002,500.0,4999.887,4810.905,0.0033333334,0.0033333336
400.0,0.0025,1,400.0,5.434597e-20,100,0.13364641,0.7,4999.875541689872,,0.01280756474784012,1.0,400,1.0,1.0,1.0,0.01280756474784012,4999.875541689872,4999.875541689872,500.0,4999.885,4836.221,0.0025,0.0024999997
400.0,0.01,2,100.0,3.5044917e-18,100,0.10792595,0.7,4999.895047066094,,0.011762499153626964,1.0,400,1.0,1.0,1.0,0.011762499153626964,4999.895047066094,4999.895047066094,500.0,4999.895,4672.5684,0.01,0.009999998
400.0,0.005,2,200.00000010221265,2.179301e-19,100,0.11675744,0.7,4999.892552790246,,0.015766827115230603,1.0,400,1.0,1.0,1.0,0.015766827115230603,4999.892552790246,4999.892552790246,500.0,4999.8936,4768.4385,0.005,0.0049999994
400.0,0.0033333334,2,299.999969473632,5.4391416e-20,100,0.12017944,0.7,4999.88562205342,,0.016178730957125464,1.0,400,1.0,1.0,1.0,0.016178730957125464,4999.88562205342,4999.88562205342,500.0,4999.891,4810.9087,0.0033333334,0.0033333336
400.0,0.0025,1,400.0,5.434597e-20,100,0.11563906,0.7,4999.893155388036,,0.010263919832359959,1.0,400,1.0,1.0,1.0,0.010263919832359959,4999.893155388036,4999.893155388036,500.0,4999.8916,4836.228,0.0025,0.0024999997
400.0,0.01,2,100.0,3.5044917e-18,100,0.121539794,0.7,4999.888775703516,,0.014926106759634546,1.0,400,1.0,1.0,1.0,0.014926106759634546,4999.888775703516,4999.888775703516,500.0,4999.8887,4672.562,0.01,0.009999998
400.0,0.005,2,200.00000010221265,2.179301e-19,100,0.12666905,0.7,4999.876719275001,,0.01742469245973067,1.0,400,1.0,1.0,1.0,0.01742469245973067,4999.876719275001,4999.876719275001,500.0,4999.883,4768.4277,0.005,0.0049999994
400.0,0.0033333334,2,299.999969473632,5.4391416e-20,100,0.11882631,0.7,4999.8972954202445,,0.010230530229827851,1.0,400,1.0,1.0,1.0,0.010230530229827851,4999.8972954202445,4999.8972954202445,500.0,4999.8877,4810.9053,0.0033333334,0.0033333336
399.9983787602332,0.0025183817,1,399.9979252395147,3.292232e-11,100,0.11869192,0.7,4999.874110635855,5.2697305e-06,0.014181624024417167,1.0075599,400,1.0002056,0.9923218,1.000004,0.014181624024417167,4999.874110635855,4999.874110635855,500.0,4999.885,4836.221,0.0024802943,0.0025
400.0,0.01,2,100.0,3.5044917e-18,100,0.12089497,0.7,4999.8861885788465,,0.014764540798208523,1.0,400,1.0,1.0,1.0,0.014764540798208523,4999.8861885788465,4999.8861885788465,500.0,4999.886,4672.5596,0.01,0.009999998
400.0,0.005,2,200.00000010221265,2.179301e-19,100,100.16486,0.7,4985.68620866153,,20166.836081039342,1.0,400,1.0,1.0,1.0,20166.836081039342,4985.68620866153,4985.68620866153,498.59,4992.786,4761.331,0.005,0.0049999994
400.0,0.0033333334,2,299.999969473632,5.4391416e-20,100,81.852684,0.7,4999.8826598421865,,0.013647106968928494,1.0,400,1.0,1.0,1.0,0.013647106968928494,4999.8826598421865,4999.8826598421865,500.0,4995.1514,4806.169,0.0033333334,0.0033333336
396.8735462951869,0.0028566916,1,396.70977179373165,5.1966722e-08,100,37.611977,0.7,4999.902419854302,0.008354053,0.008983782590965625,1.1453793,400,1.0023652,0.5309923,1.0078777,0.008983782590965625,4999.902419854302,4999.902419854302,500.0,4998.01,4833.703,0.0013243485,0.0025
400.0,0.01,2,100.0,3.5044917e-18,100,0.105695166,0.7,4999.890095653357,,0.011281219154317332,1.0,400,1.0,1.0,1.0,0.011281219154317332,4999.890095653357,4999.890095653357,500.0,4999.89,4672.5635,0.01,0.009999998
400.0,0.005,2,200.00000010221265,2.179301e-19,100,0.117512934,0.7,4999.874767465484,,0.016491152815279134,1.0,400,1.0,1.0,1.0,0.016491152815279134,4999.874767465484,4999.874767465484,500.0,4999.8823,4768.4272,0.005,0.0049999994
400.0,0.0033333334,2,299.999969473632,5.4391416e-20,100,0.117451325,0.7,4999.89031349133,,0.013859624989291696,1.0,400,1.0,1.0,1.0,0.013859624989291696,4999.89031349133,4999.89031349133,500.0,4999.885,4810.9023,0.0033333334,0.0033333336
399.99923706200207,0.002501227,1,399.9999694829521,3.0750353e-13,100,0.114052035,0.7,4999.890044402852,4.920205e-08,0.010748161923006691,1.0005081,400,1.0000173,0.9991379,1.0000019,0.010748161923006691,4999.890044402852,4999.890044402852,500.0,4999.8867,4836.223,0.0024978013,0.0025
400.0,0.01,2,100.0,3.5044917e-18,100,0.11827102,0.7,4999.874751353555,,0.014127464776858757,1.0,400,1.0,1.0,1.0,0.014127464776858757,4999.874751353555,4999.874751353555,500.0,4999.875,4672.5483,0.01,0.009999998
400.0,0.005,2,200.00000010221265,2.179301e-19,100,0.115707934,0.7,4999.900645187421,,0.012581966704652364,1.0,400,1.0,1.0,1.0,0.012581966704652364,4999.900645187421,4999.900645187421,500.0,4999.8877,4768.4326,0.005,0.0049999994
400.0,0.0033333334,2,299.999969473632,5.4391416e-20,100,0.11269507,0.7,4999.892457257347,,0.011428589146972704,1.0,400,1.0,1.0,1.0,0.011428589146972704,4999.892457257347,4999.892457257347,500.0,4999.889,4810.9067,0.0033333334,0.0033333336
399.99995231628986,0.0025022174,1,399.99992370481414,8.705963e-13,100,0.10769832,0.7,4999.902822935933,1.392888e-07,0.00826344479161423,1.0008706,400,0.9999836,0.99813,1.0000001,0.00826344479161423,4999.902822935933,4999.902822935933,500.0,4999.8936,4836.23,0.002495366,0.0025
400.0,0.01,2,100.0,3.5044917e-18,100,0.11630765,0.7,4999.884746975771,,0.013665673435721662,1.0,400,1.0,1.0,1.0,0.013665673435721662,4999.884746975771,4999.884746975771,500.0,4999.8843,4672.5576,0.01,0.009999998
400.0,0.005,2,200.00000010221265,2.179301e-19,100,0.110524155,0.7,4999.887418939744,,0.011010326807237208,1.0,400,1.0,1.0,1.0,0.011010326807237208,4999.887418939744,4999.887418939744,500.0,4999.8857,4768.4307,0.005,0.0049999994
400.0,0.0033333334,2,299.999969473632,5.4391416e-20,100,0.11623675,0.7,4999.869619905032,,0.016079573475214073,1.0,400,1.0,1.0,1.0,0.016079573475214073,4999.869619905032,4999.869619905032,500.0,4999.8804,4810.898,0.0033333334,0.0033333336
399.99961853063724,0.002505277,1,399.9994201594794,8.869355e-12,100,0.12087462,0.7,4999.8689194684985,1.4190625e-06,0.018125230483664278,1.0020984,400,0.99998766,0.99378014,1.000001,0.018125230483664278,4999.8689194684985,4999.8689194684985,500.0,4999.878,4836.2144,0.002484481,0.0025
400.0,0.01,2,100.0,3.5044917e-18,100,0.103621095,0.7,4999.88874111565,,0.010845162364626978,1.0,400,1.0,1.0,1.0,0.010845162364626978,4999.88874111565,4999.88874111565,500.0,4999.889,4672.5625,0.01,0.009999998
400.0,0.005,2,200.00000010221265,2.179301e-19,100,0.11522788,0.7,4999.88635984877,,0.015974688125755403,1.0,400,1.0,1.0,1.0,0.015974688125755403,4999.88635984877,4999.88635984877,500.0,4999.8877,4768.4326,0.005,0.0049999994
400.0,0.0033333334,2,299.999969473632,5.4391416e-20,100,0.11504644,0.7,4999.885420208742,,0.013278045217875154,1.0,400,1.0,1.0,1.0,0.013278045217875154,4999.885420208742,4999.885420208742,500.0,4999.8867,4810.9043,0.0033333334,0.0033333336
400.0,0.0025,1,400.0,5.434597e-20,100,0.122230254,0.7,4999.890516124135,,0.02024456858598261,1.0,400,1.0,1.0,1.0,0.02024456858598261,4999.890516124135,4999.890516124135,500.0,4999.8877,4836.224,0.0025,0.0024999997
400.0,0.01,2,100.0,3.5044917e-18,100,0.10076144,0.7,4999.885374107914,,0.010256877148109942,1.0,400,1.0,1.0,1.0,0.010256877148109942,4999.885374107914,4999.885374107914,500.0,4999.8853,4672.5586,0.01,0.009999998
400.0,0.005,2,200.00000010221265,2.179301e-19,100,0.10694252,0.7,4999.872210854286,,0.012761913026239144,1.0,400,1.0,1.0,1.0,0.012761913026239144,4999.872210854286,4999.872210854286,500.0,4999.879,4768.424,0.005,0.0049999994
400.0,0.0033333334,2,299.999969473632,5.4391416e-20,100,0.11114599,0.7,4999.894986982507,,0.014151260695317159,1.0,400,1.0,1.0,1.0,0.014151260695317159,4999.894986982507,4999.894986982507,500.0,4999.8843,4810.902,0.0033333334,0.0033333336
398.95858809904996,0.0026592684,1,398.67298621760693,2.0855676e-08,100,15.243079,0.7,4994.67824918027,0.0033255,2730.4706839603427,1.0618875,400,0.9982891,0.5825436,1.0026103,2730.4706839603427,4994.67824918027,4994.67824918027,499.49,4999.1284,4835.2515,0.001458855,0.0025
400.0,0.01,2,100.0,3.5044917e-18,100,0.092118725,0.7,4999.899277565973,,0.00857078623858762,1.0,400,1.0,1.0,1.0,0.00857078623858762,4999.899277565973,4999.899277565973,500.0,4999.899,4672.5723,0.01,0.009999998
400.0,0.005,2,200.00000010221265,2.179301e-19,100,0.098873354,0.7,4999.907014559455,,0.01114280978398139,1.0,400,1.0,1.0,1.0,0.01114280978398139,4999.907014559455,4999.907014559455,500.0,4999.9033,4768.448,0.005,0.0049999994
400.0,0.0033333334,2,299.999969473632,5.4391416e-20,100,0.095959544,0.7,4999.914407969991,,0.008068636065058319,1.0,400,1.0,1.0,1.0,0.008068636065058319,4999.914407969991,4999.914407969991,500.0,4999.907,4810.925,0.0033333334,0.0033333336
