optimgain,DiscEpRewMean,TimeElapsed,EpRewMean,surrgain,ev_tdlam_before,Step_size,entropy,entloss,EpisodesSoFar,EpLenMean,meankl,TimestepsSoFar,EpThisIter
0.0014637809,6.979935665130615,81.3271427154541,165.96412803674372,0.0014637809,,1.0,0.4189424,,100,18.09,0.0008276683,1809,100
0.0027306518,5.5776376628875735,123.05827045440674,175.3813400343276,0.0027306518,,1.0,0.4189424,,200,19.11,0.0008601496,3720,100
0.0015133923,6.493579216003418,173.58098196983337,184.62578103738144,0.0015133923,,1.0,0.4189424,,300,20.1,0.0008180101,5730,100
0.002667433,7.815443248748779,225.03937149047852,177.88905174498112,0.002667433,,1.0,0.4189424,,400,19.38,0.000983156,7668,100
0.0022087311,8.101538829803467,262.30439019203186,182.25963411863745,0.0022087311,,1.0,0.4189424,,500,19.85,0.00090228027,9653,100
0.0012928833,8.38261269569397,298.72695207595825,183.141906564007,0.0012928833,,1.0,0.4189424,,600,19.93,0.0009867834,11646,100
0.0017801123,8.35008804321289,344.4995789527893,192.90787346511456,0.0017801123,,1.0,0.4189424,,700,21.0,0.0009701736,13746,100
0.001083902,7.594614992141723,388.70391511917114,188.53465518229444,0.001083902,,1.0,0.4189424,,800,20.52,0.000889527,15798,100
0.0017985846,9.27430233001709,448.0002100467682,190.76323059631858,0.0017985846,,1.0,0.4189424,,900,20.76,0.0009234253,17874,100
0.0023725012,8.34396017074585,469.26759147644043,189.7752122468468,0.0023725012,,1.0,0.4189424,,1000,20.66,0.0007675762,19940,100
0.0024835803,12.348299131393432,513.638037443161,196.40084400443232,0.0024835803,,1.0,0.4189424,,1100,21.37,0.0008660048,22077,100
0.002521342,10.575560932159425,542.4888017177582,203.09574568760945,0.002521342,,1.0,0.4189424,,1200,22.09,0.0009536107,24286,100
0.0029017855,9.175991353988648,566.8900389671326,195.516976479476,0.0029017855,,1.0,0.4189424,,1300,21.27,0.00092099793,26413,100
0.0025986084,8.883330430984497,607.4582619667053,203.45390430530534,0.0025986084,,1.0,0.4189424,,1400,22.12,0.0009475545,28625,100
0.0017820501,12.351644277572632,645.3712718486786,223.76584220272514,0.0017820501,,1.0,0.4189424,,1500,24.3,0.00087827316,31055,100
0.0029985644,9.934776992797852,677.6493508815765,213.97912906833014,0.0029985644,,1.0,0.4189424,,1600,23.24,0.00093490334,33379,100
0.0020742933,9.368447132110596,709.9929051399231,206.23614198491867,0.0020742933,,1.0,0.4189424,,1700,22.41,0.0009208523,35620,100
0.0041717687,10.101255741119385,729.8694820404053,206.43690773197977,0.0041717687,,1.0,0.4189424,,1800,22.45,0.00094053434,37865,100
0.0023890252,11.235714139938354,775.5881695747375,221.53055628664265,0.0023890252,,1.0,0.4189424,,1900,24.05,0.0009693924,40270,100
0.0023325891,10.12127474784851,803.6239116191864,225.37888265952998,0.0023325891,,1.0,0.4189424,,2000,24.46,0.0009330595,42716,100
0.0021491589,11.139026832580566,842.6759994029999,216.99645849577453,0.0021491589,,1.0,0.4189424,,2100,23.57,0.00095546234,45073,100
0.002538998,13.775587835311889,879.8234577178955,220.68005421800115,0.002538998,,1.0,0.4189424,,2200,23.96,0.00093863846,47469,100
