EpisodesSoFar,entloss,EpThisIter,TimestepsSoFar,DiscEpRewMean,entropy,surrgain,TimeElapsed,optimgain,Step_size,EpRewMean,EpLenMean,meankl,ev_tdlam_before
20100,,100,578522,22.594024724960327,0.4189424,0.0014916913,1394.1697118282318,0.0014916913,1.0,302.59812301599453,32.7,0.00096434006,
20200,,100,581708,20.446254625320435,0.4189424,0.0028547826,1401.5885331630707,0.0028547826,1.0,294.54666518682046,31.86,0.0009947242,
20300,,100,584762,21.13589382171631,0.4189424,0.002375706,1408.4796969890594,0.002375706,1.0,282.21485207820416,30.54,0.0009698418,
20400,,100,587914,19.48938159942627,0.4189424,0.0028093695,1415.563466310501,0.0028093695,1.0,291.4418799161981,31.52,0.0009546962,
20500,,100,591179,21.878289852142334,0.4189424,0.0039795386,1422.9834485054016,0.0039795386,1.0,302.0228969016506,32.65,0.0009692958,
20600,,100,594316,17.434249219894408,0.4189424,0.0026772085,1430.080866575241,0.0026772085,1.0,290.13049249753135,31.37,0.00093705923,
20700,,100,597552,18.09668291091919,0.4189424,0.002267267,1437.3616349697113,0.002267267,1.0,299.2301584517041,32.36,0.0009755351,
20800,,100,600702,23.630980615615844,0.4189424,0.0032383045,1444.9617743492126,0.0032383045,1.0,291.25768385484565,31.5,0.00097494543,
20900,,100,603764,19.29571078300476,0.4189424,0.0018143402,1451.7626538276672,0.0018143402,1.0,283.079823706229,30.62,0.0009959653,
21000,,100,606994,25.11570326805115,0.4189424,0.002503943,1458.9310450553894,0.002503943,1.0,298.6769799569007,32.3,0.0009742771,
21100,,100,610226,23.530381183624268,0.4189424,0.0017748615,1466.3557929992676,0.0017748615,1.0,298.9499054436538,32.32,0.0009921553,
21200,,100,613399,23.61405270576477,0.4189424,0.0033567722,1473.1378529071808,0.0033567722,1.0,293.3843230558652,31.73,0.0009903096,
21300,,100,616509,19.865676336288452,0.4189424,0.002100102,1480.0787827968597,0.002100102,1.0,287.6270138207005,31.1,0.0009642099,
21400,,100,619709,19.593272123336792,0.4189424,0.003126265,1486.7878351211548,0.003126265,1.0,295.83772590158094,32.0,0.0009825476,
21500,,100,622832,19.133290882110597,0.4189424,0.0025024011,1493.5964801311493,0.0025024011,1.0,288.75117018274943,31.23,0.0009062607,
21600,,100,625973,20.341656370162966,0.4189424,0.0014097027,1500.630878686905,0.0014097027,1.0,290.4401958214412,31.41,0.00097172265,
21700,,100,629029,19.95077736854553,0.4189424,0.0026341735,1507.1124053001404,0.0026341735,1.0,282.501451946837,30.56,0.0009668431,
21800,,100,632154,20.99912712097168,0.4189424,0.001470339,1513.9206120967865,0.001470339,1.0,288.7885469669639,31.25,0.0009417774,
21900,,100,635094,15.330158348083495,0.4189424,0.0021758971,1520.9667434692383,0.0021758971,1.0,271.6332765416851,29.4,0.0009546312,
22000,,100,638091,16.828799362182618,0.4189424,0.0025087816,1527.457135438919,0.0025087816,1.0,276.9300061594038,29.97,0.00092040334,
22100,,100,641301,18.676343336105347,0.4189424,0.0017557172,1534.748997926712,0.0017557172,1.0,296.843269771354,32.1,0.0008485279,
22200,,100,644586,19.70226068496704,0.4189424,0.0017958246,1542.3472483158112,0.0017958246,1.0,303.8618879601948,32.85,0.00092940184,
22300,,100,647747,18.864317083358763,0.4189424,0.002540222,1550.0046064853668,0.002540222,1.0,292.31540806720017,31.61,0.000865374,
22400,,100,650811,18.394053401947023,0.4189424,0.002019964,1557.4732913970947,0.002019964,1.0,283.31561461152637,30.64,0.0008506374,
22500,,100,653941,22.84963478088379,0.4189424,0.0022938596,1564.7844171524048,0.0022938596,1.0,289.3602558294904,31.3,0.000928785,
22600,,100,657260,20.182874488830567,0.4189424,0.0018069202,1571.9683434963226,0.0018069202,1.0,307.18964942877534,33.19,0.0008257477,
22700,,100,660556,21.454467134475706,0.4189424,0.0019599323,1578.5110502243042,0.0019599323,1.0,304.98969360585596,32.96,0.0009139757,
22800,,100,663987,21.224274740219116,0.4189424,0.002325448,1585.435518026352,0.002325448,1.0,317.52028131604146,34.31,0.0009729858,
22900,,100,667251,22.54617693901062,0.4189424,0.0020915912,1593.2032504081726,0.0020915912,1.0,302.0038508044122,32.64,0.000983665,
23000,,100,670655,22.68309259414673,0.4189424,0.0023429247,1600.9039282798767,0.0023429247,1.0,315.1988596137893,34.04,0.000774056,
23100,,100,673951,17.908375368118286,0.4189424,0.002904842,1608.0240924358368,0.002904842,1.0,305.1488629569326,32.96,0.0009255338,
23200,,100,677316,21.548118200302124,0.4189424,0.0022419142,1615.2526783943176,0.0022419142,1.0,311.3035959993089,33.65,0.000939217,
23300,,100,680558,19.766880855560302,0.4189424,0.002855084,1622.4831314086914,0.002855084,1.0,299.9460736713751,32.42,0.0009133867,
23400,,100,683917,20.99291338920593,0.4189424,0.002097714,1629.5700800418854,0.002097714,1.0,310.72018586586626,33.59,0.0008979041,
23500,,100,687352,23.52344509124756,0.4189424,0.0015318248,1637.2534837722778,0.0015318248,1.0,317.9379524690412,34.35,0.0009129499,
23600,,100,690728,20.26608211517334,0.4189424,0.0020316497,1644.257161140442,0.0020316497,1.0,312.47943428083676,33.76,0.0009469605,
23700,,100,694050,24.83937461853027,0.4189424,0.0015978372,1651.075457572937,0.0015978372,1.0,307.2146822942206,33.22,0.00093583734,
23800,,100,697499,23.2407958984375,0.4189424,0.0015477643,1657.44837641716,0.0015477643,1.0,319.32797292011594,34.49,0.0009695627,
23900,,100,700822,22.290994749069213,0.4189424,0.0022571487,1663.821614742279,0.0022571487,1.0,307.4991386871437,33.23,0.00091303635,
24000,,100,704190,23.02840950012207,0.4189424,0.0017082068,1669.4792609214783,0.0017082068,1.0,311.65477541906995,33.68,0.0009000264,
24100,,100,707402,24.48711504936218,0.4189424,0.0009132367,1676.510405778885,0.0009132367,1.0,297.0806728158648,32.12,0.0008451258,
24200,,100,710616,21.896763734817505,0.4189424,0.003127538,1682.4459991455078,0.003127538,1.0,297.25568662844404,32.14,0.0009882315,
24300,,100,713836,21.59042000770569,0.4189424,0.0035353808,1687.8833570480347,0.0035353808,1.0,297.71970996060196,32.2,0.0009252824,
24400,,100,717153,19.14090591430664,0.4189424,0.0016356104,1694.5900931358337,0.0016356104,1.0,306.97422203281985,33.17,0.00087342865,
24500,,100,720350,20.641339263916016,0.4189424,0.0019807825,1701.9181489944458,0.0019807825,1.0,295.60011712178897,31.97,0.0009912866,
24600,,100,723543,19.672148532867432,0.4189424,0.002505071,1708.8507118225098,0.002505071,1.0,295.3690917096348,31.93,0.0009514003,
24700,,100,726919,22.78323628425598,0.4189424,0.0021201181,1715.824563741684,0.0021201181,1.0,312.38859696892206,33.76,0.0009359952,
24800,,100,730202,22.874729995727538,0.4189424,0.002289619,1722.633160829544,0.002289619,1.0,303.6259967327426,32.83,0.00085484236,
24900,,100,733438,23.41589877128601,0.4189424,0.0031043566,1729.588353395462,0.0031043566,1.0,299.4235564314597,32.36,0.00095485337,
25000,,100,736564,22.104157342910767,0.4189424,0.0016651197,1736.8767566680908,0.0016651197,1.0,289.05151543979906,31.26,0.00088370714,
25100,,100,739659,19.301249980926514,0.4189424,0.0017241213,1743.800701379776,0.0017241213,1.0,286.0325920118098,30.95,0.0009316861,
25200,,100,742865,22.22420142173767,0.4189424,0.001624175,1751.4424133300781,0.001624175,1.0,296.5643400222023,32.06,0.0009615866,
25300,,100,746071,18.94464490890503,0.4189424,0.0020001377,1758.9891483783722,0.0020001377,1.0,296.4824859990319,32.06,0.00091512804,
25400,,100,749288,20.722613172531126,0.4189424,0.0015927618,1766.132868051529,0.0015927618,1.0,297.4028017862965,32.17,0.0009974646,
25500,,100,752520,21.417501468658447,0.4189424,0.0025592053,1773.9276568889618,0.0025592053,1.0,298.8997607063916,32.32,0.0009047702,
25600,,100,755647,20.249667053222655,0.4189424,0.0024499418,1781.6074557304382,0.0024499418,1.0,289.0540339453009,31.27,0.00086418184,
25700,,100,758937,22.74929796218872,0.4189424,0.0017141529,1789.408537387848,0.0017141529,1.0,304.4053131109833,32.9,0.0009302643,
25800,,100,762179,17.188070859909057,0.4189424,0.0020684104,1796.6965746879578,0.0020684104,1.0,299.83118677136093,32.42,0.0007333371,
25900,,100,765448,19.35935929298401,0.4189424,0.0024441082,1804.2093918323517,0.0024441082,1.0,302.4303927098301,32.69,0.00094403134,
26000,,100,768658,19.30100667953491,0.4189424,0.0024030341,1811.5327734947205,0.0024030341,1.0,296.92347077502274,32.1,0.0009748955,
26100,,100,771778,21.03012282371521,0.4189424,0.0024056188,1818.7297670841217,0.0024056188,1.0,288.4957511542841,31.2,0.00096187,
26200,,100,774948,20.352724657058715,0.4189424,0.0021163921,1826.2535457611084,0.0021163921,1.0,293.09913273737385,31.7,0.0009685057,
26300,,100,778163,22.49604711532593,0.4189424,0.0015695996,1833.5636546611786,0.0015695996,1.0,297.3647391979937,32.15,0.00096414384,
26400,,100,781427,18.85432572364807,0.4189424,0.0023291656,1840.1218812465668,0.0023291656,1.0,301.8955117862939,32.64,0.00094923284,
26500,,100,784744,19.868274307250978,0.4189424,0.0011155225,1847.9106187820435,0.0011155225,1.0,306.76801737048953,33.17,0.0008021196,
26600,,100,787997,20.220534677505494,0.4189424,0.0024054786,1855.5665612220764,0.0024054786,1.0,300.8165856942513,32.53,0.00096115936,
26700,,100,791277,20.811133737564088,0.4189424,0.0014307724,1863.3563992977142,0.0014307724,1.0,303.47293084248565,32.8,0.0008579195,
26800,,100,794507,18.65237820625305,0.4189424,0.0019028168,1870.6099865436554,0.0019028168,1.0,298.79950399420903,32.3,0.0009874391,
26900,,100,797774,19.913590774536132,0.4189424,0.0019237201,1877.9276056289673,0.0019237201,1.0,302.17830168839714,32.67,0.0009854722,
27000,,100,800878,22.12203242301941,0.4189424,0.0037186744,1885.678956747055,0.0037186744,1.0,286.97401661617164,31.04,0.0009208767,
27100,,100,804139,20.093662214279174,0.4189424,0.0028246606,1892.9303374290466,0.0028246606,1.0,301.6646742909999,32.61,0.0008669873,
27200,,100,807380,22.129697465896605,0.4189424,0.0016305487,1900.540887594223,0.0016305487,1.0,299.8447865571128,32.41,0.0009709481,
27300,,100,810615,22.874580659866332,0.4189424,0.0020819446,1908.2740194797516,0.0020819446,1.0,299.30243709781195,32.35,0.00083333266,
27400,,100,813884,19.96837161064148,0.4189424,0.0011400538,1915.5802869796753,0.0011400538,1.0,302.262770989586,32.69,0.0008619214,
27500,,100,817106,19.893830699920656,0.4189424,0.0025711788,1923.301200389862,0.0025711788,1.0,298.02889005463106,32.22,0.000947321,
27600,,100,820278,22.945401773452758,0.4189424,0.001498222,1930.8316895961761,0.001498222,1.0,293.31992353905173,31.72,0.0009013548,
27700,,100,823517,20.695789833068847,0.4189424,0.0020187972,1938.8616027832031,0.0020187972,1.0,299.53952614081635,32.39,0.0009342843,
27800,,100,826699,20.044478702545167,0.4189424,0.0023839208,1946.4929449558258,0.0023839208,1.0,294.3571583018183,31.82,0.0009389609,
27900,,100,829974,21.47809189796448,0.4189424,0.0020931172,1954.4003739356995,0.0020931172,1.0,303.04410075242913,32.75,0.0009643658,
28000,,100,833120,17.710991773605347,0.4189424,0.003335787,1961.4048488140106,0.003335787,1.0,290.9842332668966,31.46,0.0009290973,
28100,,100,836282,23.96170714378357,0.4189424,0.002416283,1967.8902833461761,0.002416283,1.0,292.3744043651008,31.62,0.00095900864,
28200,,100,839503,21.107621631622315,0.4189424,0.0024768943,1975.3245804309845,0.0024768943,1.0,297.9494256636151,32.21,0.00092457613,
28300,,100,842671,19.445732336044312,0.4189424,0.0019527271,1982.653415441513,0.0019527271,1.0,293.1268148052585,31.68,0.00097618956,
28400,,100,845726,21.943117389678957,0.4189424,0.0032245019,1989.7841846942902,0.0032245019,1.0,282.39332271430044,30.55,0.00094797026,
28500,,100,848848,17.294255800247193,0.4189424,0.0017046265,1997.0327670574188,0.0017046265,1.0,288.7305773014295,31.22,0.0008912717,
28600,,100,851945,20.913604221343995,0.4189424,0.0017381393,2004.4648878574371,0.0017381393,1.0,286.2554482618489,30.97,0.0008233138,
28700,,100,855271,21.870323543548583,0.4189424,0.0011210693,2011.672132730484,0.0011210693,1.0,307.80258277151586,33.26,0.000880443,
28800,,100,858523,18.561734399795533,0.4189424,0.0043316893,2018.7601208686829,0.0043316893,1.0,300.7453792475294,32.52,0.00097305526,
28900,,100,861680,18.935722036361696,0.4189424,0.0018507892,2026.2616515159607,0.0018507892,1.0,292.01312858577967,31.57,0.00090673636,
29000,,100,865111,20.51215193748474,0.4189424,0.0022699533,2034.1342198848724,0.0022699533,1.0,317.67417575888436,34.31,0.00091084046,
29100,,100,868590,22.69843907356262,0.4189424,0.0029519354,2041.9072844982147,0.0029519354,1.0,322.14040275059654,34.79,0.00084031234,
29200,,100,872060,21.449009714126586,0.4189424,0.0022858472,2049.0434222221375,0.0022858472,1.0,321.2227500503357,34.7,0.00075772835,
29300,,100,875381,21.36806415557861,0.4189424,0.0017750943,2056.493588209152,0.0017750943,1.0,307.3730110209825,33.21,0.000958866,
29400,,100,878785,21.03505707740784,0.4189424,0.0024793444,2064.20698261261,0.0024793444,1.0,315.01611224646507,34.04,0.0008327304,
29500,,100,882062,21.293195533752442,0.4189424,0.0025052296,2072.9988055229187,0.0025052296,1.0,303.1704991512288,32.77,0.00088288414,
29600,,100,885421,22.610455484390258,0.4189424,0.0015090905,2083.4743881225586,0.0015090905,1.0,310.8466916385349,33.59,0.0009496325,
29700,,100,888656,18.396089210510254,0.4189424,0.003947966,2094.011061668396,0.003947966,1.0,299.2440009297563,32.35,0.0009437312,
29800,,100,891947,24.768184909820558,0.4189424,0.002980141,2106.009430885315,0.002980141,1.0,304.5735804859355,32.91,0.000884308,
29900,,100,895338,21.105613775253296,0.4189424,0.0023767822,2116.811190843582,0.0023767822,1.0,313.95758587978105,33.91,0.0009661983,
30000,,100,898610,22.95911549568176,0.4189424,0.0031214703,2124.701831102371,0.0031214703,1.0,302.7659197570564,32.72,0.000878643,
30100,,100,902084,22.591612930297853,0.4189424,0.0035882648,2132.136901140213,0.0035882648,1.0,321.49851488550627,34.74,0.0009942667,
30200,,100,905435,20.825952110290526,0.4189424,0.0013972025,2140.193959712982,0.0013972025,1.0,310.1421980474025,33.51,0.0009575865,
30300,,100,908909,23.060151720046996,0.4189424,0.001837248,2150.2997481822968,0.001837248,1.0,321.6567997385675,34.74,0.0009508973,
30400,,100,912250,22.290119047164918,0.4189424,0.0025328167,2159.838025331497,0.0025328167,1.0,309.2414615557584,33.41,0.00092909776,
30500,,100,915656,20.452022733688356,0.4189424,0.0033175992,2169.9099445343018,0.0033175992,1.0,315.2329336848255,34.06,0.00091574586,
30600,,100,919022,23.810026845932008,0.4189424,0.0015695108,2179.643720626831,0.0015695108,1.0,311.4223695396928,33.66,0.000948337,
30700,,100,922568,27.22539873123169,0.4189424,0.003424027,2189.649636030197,0.003424027,1.0,328.3500986851231,35.46,0.0009387436,
30800,,100,925936,21.519527950286864,0.4189424,0.0023386905,2199.5471663475037,0.0023386905,1.0,311.70102229605976,33.68,0.0008814063,
30900,,100,929325,22.5786034488678,0.4189424,0.002339973,2209.843213558197,0.002339973,1.0,313.71025851961434,33.89,0.00092563126,
31000,,100,932786,21.458211183547974,0.4189424,0.0016868688,2219.7764608860016,0.0016868688,1.0,320.26402604534786,34.61,0.00094015617,
31100,,100,936235,25.480291328430177,0.4189424,0.0018739672,2229.3020305633545,0.0018739672,1.0,319.2741090945225,34.49,0.0009768406,
31200,,100,939699,22.641556272506715,0.4189424,0.0014089069,2239.2670130729675,0.0014089069,1.0,320.68868787861004,34.64,0.00093659747,
31300,,100,943168,24.456128873825072,0.4189424,0.0021514036,2248.768795490265,0.0021514036,1.0,321.0670876978352,34.69,0.0009384656,
31400,,100,946635,21.566167764663696,0.4189424,0.0038857239,2258.854982852936,0.0038857239,1.0,320.8786106519066,34.67,0.0009661715,
31500,,100,950130,23.04710738182068,0.4189424,0.0028972584,2269.287310361862,0.0028972584,1.0,323.57613781992933,34.95,0.000977472,
31600,,100,953664,24.470180444717407,0.4189424,0.0016543457,2278.0981476306915,0.0016543457,1.0,327.09791024463254,35.34,0.0008899426,
31700,,100,957068,21.727854738235475,0.4189424,0.0031390449,2287.5760400295258,0.0031390449,1.0,314.95788694033587,34.04,0.0009147244,
31800,,100,960527,22.50872148513794,0.4189424,0.0021845868,2297.054725408554,0.0021845868,1.0,320.06559977544265,34.59,0.00090315705,
31900,,100,963970,23.64113257408142,0.4189424,0.0020059827,2307.8372650146484,0.0020059827,1.0,318.5792321711512,34.43,0.000968086,
32000,,100,967482,23.605936641693116,0.4189424,0.002431417,2317.304381132126,0.002431417,1.0,325.16870260727285,35.12,0.0009545531,
32100,,100,970962,22.01145950317383,0.4189424,0.0022420788,2328.3667209148407,0.0022420788,1.0,322.0599200298747,34.8,0.0009974968,
32200,,100,974591,27.68306252479553,0.4189424,0.0021265848,2339.0320916175842,0.0021265848,1.0,335.96738556906445,36.29,0.0009065731,
32300,,100,977984,20.229209775924684,0.4189424,0.001903205,2348.2674629688263,0.001903205,1.0,313.88492640979894,33.93,0.0009859473,
32400,,100,981419,22.39739725112915,0.4189424,0.0032084999,2357.9332308769226,0.0032084999,1.0,317.89015717215204,34.35,0.0009799524,
32500,,100,984888,19.40398844718933,0.4189424,0.0030614824,2367.7510225772858,0.0030614824,1.0,320.96358762573726,34.69,0.0009215752,
32600,,100,988266,21.761854257583618,0.4189424,0.00228039,2377.4463634490967,0.00228039,1.0,312.52897516200704,33.78,0.00090810715,
32700,,100,991687,22.59194227218628,0.4189424,0.0017276745,2387.8228163719177,0.0017276745,1.0,316.69273691379635,34.21,0.0008973396,
32800,,100,995269,25.449419775009154,0.4189424,0.0016667884,2397.368221282959,0.0016667884,1.0,331.6021768244965,35.82,0.0009746132,
32900,,100,998788,25.09405345916748,0.4189424,0.0025301748,2407.3470237255096,0.0025301748,1.0,325.90860309681597,35.19,0.00096126803,
33000,,100,1002189,24.270398569107055,0.4189424,0.0021227691,2417.0472667217255,0.0021227691,1.0,314.8372741433869,34.01,0.0009824097,
33100,,100,1005624,20.534447221755983,0.4189424,0.0026173803,2426.640580892563,0.0026173803,1.0,318.03854317724586,34.35,0.00097151304,
33200,,100,1009003,20.753893365859984,0.4189424,0.0029595294,2436.6179172992706,0.0029595294,1.0,312.80947215434213,33.79,0.0009600467,
33300,,100,1012396,26.04291382789612,0.4189424,0.0020662604,2446.2852993011475,0.0020662604,1.0,314.022511908054,33.93,0.00091227354,
33400,,100,1015894,21.26191872596741,0.4189424,0.0027102265,2456.6040086746216,0.0027102265,1.0,323.86224694752275,34.98,0.0009558231,
33500,,100,1019330,21.742186632156372,0.4189424,0.0030908906,2466.2826182842255,0.0030908906,1.0,318.00680613794043,34.36,0.00094952894,
33600,,100,1022712,19.380942859649657,0.4189424,0.0030329754,2476.2234978675842,0.0030329754,1.0,313.07180084036565,33.82,0.00097457075,
33700,,100,1026392,26.10427414894104,0.4189424,0.0030585798,2486.3095676898956,0.0030585798,1.0,341.00076677573134,36.8,0.0009512989,
33800,,100,1029734,20.353608045578003,0.4189424,0.0016838956,2495.8103761672974,0.0016838956,1.0,309.22512410937344,33.42,0.0008577606,
33900,,100,1033330,26.135426816940306,0.4189424,0.0022661402,2505.9874653816223,0.0022661402,1.0,333.14664552413933,35.96,0.00096415734,
34000,,100,1036981,24.310377864837648,0.4189424,0.0030314398,2515.906609773636,0.0030314398,1.0,338.15519312654715,36.51,0.0009429411,
34100,,100,1040492,22.59803970336914,0.4189424,0.002530237,2525.928938150406,0.002530237,1.0,325.0502946735237,35.11,0.0007241966,
34200,,100,1044149,27.100530796051025,0.4189424,0.0018320706,2535.8119106292725,0.0018320706,1.0,338.74674339689693,36.57,0.0009766173,
34300,,100,1047768,25.563216218948366,0.4189424,0.0027336695,2546.094215154648,0.0027336695,1.0,335.0893049191775,36.19,0.0009088341,
34400,,100,1051315,23.60954372406006,0.4189424,0.003256556,2556.02863574028,0.003256556,1.0,328.59442769075036,35.47,0.0009688469,
34500,,100,1054810,20.697525119781496,0.4189424,0.0020889193,2566.0326108932495,0.0020889193,1.0,323.58750627919613,34.95,0.00094747054,
34600,,100,1058307,22.42493504524231,0.4189424,0.002270547,2576.2948791980743,0.002270547,1.0,323.6481402255853,34.97,0.0008735208,
34700,,100,1061762,20.89981719970703,0.4189424,0.003146762,2586.4004342556,0.003146762,1.0,319.76469952033733,34.55,0.0009793254,
34800,,100,1065410,26.633945608139037,0.4189424,0.0024811197,2596.3452639579773,0.0024811197,1.0,337.80664755790133,36.48,0.0009791739,
34900,,100,1068900,22.048094482421874,0.4189424,0.0015045648,2605.9704806804657,0.0015045648,1.0,323.1890378747183,34.9,0.00079091894,
35000,,100,1072445,23.770204963684083,0.4189424,0.0015455914,2615.675771713257,0.0015455914,1.0,328.04858014469295,35.45,0.00094904396,
35100,,100,1076073,25.455721712112428,0.4189424,0.002496781,2625.8866126537323,0.002496781,1.0,336.12476096791534,36.28,0.00094716065,
35200,,100,1079673,26.667191038131715,0.4189424,0.0030366022,2636.504992723465,0.0030366022,1.0,333.3028600889252,36.0,0.0009766277,
35300,,100,1083256,28.789559593200682,0.4189424,0.0032352947,2646.0237321853638,0.0032352947,1.0,331.6323806829177,35.83,0.0008810202,
35400,,100,1086817,26.50550817489624,0.4189424,0.0021916204,2655.9678571224213,0.0021916204,1.0,329.73647895434704,35.61,0.00096725416,
35500,,100,1090468,25.75194435119629,0.4189424,0.0029196204,2666.4675278663635,0.0029196204,1.0,337.95241955552905,36.51,0.0009762166,
35600,,100,1094058,29.077521953582764,0.4189424,0.0027179662,2676.010385990143,0.0027179662,1.0,332.4086416137304,35.9,0.0009567833,
35700,,100,1097494,24.76055480003357,0.4189424,0.002772514,2686.241334438324,0.002772514,1.0,318.077830153126,34.36,0.0009577469,
35800,,100,1100925,23.350194931030273,0.4189424,0.0022446075,2695.8383333683014,0.0022446075,1.0,317.6217075582702,34.31,0.00094897934,
35900,,100,1104587,28.827753257751464,0.4189424,0.0017745703,2705.8313767910004,0.0017745703,1.0,339.1694092702386,36.62,0.00096930785,
36000,,100,1108075,25.285550079345704,0.4189424,0.0020010723,2715.82452583313,0.0020010723,1.0,322.93250563144767,34.88,0.0006644413,
36100,,100,1111620,26.408827562332153,0.4189424,0.0015024317,2725.3835961818695,0.0015024317,1.0,328.275941033776,35.45,0.00093815796,
36200,,100,1115187,27.033308067321776,0.4189424,0.0022709125,2734.9845135211945,0.0022709125,1.0,330.28390713350103,35.67,0.0009840615,
36300,,100,1118633,22.374624433517457,0.4189424,0.002731439,2745.0487229824066,0.002731439,1.0,318.91127290314296,34.46,0.0009823174,
36400,,100,1122310,26.723688859939575,0.4189424,0.0019614135,2755.485654592514,0.0019614135,1.0,340.53984745039315,36.77,0.0009598179,
36500,,100,1125785,25.586648988723756,0.4189424,0.002262688,2765.184562921524,0.002262688,1.0,321.7181753640174,34.75,0.00090703275,
36600,,100,1129272,23.333902769088745,0.4189424,0.0017578448,2775.403769493103,0.0017578448,1.0,322.84220832076767,34.87,0.00084142195,
36700,,100,1133023,28.268041944503786,0.4189424,0.0036108268,2785.9964241981506,0.0036108268,1.0,347.54712498100866,37.51,0.0009938268,
36800,,100,1136608,26.408453845977782,0.4189424,0.002291734,2795.6375308036804,0.002291734,1.0,331.9804432577972,35.85,0.0009648284,
36900,,100,1140371,25.810246620178223,0.4189424,0.0026541622,2805.070646047592,0.0026541622,1.0,348.5786170231953,37.63,0.00090445357,
37000,,100,1143995,25.535759201049803,0.4189424,0.002049267,2815.01242518425,0.002049267,1.0,335.5393650823226,36.24,0.00094065734,
37100,,100,1147699,24.26465016365051,0.4189424,0.0033623131,2825.27734708786,0.0033623131,1.0,343.0063851752709,37.04,0.0008830319,
37200,,100,1151437,28.35637062072754,0.4189424,0.0022981067,2834.9692068099976,0.0022981067,1.0,346.2749501652678,37.38,0.000989142,
37300,,100,1155061,27.58156367301941,0.4189424,0.0020791418,2844.995888233185,0.0020791418,1.0,335.48765207051804,36.24,0.0009977544,
37400,,100,1158619,25.190646896362306,0.4189424,0.0013434442,2854.667858362198,0.0013434442,1.0,329.58066785705347,35.58,0.0009313663,
37500,,100,1162196,26.3958381652832,0.4189424,0.0025718291,2864.856022834778,0.0025718291,1.0,331.184899629114,35.77,0.0008352031,
37600,,100,1165841,27.243059635162354,0.4189424,0.0020753802,2875.416800260544,0.0020753802,1.0,337.5675233980365,36.45,0.0009602341,
37700,,100,1169354,24.99953766822815,0.4189424,0.0027024816,2884.494747400284,0.0027024816,1.0,325.31872714418756,35.13,0.000985001,
37800,,100,1172917,27.3851554107666,0.4189424,0.0032902558,2894.282364845276,0.0032902558,1.0,330.0063046402137,35.63,0.0009381839,
37900,,100,1176511,24.2366969203949,0.4189424,0.0027701538,2904.9001574516296,0.0027701538,1.0,332.6585588727241,35.94,0.0009853629,
38000,,100,1180193,30.87867914199829,0.4189424,0.0025870092,2915.1722173690796,0.0025870092,1.0,340.950610094847,36.82,0.0009724448,
38100,,100,1183830,25.530670337677,0.4189424,0.0017541392,2924.7653090953827,0.0017541392,1.0,336.7039182411526,36.37,0.000954475,
38200,,100,1187515,27.856119089126587,0.4189424,0.0039532804,2935.73774766922,0.0039532804,1.0,341.231898863277,36.85,0.000946774,
38300,,100,1191211,27.701054964065552,0.4189424,0.0030277192,2945.9756965637207,0.0030277192,1.0,342.32986048891865,36.96,0.0009283957,
38400,,100,1194922,25.661449098587035,0.4189424,0.00159899,2956.019675254822,0.00159899,1.0,343.7813082241887,37.11,0.00091483886,
38500,,100,1198639,28.33813087463379,0.4189424,0.002781156,2966.471607685089,0.002781156,1.0,344.35112441999166,37.17,0.0009741638,
38600,,100,1202353,26.297733478546142,0.4189424,0.0028232306,2976.910015821457,0.0028232306,1.0,343.9574939745853,37.14,0.00086721475,
38700,,100,1206012,29.097482213974,0.4189424,0.0032401667,2986.6214015483856,0.0032401667,1.0,338.990387929915,36.59,0.00095412764,
38800,,100,1209732,27.051171522140503,0.4189424,0.0026199995,2996.922786474228,0.0026199995,1.0,344.5322144627069,37.2,0.00091419864,
38900,,100,1213439,27.805098037719727,0.4189424,0.0028936218,3006.8728079795837,0.0028936218,1.0,343.32195528557656,37.07,0.000952417,
39000,,100,1216996,25.049924478530883,0.4189424,0.0021751141,3016.4776458740234,0.0021751141,1.0,329.1894155596608,35.57,0.00084677123,
39100,,100,1220711,27.952725677490236,0.4189424,0.0031695056,3026.169837474823,0.0031695056,1.0,344.1477132722124,37.15,0.0009990013,
39200,,100,1224394,25.90251717567444,0.4189424,0.0030534777,3036.436379671097,0.0030534777,1.0,341.0682200710821,36.83,0.00092780386,
39300,,100,1228194,29.582032957077026,0.4189424,0.003531395,3046.4709899425507,0.003531395,1.0,351.9633611795,38.0,0.0009907356,
39400,,100,1231840,28.345967683792114,0.4189424,0.0019432969,3056.3458201885223,0.0019432969,1.0,337.6238144214715,36.46,0.000953358,
39500,,100,1235544,29.122250471115112,0.4189424,0.0030178872,3066.403815507889,0.0030178872,1.0,343.04875823954103,37.04,0.0009017528,
39600,,100,1239278,28.806361036300657,0.4189424,0.0023082653,3076.386855363846,0.0023082653,1.0,345.7532552762589,37.34,0.0009126915,
39700,,100,1242876,24.61460605621338,0.4189424,0.0013223162,3086.3138530254364,0.0013223162,1.0,333.19999603244304,35.98,0.0008859108,
39800,,100,1246544,25.440556945800783,0.4189424,0.003445753,3096.1334130764008,0.003445753,1.0,339.60344167629665,36.68,0.00093186094,
39900,,100,1250339,24.824657497406005,0.4189424,0.0023153515,3106.3698670864105,0.0023153515,1.0,351.55336956017595,37.95,0.00097279757,
40000,,100,1254113,25.495265512466432,0.4189424,0.002908567,3115.885549068451,0.002908567,1.0,349.63608467343283,37.74,0.00079367735,
