EpLenMean,surrgain,TimeElapsed,entropy,Step_size,EpRewMean,TimestepsSoFar,optimgain,DiscEpRewMean,entloss,EpThisIter,ev_tdlam_before,EpisodesSoFar,meankl
22.48,0.0017942318,88.1534492969513,0.4189424,1.0,206.87305600348205,31744,0.0017942318,10.309670600891113,,100,,1500,0.0008184175
24.36,0.0018656885,94.17116832733154,0.4189424,1.0,224.25686345406913,34180,0.0018656885,13.009466552734375,,100,,1600,0.0008331868
24.39,0.0018228983,100.0717077255249,0.4189424,1.0,224.73443712174375,36619,0.0018228983,9.573693647384644,,100,,1700,0.0009557554
23.52,0.0021419376,106.28611588478088,0.4189424,1.0,216.43490305386288,38971,0.0021419376,10.671135997772216,,100,,1800,0.0009799497
23.69,0.0028444175,111.83020853996277,0.4189424,1.0,218.07471175633145,41340,0.0028444175,10.8773828125,,100,,1900,0.00086026854
24.59,0.0015974109,118.22576999664307,0.4189424,1.0,226.51497552525086,43799,0.0015974109,14.244370861053467,,100,,2000,0.0008276807
25.43,0.0016783691,124.37162923812866,0.4189424,1.0,234.26134320848283,46342,0.0016783691,12.324219369888306,,100,,2100,0.0009276285
24.16,0.0020218436,130.0531735420227,0.4189424,1.0,222.44291501053272,48758,0.0020218436,14.564232988357544,,100,,2200,0.00080374756
23.31,0.0021236117,136.05820035934448,0.4189424,1.0,214.57975499924694,51089,0.0021236117,10.37017415046692,,100,,2300,0.00094281073
23.86,0.0022175391,142.2403371334076,0.4189424,1.0,219.68417435104206,53475,0.0022175391,10.861851358413697,,100,,2400,0.0009141737
23.74,0.0021905038,148.7234079837799,0.4189424,1.0,218.50256824401174,55849,0.0021905038,10.673790283203125,,100,,2500,0.0009834148
23.47,0.0015239564,155.1128866672516,0.4189424,1.0,216.0402122175063,58196,0.0015239564,12.606300783157348,,100,,2600,0.00092201156
24.71,0.0024564362,162.36373329162598,0.4189424,1.0,227.62628554529886,60667,0.0024564362,11.051443557739258,,100,,2700,0.00079688296
24.73,0.002424737,169.71067023277283,0.4189424,1.0,227.82982358304108,63140,0.002424737,11.155075063705445,,100,,2800,0.0009434255
25.81,0.0019786553,176.71511149406433,0.4189424,1.0,237.87287516919525,65721,0.0019786553,14.757723360061645,,100,,2900,0.00087902084
25.52,0.002049837,183.60773730278015,0.4189424,1.0,235.10998098592648,68273,0.002049837,13.550621042251587,,100,,3000,0.00087341416
25.54,0.0020710651,190.7252562046051,0.4189424,1.0,235.41786130596597,70827,0.0020710651,14.019719429016114,,100,,3100,0.0009547894
23.14,0.0018762414,197.73275542259216,0.4189424,1.0,212.9566355958592,73141,0.0018762414,9.56889271736145,,100,,3200,0.00095152395
26.87,0.0019370539,204.40591549873352,0.4189424,1.0,247.72510339414112,75828,0.0019370539,13.802247314453124,,100,,3300,0.0009456346
26.32,0.0018330719,211.7638976573944,0.4189424,1.0,242.65001865522646,78460,0.0018330719,13.558110933303833,,100,,3400,0.00093879347
26.47,0.002055554,218.6879653930664,0.4189424,1.0,244.00167748389214,81107,0.002055554,14.478091039657592,,100,,3500,0.00091699057
26.16,0.0022597562,225.64465999603271,0.4189424,1.0,241.08677549182835,83723,0.0022597562,14.260682420730591,,100,,3600,0.0009076225
25.95,0.0028292255,232.50605249404907,0.4189424,1.0,239.11332595467334,86318,0.0028292255,12.788620910644532,,100,,3700,0.000984638
26.57,0.0022457452,239.88238954544067,0.4189424,1.0,244.9537301659975,88975,0.0022457452,14.407913570404054,,100,,3800,0.0009003445
26.86,0.002347237,246.20880913734436,0.4189424,1.0,247.69831507942385,91661,0.002347237,13.615412635803223,,100,,3900,0.0009172879
27.06,0.0025424252,253.42460465431213,0.4189424,1.0,249.4846918230809,94367,0.0025424252,14.076724443435669,,100,,4000,0.0009682665
26.49,0.0015854223,260.43954730033875,0.4189424,1.0,244.21217138263376,97016,0.0015854223,12.969318161010742,,100,,4100,0.00078440615
26.08,0.0018035041,267.7455792427063,0.4189424,1.0,240.18505379063333,99624,0.0018035041,14.829025926589965,,100,,4200,0.00096308195
25.98,0.0025083916,274.66756677627563,0.4189424,1.0,239.3513347010682,102222,0.0025083916,15.87590633392334,,100,,4300,0.00079216016
26.04,0.0021032568,281.9178726673126,0.4189424,1.0,239.86740572388874,104826,0.0021032568,14.839089517593385,,100,,4400,0.0009331644
26.75,0.0023806067,288.86439323425293,0.4189424,1.0,246.6836173771324,107501,0.0023806067,14.111411972045898,,100,,4500,0.0009394591
26.67,0.0020544415,296.10369205474854,0.4189424,1.0,245.85987997309613,110168,0.0020544415,16.159196119308472,,100,,4600,0.0009876294
27.57,0.0015582758,303.4682412147522,0.4189424,1.0,254.30538485425816,112925,0.0015582758,15.69203989982605,,100,,4700,0.00093967456
28.22,0.0013300672,310.28321862220764,0.4189424,1.0,260.174696008596,115747,0.0013300672,16.308012170791628,,100,,4800,0.0008937664
27.11,0.0017720856,317.12537932395935,0.4189424,1.0,249.81285619181213,118458,0.0017720856,16.319541492462157,,100,,4900,0.0007713246
28.36,0.0018827436,323.8903636932373,0.4189424,1.0,261.442427330284,121294,0.0018827436,17.231605882644654,,100,,5000,0.0009778481
27.44,0.0023559092,331.20528411865234,0.4189424,1.0,252.86315937570026,124038,0.0023559092,13.60314621925354,,100,,5100,0.0009682881
27.05,0.002002045,338.1707305908203,0.4189424,1.0,249.43737257159725,126743,0.002002045,14.223613719940186,,100,,5200,0.0008146883
28.62,0.001986055,345.0018410682678,0.4189424,1.0,264.0411581448186,129605,0.001986055,16.08206778526306,,100,,5300,0.0008986536
28.0,0.002002973,352.14627623558044,0.4189424,1.0,258.2657239983092,132405,0.002002973,16.063610315322876,,100,,5400,0.0008197521
28.63,0.0026373584,359.1896321773529,0.4189424,1.0,264.0163660754733,135268,0.0026373584,15.840482444763184,,100,,5500,0.00092249154
28.1,0.0022428466,366.080796957016,0.4189424,1.0,259.23222288249957,138078,0.0022428466,15.79006368637085,,100,,5600,0.0009191348
28.37,0.0016507067,372.85883378982544,0.4189424,1.0,261.6560049408692,140915,0.0016507067,15.9441064453125,,100,,5700,0.00086296815
28.28,0.0033252721,379.20760226249695,0.4189424,1.0,260.9178031017324,143743,0.0033252721,15.834043054580688,,100,,5800,0.00090340455
28.91,0.0020230229,386.4663243293762,0.4189424,1.0,266.7605012447018,146634,0.0020230229,15.817236633300782,,100,,5900,0.00089745055
28.84,0.0017703418,393.963933467865,0.4189424,1.0,265.8098729671789,149518,0.0017703418,14.158196935653686,,100,,6000,0.00090408267
28.83,0.0026397381,401.2742691040039,0.4189424,1.0,265.88111452841895,152401,0.0026397381,14.58399006843567,,100,,6100,0.0009048084
29.26,0.001739314,408.44462966918945,0.4189424,1.0,270.0422099878277,155327,0.001739314,13.64566873550415,,100,,6200,0.00097307604
29.99,0.0015514651,415.51787066459656,0.4189424,1.0,276.8028206012705,158326,0.0015514651,15.211531476974487,,100,,6300,0.00074685353
27.86,0.0028750543,423.5668468475342,0.4189424,1.0,256.9947499836641,161112,0.0028750543,17.359662408828736,,100,,6400,0.00092869875
28.33,0.0017841945,430.196989774704,0.4189424,1.0,261.2016607142533,163945,0.0017841945,15.41709945678711,,100,,6500,0.00092917326
29.45,0.0018728165,437.05045318603516,0.4189424,1.0,271.76949876067897,166890,0.0018728165,18.3128675365448,,100,,6600,0.00080951594
29.4,0.0026864044,444.44139981269836,0.4189424,1.0,271.28165730310195,169830,0.0026864044,16.503490982055663,,100,,6700,0.0009072464
28.17,0.0017628415,451.41319155693054,0.4189424,1.0,259.8213726725829,172647,0.0017628415,13.981773824691773,,100,,6800,0.00094643235
29.48,0.0022579737,458.70369720458984,0.4189424,1.0,271.8628983112747,175595,0.0022579737,15.78768690109253,,100,,6900,0.0009606947
29.3,0.0017191287,465.9783658981323,0.4189424,1.0,270.4362408450625,178525,0.0017191287,16.930551319122316,,100,,7000,0.0008794301
30.09,0.0025584432,473.3154447078705,0.4189424,1.0,277.6905722621722,181534,0.0025584432,16.890534954071043,,100,,7100,0.0009740789
29.73,0.002310563,480.5591175556183,0.4189424,1.0,274.39803413954,184507,0.002310563,17.50209613800049,,100,,7200,0.0009395689
28.27,0.002122397,487.66835618019104,0.4189424,1.0,260.687011107355,187334,0.002122397,15.225374794006347,,100,,7300,0.0007397621
28.22,0.0020832487,495.0698444843292,0.4189424,1.0,260.1569743654513,190156,0.0020832487,16.731758689880373,,100,,7400,0.0009500038
29.23,0.0016444479,502.5106523036957,0.4189424,1.0,269.7243590636179,193079,0.0016444479,16.432212276458742,,100,,7500,0.00096605637
29.02,0.0026393544,509.6061191558838,0.4189424,1.0,267.7180408243281,195981,0.0026393544,15.231360149383544,,100,,7600,0.00085083384
29.26,0.0029512946,516.794670343399,0.4189424,1.0,269.97899786756017,198907,0.0029512946,16.449316148757934,,100,,7700,0.00096896384
28.37,0.0020914846,523.3143517971039,0.4189424,1.0,261.57562280629134,201744,0.0020914846,14.839004707336425,,100,,7800,0.0009412687
28.77,0.0019206122,530.5452017784119,0.4189424,1.0,265.29800638967663,204621,0.0019206122,15.406169748306274,,100,,7900,0.0009628805
28.69,0.00126508,537.5173246860504,0.4189424,1.0,264.6916544214511,207490,0.00126508,15.52022089958191,,100,,8000,0.0009016931
30.15,0.0040177223,545.0305404663086,0.4189424,1.0,278.00289787962294,210505,0.0040177223,18.328298177719116,,100,,8100,0.000934223
29.41,0.001793031,552.1786708831787,0.4189424,1.0,271.53876671774395,213446,0.001793031,15.657030572891236,,100,,8200,0.0009406105
29.5,0.001552796,559.4391050338745,0.4189424,1.0,272.1527114632409,216396,0.001552796,19.495411052703858,,100,,8300,0.0009118753
28.64,0.0019636257,566.7747097015381,0.4189424,1.0,264.2223774259965,219260,0.0019636257,16.799241094589235,,100,,8400,0.000893532
28.93,0.0015487199,574.0486488342285,0.4189424,1.0,266.97560766636155,222153,0.0015487199,14.759361610412597,,100,,8500,0.0009233702
30.04,0.001530003,581.5908739566803,0.4189424,1.0,277.3126380130389,225157,0.001530003,17.91008053779602,,100,,8600,0.0007968411
30.87,0.001920625,588.8581268787384,0.4189424,1.0,285.1508379504381,228244,0.001920625,19.2915416431427,,100,,8700,0.0009821822
29.87,0.0024547738,595.9365105628967,0.4189424,1.0,275.74179068080707,231231,0.0024547738,22.211410655975342,,100,,8800,0.0009149533
28.84,0.0017321195,603.1635224819183,0.4189424,1.0,266.148512317826,234115,0.0017321195,16.65248730659485,,100,,8900,0.00084790407
29.79,0.0032191756,609.6397528648376,0.4189424,1.0,274.97503405353274,237094,0.0032191756,15.878316926956177,,100,,9000,0.00091506075
30.06,0.0018704175,616.2120943069458,0.4189424,1.0,277.4606368524073,240100,0.0018704175,16.25462410926819,,100,,9100,0.0009861381
29.49,0.00259862,623.4906227588654,0.4189424,1.0,272.13173857353985,243049,0.00259862,15.840412454605103,,100,,9200,0.0008267689
28.96,0.0025246227,630.032723903656,0.4189424,1.0,267.22082423786327,245945,0.0025246227,15.784253101348877,,100,,9300,0.0009406183
30.45,0.0023160053,636.9008026123047,0.4189424,1.0,281.12249440494065,248990,0.0023160053,21.32498284339905,,100,,9400,0.0009399973
31.27,0.0018955573,643.4804639816284,0.4189424,1.0,288.6991305275042,252117,0.0018955573,22.978968963623046,,100,,9500,0.000807352
30.11,0.0013839854,650.2489845752716,0.4189424,1.0,277.92166768959646,255128,0.0013839854,18.935113220214845,,100,,9600,0.0007674932
29.33,0.0028445194,656.2709658145905,0.4189424,1.0,270.77000445596786,258061,0.0028445194,15.792848920822143,,100,,9700,0.0008729506
31.33,0.0029692005,663.2863552570343,0.4189424,1.0,289.260879774111,261194,0.0029692005,16.6947337436676,,100,,9800,0.0009484483
30.82,0.0030762898,670.1006605625153,0.4189424,1.0,284.7139465021807,264276,0.0030762898,21.288193788528442,,100,,9900,0.0009470649
29.93,0.002116366,676.8043174743652,0.4189424,1.0,276.1880549557816,267269,0.002116366,16.89714895248413,,100,,10000,0.0009431827
31.14,0.002243918,683.8225858211517,0.4189424,1.0,287.6260838255437,270383,0.002243918,19.89526432991028,,100,,10100,0.0009130872
30.37,0.002230326,690.9580845832825,0.4189424,1.0,280.3159284458449,273420,0.002230326,19.088679485321045,,100,,10200,0.00096547784
30.39,0.003867796,698.3729906082153,0.4189424,1.0,280.491084647404,276459,0.003867796,19.277462224960328,,100,,10300,0.0009743252
29.32,0.001747597,705.2297420501709,0.4189424,1.0,270.487148285757,279391,0.001747597,16.280098028182984,,100,,10400,0.00078698184
29.86,0.002080713,712.4055230617523,0.4189424,1.0,275.6096451887905,282377,0.002080713,16.3012392616272,,100,,10500,0.0009622798
30.03,0.0022669348,719.5659177303314,0.4189424,1.0,277.0866365453426,285380,0.0022669348,16.908767728805543,,100,,10600,0.00094495324
28.55,0.0019118333,726.8124334812164,0.4189424,1.0,263.42493555067887,288235,0.0019118333,18.46846049308777,,100,,10700,0.00091827195
28.27,0.0032391797,734.0394721031189,0.4189424,1.0,260.80000074553897,291062,0.0032391797,16.392095670700073,,100,,10800,0.0009505577
28.53,0.0030111119,741.0797734260559,0.4189424,1.0,263.3528458705661,293915,0.0030111119,15.88861307144165,,100,,10900,0.0009128446
29.73,0.002255644,748.401109457016,0.4189424,1.0,274.66179937477153,296888,0.002255644,16.727730178833006,,100,,11000,0.00088678254
29.34,0.0019736132,756.0395534038544,0.4189424,1.0,270.7550113893335,299822,0.0019736132,17.181127662658692,,100,,11100,0.00087902514
29.2,0.0025554658,763.3909106254578,0.4189424,1.0,269.57273850565423,302742,0.0025554658,14.934607410430909,,100,,11200,0.0007404581
30.48,0.002326944,771.0129175186157,0.4189424,1.0,281.34041610156766,305790,0.002326944,21.274552755355835,,100,,11300,0.00096070615
30.19,0.0023525988,778.1387591362,0.4189424,1.0,278.62573042643106,308809,0.0023525988,21.385602006912233,,100,,11400,0.0009424045
29.65,0.0033353516,784.1944634914398,0.4189424,1.0,273.69746902378427,311774,0.0033353516,17.76026020050049,,100,,11500,0.00097112806
30.02,0.0028120338,790.4494462013245,0.4189424,1.0,277.2340057142342,314776,0.0028120338,18.599880895614625,,100,,11600,0.0009183273
29.2,0.002636267,797.7036037445068,0.4189424,1.0,269.5789448787564,317696,0.002636267,15.789806127548218,,100,,11700,0.00088188116
30.11,0.0029704212,804.1800858974457,0.4189424,1.0,278.02850842142425,320707,0.0029704212,15.510470190048217,,100,,11800,0.00095732574
30.64,0.0014889395,811.311460018158,0.4189424,1.0,282.85459240218245,323771,0.0014889395,19.75618037223816,,100,,11900,0.00091483124
29.38,0.0018392627,817.5066606998444,0.4189424,1.0,271.2361954658945,326709,0.0018392627,17.911996507644652,,100,,12000,0.0009148869
30.81,0.0028162305,823.9866065979004,0.4189424,1.0,284.6244252106279,329790,0.0028162305,22.672161359786987,,100,,12100,0.0009480908
29.67,0.002974831,831.1360156536102,0.4189424,1.0,274.1048981584228,332757,0.002974831,16.421929168701173,,100,,12200,0.00096696144
29.33,0.0015228961,838.257652759552,0.4189424,1.0,270.74542424477096,335690,0.0015228961,17.28739538192749,,100,,12300,0.00085268647
29.58,0.0028126426,845.6865837574005,0.4189424,1.0,273.26013740814886,338648,0.0028126426,18.30050813674927,,100,,12400,0.0009693065
29.83,0.0031852473,852.8813240528107,0.4189424,1.0,275.4149090317085,341631,0.0031852473,16.709592208862304,,100,,12500,0.0009871778
28.93,0.0026535112,859.9142808914185,0.4189424,1.0,267.18516406089236,344524,0.0026535112,14.10360619544983,,100,,12600,0.0009262308
28.42,0.0028521183,867.3046894073486,0.4189424,1.0,262.31815609828595,347366,0.0028521183,14.201457052230834,,100,,12700,0.0009793404
29.59,0.0017054584,874.070728302002,0.4189424,1.0,273.24441253158767,350325,0.0017054584,19.53430736541748,,100,,12800,0.00062335114
30.87,0.0020201819,880.9022531509399,0.4189424,1.0,284.9720323570916,353412,0.0020201819,19.14062473297119,,100,,12900,0.0007284891
31.37,0.0019501693,888.0373208522797,0.4189424,1.0,289.5709131487393,356549,0.0019501693,20.75061493873596,,100,,13000,0.0009944856
29.21,0.001306084,895.3927929401398,0.4189424,1.0,269.601572420907,359470,0.001306084,15.683643350601196,,100,,13100,0.00083112007
29.2,0.0021210858,902.8975911140442,0.4189424,1.0,269.3382254640722,362390,0.0021210858,15.802944564819336,,100,,13200,0.0009638856
30.33,0.0009116113,909.8594453334808,0.4189424,1.0,279.90847911465033,365423,0.0009116113,19.17680871963501,,100,,13300,0.0008943856
29.63,0.0017129129,916.3055372238159,0.4189424,1.0,273.45449148548704,368386,0.0017129129,19.174553604125975,,100,,13400,0.00092336634
28.34,0.0016709351,923.0264823436737,0.4189424,1.0,261.29030589802386,371220,0.0016709351,16.065910053253173,,100,,13500,0.00095519837
30.79,0.0027044644,930.1811573505402,0.4189424,1.0,284.3334653089208,374299,0.0027044644,17.339359340667723,,100,,13600,0.00093330763
31.2,0.0022559448,937.2388081550598,0.4189424,1.0,288.1590534524838,377419,0.0022559448,20.71225709915161,,100,,13700,0.0009566812
30.52,0.0022704029,944.4423542022705,0.4189424,1.0,281.76050455285787,380471,0.0022704029,17.359852380752564,,100,,13800,0.00093768426
29.77,0.0030481003,951.6973879337311,0.4189424,1.0,274.9048636314581,383448,0.0030481003,13.982252893447876,,100,,13900,0.0008815433
30.02,0.0021042498,959.2927341461182,0.4189424,1.0,277.1414213264745,386450,0.0021042498,17.18898102760315,,100,,14000,0.00092709303
30.82,0.002997429,966.9470944404602,0.4189424,1.0,284.5894020077321,389532,0.002997429,21.455838174819945,,100,,14100,0.0009824343
30.46,0.0016312939,973.9457318782806,0.4189424,1.0,281.401683099615,392578,0.0016312939,17.650799589157103,,100,,14200,0.0008180242
30.04,0.0022285264,981.2968726158142,0.4189424,1.0,277.40024433406666,395582,0.0022285264,15.693597707748413,,100,,14300,0.00092952163
30.19,0.00163766,988.6534948348999,0.4189424,1.0,278.6874063091649,398601,0.00163766,17.94214591026306,,100,,14400,0.0008892241
31.18,0.0025626232,996.5780918598175,0.4189424,1.0,288.03486839927336,401719,0.0025626232,19.321932649612428,,100,,14500,0.0009502633
31.67,0.0019770563,1003.3609580993652,0.4189424,1.0,292.45260610514106,404886,0.0019770563,21.333897676467895,,100,,14600,0.00090950495
30.66,0.002934947,1010.878007888794,0.4189424,1.0,283.14964927738225,407952,0.002934947,20.31982773780823,,100,,14700,0.00088755524
29.68,0.0010643372,1018.1823146343231,0.4189424,1.0,273.9307056684573,410920,0.0010643372,15.409805784225464,,100,,14800,0.00090698217
30.21,0.002344856,1025.5593388080597,0.4189424,1.0,278.97321567720525,413941,0.002344856,19.35026650428772,,100,,14900,0.0008747735
31.56,0.002009373,1032.6170918941498,0.4189424,1.0,291.25294995488383,417097,0.002009373,19.316657419204713,,100,,15000,0.0009547022
31.06,0.0029848004,1040.2249886989594,0.4189424,1.0,286.7925797453569,420203,0.0029848004,22.308414373397827,,100,,15100,0.0009914209
32.31,0.001817138,1047.405942440033,0.4189424,1.0,298.4130412161724,423434,0.001817138,20.028772315979005,,100,,15200,0.00088512094
32.27,0.0016046659,1054.1977560520172,0.4189424,1.0,298.0607056686958,426661,0.0016046659,20.894334421157836,,100,,15300,0.000976678
31.14,0.002376347,1061.2676494121552,0.4189424,1.0,287.6681628498365,429775,0.002376347,16.608511362075806,,100,,15400,0.000967097
31.46,0.0017338801,1068.6305317878723,0.4189424,1.0,290.79005431296633,432921,0.0017338801,22.33115396499634,,100,,15500,0.0009094246
31.19,0.0018537454,1076.30251288414,0.4189424,1.0,288.1989917967143,436040,0.0018537454,18.089070005416872,,100,,15600,0.00095689896
30.54,0.0016904217,1083.8183534145355,0.4189424,1.0,282.0945258293569,439094,0.0016904217,22.013858242034914,,100,,15700,0.0009839004
30.91,0.002265705,1091.459688425064,0.4189424,1.0,285.6231943977528,442185,0.002265705,18.769444637298584,,100,,15800,0.0009298903
31.64,0.0023255548,1098.7966194152832,0.4189424,1.0,292.393848866997,445349,0.0023255548,20.53109778404236,,100,,15900,0.00096978276
31.89,0.0019355267,1105.7936294078827,0.4189424,1.0,294.6994654210654,448538,0.0019355267,17.502230405807495,,100,,16000,0.0009749323
31.46,0.0024231912,1113.0086317062378,0.4189424,1.0,290.7362593358751,451684,0.0024231912,17.626527652740478,,100,,16100,0.000898511
31.15,0.0025888635,1120.19779586792,0.4189424,1.0,287.85459486217775,454799,0.0025888635,17.334855937957762,,100,,16200,0.0008762429
31.98,0.0018736975,1127.2609400749207,0.4189424,1.0,295.4135042263362,457997,0.0018736975,22.357429637908936,,100,,16300,0.00097631745
30.79,0.0022468122,1134.5625278949738,0.4189424,1.0,284.3391461018922,461076,0.0022468122,18.139598379135133,,100,,16400,0.00097349146
30.48,0.0022884242,1141.7372751235962,0.4189424,1.0,281.37559330537493,464124,0.0022884242,20.345254554748536,,100,,16500,0.0009460646
31.7,0.0033525873,1149.1649954319,0.4189424,1.0,292.8452536861369,467294,0.0033525873,19.020194311141967,,100,,16600,0.0009383206
30.52,0.001957468,1156.3705945014954,0.4189424,1.0,281.7518803671548,470346,0.001957468,19.45670619010925,,100,,16700,0.0009456317
30.57,0.0025786688,1163.2537093162537,0.4189424,1.0,282.4377722313754,473403,0.0025786688,20.919738664627076,,100,,16800,0.0009270166
31.62,0.0018467761,1170.4763731956482,0.4189424,1.0,292.1242078533139,476565,0.0018467761,20.679741554260254,,100,,16900,0.0007981888
31.98,0.002298214,1176.8838028907776,0.4189424,1.0,295.48938406086177,479763,0.002298214,22.502111253738402,,100,,17000,0.0009840198
30.56,0.0017225647,1184.3662869930267,0.4189424,1.0,282.2123708842546,482819,0.0017225647,23.008735256195067,,100,,17100,0.0007243836
32.07,0.002864321,1191.78737449646,0.4189424,1.0,296.2420349135252,486026,0.002864321,18.0803036403656,,100,,17200,0.0009438385
33.59,0.0021229554,1199.1749999523163,0.4189424,1.0,310.5749946694801,489385,0.0021229554,20.1446973323822,,100,,17300,0.00085839175
31.41,0.0023322306,1206.5468156337738,0.4189424,1.0,290.16460291105477,492526,0.0023322306,19.669367237091066,,100,,17400,0.0008579898
31.72,0.0019082349,1214.0002417564392,0.4189424,1.0,293.0532054707575,495698,0.0019082349,23.546525640487673,,100,,17500,0.0008824033
31.97,0.002248708,1221.7006216049194,0.4189424,1.0,295.1355649463593,498895,0.002248708,20.773412141799927,,100,,17600,0.0009156567
32.66,0.003062083,1229.3458652496338,0.4189424,1.0,302.03318449162776,502161,0.003062083,27.15423677444458,,100,,17700,0.0009590602
31.36,0.0025265948,1236.7654843330383,0.4189424,1.0,289.78264221545373,505297,0.0025265948,18.288649168014526,,100,,17800,0.0008791382
32.74,0.003137401,1244.2401144504547,0.4189424,1.0,302.53641575008214,508571,0.003137401,24.90872261047363,,100,,17900,0.0009449601
30.97,0.0022722303,1250.9369280338287,0.4189424,1.0,286.2597440778038,511668,0.0022722303,23.88305143356323,,100,,18000,0.0007871843
31.42,0.0015577707,1258.216616153717,0.4189424,1.0,290.26493297389425,514810,0.0015577707,20.113347673416136,,100,,18100,0.0009371169
30.12,0.0019257623,1265.9470028877258,0.4189424,1.0,278.06413956616996,517822,0.0019257623,16.625094861984252,,100,,18200,0.00096588983
32.51,0.0029004638,1273.410650253296,0.4189424,1.0,300.41464357666393,521073,0.0029004638,18.25850043296814,,100,,18300,0.0009537813
31.36,0.0021926884,1280.6769847869873,0.4189424,1.0,289.8720494205351,524209,0.0021926884,18.727202272415163,,100,,18400,0.0009780941
32.22,0.0021686277,1287.9876482486725,0.4189424,1.0,297.8301335595244,527431,0.0021686277,21.55238483428955,,100,,18500,0.00087473256
31.6,0.003434912,1294.4862904548645,0.4189424,1.0,292.13091249442346,530591,0.003434912,18.596596879959108,,100,,18600,0.0009479284
31.41,0.0021271221,1301.2942974567413,0.4189424,1.0,290.1779969970194,533732,0.0021271221,21.088927659988403,,100,,18700,0.0009063094
30.98,0.002453991,1308.100872039795,0.4189424,1.0,286.1096464427536,536830,0.002453991,22.51249333381653,,100,,18800,0.00087782455
32.68,0.0015781067,1315.065593957901,0.4189424,1.0,302.2655197668503,540098,0.0015781067,21.905596647262573,,100,,18900,0.00093068276
32.62,0.002211211,1322.7111611366272,0.4189424,1.0,301.3540609827608,543360,0.002211211,19.63836835861206,,100,,19000,0.0009376303
31.68,0.0025687988,1330.1103346347809,0.4189424,1.0,292.7193415495596,546528,0.0025687988,20.02606670379639,,100,,19100,0.000984318
32.33,0.002132392,1336.8698217868805,0.4189424,1.0,298.702437802992,549761,0.002132392,20.361921072006226,,100,,19200,0.0009027041
31.56,0.0020489125,1343.6754455566406,0.4189424,1.0,291.76882950569643,552917,0.0020489125,20.82515567779541,,100,,19300,0.00087581726
33.76,0.0025256719,1350.7394480705261,0.4189424,1.0,312.3030922997108,556293,0.0025256719,20.821633720397948,,100,,19400,0.0009780604
32.82,0.002266768,1358.6502950191498,0.4189424,1.0,303.5006585879693,559575,0.002266768,18.398742389678954,,100,,19500,0.0009319525
32.76,0.0024683264,1366.0581257343292,0.4189424,1.0,302.65930205885854,562851,0.0024683264,23.051286878585817,,100,,19600,0.0009813214
34.46,0.0024009997,1373.5108761787415,0.4189424,1.0,318.7761101014283,566297,0.0024009997,26.866076622009277,,100,,19700,0.0009586598
34.07,0.0017437848,1380.8154981136322,0.4189424,1.0,315.0785026671259,569704,0.0017437848,22.130171413421632,,100,,19800,0.0009410457
30.87,0.0019512912,1388.109057188034,0.4189424,1.0,285.3455182169979,572791,0.0019512912,19.039682703018187,,100,,19900,0.000967794
31.77,0.0019616357,1395.9179203510284,0.4189424,1.0,293.6277157538652,575968,0.0019616357,23.62451606750488,,100,,20000,0.00096378505
31.82,0.003248222,1403.2355749607086,0.4189424,1.0,294.19946395162054,579150,0.003248222,17.924467334747316,,100,,20100,0.00095230486
