EpLenMean,Step_size,meankl,TimeElapsed,EpThisIter,TimestepsSoFar,ev_tdlam_before,EpRewMean,EpisodesSoFar,optimgain,entloss,entropy,DiscEpRewMean,surrgain
29.82,1.0,0.0008040636,924.2766766548157,100,273389,,275.4326236027562,10200,0.002119699,,0.4189424,16.614904041290284,0.002119699
30.92,1.0,0.0008892819,932.136040687561,100,276481,,285.7179132282599,10300,0.0024629233,,0.4189424,21.850860624313356,0.0024629233
30.53,1.0,0.0008716439,939.7599849700928,100,279534,,281.955472025968,10400,0.0025131654,,0.4189424,20.627680768966673,0.0025131654
30.05,1.0,0.00091168826,949.9052677154541,100,282539,,277.5774994387502,10500,0.0015930973,,0.4189424,17.835197305679323,0.0015930973
31.27,1.0,0.00094133517,958.9165225028992,100,285666,,288.8671961046268,10600,0.0021517712,,0.4189424,23.652984857559204,0.0021517712
30.91,1.0,0.00091679,968.6247022151947,100,288757,,285.3431181681107,10700,0.002898665,,0.4189424,17.50790298461914,0.002898665
29.17,1.0,0.00080270553,977.3425431251526,100,291674,,269.26404568386124,10800,0.002214258,,0.4189424,15.143758916854859,0.002214258
30.33,1.0,0.0009477993,987.7135396003723,100,294707,,280.2463710770146,10900,0.0027643219,,0.4189424,19.83103660583496,0.0027643219
33.02,1.0,0.0009637704,996.8568077087402,100,298009,,305.18488161990916,11000,0.0020536191,,0.4189424,21.94960003852844,0.0020536191
33.14,1.0,0.0009632493,1005.5983107089996,100,301323,,306.46027770026046,11100,0.0020709634,,0.4189424,21.207730884552003,0.0020709634
30.49,1.0,0.0008280078,1015.5602767467499,100,304372,,281.74044910463994,11200,0.000840369,,0.4189424,20.16848921775818,0.000840369
30.85,1.0,0.00092595606,1026.131784915924,100,307457,,284.93297474360656,11300,0.0018044288,,0.4189424,18.717507314682006,0.0018044288
31.07,1.0,0.00093506026,1036.4015288352966,100,310564,,287.1680077297576,11400,0.0030516942,,0.4189424,19.868045597076417,0.0030516942
31.14,1.0,0.000981304,1045.7414042949677,100,313678,,287.6204936961713,11500,0.0019766602,,0.4189424,21.57958963394165,0.0019766602
31.8,1.0,0.0009970214,1055.3657488822937,100,316858,,293.7586922205672,11600,0.0022623255,,0.4189424,23.18449828147888,0.0022623255
30.8,1.0,0.00093958806,1063.9162392616272,100,319938,,284.39661336367425,11700,0.0021697716,,0.4189424,19.810459585189818,0.0021697716
31.81,1.0,0.0009090625,1073.3661603927612,100,323119,,294.07644303612966,11800,0.002537323,,0.4189424,18.00998761177063,0.002537323
31.28,1.0,0.0008917714,1084.41587972641,100,326247,,288.89159921826865,11900,0.00143509,,0.4189424,22.612917995452882,0.00143509
31.83,1.0,0.00086177274,1092.9470937252045,100,329430,,294.05318727632744,12000,0.0019674462,,0.4189424,18.98280723571777,0.0019674462
31.05,1.0,0.0009264637,1102.1271123886108,100,332535,,286.8911249180459,12100,0.0025693409,,0.4189424,18.66691656112671,0.0025693409
31.73,1.0,0.000976695,1111.7825701236725,100,335708,,293.36754416613627,12200,0.0023598142,,0.4189424,22.20787733078003,0.0023598142
30.68,1.0,0.0008830487,1121.5333504676819,100,338776,,283.40303089018795,12300,0.0029392506,,0.4189424,21.184246206283568,0.0029392506
30.54,1.0,0.00088765105,1131.775732755661,100,341830,,281.9893806715821,12400,0.0025666528,,0.4189424,18.060866117477417,0.0025666528
31.14,1.0,0.0009914137,1139.7322793006897,100,344944,,287.8144415317588,12500,0.0029657043,,0.4189424,18.898540563583374,0.0029657043
32.65,1.0,0.0009416536,1149.0225410461426,100,348209,,301.8684183909078,12600,0.0033102278,,0.4189424,21.656466484069824,0.0033102278
32.13,1.0,0.0009841389,1157.300877571106,100,351422,,296.80917390914715,12700,0.0022251508,,0.4189424,19.27969855308533,0.0022251508
31.78,1.0,0.0009670518,1167.060803413391,100,354600,,293.6839791879525,12800,0.0015960804,,0.4189424,19.209462814331054,0.0015960804
31.65,1.0,0.0009475714,1177.0733051300049,100,357765,,292.342734298201,12900,0.0019272185,,0.4189424,22.23268865585327,0.0019272185
30.99,1.0,0.0008945212,1186.610333442688,100,360864,,286.3341256485139,13000,0.0011470624,,0.4189424,21.60466028213501,0.0011470624
32.5,1.0,0.0009384845,1195.9257335662842,100,364114,,300.5845128485381,13100,0.0023477233,,0.4189424,20.444948968887328,0.0023477233
30.87,1.0,0.00090902206,1204.0245022773743,100,367201,,285.38483156681326,13200,0.0028583321,,0.4189424,22.678231105804443,0.0028583321
31.71,1.0,0.00094461493,1212.7819871902466,100,370372,,293.0246590767741,13300,0.0035431397,,0.4189424,19.03485608100891,0.0035431397
31.72,1.0,0.0009209547,1221.6509900093079,100,373544,,293.2823068028154,13400,0.0018535004,,0.4189424,21.351159505844116,0.0018535004
32.14,1.0,0.0009571756,1232.105702161789,100,376758,,297.0684317062967,13500,0.0032369988,,0.4189424,19.313671627044677,0.0032369988
30.91,1.0,0.00093061564,1242.1822638511658,100,379849,,285.43157465608306,13600,0.0016795514,,0.4189424,19.119510021209717,0.0016795514
30.83,1.0,0.00082638237,1252.0928757190704,100,382932,,284.9373664570012,13700,0.002037928,,0.4189424,18.106241693496703,0.002037928
32.07,1.0,0.0009446017,1261.57275390625,100,386139,,296.6001750036546,13800,0.0024059943,,0.4189424,20.3247350025177,0.0024059943
32.8,1.0,0.000822949,1270.8163771629333,100,389419,,303.2857018144931,13900,0.0023141934,,0.4189424,20.069008445739748,0.0023141934
31.93,1.0,0.0009563829,1279.3842978477478,100,392612,,295.02249086652154,14000,0.00279662,,0.4189424,18.388020248413085,0.00279662
32.28,1.0,0.0009885447,1288.401272058487,100,395840,,298.5120739321075,14100,0.0033322403,,0.4189424,19.434947299957276,0.0033322403
30.81,1.0,0.00091170677,1297.8022305965424,100,398921,,284.66134718657224,14200,0.003232532,,0.4189424,19.9610476398468,0.003232532
31.3,1.0,0.0009600322,1307.342170715332,100,402051,,289.1741607070165,14300,0.002122774,,0.4189424,21.062952041625977,0.002122774
31.57,1.0,0.0010000156,1316.3684711456299,100,405208,,291.9152820613626,14400,0.004043113,,0.4189424,21.876000356674194,0.004043113
33.12,1.0,0.0009340037,1324.5341761112213,100,408520,,306.22049848841874,14500,0.001979862,,0.4189424,21.63339913368225,0.001979862
31.83,1.0,0.0009327208,1333.2490367889404,100,411703,,294.26836749388167,14600,0.0021262127,,0.4189424,21.19966380119324,0.0021262127
32.57,1.0,0.0008487919,1341.7794857025146,100,414960,,300.98683328944213,14700,0.0024238594,,0.4189424,23.400302324295044,0.0024238594
32.22,1.0,0.00094130536,1349.4905722141266,100,418182,,297.63809397915264,14800,0.001466897,,0.4189424,20.88685034751892,0.001466897
32.18,1.0,0.0009282359,1359.488584280014,100,421400,,297.4013576970702,14900,0.0021907443,,0.4189424,19.08361721992493,0.0021907443
31.42,1.0,0.00092517503,1369.1325070858002,100,424542,,290.37193023842036,15000,0.002775248,,0.4189424,21.403426895141603,0.002775248
32.37,1.0,0.00092200714,1378.0025770664215,100,427779,,299.11251906895194,15100,0.002326065,,0.4189424,21.5955938911438,0.002326065
31.0,1.0,0.000910974,1386.4197373390198,100,430879,,286.4093166048325,15200,0.0026880605,,0.4189424,18.751404724121095,0.0026880605
31.06,1.0,0.00096613495,1394.409283399582,100,433985,,286.957279662842,15300,0.002097024,,0.4189424,20.257772159576415,0.002097024
30.93,1.0,0.0009464864,1404.3849341869354,100,437078,,285.9289321644661,15400,0.0023643018,,0.4189424,22.788851375579835,0.0023643018
32.05,1.0,0.0009546165,1413.9637620449066,100,440283,,296.04817331898164,15500,0.0019813227,,0.4189424,22.97415943145752,0.0019813227
30.81,1.0,0.00084774446,1424.3845081329346,100,443364,,284.67007436234053,15600,0.0015582449,,0.4189424,18.027136898040773,0.0015582449
33.77,1.0,0.000882474,1433.8649179935455,100,446741,,312.4493996262573,15700,0.0020909314,,0.4189424,21.48661693572998,0.0020909314
32.13,1.0,0.0009729846,1442.3002693653107,100,449954,,296.9984422159648,15800,0.0024493115,,0.4189424,18.212265911102296,0.0024493115
32.03,1.0,0.0009119418,1451.3551087379456,100,453157,,296.08100540298835,15900,0.002097041,,0.4189424,22.394702825546265,0.002097041
32.05,1.0,0.0009452632,1460.1374073028564,100,456362,,296.1945932096524,16000,0.0023137399,,0.4189424,19.96508276939392,0.0023137399
32.93,1.0,0.00092011725,1467.8180150985718,100,459655,,304.5647461056645,16100,0.0032007757,,0.4189424,19.289583225250244,0.0032007757
32.29,1.0,0.00070968276,1476.7281680107117,100,462884,,298.6868860392192,16200,0.0015776209,,0.4189424,19.444540872573853,0.0015776209
32.34,1.0,0.0009294663,1486.8189568519592,100,466118,,299.0927558904144,16300,0.0024329103,,0.4189424,18.479309663772582,0.0024329103
31.02,1.0,0.00087109266,1495.898428440094,100,469220,,286.88564400112307,16400,0.0019810095,,0.4189424,18.5995893573761,0.0019810095
31.93,1.0,0.000915832,1504.2740042209625,100,472413,,295.3762993949322,16500,0.0020698998,,0.4189424,19.12497013092041,0.0020698998
31.71,1.0,0.0008920749,1513.1750886440277,100,475584,,293.1804143384223,16600,0.0027741808,,0.4189424,20.216875820159913,0.0027741808
30.44,1.0,0.00097621966,1523.58895778656,100,478628,,281.3599169370349,16700,0.0014305357,,0.4189424,19.02713475227356,0.0014305357
31.25,1.0,0.00095763354,1533.7178192138672,100,481753,,289.07725933488535,16800,0.0023481152,,0.4189424,19.058604764938355,0.0023481152
32.55,1.0,0.0009841431,1544.369618177414,100,485008,,301.20907228710024,16900,0.0027255316,,0.4189424,22.05158025741577,0.0027255316
32.21,1.0,0.00097456266,1553.363359928131,100,488229,,298.05693582798267,17000,0.0025151954,,0.4189424,19.896090154647826,0.0025151954
32.02,1.0,0.0009794121,1562.503412246704,100,491431,,295.99473539024314,17100,0.0033121335,,0.4189424,20.54192844390869,0.0033121335
34.68,1.0,0.0009234027,1571.5054023265839,100,494899,,320.8970060403575,17200,0.0018088659,,0.4189424,21.665177211761474,0.0018088659
32.05,1.0,0.0009450212,1580.7448425292969,100,498104,,296.52602152015197,17300,0.0029115533,,0.4189424,19.026042137145996,0.0029115533
35.7,1.0,0.0009827414,1590.2714376449585,100,501674,,330.5142070396764,17400,0.003368368,,0.4189424,27.782351551055907,0.003368368
32.29,1.0,0.0009446051,1597.7034482955933,100,504903,,298.6800557033767,17500,0.0019802996,,0.4189424,19.867794942855834,0.0019802996
32.5,1.0,0.00094823097,1607.1393632888794,100,508153,,300.56158119753286,17600,0.0022902547,,0.4189424,20.13566559791565,0.0022902547
31.96,1.0,0.00096498954,1616.5120630264282,100,511349,,295.46428234000143,17700,0.0025991702,,0.4189424,16.597987537384032,0.0025991702
32.64,1.0,0.0009852579,1627.780571937561,100,514613,,301.7439058816564,17800,0.0031113757,,0.4189424,21.70741801261902,0.0031113757
33.44,1.0,0.0009449881,1637.7443735599518,100,517957,,309.3597635457074,17900,0.0025352796,,0.4189424,21.390118112564085,0.0025352796
33.88,1.0,0.0009549305,1648.426421403885,100,521345,,313.47403578390725,18000,0.0025757507,,0.4189424,22.4543097114563,0.0025757507
32.88,1.0,0.0009219504,1656.7478222846985,100,524633,,304.0628753584291,18100,0.0028629065,,0.4189424,21.37195167541504,0.0028629065
33.29,1.0,0.00092092855,1663.7611048221588,100,527962,,308.0801081105248,18200,0.0027288776,,0.4189424,18.850914192199706,0.0027288776
33.51,1.0,0.0007079912,1673.649332523346,100,531313,,310.06796790214855,18300,0.0018050736,,0.4189424,20.608603477478027,0.0018050736
33.85,1.0,0.0009912162,1682.1103208065033,100,534698,,312.8295852609833,18400,0.0022413176,,0.4189424,21.33442392349243,0.0022413176
34.27,1.0,0.0009265017,1692.52263879776,100,538125,,317.01035714327384,18500,0.0022998876,,0.4189424,20.514455404281616,0.0022998876
32.49,1.0,0.00093735964,1701.5423097610474,100,541374,,300.4572584668952,18600,0.0012321314,,0.4189424,22.15708339691162,0.0012321314
32.89,1.0,0.0009508339,1709.565996170044,100,544663,,304.4033473929732,18700,0.002174759,,0.4189424,22.876214227676392,0.002174759
34.48,1.0,0.0009822684,1718.2466599941254,100,548111,,319.0200759319642,18800,0.001678136,,0.4189424,24.453776025772093,0.001678136
34.21,1.0,0.00089716143,1727.536169052124,100,551532,,316.5711211490931,18900,0.0028325198,,0.4189424,23.346863746643066,0.0028325198
32.95,1.0,0.0009347397,1736.5307230949402,100,554827,,304.8808200269311,19000,0.0016868042,,0.4189424,19.903714237213133,0.0016868042
32.94,1.0,0.00091821345,1747.3842117786407,100,558121,,304.6636394326735,19100,0.002552926,,0.4189424,19.235409412384033,0.002552926
33.2,1.0,0.00094933016,1757.9769251346588,100,561441,,306.9889052305273,19200,0.0036400098,,0.4189424,20.91128307342529,0.0036400098
33.22,1.0,0.00096787186,1767.5911078453064,100,564763,,307.2172886040448,19300,0.0029033693,,0.4189424,20.316712703704834,0.0029033693
32.94,1.0,0.0009182389,1777.8293211460114,100,568057,,304.68476116257835,19400,0.0026281055,,0.4189424,20.890378675460816,0.0026281055
33.39,1.0,0.00091765594,1787.2602207660675,100,571396,,308.95841614585635,19500,0.0017057379,,0.4189424,20.565939407348633,0.0017057379
34.72,1.0,0.0007420443,1796.8329060077667,100,574868,,321.2441300111509,19600,0.002313761,,0.4189424,21.47635649681091,0.002313761
34.01,1.0,0.00097254076,1805.3228590488434,100,578269,,314.64177860866164,19700,0.003341159,,0.4189424,21.560845832824707,0.003341159
32.47,1.0,0.00097611616,1814.0919427871704,100,581516,,300.4630573077841,19800,0.0027570294,,0.4189424,17.851852617263795,0.0027570294
32.18,1.0,0.00087564974,1823.1310994625092,100,584734,,297.4933118606127,19900,0.0016797425,,0.4189424,19.412402667999267,0.0016797425
32.76,1.0,0.0008939265,1831.7718923091888,100,588010,,303.07106695007934,20000,0.0023031766,,0.4189424,21.64480345726013,0.0023031766
33.61,1.0,0.0008160451,1842.131357908249,100,591371,,310.90657349663206,20100,0.0015782042,,0.4189424,23.26602131843567,0.0015782042
