EpLenMean,Step_size,meankl,TimeElapsed,EpThisIter,TimestepsSoFar,ev_tdlam_before,EpRewMean,EpisodesSoFar,optimgain,entloss,entropy,DiscEpRewMean,surrgain
17.65,1.0,0.0009692143,9.07627820968628,100,1765,,161.95127828139314,100,0.0020153204,,0.4189424,5.292313470840454,0.0020153204
18.85,1.0,0.0009324809,17.153143167495728,100,3650,,173.09416691951662,200,0.0016366241,,0.4189424,9.04131682395935,0.0016366241
19.34,1.0,0.0009421124,25.69683265686035,100,5584,,177.57393255216252,300,0.0015705432,,0.4189424,7.043253049850464,0.0015705432
19.72,1.0,0.00091702497,34.39853048324585,100,7556,,181.08425016492063,400,0.0018615855,,0.4189424,8.549342679977418,0.0018615855
20.8,1.0,0.000885329,42.79138541221619,100,9636,,191.1809160957745,500,0.002306054,,0.4189424,11.436389541625976,0.002306054
21.28,1.0,0.0009763023,51.0247368812561,100,11764,,195.59908147969597,600,0.0027184729,,0.4189424,8.810912828445435,0.0027184729
20.16,1.0,0.00095644506,59.19558095932007,100,13780,,185.13860703825617,700,0.002336137,,0.4189424,9.003474750518798,0.002336137
20.57,1.0,0.0008506676,66.51863551139832,100,15837,,188.99354492764374,800,0.003155556,,0.4189424,9.386918468475342,0.003155556
22.84,1.0,0.0009877427,75.04632353782654,100,18121,,210.17069307643914,900,0.002828557,,0.4189424,8.357630968093872,0.002828557
22.48,1.0,0.00096443575,84.931476354599,100,20369,,206.72790427967152,1000,0.0021238322,,0.4189424,10.005226736068726,0.0021238322
21.85,1.0,0.0007960421,92.91266012191772,100,22554,,200.97499200799194,1100,0.002659896,,0.4189424,8.156950979232787,0.002659896
22.14,1.0,0.00091463455,102.45988988876343,100,24768,,203.6611643276344,1200,0.0014755203,,0.4189424,8.9143994140625,0.0014755203
22.91,1.0,0.0009411083,110.92582392692566,100,27059,,210.67419584374306,1300,0.0027901172,,0.4189424,10.48322114944458,0.0027901172
22.73,1.0,0.00091772096,118.43549156188965,100,29332,,209.02740735577166,1400,0.0022150907,,0.4189424,10.20391550064087,0.0022150907
22.37,1.0,0.00087582384,127.50599408149719,100,31569,,205.73130983521187,1500,0.0028978018,,0.4189424,9.374023294448852,0.0028978018
22.74,1.0,0.00086661737,135.4071750640869,100,33843,,209.2051086889114,1600,0.0018202072,,0.4189424,12.374441919326783,0.0018202072
24.62,1.0,0.0008412516,144.32186079025269,100,36305,,226.64529465060346,1700,0.0014186661,,0.4189424,11.58040111541748,0.0014186661
23.27,1.0,0.00081283186,153.65784406661987,100,38632,,214.23141538932566,1800,0.0016147242,,0.4189424,10.199328031539917,0.0016147242
24.21,1.0,0.0008901686,162.56313610076904,100,41053,,222.95198144831994,1900,0.0019526654,,0.4189424,11.725957498550414,0.0019526654
25.15,1.0,0.0008984533,171.62714910507202,100,43568,,231.6415359279059,2000,0.0028009673,,0.4189424,13.82607045173645,0.0028009673
24.64,1.0,0.0008381631,180.1694085597992,100,46032,,226.97884739812665,2100,0.0025711455,,0.4189424,11.708481006622314,0.0025711455
24.56,1.0,0.00097579265,190.27044653892517,100,48488,,226.23269883778175,2200,0.002225274,,0.4189424,9.643343152999877,0.002225274
25.29,1.0,0.0009598806,199.7550389766693,100,51017,,233.04912893618285,2300,0.0018807455,,0.4189424,14.183556032180785,0.0018807455
26.65,1.0,0.0009833907,207.94231963157654,100,53682,,245.74307954298132,2400,0.0017775653,,0.4189424,13.430177783966064,0.0017775653
25.47,1.0,0.0008839173,216.20461535453796,100,56229,,234.57599445052384,2500,0.0020709904,,0.4189424,13.630206823348999,0.0020709904
26.24,1.0,0.0009506451,225.44213032722473,100,58853,,241.92535841375727,2600,0.0022056957,,0.4189424,13.513663063049316,0.0022056957
26.23,1.0,0.00089286146,234.27309608459473,100,61476,,241.68951449855263,2700,0.0024157788,,0.4189424,12.415169496536254,0.0024157788
25.72,1.0,0.000975379,243.18042874336243,100,64048,,236.95241256032685,2800,0.0030281548,,0.4189424,12.208011074066162,0.0030281548
25.98,1.0,0.00095069763,251.70755982398987,100,66646,,239.28973666295744,2900,0.002725575,,0.4189424,12.761717529296876,0.002725575
26.16,1.0,0.000691563,260.5617563724518,100,69262,,241.12918217222818,3000,0.0017996777,,0.4189424,12.523043384552002,0.0017996777
26.48,1.0,0.0009620099,271.69881558418274,100,71910,,244.14447859948217,3100,0.0030869537,,0.4189424,14.662186641693115,0.0030869537
27.12,1.0,0.00092157675,280.4320683479309,100,74622,,250.0283203013047,3200,0.002280287,,0.4189424,15.99070858001709,0.002280287
26.87,1.0,0.00096807466,288.78190779685974,100,77309,,247.87552378996824,3300,0.0027145054,,0.4189424,16.175723123550416,0.0027145054
27.4,1.0,0.00091281714,296.414932012558,100,80049,,252.80551679196233,3400,0.0021589044,,0.4189424,13.362326192855836,0.0021589044
27.55,1.0,0.0008147853,305.2932162284851,100,82804,,254.10500409122415,3500,0.0025328614,,0.4189424,15.898234748840332,0.0025328614
26.59,1.0,0.00088221283,314.04252791404724,100,85463,,245.1917152610939,3600,0.0018547261,,0.4189424,13.447085447311402,0.0018547261
26.16,1.0,0.0009612004,322.9769425392151,100,88079,,241.1246786585833,3700,0.0018791339,,0.4189424,14.668272523880004,0.0018791339
26.02,1.0,0.000797517,333.1160988807678,100,90681,,239.59845590242557,3800,0.002119038,,0.4189424,14.314042482376099,0.002119038
27.59,1.0,0.00091406296,343.0270791053772,100,93440,,254.37780373006365,3900,0.0012996631,,0.4189424,14.742232294082642,0.0012996631
27.42,1.0,0.00089823356,351.3970756530762,100,96182,,252.89044711801802,4000,0.0023002704,,0.4189424,15.441016244888306,0.0023002704
28.1,1.0,0.0007528901,360.2037076950073,100,98992,,259.1466422781808,4100,0.0020340814,,0.4189424,15.11867540359497,0.0020340814
27.91,1.0,0.0009482648,369.0041437149048,100,101783,,257.4801512517925,4200,0.0024085657,,0.4189424,15.987062730789184,0.0024085657
28.41,1.0,0.0009798377,377.9114089012146,100,104624,,261.918376049641,4300,0.0032141872,,0.4189424,19.3857866191864,0.0032141872
27.45,1.0,0.0009786255,387.9820284843445,100,107369,,253.28351569543437,4400,0.0026252551,,0.4189424,15.621033782958984,0.0026252551
27.54,1.0,0.0008434006,397.3987100124359,100,110123,,254.06447645754872,4500,0.0028282502,,0.4189424,14.293756818771362,0.0028282502
27.66,1.0,0.0009805993,407.04110050201416,100,112889,,255.04976138554474,4600,0.0025863624,,0.4189424,16.595931100845338,0.0025863624
27.28,1.0,0.0009687474,415.5897092819214,100,115617,,251.56153475196479,4700,0.0024949238,,0.4189424,15.610246315002442,0.0024949238
27.02,1.0,0.000926498,423.6812553405762,100,118319,,249.18255886347418,4800,0.003800835,,0.4189424,12.97912989616394,0.003800835
26.96,1.0,0.00089383614,432.2703197002411,100,121015,,248.6323804893005,4900,0.0016709272,,0.4189424,13.262723302841186,0.0016709272
26.38,1.0,0.0009482108,440.59229254722595,100,123653,,243.23607597076833,5000,0.0022945402,,0.4189424,16.43014262199402,0.0022945402
27.2,1.0,0.0008529268,449.6295268535614,100,126373,,250.84082976949495,5100,0.0020665869,,0.4189424,16.415275545120238,0.0020665869
27.43,1.0,0.0009934929,458.5694272518158,100,129116,,253.01825057511556,5200,0.002140116,,0.4189424,14.92005124092102,0.002140116
28.27,1.0,0.0008755533,468.6669428348541,100,131943,,260.9365619287582,5300,0.0019438519,,0.4189424,14.458460187911987,0.0019438519
26.42,1.0,0.00082697236,477.5051736831665,100,134585,,243.60539493402612,5400,0.001490815,,0.4189424,16.158808097839355,0.001490815
26.44,1.0,0.0007998835,487.92514848709106,100,137229,,243.75333681616593,5500,0.0026873492,,0.4189424,14.27577699661255,0.0026873492
28.52,1.0,0.0007318221,497.3457326889038,100,140081,,263.1467950534559,5600,0.00258089,,0.4189424,15.138274745941162,0.00258089
29.02,1.0,0.0009179628,506.42677426338196,100,142983,,268.0100385782429,5700,0.0022135656,,0.4189424,16.31601942062378,0.0022135656
28.07,1.0,0.0009237232,515.2318427562714,100,145790,,258.95578160679975,5800,0.002909079,,0.4189424,14.203647184371949,0.002909079
28.05,1.0,0.0009889057,523.1422300338745,100,148595,,258.95176209357203,5900,0.0029785635,,0.4189424,12.60811894416809,0.0029785635
26.94,1.0,0.00092892477,532.1141369342804,100,151289,,248.6555514703188,6000,0.0021344058,,0.4189424,18.6169372177124,0.0021344058
28.46,1.0,0.00095972826,542.6936230659485,100,154135,,262.6604878499141,6100,0.002683608,,0.4189424,14.753827695846558,0.002683608
27.6,1.0,0.0008845366,552.4315166473389,100,156895,,254.63251448828197,6200,0.002012241,,0.4189424,14.920258083343505,0.002012241
27.0,1.0,0.00092858594,561.0882923603058,100,159595,,248.98662978236894,6300,0.0026500446,,0.4189424,15.312031469345094,0.0026500446
28.17,1.0,0.00085155916,570.8180866241455,100,162412,,259.8838540727574,6400,0.0012759933,,0.4189424,17.289720973968507,0.0012759933
28.28,1.0,0.00097100844,579.1449284553528,100,165240,,260.86897381943777,6500,0.0022527117,,0.4189424,15.86637734413147,0.0022527117
26.82,1.0,0.00093083933,589.9773890972137,100,167922,,247.33819867654748,6600,0.0014470023,,0.4189424,12.801695413589478,0.0014470023
28.57,1.0,0.00086878985,599.7479827404022,100,170779,,263.6760262776668,6700,0.0017778436,,0.4189424,16.04018196105957,0.0017778436
27.47,1.0,0.0009102989,610.5082404613495,100,173526,,253.31422528000678,6800,0.001231661,,0.4189424,16.753386325836182,0.001231661
27.68,1.0,0.0009143525,621.0206470489502,100,176294,,255.25566608843732,6900,0.002401573,,0.4189424,15.389273166656494,0.002401573
27.97,1.0,0.00088355027,630.2919797897339,100,179091,,258.1130708769036,7000,0.001442315,,0.4189424,14.476812887191773,0.001442315
27.67,1.0,0.0009252681,639.8461821079254,100,181858,,255.23025516997367,7100,0.0026392334,,0.4189424,16.417813119888304,0.0026392334
27.7,1.0,0.0009015387,649.4949498176575,100,184628,,255.38453289124936,7200,0.002956686,,0.4189424,15.007984962463379,0.002956686
28.61,1.0,0.000821572,657.8519189357758,100,187489,,263.9330711552906,7300,0.0015546051,,0.4189424,18.14247977256775,0.0015546051
27.92,1.0,0.00085020415,667.0920794010162,100,190281,,257.4023009686093,7400,0.00264483,,0.4189424,17.252774362564086,0.00264483
29.1,1.0,0.00085364137,678.8251616954803,100,193191,,268.65626222590805,7500,0.00267057,,0.4189424,16.635788021087645,0.00267057
28.85,1.0,0.00092043343,689.028862953186,100,196076,,266.1835180175032,7600,0.0020541314,,0.4189424,16.87557745933533,0.0020541314
29.19,1.0,0.0008676931,698.7034401893616,100,198995,,269.4459435682673,7700,0.0018239256,,0.4189424,17.092333183288574,0.0018239256
30.29,1.0,0.00094052823,707.321893453598,100,202024,,279.68582884566433,7800,0.0021075427,,0.4189424,19.380549669265747,0.0021075427
28.8,1.0,0.00090437994,715.2240254878998,100,204904,,265.83026519442893,7900,0.0020546357,,0.4189424,14.959165802001953,0.0020546357
30.26,1.0,0.000883372,723.2529802322388,100,207930,,279.45693632815454,8000,0.0024683715,,0.4189424,22.01366771697998,0.0024683715
29.27,1.0,0.0009285621,732.3342158794403,100,210857,,270.0977517899079,8100,0.0021733567,,0.4189424,17.86578914642334,0.0021733567
29.46,1.0,0.00089809386,741.3109698295593,100,213803,,271.8371137221939,8200,0.0020193493,,0.4189424,17.189653034210206,0.0020193493
28.3,1.0,0.00093697145,750.2541742324829,100,216633,,261.1589978944675,8300,0.00304139,,0.4189424,14.68516942024231,0.00304139
30.86,1.0,0.0009393967,759.8550372123718,100,219719,,285.0652145776272,8400,0.0026330007,,0.4189424,19.400618228912354,0.0026330007
29.99,1.0,0.00097052567,768.4304187297821,100,222718,,276.7658402607474,8500,0.002306233,,0.4189424,18.27312250137329,0.002306233
29.52,1.0,0.0009777016,777.4202346801758,100,225670,,272.5943713787992,8600,0.002936107,,0.4189424,17.25953929901123,0.002936107
29.56,1.0,0.0009138516,786.9844725131989,100,228626,,272.7816349452823,8700,0.0023138642,,0.4189424,15.481802577972411,0.0023138642
29.29,1.0,0.0009850892,796.0915193557739,100,231555,,270.340192746874,8800,0.0014139935,,0.4189424,17.1733119392395,0.0014139935
29.79,1.0,0.00095490646,805.1750264167786,100,234534,,275.0051491267358,8900,0.0031690325,,0.4189424,15.598601217269897,0.0031690325
29.69,1.0,0.0007746672,816.897294998169,100,237503,,273.9119168893258,9000,0.002119064,,0.4189424,16.64810598373413,0.002119064
30.51,1.0,0.0009569846,826.3472836017609,100,240554,,281.7681818555795,9100,0.002967929,,0.4189424,19.515851278305053,0.002967929
30.09,1.0,0.00086296,834.0691916942596,100,243563,,277.865264833418,9200,0.0023843308,,0.4189424,19.342790908813477,0.0023843308
28.82,1.0,0.000953829,843.2503955364227,100,246445,,266.1462076946451,9300,0.0020261738,,0.4189424,17.4319011592865,0.0020261738
30.29,1.0,0.0009339794,852.2055795192719,100,249474,,279.6477080981168,9400,0.0040826937,,0.4189424,18.066502733230593,0.0040826937
31.32,1.0,0.00096258865,862.1777853965759,100,252606,,289.4831143387221,9500,0.0022462527,,0.4189424,23.23926628112793,0.0022462527
28.72,1.0,0.0008031247,869.7956759929657,100,255478,,265.0533141884725,9600,0.0017903607,,0.4189424,17.090968866348266,0.0017903607
29.36,1.0,0.0009482508,879.5994052886963,100,258414,,270.9299273915474,9700,0.0030731698,,0.4189424,16.13937689781189,0.0030731698
28.97,1.0,0.0009579525,889.5464043617249,100,261311,,267.4292249131957,9800,0.00225371,,0.4189424,15.84356388092041,0.00225371
30.17,1.0,0.0008749053,898.0472190380096,100,264328,,278.7412579119654,9900,0.002519591,,0.4189424,16.677673397064208,0.002519591
30.61,1.0,0.0009817363,907.2796437740326,100,267389,,282.77573518500594,10000,0.0025932726,,0.4189424,20.44430740356445,0.0025932726
30.18,1.0,0.0008799025,916.2046363353729,100,270407,,278.8635363241191,10100,0.0015498727,,0.4189424,17.75444450378418,0.0015498727
