optimgain,surrgain,DiscEpRewMean,EpThisIter,EpisodesSoFar,Step_size,TimestepsSoFar,entloss,ev_tdlam_before,entropy,EpRewMean,TimeElapsed,EpLenMean,meankl
0.0018579211,0.0018579211,6.981911058425903,100,100,1.0,1779,,,0.4189424,163.19269770914292,6.124206066131592,17.79,0.00086552766
0.0031202582,0.0031202582,7.060672254562378,100,200,1.0,3506,,,0.4189424,158.29931990094366,11.599752187728882,17.27,0.0009677471
0.0020963,0.0020963,5.113889064788818,100,300,1.0,5400,,,0.4189424,173.95265714230732,16.533811330795288,18.94,0.00093994994
0.0022339404,0.0022339404,7.260944852828979,100,400,1.0,7290,,,0.4189424,173.61403489226436,22.36192774772644,18.9,0.0009393247
0.0023376911,0.0023376911,6.87429630279541,100,500,1.0,9208,,,0.4189424,176.19077775512042,27.917532920837402,19.18,0.0009734601
0.0019147486,0.0019147486,7.0726523685455325,100,600,1.0,11123,,,0.4189424,175.8523954096928,33.66883707046509,19.15,0.00086029863
0.0012991534,0.0012991534,7.737197237014771,100,700,1.0,13061,,,0.4189424,178.01911446968813,39.67718315124512,19.38,0.00080189
0.0015746183,0.0015746183,7.7184672451019285,100,800,1.0,15018,,,0.4189424,179.7110348746647,45.46596932411194,19.57,0.00069155317
0.0013612671,0.0013612671,9.665350227355956,100,900,1.0,17159,,,0.4189424,196.94979022097243,50.92388653755188,21.41,0.00094607094
0.0014513612,0.0014513612,5.8506455230712895,100,1000,1.0,19140,,,0.4189424,181.94266337039636,56.79739761352539,19.81,0.0007238788
0.0016144876,0.0016144876,10.105741157531739,100,1100,1.0,21237,,,0.4189424,192.79476055010804,62.75164818763733,20.97,0.0006674343
0.0016517777,0.0016517777,11.252582340240478,100,1200,1.0,23476,,,0.4189424,206.05610822348518,68.8528482913971,22.39,0.0009827373
0.0023351754,0.0023351754,11.226359167098998,100,1300,1.0,25592,,,0.4189424,194.41925264444646,74.73289895057678,21.16,0.00091122644
0.002259215,0.002259215,9.94198013305664,100,1400,1.0,27663,,,0.4189424,190.28409037709446,80.23036670684814,20.71,0.00095220923
0.0017386377,0.0017386377,10.373693733215331,100,1500,1.0,29717,,,0.4189424,188.74376739222637,85.44493985176086,20.54,0.00095740723
0.0015864795,0.0015864795,8.37235372543335,100,1600,1.0,31845,,,0.4189424,195.634672425197,91.39153456687927,21.28,0.00075926364
0.0023677167,0.0023677167,11.146501436233521,100,1700,1.0,33961,,,0.4189424,194.55257211756086,97.20752263069153,21.16,0.0008610788
0.002147214,0.002147214,10.03469539642334,100,1800,1.0,36205,,,0.4189424,206.51870896167398,103.6084496974945,22.44,0.0009537513
0.0023961426,0.0023961426,10.873228521347047,100,1900,1.0,38498,,,0.4189424,210.84219919828706,109.23476982116699,22.93,0.00088985456
0.0020876115,0.0020876115,10.491091833114623,100,2000,1.0,40775,,,0.4189424,209.44625885611094,115.7419376373291,22.77,0.0009787119
0.003005303,0.003005303,10.954261093139648,100,2100,1.0,43223,,,0.4189424,225.39518627015067,121.58542370796204,24.48,0.0009642337
0.0027871893,0.0027871893,10.78374122619629,100,2200,1.0,45589,,,0.4189424,217.81432836522353,127.92893028259277,23.66,0.00084079255
0.0018922376,0.0018922376,9.456082439422607,100,2300,1.0,48011,,,0.4189424,222.96676854087343,134.14282536506653,24.22,0.0009477472
0.0029736047,0.0029736047,12.580793256759643,100,2400,1.0,50532,,,0.4189424,232.20741479329246,140.27478122711182,25.21,0.00092621567
0.0010857523,0.0010857523,11.526106100082398,100,2500,1.0,53005,,,0.4189424,227.6315578944906,146.25839257240295,24.73,0.0008568826
0.0018073242,0.0018073242,14.582533102035523,100,2600,1.0,55546,,,0.4189424,233.98960110650668,152.79983758926392,25.41,0.00079624605
0.0026988531,0.0026988531,16.160849056243897,100,2700,1.0,58127,,,0.4189424,237.7939697646986,159.77110290527344,25.81,0.0009480217
0.004370462,0.004370462,14.471977434158326,100,2800,1.0,60654,,,0.4189424,232.64420857741513,166.45257019996643,25.27,0.0009834047
0.0032533167,0.0032533167,13.738775491714478,100,2900,1.0,63247,,,0.4189424,238.99078675035554,173.09832000732422,25.93,0.0009347125
0.0014890048,0.0014890048,15.204913415908813,100,3000,1.0,65919,,,0.4189424,246.22369254066834,179.97915244102478,26.72,0.0006891716
0.0022913925,0.0022913925,13.718850145339966,100,3100,1.0,68561,,,0.4189424,243.63942843369534,186.82657861709595,26.42,0.00082708953
0.0009775329,0.0009775329,15.020981311798096,100,3200,1.0,71180,,,0.4189424,241.4443307400709,194.00374150276184,26.19,0.0009379704
0.0019998834,0.0019998834,16.458512792587282,100,3300,1.0,73939,,,0.4189424,254.45258684486248,201.21493649482727,27.59,0.00095682597
0.0031521227,0.0031521227,15.283287630081176,100,3400,1.0,76572,,,0.4189424,242.69697658645083,207.93186354637146,26.33,0.000978851
0.0027603668,0.0027603668,14.025897989273071,100,3500,1.0,79276,,,0.4189424,249.3577656309549,214.87385654449463,27.04,0.00087216997
0.0026023365,0.0026023365,14.656780376434327,100,3600,1.0,81929,,,0.4189424,244.5394289894233,221.97599029541016,26.53,0.0009841428
0.0020986681,0.0020986681,17.556446390151976,100,3700,1.0,84657,,,0.4189424,251.51200822935996,229.0610227584839,27.28,0.0009712706
0.0021316023,0.0021316023,16.281092262268068,100,3800,1.0,87439,,,0.4189424,256.6048582666316,235.96856236457825,27.82,0.00094069506
0.0023553448,0.0023553448,17.098642349243164,100,3900,1.0,90187,,,0.4189424,253.43280760586975,242.7914183139801,27.48,0.0009915958
0.0026606007,0.0026606007,17.97312868118286,100,4000,1.0,92899,,,0.4189424,250.05860411983267,250.15802788734436,27.12,0.00081809313
0.002270523,0.002270523,14.646896295547485,100,4100,1.0,95592,,,0.4189424,248.24486491561743,256.5647337436676,26.93,0.000940608
0.0011155339,0.0011155339,15.219253120422364,100,4200,1.0,98300,,,0.4189424,249.66408127037573,263.8855142593384,27.08,0.00095885055
0.0018916904,0.0018916904,15.812802352905273,100,4300,1.0,101078,,,0.4189424,256.3389604272144,270.85436940193176,27.78,0.00094090204
0.0019200058,0.0019200058,15.016977434158326,100,4400,1.0,103783,,,0.4189424,249.37270331095888,278.12549591064453,27.05,0.00091937167
0.0020566406,0.0020566406,16.910667209625245,100,4500,1.0,106478,,,0.4189424,248.46721758513118,285.3009994029999,26.95,0.00086688966
0.0024953675,0.0024953675,16.08058602333069,100,4600,1.0,109304,,,0.4189424,260.87131118587416,292.28387689590454,28.26,0.0009920641
0.0019679377,0.0019679377,15.675305013656617,100,4700,1.0,112174,,,0.4189424,264.86203637647503,299.28908109664917,28.7,0.0009606031
0.0017901111,0.0017901111,16.466355924606322,100,4800,1.0,114958,,,0.4189424,256.9230801255273,306.55982971191406,27.84,0.0008404055
0.0011924277,0.0011924277,18.764351768493654,100,4900,1.0,117785,,,0.4189424,260.819974524899,313.79488945007324,28.27,0.00086406054
0.0015013264,0.0015013264,15.236784868240356,100,5000,1.0,120627,,,0.4189424,262.35126765078365,320.5307309627533,28.42,0.0009834873
0.002585727,0.002585727,17.631787090301515,100,5100,1.0,123532,,,0.4189424,268.01397267567796,327.70020294189453,29.05,0.0008996183
0.0020500158,0.0020500158,17.27647081375122,100,5200,1.0,126396,,,0.4189424,264.39806916425533,334.90010142326355,28.64,0.00094502175
0.0020053892,0.0020053892,15.29247615814209,100,5300,1.0,129284,,,0.4189424,266.38846778269345,341.97625732421875,28.88,0.00093959365
0.0020980057,0.0020980057,16.06051570892334,100,5400,1.0,132167,,,0.4189424,265.84737980395016,349.6114718914032,28.83,0.0009175564
0.0005939139,0.0005939139,14.857627382278443,100,5500,1.0,135029,,,0.4189424,264.22341588181683,356.31680250167847,28.62,0.0009603367
0.0021132373,0.0021132373,14.93996286392212,100,5600,1.0,137873,,,0.4189424,262.3514144358997,363.26826000213623,28.44,0.0009676378
0.0018519849,0.0018519849,13.055818433761596,100,5700,1.0,140656,,,0.4189424,256.61229918245164,370.00622820854187,27.83,0.0009371965
0.0029215235,0.0029215235,15.697328720092774,100,5800,1.0,143644,,,0.4189424,275.89675276010786,377.1140284538269,29.88,0.0009757177
0.0021797349,0.0021797349,14.111455240249633,100,5900,1.0,146431,,,0.4189424,256.9754163821142,384.19927501678467,27.87,0.00090150145
0.002151396,0.002151396,16.90389967918396,100,6000,1.0,149238,,,0.4189424,258.7779812987744,390.432021856308,28.07,0.00096161995
0.001673836,0.001673836,16.94049530982971,100,6100,1.0,152159,,,0.4189424,269.53655266915683,397.05570578575134,29.21,0.0008614215
0.0019274494,0.0019274494,13.998994235992432,100,6200,1.0,155148,,,0.4189424,275.8724433347663,404.2360405921936,29.89,0.0008331734
