EpisodesSoFar,entropy,EpRewMean,optimgain,EpThisIter,ev_tdlam_before,EpLenMean,meankl,surrgain,entloss,TimestepsSoFar,Step_size,DiscEpRewMean,TimeElapsed
1800,0.4189424,230.21206209117972,0.0022285029,100,,24.99,0.0009074963,0.0022285029,,38682,1.0,10.959908027648925,149.82208442687988
1900,0.4189424,227.66598752310566,0.0020423804,100,,24.72,0.0009503905,0.0020423804,,41154,1.0,14.62222749710083,159.07846808433533
2000,0.4189424,241.0356544027131,0.002195412,100,,26.14,0.00094660727,0.002195412,,43768,1.0,15.00753589630127,167.30335354804993
2100,0.4189424,243.0177647764476,0.001938645,100,,26.35,0.0008221794,0.001938645,,46403,1.0,14.410692043304444,175.34174752235413
2200,0.4189424,235.60483797137488,0.0026692606,100,,25.58,0.00091720215,0.0026692606,,48961,1.0,14.098488750457763,183.5626344680786
2300,0.4189424,235.9307564719611,0.0028711152,100,,25.61,0.0009457316,0.0028711152,,51522,1.0,13.909405927658081,192.714293718338
2400,0.4189424,249.8273955460403,0.0026142786,100,,27.09,0.000980515,0.0026142786,,54231,1.0,14.950674676895142,202.16546535491943
2500,0.4189424,241.74239133607716,0.0033136099,100,,26.22,0.0009859855,0.0033136099,,56853,1.0,13.860590028762818,211.2339358329773
2600,0.4189424,241.93796168354675,0.001811719,100,,26.23,0.0009467857,0.001811719,,59476,1.0,16.72813564300537,220.56572699546814
2700,0.4189424,240.48457206697535,0.0030209734,100,,26.09,0.0009774917,0.0030209734,,62085,1.0,15.218764486312866,229.0632200241089
2800,0.4189424,245.58121022049184,0.0028128256,100,,26.63,0.0009595633,0.0028128256,,64748,1.0,13.842320194244385,237.97951364517212
2900,0.4189424,234.8470780529372,0.0025803484,100,,25.47,0.0009461014,0.0025803484,,67295,1.0,14.84919855117798,247.37079572677612
3000,0.4189424,244.47408669414943,0.0028752075,100,,26.51,0.0009692256,0.0028752075,,69946,1.0,14.880668039321899,256.2398452758789
3100,0.4189424,238.43715736166024,0.002694909,100,,25.86,0.0009561376,0.002694909,,72532,1.0,15.114688339233398,265.56526589393616
3200,0.4189424,233.65500674453975,0.0032892865,100,,25.35,0.00096016296,0.0032892865,,75067,1.0,12.983096246719361,276.3545105457306
3300,0.4189424,237.22444461942098,0.0024816953,100,,25.72,0.00094171707,0.0024816953,,77639,1.0,12.976066942214965,285.28653860092163
3400,0.4189424,247.0533980607053,0.0016582257,100,,26.79,0.000900535,0.0016582257,,80318,1.0,13.937031507492065,293.2849156856537
3500,0.4189424,242.91634853682845,0.0023781487,100,,26.35,0.0009170048,0.0023781487,,82953,1.0,13.268281936645508,302.5185785293579
3600,0.4189424,244.46035306206795,0.0024757294,100,,26.51,0.0009365745,0.0024757294,,85604,1.0,13.001194324493408,311.2559723854065
3700,0.4189424,248.64689391660752,0.0019709985,100,,26.96,0.00095861463,0.0019709985,,88300,1.0,14.299529466629028,319.3996307849884
3800,0.4189424,246.6732684400211,0.0025075462,100,,26.75,0.00092327484,0.0025075462,,90975,1.0,16.828568553924562,329.3526964187622
3900,0.4189424,248.7294024074584,0.0014175064,100,,26.96,0.0008684259,0.0014175064,,93671,1.0,15.017910346984863,339.00498819351196
4000,0.4189424,253.92180074834246,0.0011929187,100,,27.52,0.0009524149,0.0011929187,,96423,1.0,15.584605655670167,347.0499584674835
4100,0.4189424,247.19993529370845,0.0022757386,100,,26.81,0.0008170512,0.0022757386,,99104,1.0,14.079645376205445,355.3643567562103
4200,0.4189424,254.79561501884731,0.003177915,100,,27.61,0.00094201276,0.003177915,,101865,1.0,13.167077474594116,363.3061635494232
4300,0.4189424,250.65951373672522,0.0024616786,100,,27.17,0.0009646217,0.0024616786,,104582,1.0,15.57786361694336,370.94962334632874
4400,0.4189424,259.2679015876105,0.0018049689,100,,28.09,0.00082432345,0.0018049689,,107391,1.0,17.182996997833254,381.03723192214966
4500,0.4189424,255.972417925714,0.0021703867,100,,27.74,0.000914731,0.0021703867,,110165,1.0,17.445912408828736,391.69392681121826
4600,0.4189424,256.87869326441154,0.0019384192,100,,27.85,0.0009638797,0.0019384192,,112950,1.0,13.54804147720337,401.42349076271057
4700,0.4189424,254.7678753447661,0.0022642878,100,,27.63,0.0009806423,0.0022642878,,115713,1.0,15.246010179519653,411.3166882991791
4800,0.4189424,255.2614064618525,0.0015647705,100,,27.67,0.0009105745,0.0015647705,,118480,1.0,13.636938467025757,419.3250102996826
4900,0.4189424,249.514331829996,0.0027293963,100,,27.06,0.00096065947,0.0027293963,,121186,1.0,14.562655410766602,428.62820076942444
5000,0.4189424,253.3821199348091,0.001318999,100,,27.46,0.0007280516,0.001318999,,123932,1.0,14.925196409225464,436.67907094955444
5100,0.4189424,256.02250916382746,0.0023855788,100,,27.73,0.0009819608,0.0023855788,,126705,1.0,16.31946494102478,446.4683015346527
5200,0.4189424,261.51368020465776,0.002156871,100,,28.33,0.0009813643,0.002156871,,129538,1.0,16.229869956970216,455.7907214164734
5300,0.4189424,254.5018563396299,0.0039046444,100,,27.58,0.000996024,0.0039046444,,132296,1.0,13.186513071060181,465.2740352153778
5400,0.4189424,248.53853780478167,0.0023847541,100,,26.95,0.00092331786,0.0023847541,,134991,1.0,13.162123622894287,473.7150478363037
5500,0.4189424,244.07039014051563,0.001945829,100,,26.44,0.0009055357,0.001945829,,137635,1.0,14.959104137420654,483.278550863266
5600,0.4189424,241.26498299412594,0.0025488387,100,,26.18,0.00087055704,0.0025488387,,140253,1.0,13.742518615722656,492.2973835468292
5700,0.4189424,253.47744368944794,0.0015129867,100,,27.48,0.0008518419,0.0015129867,,143001,1.0,13.449862127304078,500.04501271247864
5800,0.4189424,259.6297406769763,0.0032188087,100,,28.14,0.0009815684,0.0032188087,,145815,1.0,15.653791570663453,508.658442735672
5900,0.4189424,254.22184847893445,0.001204646,100,,27.56,0.00077088753,0.001204646,,148571,1.0,13.084538307189941,518.3069934844971
6000,0.4189424,248.83729848331214,0.0019510419,100,,26.96,0.0009173929,0.0019510419,,151267,1.0,14.978083944320678,527.556966304779
6100,0.4189424,258.67724199261363,0.0040463964,100,,28.04,0.0009776099,0.0040463964,,154071,1.0,15.617784214019775,536.4181900024414
6200,0.4189424,268.54245764586324,0.0032484015,100,,29.08,0.00096460345,0.0032484015,,156979,1.0,15.882088613510131,545.7672917842865
6300,0.4189424,259.855509716869,0.0016133531,100,,28.14,0.0008889527,0.0016133531,,159793,1.0,13.924147109985352,555.4807538986206
6400,0.4189424,260.2346508671004,0.0031700714,100,,28.19,0.0009527838,0.0031700714,,162612,1.0,13.429093799591065,563.4598791599274
6500,0.4189424,271.94207449767254,0.0030206097,100,,29.44,0.0009699853,0.0030206097,,165556,1.0,13.847253160476685,572.8792970180511
6600,0.4189424,260.4108947476702,0.0022780213,100,,28.21,0.0009433632,0.0022780213,,168377,1.0,15.507424774169921,581.9849393367767
6700,0.4189424,273.9081547832407,0.0026837448,100,,29.65,0.0009072024,0.0026837448,,171342,1.0,17.471523427963255,592.3227410316467
6800,0.4189424,267.4783352114827,0.0017891376,100,,28.98,0.0008986591,0.0017891376,,174240,1.0,17.531369314193725,602.6264944076538
6900,0.4189424,266.3252927608221,0.0021898504,100,,28.85,0.0009224719,0.0021898504,,177125,1.0,15.220948886871337,611.0614459514618
7000,0.4189424,255.7116642497132,0.0019901707,100,,27.7,0.00086185744,0.0019901707,,179895,1.0,14.873785200119018,619.6975138187408
7100,0.4189424,264.16994639099477,0.0031403913,100,,28.6,0.0009300871,0.0031403913,,182755,1.0,15.509594926834106,628.4767835140228
7200,0.4189424,264.8012979726872,0.0025579263,100,,28.68,0.00085290143,0.0025579263,,185623,1.0,15.512769393920898,637.2922883033752
7300,0.4189424,261.0484289380569,0.0021305808,100,,28.29,0.0009964348,0.0021305808,,188452,1.0,16.54176128387451,648.1901614665985
7400,0.4189424,259.7953691543472,0.0017578842,100,,28.15,0.00097329257,0.0017578842,,191267,1.0,14.636721868515014,659.3149802684784
7500,0.4189424,264.82680762431573,0.0019881981,100,,28.68,0.0009531201,0.0019881981,,194135,1.0,14.929854593276978,669.7007460594177
7600,0.4189424,257.0501907912509,0.0022585904,100,,27.87,0.0008984216,0.0022585904,,196922,1.0,15.102769660949708,679.5412695407867
7700,0.4189424,261.46626107205526,0.0024617047,100,,28.33,0.0009110153,0.0024617047,,199755,1.0,18.409046173095703,688.9250333309174
7800,0.4189424,268.58496324417666,0.002351295,100,,29.09,0.0009916375,0.002351295,,202664,1.0,15.53536286354065,698.7872145175934
7900,0.4189424,259.78202361127836,0.003466385,100,,28.15,0.00096548,0.003466385,,205479,1.0,15.76281008720398,707.283278465271
8000,0.4189424,263.31644074256224,0.002077313,100,,28.53,0.000964208,0.002077313,,208332,1.0,17.406270112991333,716.5189020633698
8100,0.4189424,255.9650158809157,0.002883852,100,,27.73,0.00092250673,0.002883852,,211105,1.0,14.486082248687744,727.2614731788635
8200,0.4189424,256.2817452795172,0.0029300312,100,,27.77,0.0009670987,0.0029300312,,213882,1.0,14.280232791900636,737.5240075588226
8300,0.4189424,255.200319660985,0.0033055372,100,,27.67,0.0007800678,0.0033055372,,216649,1.0,14.91407473564148,747.8786363601685
8400,0.4189424,252.22768610536502,0.0024563074,100,,27.34,0.0009187596,0.0024563074,,219383,1.0,13.935264253616333,757.6214871406555
8500,0.4189424,263.59382044114744,0.0025228597,100,,28.56,0.00095749664,0.0025228597,,222239,1.0,14.56653470993042,766.5647528171539
8600,0.4189424,270.1001408069933,0.0021134112,100,,29.26,0.0009322064,0.0021134112,,225165,1.0,18.194502391815185,775.315595626831
8700,0.4189424,272.802194948445,0.002750759,100,,29.53,0.0008975855,0.002750759,,228118,1.0,15.087936630249024,783.4469935894012
8800,0.4189424,261.68931591880516,0.0018414004,100,,28.37,0.0009364229,0.0018414004,,230955,1.0,15.213039693832398,790.786429643631
8900,0.4189424,263.7068096900205,0.0024185013,100,,28.57,0.0008672867,0.0024185013,,233812,1.0,15.68613450050354,802.0069534778595
9000,0.4189424,264.18259779223376,0.0027931756,100,,28.61,0.00097197137,0.0027931756,,236673,1.0,17.03349585533142,810.200510263443
9100,0.4189424,270.2946459202119,0.003095047,100,,29.27,0.0008455914,0.003095047,,239600,1.0,15.436895656585694,819.2802519798279
9200,0.4189424,267.81399047560427,0.003060553,100,,28.99,0.000936698,0.003060553,,242499,1.0,17.417703285217286,828.590945482254
9300,0.4189424,273.7931562681079,0.0024945447,100,,29.64,0.00090117013,0.0024945447,,245463,1.0,16.33346845626831,836.8088929653168
9400,0.4189424,267.09903634753476,0.0015194031,100,,28.95,0.000954047,0.0015194031,,248358,1.0,15.125359687805176,845.3416926860809
9500,0.4189424,265.9621544571821,0.002809259,100,,28.81,0.0008217491,0.002809259,,251239,1.0,16.48990348815918,853.816409111023
9600,0.4189424,264.0578705283186,0.001947514,100,,28.62,0.00092791655,0.001947514,,254101,1.0,15.67279839515686,861.2431247234344
9700,0.4189424,270.4280045288384,0.002737489,100,,29.31,0.0007723823,0.002737489,,257032,1.0,15.033949584960938,870.256902217865
9800,0.4189424,269.43208961065665,0.0014115976,100,,29.19,0.00092955376,0.0014115976,,259951,1.0,15.796523323059082,881.3763732910156
9900,0.4189424,261.79444602541196,0.0037920582,100,,28.36,0.0009888945,0.0037920582,,262787,1.0,17.079328536987305,890.8691079616547
10000,0.4189424,263.4656278132407,0.0019220718,100,,28.55,0.00083223206,0.0019220718,,265642,1.0,15.00248239517212,899.7406241893768
10100,0.4189424,267.5957033131027,0.0023225013,100,,29.02,0.0008112195,0.0023225013,,268544,1.0,15.364783382415771,908.5470185279846
10200,0.4189424,276.8915610940544,0.0026788134,100,,29.99,0.00090167165,0.0026788134,,271543,1.0,17.46832458496094,917.0075669288635
10300,0.4189424,272.4958383543178,0.0030006133,100,,29.52,0.0009168631,0.0030006133,,274495,1.0,14.981819343566894,926.1308891773224
10400,0.4189424,274.1289261322064,0.0019369067,100,,29.69,0.00085201353,0.0019369067,,277464,1.0,15.764733343124389,936.7163460254669
10500,0.4189424,274.34861799197716,0.0019919097,100,,29.73,0.000980201,0.0019919097,,280437,1.0,17.08996446609497,945.9396605491638
10600,0.4189424,264.5284222112036,0.0018393383,100,,28.68,0.0008246152,0.0018393383,,283305,1.0,15.032337741851807,956.1521754264832
10700,0.4189424,263.1500998839246,0.0025751858,100,,28.54,0.00097101065,0.0025751858,,286159,1.0,18.391167793273926,963.8965697288513
10800,0.4189424,270.61706262863555,0.0022316037,100,,29.32,0.00090931455,0.0022316037,,289091,1.0,17.563347158432006,973.0755715370178
10900,0.4189424,267.66421730518005,0.0026448043,100,,29.0,0.00095105683,0.0026448043,,291991,1.0,16.81077292442322,981.7534039020538
11000,0.4189424,274.14500316677777,0.0013812714,100,,29.7,0.00084126525,0.0013812714,,294961,1.0,13.985362977981568,989.3087360858917
11100,0.4189424,267.7983771106594,0.0015194413,100,,29.03,0.00094295695,0.0015194413,,297864,1.0,16.428647336959838,998.5087084770203
11200,0.4189424,265.5351193117893,0.0021954642,100,,28.77,0.0008625532,0.0021954642,,300741,1.0,15.298493843078614,1007.8229267597198
11300,0.4189424,260.1896607154342,0.002904676,100,,28.22,0.0009434395,0.002904676,,303563,1.0,14.27504033088684,1017.1563506126404
11400,0.4189424,271.3934277558098,0.0022097423,100,,29.41,0.00092974846,0.0022097423,,306504,1.0,16.564172773361207,1026.9995110034943
11500,0.4189424,275.5436606363977,0.002085133,100,,29.85,0.00097001746,0.002085133,,309489,1.0,15.678982009887696,1035.883759021759
11600,0.4189424,268.7436248885695,0.0014965049,100,,29.13,0.0008899565,0.0014965049,,312402,1.0,16.68668313026428,1045.328690290451
11700,0.4189424,274.367221149204,0.0024748407,100,,29.73,0.0009122565,0.0024748407,,315375,1.0,16.29081106185913,1055.2523939609528
11800,0.4189424,270.6651893136453,0.0016728839,100,,29.34,0.0008663182,0.0016728839,,318309,1.0,18.240032787323,1064.5035614967346
11900,0.4189424,268.56824990135016,0.0018651929,100,,29.1,0.00090538664,0.0018651929,,321219,1.0,17.275615606307984,1073.9324779510498
12000,0.4189424,278.64750646500687,0.002730006,100,,30.19,0.0009564914,0.002730006,,324238,1.0,20.163912200927733,1083.8876655101776
12100,0.4189424,286.9091506204711,0.0023952133,100,,31.07,0.000944419,0.0023952133,,327345,1.0,21.57156294822693,1093.6800973415375
12200,0.4189424,279.2682737870615,0.0017255133,100,,30.24,0.00084288255,0.0017255133,,330369,1.0,20.545787353515625,1103.9129223823547
12300,0.4189424,273.0700235760085,0.0027660395,100,,29.6,0.0009190738,0.0027660395,,333329,1.0,17.66595093727112,1112.9398713111877
12400,0.4189424,275.91533166675055,0.0021186117,100,,29.9,0.0007980748,0.0021186117,,336319,1.0,19.89964482307434,1122.219302892685
12500,0.4189424,285.79317358441943,0.0020040406,100,,30.94,0.00086480513,0.0020040406,,339413,1.0,19.6574773979187,1132.8501284122467
12600,0.4189424,282.95673390041827,0.0027427592,100,,30.63,0.0010025718,0.0027427592,,342476,1.0,21.955616874694826,1141.8967514038086
12700,0.4189424,285.4410045895005,0.0015605026,100,,30.93,0.00095150346,0.0015605026,,345569,1.0,21.007155628204345,1151.0110971927643
12800,0.4189424,276.5122110564941,0.0020740344,100,,29.98,0.00070968276,0.0020740344,,348567,1.0,15.124723453521728,1160.8673288822174
12900,0.4189424,282.1468233939802,0.0021092505,100,,30.55,0.0008582701,0.0021092505,,351622,1.0,20.220989408493043,1170.4243111610413
13000,0.4189424,266.67488965515514,0.001782193,100,,28.9,0.0008932756,0.001782193,,354512,1.0,17.559487495422363,1180.3459963798523
13100,0.4189424,273.28597291011613,0.0026054827,100,,29.59,0.0009188025,0.0026054827,,357471,1.0,16.331236543655397,1189.4333658218384
13200,0.4189424,264.9204099651108,0.0017892029,100,,28.71,0.0008208739,0.0017892029,,360342,1.0,14.378808326721192,1197.9156839847565
13300,0.4189424,253.28418188910913,0.0014607458,100,,27.46,0.0009091971,0.0014607458,,363088,1.0,15.973265361785888,1206.0753571987152
13400,0.4189424,253.20316641226182,0.0015842243,100,,27.44,0.000920096,0.0015842243,,365832,1.0,15.878955278396607,1215.4135773181915
13500,0.4189424,259.39818117604585,0.0022017052,100,,28.11,0.0008323578,0.0022017052,,368643,1.0,13.834546346664428,1225.882666349411
13600,0.4189424,272.1841543582568,0.002273382,100,,29.49,0.0008338045,0.002273382,,371592,1.0,16.998800849914552,1235.9170694351196
13700,0.4189424,264.89592571299016,0.0016804383,100,,28.7,0.00086142763,0.0016804383,,374462,1.0,16.132890100479127,1246.1761510372162
13800,0.4189424,264.58845884373017,0.0027338907,100,,28.67,0.0008622024,0.0027338907,,377329,1.0,14.907905645370484,1254.8742532730103
13900,0.4189424,276.6057895325274,0.0029489375,100,,29.97,0.0009870348,0.0029489375,,380326,1.0,16.90515199661255,1263.453156709671
14000,0.4189424,282.49129301635634,0.0017845276,100,,30.59,0.0008099791,0.0017845276,,383385,1.0,20.32748688697815,1271.9187858104706
14100,0.4189424,283.0457645455649,0.0018621356,100,,30.64,0.000930846,0.0018621356,,386449,1.0,18.451082906723023,1281.4575383663177
14200,0.4189424,286.2244535094013,0.0020007563,100,,30.99,0.00094674696,0.0020007563,,389548,1.0,19.496472702026367,1290.855289697647
14300,0.4189424,269.66198875993445,0.0023283402,100,,29.21,0.0007978018,0.0023283402,,392469,1.0,15.786471996307373,1301.1605134010315
14400,0.4189424,278.60646870340116,0.0035121778,100,,30.16,0.00090965535,0.0035121778,,395485,1.0,16.54780035018921,1310.749671459198
14500,0.4189424,274.67956433089506,0.0011643036,100,,29.74,0.0008840785,0.0011643036,,398459,1.0,15.465523262023925,1320.4678909778595
14600,0.4189424,280.9742579699561,0.0019248335,100,,30.43,0.0009724068,0.0019248335,,401502,1.0,19.34330843925476,1329.4049379825592
14700,0.4189424,282.20374148857564,0.00276305,100,,30.55,0.00086758204,0.00276305,,404557,1.0,18.101731090545655,1337.350474357605
14800,0.4189424,275.2862447006865,0.0029159484,100,,29.82,0.0009272589,0.0029159484,,407539,1.0,17.070597286224366,1347.3237812519073
14900,0.4189424,282.5785280367396,0.0021908288,100,,30.6,0.0009425946,0.0021908288,,410599,1.0,20.53058252334595,1356.8783521652222
15000,0.4189424,286.52509815846594,0.0023666315,100,,31.03,0.000963206,0.0023666315,,413702,1.0,19.380112085342407,1366.8158826828003
15100,0.4189424,278.31569612047065,0.0015705915,100,,30.16,0.00088758,0.0015705915,,416718,1.0,16.055084104537965,1375.1773195266724
15200,0.4189424,289.98183309947063,0.0036409122,100,,31.38,0.0009016176,0.0036409122,,419856,1.0,22.193536939620973,1385.452332496643
15300,0.4189424,276.97642386343983,0.0020556473,100,,30.0,0.0009840743,0.0020556473,,422856,1.0,17.655463647842407,1393.8785471916199
15400,0.4189424,279.4034556762443,0.0022774772,100,,30.24,0.00093935133,0.0022774772,,425880,1.0,19.62623526573181,1403.0653960704803
15500,0.4189424,282.34749510438644,0.0024312178,100,,30.57,0.00093019166,0.0024312178,,428937,1.0,18.274662828445436,1411.66828250885
15600,0.4189424,282.58619777446364,0.002785932,100,,30.63,0.0008871725,0.002785932,,432000,1.0,19.128176651000977,1421.296725511551
15700,0.4189424,289.6675131777737,0.0022179314,100,,31.38,0.00090652925,0.0022179314,,435138,1.0,20.601530323028566,1430.527726650238
15800,0.4189424,291.19116699786736,0.0024594453,100,,31.56,0.0008447763,0.0024594453,,438294,1.0,19.080633134841918,1441.3741891384125
15900,0.4189424,287.66717790306217,0.0025358594,100,,31.15,0.0009879703,0.0025358594,,441409,1.0,18.937527723312378,1451.9015407562256
16000,0.4189424,286.7626147951922,0.0018408722,100,,31.05,0.00092664734,0.0018408722,,444514,1.0,20.49313199043274,1461.9600446224213
16100,0.4189424,291.03632528687416,0.0020624558,100,,31.51,0.000968647,0.0020624558,,447665,1.0,19.74291283607483,1471.516658782959
16200,0.4189424,283.44300433927003,0.0016090559,100,,30.67,0.0009494424,0.0016090559,,450732,1.0,18.45517056465149,1481.0602691173553
16300,0.4189424,296.03543740991483,0.004254083,100,,32.06,0.0009923084,0.004254083,,453938,1.0,20.887503328323366,1489.1056499481201
16400,0.4189424,296.0841560339007,0.0044276174,100,,32.06,0.0008946332,0.0044276174,,457144,1.0,18.728979501724243,1496.7776656150818
16500,0.4189424,278.8998130552457,0.0023560773,100,,30.2,0.000952023,0.0023560773,,460164,1.0,20.166447505950927,1505.4518492221832
16600,0.4189424,288.106010812402,0.0032128028,100,,31.19,0.0009871152,0.0032128028,,463283,1.0,21.564065599441527,1515.1752326488495
16700,0.4189424,288.71732275563977,0.0018346014,100,,31.26,0.00082213926,0.0018346014,,466409,1.0,18.34217945098877,1524.4852230548859
16800,0.4189424,284.35352277791276,0.0024866096,100,,30.78,0.00097398966,0.0024866096,,469487,1.0,19.288954544067384,1533.4156231880188
16900,0.4189424,283.90700785717496,0.0020729986,100,,30.73,0.0008621161,0.0020729986,,472560,1.0,20.28955756187439,1540.7852339744568
17000,0.4189424,290.52444757282234,0.0013837543,100,,31.46,0.00095119484,0.0013837543,,475706,1.0,17.23964735031128,1549.5705180168152
17100,0.4189424,290.6942708662754,0.0023443017,100,,31.45,0.0009169545,0.0023443017,,478851,1.0,19.687224884033203,1559.8399243354797
17200,0.4189424,282.91521445109663,0.0016146331,100,,30.62,0.0009647616,0.0016146331,,481913,1.0,17.165838174819946,1569.8071506023407
17300,0.4189424,288.20957940967025,0.0016361133,100,,31.17,0.00094346487,0.0016361133,,485030,1.0,24.81881537437439,1578.3368742465973
17400,0.4189424,289.08822261007026,0.0018078985,100,,31.31,0.0009486091,0.0018078985,,488161,1.0,18.57935622215271,1587.356008529663
17500,0.4189424,293.17306336491214,0.0007613719,100,,31.73,0.0008493128,0.0007613719,,491334,1.0,20.42096040725708,1597.2410037517548
17600,0.4189424,283.0951028868269,0.0023504293,100,,30.65,0.00095220614,0.0023504293,,494399,1.0,18.553281087875366,1607.763216972351
17700,0.4189424,278.91396044877035,0.0035655077,100,,30.19,0.0009518483,0.0035655077,,497418,1.0,17.941631422042846,1615.7988505363464
17800,0.4189424,281.0806103896217,0.00247981,100,,30.45,0.000935784,0.00247981,,500463,1.0,20.952370243072508,1625.87020611763
17900,0.4189424,283.7957249221177,0.0019691538,100,,30.74,0.0009047129,0.0019691538,,503537,1.0,20.753507175445556,1636.0402240753174
18000,0.4189424,277.2284561351083,0.0032536383,100,,30.03,0.000961848,0.0032536383,,506540,1.0,16.655403718948364,1646.0839796066284
18100,0.4189424,275.5491110353206,0.002075102,100,,29.83,0.0009656589,0.002075102,,509523,1.0,16.907926158905028,1655.6167559623718
18200,0.4189424,288.18154159972914,0.0019593814,100,,31.21,0.0009541188,0.0019593814,,512644,1.0,20.57494885444641,1665.4904308319092
18300,0.4189424,285.3181568480061,0.0017794805,100,,30.89,0.0007795143,0.0017794805,,515733,1.0,19.592148780822754,1674.9403631687164
18400,0.4189424,280.2117441231343,0.0009856524,100,,30.34,0.00096164277,0.0009856524,,518767,1.0,23.386206045150757,1685.0712540149689
18500,0.4189424,282.8193812075658,0.0017724945,100,,30.62,0.0009170666,0.0017724945,,521829,1.0,18.370087690353394,1695.1010355949402
18600,0.4189424,292.9793276898324,0.0025984796,100,,31.71,0.00093974976,0.0025984796,,525000,1.0,20.406424627304077,1706.2914278507233
18700,0.4189424,291.2716034840363,0.002676947,100,,31.53,0.0008127433,0.002676947,,528153,1.0,18.096660375595093,1714.544772386551
18800,0.4189424,295.96503353431757,0.003924925,100,,32.03,0.000982916,0.003924925,,531356,1.0,21.071707563400267,1723.065755367279
18900,0.4189424,287.41175278727167,0.002907321,100,,31.11,0.0009708208,0.002907321,,534467,1.0,18.371392726898193,1731.6753153800964
19000,0.4189424,283.36275213441735,0.0020625335,100,,30.67,0.00093545805,0.0020625335,,537534,1.0,20.859786052703857,1740.424647808075
19100,0.4189424,290.8398429678539,0.0033669348,100,,31.49,0.00094863906,0.0033669348,,540683,1.0,21.750502910614014,1751.0165519714355
19200,0.4189424,297.71032214742957,0.0031173718,100,,32.23,0.00092206785,0.0031173718,,543906,1.0,20.364665355682373,1759.795173883438
19300,0.4189424,296.43449420252347,0.0036838343,100,,32.11,0.0009780885,0.0036838343,,547117,1.0,24.381190023422242,1768.4678103923798
19400,0.4189424,289.6044178508663,0.002740379,100,,31.36,0.00093253003,0.002740379,,550253,1.0,20.36586413383484,1777.1069548130035
19500,0.4189424,282.4177026271641,0.0025061772,100,,30.58,0.0008689621,0.0025061772,,553311,1.0,20.285996227264405,1786.4899227619171
19600,0.4189424,291.76581243903183,0.0028813134,100,,31.59,0.0009792895,0.0028813134,,556470,1.0,23.850008420944214,1797.0424008369446
19700,0.4189424,298.7620076413084,0.002307405,100,,32.32,0.0009862094,0.002307405,,559702,1.0,22.364709300994875,1806.7765464782715
19800,0.4189424,293.0333198274502,0.0027333992,100,,31.72,0.00072768866,0.0027333992,,562874,1.0,19.312149848937988,1816.827971458435
19900,0.4189424,285.41803068070794,0.0023185136,100,,30.9,0.0009702181,0.0023185136,,565964,1.0,20.861122951507568,1826.7655999660492
20000,0.4189424,284.8679248689756,0.0014630811,100,,30.83,0.0009138527,0.0014630811,,569047,1.0,19.38670065879822,1835.5725727081299
