TimestepsSoFar,EpisodesSoFar,entloss,surrgain,meankl,TimeElapsed,Step_size,entropy,EpThisIter,optimgain,EpLenMean,EpRewMean,ev_tdlam_before,DiscEpRewMean
1928,100,,0.0017376355,0.00085891574,8.513386726379395,1.0,0.4189424,100,0.0017376355,19.28,177.05564920250342,,6.527291479110718
3905,200,,0.0034046376,0.000948184,16.320494413375854,1.0,0.4189424,100,0.0034046376,19.77,181.6560432664806,,7.8129833984375
5808,300,,0.0014531713,0.00089465035,24.180588483810425,1.0,0.4189424,100,0.0014531713,19.03,174.70677971406545,,6.133582305908203
7775,400,,0.002800455,0.00076590787,31.674466133117676,1.0,0.4189424,100,0.002800455,19.67,180.59700471722587,,6.805950574874878
9952,500,,0.002297295,0.0009545113,39.949023485183716,1.0,0.4189424,100,0.002297295,21.77,200.20030085383917,,9.093699626922607
12171,600,,0.002809121,0.00091957167,47.97418713569641,1.0,0.4189424,100,0.002809121,22.19,204.07308773070338,,11.862087383270264
14272,700,,0.0021276777,0.0009330318,56.28485584259033,1.0,0.4189424,100,0.0021276777,21.01,193.06394530965974,,10.583151206970214
16444,800,,0.0015437885,0.0008987355,64.67080974578857,1.0,0.4189424,100,0.0015437885,21.72,199.74825534290957,,11.420407428741456
18591,900,,0.0024345713,0.00095185137,73.00832605361938,1.0,0.4189424,100,0.0024345713,21.47,197.42257018799953,,9.754577312469483
20870,1000,,0.0015357811,0.0008983825,81.69219541549683,1.0,0.4189424,100,0.0015357811,22.79,209.81674889425395,,10.496040887832642
23122,1100,,0.0029121283,0.0009670935,89.43127202987671,1.0,0.4189424,100,0.0029121283,22.52,207.18109273366855,,9.08631175994873
25427,1200,,0.0028689974,0.0009003319,97.42838716506958,1.0,0.4189424,100,0.0028689974,23.05,212.0808772055295,,12.283714637756347
27795,1300,,0.003080499,0.0009674657,105.02495646476746,1.0,0.4189424,100,0.003080499,23.68,218.0551846696774,,10.866985340118408
30179,1400,,0.002134773,0.00096799806,114.10595917701721,1.0,0.4189424,100,0.002134773,23.84,219.45145681084654,,11.517801656723023
32592,1500,,0.0017114172,0.0008608092,122.85350942611694,1.0,0.4189424,100,0.0017114172,24.13,222.16703705621055,,9.561734094619752
35154,1600,,0.0016518878,0.0009419717,131.2594289779663,1.0,0.4189424,100,0.0016518878,25.62,236.05869727246886,,14.403595056533813
37605,1700,,0.0023906482,0.00091771747,139.46862244606018,1.0,0.4189424,100,0.0023906482,24.51,225.67385421426877,,11.147399778366088
40069,1800,,0.0024604676,0.00095999724,147.76825428009033,1.0,0.4189424,100,0.0024604676,24.64,226.87887165442788,,12.367917423248292
42665,1900,,0.0017997539,0.0009473089,155.97954058647156,1.0,0.4189424,100,0.0017997539,25.96,239.250086759306,,14.207114295959473
45188,2000,,0.0021750012,0.0008945137,164.65887665748596,1.0,0.4189424,100,0.0021750012,25.23,232.39527996196313,,13.925225820541382
47729,2100,,0.0021112761,0.000977718,173.75556349754333,1.0,0.4189424,100,0.0021112761,25.41,233.9904875189711,,12.984494543075561
50290,2200,,0.0023482104,0.0008843977,183.4164400100708,1.0,0.4189424,100,0.0023482104,25.61,236.01142268793032,,13.164976644515992
52816,2300,,0.003147536,0.0009209707,191.95055627822876,1.0,0.4189424,100,0.003147536,25.26,232.76070800874004,,15.136811714172364
55490,2400,,0.002645758,0.00089216843,201.0298614501953,1.0,0.4189424,100,0.002645758,26.74,246.43730547958083,,13.741185274124145
58227,2500,,0.0022416501,0.00084299047,209.5481662750244,1.0,0.4189424,100,0.0022416501,27.37,252.47649151642588,,15.702670021057129
60888,2600,,0.0014947169,0.0008458548,219.06325364112854,1.0,0.4189424,100,0.0014947169,26.61,245.37115222037244,,13.706597995758056
63511,2700,,0.0030167322,0.000947153,227.61415433883667,1.0,0.4189424,100,0.0030167322,26.23,241.87168221257656,,14.963189935684204
66114,2800,,0.0021146464,0.00092460535,236.82696509361267,1.0,0.4189424,100,0.0021146464,26.03,239.89542469506762,,17.339214906692504
68845,2900,,0.0021360859,0.00095654605,245.9391393661499,1.0,0.4189424,100,0.0021360859,27.31,251.9994774292306,,14.400154771804809
71537,3000,,0.0030357824,0.00097473146,255.11709237098694,1.0,0.4189424,100,0.0030357824,26.92,248.14855931342464,,12.764869871139526
74171,3100,,0.0025373788,0.00088103826,263.8477416038513,1.0,0.4189424,100,0.0025373788,26.34,242.75945864399375,,12.80311240196228
76903,3200,,0.002536405,0.0008082404,273.2000036239624,1.0,0.4189424,100,0.002536405,27.32,251.78223475173658,,15.01202706336975
79610,3300,,0.0018505958,0.00089588045,281.92256140708923,1.0,0.4189424,100,0.0018505958,27.07,249.51843121533364,,15.056032466888428
82324,3400,,0.001545561,0.00091548415,290.43648195266724,1.0,0.4189424,100,0.001545561,27.14,250.29607681428726,,13.089557514190673
84947,3500,,0.0012693151,0.0009932405,299.77586555480957,1.0,0.4189424,100,0.0012693151,26.23,241.83344131985967,,16.407797241210936
87640,3600,,0.0021338589,0.0008192322,309.08617973327637,1.0,0.4189424,100,0.0021338589,26.93,248.42764583950458,,13.187767181396485
90405,3700,,0.0013946362,0.0008912998,317.43141198158264,1.0,0.4189424,100,0.0013946362,27.65,255.1507365872306,,14.369463367462158
93145,3800,,0.0022929243,0.00097560335,324.99320244789124,1.0,0.4189424,100,0.0022929243,27.4,252.77215004226778,,15.613454103469849
95932,3900,,0.0026637986,0.000977397,333.5216109752655,1.0,0.4189424,100,0.0026637986,27.87,257.1248398032642,,17.66200951576233
98718,4000,,0.0024967054,0.000860889,342.7825801372528,1.0,0.4189424,100,0.0024967054,27.86,256.9795738600095,,13.940943775177002
