Step_size,DiscEpRewMean,EpisodesSoFar,TimestepsSoFar,surrgain,EpLenMean,entropy,TimeElapsed,meankl,EpThisIter,entloss,EpRewMean,ev_tdlam_before,optimgain
1.0,20.131202659606934,6800,174540,0.004031583,30.3,0.4189424,450.0350921154022,0.00097281625,100,,279.7643415629556,,0.004031583
1.0,13.699041414260865,6900,177420,0.0022047716,28.8,0.4189424,456.7462830543518,0.00091209257,100,,265.70875373666286,,0.0022047716
1.0,18.09565902709961,7000,180321,0.0033041502,29.01,0.4189424,463.8809394836426,0.0009718967,100,,267.6886043616026,,0.0033041502
1.0,18.519541540145873,7100,183317,0.0029072727,29.96,0.4189424,469.88705825805664,0.0009655972,100,,276.74302297302813,,0.0029072727
1.0,15.795713586807251,7200,186251,0.002368689,29.34,0.4189424,476.72501611709595,0.0009260414,100,,271.01455434532085,,0.002368689
1.0,15.318869218826293,7300,189164,0.0029772462,29.13,0.4189424,483.8267891407013,0.00094071886,100,,268.7130700010596,,0.0029772462
1.0,14.653494930267334,7400,191942,0.0024717394,27.78,0.4189424,490.38373041152954,0.0009166253,100,,256.31125432769466,,0.0024717394
1.0,14.307753267288208,7500,194849,0.0025803046,29.07,0.4189424,497.0042107105255,0.00092766416,100,,268.47503257860745,,0.0025803046
1.0,16.695747079849244,7600,197766,0.0026441822,29.17,0.4189424,503.6804358959198,0.0009191053,100,,269.3554717174937,,0.0026441822
1.0,16.49415006637573,7700,200624,0.0028445025,28.58,0.4189424,510.7086181640625,0.0009366195,100,,263.92775972247324,,0.0028445025
1.0,16.003732137680053,7800,203586,0.0019303983,29.62,0.4189424,517.961092710495,0.0008204556,100,,273.5482889601959,,0.0019303983
1.0,15.138902130126953,7900,206387,0.0014101597,28.01,0.4189424,525.288384437561,0.0006931282,100,,258.7264082702526,,0.0014101597
1.0,16.370093212127685,8000,209268,0.0018162397,28.81,0.4189424,532.6085095405579,0.00096602354,100,,266.172903818667,,0.0018162397
1.0,14.873460731506349,8100,212139,0.0017057785,28.71,0.4189424,539.6684846878052,0.0007813594,100,,265.33201632294583,,0.0017057785
1.0,15.694465179443359,8200,215003,0.0029482103,28.64,0.4189424,546.8614239692688,0.00089395285,100,,264.57173627926693,,0.0029482103
1.0,16.046597404479982,8300,217814,0.0025180886,28.11,0.4189424,552.7244017124176,0.000868465,100,,259.5638067402199,,0.0025180886
1.0,14.487589492797852,8400,220765,0.0031027314,29.51,0.4189424,560.3888852596283,0.000892816,100,,272.8169750935042,,0.0031027314
1.0,20.14076445579529,8500,223799,0.0024771246,30.34,0.4189424,567.2858924865723,0.00081846083,100,,280.32840517296665,,0.0024771246
1.0,16.911860961914062,8600,226736,0.0027553912,29.37,0.4189424,573.9965748786926,0.00090082944,100,,271.4719032679757,,0.0027553912
1.0,19.345795040130614,8700,229755,0.0017342117,30.19,0.4189424,581.1048085689545,0.00091831904,100,,279.09465735500237,,0.0017342117
1.0,15.607653245925903,8800,232759,0.0017838086,30.04,0.4189424,588.1407198905945,0.0009102394,100,,277.56678703609606,,0.0017838086
1.0,17.40162883758545,8900,235761,0.0028893133,30.02,0.4189424,595.4687044620514,0.0008963945,100,,277.53197665015176,,0.0028893133
1.0,16.90129777908325,9000,238652,0.0033541964,28.91,0.4189424,602.6056032180786,0.00091051316,100,,266.95472970012264,,0.0033541964
1.0,15.269926767349244,9100,241592,0.0024755753,29.4,0.4189424,609.9522221088409,0.0009602724,100,,271.4887720255041,,0.0024755753
1.0,16.072483129501343,9200,244562,0.0016295114,29.7,0.4189424,617.612295627594,0.0009369049,100,,274.5082108458375,,0.0016295114
1.0,15.488423557281495,9300,247439,0.0032637708,28.77,0.4189424,625.4638857841492,0.00096281,100,,265.6669187622863,,0.0032637708
1.0,18.86635619163513,9400,250464,0.0027542834,30.25,0.4189424,632.6903486251831,0.00076528074,100,,279.6140908687888,,0.0027542834
1.0,18.28501021385193,9500,253337,0.0029432478,28.73,0.4189424,640.0183246135712,0.0009944624,100,,265.4123680108293,,0.0029432478
1.0,12.813455257415772,9600,256204,0.0015551196,28.67,0.4189424,647.1562631130219,0.00086027023,100,,264.90397120828095,,0.0015551196
1.0,18.216095876693725,9700,259180,0.0016714715,29.76,0.4189424,654.0751368999481,0.0008699527,100,,274.8333252997954,,0.0016714715
1.0,18.21542716026306,9800,262157,0.002357605,29.77,0.4189424,661.1514937877655,0.00093726674,100,,275.0768620384373,,0.002357605
1.0,20.895022802352905,9900,265220,0.0023336017,30.63,0.4189424,668.01526927948,0.0009694163,100,,283.0752287506781,,0.0023336017
1.0,17.65822501182556,10000,268178,0.0019682215,29.58,0.4189424,675.4012696743011,0.00096617907,100,,273.2702923539138,,0.0019682215
1.0,16.016558990478515,10100,271137,0.002164897,29.59,0.4189424,682.1567966938019,0.00097038725,100,,273.49411204528053,,0.002164897
1.0,15.342760152816773,10200,274067,0.0028753912,29.3,0.4189424,689.5446546077728,0.0009242337,100,,270.696856405558,,0.0028753912
1.0,16.799855051040648,10300,276945,0.001624423,28.78,0.4189424,697.0066299438477,0.0009648213,100,,265.7280767801643,,0.001624423
1.0,16.96370125770569,10400,279928,0.0019622082,29.83,0.4189424,704.3619771003723,0.00092449476,100,,275.37852130018837,,0.0019622082
1.0,21.177733364105226,10500,282962,0.002256475,30.34,0.4189424,711.8351900577545,0.0008829328,100,,280.17780639506464,,0.002256475
1.0,15.110204076766967,10600,285954,0.002233098,29.92,0.4189424,718.6891250610352,0.00094918197,100,,276.28495825532497,,0.002233098
1.0,19.193824644088746,10700,288988,0.0019893826,30.34,0.4189424,725.6548285484314,0.0009017464,100,,280.28111156848155,,0.0019893826
1.0,18.166362743377686,10800,292055,0.0025970812,30.67,0.4189424,732.8190982341766,0.00093466643,100,,283.24917016043474,,0.0025970812
1.0,14.838559818267822,10900,295042,0.0017942896,29.87,0.4189424,739.9904186725616,0.0009147069,100,,275.9764961596705,,0.0017942896
1.0,19.403033628463746,11000,298069,0.0017613507,30.27,0.4189424,747.3283023834229,0.0009508965,100,,279.6646820049997,,0.0017613507
1.0,18.70093074798584,11100,301091,0.0031756477,30.22,0.4189424,753.8398244380951,0.0008443226,100,,279.22621953548884,,0.0031756477
1.0,17.834984550476076,11200,304149,0.002091185,30.58,0.4189424,761.0041916370392,0.0008462523,100,,282.42162828085833,,0.002091185
1.0,20.71874147415161,11300,307169,0.000884832,30.2,0.4189424,767.9504532814026,0.00089593034,100,,278.80500403501196,,0.000884832
1.0,21.141243658065797,11400,310249,0.0024732307,30.8,0.4189424,774.9492268562317,0.0009504068,100,,284.41310514213154,,0.0024732307
1.0,19.441843500137328,11500,313429,0.0022956375,31.8,0.4189424,782.4686503410339,0.0009654274,100,,293.72403529892085,,0.0022956375
1.0,20.27048201560974,11600,316560,0.0017343806,31.31,0.4189424,790.0895292758942,0.0008364554,100,,289.2763063462896,,0.0017343806
1.0,20.661276321411133,11700,319641,0.003027863,30.81,0.4189424,796.8720963001251,0.0009291732,100,,284.3621896208777,,0.003027863
1.0,21.73944796562195,11800,322818,0.0033456902,31.77,0.4189424,803.8604252338409,0.00087852526,100,,293.6500648562819,,0.0033456902
1.0,18.62194242477417,11900,325906,0.0034050702,30.88,0.4189424,811.5849072933197,0.00088604615,100,,285.1886726112373,,0.0034050702
1.0,19.676415662765503,12000,329140,0.0023481732,32.34,0.4189424,818.5642099380493,0.0008142346,100,,298.87248511317017,,0.0023481732
1.0,23.19637328147888,12100,332297,0.0029018922,31.57,0.4189424,825.5448067188263,0.00086899294,100,,291.5075648740704,,0.0029018922
1.0,21.46680682182312,12200,335559,0.0031345529,32.62,0.4189424,832.1216878890991,0.0009861696,100,,301.5343654481283,,0.0031345529
1.0,18.93117540359497,12300,338659,0.0020153827,31.0,0.4189424,839.3697352409363,0.00093585683,100,,286.4278955407761,,0.0020153827
1.0,20.34327028274536,12400,341905,0.00251161,32.46,0.4189424,846.70001745224,0.00083961996,100,,300.0205369153272,,0.00251161
1.0,21.283454284667968,12500,345124,0.0021586104,32.19,0.4189424,854.3555810451508,0.0008653107,100,,297.5013018419688,,0.0021586104
1.0,20.173246259689332,12600,348192,0.0022470178,30.68,0.4189424,861.6277673244476,0.00090407254,100,,283.3721965388551,,0.0022470178
1.0,22.03826368331909,12700,351378,0.0027114428,31.86,0.4189424,869.052253484726,0.0009030159,100,,294.39571240170613,,0.0027114428
1.0,20.93346199989319,12800,354503,0.0017141303,31.25,0.4189424,876.280531167984,0.0009713519,100,,288.62317196220926,,0.0017141303
1.0,19.6393501663208,12900,357655,0.0021434526,31.52,0.4189424,883.2594978809357,0.0009818503,100,,291.39367448013513,,0.0021434526
1.0,19.32209352493286,13000,360875,0.0032031408,32.2,0.4189424,890.301885843277,0.0009411396,100,,297.62822657960885,,0.0032031408
1.0,18.851353998184205,13100,363914,0.0024025647,30.39,0.4189424,897.5221853256226,0.0009068797,100,,280.739659822605,,0.0024025647
1.0,21.140464181900025,13200,367077,0.0029300961,31.63,0.4189424,904.6880233287811,0.00089610415,100,,292.1569929502199,,0.0029300961
1.0,20.69423583984375,13300,370164,0.0015077906,30.87,0.4189424,911.9723575115204,0.0008757377,100,,285.32056927352636,,0.0015077906
1.0,21.814014472961425,13400,373326,0.0025121,31.62,0.4189424,919.2878787517548,0.0009690532,100,,292.16741365082447,,0.0025121
1.0,18.473713846206664,13500,376562,0.0031132726,32.36,0.4189424,926.7023038864136,0.00095651456,100,,298.9281218190956,,0.0031132726
1.0,20.59781879425049,13600,379769,0.0021359983,32.07,0.4189424,933.8579485416412,0.0009634317,100,,296.49353164609767,,0.0021359983
1.0,20.071841773986815,13700,382920,0.0018583939,31.51,0.4189424,940.7228322029114,0.0009097071,100,,291.30810229238165,,0.0018583939
1.0,19.306134881973268,13800,386078,0.004454822,31.58,0.4189424,947.9750280380249,0.00092721847,100,,291.85352424541094,,0.004454822
1.0,20.334017715454102,13900,389261,0.0020116095,31.83,0.4189424,954.9837102890015,0.00088917895,100,,294.30411256873055,,0.0020116095
1.0,20.506016998291017,14000,392336,0.0010051874,30.75,0.4189424,962.3291211128235,0.00085116463,100,,283.87053983464324,,0.0010051874
1.0,19.480941915512084,14100,395423,0.0035187472,30.87,0.4189424,968.9801948070526,0.00092442275,100,,285.09139800259,,0.0035187472
1.0,21.263007917404174,14200,398535,0.0022070105,31.12,0.4189424,975.9174194335938,0.00090019,100,,287.34912222049365,,0.0022070105
1.0,19.11296757698059,14300,401637,0.0014967549,31.02,0.4189424,982.9812002182007,0.00074144587,100,,286.4259176860076,,0.0014967549
1.0,20.531559886932374,14400,404835,0.0020800286,31.98,0.4189424,989.9812655448914,0.0008501348,100,,295.5055751299681,,0.0020800286
1.0,21.22201274871826,14500,408087,0.0018861969,32.52,0.4189424,997.2343990802765,0.00085162476,100,,300.3747808488325,,0.0018861969
1.0,20.420691022872926,14600,411225,0.0027526764,31.38,0.4189424,1004.6411645412445,0.0008212844,100,,289.8574566441255,,0.0027526764
1.0,21.73439814567566,14700,414385,0.0022674054,31.6,0.4189424,1011.5959022045135,0.0007783142,100,,292.0661281815812,,0.0022674054
1.0,21.963852863311768,14800,417718,0.0027268536,33.33,0.4189424,1018.3334701061249,0.0009287307,100,,308.07345653540415,,0.0027268536
1.0,22.113677158355713,14900,421006,0.0025970526,32.88,0.4189424,1025.9508616924286,0.00096216006,100,,303.81727117582864,,0.0025970526
1.0,20.44208769798279,15000,424344,0.0020748612,33.38,0.4189424,1032.8230805397034,0.0008194226,100,,308.6211771309244,,0.0020748612
1.0,20.791729011535644,15100,427708,0.001962555,33.64,0.4189424,1040.3142368793488,0.0006870904,100,,311.02468788922823,,0.001962555
1.0,19.83431354522705,15200,430997,0.002177755,32.89,0.4189424,1048.2959158420563,0.0009113441,100,,303.851887859987,,0.002177755
1.0,24.23974165916443,15300,434333,0.0023779867,33.36,0.4189424,1054.8487348556519,0.0008583655,100,,308.3428266652977,,0.0023779867
1.0,21.899049863815307,15400,437627,0.0013271335,32.94,0.4189424,1061.3335583209991,0.0008347595,100,,304.3437730862452,,0.0013271335
1.0,20.580906534194945,15500,440912,0.0032081278,32.85,0.4189424,1069.2747452259064,0.000990734,100,,303.4987257589565,,0.0032081278
1.0,25.690897283554076,15600,444257,0.0032152103,33.45,0.4189424,1076.8293759822845,0.0009179628,100,,309.0760140676973,,0.0032152103
1.0,20.391619300842287,15700,447506,0.0019775347,32.49,0.4189424,1083.6823811531067,0.000879318,100,,300.1813308602594,,0.0019775347
1.0,20.78443000793457,15800,450807,0.00338977,33.01,0.4189424,1091.6529927253723,0.00091090624,100,,305.00649781084735,,0.00338977
1.0,25.241057748794557,15900,454134,0.0039173,33.27,0.4189424,1097.988979101181,0.00091995194,100,,307.52852893492434,,0.0039173
1.0,22.288338623046876,16000,457414,0.002196299,32.8,0.4189424,1104.5901789665222,0.0009749504,100,,302.97075196369684,,0.002196299
1.0,20.645559244155884,16100,460730,0.002498243,33.16,0.4189424,1112.4333493709564,0.0008560948,100,,306.4195997130414,,0.002498243
1.0,18.973518934249878,16200,463985,0.002962785,32.55,0.4189424,1119.7855846881866,0.00095462403,100,,300.775732436628,,0.002962785
1.0,20.920587701797487,16300,467285,0.0024220156,33.0,0.4189424,1127.104103565216,0.0007947746,100,,305.08737393126796,,0.0024220156
1.0,20.881733770370484,16400,470650,0.0019510479,33.65,0.4189424,1134.2087242603302,0.0008724921,100,,311.1381121105692,,0.0019510479
1.0,22.262368927001955,16500,473918,0.0040282323,32.68,0.4189424,1140.9388010501862,0.000899489,100,,302.0925056238416,,0.0040282323
1.0,20.967639446258545,16600,477203,0.0020386032,32.85,0.4189424,1148.138260602951,0.0009867481,100,,303.59390146989807,,0.0020386032
1.0,21.662871990203858,16700,480556,0.00402166,33.53,0.4189424,1155.616120815277,0.000987562,100,,310.020639945882,,0.00402166
1.0,20.773874311447145,16800,483846,0.0014191517,32.9,0.4189424,1163.0695142745972,0.0007433022,100,,303.96074506121124,,0.0014191517
1.0,22.690310983657838,16900,487179,0.0020090418,33.33,0.4189424,1170.538643360138,0.00094841386,100,,308.089020793722,,0.0020090418
1.0,22.834769802093504,17000,490560,0.0012913068,33.81,0.4189424,1177.4824194908142,0.0009046768,100,,312.53203348233876,,0.0012913068
1.0,21.792304906845093,17100,493931,0.00239166,33.71,0.4189424,1184.923775434494,0.0009312797,100,,311.50680228056984,,0.00239166
1.0,22.001131467819214,17200,497321,0.0025548353,33.9,0.4189424,1191.8610472679138,0.00095588923,100,,313.2402910278769,,0.0025548353
1.0,23.044966325759887,17300,500639,0.0017913986,33.18,0.4189424,1199.139183998108,0.0009171425,100,,306.7467315234418,,0.0017913986
1.0,21.314500856399537,17400,504103,0.0023514328,34.64,0.4189424,1207.1383593082428,0.0009583788,100,,320.2517130929611,,0.0023514328
1.0,22.22164918899536,17500,507523,0.00240042,34.2,0.4189424,1214.0216963291168,0.0009324324,100,,316.1220090546901,,0.00240042
1.0,20.60524383544922,17600,510933,0.0030194793,34.1,0.4189424,1221.6146094799042,0.0008662592,100,,315.2922074599351,,0.0030194793
1.0,24.84445450782776,17700,514339,0.0016863354,34.06,0.4189424,1228.248507976532,0.00086619635,100,,314.77852725220555,,0.0016863354
1.0,21.734781885147093,17800,517791,0.002799989,34.52,0.4189424,1235.5806782245636,0.0009346765,100,,319.35539467643093,,0.002799989
1.0,24.277534132003783,17900,521231,0.0031139331,34.4,0.4189424,1242.6787621974945,0.00089463,100,,318.14159388288664,,0.0031139331
1.0,22.183091373443602,18000,524671,0.0016635945,34.4,0.4189424,1250.1536898612976,0.0009828041,100,,317.87987630130834,,0.0016635945
1.0,24.075346803665163,18100,528137,0.0021778576,34.66,0.4189424,1257.454650402069,0.00091620156,100,,320.52277066034895,,0.0021778576
1.0,23.49331244468689,18200,531597,0.001563793,34.6,0.4189424,1265.3532593250275,0.0006974736,100,,319.94529639941015,,0.001563793
1.0,21.036972169876098,18300,535084,0.0035017864,34.87,0.4189424,1272.6550827026367,0.00084169954,100,,322.4907218806944,,0.0035017864
1.0,23.055642681121824,18400,538520,0.0028191742,34.36,0.4189424,1279.961877822876,0.0008996039,100,,317.6444023968298,,0.0028191742
1.0,23.875297403335573,18500,541997,0.0019713433,34.77,0.4189424,1287.4260001182556,0.0009798565,100,,321.4885058494443,,0.0019713433
1.0,23.23177328109741,18600,545433,0.0028533651,34.36,0.4189424,1294.7539093494415,0.00082290487,100,,317.6462408256704,,0.0028533651
1.0,22.2149596118927,18700,548872,0.0022117144,34.39,0.4189424,1302.086548089981,0.00093896856,100,,317.991852181646,,0.0022117144
1.0,21.729454345703125,18800,552267,0.003516795,33.95,0.4189424,1309.1017208099365,0.0009540642,100,,313.9407078735083,,0.003516795
1.0,23.127954177856445,18900,555777,0.0027603845,35.1,0.4189424,1317.003895521164,0.00087226316,100,,324.6216828660425,,0.0027603845
1.0,21.41399437904358,19000,559270,0.0018279791,34.93,0.4189424,1324.2894732952118,0.00094738917,100,,323.13300487371316,,0.0018279791
1.0,22.983257179260253,19100,562768,0.002726493,34.98,0.4189424,1331.0761349201202,0.00094634946,100,,323.61086051900116,,0.002726493
1.0,20.304819107055664,19200,566200,0.0024837055,34.32,0.4189424,1338.7562391757965,0.0009763067,100,,317.2494491602218,,0.0024837055
1.0,23.59142439842224,19300,569680,0.0024834925,34.8,0.4189424,1345.622725725174,0.0009935007,100,,321.8952865530402,,0.0024834925
1.0,20.777806911468506,19400,573108,0.0017479381,34.28,0.4189424,1352.8692321777344,0.0009858283,100,,317.1637444215345,,0.0017479381
1.0,23.043553485870362,19500,576601,0.0024217058,34.93,0.4189424,1360.1531059741974,0.000950178,100,,322.9494705958261,,0.0024217058
1.0,21.25867322921753,19600,580056,0.0020840939,34.55,0.4189424,1367.7915649414062,0.000957684,100,,319.57481613628687,,0.0020840939
1.0,26.20851078033447,19700,583485,0.0036106359,34.29,0.4189424,1375.0736336708069,0.00095605245,100,,317.01278992400165,,0.0036106359
1.0,25.362785930633546,19800,587075,0.002053539,35.9,0.4189424,1382.7753562927246,0.0008098802,100,,332.1416980139088,,0.002053539
1.0,24.872406616210938,19900,590567,0.0034889106,34.92,0.4189424,1390.0333487987518,0.00088335894,100,,322.70384561054163,,0.0034889106
1.0,22.861718587875366,20000,593972,0.0024766796,34.05,0.4189424,1397.2440609931946,0.0009637989,100,,314.7731526890928,,0.0024766796
1.0,23.80458884239197,20100,597429,0.002642346,34.57,0.4189424,1404.434829235077,0.000920513,100,,319.5880689382082,,0.002642346
