ev_tdlam_before,EpisodesSoFar,DiscEpRewMean,EpThisIter,TimestepsSoFar,EpLenMean,meankl,TimeElapsed,surrgain,EpRewMean,entloss,optimgain,Step_size,entropy
,20100,18.934750871658323,100,578857,31.93,0.00095419836,2150.229987382889,0.0021205097,294.8163224768265,,0.0021205097,1.0,0.4189424
,20200,19.94759880065918,100,582041,31.84,0.00096324953,2158.741683959961,0.0026180209,293.997339455594,,0.0026180209,1.0,0.4189424
,20300,21.402889137268065,100,585157,31.16,0.0009449804,2168.0308589935303,0.002804857,287.8040334319714,,0.002804857,1.0,0.4189424
,20400,20.629287128448485,100,588428,32.71,0.0008349831,2177.3016200065613,0.002784233,302.17700169032383,,0.002784233,1.0,0.4189424
,20500,20.738265085220338,100,591680,32.52,0.00096115784,2189.893655061722,0.0029558563,300.5285476915649,,0.0029558563,1.0,0.4189424
,20600,17.775444564819335,100,595004,33.24,0.0009346228,2201.275420665741,0.0026134888,307.27880998956573,,0.0026134888,1.0,0.4189424
,20700,20.060656824111938,100,598237,32.33,0.0009047246,2212.9414069652557,0.0028342875,298.7391206427408,,0.0028342875,1.0,0.4189424
,20800,19.322921867370606,100,601500,32.63,0.0009295957,2222.5043654441833,0.0023687417,301.5558189888185,,0.0023687417,1.0,0.4189424
,20900,18.53846710205078,100,604714,32.14,0.0009249472,2235.7598538398743,0.0022342096,296.8683250228271,,0.0022342096,1.0,0.4189424
,21000,20.060265007019044,100,607952,32.38,0.00084779493,2246.1769058704376,0.0023630308,299.0810085476815,,0.0023630308,1.0,0.4189424
,21100,17.704765310287474,100,611041,30.89,0.0009156413,2256.989328145981,0.0020267623,285.10392310307884,,0.0020267623,1.0,0.4189424
,21200,20.441912965774534,100,614113,30.72,0.00079291855,2270.4916734695435,0.0015388342,283.7746284951053,,0.0015388342,1.0,0.4189424
,21300,20.180230417251586,100,617219,31.06,0.00093460525,2283.1465265750885,0.0032010798,286.75164554238626,,0.0032010798,1.0,0.4189424
,21400,22.28148356437683,100,620276,30.57,0.00095357775,2294.327620744705,0.0020217767,282.2667402523523,,0.0020217767,1.0,0.4189424
,21500,22.498294591903687,100,623452,31.76,0.0009217456,2304.778607606888,0.0017988334,293.4045746668968,,0.0017988334,1.0,0.4189424
,21600,18.176223945617675,100,626604,31.52,0.00084479403,2312.8978555202484,0.0021801556,291.0982729144135,,0.0021801556,1.0,0.4189424
,21700,20.90457754135132,100,629816,32.12,0.00094572833,2322.190878391266,0.0028566583,296.71669494696863,,0.0028566583,1.0,0.4189424
,21800,20.755047092437746,100,633035,32.19,0.00093327154,2332.8614888191223,0.00247058,297.4451425525336,,0.00247058,1.0,0.4189424
,21900,21.610475921630858,100,636175,31.4,0.0008722933,2344.2394604682922,0.0022720336,290.1334160069836,,0.0022720336,1.0,0.4189424
,22000,21.631014366149902,100,639456,32.81,0.000875752,2355.9135613441467,0.0025567675,303.0734296875946,,0.0025567675,1.0,0.4189424
,22100,22.881677236557007,100,642759,33.03,0.0009544745,2367.784770965576,0.0020630918,305.1627775584363,,0.0020630918,1.0,0.4189424
,22200,23.85075433731079,100,645971,32.12,0.0009087991,2378.112515449524,0.0026911178,296.71703150979204,,0.0026911178,1.0,0.4189424
,22300,19.027752227783203,100,649394,34.23,0.0008859949,2388.2859711647034,0.0030331744,316.36946032331434,,0.0030331744,1.0,0.4189424
,22400,22.64007830619812,100,652687,32.93,0.00097620115,2400.6646463871,0.0027754887,304.2740484249168,,0.0027754887,1.0,0.4189424
,22500,21.653072690963747,100,655954,32.67,0.00077695906,2413.146154642105,0.0022976175,301.95592307016267,,0.0022976175,1.0,0.4189424
,22600,18.735436925888063,100,659203,32.49,0.00096690934,2425.1853408813477,0.002388175,300.2302077809108,,0.002388175,1.0,0.4189424
,22700,21.710611906051636,100,662611,34.08,0.0009155462,2435.893246412277,0.0027629638,315.1841306099548,,0.0027629638,1.0,0.4189424
,22800,21.188349437713622,100,665953,33.42,0.00094378233,2445.8555057048798,0.0022339677,308.9380804575237,,0.0022339677,1.0,0.4189424
,22900,22.22022834777832,100,669195,32.42,0.00087920914,2456.7256100177765,0.0026660743,299.4488954892646,,0.0026660743,1.0,0.4189424
,23000,19.443085689544677,100,672577,33.82,0.0009528704,2468.4550111293793,0.0027290296,312.73180798766623,,0.0027290296,1.0,0.4189424
,23100,20.704916334152223,100,675920,33.43,0.0009327594,2479.4884843826294,0.0022618042,308.88745491231464,,0.0022618042,1.0,0.4189424
,23200,21.672802724838256,100,679121,32.01,0.0008941336,2488.315093755722,0.0021667315,295.55459259308566,,0.0021667315,1.0,0.4189424
,23300,21.582576189041138,100,682514,33.93,0.00097630144,2496.7140023708344,0.0035533991,313.89462747185337,,0.0035533991,1.0,0.4189424
,23400,22.671079998016356,100,685972,34.58,0.000961799,2507.448582649231,0.0019902622,319.6187184395449,,0.0019902622,1.0,0.4189424
,23500,24.0978750705719,100,689364,33.92,0.0009900341,2520.5177788734436,0.0027853888,313.3051510022917,,0.0027853888,1.0,0.4189424
,23600,21.483439741134642,100,692737,33.73,0.0009737604,2533.6753344535828,0.0015839818,311.72155720414565,,0.0015839818,1.0,0.4189424
,23700,21.69549892425537,100,696076,33.39,0.0009783353,2545.0621571540833,0.0023980443,308.510453785101,,0.0023980443,1.0,0.4189424
,23800,19.909475917816163,100,699421,33.45,0.000848911,2557.4667532444,0.0026368941,309.13102467610906,,0.0026368941,1.0,0.4189424
,23900,19.02175768852234,100,702704,32.83,0.00072747376,2569.559065580368,0.0021751847,303.2946896882639,,0.0021751847,1.0,0.4189424
,24000,20.526304302215575,100,705965,32.61,0.0009143358,2585.4065566062927,0.0023803997,301.2291363581932,,0.0023803997,1.0,0.4189424
,24100,21.04621615409851,100,709258,32.93,0.0009417647,2597.082542657852,0.003339365,304.3181094309432,,0.003339365,1.0,0.4189424
,24200,20.203802766799928,100,712523,32.65,0.00093845435,2606.960654735565,0.0024903517,301.82778757186253,,0.0024903517,1.0,0.4189424
,24300,21.469892559051512,100,715841,33.18,0.00096811005,2615.795027256012,0.0024516135,306.54199241180044,,0.0024516135,1.0,0.4189424
,24400,25.30509274482727,100,719189,33.48,0.0008929312,2625.102541208267,0.0023641207,309.6295029938388,,0.0023641207,1.0,0.4189424
,24500,21.17844880104065,100,722582,33.93,0.00078342605,2636.63405585289,0.0016304797,313.72865480412014,,0.0016304797,1.0,0.4189424
,24600,21.95058032989502,100,726014,34.32,0.0009272174,2647.7869498729706,0.0021956488,317.2423691815737,,0.0021956488,1.0,0.4189424
,24700,22.06652636528015,100,729349,33.35,0.0009605733,2656.2264518737793,0.0015821082,307.9961207989902,,0.0015821082,1.0,0.4189424
,24800,21.49354166984558,100,732718,33.69,0.000893389,2666.121460199356,0.0018689538,311.28495636060927,,0.0018689538,1.0,0.4189424
,24900,21.20127028465271,100,736130,34.12,0.0008889328,2678.1140325069427,0.001798842,315.32380494900667,,0.001798842,1.0,0.4189424
,25000,22.014525356292726,100,739559,34.29,0.00087450934,2689.8097038269043,0.002734826,316.8826564470422,,0.002734826,1.0,0.4189424
,25100,24.098401641845705,100,742825,32.66,0.0008542388,2701.3209567070007,0.0019846638,301.73001198842115,,0.0019846638,1.0,0.4189424
,25200,21.406739473342896,100,746145,33.2,0.00088872743,2713.2609202861786,0.0025823438,306.85746392674855,,0.0025823438,1.0,0.4189424
,25300,23.888021955490114,100,749589,34.44,0.0008527469,2725.024758577347,0.0026767824,318.2974052835383,,0.0026767824,1.0,0.4189424
,25400,22.798814096450805,100,753015,34.26,0.0006541739,2734.998875617981,0.0014160898,316.6742505682541,,0.0014160898,1.0,0.4189424
,25500,23.794462623596193,100,756561,35.46,0.00092858385,2745.2490978240967,0.0026887078,327.788572137634,,0.0026887078,1.0,0.4189424
,25600,20.45769287109375,100,759978,34.17,0.0007287889,2755.7468750476837,0.0017538473,315.8371503499396,,0.0017538473,1.0,0.4189424
,25700,22.891023740768432,100,763461,34.83,0.0009460236,2769.3716835975647,0.0014889634,321.95533385739037,,0.0014889634,1.0,0.4189424
,25800,24.683520307540892,100,766990,35.29,0.0009120379,2782.2873768806458,0.0026315735,326.2935857825115,,0.0026315735,1.0,0.4189424
,25900,23.03537431716919,100,770498,35.08,0.00092085695,2791.88050365448,0.0016185298,324.33969156303573,,0.0016185298,1.0,0.4189424
,26000,22.461018657684328,100,773860,33.62,0.0008838123,2805.609239578247,0.0016433798,310.77749569729224,,0.0016433798,1.0,0.4189424
,26100,22.3480184173584,100,777206,33.46,0.00089777075,2818.9330780506134,0.002528766,309.2662531272324,,0.002528766,1.0,0.4189424
,26200,22.120355758666992,100,780592,33.86,0.0008899277,2829.275301218033,0.0028130142,313.0957585104817,,0.0028130142,1.0,0.4189424
,26300,28.426421327590944,100,784155,35.63,0.00076632306,2841.596331834793,0.0013614434,329.66915228364655,,0.0013614434,1.0,0.4189424
,26400,20.310708122253416,100,787519,33.64,0.0009147746,2853.366449356079,0.0021956759,310.9073617284542,,0.0021956759,1.0,0.4189424
,26500,19.979354066848757,100,790883,33.64,0.00087419787,2866.8959147930145,0.0019492108,311.18536440035155,,0.0019492108,1.0,0.4189424
,26600,24.529152717590332,100,794416,35.33,0.00092418963,2878.7718136310577,0.0026647057,326.9913663266732,,0.0026647057,1.0,0.4189424
,26700,25.732440404891967,100,797949,35.33,0.00095374795,2890.5588777065277,0.002009345,326.5587000832349,,0.002009345,1.0,0.4189424
,26800,26.523271617889403,100,801580,36.31,0.0008693368,2901.677345275879,0.0028554022,335.88365136467786,,0.0028554022,1.0,0.4189424
,26900,25.144323291778566,100,805040,34.6,0.0009067265,2916.4919803142548,0.0024975147,319.9720178328738,,0.0024975147,1.0,0.4189424
,27000,20.700981092453002,100,808473,34.33,0.0009715823,2930.294905424118,0.002544907,317.3403287400408,,0.002544907,1.0,0.4189424
,27100,22.927350759506226,100,811926,34.53,0.0007942424,2940.410961151123,0.0024176582,319.25458760933566,,0.0024176582,1.0,0.4189424
,27200,21.327923793792724,100,815367,34.41,0.00092830294,2952.934848546982,0.0028562131,318.1902779812288,,0.0028562131,1.0,0.4189424
,27300,26.606554327011107,100,818807,34.4,0.00082042214,2963.403251171112,0.0026480218,318.18840774245933,,0.0026480218,1.0,0.4189424
,27400,21.123389539718627,100,822202,33.95,0.0009020963,2973.9351263046265,0.0012035504,313.8195092476571,,0.0012035504,1.0,0.4189424
,27500,22.032660989761354,100,825578,33.76,0.00097314187,2984.0274279117584,0.002788366,312.17157293626127,,0.002788366,1.0,0.4189424
,27600,20.458835935592653,100,829040,34.62,0.0009877199,2997.9771115779877,0.0026257352,320.29702861834465,,0.0026257352,1.0,0.4189424
,27700,22.799120712280274,100,832488,34.48,0.0008839637,3009.1677515506744,0.0026934303,318.9946611497299,,0.0026934303,1.0,0.4189424
,27800,21.252921628952027,100,835901,34.13,0.0009928546,3021.2732808589935,0.0031591917,315.45045106025924,,0.0031591917,1.0,0.4189424
,27900,24.297978162765503,100,839345,34.44,0.00095735764,3029.902839422226,0.0026980927,318.47420979931184,,0.0026980927,1.0,0.4189424
,28000,26.29552631378174,100,842802,34.57,0.0009269704,3039.3575484752655,0.0031985154,319.6973079209002,,0.0031985154,1.0,0.4189424
,28100,23.331436824798583,100,846210,34.08,0.00092274736,3050.441910505295,0.0025017627,315.16174076528966,,0.0025017627,1.0,0.4189424
,28200,21.98009575843811,100,849634,34.24,0.00089803897,3061.896699666977,0.0023534119,316.54457245518716,,0.0023534119,1.0,0.4189424
,28300,21.632929334640504,100,853031,33.97,0.0008810363,3072.4598960876465,0.0021024197,314.16698556789686,,0.0021024197,1.0,0.4189424
,28400,24.60099979400635,100,856479,34.48,0.00094078016,3083.8933758735657,0.0034452167,318.6393157442835,,0.0034452167,1.0,0.4189424
,28500,23.815263290405273,100,859991,35.12,0.0007595111,3095.988832950592,0.0018298627,324.6624467224585,,0.0018298627,1.0,0.4189424
,28600,23.535432167053223,100,863397,34.06,0.00090982625,3107.994106054306,0.0015747811,314.88679590644716,,0.0015747811,1.0,0.4189424
,28700,20.36054937362671,100,866806,34.09,0.00085683336,3119.2183191776276,0.0026624142,315.11097775337385,,0.0026624142,1.0,0.4189424
,28800,21.642123441696167,100,870199,33.93,0.00091644854,3132.442790031433,0.0021906763,313.7341899787245,,0.0021906763,1.0,0.4189424
,28900,21.96663236618042,100,873574,33.75,0.00068707846,3143.774030447006,0.0017494223,311.99153469383526,,0.0017494223,1.0,0.4189424
,29000,20.972635803222655,100,876872,32.98,0.0009166386,3158.458286523819,0.0025330393,304.8879110135408,,0.0025330393,1.0,0.4189424
,29100,19.827250919342042,100,880202,33.3,0.0009515473,3169.980417728424,0.0012570892,307.76875184529223,,0.0012570892,1.0,0.4189424
,29200,23.143119916915893,100,883622,34.2,0.00086198497,3183.470379590988,0.0029562055,316.10708305413556,,0.0029562055,1.0,0.4189424
,29300,20.37773030281067,100,886960,33.38,0.0008516362,3194.7910871505737,0.0021301082,308.4769582421129,,0.0021301082,1.0,0.4189424
,29400,22.185967922210693,100,890316,33.56,0.00083963457,3206.888910293579,0.0020365992,310.20942490723144,,0.0020365992,1.0,0.4189424
,29500,20.77976049423218,100,893688,33.72,0.000970921,3220.4187440872192,0.0028829798,311.63599746664863,,0.0028829798,1.0,0.4189424
,29600,21.536647090911867,100,897083,33.95,0.0008887388,3233.255047559738,0.0030533148,313.8215114523741,,0.0030533148,1.0,0.4189424
,29700,20.736782712936403,100,900565,34.82,0.0009035794,3244.78586769104,0.002036413,322.1305567247611,,0.002036413,1.0,0.4189424
,29800,26.108396806716918,100,903991,34.26,0.0009136693,3254.422365665436,0.0019382165,316.56662390607244,,0.0019382165,1.0,0.4189424
,29900,20.635917949676514,100,907452,34.61,0.000942972,3263.5186710357666,0.003000332,320.05950669486776,,0.003000332,1.0,0.4189424
,30000,22.001228485107422,100,910958,35.06,0.00071543053,3279.683989048004,0.001980791,324.23230677262984,,0.001980791,1.0,0.4189424
,30100,21.921136865615846,100,914297,33.39,0.00085550227,3289.8356459140778,0.0016503842,308.8564144831118,,0.0016503842,1.0,0.4189424
,30200,25.128339862823488,100,917946,36.49,0.00093943713,3300.4958333969116,0.00196068,337.6008723181273,,0.00196068,1.0,0.4189424
,30300,31.57169732093811,100,921512,35.66,0.00090132444,3311.3592133522034,0.0041043703,329.8209123308711,,0.0041043703,1.0,0.4189424
,30400,23.848141193389893,100,925024,35.12,0.00094915816,3321.3375504016876,0.0023055044,324.82205199503585,,0.0023055044,1.0,0.4189424
,30500,26.056797313690186,100,928641,36.17,0.0009673285,3333.4678072929382,0.002783556,334.5842935952716,,0.002783556,1.0,0.4189424
,30600,21.23295079231262,100,932070,34.29,0.00087379705,3343.182105064392,0.0030543737,317.21826317325815,,0.0030543737,1.0,0.4189424
,30700,22.85295934677124,100,935546,34.76,0.00089145254,3353.193216562271,0.0021802655,321.46419088619336,,0.0021802655,1.0,0.4189424
,30800,21.171204929351806,100,939025,34.79,0.0009059713,3363.5387964248657,0.0035287275,321.9142877653594,,0.0035287275,1.0,0.4189424
,30900,25.02097825050354,100,942476,34.51,0.00094239303,3375.58234167099,0.003684295,319.3638896022839,,0.003684295,1.0,0.4189424
,31000,25.20349039077759,100,945890,34.14,0.00074748346,3386.7894246578217,0.0014249808,315.8120371688384,,0.0014249808,1.0,0.4189424
,31100,21.28645860671997,100,949210,33.2,0.0008666083,3398.45489859581,0.00226884,307.0289731516221,,0.00226884,1.0,0.4189424
,31200,21.426836910247804,100,952514,33.04,0.0008052672,3408.4636068344116,0.0025279138,305.3831137086692,,0.0025279138,1.0,0.4189424
,31300,25.64022590637207,100,956074,35.6,0.0009289284,3420.2204706668854,0.0036354645,329.21797736242706,,0.0036354645,1.0,0.4189424
,31400,22.30850206375122,100,959422,33.48,0.0008717151,3430.895354270935,0.0026120301,309.64271162808546,,0.0026120301,1.0,0.4189424
,31500,23.769258165359496,100,962862,34.4,0.0008657231,3442.7105803489685,0.0013818579,318.13427177448614,,0.0013818579,1.0,0.4189424
,31600,26.196235799789427,100,966394,35.32,0.0007805983,3453.0537667274475,0.0024623263,326.76535884971435,,0.0024623263,1.0,0.4189424
,31700,20.992445240020754,100,969840,34.46,0.0008766508,3464.31383728981,0.0021027175,318.7024146539484,,0.0021027175,1.0,0.4189424
,31800,27.613675117492676,100,973394,35.54,0.0008215141,3475.919511079788,0.0031263519,328.99498587433385,,0.0031263519,1.0,0.4189424
,31900,27.064231309890747,100,976969,35.75,0.0008617014,3489.7423977851868,0.0031045617,330.7466365273051,,0.0031045617,1.0,0.4189424
,32000,21.72038640975952,100,980455,34.86,0.00086618215,3501.8018791675568,0.0025333688,322.44246039708065,,0.0025333688,1.0,0.4189424
,32100,22.999340801239015,100,983891,34.36,0.00091667107,3516.0304114818573,0.0031394032,317.5946786856162,,0.0031394032,1.0,0.4189424
,32200,23.120016527175903,100,987406,35.15,0.0009919766,3527.3002364635468,0.0031213898,325.20156164817587,,0.0031213898,1.0,0.4189424
,32300,28.355492486953736,100,991119,37.13,0.00080303027,3537.9649980068207,0.0030236202,343.51732574988023,,0.0030236202,1.0,0.4189424
,32400,29.877308263778687,100,994759,36.4,0.00093492324,3548.1403408050537,0.0027211714,336.66170067372894,,0.0027211714,1.0,0.4189424
,32500,27.18693808555603,100,998328,35.69,0.0008284304,3559.408572435379,0.002196796,330.26614710032567,,0.002196796,1.0,0.4189424
,32600,25.7933943939209,100,1001868,35.4,0.0008960426,3571.906883239746,0.0032826606,327.6251028672248,,0.0032826606,1.0,0.4189424
,32700,24.604327278137205,100,1005446,35.78,0.00090273557,3585.3124916553497,0.0029578214,330.94186526746716,,0.0029578214,1.0,0.4189424
,32800,27.061076316833496,100,1008973,35.27,0.00094191806,3597.3317818641663,0.0024005065,326.38444909244487,,0.0024005065,1.0,0.4189424
,32900,26.181113052368165,100,1012600,36.27,0.0009901328,3608.376396417618,0.0032758042,335.69300069353835,,0.0032758042,1.0,0.4189424
,33000,25.233933095932006,100,1016184,35.84,0.0009616328,3618.387499332428,0.0024629815,331.38137877883963,,0.0024629815,1.0,0.4189424
,33100,28.871383390426637,100,1019740,35.56,0.0009504953,3627.3417570590973,0.0020537786,328.9809827748397,,0.0020537786,1.0,0.4189424
,33200,27.43501064300537,100,1023434,36.94,0.0009692586,3636.090185403824,0.0033525908,341.959234225149,,0.0033525908,1.0,0.4189424
,33300,25.99516080856323,100,1027028,35.94,0.000956124,3646.4325094223022,0.0029967867,332.7350844347402,,0.0029967867,1.0,0.4189424
,33400,28.425651693344115,100,1030720,36.92,0.00095108495,3655.7615332603455,0.0029427044,341.569546343068,,0.0029427044,1.0,0.4189424
,33500,32.189624280929564,100,1034438,37.18,0.0008683484,3668.3117904663086,0.003344474,344.2415188800268,,0.003344474,1.0,0.4189424
,33600,27.59673468589783,100,1038023,35.85,0.0009751367,3678.54931473732,0.003658909,331.8770256713994,,0.003658909,1.0,0.4189424
,33700,25.442022190093994,100,1041644,36.21,0.00088405714,3689.890465259552,0.0019425608,334.9753639265943,,0.0019425608,1.0,0.4189424
,33800,27.36165852546692,100,1045327,36.83,0.0009440753,3700.1666929721832,0.0034919104,340.9217423545443,,0.0034919104,1.0,0.4189424
,33900,26.079841756820677,100,1048859,35.32,0.00093096815,3710.055914402008,0.0032373327,326.87917986260686,,0.0032373327,1.0,0.4189424
,34000,23.861646366119384,100,1052396,35.37,0.0009806604,3720.0212285518646,0.0030337542,327.338700916024,,0.0030337542,1.0,0.4189424
,34100,24.03780969619751,100,1055878,34.82,0.00094857323,3730.376209974289,0.0024894516,322.1379583250957,,0.0024894516,1.0,0.4189424
,34200,23.122159986495973,100,1059303,34.25,0.0009754598,3740.7459938526154,0.0021128552,316.9392091950011,,0.0021128552,1.0,0.4189424
,34300,21.68302306175232,100,1062734,34.31,0.00090262573,3751.418762922287,0.0022729838,317.4387495767073,,0.0022729838,1.0,0.4189424
,34400,23.655489711761476,100,1066240,35.06,0.0009059807,3764.951166152954,0.0032214932,324.2006232717961,,0.0032214932,1.0,0.4189424
,34500,21.975655612945555,100,1069687,34.47,0.0009626863,3778.9956867694855,0.0029125526,318.9900571813584,,0.0029125526,1.0,0.4189424
,34600,24.916225099563597,100,1073149,34.62,0.0008908981,3790.30388879776,0.0024455646,320.4040074124366,,0.0024455646,1.0,0.4189424
,34700,22.48296347618103,100,1076560,34.11,0.00097917,3801.1559352874756,0.0013608664,315.58336795596614,,0.0013608664,1.0,0.4189424
,34800,23.200337409973145,100,1080040,34.8,0.0009398079,3810.7583858966827,0.0030034503,322.07066460792,,0.0030034503,1.0,0.4189424
,34900,25.913295421600342,100,1083596,35.56,0.0009299639,3821.0020005702972,0.0021578553,329.0259103695242,,0.0021578553,1.0,0.4189424
,35000,23.76639825820923,100,1087114,35.18,0.0008836341,3830.868677377701,0.0021630286,325.4767110868736,,0.0021630286,1.0,0.4189424
,35100,28.578681802749635,100,1090809,36.95,0.0007799173,3841.557267189026,0.0010538936,342.12360116098506,,0.0010538936,1.0,0.4189424
,35200,25.343196077346803,100,1094467,36.58,0.00095208053,3851.400686979294,0.0027984662,338.72447843078197,,0.0027984662,1.0,0.4189424
,35300,31.59192129135132,100,1098192,37.25,0.0009733734,3862.0626249313354,0.0017077154,345.04669342110554,,0.0017077154,1.0,0.4189424
,35400,25.683677558898925,100,1101811,36.19,0.00094151567,3871.7807257175446,0.0024627876,334.9147582004496,,0.0024627876,1.0,0.4189424
,35500,26.06546637535095,100,1105666,38.55,0.00095320656,3883.6520800590515,0.0039102007,356.67071005456245,,0.0039102007,1.0,0.4189424
,35600,28.29957586288452,100,1109391,37.25,0.0009532736,3897.0952310562134,0.003205686,344.67061749116,,0.003205686,1.0,0.4189424
,35700,27.845424251556395,100,1113029,36.38,0.0008564182,3907.4895548820496,0.0029407064,336.559981243417,,0.0029407064,1.0,0.4189424
,35800,27.434692306518556,100,1116703,36.74,0.0008800798,3916.908711910248,0.0019234946,340.1639017392908,,0.0019234946,1.0,0.4189424
,35900,28.69126272201538,100,1120410,37.07,0.0009162144,3926.36998963356,0.0019592573,343.1812167842043,,0.0019592573,1.0,0.4189424
,36000,29.417612466812134,100,1123962,35.52,0.0009490596,3938.167293071747,0.0026065325,328.3491497780405,,0.0026065325,1.0,0.4189424
,36100,28.382778577804565,100,1127554,35.92,0.00091153936,3948.8366951942444,0.0025257813,332.43048454025995,,0.0025257813,1.0,0.4189424
,36200,27.31086606025696,100,1131132,35.78,0.0009782548,3957.17693734169,0.0015207313,331.14343894255967,,0.0015207313,1.0,0.4189424
,36300,28.57533995628357,100,1134687,35.55,0.0009545015,3965.925722837448,0.0018871977,328.98600612554526,,0.0018871977,1.0,0.4189424
,36400,20.6054638671875,100,1138186,34.99,0.0007698021,3976.1320559978485,0.0020210363,323.693760828735,,0.0020210363,1.0,0.4189424
,36500,29.51436632156372,100,1141938,37.52,0.0009659806,3985.7929635047913,0.0016470727,347.48647581696895,,0.0016470727,1.0,0.4189424
,36600,27.93424488067627,100,1145476,35.38,0.0009067683,3997.253417491913,0.0029488602,327.34591450278367,,0.0029488602,1.0,0.4189424
,36700,26.679597368240355,100,1149034,35.58,0.0008815826,4007.4633553028107,0.0030048243,329.3252411607378,,0.0030048243,1.0,0.4189424
,36800,25.817224235534667,100,1152593,35.59,0.0009733873,4016.5207710266113,0.0026834558,329.33789396131465,,0.0026834558,1.0,0.4189424
,36900,26.247815017700194,100,1156159,35.66,0.000907144,4027.7987072467804,0.0029575108,330.0429934246549,,0.0029575108,1.0,0.4189424
,37000,27.198487043380737,100,1159763,36.04,0.00094844564,4038.1268632411957,0.0016077191,333.6319807933221,,0.0016077191,1.0,0.4189424
,37100,26.001236238479613,100,1163337,35.74,0.00083468936,4049.7425696849823,0.0033102224,330.78256118941215,,0.0033102224,1.0,0.4189424
,37200,30.52042951583862,100,1167036,36.99,0.00095161697,4062.3762617111206,0.0014702748,342.57922590310255,,0.0014702748,1.0,0.4189424
,37300,27.35545419692993,100,1170662,36.26,0.00094791857,4073.4350633621216,0.0018485248,335.63337773378385,,0.0018485248,1.0,0.4189424
,37400,28.42906265258789,100,1174218,35.56,0.0009848593,4083.6612322330475,0.0028568206,329.00093764268297,,0.0028568206,1.0,0.4189424
,37500,30.947417430877685,100,1177943,37.25,0.00092378084,4093.7592985630035,0.0024818408,344.7693462816255,,0.0024818408,1.0,0.4189424
,37600,25.860506591796874,100,1181612,36.69,0.0009784024,4102.97024679184,0.0025837326,339.6289764387632,,0.0025837326,1.0,0.4189424
,37700,26.05677237510681,100,1185148,35.36,0.00089139375,4112.721312522888,0.0019280084,327.07466508721865,,0.0019280084,1.0,0.4189424
,37800,28.106355590820314,100,1188949,38.01,0.0009591565,4123.610278129578,0.002331447,351.8489084642096,,0.002331447,1.0,0.4189424
,37900,26.473651666641235,100,1192671,37.22,0.0008924961,4135.166737318039,0.0025158848,344.58968873379155,,0.0025158848,1.0,0.4189424
,38000,26.260885696411133,100,1196335,36.64,0.00095789216,4144.939670324326,0.0026247448,339.19595441334155,,0.0026247448,1.0,0.4189424
,38100,25.55102159500122,100,1200018,36.83,0.00094797625,4155.643455028534,0.0027334313,340.9352803513555,,0.0027334313,1.0,0.4189424
,38200,27.655707054138183,100,1203656,36.38,0.0008542,4168.344799757004,0.0017099513,336.5512499218424,,0.0017099513,1.0,0.4189424
,38300,29.055647802352905,100,1207347,36.91,0.0009075134,4181.0554921627045,0.0030951467,341.59192763145734,,0.0030951467,1.0,0.4189424
,38400,28.36565773010254,100,1211024,36.77,0.00093536085,4191.504659414291,0.0019651507,340.4205058543377,,0.0019651507,1.0,0.4189424
,38500,25.814975547790528,100,1214712,36.88,0.00089699967,4201.766005516052,0.0027166323,341.45471552957343,,0.0027166323,1.0,0.4189424
,38600,29.852280988693238,100,1218557,38.45,0.00087471085,4215.211977481842,0.0030125533,356.2221901526664,,0.0030125533,1.0,0.4189424
,38700,24.397227907180785,100,1222358,38.01,0.0009475603,4224.552449941635,0.0030756397,351.9517092652579,,0.0030756397,1.0,0.4189424
,38800,29.025943441390993,100,1226193,38.35,0.000939339,4235.048632621765,0.002290759,354.98289888472175,,0.002290759,1.0,0.4189424
,38900,28.901600465774536,100,1230104,39.11,0.00094215287,4246.765015125275,0.0024123874,362.2418129088294,,0.0024123874,1.0,0.4189424
,39000,29.572999687194823,100,1233889,37.85,0.000655934,4256.354562759399,0.0025661322,350.5412777241265,,0.0025661322,1.0,0.4189424
,39100,26.194150896072387,100,1237687,37.98,0.00092108996,4267.779087305069,0.003042328,351.72313806994026,,0.003042328,1.0,0.4189424
,39200,31.795497875213623,100,1241596,39.09,0.0009793732,4277.493121147156,0.0023013498,362.10111092102096,,0.0023013498,1.0,0.4189424
,39300,26.885219087600706,100,1245408,38.12,0.00067549705,4287.693378210068,0.0016816899,352.9252425804155,,0.0016816899,1.0,0.4189424
,39400,27.27546191215515,100,1249196,37.88,0.00090895203,4299.191792964935,0.0028396868,350.62503227554544,,0.0028396868,1.0,0.4189424
,39500,28.109286699295044,100,1253051,38.55,0.00096981257,4308.25328540802,0.0027891442,357.041110915285,,0.0027891442,1.0,0.4189424
,39600,27.976535701751708,100,1256893,38.42,0.0009580683,4319.404114246368,0.0024891405,355.74453091471355,,0.0024891405,1.0,0.4189424
,39700,28.149619388580323,100,1260731,38.38,0.00094565656,4326.888199090958,0.003055061,355.4761593598157,,0.003055061,1.0,0.4189424
,39800,27.07378289222717,100,1264537,38.06,0.0009246324,4335.240768194199,0.0024243311,352.3326040574851,,0.0024243311,1.0,0.4189424
,39900,27.74639398574829,100,1268329,37.92,0.00092928094,4344.350098371506,0.0030442383,350.9616606380135,,0.0030442383,1.0,0.4189424
,40000,28.996317386627197,100,1272133,38.04,0.0008996481,4357.05712556839,0.0022727367,352.1495546584781,,0.0022727367,1.0,0.4189424
