AvgVanillaIw,BatchSize,AvgDiscRet,MaxNormIw,VarJ,VarDiscRet,ESSClassic,AvgNormIw,ESSRenyi,Bound,AvgRet,VarRet,eRenyi2,VarNormIw,MaxVanillaIw,VarVanillaIw,MinVanillaIw,AvgEpLen,J,MinNormIw
73.32768,100,9.094947017729283e-14,1.0,,4392402.075036766,1.0,0.01,0.00988455057294195,294496.22,-4066.23450637783,4392402.075036766,10116.798,0.010000002,7332.768,537694.8,,200.0,4062.8367,
1.0108734,100,-4.3520742565306136e-16,0.024242708,7.3733044,52.82464436805272,93.89033453382049,0.01,94.73415432574961,-1.3019823,-7.910332132731261,52.82464436805272,1.0555855,6.572969e-06,2.4506311,0.06716689,0.7541467,200.0,0.08098305,0.007460347
1.5246481e+34,100,-2.1671553440683055e-15,1.0,,57.8480082216388,,0.01,,1.2626344e+35,-8.449187914355285,57.84800822163881,inf,0.010000003,1.524648e+36,inf,,200.0,8.281481,
1.0,100,-1.1013412404281553e-15,0.01,6.7862883,46.5188982199345,100.0,0.009999998,nan,-1.3500993,-7.291937446543626,46.51889821993449,nan,3.5044917e-18,1.0,,1.0,200.0,-3.7252903e-08,0.01
1.0,100,-3.4638958368304885e-16,0.01,7.100069,50.92018329553057,100.0,0.009999998,nan,-1.3178318,-7.880142228264528,50.92018329553057,nan,3.5044917e-18,1.0,,1.0,200.0,1.6391277e-07,0.01
1.0,100,1.7763568394002506e-16,0.01,7.2946386,53.74923545438817,100.0,0.009999998,nan,-1.3637599,-6.7660552036733455,53.74923545438817,nan,3.5044917e-18,1.0,,1.0,200.0,8.195639e-08,0.01
1.0,100,-2.042810365310288e-16,0.01,6.7444253,45.946742927050174,100.0,0.009999998,nan,-1.3119015,-7.108449843886941,45.946742927050174,nan,3.5044917e-18,1.0,,1.0,200.0,7.450581e-09,0.01
1.0,100,-1.2434497875801754e-16,0.01,7.018685,49.75953246336813,100.0,0.009999998,nan,-1.4071503,-7.038526652447441,49.75953246336813,nan,3.5044917e-18,1.0,,1.0,200.0,4.4703484e-08,0.01
1.0,100,-1.1546319456101628e-16,0.01,6.85547,47.47219562778944,100.0,0.009999998,nan,-1.3135699,-8.106130654036225,47.47219562778944,nan,3.5044917e-18,1.0,,1.0,200.0,-7.4505806e-08,0.01
1.0,100,5.417888360170764e-16,0.01,7.3498745,54.56632301911088,100.0,0.009999998,nan,-1.3126186,-8.302353343018769,54.56632301911088,nan,3.5044917e-18,1.0,,1.0,200.0,-5.9604645e-08,0.01
1.0,100,1.5010215292932116e-15,0.01,6.692936,45.247866491412395,100.0,0.009999998,nan,-1.3257337,-7.7798561788379565,45.247866491412395,nan,3.5044917e-18,1.0,,1.0,200.0,-4.4703484e-08,0.01
1.0,100,-3.552713678800501e-17,0.01,7.5780706,58.007225920276426,100.0,0.009999998,nan,-1.3160927,-8.195993420635151,58.007225920276426,nan,3.5044917e-18,1.0,,1.0,200.0,-3.7252903e-08,0.01
1.0,100,-3.1974423109204507e-16,0.01,7.559209,57.71882646499019,100.0,0.009999998,nan,-1.2124097,-9.216330155664059,57.71882646499019,nan,3.5044917e-18,1.0,,1.0,200.0,-1.1920929e-07,0.01
1.0,100,1.7053025658242404e-15,0.01,7.5022364,56.852068915340475,100.0,0.009999998,nan,-1.2336197,-8.798843803792515,56.85206891534048,nan,3.5044917e-18,1.0,,1.0,200.0,-7.4505806e-08,0.01
1.0,100,-6.483702463810914e-16,0.01,6.5870605,43.827643464765806,100.0,0.009999998,nan,-1.2463826,-7.1443285686155535,43.82764346476579,nan,3.5044917e-18,1.0,,1.0,200.0,-1.4901161e-08,0.01
1.0,100,1.5720758028692217e-15,0.01,7.7823405,61.176592511060186,100.0,0.009999998,nan,-1.2180301,-8.83978786455741,61.176592511060186,nan,3.5044917e-18,1.0,,1.0,200.0,,0.01
1.0,100,-3.552713678800501e-16,0.01,7.582547,58.07578055852155,100.0,0.009999998,nan,-1.2826568,-8.6608840938764,58.07578055852155,nan,3.5044917e-18,1.0,,1.0,200.0,2.2351742e-08,0.01
1.0,100,-1.092459456231154e-15,0.01,7.412369,55.498195115311454,100.0,0.009999998,nan,-1.2017913,-9.015621833658823,55.498195115311454,nan,3.5044917e-18,1.0,,1.0,200.0,3.7252903e-09,0.01
1.0,100,2.9309887850104134e-16,0.01,7.4853067,56.59577861523197,100.0,0.009999998,nan,-1.3425274,-7.860643867252285,56.59577861523197,nan,3.5044917e-18,1.0,,1.0,200.0,2.9802322e-08,0.01
1.0,100,6.483702463810914e-16,0.01,7.2791934,53.52187609661557,100.0,0.009999998,nan,-1.3329214,-7.650587594509504,53.52187609661557,nan,3.5044917e-18,1.0,,1.0,200.0,-8.940697e-08,0.01
1.0,100,-1.2079226507921704e-15,0.01,7.0150785,49.708408690227216,100.0,0.009999998,nan,-1.2119153,-8.731739718455165,49.708408690227216,nan,3.5044917e-18,1.0,,1.0,200.0,3.7252903e-08,0.01
1.0,100,5.329070518200751e-17,0.01,6.4843416,42.47139944447028,100.0,0.009999998,nan,-1.4190131,-7.012759775989607,42.47139944447028,nan,3.5044917e-18,1.0,,1.0,200.0,1.4901161e-08,0.01
