AvgEpLen,ESSClassic,ESSRenyi,AvgDiscRet,AvgVanillaIw,VarRet,VarJ,VarDiscRet,eRenyi2,J,AvgNormIw,MinNormIw,AvgRet,VanillaAvgRet,MaxNormIw,Bound,MinVanillaIw,MaxVanillaIw,VarNormIw,VarVanillaIw,BatchSize
200.0,41.56103925474513,42.936663082387376,-1.0913936421275138e-13,0.9944732,4230828.776786032,38.593098,4230828.776786032,2.329012,1585.8813,0.010000002,1.37382085e-17,-1.0913936421275138e-13,-1608.5544895009277,0.032263942,1379.2787,1.366228e-15,3.2085624,0.00014203024,1.4046464,100
200.0,64.4333864429729,63.30802252539647,-3.4106051316484808e-15,1.055223,79580.11314096737,10.092662,79580.11314096737,1.5795786,29.432882,0.01,5.5908134e-07,-3.4106051316484808e-15,-39.155761385508754,0.019953847,25.291157,5.899555e-05,2.1055758,5.575659e-05,0.6208472,100
200.0,3.7111773817718667,4.688863573394691,-8.526512829121202e-16,0.7146969,59.09465600887841,5.6848116,59.09465600887841,21.32713,7.774499,0.01,,-8.526512829121202e-16,-9.373321835693046,0.36385986,4.13457,,26.004951,0.0026207704,13.386676,100
200.0,1.9045198721569883,2.971834436408146,-1.2079226507921704e-15,0.6155214,53.871489915136245,17.131672,53.871489915136245,33.64925,6.6455603,0.01,,-1.2079226507921704e-15,-8.580242576179131,0.661167,2.4570093,,40.696243,0.0052026943,19.711271,100
200.0,1.8963936994243675,1.8122404069521663,-5.151434834260726e-16,1.1191665,49.025304201844406,6.572395,49.025304201844406,55.180317,6.8056183,0.01,,-5.151434834260726e-16,-7.638135755417113,0.6663009,2.0329328,,74.57016,0.005225422,65.45016,100
200.0,16.54974585604485,23.564863907324096,4.085620730620576e-16,1.2576516,47.68047581622341,14.490078,47.68047581622341,4.243606,1.125279,0.010000002,0.0012432662,4.085620730620576e-16,-7.2229875550981015,0.20682013,-0.12699354,0.15635957,26.010767,0.0005093322,8.056044,100
200.0,1.0863718666802067,1.9599869396011882,-8.304468224196171e-16,0.7765277,42.26107360010137,4.045518,42.26107360010137,51.02075,6.7490816,0.009999999,,-8.304468224196171e-16,-7.140249636675893,0.9590812,2.4567819,,74.47531,0.009196923,55.457,100
200.0,4.239127215425789,4.274151649523608,9.414691248821328e-16,1.3105615,47.67362478690113,2.1362972,47.67362478690113,23.396456,6.9382424,0.01,,9.414691248821328e-16,-7.484244641714513,0.26908764,3.891523,,35.26559,0.002281795,39.191444,100
200.0,2.5302368157388218,4.057825059698142,-3.375077994860476e-16,0.66183096,52.089300873242564,3.2938323,52.089300873242564,24.643744,7.0540524,0.01,,-3.375077994860476e-16,-7.702032034073046,0.46393913,3.8380904,,30.70493,0.0038911097,17.04385,100
200.0,5.627407241331186,5.600510092845828,-4.1744385725905884e-16,1.3364127,55.674703839954155,29.714369,55.674703839954155,17.855516,3.981164,0.010000002,,-4.1744385725905884e-16,-8.266706423865694,0.18824628,1.0414429,,25.15747,0.0016939573,30.254051,100
200.0,70.38029799748281,73.24785459066952,1.0125233984581427e-15,1.091918,44.96384610647244,6.507244,44.96384610647244,1.3652277,0.45165175,0.01,0.0070640403,1.0125233984581427e-15,-7.722432440544429,0.024334395,-0.30687475,0.7713353,2.6571164,4.2510317e-05,0.506844,100
200.0,32.942751692821005,61.62019997052905,5.329070518200751e-16,1.2453833,48.48158380332597,7.7561073,48.48158380332597,1.6228445,0.5253272,0.01,0.006005693,5.329070518200751e-16,-7.653525191890078,0.14761034,-0.29524195,0.747939,18.383144,0.00020561297,3.1890147,100
200.0,92.91219160958225,91.53161512676178,7.993605777301127e-17,1.0161619,48.70209731565488,7.2200594,48.70209731565488,1.0925187,0.11840667,0.010000002,0.0083089825,7.993605777301127e-17,-7.705792757600696,0.02669716,-0.55946016,0.8443272,2.712864,7.705554e-06,0.07956639,100
200.0,88.55602228294015,77.67446830457666,-1.2567724638756772e-15,0.9730021,49.70880332338311,7.0934653,49.70880332338311,1.2874243,0.20089133,0.010000002,0.008050386,-1.2567724638756772e-15,-7.337513946060576,0.024672246,-0.49776155,0.7833042,2.4006147,1.3053361e-05,0.1235805,100
