AvgEpLen,VarDiscRet,EpsThisIter,ESSClassic,eRenyi2,BatchSize,ESSRenyi,IterType,VarNormIw,MaxNormIw,VarVanillaIw,J,Bound,MinVanillaIw,MaxVanillaIw,VarRet,AvgDiscRet,VarJ,AvgNormIw,AvgRet,MinNormIw,AvgVanillaIw,VanillaAvgRet
122.03,8290.4624874643,100,72.25048485338347,1.4599792,100,68.49412759315543,1,3.8795348e-05,0.025318917,0.43253037,-73.22707,-115.64746,0.0023654797,2.673398,8290.4624874643,-89.0709429140389,44.69921,0.01,-89.0709429140389,2.2402719e-05,1.0558896,-89.0709429140389
104.97,3774.1669168303124,100,91.88217924616552,1.0993621,100,90.96183761691186,1,8.924279e-06,0.016799562,0.08915698,-71.17371,-107.98393,0.41369706,1.6791483,3774.1669168303124,-74.47391553148627,46.84872,0.01,-74.47391553148627,0.004138961,0.9995191,-74.47391553148627
108.1,4955.6526697762165,100,91.26608195586628,1.0942478,100,91.38697683985212,1,9.666415e-06,0.017900614,0.101622306,-73.19461,-109.919464,0.31310594,1.8353957,4955.6526697762165,-77.46331961587072,55.165188,0.009999999,-77.46331961587072,0.0030537222,1.0253255,-77.46331961587072
102.71,2580.2930113597927,100,98.79277921343238,1.0212767,100,97.91665548044902,1,1.2343316e-06,0.015723215,0.012116704,-71.27266,-106.75171,0.88046944,1.5578216,2580.2930113597927,-72.15525439158083,45.539192,0.009999999,-72.15525439158083,0.008886647,0.99077797,-72.15525439158083
103.95,3816.293533402575,100,89.65133845004952,1.1033933,100,90.62951399610239,1,1.1659852e-05,0.017531741,0.10790273,-70.221596,-107.099106,0.1389953,1.6865326,3816.293533402575,-73.6669801440835,50.069855,0.009999999,-73.6669801440835,0.0014448756,0.9619881,-73.6669801440835
91.35,1340.9703697065622,100,99.50456751462713,1.0053954,100,99.46335418102346,1,5.029705e-07,0.012632552,0.005053095,-63.19287,-98.3789,0.93172526,1.2661891,1340.9703697065622,-63.39982936620712,34.184616,0.009999998,-63.39982936620712,0.009295663,1.0023226,-63.39982936620712
99.12,2600.805315510915,100,94.77741658499282,1.0510101,100,95.14656136122765,1,5.566005e-06,0.015508721,0.05430116,-67.45984,-103.451416,0.20453465,1.5318235,2600.805315510915,-69.55405476912856,44.67109,0.010000002,-69.55405476912856,0.0020707808,0.9877175,-69.55405476912856
111.38,6142.866948008719,100,96.93152922985036,1.048884,100,95.33942432481611,1,3.197591e-06,0.016593676,0.03084472,-78.244446,-114.19952,0.8107913,1.6297519,6142.866948008719,-80.2657265651226,70.02081,0.009999999,-80.2657265651226,0.008255249,0.98215246,-80.2657265651226
104.37,3783.6546289375597,100,85.64211966366267,1.16001,100,86.20615486653864,1,1.6934337e-05,0.015848784,0.1658497,-68.584564,-106.39674,0.170575,1.5684446,3783.6546289375597,-73.93003672406077,35.50254,0.01,-73.93003672406077,0.0017236223,0.9896309,-73.93003672406077
119.53,8364.737241000807,100,82.64934833801634,1.2025481,100,83.15675369174653,1,2.120515e-05,0.016269224,0.2182547,-79.979935,-118.47898,0.048736524,1.6505471,8364.737241000807,-87.14739035308361,78.324524,0.01,-87.14739035308361,0.00048038943,1.0145211,-87.14739035308361
96.34,1350.565441007412,100,99.13406597986156,1.0085108,100,99.15609949028381,1,8.823044e-07,0.011346101,0.008891031,-66.57643,-101.83246,0.60486156,1.1389731,1350.565441007412,-66.87192352816463,34.851295,0.010000002,-66.87192352816463,0.006025445,1.0038455,-66.87192352816463
108.59,4936.866302933525,100,87.78335933603411,1.1420202,100,87.56412344101645,1,1.40573975e-05,0.016991464,0.12886523,-71.28624,-108.80395,0.14520486,1.6268452,4936.866302933525,-77.26251969739795,48.294827,0.01,-77.26251969739795,0.0015165814,0.9574485,-77.26251969739795
102.3,3808.3957055654,100,93.8979379460054,1.0755806,100,92.97304198867204,1,6.5642644e-06,0.014738943,0.07195232,-69.63375,-106.04402,0.38343003,1.543106,3808.3957055654,-72.50299592256546,50.539326,0.01,-72.50299592256546,0.0036623238,1.0469583,-72.50299592256546
106.05,3755.6643064489895,100,91.19491478969715,1.0808157,100,92.52271456616467,1,9.75278e-06,0.025049027,0.101457365,-71.438866,-107.93704,0.2733071,2.554868,3755.6643064489895,-75.01263692870737,46.482353,0.01,-75.01263692870737,0.0026796209,1.0199469,-75.01263692870737
114.54,6089.091471328875,100,76.95353588491133,1.3062866,100,76.55288053597003,1,3.0251067e-05,0.019622553,0.3155639,-72.83254,-112.957855,0.0066306735,2.0041435,6089.091471328875,-82.35870461747051,40.629772,0.01,-82.35870461747051,6.4920874e-05,1.0213469,-82.35870461747051
99.91,2599.033461791614,100,91.54982946515169,1.0975845,100,91.1091594996354,1,9.323365e-06,0.014922192,0.093092784,-66.79316,-103.57353,0.2852341,1.4910915,2599.033461791614,-70.56899570479989,31.04208,0.010000002,-70.56899570479989,0.0028544983,0.9992442,-70.56899570479989
110.44,4928.772497676872,100,75.42513062511195,1.2829055,100,77.94806645102102,1,3.291091e-05,0.018042186,0.3405701,-71.205,-110.96946,0.003908618,1.8353648,4928.772497676872,-78.167559235245,40.02537,0.010000002,-78.167559235245,3.8422884e-05,1.017263,-78.167559235245
117.17,7229.519793375215,100,82.93454752909454,1.265588,100,79.01465282132887,1,2.078483e-05,0.016754843,0.23353674,-72.77199,-112.26694,0.048622563,1.7760073,7229.519793375215,-85.07360490903258,51.118713,0.010000002,-85.07360490903258,0.000458705,1.0599964,-85.07360490903258
102.18,3805.025663144778,100,96.98102922426827,1.0363727,100,96.49038777858603,1,3.144407e-06,0.016892197,0.0327828,-71.28449,-107.02469,0.84634554,1.724804,3805.025663144778,-72.76338196530938,53.94683,0.01,-72.76338196530938,0.008288846,1.0210656,-72.76338196530938
118.07,7237.176726611402,100,61.56570448234664,1.4265494,100,70.09921813449317,1,6.305867e-05,0.023100037,0.47789037,-67.13335,-109.06488,0.00018038439,2.0109644,7237.176726611402,-85.68556183978916,24.286203,0.01,-85.68556183978916,2.0720836e-06,0.870546,-85.68556183978916
103.27,3820.2468826974587,100,94.10697911857275,1.0626892,100,94.10089177353302,1,6.3252824e-06,0.016290346,0.06313494,-70.73158,-106.922806,0.4885388,1.627516,3820.2468826974587,-72.9741326700151,50.174423,0.01,-72.9741326700151,0.0048899464,0.9990678,-72.9741326700151
99.51,2599.325284841431,100,92.00864267657566,1.0873467,100,91.96698944506417,1,8.773173e-06,0.014134999,0.086297266,-67.332794,-103.941414,0.26274052,1.4018966,2599.325284841431,-70.10497235924005,34.63084,0.01,-70.10497235924005,0.002649152,0.99179107,-70.10497235924005
111.48,6158.201343762969,100,97.55169581237023,1.0375327,100,96.38250556819102,1,2.5351053e-06,0.017302047,0.025347024,-78.9044,-114.66768,0.8560291,1.7300671,6158.201343762969,-80.51156947925686,71.38123,0.01,-80.51156947925686,0.008560972,0.9999204,-80.51156947925686
113.62,6103.426009880635,100,83.19610757265498,1.2246988,100,81.65273083670073,1,2.040196e-05,0.017748304,0.21629629,-72.41577,-111.26803,0.061509613,1.8274497,6103.426009880635,-81.73890826970339,46.86385,0.01,-81.73890826970339,0.00059738517,1.0296475,-81.73890826970339
98.09,2574.339022643025,100,95.4993049650522,1.0535673,100,94.91562705116553,1,4.76039e-06,0.0129727265,0.04884779,-66.66502,-102.69812,0.33785707,1.3141124,2574.339022643025,-69.16842881068587,37.84606,0.01,-69.16842881068587,0.003335276,1.0129809,-69.16842881068587
119.46,8366.397200482827,100,75.29709955400713,1.3522238,100,73.95225805598471,1,3.3138615e-05,0.0186336,0.35105214,-73.606544,-114.43152,0.00041386238,1.9178534,8366.397200482827,-87.2391055946052,67.03505,0.01,-87.2391055946052,4.0210302e-06,1.0292447,-87.2391055946052
101.4,3813.326137299099,100,97.13529975717958,1.0239302,100,97.66290786414663,1,2.9789876e-06,0.02058964,0.029083978,-71.08494,-106.6097,0.7385692,2.0344234,3813.326137299099,-71.99961396217346,56.258713,0.009999999,-71.99961396217346,0.0074747833,0.98808104,-71.99961396217346
103.3,3799.6285696993555,100,98.17917884655131,1.0142686,100,98.59320931485507,1,1.8733497e-06,0.01750737,0.01883396,-72.93,-108.286736,0.89447236,1.755425,3799.6285696993555,-73.4373078623414,58.646606,0.009999998,-73.4373078623414,0.008920836,1.0026777,-73.4373078623414
98.2,2581.778760438964,100,97.97027195148561,1.0170993,100,98.31882079411892,1,2.0927096e-06,0.015086631,0.021947451,-68.175446,-103.58147,0.88769525,1.545005,2581.778760438964,-68.85879473790527,45.380417,0.01,-68.85879473790527,0.008668148,1.0240887,-68.85879473790527
115.91,7253.752513926576,100,68.76548748441104,1.3889954,100,71.99447842030091,1,4.588058e-05,0.021528874,0.40002036,-65.34758,-106.723785,0.00033590858,2.01024,7253.752513926576,-84.30188053295016,17.655863,0.010000002,-84.30188053295016,3.5974479e-06,0.9337414,-84.30188053295016
106.19,3766.54367590303,100,77.75625399312655,1.2417974,100,80.528430965219,1,2.8895953e-05,0.017646082,0.27843803,-67.449234,-106.57162,0.013037596,1.7321842,3766.54367590303,-75.21737082317472,22.972977,0.01,-75.21737082317472,0.0001328164,0.9816254,-75.21737082317472
107.56,4980.569863539472,100,94.43317655723101,1.0527097,100,94.9929502175858,1,5.954547e-06,0.024150582,0.06364684,-74.74683,-110.76774,0.78512424,2.4968455,4980.569863539472,-76.820118932724,62.372936,0.01,-76.820118932724,0.007594065,1.0338656,-76.820118932724
113.26,6109.610198351333,100,90.11246311831754,1.1041044,100,90.57114529104669,1,1.10832925e-05,0.014449728,0.108675,-76.894394,-113.78191,0.1823985,1.4308368,6109.610198351333,-81.66499430656432,67.879265,0.01,-81.66499430656432,0.0018420051,0.99021715,-81.66499430656432
110.05,6158.269508190364,100,71.67684624041566,1.3379711,100,74.7400303731875,1,3.991419e-05,0.020643132,0.33731022,-66.44921,-107.05809,0.00044143866,1.8976961,6158.269508190364,-79.3023131287098,27.66758,0.01,-79.3023131287098,4.8019683e-06,0.91928697,-79.3023131287098
107.4,3728.588069170698,100,94.62715924793005,1.0622596,100,94.13895082628773,1,5.7352654e-06,0.017205592,0.058802806,-73.49375,-109.677475,0.50326514,1.7421753,3728.588069170698,-75.67163531631232,49.732056,0.01,-75.67163531631232,0.0049702083,1.0125635,-75.67163531631232
103.3,3800.356085239107,100,91.98515394250427,1.0855007,100,92.1233845532098,1,8.8012e-06,0.01704391,0.08511804,-70.55517,-107.13258,0.20379537,1.6761357,3800.356085239107,-73.29829629316926,51.901653,0.01,-73.29829629316926,0.0020723087,0.9834219,-73.29829629316926
105.96,3770.00260841872,100,94.94158141981575,1.069196,100,93.52822244813451,1,5.3817676e-06,0.016403154,0.05268074,-72.79476,-109.0963,0.44330645,1.6228963,3770.00260841872,-74.98044047445059,51.349075,0.009999999,-74.98044047445059,0.0044806455,0.9893807,-74.98044047445059
106.56,4999.648843107621,100,83.89828932109884,1.1825261,100,84.56472886206383,1,1.9385803e-05,0.018883875,0.19839166,-70.234566,-108.41112,0.17150259,1.910341,4999.648843107621,-76.10859317719937,48.990314,0.01,-76.10859317719937,0.001695317,1.0116255,-76.10859317719937
95.81,1345.628345815424,100,97.65000175368851,1.0217636,100,97.87000007233549,1,2.4308802e-06,0.013840802,0.023728406,-65.532684,-101.01894,0.53347707,1.3674573,1345.628345815424,-66.27246450409294,30.017365,0.01,-66.27246450409294,0.0053996206,0.9879899,-66.27246450409294
107.12,4973.232439973916,100,80.84314806579965,1.2101228,100,82.63623992562096,1,2.3935667e-05,0.02122042,0.24413522,-69.54602,-108.16615,0.012327431,2.1431198,4973.232439973916,-76.19175602182746,44.258324,0.01,-76.19175602182746,0.000122061894,1.0099328,-76.19175602182746
97.15,1391.980684916183,100,95.52469750754904,1.0659797,100,93.81041515369009,1,4.7323097e-06,0.015714223,0.050720293,-65.35749,-101.592804,0.40066433,1.6268489,1391.980684916183,-67.85503187328577,19.651243,0.01,-67.85503187328577,0.0038701373,1.0352716,-67.85503187328577
103.86,3810.9484581542456,100,94.81834230681217,1.0347506,100,96.64164665061543,1,5.520021e-06,0.024885524,0.060032148,-71.969154,-107.68139,0.8601417,2.5951853,3810.9484581542456,-73.37706920892,54.016827,0.01,-73.37706920892,0.008247996,1.0428493,-73.37706920892
98.32,2603.975895600661,100,93.41421727966313,1.0720922,100,93.27556182833092,1,7.121286e-06,0.014160368,0.07068786,-66.61479,-102.96339,0.015813058,1.4108074,2603.975895600661,-68.86151822298766,37.75132,0.01,-68.86151822298766,0.00015871672,0.996307,-68.86151822298766
109.53,4923.553565034347,100,95.71161186731705,1.0665756,100,93.75800051078089,1,4.5257866e-06,0.016396701,0.049531985,-76.32192,-112.57931,0.45463073,1.7153482,4923.553565034347,-78.57995561674237,60.74922,0.01,-78.57995561674237,0.0043457323,1.0461545,-78.57995561674237
101.41,2566.012253553488,100,97.26119071945057,1.025532,100,97.51036466558624,1,2.8443883e-06,0.015610493,0.02931094,-69.97879,-105.53148,0.8217418,1.5846634,2566.012253553488,-70.94558566734194,45.802567,0.009999999,-70.94558566734194,0.008094965,1.0151271,-70.94558566734194
100.3,2584.2778689671604,100,96.99423737148152,1.0260462,100,97.46150241794594,1,3.1302043e-06,0.018143684,0.03254386,-69.36888,-104.930405,0.84075,1.8500084,2584.2778689671604,-70.3720233862102,43.73422,0.01,-70.3720233862102,0.008245531,1.0196433,-70.3720233862102
99.43,2599.760411060319,100,99.23184498283815,1.010044,100,99.00558996410068,1,7.819288e-07,0.013737859,0.007680551,-69.62289,-104.90376,0.9185327,1.3615439,2599.760411060319,-70.0172863855958,47.395107,0.009999999,-70.0172863855958,0.009267915,0.99108887,-70.0172863855958
111.81,6143.6421740431915,100,78.12660164744038,1.2735164,100,78.52274120731666,1,2.828017e-05,0.01782247,0.2840177,-71.54566,-111.16464,0.025606273,1.7860745,6143.6421740431915,-80.10284043192864,55.11863,0.01,-80.10284043192864,0.000255514,1.0021476,-80.10284043192864
106.52,4982.706461881743,100,88.90605768568201,1.0552227,100,94.76672108090399,1,1.2604326e-05,0.03785088,0.14021093,-74.45519,-110.51883,0.65424085,3.9921522,4982.706461881743,-76.30094850778579,62.596806,0.01,-76.30094850778579,0.006203068,1.0547053,-76.30094850778579
105.52,5000.499831638047,100,95.82453490428512,1.0447346,100,95.71808980713884,1,4.401446e-06,0.025602795,0.043846842,-73.75241,-109.634315,0.58307976,2.5554001,5000.499831638047,-75.4131171232462,63.5493,0.01,-75.4131171232462,0.0058419313,0.9980942,-75.4131171232462
97.82,2607.2887253316917,100,95.4304213822972,1.0403458,100,96.12188673541917,1,4.8367474e-06,0.017502429,0.047701452,-67.26653,-103.07535,0.2477782,1.7381506,2607.2887253316917,-68.80290041178465,43.820507,0.01,-68.80290041178465,0.00249502,0.9930911,-68.80290041178465
127.2,10529.655690947988,100,88.06338541368163,1.1330551,100,88.25696191011762,1,1.36914805e-05,0.03095923,0.14748205,-87.34743,-124.71745,0.7696682,3.2131763,10529.655690947988,-93.89378486901522,85.81798,0.01,-93.89378486901522,0.0074158194,1.0378735,-93.89378486901522
107.01,5000.147021903586,100,82.83887829006268,1.1865516,100,84.27783709796618,1,2.092551e-05,0.021082178,0.19940065,-70.09637,-108.33794,0.09687337,2.0579782,5000.147021903586,-76.65888774484397,50.40073,0.01,-76.65888774484397,0.0009923826,0.9761696,-76.65888774484397
115.21,7277.351591751185,100,88.91364969193246,1.1458352,100,87.27258805226238,1,1.2594604e-05,0.017011328,0.13372715,-75.575066,-113.15549,0.14380746,1.7528943,7277.351591751185,-83.50329970300197,66.66722,0.01,-83.50329970300197,0.0013956095,1.0304276,-83.50329970300197
91.52,100.99973572692672,100,95.76082190884931,1.0483252,100,95.39024895300642,1,4.4715525e-06,0.015005324,0.044741385,-62.546974,-70.58265,0.3292279,1.5009663,100.99973572692672,-62.93294999420643,9.702012,0.01,-62.93294999420643,0.0032913273,1.0002892,-62.93294999420643
91.52,7254.6893739747675,100,92.29449958654985,1.0579218,200,189.04989593205966,,8.4331405e-06,0.02871832,0.09433612,-82.121765,-118.23188,0.6662375,3.0374098,100.99973572692672,-84.12794527843594,79.77148,0.010000002,-62.93294999420643,0.0062991898,1.0576558,-62.93294999420643
111.69,6122.326676510357,100,178.51821215614902,1.1174008,200,178.98681134785457,1,3.0234633e-06,0.008010543,0.12049089,-68.89199,-95.133606,0.06453506,1.5991408,6122.326676510357,-80.27801500365138,46.01331,0.005,-80.27801500365138,0.00032327414,0.9981476,-80.27801500365138
99.17,1397.223229931847,100,100.0,1.0,200,200.0,2,3.5044917e-18,0.01,,-68.8841,-103.99104,1.0,1.0,1397.223229931847,-68.88410006776452,37.192078,0.009999998,-68.88410006776452,0.01,1.0,-68.88410006776452
101.83,3794.4426045065325,100,199.49756419561058,1.002345,200,199.53210401319936,1,6.327921e-08,0.0058863354,0.002526,-70.573425,-95.426865,0.8448137,1.1760646,3794.4426045065325,-72.37927870094776,50.16762,0.005,-72.37927870094776,0.0042283875,0.99897856,-72.37927870094776
111.42,6142.243397864903,100,100.0,1.0,200,200.0,2,3.5044917e-18,0.01,,-80.005165,-115.11251,1.0,1.0,6142.243397864903,-80.0051653780043,77.97962,0.009999998,-80.0051653780043,0.01,1.0,-80.0051653780043
110.32,6143.006555274483,100,126.46458223089145,1.4430401,200,138.59628397886576,1,1.4609814e-05,0.013024971,0.43555385,-71.43692,-101.25792,0.0007827053,2.2489269,6143.006555274483,-79.56956275135279,58.843925,0.005,-79.56956275135279,4.5331462e-06,0.8633136,-79.56956275135279
103.39,3794.2189079654613,100,100.0,1.0,200,200.0,2,3.5044917e-18,0.01,,-73.29434,-108.40183,1.0,1.0,3794.2189079654613,-73.29434026554227,61.28847,0.009999998,-73.29434026554227,0.01,1.0,-73.29434026554227
112.72,6123.653111042241,100,184.4828519710404,1.1064984,200,180.7503807646234,1,2.1133567e-06,0.008465845,0.08226076,-74.72689,-100.840096,0.24592045,1.6702452,6123.653111042241,-81.07630220368505,61.302475,0.005,-81.07630220368505,0.0012464783,0.98646104,-81.07630220368505
133.48,11432.042449876326,100,100.0,1.0,200,200.0,2,3.5044917e-18,0.01,,-99.284744,-134.39238,1.0,1.0,11432.042449876326,-99.28474518463015,106.38477,0.009999998,-99.28474518463015,0.01,1.0,-99.28474518463015
106.17,4995.703294170378,100,176.25153947209688,1.1148559,200,179.39538428259183,1,3.3854747e-06,0.013232485,0.14388789,-84.605835,-110.81763,0.60518616,2.7279963,4995.703294170378,-75.91756128162146,82.095314,0.005,-75.91756128162146,0.0029355309,1.0307951,-75.91756128162146
122.02,8294.342879623699,100,100.0,1.0,200,200.0,2,3.5044917e-18,0.01,,-88.723335,-123.830765,1.0,1.0,8294.342879623699,-88.72332833960652,90.616776,0.009999998,-88.72332833960652,0.01,1.0,-88.72332833960652
103.72,3785.517921362229,100,145.1565018542222,1.4487815,200,138.04704252192417,1,9.49305e-06,0.01042326,0.44855753,-72.4947,-102.37503,0.0262391,2.2657382,3785.517921362229,-73.03093274533748,48.64276,0.005,-73.03093274533748,0.00012070987,1.0868665,-73.03093274533748
116.37,7215.730174134677,100,100.0,1.0,200,200.0,2,3.5044917e-18,0.01,,-84.292625,-119.403046,1.0,1.0,7215.730174134677,-84.29261979877948,84.51965,0.009999998,-84.29261979877948,0.01,1.0,-84.29261979877948
96.07,1361.6070371050275,100,187.9989038402826,1.0768499,200,185.72689940035016,1,1.6039214e-06,0.010222062,0.063559845,-73.674576,-99.437706,0.4902902,2.034878,1361.6070371050275,-66.73991533115506,58.926456,0.005,-66.73991533115506,0.0024629373,0.99533635,-66.73991533115506
116.0,7251.164259962185,100,100.0,1.0,200,200.0,2,3.5044917e-18,0.01,,-84.01702,-119.124176,1.0,1.0,7251.164259962185,-84.0170194196701,84.72693,0.009999998,-84.0170194196701,0.01,1.0,-84.0170194196701
106.22,5036.88643747993,100,116.2965394971982,1.7135234,200,116.71857029279656,1,1.8083958e-05,0.019351948,0.78445816,-69.438354,-101.93404,2.92302e-06,4.030536,5036.88643747993,-76.35363228186965,44.92478,0.005,-76.35363228186965,1.4034393e-08,1.0413774,-76.35363228186965
104.41,3800.839703542413,100,100.0,1.0,200,200.0,2,3.5044917e-18,0.01,,-74.14592,-109.25355,1.0,1.0,3800.839703542413,-74.14591912060976,61.34192,0.009999998,-74.14591912060976,0.01,1.0,-74.14591912060976
98.55,2598.643361025005,100,183.13936659059036,1.1019405,200,181.49800075661958,1,2.3131745e-06,0.009804771,0.093983226,-68.73938,-94.79884,0.104880586,1.9763252,2598.643361025005,-69.17323665976524,45.65115,0.005,-69.17323665976524,0.00052032433,1.0078385,-69.17323665976524
103.28,3807.158643534407,100,100.0,1.0,200,200.0,2,3.5044917e-18,0.01,,-73.1729,-108.28004,1.0,1.0,3807.158643534407,-73.1728999863565,61.39289,0.009999998,-73.1728999863565,0.01,1.0,-73.1728999863565
118.63,8412.610518592975,100,136.4175615126643,1.473951,200,135.689722677135,1,1.1710724e-05,0.011725586,0.45457757,-68.932686,-99.07155,3.854049e-05,2.3101847,8412.610518592975,-87.01821297854185,48.622242,0.005,-87.01821297854185,1.9561632e-07,0.98510414,-87.01821297854185
96.3,1355.2168356392128,100,100.0,1.0,200,200.0,2,3.5044917e-18,0.01,,-67.36567,-102.47298,1.0,1.0,1355.2168356392128,-67.36567109763622,36.628742,0.009999998,-67.36567109763622,0.01,1.0,-67.36567109763622
116.86,7237.347983282059,100,195.68662162782505,1.0370654,200,192.85187081838282,1,5.538234e-07,0.007954117,0.021704683,-75.112946,-100.39344,0.8133948,1.5746465,7237.347983282059,-84.87927896618844,61.164734,0.005,-84.87927896618844,0.0041087554,0.9898311,-84.87927896618844
112.44,7335.2798321974415,100,100.0,1.0,200,200.0,2,3.5044917e-18,0.01,,-81.79924,-116.90656,1.0,1.0,7335.2798321974415,-81.79924655631184,85.216934,0.009999998,-81.79924655631184,0.01,1.0,-81.79924655631184
112.47,6123.089095666847,100,183.90357708401902,1.1064218,200,180.76288345894918,1,2.1991584e-06,0.009695285,0.09468786,-78.87549,-104.98778,0.24291173,2.0117753,6123.089095666847,-81.03804725661874,75.34205,0.005,-81.03804725661874,0.0011706568,1.0375019,-81.03804725661874
101.81,3814.9461053638365,100,100.0,1.0,200,200.0,2,3.5044917e-18,0.01,,-71.99001,-107.09757,1.0,1.0,3814.9461053638365,-71.99001805514098,61.455643,0.009999998,-71.99001805514098,0.01,1.0,-71.99001805514098
103.49,3786.0541147784907,100,182.61293902868687,1.106674,200,180.72170121163956,1,2.3922803e-06,0.008397962,0.096053444,-70.6549,-96.770226,0.06967829,1.6827685,3786.0541147784907,-73.59765979722143,50.623608,0.005,-73.59765979722143,0.0003477339,1.0018909,-73.59765979722143
112.4,6112.97687406216,100,100.0,1.0,200,200.0,2,3.5044917e-18,0.01,,-80.48491,-115.59204,1.0,1.0,6112.97687406216,-80.48490932688117,77.79362,0.009999998,-80.48490932688117,0.01,1.0,-80.48490932688117
117.82,7198.105934698977,100,110.50611671608799,1.772872,200,112.81130462707996,1,2.0348105e-05,0.01786278,0.71487105,-68.645706,-101.6997,2.5305532e-08,3.3481193,7198.105934698977,-85.37898537307977,28.040493,0.005,-85.37898537307977,1.3500927e-10,0.9371776,-85.37898537307977
108.5,4951.624973192148,100,100.0,1.0,200,200.0,2,3.5044917e-18,0.01,,-77.31805,-112.425606,1.0,1.0,4951.624973192148,-77.3180388559401,70.01506,0.009999998,-77.3180388559401,0.01,1.0,-77.3180388559401
99.91,2595.0965789870834,100,193.32732407049534,1.0401193,200,192.28563671032472,1,8.6720917e-07,0.00753653,0.035244085,-72.77246,-98.09033,0.45360574,1.5193317,2595.0965789870834,-69.95222952902317,57.37202,0.005,-69.95222952902317,0.002250077,1.0079783,-69.95222952902317
106.26,4993.129178303005,100,100.0,1.0,200,200.0,2,3.5044917e-18,0.01,,-75.95304,-111.0594,1.0,1.0,4993.129178303005,-75.95304811179638,70.307884,0.009999998,-75.95304811179638,0.01,1.0,-75.95304811179638
