MinVanillaIw,MaxVanillaIw,MaxNormIw,BatchSize,AvgDiscRet,IterType,AvgNormIw,ESSClassic,ESSRenyi,eRenyi2,VarDiscRet,AvgEpLen,AvgVanillaIw,AvgRet,Bound,VarJ,J,VarNormIw,Delta,VanillaAvgRet,VarVanillaIw,VarRet,EpsThisIter,MinNormIw
1.0,1.0,0.01,400,12.3194190684,2,0.01,100.0,400.0,1.0,796.669778917,35.8,1.0,12.3194190684,12.3194,28.0839,12.3194,3.50449e-18,1.0,12.3194190684,,796.669778917,100,0.01
1.0,1.0,0.005,400,9.90839809432,2,0.005,200.000000102,400.0,1.0,493.791550671,98.6,1.0,9.90839809432,11.1139,25.3028,11.1139,2.1793e-19,1.0,9.90839809432,,493.791550671,100,0.005
1.0,1.0,0.00333333,400,-32.7137885924,2,0.00333333,299.999969474,400.0,1.0,6049.15783867,60.36,1.0,-32.7137885924,-3.49532,53.3845,-3.49532,5.43914e-20,1.0,-32.7137885924,,6049.15783867,100,0.00333333
1.87516e-20,3.52684e+11,0.0833331,500,5.30991873778,,0.0025,12.0000516348,46.8016420138,10.6834,609.001938153,56.38,1.05805e+10,0.303697113197,11.9976,129.892,11.9976,0.000202589,1.0,0.303697113197,3.62871e+21,583.458295995,100,4.43068e-33
7.03615e-15,4.62092e+23,0.0833333,500,1.54573084905,1,0.002,,9.15138485982,54.6365,228.426367776,38.32,1.10902e+22,1.54573084905,190.496,7.53774e-07,190.496,0.000162993,1.0,1.54573084905,inf,228.426367776,100,1.26889e-39
1.0,1.0,0.01,500,0.322601124416,2,0.01,100.0,500.0,1.0,214.470643489,28.7,1.0,0.322601124416,0.322601,14.5714,0.322601,3.50449e-18,1.0,0.322601124416,,214.470643489,100,0.01
1.0,1.0,0.005,500,-13.7707428184,2,0.005,200.000000102,500.0,1.0,780.040663343,53.12,1.0,-13.7707428184,-6.72407,23.2796,-6.72407,2.1793e-19,1.0,-13.7707428184,,780.040663343,100,0.005
1.0,1.0,0.00333333,500,3.24098832731,2,0.00333333,299.999969474,500.0,1.0,323.760931965,41.0,1.0,3.24098832731,-3.40238,22.1405,-3.40238,5.43914e-20,1.0,3.24098832731,,323.760931965,100,0.00333333
1.0,1.0,0.0025,500,5.67237984777,2,0.0025,400.0,500.0,1.0,778.484813797,44.9,1.0,5.67237984777,-1.13369,23.9951,-1.13369,5.4346e-20,1.0,5.67237984777,,778.484813797,100,0.0025
3.05555e-07,2.27663e+14,0.0833333,500,19.3025538193,1,0.002,12.0000002468,163.209120246,3.06355,3814.67837225,56.32,5.46391e+12,19.3025538193,168.138,2.45306e-09,168.138,0.000162993,1.0,19.3025538193,1.21651e+27,3814.67837225,100,1.11845e-22
1.0,1.0,0.01,500,-3.78158916633,2,0.01,100.0,500.0,1.0,614.060143553,37.94,1.0,-3.78158916633,-3.78159,24.656,-3.78159,3.50449e-18,1.0,-3.78158916633,,614.060143553,100,0.01
1.0,1.0,0.005,500,-4.56750186327,2,0.005,200.000000102,500.0,1.0,144.192959078,25.98,1.0,-4.56750186327,-4.17455,19.3776,-4.17455,2.1793e-19,1.0,-4.56750186327,,144.192959078,100,0.005
1.0,1.0,0.00333333,500,10.0928319807,2,0.00333333,299.999969474,500.0,1.0,305.096482415,34.68,1.0,10.0928319807,0.581247,19.9059,0.581247,5.43914e-20,1.0,10.0928319807,,305.096482415,100,0.00333333
1.0,1.0,0.0025,500,-19.1116239768,2,0.0025,400.0,500.0,1.0,656.549200393,37.1,1.0,-19.1116239768,-4.34197,23.0736,-4.34197,5.4346e-20,1.0,-19.1116239768,,656.549200393,100,0.0025
,4.05389e+24,0.0831506,500,7.45603278035,1,0.002,,,inf,289.641537839,32.72,9.75073e+22,7.45603278035,39.858,0.183088,39.858,0.000162262,1.0,7.45603278035,inf,289.641537839,100,
1.0,1.0,0.01,500,-8.41091952709,2,0.01,100.0,500.0,1.0,765.258848607,91.12,1.0,-8.41091952709,-8.41092,27.5246,-8.41092,3.50449e-18,1.0,-8.41091952709,,765.258848607,100,0.01
1.0,1.0,0.005,500,6.97287187112,2,0.005,200.000000102,500.0,1.0,593.972608182,34.78,1.0,6.97287187112,-0.719024,27.0552,-0.719024,2.1793e-19,1.0,6.97287187112,,593.972608182,100,0.005
1.0,1.0,0.00333333,500,19.5760637212,2,0.00333333,299.999969474,500.0,1.0,1854.2156908,57.46,1.0,19.5760637212,6.04601,34.5168,6.04601,5.43914e-20,1.0,19.5760637212,,1854.2156908,100,0.00333333
1.0,1.0,0.0025,500,-12.8216956905,2,0.0025,400.0,500.0,1.0,5547.19457112,54.86,1.0,-12.8216956905,1.32908,48.3036,1.32908,5.4346e-20,1.0,-12.8216956905,,5547.19457112,100,0.0025
,2.1767e+32,0.0833333,500,11.8660638255,1,0.002,,2.8080351022e-11,1.7806e+13,616.577823628,41.06,5.22408e+30,11.8660638255,104.085,7.418e-08,104.085,0.000162993,1.0,11.8660638255,inf,616.577823628,100,
1.0,1.0,0.01,500,28.1267518237,2,0.01,100.0,500.0,1.0,1469.60182943,49.54,1.0,28.1267518237,28.1267,38.1432,28.1267,3.50449e-18,1.0,28.1267518237,,1469.60182943,100,0.01
1.0,1.0,0.005,500,-3.54484020717,2,0.005,200.000000102,500.0,1.0,162.926465348,37.3,1.0,-3.54484020717,12.291,32.5403,12.291,2.1793e-19,1.0,-3.54484020717,,162.926465348,100,0.005
1.0,1.0,0.00333333,500,-1.50171857122,2,0.00333333,299.999969474,500.0,1.0,1203.60756324,45.42,1.0,-1.50171857122,7.6934,33.8435,7.6934,5.43914e-20,1.0,-1.50171857122,,1203.60756324,100,0.00333333
1.0,1.0,0.0025,500,0.857410632866,2,0.0025,400.0,500.0,1.0,535.573199777,42.32,1.0,0.857410632866,5.9844,31.6284,5.9844,5.4346e-20,1.0,0.857410632866,,535.573199777,100,0.0025
1.69588e-21,3.99712e+23,0.0833333,500,13.9183851128,1,0.002,,0.439610541122,1137.37,925.597070946,60.68,9.59309e+21,13.9183851128,108.722,1.2805e-09,108.722,0.000162993,1.0,13.9183851128,inf,925.597070946,100,
1.0,1.0,0.01,500,-2.63109981696,2,0.01,100.0,500.0,1.0,690.832323678,36.58,1.0,-2.63109981696,-2.6311,26.1519,-2.6311,3.50449e-18,1.0,-2.63109981696,,690.832323678,100,0.01
1.0,1.0,0.005,500,15.3840049734,2,0.005,200.000000102,500.0,1.0,1203.52177655,40.38,1.0,15.3840049734,6.37645,31.9193,6.37645,2.1793e-19,1.0,15.3840049734,,1203.52177655,100,0.005
1.0,1.0,0.00333333,500,23.2307494711,2,0.00333333,299.999969474,500.0,1.0,2667.33655489,141.12,1.0,23.2307494711,11.9946,40.2812,11.9946,5.43914e-20,1.0,23.2307494711,,2667.33655489,100,0.00333333
1.0,1.0,0.0025,500,-10.2474960952,2,0.0025,400.0,500.0,1.0,526.484140391,39.48,1.0,-10.2474960952,6.43404,37.9472,6.43404,5.4346e-20,1.0,-10.2474960952,,526.484140391,100,0.0025
3.55109e-29,1.41219e+37,0.0833333,500,21.4223902935,1,0.002,,2.29218647726e-05,2.18132e+07,1599.03105624,46.28,3.38924e+35,21.4223902935,155.869,9.01674e-08,155.869,0.000162993,1.0,21.4223902935,inf,1599.03105624,100,
1.0,1.0,0.01,500,3.12280043435,2,0.01,100.0,500.0,1.0,993.512925904,49.98,1.0,3.12280043435,3.1228,31.362,3.1228,3.50449e-18,1.0,3.12280043435,,993.512925904,100,0.01
1.0,1.0,0.005,500,10.3237309426,2,0.005,200.000000102,500.0,1.0,1711.79270242,36.36,1.0,10.3237309426,6.72327,36.7708,6.72327,2.1793e-19,1.0,10.3237309426,,1711.79270242,100,0.005
1.0,1.0,0.00333333,500,22.6519760251,2,0.00333333,299.999969474,500.0,1.0,4752.84091528,62.86,1.0,22.6519760251,12.0328,50.2615,12.0328,5.43914e-20,1.0,22.6519760251,,4752.84091528,100,0.00333333
1.0,1.0,0.0025,500,15.3093801955,2,0.0025,400.0,500.0,1.0,695.689648554,36.52,1.0,15.3093801955,12.852,45.4847,12.852,5.4346e-20,1.0,15.3093801955,,695.689648554,100,0.0025
2.82029e-31,3.55568e+35,0.0833333,500,-9.5954305191,1,0.002,,0.00104594544152,478036.0,562.719002129,28.66,8.53363e+33,-9.5954305191,180.033,1.68354e-09,180.033,0.000162993,1.0,-9.5954305191,inf,562.719002129,100,
1.0,1.0,0.01,500,-6.08599398321,2,0.01,100.0,500.0,1.0,442.163413513,47.22,1.0,-6.08599398321,-6.08599,20.9223,-6.08599,3.50449e-18,1.0,-6.08599398321,,442.163413513,100,0.01
1.0,1.0,0.005,500,-1.95493415246,2,0.005,200.000000102,500.0,1.0,1071.53954944,38.72,1.0,-1.95493415246,-4.02046,27.4509,-4.02046,2.1793e-19,1.0,-1.95493415246,,1071.53954944,100,0.005
1.0,1.0,0.00333333,500,3.73773642784,2,0.00333333,299.999969474,500.0,1.0,248.767352138,31.8,1.0,3.73773642784,-1.4344,24.4507,-1.4344,5.43914e-20,1.0,3.73773642784,,248.767352138,100,0.00333333
1.0,1.0,0.0025,500,-1.26593903162,2,0.0025,400.0,500.0,1.0,198.848396561,41.38,1.0,-1.26593903162,-1.39228,22.3069,-1.39228,5.4346e-20,1.0,-1.26593903162,,198.848396561,100,0.0025
,3.29747e+20,0.1,500,-6.94377659591,1,0.002,,3.46987282916e-05,1.44098e+07,4106.78325802,44.78,6.59494e+18,-6.94377659591,80.9783,1.66431e-09,80.9783,0.000196393,1.0,-6.94377659591,inf,4106.78325802,100,
1.0,1.0,0.01,500,33.5016520229,2,0.01,100.0,500.0,1.0,2087.96384134,47.04,1.0,33.5016520229,33.5016,45.4652,33.5016,3.50449e-18,1.0,33.5016520229,,2087.96384134,100,0.01
1.0,1.0,0.005,500,-18.2967080598,2,0.005,200.000000102,500.0,1.0,1528.22410147,49.46,1.0,-18.2967080598,7.60247,49.6063,7.60247,2.1793e-19,1.0,-18.2967080598,,1528.22410147,100,0.005
1.0,1.0,0.00333333,500,2.79343206441,2,0.00333333,299.999969474,500.0,1.0,83.6665528445,30.46,1.0,2.79343206441,5.99946,40.9056,5.99946,5.43914e-20,1.0,2.79343206441,,83.6665528445,100,0.00333333
1.0,1.0,0.0025,500,11.290876744,2,0.0025,400.0,500.0,1.0,349.01078912,33.08,1.0,11.290876744,7.32231,36.6958,7.32231,5.4346e-20,1.0,11.290876744,,349.01078912,100,0.0025
,9.23551e+36,0.0833333,500,-5.04094065319,1,0.002,,5.47198948782e-09,9.13744e+10,325.74811724,44.18,2.21652e+35,-5.04094065319,126.089,7.43597e-07,126.089,0.000162993,1.0,-5.04094065319,inf,325.74811724,100,
1.0,1.0,0.01,500,18.6692691951,2,0.01,100.0,500.0,1.0,3082.17336508,50.48,1.0,18.6692691951,18.6693,55.239,18.6693,3.50449e-18,1.0,18.6692691951,,3082.17336508,100,0.01
1.0,1.0,0.005,500,-2.96106436096,2,0.005,200.000000102,500.0,1.0,356.744315635,37.82,1.0,-2.96106436096,7.8541,42.6525,7.8541,2.1793e-19,1.0,-2.96106436096,,356.744315635,100,0.005
1.0,1.0,0.00333333,500,-0.926697031039,2,0.00333333,299.999969474,500.0,1.0,257.107740224,39.12,1.0,-0.926697031039,4.92717,36.2602,4.92717,5.43914e-20,1.0,-0.926697031039,,257.107740224,100,0.00333333
1.0,1.0,0.0025,500,15.7765697448,2,0.0025,400.0,500.0,1.0,1200.29964346,34.32,1.0,15.7765697448,7.63952,36.1282,7.63952,5.4346e-20,1.0,15.7765697448,,1200.29964346,100,0.0025
5.09301e-21,1.78228e+27,0.0833333,500,-12.7865650299,1,0.002,,0.40764870793,1226.55,993.684575167,51.58,4.27746e+25,-12.7865650299,142.683,5.06739e-07,142.683,0.000162993,1.0,-12.7865650299,inf,993.684575167,100,
1.0,1.0,0.01,500,-0.32669977644,2,0.01,100.0,500.0,1.0,1257.18826124,49.54,1.0,-0.32669977644,-0.3267,35.2791,-0.3267,3.50449e-18,1.0,-0.32669977644,,1257.18826124,100,0.01
1.0,1.0,0.005,500,8.63097349306,2,0.005,200.000000102,500.0,1.0,244.60380362,41.1,1.0,8.63097349306,4.15214,27.6305,4.15214,2.1793e-19,1.0,8.63097349306,,244.60380362,100,0.005
1.0,1.0,0.00333333,500,-1.39648868652,2,0.00333333,299.999969474,500.0,1.0,899.612629702,60.3,1.0,-1.39648868652,2.3026,28.5075,2.3026,5.43914e-20,1.0,-1.39648868652,,899.612629702,100,0.00333333
1.0,1.0,0.0025,500,21.4096093815,2,0.0025,400.0,500.0,1.0,3656.65494224,72.7,1.0,21.4096093815,7.07935,39.7867,7.07935,5.4346e-20,1.0,21.4096093815,,3656.65494224,100,0.0025
1.35263e-10,3.61372e+23,0.0833333,500,20.2725531686,1,0.002,,8.64922449506,57.8087,1266.30245756,44.36,8.67292e+21,20.2725531686,168.949,1.55996e-09,168.949,0.000162993,1.0,20.2725531686,inf,1266.30245756,100,3.11921e-35
1.0,1.0,0.01,500,8.73181384282,2,0.01,100.0,500.0,1.0,713.115195848,46.1,1.0,8.73181384282,8.73181,26.5704,8.73181,3.50449e-18,1.0,8.73181384282,,713.115195848,100,0.01
1.0,1.0,0.005,500,-15.4296869227,2,0.005,200.000000102,500.0,1.0,1762.65596091,41.86,1.0,-15.4296869227,-3.34894,37.0331,-3.34894,2.1793e-19,1.0,-15.4296869227,,1762.65596091,100,0.005
1.0,1.0,0.00333333,500,9.05059463622,2,0.00333333,299.999969474,500.0,1.0,626.144100703,38.5,1.0,9.05059463622,0.784241,33.9867,0.784241,5.43914e-20,1.0,9.05059463622,,626.144100703,100,0.00333333
1.0,1.0,0.0025,500,5.94679978593,2,0.0025,400.0,500.0,1.0,187.441024354,39.92,1.0,5.94679978593,2.07488,30.2937,2.07488,5.4346e-20,1.0,5.94679978593,,187.441024354,100,0.0025
,4.57175e+28,0.0715327,500,-10.2767843093,1,0.002,,,inf,364.641486124,38.26,1.27823e+27,-10.2767843093,68.886,10.3776,68.886,0.000122393,1.0,-10.2767843093,inf,364.641486124,100,
1.0,1.0,0.01,500,-13.5907382743,2,0.01,100.0,500.0,1.0,630.826936759,44.84,1.0,-13.5907382743,-13.5907,24.9904,-13.5907,3.50449e-18,1.0,-13.5907382743,,630.826936759,100,0.01
1.0,1.0,0.005,500,24.802528749,2,0.005,200.000000102,500.0,1.0,1763.06583005,58.16,1.0,24.802528749,5.6059,39.4143,5.6059,2.1793e-19,1.0,24.802528749,,1763.06583005,100,0.005
1.0,1.0,0.00333333,500,8.37468920138,2,0.00333333,299.999969474,500.0,1.0,365.502803375,33.54,1.0,8.37468920138,6.52883,34.0291,6.52883,5.43914e-20,1.0,8.37468920138,,365.502803375,100,0.00333333
1.0,1.0,0.0025,500,-9.13791941012,2,0.0025,400.0,500.0,1.0,504.422438741,84.36,1.0,-9.13791941012,2.61214,32.2389,2.61214,5.4346e-20,1.0,-9.13791941012,,504.422438741,100,0.0025
,1.96195e+29,0.0998143,500,-0.0662424540582,1,0.002,,,inf,155.738700797,27.94,3.9312e+27,-0.0662424540582,82.1503,0.188726,82.1503,0.00019565,1.0,-0.0662424540582,inf,155.738700797,100,
1.0,1.0,0.01,500,-3.72119628689,2,0.01,100.0,500.0,1.0,720.742725092,36.64,1.0,-3.72119628689,-3.7212,26.7121,-3.7212,3.50449e-18,1.0,-3.72119628689,,720.742725092,100,0.01
1.0,1.0,0.005,500,5.17484309553,2,0.005,200.000000102,500.0,1.0,174.599118066,34.82,1.0,5.17484309553,0.726823,21.5169,0.726823,2.1793e-19,1.0,5.17484309553,,174.599118066,100,0.005
1.0,1.0,0.00333333,500,11.3024736746,2,0.00333333,299.999969474,500.0,1.0,1805.29445116,91.4,1.0,11.3024736746,4.25204,30.4837,4.25204,5.43914e-20,1.0,11.3024736746,,1805.29445116,100,0.00333333
1.0,1.0,0.0025,500,-7.5193423594,2,0.0025,400.0,500.0,1.0,2141.6432489,66.26,1.0,-7.5193423594,1.30919,35.3974,1.30919,5.4346e-20,1.0,-7.5193423594,,2141.6432489,100,0.0025
4.24558e-07,9.20702e+13,0.1,500,3.35664054507,1,0.002,9.9999996558,214.7193636,2.32862,1516.14267014,57.84,1.8414e+12,3.35664054507,114.423,5.3948e-05,114.423,0.000196393,1.0,3.35664054507,1.6648e+26,1516.14267014,100,4.61125e-22
1.0,1.0,0.01,500,-32.2327254454,2,0.01,100.0,500.0,1.0,2711.56006584,55.54,1.0,-32.2327254454,-32.2327,51.8116,-32.2327,3.50449e-18,1.0,-32.2327254454,,2711.56006584,100,0.01
1.0,1.0,0.005,500,7.88274026162,2,0.005,200.000000102,500.0,1.0,438.050275051,38.08,1.0,7.88274026162,-12.175,44.2873,-12.175,2.1793e-19,1.0,7.88274026162,,438.050275051,100,0.005
1.0,1.0,0.00333333,500,7.11200980315,2,0.00333333,299.999969474,500.0,1.0,529.752202094,56.2,1.0,7.11200980315,-5.74599,39.5609,-5.74599,5.43914e-20,1.0,7.11200980315,,529.752202094,100,0.00333333
1.0,1.0,0.0025,500,-5.39675841011,2,0.0025,400.0,500.0,1.0,293.327707238,77.18,1.0,-5.39675841011,-5.65868,35.3046,-5.65868,5.4346e-20,1.0,-5.39675841011,,293.327707238,100,0.0025
,8.03747e+30,0.0833333,500,-5.95361072478,1,0.002,,1.78729724883e-30,2.79752e+32,740.402769808,38.74,1.92899e+29,-5.95361072478,60.3893,2.46238e-05,60.3893,0.000162993,1.0,-5.95361072478,inf,740.402769808,100,
1.0,1.0,0.01,500,0.619021633939,2,0.01,100.0,500.0,1.0,59.5115805992,30.02,1.0,0.619021633939,0.619022,7.67571,0.619022,3.50449e-18,1.0,0.619021633939,,59.5115805992,100,0.01
1.0,1.0,0.005,500,7.08130937774,2,0.005,200.000000102,500.0,1.0,528.335145405,46.56,1.0,7.08130937774,3.85017,17.3616,3.85017,2.1793e-19,1.0,7.08130937774,,528.335145405,100,0.005
1.0,1.0,0.00333333,500,16.2565196703,2,0.00333333,299.999969474,500.0,1.0,357.417877757,41.94,1.0,16.2565196703,7.98562,18.791,7.98562,5.43914e-20,1.0,16.2565196703,,357.417877757,100,0.00333333
1.0,1.0,0.0025,500,-0.640851470199,2,0.0025,400.0,500.0,1.0,181.813964386,41.08,1.0,-0.640851470199,5.829,17.9938,5.829,5.4346e-20,1.0,-0.640851470199,,181.813964386,100,0.0025
,1.76352e+36,0.1,500,11.8920917565,1,0.002,,6.79656433161e-22,7.35666e+23,121.098540799,34.96,3.52703e+34,11.8920917565,53.2435,2.6974e-05,53.2435,0.000196393,1.0,11.8920917565,inf,121.098540799,100,
1.0,1.0,0.01,500,7.66429535271,2,0.01,100.0,500.0,1.0,2768.74852181,77.74,1.0,7.66429535271,7.66429,52.3551,7.66429,3.50449e-18,1.0,7.66429535271,,2768.74852181,100,0.01
1.0,1.0,0.005,500,20.7069815828,2,0.005,200.000000102,500.0,1.0,1132.87038868,40.28,1.0,20.7069815828,14.1856,44.4278,14.1856,2.1793e-19,1.0,20.7069815828,,1132.87038868,100,0.005
1.0,1.0,0.00333333,500,5.69569416043,2,0.00333333,299.999969474,500.0,1.0,357.988106742,42.18,1.0,5.69569416043,11.3557,38.0794,11.3557,5.43914e-20,1.0,5.69569416043,,357.988106742,100,0.00333333
1.0,1.0,0.0025,500,2.74738569028,2,0.0025,400.0,500.0,1.0,107.970721321,50.28,1.0,2.74738569028,9.20359,33.5879,9.20359,5.4346e-20,1.0,2.74738569028,,107.970721321,100,0.0025
2.97346e-22,1.262e+28,0.0833333,500,13.634008605,1,0.002,,0.0547536018406,9131.82,2970.64537421,50.32,3.02879e+26,13.634008605,141.527,9.84951e-05,141.527,0.000162993,1.0,13.634008605,inf,2970.64537421,100,
1.0,1.0,0.01,500,-0.865086924708,2,0.01,100.0,500.0,1.0,495.387674992,31.94,1.0,-0.865086924708,-0.865086,22.1457,-0.865086,3.50449e-18,1.0,-0.865086924708,,495.387674992,100,0.01
1.0,1.0,0.005,500,-13.9882654778,2,0.005,200.000000102,500.0,1.0,8818.46492583,49.44,1.0,-13.9882654778,-7.42668,68.2159,-7.42668,2.1793e-19,1.0,-13.9882654778,,8818.46492583,100,0.005
1.0,1.0,0.00333333,500,12.1631105257,2,0.00333333,299.999969474,500.0,1.0,4116.20416232,53.5,1.0,12.1631105257,-0.89675,67.4233,-0.89675,5.43914e-20,1.0,12.1631105257,,4116.20416232,100,0.00333333
1.0,1.0,0.0025,500,37.7963429802,2,0.0025,400.0,500.0,1.0,5307.27005433,60.68,1.0,37.7963429802,8.77653,70.7368,8.77653,5.4346e-20,1.0,37.7963429802,,5307.27005433,100,0.0025
,1.74558e+18,0.1,500,17.0488253046,1,0.002,9.99999928764,1.56615948425,319.252,578.209915849,38.62,3.49117e+16,17.0488253046,245.23,0.000107896,245.23,0.000196393,1.0,17.0488253046,5.9842e+34,578.209915849,100,
1.0,1.0,0.01,500,10.3804086222,2,0.01,100.0,500.0,1.0,216.467368064,29.6,1.0,10.3804086222,10.3804,14.6391,10.3804,3.50449e-18,1.0,10.3804086222,,216.467368064,100,0.01
1.0,1.0,0.005,500,7.35134948132,2,0.005,200.000000102,500.0,1.0,528.58854813,44.44,1.0,7.35134948132,8.86588,19.2639,8.86588,2.1793e-19,1.0,7.35134948132,,528.58854813,100,0.005
1.0,1.0,0.00333333,500,11.4301858656,2,0.00333333,299.999969474,500.0,1.0,179.792445007,31.82,1.0,11.4301858656,9.72065,17.5554,9.72065,5.43914e-20,1.0,11.4301858656,,179.792445007,100,0.00333333
1.0,1.0,0.0025,500,14.3735189161,2,0.0025,400.0,500.0,1.0,754.786057564,37.44,1.0,14.3735189161,10.8839,20.5429,10.8839,5.4346e-20,1.0,14.3735189161,,754.786057564,100,0.0025
,6.4964e+25,0.0833333,500,-5.3282178561,1,0.002,,2.1088976721e-07,2.37091e+09,1064.01076584,60.26,1.55914e+24,-5.3282178561,56.4926,2.46674e-05,56.4926,0.000162993,1.0,-5.3282178561,inf,1064.01076584,100,
1.0,1.0,0.01,500,-0.12545284769,2,0.01,100.0,500.0,1.0,165.283332885,30.58,1.0,-0.12545284769,-0.125453,12.7918,-0.125453,3.50449e-18,1.0,-0.12545284769,,165.283332885,100,0.01
1.0,1.0,0.005,500,7.95462031317,2,0.005,200.000000102,500.0,1.0,844.837676046,47.84,1.0,7.95462031317,3.91458,22.7229,3.91458,2.1793e-19,1.0,7.95462031317,,844.837676046,100,0.005
1.0,1.0,0.00333333,500,2.32110698429,2,0.00333333,299.999969474,500.0,1.0,2690.94100339,64.96,1.0,2.32110698429,3.38342,35.1112,3.38342,5.43914e-20,1.0,2.32110698429,,2690.94100339,100,0.00333333
1.0,1.0,0.0025,500,6.77079049054,2,0.0025,400.0,500.0,1.0,668.455390056,41.1,1.0,6.77079049054,4.23027,33.0483,4.23027,5.4346e-20,1.0,6.77079049054,,668.455390056,100,0.0025
,1.16968e+18,0.0829126,500,17.785522092,1,0.002,12.1218895075,3.0339615869e-20,1.64801e+22,472.714043463,33.18,2.82148e+16,17.785522092,52.0698,0.227222,52.0698,0.000161313,1.0,17.785522092,3.21044e+34,472.714043463,100,
1.0,1.0,0.01,500,29.1344036575,2,0.01,100.0,500.0,1.0,1501.5884096,104.54,1.0,29.1344036575,29.1344,38.5561,29.1344,3.50449e-18,1.0,29.1344036575,,1501.5884096,100,0.01
1.0,1.0,0.005,500,-5.10172996436,2,0.005,200.000000102,500.0,1.0,563.447255592,33.2,1.0,-5.10172996436,12.0163,36.266,12.0163,2.1793e-19,1.0,-5.10172996436,,563.447255592,100,0.005
1.0,1.0,0.00333333,500,31.4414246977,2,0.00333333,299.999969474,500.0,1.0,1234.9671426,45.3,1.0,31.4414246977,18.4914,36.9893,18.4914,5.43914e-20,1.0,31.4414246977,,1234.9671426,100,0.00333333
1.0,1.0,0.0025,500,25.8562526497,2,0.0025,400.0,500.0,1.0,1361.32660506,54.2,1.0,25.8562526497,20.3326,37.0574,20.3326,5.4346e-20,1.0,25.8562526497,,1361.32660506,100,0.0025
3.90946e-36,6.28238e+29,0.0833333,500,13.5937892132,1,0.002,,1.12870241481e-06,4.42987e+08,734.067082627,70.5,1.50777e+28,13.5937892132,102.508,4.92547e-05,102.508,0.000162993,1.0,13.5937892132,inf,734.067082627,100,
1.0,1.0,0.01,500,-0.885642723357,2,0.01,100.0,500.0,1.0,1925.7520929,38.5,1.0,-0.885642723357,-0.885642,43.6634,-0.885642,3.50449e-18,1.0,-0.885642723357,,1925.7520929,100,0.01
1.0,1.0,0.005,500,1.53997652274,2,0.005,200.000000102,500.0,1.0,369.071755738,66.16,1.0,1.53997652274,0.327167,33.7255,0.327167,2.1793e-19,1.0,1.53997652274,,369.071755738,100,0.005
1.0,1.0,0.00333333,500,16.7543551155,2,0.00333333,299.999969474,500.0,1.0,406.864954603,42.44,1.0,16.7543551155,5.8029,30.8627,5.8029,5.43914e-20,1.0,16.7543551155,,406.864954603,100,0.00333333
