AvgVanillaIw,BatchSize,IterType,AvgDiscRet,J,ESSRenyi,VarDiscRet,MaxNormIw,eRenyi2,EpsThisIter,AvgEpLen,Bound,VarNormIw,AvgNormIw,VarRet,AvgRet,MinVanillaIw,VarVanillaIw,Delta,VanillaAvgRet,VarJ,MinNormIw,ESSClassic,MaxVanillaIw
0.97956735,100,1,-2380.1889555037224,-109.69167,42.110716450763654,5627599.829885766,0.033819724,2.3746924,100,200.0,-1196.686,0.00015377841,0.01,5627599.829885766,-2380.1889555037224,3.4301884e-10,1.475584,0.4,-2380.1889555037224,305.90414,3.5017382e-12,39.64468620383995,3.3128698
1.000978,100,1,-11.08591061270029,-8.22065,69.44048666405524,116.37470490665875,0.018865043,1.4400821,100,200.0,-17.448116,4.0242656e-05,0.01,116.37470490665875,-11.08591061270029,0.0016703581,0.403214,0.4,-11.08591061270029,7.383799,1.6687261e-05,71.51018328327632,1.8883492
1.009704,100,1,-9.221559333475671,-8.239849,90.29988195556336,96.29865062802818,0.013142831,1.1074212,100,200.0,-16.341282,8.607689e-06,0.010000002,96.29865062802818,-9.221559333475671,0.10168914,0.08775557,0.4,-9.221559333475671,7.8993554,0.0010071183,92.14753350181878,1.3270369
1.0384105,100,1,-8.744420235543716,-8.499174,93.59729547075703,61.374953304198115,0.015272541,1.0684069,100,200.0,-12.092709,6.791577e-06,0.01,61.374953304198115,-8.744420235543716,0.32301182,0.07323333,0.4,-8.744420235543716,7.7135344,0.003110637,93.69994063350399,1.5859166
1.0070437,100,1,-7.1274917442781645,-6.8652263,92.67185361648123,43.440545369968284,0.025077812,1.0790763,100,200.0,-9.796002,5.339246e-06,0.01,43.440545369968284,-7.1274917442781645,0.8523772,0.054147266,0.4,-7.1274917442781645,6.549965,0.008464153,94.97951751406735,2.5254452
1.0228046,100,1,-8.781805850452013,-8.00785,87.73609790086623,63.45422210169933,0.013762847,1.1397817,100,200.0,-13.6401825,1.3202276e-05,0.01,63.45422210169933,-8.781805850452013,0.051146995,0.13811287,0.4,-8.781805850452013,7.705816,0.00050006615,88.44059843568326,1.4076704
0.9883864,100,1,-7.749675160564985,-7.6931715,99.15036845970288,52.708862505917445,0.010847556,1.0085691,100,200.0,-11.284423,1.027812e-06,0.01,52.708862505917445,-7.749675160564985,0.5561148,0.010040774,0.4,-7.749675160564985,6.943801,0.0056264917,98.9927053470524,1.0721577
1.0086436,100,1,-8.645251831488318,-7.7170453,68.8328572492944,54.028526637926824,0.018941678,1.4527946,100,200.0,-11.458706,4.347985e-05,0.009999999,54.028526637926824,-8.645251831488318,1.3591212e-05,0.4423474,0.4,-8.645251831488318,7.897199,1.3474742e-07,69.90806021914645,1.9105401
1.0580199,100,1,-8.43813989914989,-7.523981,80.08657277129771,50.21909628345126,0.051344123,1.2486488,100,200.0,-10.826178,3.532494e-05,0.01,50.21909628345126,-8.43813989914989,0.7897762,0.39542958,0.4,-8.43813989914989,7.870997,0.007464663,74.08961084204972,5.43231
0.9710737,100,1,-7.466468460002748,-7.3683763,97.14355196768601,44.35451839086016,0.013524046,1.0294044,100,200.0,-10.222775,1.0930587e-06,0.01,44.35451839086016,-7.466468460002748,0.89397955,0.010307369,0.4,-7.466468460002748,6.6464796,0.009206094,98.92945477084781,1.3132845
1.0832402,100,1,-7.409707689571284,-5.494406,50.904323677545335,48.21680337539761,0.024740243,1.9644697,100,200.0,-9.528601,8.730132e-05,0.01,48.21680337539761,-7.409707689571284,6.575017e-09,1.0244019,0.4,-7.409707689571284,8.019465,6.069768e-11,53.639924726453465,2.6799626
0.98143107,100,1,-6.54426892073129,-5.996953,84.33417276012638,44.47998369982117,0.06724246,1.185759,100,200.0,-9.118854,3.717687e-05,0.01,44.47998369982117,-6.54426892073129,0.80634576,0.35809013,0.4,-6.54426892073129,7.4922953,0.008216021,73.09668506479146,6.5993834
0.94668585,100,1,-8.33736272790316,-8.110818,91.20885596851717,52.19740566033134,0.013977098,1.0963848,100,200.0,-11.075399,1.5001476e-05,0.01,52.19740566033134,-8.33736272790316,0.0831188,0.13444534,0.4,-8.33736272790316,7.5523176,0.00087799766,87.06898333634139,1.3231921
0.9619991,100,1,-8.999424806192934,-5.523436,27.63402916318576,45.97314990005115,0.052968454,3.6187267,100,200.0,-10.955532,0.0002613642,0.010000003,45.97314990005115,-8.999424806192934,3.2389508e-18,2.418775,0.4,-8.999424806192934,8.1627,3.366896e-20,27.874517938676433,5.0955606
1.0142038,100,1,-7.504325399345878,-7.4324884,97.32303324672583,48.67774671480758,0.011440444,1.027506,100,200.0,-10.151308,2.5318798e-06,0.01,48.67774671480758,-7.504325399345878,0.48079348,0.026043158,0.4,-7.504325399345878,6.9917703,0.0047406,97.55473650377056,1.1602942
1.026753,100,1,-8.449913578805237,-8.16188,92.13151930426194,52.51887240583007,0.026751684,1.0854049,100,200.0,-11.103958,9.054329e-06,0.01,52.51887240583007,-8.449913578805237,0.83321553,0.09545271,0.4,-8.449913578805237,7.2225804,0.008115054,91.77360896194365,2.746737
1.1526834,100,1,-8.462737429764905,-7.4003205,72.53163669333317,55.98586339065278,0.13617246,1.3787087,100,200.0,-10.7293005,0.00018046226,0.01,55.98586339065278,-8.462737429764905,0.7464057,2.3977642,0.4,-8.462737429764905,10.4747,0.006475375,35.886328118274164,15.696373
1.0115988,100,1,-7.096171599765927,-7.0337505,97.90942120794521,45.63961334037419,0.011075972,1.0213522,100,200.0,-9.844038,1.5905297e-06,0.010000002,45.63961334037419,-7.096171599765927,0.5410664,0.016276404,0.4,-7.096171599765927,6.7280755,0.0053486265,98.44977504454637,1.1204439
0.99281996,100,1,-7.2392333304039145,-6.82269,88.51112249249852,45.10160177984618,0.013859518,1.1298015,100,200.0,-9.848995,1.3934317e-05,0.010000002,45.10160177984618,-7.2392333304039145,0.061625045,0.13734937,0.4,-7.2392333304039145,6.9556336,0.0006207071,87.87733692410285,1.3760006
1.0009284,100,1,-7.734120121059363,-7.5825844,95.77675449257812,42.66465663678985,0.016300967,1.0440947,100,200.0,-10.481361,2.9522814e-06,0.010000002,42.66465663678985,-7.734120121059363,0.87338144,0.029577658,0.4,-7.734120121059363,6.43882,0.008725713,97.16021433221373,1.63161
0.9391495,100,1,-7.410096280139146,-6.891827,83.26220462695072,48.349219422534496,0.015941251,1.2010251,100,200.0,-9.99765,2.6276657e-05,0.01,48.349219422534496,-7.410096280139146,0.0025480317,0.23176058,0.4,-7.410096280139146,7.2298126,2.713127e-05,79.35632573411851,1.4971218
0.9215072,100,1,-7.7990421580670795,-7.4769177,91.33273966274444,52.69595380724187,0.014146688,1.0948976,100,200.0,-10.451058,1.3395007e-05,0.010000002,52.69595380724187,-7.7990421580670795,0.043400418,0.113747105,0.4,-7.7990421580670795,7.488844,0.0004709721,88.29159142664436,1.3036275
0.9957313,100,1,-7.772211182602929,-7.6977386,97.44172447735735,52.09922326043915,0.013972213,1.0262544,100,200.0,-10.540268,1.7511072e-06,0.01,52.09922326043915,-7.772211182602929,0.8693223,0.017361892,0.4,-7.772211182602929,7.1128345,0.008730491,98.29593980992274,1.3912569
0.97741747,100,1,-8.390138893615735,-8.289594,97.09324720732467,48.75351515686006,0.016982151,1.0299377,100,200.0,-11.128233,1.6208286e-06,0.01,48.75351515686006,-8.390138893615735,0.8982649,0.015484503,0.4,-8.390138893615735,6.9617243,0.009190187,98.4207219182397,1.659865
0.9832598,100,1,-7.9307769351890105,-7.8729887,98.07370684610781,51.33307733577061,0.012472962,1.0196413,100,200.0,-10.6337,6.4215817e-07,0.01,51.33307733577061,-7.9307769351890105,0.9127008,0.006208385,0.4,-7.9307769351890105,7.1215243,0.009282397,99.36828752764559,1.2264162
1.0717845,100,1,-9.169828822002524,-8.285799,74.85746834293123,56.24749720747269,0.016075047,1.335872,100,200.0,-11.5228195,2.997556e-05,0.01,56.24749720747269,-9.169828822002524,0.005036433,0.34433576,0.4,-9.169828822002524,8.2898655,4.6991103e-05,77.11538468849034,1.7228985
1.0480489,100,1,-8.054174380025493,-7.7786975,89.92787530990869,49.894080952807286,0.02988772,1.1120023,100,200.0,-10.746558,1.2701734e-05,0.010000002,49.894080952807286,-8.054174380025493,0.8153107,0.13951664,0.4,-8.054174380025493,7.439506,0.00777932,88.82988094962535,3.132379
1.0039048,100,1,-8.908231616204544,-8.821407,95.7931383602358,50.32771082746033,0.02944341,1.0439161,100,200.0,-11.666804,5.8616865e-06,0.01,50.32771082746033,-8.908231616204544,0.8706508,0.059075523,0.4,-8.908231616204544,7.187796,0.008672643,94.51521145892758,2.955838
1.0147194,100,1,-7.882029671409957,-7.055149,67.20470328325818,48.850400315825695,0.01936033,1.4879911,100,200.0,-10.528814,4.9233546e-05,0.01,48.850400315825695,-7.882029671409957,6.1639173e-07,0.5069359,0.4,-7.882029671409957,7.761109,6.0745045e-09,67.23085562384955,1.9645302
0.9758249,100,1,-7.682150960253227,-7.456929,93.84031321688865,54.52506346430053,0.012809089,1.0656401,100,200.0,-10.36471,7.10665e-06,0.01,54.52506346430053,-7.682150960253227,0.24989797,0.06767196,0.4,-7.682150960253227,7.3508587,0.0025608896,93.42686779454604,1.2499428
0.7663629,100,1,-7.844630391978483,-6.094859,47.6160602757013,48.33887321975139,0.03740173,2.1001318,100,200.0,-10.226103,0.00014651533,0.01,48.33887321975139,-7.844630391978483,1.1850022e-11,0.86050224,0.4,-7.844630391978483,9.298268,1.5462676e-13,40.80797064342649,2.8663297
0.960674,100,1,-6.524801396681003,-6.2535534,91.01475616800532,47.173252415943644,0.020098144,1.0987229,100,200.0,-9.192951,1.0613668e-05,0.009999998,47.173252415943644,-6.524801396681003,0.42160234,0.09795296,0.4,-6.524801396681003,6.685999,0.00438861,90.49158430192169,1.9307765
0.99454325,100,1,-7.481180782946857,-7.1925077,90.79018316252062,42.93801358539339,0.01895875,1.1014407,100,200.0,-10.184839,8.232378e-06,0.010000002,42.93801358539339,-7.481180782946857,0.2716768,0.08142778,0.4,-7.481180782946857,7.0869946,0.0027316741,92.46411693664633,1.8855295
0.99455214,100,1,-7.255868736457451,-7.0571194,93.03451765187604,45.31192728941818,0.022309465,1.0748699,100,200.0,-9.952647,8.289416e-06,0.01,45.31192728941818,-7.255868736457451,0.60796976,0.08199342,0.4,-7.255868736457451,6.7881856,0.006113,92.41586884539691,2.2187927
1.0567505,100,1,-7.817400947603744,-7.6802583,95.16273031443852,49.04462971092952,0.03555688,1.0508316,100,200.0,-10.592986,1.4416936e-05,0.009999999,49.04462971092952,-7.817400947603744,0.8743621,0.16099705,0.4,-7.817400947603744,7.0872135,0.008274064,87.50992369867248,3.757475
1.0043283,100,1,-7.4014267091760395,-7.368052,98.85703948868641,42.77358449184368,0.014188573,1.0115618,100,200.0,-10.215667,1.0203399e-06,0.01,42.77358449184368,-7.4014267091760395,0.9321447,0.010291917,0.4,-7.4014267091760395,6.4445367,0.009281275,98.99995446687308,1.4249985
1.0056096,100,1,-8.071585422720755,-7.7798405,89.31939676935949,54.847324109439725,0.031816,1.1195776,100,200.0,-10.800146,1.344896e-05,0.01,54.847324109439725,-8.071585422720755,0.68728536,0.13600272,0.4,-8.071585422720755,7.8142705,0.0068345144,88.24998406410334,3.1994476
1.0264788,100,1,-7.07407774218406,-7.011695,97.6511865598495,40.954520858729346,0.011124117,1.0240531,100,200.0,-9.787106,1.8876465e-06,0.010000002,40.954520858729346,-7.07407774218406,0.42796886,0.019889351,0.4,-7.07407774218406,6.334595,0.004169291,98.16550455790866,1.141867
1.0142219,100,1,-8.6019806593635,-8.482221,95.27466029912803,48.31485155242934,0.011816456,1.049597,100,200.0,-11.392881,4.209624e-06,0.009999999,48.31485155242934,-8.6019806593635,0.19990675,0.04330214,0.4,-8.6019806593635,7.0847044,0.0019710355,95.99924137853169,1.1984509
0.9769202,100,1,-7.260590131396069,-7.0589023,93.34846890340302,40.97150425699131,0.033293735,1.0712548,100,200.0,-9.919637,7.689043e-06,0.01,40.97150425699131,-7.260590131396069,0.8576455,0.073382154,0.4,-7.260590131396069,6.3334,0.008779075,92.92633103283222,3.2525322
0.7912471,100,1,-6.726934389204153,-4.1621904,46.04502556554211,42.263413165783405,0.037878186,2.1717873,100,200.0,-8.160048,0.00016286803,0.01,42.263413165783405,-6.726934389204153,6.2090323e-13,1.0196711,0.4,-6.726934389204153,6.6363235,7.847147e-15,38.27907918801676,2.9971004
16357375000.0,200,,-8.237662563323717,-2.1164062,nan,51.34322532059416,0.98460597,nan,100,200.0,-inf,0.0096929055,0.010000002,42.263413165783405,-6.726934389204153,0.33365583,2.5934692e+22,0.4,-6.726934389204153,0.09355317,2.0397883e-13,1.031355949530751,1610556900000.0
1.0246811,200,1,-7.318762707712433,-6.954485,190.00539419467776,45.207458441718636,0.011860758,1.0526017,100,200.0,-9.017734,1.7495014e-06,0.005,45.207458441718636,-7.318762707712433,0.85139215,0.07347705,0.4,-7.318762707712433,6.797337,0.004154425,186.98050648631175,2.4306989
1.0,200,2,-7.180600051067471,-7.1806,200.0,38.040758020552474,0.01,1.0,100,200.0,-9.951875,3.5044917e-18,0.009999998,38.040758020552474,-7.180600051067471,1.0,,0.4,-7.180600051067471,6.136803,0.01,100.0,1.0
