AvgEpLen,AvgNormIw,VarJ,eRenyi2,MaxNormIw,Bound,J,VarRet,MaxVanillaIw,VanillaAvgRet,AvgVanillaIw,ESSClassic,ESSRenyi,BatchSize,VarNormIw,AvgRet,AvgDiscRet,VarVanillaIw,MinVanillaIw,VarDiscRet,MinNormIw
142.97,0.01,1737.8248,2.0475035,0.040384427,1145.889,1688.9321,900885.4227753318,4.2652607,1419.1479242708554,1.0561647,51.556897483938855,48.839966035744446,100,9.490958e-05,1419.1479242708554,1419.1479242708554,1.058701,0.00029926287,900885.4227753318,2.8334869e-06
157.34,0.01,4012.1965,27.335808,0.5364546,2207.958,4407.9536,1262021.9026796953,53.09998,1563.0629282433126,0.9898317,2.537226360554204,3.6582054106675517,100,0.0038801122,1563.0629282433126,1563.0629282433126,38.016056,,1262021.9026796953,
144.74,0.01,2941.1204,5.432054,0.32188815,1302.3387,2202.664,972772.8149789635,33.083103,1436.8680965338035,1.0277826,7.777283784761884,18.409242472881694,100,0.001197774,1436.8680965338035,1436.8680965338035,12.65253,8.538643e-05,972772.8149789635,8.3078305e-07
145.42,0.01,1551.6665,5.8817573,0.1898013,1422.45,2212.349,810213.0247566904,17.06536,1443.6469225773105,0.89911705,11.69344064942822,17.001721694772872,100,0.00076280825,1443.6469225773105,1443.6469225773105,6.16663,4.1413574e-07,810213.0247566904,4.606027e-09
164.66,0.01,6779.9316,17.070736,0.7530444,2393.7754,4132.2407,1365489.989709381,191.4755,1636.1883440367365,2.5426853,1.7503798660535463,5.857978261855722,100,0.0056697424,1636.1883440367365,1636.1883440367365,366.56302,5.1474984e-09,1365489.989709381,2.024434e-11
143.99,0.01,1325.348,1.9086243,0.0959114,1193.266,1708.3462,996486.7159057644,10.345057,1429.3800925745309,1.0786055,42.31524507643339,52.39375839946046,100,0.00013769844,1429.3800925745309,1429.3800925745309,1.6019696,0.026797038,996486.7159057644,0.0002484415
155.9,0.010000002,3579.8806,14.563513,0.6964497,1803.4716,3145.9595,1010206.7570618525,83.46871,1548.4658090195508,1.1984887,2.0348317801624156,6.866475235659864,100,0.0048630415,1548.4658090195508,1548.4658090195508,69.85153,5.878613e-14,1010206.7570618525,4.9050217e-16
172.35,0.01,3458.8628,5.784317,0.17414989,1511.2179,2523.1995,1441376.1495959745,22.751204,1713.0909106236688,1.3064151,11.862887204883696,17.288125756764387,100,0.0007504697,1713.0909106236688,1713.0909106236688,12.808421,2.7099168e-07,1441376.1495959745,2.0743152e-09
170.71,0.01,4582.7095,23.888094,0.8216815,2256.2095,4205.872,1072911.9111046551,98.88838,1696.5354427506181,1.203488,1.4741971728913237,4.18618581357545,100,0.0067508635,1696.5354427506181,1696.5354427506181,97.778366,,1072911.9111046551,
154.97,0.010000002,2284.7412,4.1191044,0.46405306,1415.7432,2080.185,1045603.5220629912,90.74101,1539.1664201889516,1.9554017,4.481974249459097,24.27712207416476,100,0.0021526867,1539.1664201889516,1539.1664201889516,82.31004,0.00019887809,1045603.5220629912,1.0170703e-06
165.77,0.01,3910.5264,9.142941,0.23208298,1810.4208,2945.4094,1053187.4440621438,20.785973,1647.1503823131693,0.8956268,7.150280291693074,10.937399115412646,100,0.0013116628,1647.1503823131693,1647.1503823131693,10.521471,,1053187.4440621438,
173.59,0.010000002,1135.5404,1.2122133,0.023983227,1387.4752,1830.4014,1012945.5381494829,2.3108468,1725.3354931322306,0.96352625,88.66599547949558,82.4937342545056,100,1.2911913e-05,1725.3354931322306,1725.3354931322306,0.119871974,0.45194742,1012945.5381494829,0.0046905563
154.08,0.01,1837.4606,2.3291488,0.06562849,1287.1174,1816.2966,990104.3004977481,6.567981,1530.2671488561118,1.0007819,48.896650754407744,42.934140281076424,100,0.00010556864,1530.2671488561118,1530.2671488561118,1.057338,8.41731e-05,990104.3004977481,8.4107336e-07
162.37,0.01,1261.0868,1.1728019,0.021617938,1257.094,1684.5386,1297809.2789884536,2.2535596,1613.1907499634776,1.0424489,90.17269104204306,85.26589535152607,100,1.1008383e-05,1613.1907499634776,1613.1907499634776,0.11962806,0.15567172,1297809.2789884536,0.0014933271
167.05,0.009999998,1097.4806,1.0,0.01,1299.7856,1659.9786,1216629.7695521968,1.0,1659.9788100182068,1.0,100.0,100.0,100,3.5044917e-18,1659.9788100182068,1659.9788100182068,,1.0,1216629.7695521968,0.01
174.02,0.009999998,1176.7295,1.0,0.01,1309.0118,1729.8083,1398679.0874456684,1.0,1729.8083747681717,1.0,100.0,100.0,100,3.5044917e-18,1729.8083747681717,1729.8083747681717,,1.0,1398679.0874456684,0.01
165.13,0.009999998,1081.849,1.0,0.01,1222.5039,1640.7388,1182219.4797164032,1.0,1640.7389085939585,1.0,100.0,100.0,100,3.5044917e-18,1640.7389085939585,1640.7389085939585,,1.0,1182219.4797164032,0.01
168.12,0.009999998,971.8205,1.0,0.01,1249.9263,1670.7352,953975.0271672241,1.0,1670.7352669176712,1.0,100.0,100.0,100,3.5044917e-18,1670.7352669176712,1670.7352669176712,,1.0,953975.0271672241,0.01
152.02,0.009999998,955.8578,1.0,0.01,1097.3298,1509.6519,922893.0460030132,1.0,1509.6519306266498,1.0,100.0,100.0,100,3.5044917e-18,1509.6519306266498,1509.6519306266498,,1.0,922893.0460030132,0.01
149.89,0.009999998,991.4061,1.0,0.01,1067.6968,1488.4587,992814.2670530272,1.0,1488.4587301991849,1.0,100.0,100.0,100,3.5044917e-18,1488.4587301991849,1488.4587301991849,,1.0,992814.2670530272,0.01
179.65,0.009999998,1175.5875,1.0,0.01,1365.4886,1786.2837,1395965.6994643665,1.0,1786.283771605714,1.0,100.0,100.0,100,3.5044917e-18,1786.283771605714,1786.283771605714,,1.0,1395965.6994643665,0.01
166.89,0.009999998,1054.1467,1.0,0.01,1252.726,1658.3618,1122449.6719202425,1.0,1658.361753546484,1.0,100.0,100.0,100,3.5044917e-18,1658.361753546484,1658.361753546484,,1.0,1122449.6719202425,0.01
162.12,0.009999998,1005.9384,1.0,0.01,1249.5986,1610.652,1022133.4686031989,1.0,1610.6519539425683,1.0,100.0,100.0,100,3.5044917e-18,1610.6519539425683,1610.6519539425683,,1.0,1022133.4686031989,0.01
178.91,0.009999998,1030.1935,1.0,0.01,1357.8351,1778.6455,1072018.7032760086,1.0,1778.64549083606,1.0,100.0,100.0,100,3.5044917e-18,1778.64549083606,1778.64549083606,,1.0,1072018.7032760086,0.01
164.16,0.009999998,997.926,1.0,0.01,1248.126,1631.0347,1005915.4815377701,1.0,1631.0347792886134,1.0,100.0,100.0,100,3.5044917e-18,1631.0347792886134,1631.0347792886134,,1.0,1005915.4815377701,0.01
148.63,0.009999998,962.0612,1.0,0.01,1055.0464,1475.8535,934911.0297017486,1.0,1475.853511585267,1.0,100.0,100.0,100,3.5044917e-18,1475.853511585267,1475.853511585267,,1.0,934911.0297017486,0.01
167.62,0.009999998,996.5655,1.0,0.01,1313.9199,1665.6637,1003174.6214751243,1.0,1665.6639128024578,1.0,100.0,100.0,100,3.5044917e-18,1665.6639128024578,1665.6639128024578,,1.0,1003174.6214751243,0.01
157.57,0.009999998,1032.3116,1.0,0.01,1144.5112,1565.257,1076431.7035560503,1.0,1565.2569382884678,1.0,100.0,100.0,100,3.5044917e-18,1565.2569382884678,1565.2569382884678,,1.0,1076431.7035560503,0.01
165.08,0.009999998,1048.9075,1.0,0.01,1219.5732,1640.3496,1111320.0080298486,1.0,1640.3494842053215,1.0,100.0,100.0,100,3.5044917e-18,1640.3494842053215,1640.3494842053215,,1.0,1111320.0080298486,0.01
160.11,0.009999998,1040.8643,1.0,0.01,1179.8738,1590.5621,1094341.9665513523,1.0,1590.5621676532216,1.0,100.0,100.0,100,3.5044917e-18,1590.5621676532216,1590.5621676532216,,1.0,1094341.9665513523,0.01
161.74,0.01,975.3775,1.2652091,0.040665004,1335.8695,1686.1038,652176.739625995,4.0331492,1606.7920762526765,0.9917986,77.66843434868811,79.03831997137942,100,2.9042874e-05,1606.7920762526765,1606.7920762526765,0.2856844,0.19074316,652176.739625995,0.0019232047
144.27,0.009999998,942.61383,1.0,0.01,1116.5693,1432.1641,897495.7843256897,1.0,1432.1639841412516,1.0,100.0,100.0,100,3.5044917e-18,1432.1639841412516,1432.1639841412516,,1.0,897495.7843256897,0.01
169.97,0.009999998,964.1242,1.0,0.01,1327.2411,1689.1277,938924.7367040943,1.0,1689.1278154853715,1.0,100.0,100.0,100,3.5044917e-18,1689.1278154853715,1689.1278154853715,,1.0,938924.7367040943,0.01
162.87,0.009999998,945.63367,1.0,0.01,1260.4333,1618.1123,903255.6428133105,1.0,1618.112334471868,1.0,100.0,100.0,100,3.5044917e-18,1618.112334471868,1618.112334471868,,1.0,903255.6428133105,0.01
149.88,0.009999998,1012.3313,1.0,0.01,1094.3975,1488.262,1035166.4156220761,1.0,1488.2620882111196,1.0,100.0,100.0,100,3.5044917e-18,1488.2620882111196,1488.2620882111196,,1.0,1035166.4156220761,0.01
149.59,0.009999998,912.9026,1.0,0.01,1140.2949,1485.346,841809.2023954659,1.0,1485.3460719272107,1.0,100.0,100.0,100,3.5044917e-18,1485.3460719272107,1485.3460719272107,,1.0,841809.2023954659,0.01
175.69,0.009999998,1169.0071,1.0,0.01,1332.2983,1746.3717,1380381.3422967172,1.0,1746.3717515734118,1.0,100.0,100.0,100,3.5044917e-18,1746.3717515734118,1746.3717515734118,,1.0,1380381.3422967172,0.01
171.87,0.009999998,1131.401,1.0,0.01,1300.8582,1708.1741,1292998.2395110682,1.0,1708.1740833234933,1.0,100.0,100.0,100,3.5044917e-18,1708.1740833234933,1708.1740833234933,,1.0,1292998.2395110682,0.01
148.91,0.009999998,1004.168,1.0,0.01,1084.7,1478.5424,1018538.881282679,1.0,1478.5422916049597,1.0,100.0,100.0,100,3.5044917e-18,1478.5422916049597,1478.5422916049597,,1.0,1018538.881282679,0.01
150.13,0.009999998,999.68787,1.0,0.01,1070.0656,1490.8431,1009470.602992327,1.0,1490.8431790738584,1.0,100.0,100.0,100,3.5044917e-18,1490.8431790738584,1490.8431790738584,,1.0,1009470.602992327,0.01
159.3,0.009999998,1125.9237,1.0,0.01,1161.7628,1582.5712,1280509.2775166875,1.0,1582.5711429084422,1.0,100.0,100.0,100,3.5044917e-18,1582.5711429084422,1582.5711429084422,,1.0,1280509.2775166875,0.01
179.03,0.009999998,1053.3428,1.0,0.01,1397.6663,1779.7383,1120738.4666499451,1.0,1779.73836971071,1.0,100.0,100.0,100,3.5044917e-18,1779.73836971071,1779.73836971071,,1.0,1120738.4666499451,0.01
153.0,0.009999998,1007.5634,1.0,0.01,1165.1768,1519.475,1025438.4398581238,1.0,1519.4749837089403,1.0,100.0,100.0,100,3.5044917e-18,1519.4749837089403,1519.4749837089403,,1.0,1025438.4398581238,0.01
146.12,0.009999998,993.73096,1.0,0.01,1029.9915,1450.7461,997475.9981505867,1.0,1450.7461594331319,1.0,100.0,100.0,100,3.5044917e-18,1450.7461594331319,1450.7461594331319,,1.0,997475.9981505867,0.01
160.68,0.009999998,1043.4927,1.0,0.01,1175.5609,1596.3606,1099875.8498565464,1.0,1596.3607939187452,1.0,100.0,100.0,100,3.5044917e-18,1596.3607939187452,1596.3607939187452,,1.0,1099875.8498565464,0.01
147.98,0.009999998,977.17554,1.0,0.01,1048.5613,1469.3484,964517.2125642352,1.0,1469.3484631962838,1.0,100.0,100.0,100,3.5044917e-18,1469.3484631962838,1469.3484631962838,,1.0,964517.2125642352,0.01
151.98,0.009999998,929.60333,1.0,0.01,1152.4042,1509.246,872891.4321221554,1.0,1509.246071217703,1.0,100.0,100.0,100,3.5044917e-18,1509.246071217703,1509.246071217703,,1.0,872891.4321221554,0.01
163.78,0.009999998,957.8384,1.0,0.01,1237.617,1627.2218,926721.6583822595,1.0,1627.2219182081255,1.0,100.0,100.0,100,3.5044917e-18,1627.2219182081255,1627.2219182081255,,1.0,926721.6583822595,0.01
170.91,0.009999998,1084.1139,1.0,0.01,1277.8654,1698.6602,1187174.5799410432,1.0,1698.660274360663,1.0,100.0,100.0,100,3.5044917e-18,1698.660274360663,1698.660274360663,,1.0,1187174.5799410432,0.01
154.98,0.009999998,1017.84265,1.0,0.01,1118.5989,1539.3776,1046468.3669952898,1.0,1539.3776394009276,1.0,100.0,100.0,100,3.5044917e-18,1539.3776394009276,1539.3776394009276,,1.0,1046468.3669952898,0.01
168.81,0.009999998,1025.8718,1.0,0.01,1318.1749,1677.5406,1063043.421790413,1.0,1677.5405994854198,1.0,100.0,100.0,100,3.5044917e-18,1677.5405994854198,1677.5405994854198,,1.0,1063043.421790413,0.01
149.51,0.009999998,1028.3364,1.0,0.01,1096.612,1484.5739,1068157.5352918499,1.0,1484.574001967995,1.0,100.0,100.0,100,3.5044917e-18,1484.574001967995,1484.574001967995,,1.0,1068157.5352918499,0.01
153.06,0.009999998,1059.7953,1.0,0.01,1099.4443,1520.2528,1134511.3065359101,1.0,1520.2528114878257,1.0,100.0,100.0,100,3.5044917e-18,1520.2528114878257,1520.2528114878257,,1.0,1134511.3065359101,0.01
162.41,0.009999998,1022.4078,1.0,0.01,1203.7463,1613.5485,1055876.5050073576,1.0,1613.548482677834,1.0,100.0,100.0,100,3.5044917e-18,1613.548482677834,1613.548482677834,,1.0,1055876.5050073576,0.01
162.24,0.009999998,1138.9491,1.0,0.01,1222.2279,1611.8813,1310308.3006477794,1.0,1611.8812251555999,1.0,100.0,100.0,100,3.5044917e-18,1611.8812251555999,1611.8812251555999,,1.0,1310308.3006477794,0.01
151.83,0.009999998,1055.7195,1.0,0.01,1105.5248,1507.7759,1125801.760921781,1.0,1507.7759519919882,1.0,100.0,100.0,100,3.5044917e-18,1507.7759519919882,1507.7759519919882,,1.0,1125801.760921781,0.01
162.63,0.009999998,1070.8549,1.0,0.01,1195.0745,1615.8617,1158313.441599435,1.0,1615.8619024692605,1.0,100.0,100.0,100,3.5044917e-18,1615.8619024692605,1615.8619024692605,,1.0,1158313.441599435,0.01
151.51,0.009999998,1034.7637,1.0,0.01,1083.8662,1504.676,1081551.3587669362,1.0,1504.6761832592047,1.0,100.0,100.0,100,3.5044917e-18,1504.6761832592047,1504.6761832592047,,1.0,1081551.3587669362,0.01
165.8,0.009999998,1153.815,1.0,0.01,1226.8751,1647.6696,1344736.4306506147,1.0,1647.6696530018644,1.0,100.0,100.0,100,3.5044917e-18,1647.6696530018644,1647.6696530018644,,1.0,1344736.4306506147,0.01
147.63,0.009999998,941.0396,1.0,0.01,1045.0891,1465.8429,894500.4990352127,1.0,1465.8429637010092,1.0,100.0,100.0,100,3.5044917e-18,1465.8429637010092,1465.8429637010092,,1.0,894500.4990352127,0.01
147.12,0.009999998,978.1452,1.0,0.01,1154.3589,1460.691,966432.3641962704,1.0,1460.691072738614,1.0,100.0,100.0,100,3.5044917e-18,1460.691072738614,1460.691072738614,,1.0,966432.3641962704,0.01
149.66,0.009999998,970.05347,1.0,0.01,1132.6152,1486.0608,950508.8561139313,1.0,1486.0608550778554,1.0,100.0,100.0,100,3.5044917e-18,1486.0608550778554,1486.0608550778554,,1.0,950508.8561139313,0.01
155.74,0.009999998,984.2546,1.0,0.01,1179.9526,1546.8595,978542.5855768288,1.0,1546.8595826379074,1.0,100.0,100.0,100,3.5044917e-18,1546.8595826379074,1546.8595826379074,,1.0,978542.5855768288,0.01
161.68,0.009999998,958.60626,1.0,0.01,1250.2356,1606.2227,928208.0615843091,1.0,1606.2226253270355,1.0,100.0,100.0,100,3.5044917e-18,1606.2226253270355,1606.2226253270355,,1.0,928208.0615843091,0.01
160.05,0.009999998,1041.1953,1.0,0.01,1198.6622,1589.9902,1095038.0268939163,1.0,1589.9901799120612,1.0,100.0,100.0,100,3.5044917e-18,1589.9901799120612,1589.9901799120612,,1.0,1095038.0268939163,0.01
166.43,0.009999998,1018.27325,1.0,0.01,1275.0286,1653.7421,1047353.8624050432,1.0,1653.7419982689823,1.0,100.0,100.0,100,3.5044917e-18,1653.7419982689823,1653.7419982689823,,1.0,1047353.8624050432,0.01
150.29,0.009999998,1046.83,1.0,0.01,1114.5261,1492.3861,1106922.0513693355,1.0,1492.386080757525,1.0,100.0,100.0,100,3.5044917e-18,1492.386080757525,1492.386080757525,,1.0,1106922.0513693355,0.01
175.17,0.009999998,1154.8267,1.0,0.01,1354.8646,1741.1602,1347095.673040063,1.0,1741.1601923123806,1.0,100.0,100.0,100,3.5044917e-18,1741.1601923123806,1741.1601923123806,,1.0,1347095.673040063,0.01
132.97,0.009999998,925.1403,1.0,0.01,947.20233,1319.1865,864529.9652483496,1.0,1319.1865803865212,1.0,100.0,100.0,100,3.5044917e-18,1319.1865803865212,1319.1865803865212,,1.0,864529.9652483496,0.01
154.72,0.009999998,1020.1153,1.0,0.01,1162.1561,1536.6764,1051146.691761254,1.0,1536.6762915299148,1.0,100.0,100.0,100,3.5044917e-18,1536.6762915299148,1536.6762915299148,,1.0,1051146.691761254,0.01
151.07,0.009999998,901.8926,1.0,0.01,1141.6244,1500.1398,821626.4950195047,1.0,1500.1397355805811,1.0,100.0,100.0,100,3.5044917e-18,1500.1397355805811,1500.1397355805811,,1.0,821626.4950195047,0.01
157.55,0.009999998,987.6661,1.0,0.01,1171.9424,1564.9441,985337.6819151063,1.0,1564.9441145031853,1.0,100.0,100.0,100,3.5044917e-18,1564.9441145031853,1564.9441145031853,,1.0,985337.6819151063,0.01
168.44,0.009999998,1059.8643,1.0,0.01,1253.1847,1673.9521,1134658.8760162492,1.0,1673.9521205956555,1.0,100.0,100.0,100,3.5044917e-18,1673.9521205956555,1673.9521205956555,,1.0,1134658.8760162492,0.01
147.82,0.009999998,1014.1449,1.0,0.01,1051.1146,1467.6764,1038878.6211186216,1.0,1467.6764428305294,1.0,100.0,100.0,100,3.5044917e-18,1467.6764428305294,1467.6764428305294,,1.0,1038878.6211186216,0.01
144.72,0.009999998,1033.8362,1.0,0.01,1016.00635,1436.7739,1079613.4604225694,1.0,1436.77387699239,1.0,100.0,100.0,100,3.5044917e-18,1436.77387699239,1436.77387699239,,1.0,1079613.4604225694,0.01
161.46,0.009999998,1146.0806,1.0,0.01,1219.4729,1604.0925,1326768.3810664562,1.0,1604.0926479705438,1.0,100.0,100.0,100,3.5044917e-18,1604.0926479705438,1604.0926479705438,,1.0,1326768.3810664562,0.01
163.31,0.009999998,988.3181,1.0,0.01,1236.3245,1622.5516,986639.288577592,1.0,1622.5516489408733,1.0,100.0,100.0,100,3.5044917e-18,1622.5516489408733,1622.5516489408733,,1.0,986639.288577592,0.01
159.22,0.009999998,969.485,1.0,0.01,1219.7528,1581.6448,949395.1113224719,1.0,1581.6449385565224,1.0,100.0,100.0,100,3.5044917e-18,1581.6449385565224,1581.6449385565224,,1.0,949395.1113224719,0.01
139.43,0.009999998,1006.8454,1.0,0.01,1046.3269,1383.7825,1023977.4416015602,1.0,1383.7824960154246,1.0,100.0,100.0,100,3.5044917e-18,1383.7824960154246,1383.7824960154246,,1.0,1023977.4416015602,0.01
152.48,0.009999998,1011.42896,1.0,0.01,1093.5763,1514.3531,1033321.6540349325,1.0,1514.3531902477232,1.0,100.0,100.0,100,3.5044917e-18,1514.3531902477232,1514.3531902477232,,1.0,1033321.6540349325,0.01
157.42,0.009999998,1054.9443,1.0,0.01,1142.9624,1563.764,1124148.9909478917,1.0,1563.764022060645,1.0,100.0,100.0,100,3.5044917e-18,1563.764022060645,1563.764022060645,,1.0,1124148.9909478917,0.01
173.23,0.009999998,1031.8962,1.0,0.01,1336.3301,1721.7588,1075565.4456325066,1.0,1721.758751215654,1.0,100.0,100.0,100,3.5044917e-18,1721.758751215654,1721.758751215654,,1.0,1075565.4456325066,0.01
141.81,0.009999998,905.48236,1.0,0.01,1039.7762,1407.562,828180.1280248141,1.0,1407.5620680771992,1.0,100.0,100.0,100,3.5044917e-18,1407.5620680771992,1407.5620680771992,,1.0,828180.1280248141,0.01
153.06,0.009999998,1017.993,1.0,0.01,1124.5411,1520.0565,1046777.5995400344,1.0,1520.056484953172,1.0,100.0,100.0,100,3.5044917e-18,1520.056484953172,1520.056484953172,,1.0,1046777.5995400344,0.01
167.19,0.009999998,1138.3912,1.0,0.01,1240.7734,1661.5667,1309024.8223159846,1.0,1661.5667515596422,1.0,100.0,100.0,100,3.5044917e-18,1661.5667515596422,1661.5667515596422,,1.0,1309024.8223159846,0.01
143.93,0.009999998,961.2481,1.0,0.01,1065.1931,1428.7607,933331.2705998035,1.0,1428.7608002116276,1.0,100.0,100.0,100,3.5044917e-18,1428.7608002116276,1428.7608002116276,,1.0,933331.2705998035,0.01
139.74,0.009999998,985.0845,1.0,0.01,966.1701,1386.9546,980193.5080726716,1.0,1386.9545563877314,1.0,100.0,100.0,100,3.5044917e-18,1386.9545563877314,1386.9545563877314,,1.0,980193.5080726716,0.01
152.09,0.009999998,1020.915,1.0,0.01,1164.4689,1510.3708,1052795.3250270202,1.0,1510.3708361878234,1.0,100.0,100.0,100,3.5044917e-18,1510.3708361878234,1510.3708361878234,,1.0,1052795.3250270202,0.01
168.09,0.009999998,1047.8491,1.0,0.01,1249.7207,1670.4609,1109078.6907173018,1.0,1670.4610712304247,1.0,100.0,100.0,100,3.5044917e-18,1670.4610712304247,1670.4610712304247,,1.0,1109078.6907173018,0.01
149.98,0.009999998,1049.0435,1.0,0.01,1068.5957,1489.3483,1111608.2099759404,1.0,1489.348357350363,1.0,100.0,100.0,100,3.5044917e-18,1489.348357350363,1489.348357350363,,1.0,1111608.2099759404,0.01
172.34,0.009999998,1045.973,1.0,0.01,1354.3385,1712.8677,1105110.7415434902,1.0,1712.8677034784446,1.0,100.0,100.0,100,3.5044917e-18,1712.8677034784446,1712.8677034784446,,1.0,1105110.7415434902,0.01
147.43,0.009999998,952.568,1.0,0.01,1075.8245,1463.756,916551.387633248,1.0,1463.7560231465186,1.0,100.0,100.0,100,3.5044917e-18,1463.7560231465186,1463.7560231465186,,1.0,916551.387633248,0.01
163.95,0.009999998,986.6703,1.0,0.01,1262.8528,1628.9457,983351.8022366655,1.0,1628.9455990393542,1.0,100.0,100.0,100,3.5044917e-18,1628.9455990393542,1628.9455990393542,,1.0,983351.8022366655,0.01
162.21,0.009999998,1054.3851,1.0,0.01,1230.3372,1611.5765,1122957.7837743906,1.0,1611.5766643964341,1.0,100.0,100.0,100,3.5044917e-18,1611.5766643964341,1611.5766643964341,,1.0,1122957.7837743906,0.01
156.71,0.009999998,1077.0039,1.0,0.01,1150.983,1556.5784,1171653.9723092376,1.0,1556.5784957710127,1.0,100.0,100.0,100,3.5044917e-18,1556.5784957710127,1556.5784957710127,,1.0,1171653.9723092376,0.01
156.31,0.009999998,1062.125,1.0,0.01,1173.0359,1552.5803,1139504.5743428092,1.0,1552.5802979678692,1.0,100.0,100.0,100,3.5044917e-18,1552.5802979678692,1552.5802979678692,,1.0,1139504.5743428092,0.01
156.62,0.009999998,1071.835,1.0,0.01,1146.6368,1555.6632,1160434.3628115878,1.0,1555.6633441907866,1.0,100.0,100.0,100,3.5044917e-18,1555.6633441907866,1555.6633441907866,,1.0,1160434.3628115878,0.01
156.94,0.009999998,957.3468,1.0,0.01,1257.5688,1558.853,925770.6030547856,1.0,1558.8530273139224,1.0,100.0,100.0,100,3.5044917e-18,1558.8530273139224,1558.8530273139224,,1.0,925770.6030547856,0.01
161.2,0.009999998,1031.8068,1.0,0.01,1180.7544,1601.535,1075379.0899523022,1.0,1601.5349362372397,1.0,100.0,100.0,100,3.5044917e-18,1601.5349362372397,1601.5349362372397,,1.0,1075379.0899523022,0.01
183.42,0.009999998,1040.2426,1.0,0.01,1402.9802,1823.7472,1093034.8640082413,1.0,1823.747331808827,1.0,100.0,100.0,100,3.5044917e-18,1823.747331808827,1823.747331808827,,1.0,1093034.8640082413,0.01
155.79,0.009999998,1057.0059,1.0,0.01,1161.9622,1547.3525,1128546.7943394515,1.0,1547.3525023180387,1.0,100.0,100.0,100,3.5044917e-18,1547.3525023180387,1547.3525023180387,,1.0,1128546.7943394515,0.01
165.1,0.009999998,996.86414,1.0,0.01,1219.749,1640.5443,1003775.8211741992,1.0,1640.5442960590944,1.0,100.0,100.0,100,3.5044917e-18,1640.5442960590944,1640.5442960590944,,1.0,1003775.8211741992,0.01
177.78,0.009999998,1142.4135,1.0,0.01,1386.0437,1767.2783,1318291.4888184504,1.0,1767.2783883247696,1.0,100.0,100.0,100,3.5044917e-18,1767.2783883247696,1767.2783883247696,,1.0,1318291.4888184504,0.01
133.72,0.009999998,801.8964,1.0,0.01,1002.6238,1326.6462,649533.2441718348,1.0,1326.646226467656,1.0,100.0,100.0,100,3.5044917e-18,1326.646226467656,1326.646226467656,,1.0,649533.2441718348,0.01
