VarJ,BatchSize,StepSize,Grad2Norm,J,AvgEpLen,AvgRet,GradInftyNorm
29.405292178694904,100,0.01911471596883204,52.3157132771721,125.35846139789567,14.56,135.5297966214083,35.89504468257067
366.4912966670405,100,0.003800647054186266,263.11309251895375,200.85018568376736,28.96,279.7877653798461,234.8277191856534
984.8087701006214,100,0.004823033267080883,207.33839984588064,354.7311116888439,64.34,634.3923149744235,179.12076613954122
1235.108649330455,100,0.004413817037512172,226.56127145760567,389.1797472145463,76.72,758.5762879635893,157.4980678846352
1237.6798147182897,100,0.006597017772923766,151.58364497732813,433.79112961207835,84.07,831.6763891066424,116.82917838169028
1259.1871920695985,100,0.011606569807026271,86.15809981986494,431.56861558616635,83.99,830.8749999103352,60.03672495381863
1215.0064120429151,100,0.010369179733688469,96.43964379854427,396.0547869262495,76.8,759.5927424204544,63.335353443729815
1121.9358490748061,100,0.008022986713722284,124.64186165105184,415.8203401921411,79.0,781.7038536491345,90.58357388618003
1240.059031547233,100,0.015568417506342703,64.2326042189318,445.0003342009915,87.4,865.155122595781,39.42972351583534
1343.3720824226284,100,0.007916349228582833,126.32085461684687,405.06928345326355,83.06,822.7954117601583,97.50517795332827
1305.1442179993244,100,0.008525720300728337,117.29214244977891,434.6225969650711,87.39,865.4900222543624,89.23667672248844
1221.7768127478857,100,0.007486688082706423,133.57041043420924,422.71382184872056,82.22,813.1934752848471,98.94668001900986
1261.8917694894567,100,0.010619970652942883,94.16221877438913,455.2569135762492,89.21,882.8837445570213,69.64126497330035
1275.7564298828815,100,0.008255453589767646,121.13204793973598,395.5541267563413,76.56,756.3066980728836,84.04672214321701
1276.9800359937685,100,0.014787150599054093,67.62628089173367,493.46091159274283,98.03,970.8486510988349,42.03245842663199
1308.7998331911385,100,0.007197747450048001,138.9323544539384,424.13048936766756,82.97,820.3012171593577,93.40530458962779
1284.8320952968043,100,0.013396080439864351,74.64870075161522,453.5733274954127,88.91,879.8778638945234,59.27998241973679
1257.3170796209954,100,0.0077589013862892015,128.8842260280696,412.93317058832065,80.62,797.515667876082,105.30094014629393
1307.17856584321,100,0.0060880576510950885,164.25600040435313,435.57493092215554,88.56,877.7319046401311,111.55538106387857
1316.994156966641,100,0.008265771987626142,120.98083536504511,471.82411654080687,95.74,949.2335179922951,100.96206527464972
1324.1226997968658,100,0.004077253204108645,245.26315878354103,524.6221075791885,109.38,1086.1407921042999,229.3601287850001
1361.4818025568104,100,0.004459930391702197,224.21874607292597,496.21022936506336,104.39,1036.8847003068838,148.69398565445712
1299.9096936015217,100,0.008265580616048769,120.98363641367933,489.04765985714965,99.54,987.3206403154704,108.45811365222482
1404.9581575148852,100,0.007376759945058024,135.56087055129652,452.99246217265033,95.71,950.2950159680107,79.59670191376941
1298.9122115970615,100,0.010941676115939037,91.39367583210336,521.6484214464891,109.28,1085.8391351933228,56.95198580164547
1244.5482169137288,100,0.012398278485363427,80.6563589598776,443.34799466789866,88.81,880.4002838876145,65.17750501920757
1034.9077309918248,100,0.007733425023314736,129.3088116824304,554.6385109158566,112.2,1115.3277904542024,78.06962403072096
670.2199436604034,100,0.0049617908484327605,201.54013551696997,675.1629641194044,139.77,1392.202588085942,150.50365623221916
181.6351696921151,100,0.011705205728618075,85.4320738297746,779.9343523497836,164.95,1644.662767276857,67.818476008053
56.7103871605169,100,0.014702994194147946,68.01335746959744,824.0710425815523,179.91,1795.270454845745,50.515306221762
21.29230096492457,100,0.021949659882339975,45.55879249885641,855.2459970415215,194.97,1948.4852441989071,32.61010111186442
3.943013162815343e-06,100,114.15435263586528,0.008760068949712721,866.0035485333575,200.0,1999.95338514328,0.005175060670763405
0.0008027077903015058,100,2.9632057903099835,0.337472342714135,865.974466670159,199.99,1999.7498731079324,0.2204367163366895
0.2478775461226256,100,0.3090920310809048,3.2352823736767578,865.4244268326682,199.65,1996.2366795178502,2.177183819338472
1.06858174442234e-06,100,129.29251893273738,0.007734399548053016,866.0103051081255,200.0,1999.9813477039338,0.005658698124863558
1.606188530753323e-06,100,52.03534057482445,0.019217708368066612,866.0068540779721,200.0,1999.9589811134338,0.017287821100309388
8.687631953281027e-07,100,272.43446786556206,0.0036706074963079524,866.0097063800364,200.0,1999.9817367839814,0.0026293904297791048
6.942098478515317e-07,100,153.08543335978067,0.006532300154579729,866.0109817166995,200.0,1999.9844040107728,0.006036227085373333
9.909397303649196e-07,100,225.1702827189404,0.004441083378876462,866.0076369676631,200.0,1999.9771771907806,0.002531632371211241
5.357093197141171e-07,100,357.3999937010074,0.0027979854997887237,866.0124481185655,200.0,1999.9874478435515,0.0018186702328962085
21.077499778637115,100,0.033990148106795695,29.420289575027436,861.4220307625504,198.53,1985.1849273630232,26.129645689384844
9.402498182933725e-07,100,114.82503086872146,0.008708902513976173,866.0108594498577,200.0,1999.9784346294402,0.005742470680004309
4.5530642761463403e-07,100,166.68876562368402,0.005999204543019993,866.0131473127968,200.0,1999.989332113266,0.0036256629462163175
3.039323488454486e-07,100,261.24314315767697,0.0038278516630633093,866.0130564440932,200.0,1999.989877843857,0.0026833084633980492
