VarDiscRet,VarNormIw,VanillaAvgRet,Delta,MinVanillaIw,Bound,BatchSize,J,AvgEpLen,AvgNormIw,VarVanillaIw,eRenyi2,MaxVanillaIw,IterType,AvgVanillaIw,VarRet,ESSRenyi,MinNormIw,AvgRet,VarJ,MaxNormIw,EpsThisIter,AvgDiscRet,ESSClassic
4841.67031171,1.05347e-05,-126.517539579,0.3,0.104339,-195.046,100,-116.965,42.58,0.01,0.104584,1.11247,1.54938,1,0.99637,4841.67031171,89.8899078459,0.00104719,-126.517539579,37.1623,0.0155502,100,-126.517539579,90.555602872
3814.69707558,1.08144e-05,-125.138749577,0.3,0.0535828,-194.275,100,-115.075,41.52,0.01,0.106673,1.08298,1.62469,1,0.993174,3814.69707558,92.3374599286,0.000539511,-125.138749577,21.2812,0.0163585,100,-125.138749577,90.3290942482
3046.53302271,4.82973e-06,-119.187037001,0.3,0.260511,-192.221,100,-114.374,35.88,0.01,0.0466077,1.05013,1.36546,1,0.982352,3046.53302271,95.2258936628,0.00265191,-119.187037001,30.5827,0.0138999,100,-119.187037001,95.4367605773
1580.8120541,1.38819e-06,-112.875011879,0.3,0.870926,-188.89,100,-112.216,32.82,0.01,0.0142389,1.00819,1.68617,1,1.01278,1580.8120541,99.1873915808,0.00859937,-112.875011879,34.2021,0.016649,100,-112.875011879,98.6443310322
310.837725174,3.54686e-06,-111.403610056,0.3,0.30254,-148.367,100,-109.818,21.6,0.01,0.0350838,1.03747,1.25077,1,0.994561,310.837725174,96.3878767823,0.00304195,-111.403610056,10.9906,0.0125761,100,-111.403610056,96.6077151066
462.205733651,2.22753e-06,-110.598715626,0.3,0.340816,-158.621,100,-109.464,21.93,0.01,0.0225408,1.02053,1.29793,1,1.00594,462.205733651,97.9886793198,0.00338802,-110.598715626,12.496,0.0129026,100,-110.598715626,97.8423339322
41.0349091783,1.44202e-06,-107.650211379,0.3,0.613215,-128.688,100,-107.328,18.69,0.01,0.0150303,1.0147,1.41275,1,1.02094,41.0349091783,98.5514526886,0.0060064,-107.650211379,5.73079,0.0138378,100,-107.650211379,98.5925072195
18.0542015877,1.37082e-06,-108.304789095,0.3,0.783306,-127.35,100,-108.066,20.53,0.01,0.0137922,1.01234,1.38325,1,1.00306,18.0542015877,98.7814074553,0.00780915,-108.304789095,3.9495,0.0137903,100,-108.304789095,98.6610367439
20.6129987413,9.01901e-07,-108.519547001,0.3,0.457386,-128.936,100,-108.36,17.32,0.01,0.00912354,1.00777,1.13391,1,1.00578,20.6129987413,99.2289377359,0.00454758,-108.519547001,4.09597,0.011274,100,-108.519547001,99.115027502
300.499997398,1.71847e-06,-109.335157231,0.3,0.56166,-151.556,100,-108.596,21.14,0.01,0.0171706,1.01471,1.19739,1,0.99959,300.499997398,98.5504106733,0.0056189,-109.335157231,10.1893,0.0119788,100,-109.335157231,98.3271881078
9.73848178859,4.38059e-07,-108.029118163,0.3,0.709031,-127.247,100,-107.935,16.0,0.01,0.00445842,1.00425,1.08071,1,1.00884,9.73848178859,99.5766991269,0.00702815,-108.029118163,2.84718,0.0107123,100,-108.029118163,99.568215168
17.0459618743,8.03312e-07,-108.39750505,0.3,0.721379,-129.119,100,-108.239,18.19,0.01,0.00800462,1.00739,1.16191,1,0.998224,17.0459618743,99.2667478604,0.00722662,-108.39750505,3.50657,0.0116398,100,-108.39750505,99.2110046287
38.848950315,1.56581e-06,-108.113326611,0.3,0.561586,-131.847,100,-107.756,17.63,0.01,0.0153959,1.0137,1.16816,1,0.99159,38.848950315,98.6484217161,0.00566349,-108.113326611,4.42496,0.0117807,100,-108.113326611,98.4734880005
11.0509659707,9.93133e-07,-107.673519392,0.3,0.680701,-125.749,100,-107.512,16.37,0.01,0.0101693,1.00854,1.26172,1,1.01191,11.0509659707,99.1529233158,0.00672689,-107.673519392,3.06549,0.0124687,100,-107.673519392,99.0263538584
16.8392026624,1.74675e-06,-108.206173094,0.3,0.470242,-128.117,100,-107.922,17.78,0.01,0.0168866,1.01315,1.13633,1,0.983231,16.8392026624,98.7024300947,0.00478262,-108.206173094,3.33118,0.0115571,100,-108.206173094,98.300146063
18.837855308,9.93287e-07,-108.555443037,0.3,0.682538,-129.847,100,-108.406,16.49,0.01,0.00967104,1.00663,1.11399,1,0.986732,18.837855308,99.34137228,0.00691715,-108.555443037,3.68873,0.0112897,100,-108.555443037,99.0262289554
8.64624494755,8.83096e-08,-107.575517012,0.3,0.925953,-125.777,100,-107.553,16.25,0.01,0.000891554,1.00124,1.07755,1,1.00478,8.64624494755,99.875961808,0.0092155,-107.575517012,2.91665,0.0107243,100,-107.575517012,99.9126680325
14.5038601516,3.97628e-07,-107.472622347,0.3,0.704773,-127.994,100,-107.387,16.26,0.01,0.00402826,1.00394,1.09882,1,1.00652,14.5038601516,99.6070981894,0.00700211,-107.472622347,3.40648,0.010917,100,-107.472622347,99.6078985749
12.2230280225,3.49805e-07,-107.525931357,0.3,0.860333,-125.612,100,-107.471,17.73,0.01,0.00353783,1.00309,1.1673,1,1.00567,12.2230280225,99.6923286086,0.00855482,-107.525931357,3.56753,0.0116072,100,-107.525931357,99.6549001543
8.90881106129,2.42845e-07,-107.696505602,0.3,0.848431,-125.187,100,-107.651,16.36,0.01,0.00241604,1.00267,1.12131,1,0.997442,8.90881106129,99.7341210664,0.00850607,-107.696505602,2.95427,0.0112418,100,-107.696505602,99.7601402305
6.9865793087,4.37628e-07,-107.117641814,0.3,0.815128,-124.378,100,-107.055,18.13,0.01,0.00440295,1.00368,1.13567,1,1.00304,6.9865793087,99.6334211932,0.00812656,-107.117641814,2.63463,0.0113222,100,-107.117641814,99.5686161491
11.1229271136,6.65336e-07,-107.405228992,0.3,0.65368,-125.405,100,-107.327,17.52,0.01,0.00652905,1.00431,1.15859,1,0.990614,11.1229271136,99.5712266659,0.00659874,-107.405228992,3.47913,0.0116957,100,-107.405228992,99.3456398142
7.40460930203,5.10847e-07,-107.176911924,0.3,0.774685,-125.988,100,-107.099,16.33,0.01,0.00510805,1.00414,1.13196,1,0.999959,7.40460930203,99.5879532479,0.00774717,-107.176911924,2.56223,0.0113201,100,-107.176911924,99.4968012647
13.7243699443,4.23074e-07,-107.264153567,0.3,0.817154,-124.867,100,-107.188,17.92,0.01,0.00429643,1.00444,1.20512,1,1.00773,13.7243699443,99.5580739449,0.00810882,-107.264153567,3.87802,0.0119587,100,-107.264153567,99.5828917839
8.82621381,1.73904e-07,-107.290776273,0.3,0.89644,-125.106,100,-107.256,17.57,0.01,0.00173141,1.00192,1.09791,1,0.997803,8.82621381,99.8079300624,0.00898414,-107.290776273,2.91818,0.0110033,100,-107.290776273,99.8281366014
7.42523395172,3.14242e-07,-107.589919633,0.3,0.845133,-125.415,100,-107.553,17.16,0.01,0.00319247,1.00206,1.20056,1,1.00793,7.42523395172,99.7942042423,0.00838483,-107.589919633,2.70255,0.0119112,100,-107.589919633,99.6898798506
34.9695983639,1.92046e-06,-106.646940653,0.3,0.752592,-124.071,100,-106.347,19.02,0.01,0.0190574,1.01867,1.55888,1,0.99616,34.9695983639,98.1673479839,0.00755493,-106.646940653,8.22916,0.0156489,100,-106.646940653,98.1342287428
7.70482177143,1.19339e-07,-107.447742032,0.3,0.919348,-124.88,100,-107.429,17.98,0.01,0.00120418,1.00108,1.09914,1,1.00451,7.70482177143,99.8925173448,0.0091522,-107.447742032,2.74084,0.0109421,100,-107.447742032,99.8819736839
11.8569438648,7.60686e-07,-108.378137551,0.3,0.63893,-127.25,100,-108.246,16.96,0.01,0.00749271,1.00641,1.14362,1,0.992468,11.8569438648,99.3629293688,0.00643778,-108.378137551,3.1265,0.011523,100,-108.378137551,99.2525565636
38.3939441499,1.11342e-06,-107.540061631,0.3,0.428617,-132.329,100,-107.277,17.07,0.01,0.0112468,1.0088,1.10295,1,1.00504,38.3939441499,99.1272049714,0.00426466,-107.540061631,4.05681,0.0109742,100,-107.540061631,98.9097405985
5.67165718755,2.79614e-07,-107.011720263,0.3,0.868302,-124.484,100,-106.961,15.47,0.01,0.00277889,1.00288,1.12103,1,0.996911,5.67165718755,99.7127582071,0.00870993,-107.011720263,2.2878,0.011245,100,-107.011720263,99.723957638
4.92240350442,1.98641e-07,-107.362005139,0.3,0.92707,-124.851,100,-107.331,16.65,0.01,0.00198961,1.00175,1.17809,1,1.0008,4.92240350442,99.8254846653,0.00926325,-107.362005139,2.18343,0.0117715,100,-107.362005139,99.8037538934
7.79935750671,4.55587e-07,-107.091795144,0.3,0.83627,-124.528,100,-107.028,18.75,0.01,0.0046409,1.00362,1.35074,1,1.00929,7.79935750671,99.6395395866,0.00828573,-107.091795144,2.72925,0.0133831,100,-107.091795144,99.5510172363
6.10563700558,1.03588e-07,-107.210813932,0.3,0.87398,-124.484,100,-107.189,15.74,0.01,0.00103372,1.00129,1.11701,1,0.998957,6.10563700558,99.8714432902,0.00874892,-107.210813932,2.4388,0.0111817,100,-107.210813932,99.897570144
13.1718000585,5.86215e-07,-107.459188462,0.3,0.695584,-125.167,100,-107.365,17.7,0.01,0.00581821,1.00523,1.15806,1,0.996245,13.1718000585,99.479619837,0.00698206,-107.459188462,3.66334,0.0116242,100,-107.459188462,99.4230319517
5.28920991441,8.98467e-08,-107.331942582,0.3,0.890333,-124.945,100,-107.314,16.32,0.01,0.000906207,1.00104,1.06873,1,1.0043,5.28920991441,99.8965619163,0.00886522,-107.331942582,2.28034,0.0106415,100,-107.331942582,99.9111242356
6.37933107629,6.69567e-07,-107.084265691,0.3,0.651533,-124.654,100,-107.001,16.44,0.01,0.0065465,1.00457,1.11743,1,0.988798,6.37933107629,99.545007387,0.00658914,-107.084265691,2.39433,0.0113009,100,-107.084265691,99.341476332
8.14980339396,2.67997e-07,-107.02338421,0.3,0.833132,-125.326,100,-106.959,18.34,0.01,0.00271491,1.00356,1.08376,1,1.0065,8.14980339396,99.6451615969,0.00827754,-107.02338421,2.69757,0.0107676,100,-107.02338421,99.7353541245
6.34704179786,1.4025e-07,-107.191638638,0.3,0.828119,-124.779,100,-107.168,17.06,0.01,0.00140114,1.00133,1.04636,1,0.999513,6.34704179786,99.8668538459,0.00828523,-107.191638638,2.47983,0.0104687,100,-107.191638638,99.8613476631
5.51292247765,2.93825e-07,-107.033253985,0.3,0.796793,-124.415,100,-106.987,15.61,0.01,0.00292066,1.00257,1.14596,1,0.997003,5.51292247765,99.7432166925,0.00799189,-107.033253985,2.28279,0.0114941,100,-107.033253985,99.7099472247
4.14692598075,1.64104e-07,-107.185279003,0.3,0.805462,-124.445,100,-107.16,16.48,0.01,0.00164024,1.00139,1.07379,1,0.999756,4.14692598075,99.8607312804,0.00805659,-107.185279003,1.99503,0.0107405,100,-107.185279003,99.83781206
6.28150901947,1.90512e-07,-107.357218607,0.3,0.852065,-124.651,100,-107.328,17.33,0.01,0.00188608,1.00162,1.06764,1,0.99499,6.28150901947,99.8380189612,0.00856355,-107.357218607,2.45827,0.0107301,100,-107.357218607,99.8117569177
5.69989718445,7.38156e-08,-106.755237537,0.3,0.96423,-124.207,100,-106.743,17.02,0.01,0.00074683,1.00075,1.1041,1,1.00586,5.69989718445,99.9255020511,0.00958614,-106.755237537,2.37034,0.0109767,100,-106.755237537,99.9269968573
7.45708394167,9.00984e-07,-107.230170941,0.3,0.911202,-124.723,100,-107.13,18.61,0.01,0.00905257,1.00608,1.70182,1,1.00237,7.45708394167,99.3961540695,0.00909049,-107.230170941,2.8659,0.016978,100,-107.230170941,99.115885755
4.89541018751,2.69619e-07,-106.880163597,0.3,0.863733,-124.189,100,-106.837,16.01,0.01,0.00270963,1.00246,1.14133,1,1.00249,4.89541018751,99.7548406369,0.00861587,-106.880163597,2.16498,0.0113849,100,-106.880163597,99.7337564255
