AvgDiscRet,EpsThisIter,AvgEpLen,J,ESSRenyi,AvgRet,MaxVanillaIw,MinNormIw,ESSClassic,BatchSize,VanillaAvgRet,VarNormIw,eRenyi2,Delta,VarDiscRet,MaxNormIw,VarJ,IterType,AvgNormIw,MinVanillaIw,VarRet,VarVanillaIw,Bound,AvgVanillaIw
73.9861328201,100,500.0,74.5433,500.0,73.9861328201,1.0,0.0025,400.0,500,73.9861328201,5.4346e-20,1.0,0.9,332.723907092,0.0025,17.1815,2,0.0025,1.0,332.723907092,,72.4549,1.0
73.9634112655,100,500.0,78.3946,112.611667828,73.9634112655,95.2934,2.19051e-05,30.6401036792,500,73.9634112655,6.13967e-05,4.44004,0.9,364.881856095,0.171821,73.4956,1,0.002,0.0121488,364.881856095,18.8851,74.4587,1.10922
75.3111663222,100,500.0,75.3112,500.0,75.3111663222,1.0,0.01,100.0,500,75.3111663222,3.50449e-18,1.0,0.9,344.470354683,0.01,18.4669,2,0.01,1.0,344.470354683,,71.1911,1.0
74.9195808541,100,500.0,75.1154,500.0,74.9195808541,1.0,0.005,200.000000102,500,74.9195808541,2.1793e-19,1.0,0.9,276.697662632,0.005,17.5361,2,0.005,1.0,276.697662632,,72.2021,1.0
74.6899382354,100,500.0,74.9736,500.0,74.6899382354,1.0,0.00333333,299.999969474,500,74.6899382354,5.43914e-20,1.0,0.9,281.17110503,0.00333333,17.258,2,0.00333333,1.0,281.17110503,,72.5948,1.0
72.2118385274,100,500.0,74.2831,500.0,72.2118385274,1.0,0.0025,400.0,500,72.2118385274,5.4346e-20,1.0,0.9,285.86195534,0.0025,17.1918,2,0.0025,1.0,285.86195534,,72.2231,1.0
76.3052813663,100,500.0,105.361,16.0127983151,76.3052813663,906.376,1.62907e-11,2.49597191724,500,76.3052813663,0.000798889,31.225,0.9,321.791330758,0.631557,222.111,1,0.002,2.33795e-08,321.791330758,1645.43,95.0647,2.87029
72.3981411984,100,500.0,72.3981,500.0,72.3981411984,1.0,0.01,100.0,500,72.3981411984,3.50449e-18,1.0,0.9,225.712383328,0.01,14.9484,2,0.01,1.0,225.712383328,,68.9821,1.0
74.7867211598,100,500.0,73.5924,500.0,74.7867211598,1.0,0.005,200.000000102,500,74.7867211598,2.1793e-19,1.0,0.9,212.151418421,0.005,14.7705,2,0.005,1.0,212.151418421,,70.6744,1.0
75.0562679831,100,500.0,74.0804,500.0,75.0562679831,1.0,0.00333333,299.999969474,500,75.0562679831,5.43914e-20,1.0,0.9,322.980961938,0.00333333,15.8904,2,0.00333333,1.0,322.980961938,,71.313,1.0
74.8835557812,100,500.0,74.2812,500.0,74.8835557812,1.0,0.0025,400.0,500,74.8835557812,5.4346e-20,1.0,0.9,287.968820573,0.0025,16.1485,2,0.0025,1.0,287.968820573,,71.8846,1.0
78.3533450453,100,500.0,83.659,44.7294522842,78.3533450453,350.854,5.12212e-07,5.26964509628,500,78.3533450453,0.000376285,11.1783,0.9,282.448771644,0.428429,81.9485,1,0.002,0.000419466,282.448771644,252.354,76.4921,1.63786
74.7715315067,100,500.0,74.7715,500.0,74.7715315067,1.0,0.01,100.0,500,74.7715315067,3.50449e-18,1.0,0.9,328.623592673,0.01,18.0371,2,0.01,1.0,328.623592673,,70.6358,1.0
73.6187527668,100,500.0,74.1951,500.0,73.6187527668,1.0,0.005,200.000000102,500,73.6187527668,2.1793e-19,1.0,0.9,283.442920657,0.005,17.4157,2,0.005,1.0,283.442920657,,71.2707,1.0
73.7294005462,100,500.0,74.0399,500.0,73.7294005462,1.0,0.00333333,299.999969474,500,73.7294005462,5.43914e-20,1.0,0.9,266.022239294,0.00333333,17.0305,2,0.00333333,1.0,266.022239294,,71.6521,1.0
75.7047753214,100,500.0,74.4561,500.0,75.7047753214,1.0,0.0025,400.0,500,75.7047753214,5.4346e-20,1.0,0.9,365.750024399,0.0025,17.5662,2,0.0025,1.0,365.750024399,,72.3883,1.0
77.3222732849,100,500.0,91.2548,15.4695832647,77.3222732849,254.241,3.54413e-08,6.07969138056,500,77.3222732849,0.000325615,32.3215,0.9,308.251213353,0.400087,214.289,1,0.002,2.25217e-05,308.251213353,131.488,80.7397,1.27093
72.4802678229,100,500.0,72.4803,500.0,72.4802678229,1.0,0.01,100.0,500,72.4802678229,3.50449e-18,1.0,0.9,243.05589346,0.01,15.5121,2,0.01,1.0,243.05589346,,68.4124,1.0
76.4896728598,100,500.0,74.485,500.0,76.4896728598,1.0,0.005,200.000000102,500,76.4896728598,2.1793e-19,1.0,0.9,360.758506421,0.005,17.4042,2,0.005,1.0,360.758506421,,71.5288,1.0
75.0501291293,100,500.0,74.6734,500.0,75.0501291293,1.0,0.00333333,299.999969474,500,75.0501291293,5.43914e-20,1.0,0.9,281.985940712,0.00333333,17.1774,2,0.00333333,1.0,281.985940712,,72.2597,1.0
76.7228419395,100,500.0,75.1857,500.0,76.7228419395,1.0,0.0025,400.0,500,76.7228419395,5.4346e-20,1.0,0.9,243.824514966,0.0025,16.8057,2,0.0025,1.0,243.824514966,,72.914,1.0
72.9136390091,100,500.0,91.1909,17.9867004466,72.9136390091,193.672,2.07643e-11,9.89021204212,500,72.9136390091,0.000198617,27.7983,0.9,304.914066965,0.290326,205.986,1,0.002,1.38516e-08,304.914066965,88.3854,80.478,1.33417
72.9437511075,100,500.0,72.9437,500.0,72.9437511075,1.0,0.01,100.0,500,72.9437511075,3.50449e-18,1.0,0.9,282.257413427,0.01,16.7163,2,0.01,1.0,282.257413427,,68.9151,1.0
75.2376952528,100,500.0,74.0907,500.0,75.2376952528,1.0,0.005,200.000000102,500,75.2376952528,2.1793e-19,1.0,0.9,295.847292239,0.005,16.9552,2,0.005,1.0,295.847292239,,71.174,1.0
73.7999666173,100,500.0,73.9938,500.0,73.7999666173,1.0,0.00333333,299.999969474,500,73.7999666173,5.43914e-20,1.0,0.9,248.910465288,0.00333333,16.5472,2,0.00333333,1.0,248.910465288,,71.6123,1.0
76.4655529763,100,500.0,74.6117,500.0,76.4655529763,1.0,0.0025,400.0,500,76.4655529763,5.4346e-20,1.0,0.9,274.684179882,0.0025,16.5677,2,0.0025,1.0,274.684179882,,72.5493,1.0
73.8801440285,100,500.0,77.935,143.460446129,73.8801440285,22.6017,2.92957e-14,130.799969834,500,73.8801440285,1.13132e-05,3.48528,0.9,286.775705375,0.0396472,40.4143,1,0.002,1.67006e-11,286.775705375,3.67657,74.4912,1.14014
75.0065900916,100,500.0,75.0066,500.0,75.0065900916,1.0,0.01,100.0,500,75.0065900916,3.50449e-18,1.0,0.9,243.047497916,0.01,15.5118,2,0.01,1.0,243.047497916,,70.9106,1.0
71.0981118334,100,500.0,73.0524,500.0,71.0981118334,1.0,0.005,200.000000102,500,71.0981118334,2.1793e-19,1.0,0.9,242.394289948,0.005,15.6241,2,0.005,1.0,242.394289948,,70.1561,1.0
76.3071558967,100,500.0,74.1373,500.0,76.3071558967,1.0,0.00333333,299.999969474,500,76.3071558967,5.43914e-20,1.0,0.9,207.953062791,0.00333333,15.2879,2,0.00333333,1.0,207.953062791,,71.7725,1.0
73.3805231182,100,500.0,73.9481,500.0,73.3805231182,1.0,0.0025,400.0,500,73.3805231182,5.4346e-20,1.0,0.9,273.183452587,0.0025,15.5888,2,0.0025,1.0,273.183452587,,71.9001,1.0
75.821016351,100,500.0,80.1964,59.2171389595,75.821016351,22.536,9.02025e-16,43.6986369006,500,75.821016351,4.18517e-05,8.4435,0.9,193.341062873,0.0520477,56.4768,1,0.002,3.90566e-13,193.341062873,7.84632,74.8737,0.865977
74.4359345249,100,500.0,74.4359,500.0,74.4359345249,1.0,0.01,100.0,500,74.4359345249,3.50449e-18,1.0,0.9,262.236758322,0.01,16.1126,2,0.01,1.0,262.236758322,,70.4313,1.0
74.8853261304,100,500.0,74.6606,500.0,74.8853261304,1.0,0.005,200.000000102,500,74.8853261304,2.1793e-19,1.0,0.9,305.243136032,0.005,16.7617,2,0.005,1.0,305.243136032,,71.819,1.0
74.5602664765,100,500.0,74.6272,500.0,74.5602664765,1.0,0.00333333,299.999969474,500,74.5602664765,5.43914e-20,1.0,0.9,236.608021758,0.00333333,16.2906,2,0.00333333,1.0,236.608021758,,72.2884,1.0
75.0667030245,100,500.0,74.7371,500.0,75.0667030245,1.0,0.0025,400.0,500,75.0667030245,5.4346e-20,1.0,0.9,249.175994626,0.0025,16.1476,2,0.0025,1.0,249.175994626,,72.6849,1.0
75.409473573,100,500.0,76.4467,252.029262358,75.409473573,6.79218,1.33081e-06,254.426744986,500,75.409473573,3.86854e-06,1.9839,0.9,331.326299854,0.0133553,21.1034,1,0.002,0.000676819,331.326299854,1.0006,73.5916,1.01715
72.8280815499,100,500.0,72.8281,500.0,72.8280815499,1.0,0.01,100.0,500,72.8280815499,3.50449e-18,1.0,0.9,261.24690855,0.01,16.0821,2,0.01,1.0,261.24690855,,68.7,1.0
69.6670812648,100,500.0,71.2476,500.0,69.6670812648,1.0,0.005,200.000000102,500,69.6670812648,2.1793e-19,1.0,0.9,260.759463664,0.005,16.1521,2,0.005,1.0,260.759463664,,68.3286,1.0
75.0069772635,100,500.0,72.5007,500.0,75.0069772635,1.0,0.00333333,299.999969474,500,75.0069772635,5.43914e-20,1.0,0.9,284.175830955,0.00333333,16.4574,2,0.00333333,1.0,284.175830955,,70.1174,1.0
74.2021998838,100,500.0,72.9261,500.0,74.2021998838,1.0,0.0025,400.0,500,74.2021998838,5.4346e-20,1.0,0.9,304.128716588,0.0025,16.7018,2,0.0025,1.0,304.128716588,,70.8301,1.0
75.3419613585,100,500.0,82.224,48.6987033383,75.3419613585,318.972,1.58577e-25,8.47827664554,500,75.3419613585,0.000232362,10.2672,0.9,256.460887155,0.314193,70.3278,1,0.002,1.60989e-22,256.460887155,239.485,76.2171,2.03042
75.9937582681,100,500.0,75.9938,500.0,75.9937582681,1.0,0.01,100.0,500,75.9937582681,3.50449e-18,1.0,0.9,331.061284556,0.01,18.1039,2,0.01,1.0,331.061284556,,71.7917,1.0
78.0488650342,100,500.0,77.0213,500.0,78.0488650342,1.0,0.005,200.000000102,500,78.0488650342,2.1793e-19,1.0,0.9,254.152626949,0.005,17.051,2,0.005,1.0,254.152626949,,74.05,1.0
74.7129109312,100,500.0,76.2519,500.0,74.7129109312,1.0,0.00333333,299.999969474,500,74.7129109312,5.43914e-20,1.0,0.9,259.817476916,0.00333333,16.7556,2,0.00333333,1.0,259.817476916,,73.8258,1.0
73.8953715913,100,500.0,75.6627,500.0,73.8953715913,1.0,0.0025,400.0,500,73.8953715913,5.4346e-20,1.0,0.9,264.442613032,0.0025,16.6449,2,0.0025,1.0,264.442613032,,73.5617,1.0
74.1850304787,100,500.0,77.1248,225.118095242,74.1850304787,5.83512,6.47331e-10,236.215984407,500,74.1850304787,4.47578e-06,2.22106,0.9,231.632388147,0.0109671,25.7981,1,0.002,3.44417e-07,231.632388147,1.26703,74.3242,1.06412
73.3733498185,100,500.0,73.3734,500.0,73.3733498185,1.0,0.01,100.0,500,73.3733498185,3.50449e-18,1.0,0.9,269.779032668,0.01,16.3426,2,0.01,1.0,269.779032668,,69.2543,1.0
75.4596185633,100,500.0,74.4165,500.0,75.4596185633,1.0,0.005,200.000000102,500,75.4596185633,2.1793e-19,1.0,0.9,232.644516914,0.005,15.8047,2,0.005,1.0,232.644516914,,71.497,1.0
74.3273997895,100,500.0,74.3868,500.0,74.3273997895,1.0,0.00333333,299.999969474,500,74.3273997895,5.43914e-20,1.0,0.9,289.793064831,0.00333333,16.1913,2,0.00333333,1.0,289.793064831,,72.003,1.0
76.0547610229,100,500.0,74.8038,500.0,76.0547610229,1.0,0.0025,400.0,500,76.0547610229,5.4346e-20,1.0,0.9,265.276815607,0.0025,16.211,2,0.0025,1.0,265.276815607,,72.7394,1.0
76.4641934639,100,500.0,80.7764,84.5842110107,76.4641934639,19.7504,4.38524e-22,76.0169864519,500,76.4641934639,2.23546e-05,5.91127,0.9,247.245595422,0.0393537,42.2938,1,0.002,2.20082e-19,247.245595422,5.63051,76.2871,1.00374
75.8699581712,100,500.0,75.8699,500.0,75.8699581712,1.0,0.01,100.0,500,75.8699581712,3.50449e-18,1.0,0.9,313.992499083,0.01,17.631,2,0.01,1.0,313.992499083,,71.291,1.0
76.56295989,100,500.0,76.2165,500.0,76.56295989,1.0,0.005,200.000000102,500,76.56295989,2.1793e-19,1.0,0.9,394.520945994,0.005,18.7306,2,0.005,1.0,394.520945994,,72.3553,1.0
75.6636104797,100,500.0,76.0322,500.0,75.6636104797,1.0,0.00333333,299.999969474,500,75.6636104797,5.43914e-20,1.0,0.9,289.366463183,0.00333333,18.1507,2,0.00333333,1.0,289.366463183,,72.8796,1.0
73.350219128,100,500.0,75.3617,500.0,73.350219128,1.0,0.0025,400.0,500,73.350219128,5.4346e-20,1.0,0.9,192.786593153,0.0025,17.209,2,0.0025,1.0,192.786593153,,72.6315,1.0
75.836577646,100,500.0,75.4567,500.0,75.836577646,1.0,0.002,500.000006643,500,75.836577646,5.43187e-20,1.0,0.9,228.197519727,0.002,16.797,1,0.002,1.0,228.197519727,,73.0147,1.0
79.8496947655,100,500.0,79.8497,500.0,79.8496947655,1.0,0.01,100.0,500,79.8496947655,3.50449e-18,1.0,0.9,291.62399136,0.01,16.9914,2,0.01,1.0,291.62399136,,75.7824,1.0
75.0843425578,100,500.0,77.467,500.0,75.0843425578,1.0,0.005,200.000000102,500,75.0843425578,2.1793e-19,1.0,0.9,287.357356503,0.005,17.096,2,0.005,1.0,287.357356503,,74.591,1.0
75.0943161242,100,500.0,76.6761,500.0,75.0943161242,1.0,0.00333333,299.999969474,500,75.0943161242,5.43914e-20,1.0,0.9,283.392836717,0.00333333,17.0182,2,0.00333333,1.0,283.392836717,,74.3119,1.0
72.7560220846,100,500.0,75.6961,500.0,72.7560220846,1.0,0.0025,400.0,500,72.7560220846,5.4346e-20,1.0,0.9,287.671173279,0.0025,17.0674,2,0.0025,1.0,287.671173279,,73.6487,1.0
74.2778051903,100,500.0,75.4124,500.0,74.2778051903,1.00001,0.00199996,500.000188998,500,74.2778051903,3.73417e-17,1.0,0.9,309.499803031,0.00200002,17.165,1,0.002,0.999982,309.499803031,9.32688e-12,73.5812,1.0
73.9876697953,100,500.0,73.9877,500.0,73.9876697953,1.0,0.01,100.0,500,73.9876697953,3.50449e-18,1.0,0.9,252.131388506,0.01,15.7991,2,0.01,1.0,252.131388506,,70.0042,1.0
75.9749096904,100,500.0,74.9813,500.0,75.9749096904,1.0,0.005,200.000000102,500,75.9749096904,2.1793e-19,1.0,0.9,226.730850081,0.005,15.428,2,0.005,1.0,226.730850081,,72.0859,1.0
75.8045739068,100,500.0,75.2557,500.0,75.8045739068,1.0,0.00333333,299.999969474,500,75.8045739068,5.43914e-20,1.0,0.9,344.542827294,0.00333333,16.5086,2,0.00333333,1.0,344.542827294,,72.8843,1.0
76.3490012805,100,500.0,75.529,500.0,76.3490012805,1.0,0.0025,400.0,500,76.3490012805,5.4346e-20,1.0,0.9,321.04719553,0.0025,16.8548,2,0.0025,1.0,321.04719553,,73.4587,1.0
78.3524270354,100,500.0,76.0937,500.0,78.3524270354,1.0,0.002,500.000006643,500,78.3524270354,5.43187e-20,1.0,0.9,332.025872244,0.002,17.1547,1,0.002,1.0,332.025872244,,73.9126,1.0
73.9133008271,100,500.0,73.9133,500.0,73.9133008271,1.0,0.01,100.0,500,73.9133008271,3.50449e-18,1.0,0.9,284.706215788,0.01,16.7887,2,0.01,1.0,284.706215788,,69.8497,1.0
74.0642115426,100,500.0,73.9888,500.0,74.0642115426,1.0,0.005,200.000000102,500,74.0642115426,2.1793e-19,1.0,0.9,248.630978707,0.005,16.2483,2,0.005,1.0,248.630978707,,71.1154,1.0
77.0073005485,100,500.0,74.9949,500.0,77.0073005485,1.0,0.00333333,299.999969474,500,77.0073005485,5.43914e-20,1.0,0.9,367.642130834,0.00333333,17.3018,2,0.00333333,1.0,367.642130834,,72.6308,1.0
75.5921260537,100,500.0,75.1442,500.0,75.5921260537,1.0,0.0025,400.0,500,75.5921260537,5.4346e-20,1.0,0.9,201.360436992,0.0025,16.5655,2,0.0025,1.0,201.360436992,,73.0968,1.0
73.5484427379,100,500.0,74.8251,500.0,73.5484427379,1.0,0.002,500.000006643,500,73.5484427379,5.43187e-20,1.0,0.9,331.77635004,0.002,16.9007,1,0.002,1.0,331.77635004,,72.8789,1.0
76.6250939882,100,500.0,76.6251,500.0,76.6250939882,1.0,0.01,100.0,500,76.6250939882,3.50449e-18,1.0,0.9,275.407709807,0.01,16.5122,2,0.01,1.0,275.407709807,,72.6022,1.0
72.225068636,100,500.0,74.4251,500.0,72.225068636,1.0,0.005,200.000000102,500,72.225068636,2.1793e-19,1.0,0.9,280.207147061,0.005,16.7293,2,0.005,1.0,280.207147061,,71.5804,1.0
74.344817503,100,500.0,74.3983,500.0,74.344817503,1.0,0.00333333,299.999969474,500,74.344817503,5.43914e-20,1.0,0.9,228.661780518,0.00333333,16.1876,2,0.00333333,1.0,228.661780518,,72.0757,1.0
76.6731248594,100,500.0,74.967,500.0,76.6731248594,1.0,0.0025,400.0,500,76.6731248594,5.4346e-20,1.0,0.9,304.930960927,0.0025,16.5218,2,0.0025,1.0,304.930960927,,72.9071,1.0
76.1314683855,100,500.0,75.1999,500.0,76.1314683855,1.0,0.002,500.000006643,500,76.1314683855,5.43187e-20,1.0,0.9,317.08489148,0.002,16.7743,1,0.002,1.0,317.08489148,,73.3566,1.0
73.532752833,100,500.0,73.5328,500.0,73.532752833,1.0,0.01,100.0,500,73.532752833,3.50449e-18,1.0,0.9,272.793287883,0.01,16.4337,2,0.01,1.0,272.793287883,,69.3044,1.0
76.8711666969,100,500.0,75.202,500.0,76.8711666969,1.0,0.005,200.000000102,500,76.8711666969,2.1793e-19,1.0,0.9,265.658056825,0.005,16.411,2,0.005,1.0,265.658056825,,72.2121,1.0
70.6653879961,100,500.0,73.6898,500.0,70.6653879961,1.0,0.00333333,299.999969474,500,70.6653879961,5.43914e-20,1.0,0.9,246.342474527,0.00333333,16.2915,2,0.00333333,1.0,246.342474527,,71.2485,1.0
72.5353339048,100,500.0,73.4012,500.0,72.5353339048,1.0,0.0025,400.0,500,72.5353339048,5.4346e-20,1.0,0.9,292.374645765,0.0025,16.4825,2,0.0025,1.0,292.374645765,,71.287,1.0
72.3824824084,100,500.0,73.1974,500.0,72.3824824084,1.0,0.002,500.000006643,500,72.3824824084,5.43187e-20,1.0,0.9,232.551482337,0.002,16.2342,1,0.002,1.0,232.551482337,,71.3064,1.0
75.7477585257,100,500.0,75.7478,500.0,75.7477585257,1.0,0.01,100.0,500,75.7477585257,3.50449e-18,1.0,0.9,385.327965983,0.01,19.5314,2,0.01,1.0,385.327965983,,71.5842,1.0
76.4356403386,100,500.0,76.0917,500.0,76.4356403386,1.0,0.005,200.000000102,500,76.4356403386,2.1793e-19,1.0,0.9,298.487228205,0.005,18.4013,2,0.005,1.0,298.487228205,,73.1476,1.0
74.9475466636,100,500.0,75.7103,500.0,74.9475466636,1.0,0.00333333,299.999969474,500,74.9475466636,5.43914e-20,1.0,0.9,345.46838859,0.00333333,18.44,2,0.00333333,1.0,345.46838859,,73.3065,1.0
76.1098572785,100,500.0,75.8102,500.0,76.1098572785,1.0,0.0025,400.0,500,76.1098572785,5.4346e-20,1.0,0.9,266.18881369,0.0025,17.9147,2,0.0025,1.0,266.18881369,,73.7284,1.0
76.3814317052,100,500.0,75.9245,500.0,76.3814317052,1.0,0.002,500.000006643,500,76.3814317052,5.43187e-20,1.0,0.9,253.992765157,0.002,17.524,1,0.002,1.0,253.992765157,,74.0625,1.0
73.5142543233,100,500.0,73.5143,500.0,73.5142543233,1.0,0.01,100.0,500,73.5142543233,3.50449e-18,1.0,0.9,266.471233863,0.01,16.2421,2,0.01,1.0,266.471233863,,69.3573,1.0
75.2213774864,100,500.0,74.3678,500.0,75.2213774864,1.0,0.005,200.000000102,500,75.2213774864,2.1793e-19,1.0,0.9,220.898900955,0.005,15.5556,2,0.005,1.0,220.898900955,,71.0255,1.0
75.8585170736,100,500.0,74.8647,500.0,75.8585170736,1.0,0.00333333,299.999969474,500,75.8585170736,5.43914e-20,1.0,0.9,265.106400714,0.00333333,15.7891,2,0.00333333,1.0,265.106400714,,72.1357,1.0
74.6821076532,100,500.0,74.8191,500.0,74.6821076532,1.0,0.0025,400.0,500,74.6821076532,5.4346e-20,1.0,0.9,223.897679685,0.0025,15.569,2,0.0025,1.0,223.897679685,,72.4557,1.0
74.426952785,100,500.0,74.7406,500.0,74.426952785,1.0,0.002,500.000006643,500,74.426952785,5.43187e-20,1.0,0.9,265.687532516,0.002,15.7018,1,0.002,1.0,265.687532516,,72.6268,1.0
73.953703515,100,500.0,73.9537,500.0,73.953703515,1.0,0.01,100.0,500,73.953703515,3.50449e-18,1.0,0.9,289.903767301,0.01,16.9412,2,0.01,1.0,289.903767301,,69.8293,1.0
72.3288010403,100,500.0,73.1413,500.0,72.3288010403,1.0,0.005,200.000000102,500,72.3288010403,2.1793e-19,1.0,0.9,241.974782903,0.005,16.2462,2,0.005,1.0,241.974782903,,70.2248,1.0
76.2692426157,100,500.0,74.1839,500.0,76.2692426157,1.0,0.00333333,299.999969474,500,76.2692426157,5.43914e-20,1.0,0.9,279.738076496,0.00333333,16.4453,2,0.00333333,1.0,279.738076496,,71.8027,1.0
77.1659716563,100,500.0,74.9294,500.0,77.1659716563,1.0,0.0025,400.0,500,77.1659716563,5.4346e-20,1.0,0.9,211.361614317,0.0025,16.0255,2,0.0025,1.0,211.361614317,,72.8672,1.0
73.3104690807,100,500.0,74.6056,500.0,73.3104690807,1.0,0.002,500.000006643,500,73.3104690807,5.43187e-20,1.0,0.9,248.50991785,0.002,15.9711,1,0.002,1.0,248.50991785,,72.7611,1.0
75.4153363193,100,500.0,75.4153,500.0,75.4153363193,1.0,0.01,100.0,500,75.4153363193,3.50449e-18,1.0,0.9,215.729872857,0.01,14.6141,2,0.01,1.0,215.729872857,,71.3496,1.0
73.3774760608,100,500.0,74.3964,500.0,73.3774760608,1.0,0.005,200.000000102,500,73.3774760608,2.1793e-19,1.0,0.9,216.140228441,0.005,14.6565,2,0.005,1.0,216.140228441,,71.5215,1.0
74.5977469213,100,500.0,74.4635,500.0,74.5977469213,1.0,0.00333333,299.999969474,500,74.5977469213,5.43914e-20,1.0,0.9,280.571450623,0.00333333,15.356,2,0.00333333,1.0,280.571450623,,72.0813,1.0
75.6508979954,100,500.0,74.7604,500.0,75.6508979954,1.0,0.0025,400.0,500,75.6508979954,5.4346e-20,1.0,0.9,287.89724169,0.0025,15.7599,2,0.0025,1.0,287.89724169,,72.6973,1.0
74.2564105029,100,500.0,74.6596,500.0,74.2564105029,1.0,0.002,500.000006643,500,74.2564105029,5.43187e-20,1.0,0.9,206.956272036,0.002,15.4828,1,0.002,1.0,206.956272036,,72.8143,1.0
75.7118954457,100,500.0,75.7119,500.0,75.7118954457,1.0,0.01,100.0,500,75.7118954457,3.50449e-18,1.0,0.9,261.946069446,0.01,16.1036,2,0.01,1.0,261.946069446,,71.679,1.0
75.5029354564,100,500.0,75.6074,500.0,75.5029354564,1.0,0.005,200.000000102,500,75.5029354564,2.1793e-19,1.0,0.9,281.554422932,0.005,16.4026,2,0.005,1.0,281.554422932,,72.7392,1.0
76.934382061,100,500.0,76.0497,500.0,76.934382061,1.0,0.00333333,299.999969474,500,76.934382061,5.43914e-20,1.0,0.9,266.443577581,0.00333333,16.3609,2,0.00333333,1.0,266.443577581,,73.7078,1.0
76.3303429998,100,500.0,76.1199,500.0,76.3303429998,1.0,0.0025,400.0,500,76.3303429998,5.4346e-20,1.0,0.9,182.108168673,0.0025,15.6795,2,0.0025,1.0,182.108168673,,74.071,1.0
74.6193593047,100,500.0,75.8198,500.0,74.6193593047,1.0,0.002,500.000006643,500,74.6193593047,5.43187e-20,1.0,0.9,274.55050436,0.002,15.8556,1,0.002,1.0,274.55050436,,73.9872,1.0
74.5377137365,100,500.0,74.5377,500.0,74.5377137365,1.0,0.01,100.0,500,74.5377137365,3.50449e-18,1.0,0.9,281.426739977,0.01,16.6917,2,0.01,1.0,281.426739977,,70.4093,1.0
74.0389247852,100,500.0,74.2883,500.0,74.0389247852,1.0,0.005,200.000000102,500,74.0389247852,2.1793e-19,1.0,0.9,313.399325046,0.005,17.161,2,0.005,1.0,313.399325046,,71.3691,1.0
73.4556069981,100,500.0,74.0107,500.0,73.4556069981,1.0,0.00333333,299.999969474,500,73.4556069981,5.43914e-20,1.0,0.9,215.74964835,0.00333333,16.3611,2,0.00333333,1.0,215.74964835,,71.5766,1.0
73.1142131527,100,500.0,73.7866,500.0,73.1142131527,1.0,0.0025,400.0,500,73.1142131527,5.4346e-20,1.0,0.9,277.608724474,0.0025,16.4202,2,0.0025,1.0,277.608724474,,71.6786,1.0
73.9759555755,100,500.0,73.8245,500.0,73.9759555755,1.0,0.002,500.000006643,500,73.9759555755,5.43187e-20,1.0,0.9,226.432704476,0.002,16.1412,1,0.002,1.0,226.432704476,,71.939,1.0
73.3843548779,100,500.0,73.3844,500.0,73.3843548779,1.0,0.01,100.0,500,73.3843548779,3.50449e-18,1.0,0.9,244.544599734,0.01,15.5595,2,0.01,1.0,244.544599734,,69.3325,1.0
75.2841803651,100,500.0,74.3343,500.0,75.2841803651,1.0,0.005,200.000000102,500,75.2841803651,2.1793e-19,1.0,0.9,316.714670103,0.005,16.6951,2,0.005,1.0,316.714670103,,71.3875,1.0
79.0542181803,100,500.0,75.9076,500.0,79.0542181803,1.0,0.00333333,299.999969474,500,79.0542181803,5.43914e-20,1.0,0.9,230.545677532,0.00333333,16.3355,2,0.00333333,1.0,230.545677532,,73.5016,1.0
74.6232820788,100,500.0,75.5865,500.0,74.6232820788,1.0,0.0025,400.0,500,74.6232820788,5.4346e-20,1.0,0.9,364.737906122,0.0025,17.0504,2,0.0025,1.0,364.737906122,,73.4924,1.0
75.0654546529,100,500.0,75.4823,500.0,75.0654546529,1.0,0.002,500.000006643,500,75.0654546529,5.43187e-20,1.0,0.9,253.651131928,0.002,16.8179,1,0.002,1.0,253.651131928,,73.6093,1.0
73.3207784464,100,500.0,73.3208,500.0,73.3207784464,1.0,0.01,100.0,500,73.3207784464,3.50449e-18,1.0,0.9,239.192448363,0.01,15.3883,2,0.01,1.0,239.192448363,,69.4874,1.0
72.6440768945,100,500.0,72.9824,500.0,72.6440768945,1.0,0.005,200.000000102,500,72.6440768945,2.1793e-19,1.0,0.9,183.081543886,0.005,14.4617,2,0.005,1.0,183.081543886,,70.2718,1.0
76.4290360659,100,500.0,74.1313,500.0,76.4290360659,1.0,0.00333333,299.999969474,500,76.4290360659,5.43914e-20,1.0,0.9,298.344796674,0.00333333,15.5087,2,0.00333333,1.0,298.344796674,,71.75,1.0
75.8318404889,100,500.0,74.5564,500.0,75.8318404889,1.0,0.0025,400.0,500,75.8318404889,5.4346e-20,1.0,0.9,340.657202601,0.0025,16.2863,2,0.0025,1.0,340.657202601,,72.1742,1.0
74.5056109519,100,500.0,74.5463,500.0,74.5056109519,1.0,0.002,500.000006643,500,74.5056109519,5.43187e-20,1.0,0.9,231.193537168,0.002,16.0615,1,0.002,1.0,231.193537168,,72.4155,1.0
72.4831397294,100,500.0,72.4831,500.0,72.4831397294,1.0,0.01,100.0,500,72.4831397294,3.50449e-18,1.0,0.9,301.746761788,0.01,17.2838,2,0.01,1.0,301.746761788,,68.6022,1.0
75.9407013506,100,500.0,74.2119,500.0,75.9407013506,1.0,0.005,200.000000102,500,75.9407013506,2.1793e-19,1.0,0.9,319.976568226,0.005,17.6279,2,0.005,1.0,319.976568226,,71.1706,1.0
