EmpiricalD2,MinIW,TimestepsSoFar,InitialReturnMean,TimeElapsed,Itaration,InitialReturnMin,EpThisIter,EpRewMean,InitialReturnMax,MeanIWNorm,Bound,ESSRenyi,Weights,InitialReturnStd,EpLenMean,EpisodesSoFar,MinIWNorm,MaxIW,MaxIWNorm,ReturnMeanIW,ESSClassic,StdIWNorm,MeanIW,StdIW,InitialBound
2866.1143,5.667057e-05,50000.0,-3.8146972e-08,15.455384016036987,1,-15.45405,100,-0.39053783,11.138127,0.22276612,44.940243,0.034890443,[-0.102 -0.041  0.084 ...  0.019  0.     0.   ],5.0474987,500.0,100,5.667057e-07,2070.4492,20.704493,53.25542,1.1553704,2.060464,22.276606,206.04639,-0.15531898
658685.0,5.3806235e-07,100000.0,-3.8146972e-08,32.001407861709595,2,-9.143605,100,1.8265219,9.607451,0.51314116,221.57152,0.00015181764,[-0.102 -0.041  0.084 ...  0.019  0.014 -0.007],4.0010486,500.0,200,5.3806235e-09,4998.339,49.983387,299.93784,1.0537822,4.972343,51.314125,497.23434,-0.09655859
21513.877,2.5779232e-06,150000.0,-3.8146972e-08,47.86053109169006,3,-7.924467,100,0.605891,11.3321905,1.4764738,490.182,0.0046481625,[-0.101 -0.042  0.084 ...  0.022 -0.007  0.001],3.564849,500.0,300,2.5779231e-08,14459.339,144.59338,506.88736,1.0424985,14.385086,147.6474,1438.5085,-0.11389282
620965.2,9.150219e-07,200000.0,3.8146972e-08,62.83111786842346,4,-14.233862,100,1.4036757,8.030937,1.1106105,759.0933,0.00016103963,[-0.098 -0.043  0.085 ...  0.022 -0.019 -0.058],3.9590483,500.0,400,9.150218e-09,11048.47,110.484695,871.8231,1.0104572,10.992527,111.061066,1099.2526,-0.14305559
233669.86,1.0845271e-08,250000.0,4.7683717e-08,78.69094705581665,5,-9.932322,100,3.272523,10.28163,2.617363,2319.487,0.00042795422,[-0.097 -0.044  0.086 ...  0.018 -0.067 -0.084],3.8288054,500.0,500,1.0845271e-10,26066.48,260.6648,2369.4382,1.008225,25.934908,261.73624,2593.491,-0.1033343
5511.8237,0.00016183745,300000.0,-1.14440915e-07,95.25774598121643,6,-9.285281,100,0.85186416,10.634087,1.8254248,1355.277,0.018142816,[-0.099 -0.043  0.085 ...  0.02  -0.127 -0.097],5.182748,500.0,600,1.6183744e-06,18178.412,181.78412,1363.2117,1.0083578,18.086555,182.54248,1808.6554,-0.10687687
72822370.0,2.1785002e-08,350000.0,9.059906e-08,110.55769038200378,7,-11.925606,100,2.5838647,12.866343,15.248434,7663.8594,1.3732044e-06,[-0.099 -0.042  0.085 ...  0.021 -0.144 -0.101],5.2836013,500.0,700,2.1785002e-10,152458.61,1524.586,8767.354,1.0003375,151.69414,1524.8433,15169.414,-0.12931162
982893.25,8.769026e-07,400000.0,-4.7683717e-08,126.71042943000793,8,-14.319558,100,3.3182325,9.890515,1.4977733,1332.8978,0.00010174045,[-0.101 -0.041  0.083 ...  0.02  -0.116 -0.084],5.591699,500.0,800,8.769026e-09,14915.497,149.15497,1475.5785,1.0083574,14.840145,149.77733,1484.0144,-0.14391707
1799349000.0,1.8360046e-11,450000.0,4.6014785e-07,143.31340885162354,9,-7.572698,100,5.6545773,7.8079195,53.230614,19324.861,5.5575654e-08,[-0.104 -0.038  0.079 ...  0.023 -0.096 -0.066],3.442401,500.0,900,1.8360046e-13,532302.4,5323.0234,22653.566,1.0000145,529.63416,5323.0625,52963.414,-0.07847209
179.02768,0.00020401824,500000.0,-2.3841858e-07,159.11751866340637,10,-11.8229065,100,2.4891195,13.269801,0.02239652,15.339897,0.5585728,[-0.108 -0.035  0.076 ...  0.028 -0.143 -0.098],5.242864,500.0,1000,2.0401824e-06,91.40436,0.91404355,17.124357,3.8962126,0.11123191,2.2396517,11.123192,-0.13336664
1191013.8,1.1588816e-07,550000.0,3.2424927e-07,174.52366042137146,11,-10.494717,100,4.9741993,8.5494175,1.9587573,582.2241,8.3962084e-05,[-0.106 -0.034  0.076 ...  0.026 -0.115 -0.097],4.1328225,500.0,1100,1.1588817e-09,19561.172,195.61171,697.3337,1.0027009,19.462858,195.87575,1946.2861,-0.105475515
44754.023,2.023551e-06,600000.0,-4.7683717e-08,190.37061142921448,12,-13.113194,100,5.180667,10.427143,0.21497318,112.67548,0.0022344359,[-0.106 -0.035  0.076 ...  0.026 -0.141 -0.093],4.396626,500.0,1200,2.023551e-08,2072.8171,20.72817,140.5564,1.0750132,2.0621982,21.497322,206.21983,-0.1317927
1130741.2,9.999068e-08,650000.0,-5.0544736e-07,206.64383149147034,13,-17.402775,100,6.55956,7.218089,3.393246,1628.0485,8.843756e-05,[-0.106 -0.035  0.077 ...  0.025 -0.158 -0.11 ],4.6737356,500.0,1300,9.999067e-10,33916.79,339.16788,1814.0354,1.0009241,33.74662,339.3246,3374.662,-0.174905
881218100.0,2.4193684e-08,700000.0,6.008148e-07,222.43203973770142,14,-7.686314,100,6.677323,7.804092,64.74672,42688.953,1.1347928e-07,[-0.105 -0.036  0.079 ...  0.025 -0.2   -0.092],3.703377,500.0,1400,2.4193683e-10,647415.8,6474.158,45017.293,1.0001587,644.1701,6474.672,64417.004,-0.07843338
204693.78,1.6171241e-05,750000.0,-1.1920929e-07,238.2321503162384,15,-9.813431,100,6.5717115,10.116826,0.3647217,312.57376,0.0004885346,[-0.103 -0.037  0.081 ...  0.028 -0.167 -0.059],3.7957885,500.0,1500,1.617124e-07,3524.7957,35.247955,358.576,1.0700648,3.5068755,36.472168,350.6876,-0.101678036
374653.75,3.3506005e-06,800000.0,3.4332277e-07,254.01347732543945,16,-8.636562,100,6.6584516,13.071391,1.0639558,584.25006,0.00026691312,[-0.1   -0.037  0.081 ...  0.026 -0.182 -0.042],4.490775,500.0,1600,3.3506005e-08,10614.423,106.144226,664.66174,1.0047407,10.56097,106.395584,1056.097,-0.13137215
12370017.0,4.191311e-08,850000.0,4.959106e-07,269.9361596107483,17,-14.527103,100,7.4239326,14.577176,13.135876,10819.873,8.084064e-06,[-0.099 -0.038  0.084 ...  0.024 -0.167 -0.037],5.786629,500.0,1700,4.191311e-10,131348.86,1313.4885,11335.15,1.0001508,130.69035,1313.5876,13069.036,-0.14650556
106861.93,1.1110542e-06,900000.0,3.8146973e-07,285.7449541091919,18,-18.489807,100,5.811778,13.913561,0.7068852,914.6795,0.000935787,[-0.102 -0.037  0.083 ...  0.024 -0.203 -0.007],6.684178,500.0,1800,1.1110542e-08,7015.0625,70.15063,975.4267,1.015388,6.979378,70.68852,697.9379,-0.18582916
1017029.75,1.7810363e-09,950000.0,-1.14440915e-07,301.8816034793854,19,-11.346111,100,3.7264674,20.643286,1.1970519,1296.527,9.832554e-05,[-0.099 -0.039  0.085 ...  0.024 -0.228 -0.027],6.660596,500.0,1900,1.7810363e-11,11939.16,119.3916,1505.7589,1.0052572,11.879013,119.70518,1187.9014,-0.20747288
33471352.0,2.5203894e-08,1000000.0,-6.008148e-07,317.659574508667,20,-10.712503,100,7.8895836,12.856793,18.88234,23528.262,2.9876296e-06,[-0.102 -0.036  0.083 ...  0.023 -0.241 -0.034],5.368873,500.0,2000,2.5203895e-10,188816.14,1888.1614,24275.832,1.0000768,187.86961,1888.2339,18786.96,-0.12921616
477601.03,8.562662e-08,1050000.0,-3.2424927e-07,333.10453176498413,21,-12.208998,100,8.941531,18.953705,0.8514391,685.51746,0.00020937978,[-0.104 -0.036  0.083 ...  0.023 -0.203 -0.046],6.564055,500.0,2100,8.5626617e-10,8457.908,84.57908,817.1639,1.0133948,8.414968,85.143906,841.4968,-0.19049224
370677.12,3.0392758e-07,1100000.0,-5.722046e-07,349.23086309432983,22,-15.3929,100,11.063477,15.908511,0.6642852,955.8546,0.00026977656,[-0.104 -0.036  0.084 ...  0.024 -0.207 -0.052],7.0406795,500.0,2200,3.0392757e-09,6614.1055,66.14105,1053.1987,1.0087063,6.5806794,66.42853,658.06793,-0.15988715
14871724.0,2.4370664e-07,1150000.0,-7.6293944e-08,364.85377383232117,23,-18.381086,100,11.552339,17.742989,6.3536553,4741.0737,6.72417e-06,[-0.102 -0.037  0.085 ...  0.025 -0.214 -0.06 ],7.8442445,500.0,2300,2.4370663e-09,63494.96,634.9496,5453.4907,1.0013107,63.176277,635.3656,6317.6274,-0.18473683
431517.53,1.9267294e-05,1200000.0,3.33786e-07,380.9691331386566,24,-15.940886,100,11.87981,14.547319,1.536568,991.2243,0.0002317403,[-0.102 -0.037  0.086 ...  0.022 -0.188 -0.066],6.8815255,500.0,2400,1.9267294e-07,15290.382,152.90381,1096.4675,1.0098696,15.213005,153.6568,1521.3008,-0.16021161
40169.355,3.5629034e-07,1250000.0,6.008148e-07,396.27641773223877,25,-17.812584,100,15.358699,21.718563,0.10033384,166.16623,0.00248946,[-0.099 -0.038  0.087 ...  0.022 -0.175 -0.074],8.176432,500.0,2500,3.5629033e-09,957.4395,9.574395,209.9145,1.0979445,0.9522696,10.033385,95.22697,-0.21827911
3080038.0,3.717486e-07,1300000.0,-8.010864e-07,412.09353733062744,26,-14.899537,100,17.05675,17.139948,2.0139403,3067.9153,3.246713e-05,[-0.1   -0.037  0.085 ...  0.02  -0.173 -0.094],8.156146,500.0,2600,3.7174859e-09,20119.885,201.19884,3370.2373,1.0019404,20.01884,201.39398,2001.884,-0.17226374
19929452.0,2.1786593e-07,1350000.0,4.005432e-07,428.22953844070435,27,-21.819796,100,23.677786,10.184429,6.184919,5305.296,5.0176996e-06,[-0.099 -0.039  0.086 ...  0.017 -0.123 -0.136],5.310278,500.0,2700,2.1786593e-09,61749.656,617.4965,6284.2915,1.0032245,61.439182,618.49194,6143.9185,-0.21929687
540.6118,2.3637736e-05,1400000.0,5.912781e-07,444.0352761745453,28,-9.3905945,100,22.946577,7.710392,0.052133743,30.865826,0.18497561,[-0.099 -0.037  0.085 ...  0.016 -0.122 -0.11 ],3.8046987,500.0,2800,2.3637736e-07,392.68835,3.9268835,33.060238,1.7056344,0.39576763,5.2133746,39.576763,-0.09437846
3870553000.0,2.5611002e-12,1450000.0,-1.4877319e-06,459.489976644516,29,-13.727949,100,26.020123,7.864277,144.40659,52590.25,2.5836101e-08,[-0.098 -0.037  0.086 ...  0.016 -0.157 -0.12 ],4.061082,500.0,2900,2.5611002e-14,1443973.1,14439.73,61173.953,1.0001289,1436.7341,14440.661,143673.42,-0.13797256
455547.16,5.21064e-07,1500000.0,-1.7356873e-06,475.4951694011688,30,-19.946995,100,27.414335,8.699274,18.45538,10595.832,0.00021951624,[-0.098 -0.036  0.084 ...  0.018 -0.104 -0.156],5.0664735,500.0,3000,5.21064e-09,184538.81,1845.3881,10731.141,1.0001626,183.61365,1845.5381,18361.365,-0.20047654
243578.62,2.4086196e-06,1550000.0,1.8119812e-06,490.6693465709686,31,-17.471447,100,24.848835,15.16589,2.8483768,2600.1084,0.00041054506,[-0.098 -0.035  0.084 ...  0.016 -0.158 -0.205],6.297081,500.0,3100,2.4086196e-08,28400.521,284.00522,2686.7708,1.0058656,28.257393,284.83765,2825.7397,-0.17559294
1718625900.0,1.4432758e-10,1600000.0,1.3542175e-06,505.79811334609985,32,-14.920343,100,28.913923,10.206717,51.355667,41867.457,5.8186018e-08,[-0.097 -0.036  0.084 ...  0.01  -0.135 -0.188],5.72027,500.0,3200,1.4432757e-12,513552.72,5135.527,48084.043,1.0000155,510.97842,5135.5674,51097.848,-0.14995375
37495436.0,3.2352872e-08,1650000.0,-1.0108947e-06,521.5241498947144,33,-10.822147,100,31.512184,8.905006,24.109093,5824.393,2.6669913e-06,[-0.095 -0.037  0.086 ...  0.009 -0.125 -0.176],3.5572133,500.0,3300,3.235287e-10,241088.1,2410.8809,6490.4097,1.0000236,239.87958,2410.9094,23987.96,-0.10876767
100831060.0,3.2695394e-10,1700000.0,-1.2969971e-06,537.3477017879486,34,-10.837368,100,31.941656,9.548937,88.91825,45372.027,9.917579e-07,[-0.09  -0.036  0.085 ...  0.006 -0.137 -0.172],4.6590104,500.0,3400,3.2695394e-12,889131.06,8891.311,46465.742,1.0001158,884.67365,8891.825,88467.375,-0.10892091
7825387400000.0,5.394539e-14,1750000.0,-2.4223327e-06,553.1612310409546,35,-9.731508,100,32.443226,8.436657,1862.479,549153.1,1.277892e-11,[-0.089 -0.037  0.086 ...  0.004 -0.192 -0.204],4.001454,500.0,3500,5.394539e-16,18624782.0,186247.81,822752.7,1.0000011,18531.422,186247.92,1853142.5,-0.09780775
