EpRewMean,Itaration,ESSRenyi,MinIWNorm,MaxIWNorm,InitialReturnMean,MeanIW,MaxIW,EmpiricalD2,Weights,EpLenMean,ESSClassic,ReturnMeanIW,InitialReturnStd,InitialBound,TimeElapsed,EpThisIter,InitialReturnMin,EpisodesSoFar,Bound,TimestepsSoFar,MeanIWNorm,StdIW,InitialReturnMax,StdIWNorm,MinIW
-0.351590776672694,1,0.0011205252,1.5603689e-08,29.420424,-7.6293944e-08,30.63385,2942.0425,89243.87,[-0.102 -0.041  0.084 ...  0.019  0.     0.   ],500.0,1.0833981,245.72688,5.1536884,-0.124708265,6.499713182449341,100,-12.408313,100,208.47191,50000,0.30633843,292.7131,11.167798,2.927131,1.5603689e-06
0.5354868888788544,2,2.1337735e-05,1.9474473e-09,343.59653,9.536743e-08,343.6344,34359.652,4686533.0,[-0.102 -0.041  0.084 ...  0.017  0.027 -0.021],500.0,1.0002205,2633.5942,4.0264196,-0.08558136,15.381879806518555,100,-8.515247,200,2448.324,100000,3.4363444,3418.7383,7.8884807,34.18739,1.9474473e-07
1.0200120653671243,3,4.9061662e-05,2.3469537e-09,592.795,9.059906e-08,592.9239,59279.5,2038251.4,[-0.102 -0.04   0.082 ...  0.016  0.067 -0.051],500.0,1.0004349,3066.9854,3.674413,-0.11684706,24.4643771648407,100,-9.401757,300,2900.1658,150000,5.9292383,5898.2227,11.626145,58.982227,2.3469538e-07
2.404498524718755,4,6.7670975e-05,4.935434e-09,105.48124,3.8146972e-08,108.120605,10548.124,1477738.5,[-0.102 -0.039  0.08  ...  0.018  0.048 -0.053],500.0,1.0504183,958.8694,4.1869216,-0.11348362,33.326231718063354,100,-8.466593,400,820.9161,200000,1.081206,1049.3838,11.291483,10.493837,4.935434e-07
1.9306630727203626,5,0.0005047837,2.650034e-09,83.692696,1.9073486e-08,84.10661,8369.27,198104.64,[-0.104 -0.039  0.08  ...  0.014  0.037 -0.05 ],500.0,1.0099059,383.24734,4.415116,-0.117023796,42.74852538108826,100,-9.829608,500,331.16125,250000,0.84106606,832.6941,11.6437235,8.326943,2.650034e-07
2.6756413029385193,6,9.4119734e-08,2.066769e-13,4102.009,-2.5749208e-07,4102.066,410200.88,1062476400.0,[-0.104 -0.039  0.08  ...  0.01   0.027 -0.08 ],500.0,1.0000279,28199.326,4.4091706,-0.10864639,51.593575954437256,100,-10.810154,600,24657.936,300000,41.02066,40814.465,9.622101,408.14465,2.0667692e-11
3.7021689401316253,7,4.065784,3.0177746e-06,0.350299,-2.0980835e-07,1.3912774,35.0299,24.595503,[-0.102 -0.038  0.081 ...  0.01  -0.015 -0.052],500.0,8.060629,3.3408458,4.396291,-0.10122447,60.2797954082489,100,-10.071678,700,2.8388362,350000,0.013912775,4.698725,9.31287,0.046987254,0.00030177747
4.475033841849409,8,1.4892923e-08,3.1534654e-14,9281.403,-1.9073486e-08,9281.539,928140.3,6714598400.0,[-0.102 -0.039  0.081 ...  0.007 -0.027 -0.048],500.0,1.0000293,29224.086,4.640008,-0.113893375,68.05392241477966,100,-11.332256,800,19891.354,400000,92.815384,92348.766,9.778001,923.48785,3.1534653e-12
4.879498087664539,9,0.014901579,2.1226258e-08,70.49702,-3.6239624e-07,70.737915,7049.702,6710.698,[-0.102 -0.039  0.082 ...  0.004 -0.107 -0.096],500.0,1.0068448,495.28036,4.200269,-0.1334047,77.41738724708557,100,-13.27356,900,484.35205,450000,0.7073791,701.4127,7.979372,7.014126,2.1226258e-06
4.848914240639704,10,0.10534447,4.137846e-08,10.859014,4.4822693e-07,11.512766,1085.9014,949.2667,[-0.101 -0.037  0.08  ...  0.005 -0.126 -0.114],500.0,1.1235064,52.59134,4.480869,-0.14384778,85.76820373535156,100,-14.312723,1000,48.159348,500000,0.11512765,108.00365,11.071608,1.0800365,4.137846e-06
