ESSRenyi,VarJ,ESSClassic,VarRet,AvgVanillaIw,J,BatchSize,Delta,VanillaAvgRet,IterType,AvgEpLen,VarVanillaIw,VarDiscRet,MinVanillaIw,Bound,VarNormIw,EpsThisIter,MaxVanillaIw,MinNormIw,MaxNormIw,eRenyi2,AvgNormIw,AvgRet,AvgDiscRet
500.0,3.23093,100.0,10.5443677343,1.0,-105.783,500,1.0,-105.783086003,2,27.02,,10.5443677343,1.0,-105.783,3.50449e-18,100,1.0,0.01,0.01,1.0,0.01,-105.783086003,-105.783086003
500.0,4.26471,200.000000102,26.1967492866,1.0,-105.813,500,1.0,-105.843705071,2,36.19,,26.1967492866,1.0,-105.813,2.1793e-19,100,1.0,0.005,0.005,1.0,0.005,-105.843705071,-105.843705071
500.0,4.36071,299.999969474,20.8096505862,1.0,-105.922,500,1.0,-106.138134852,2,35.7,,20.8096505862,1.0,-105.922,5.43914e-20,100,1.0,0.00333333,0.00333333,1.0,0.00333333,-106.138134852,-106.138134852
500.0,4.07233,400.0,9.30353980392,1.0,-105.841,500,1.0,-105.599942496,2,33.71,,9.30353980392,1.0,-105.841,5.4346e-20,100,1.0,0.0025,0.0025,1.0,0.0025,-105.599942496,-105.599942496
500.0,4.02458,499.99981103,14.6696932698,1.0,-105.921,500,1.0,-106.23863585,1,29.42,6.17747e-09,14.6696932698,0.99946,-105.921,2.47086e-14,100,1.0001,0.00199892,0.00200021,1.0,0.002,-106.23863585,-106.23863585
500.0,3.64691,100.0,13.4342995837,1.0,-105.938,500,1.0,-105.937574751,2,35.71,,13.4342995837,1.0,-105.938,3.50449e-18,100,1.0,0.01,0.01,1.0,0.01,-105.937574751,-105.937574751
500.0,5.53798,200.000000102,48.1095069932,1.0,-105.485,500,1.0,-105.031990561,2,31.0,,48.1095069932,1.0,-105.485,2.1793e-19,100,1.0,0.005,0.005,1.0,0.005,-105.031990561,-105.031990561
500.0,4.99494,299.999969474,13.2928582051,1.0,-105.726,500,1.0,-106.209359383,2,33.34,,13.2928582051,1.0,-105.726,5.43914e-20,100,1.0,0.00333333,0.00333333,1.0,0.00333333,-106.209359383,-106.209359383
500.0,4.90807,400.0,21.670111718,1.0,-105.794,500,1.0,-105.996773832,2,39.48,,21.670111718,1.0,-105.794,5.4346e-20,100,1.0,0.0025,0.0025,1.0,0.0025,-105.996773832,-105.996773832
500.0,4.68554,500.000008143,13.4640081328,1.0,-105.856,500,1.0,-106.102273471,1,33.85,9.23862e-09,13.4640081328,0.999618,-105.856,3.69552e-14,100,1.00043,0.00199923,0.00200087,1.0,0.002,-106.102273471,-106.102273471
500.0,3.49202,100.0,12.3173658883,1.0,-105.604,500,1.0,-105.604405129,2,32.77,,12.3173658883,1.0,-105.604,3.50449e-18,100,1.0,0.01,0.01,1.0,0.01,-105.604405129,-105.604405129
500.0,3.99105,200.000000102,19.679287344,1.0,-105.905,500,1.0,-106.204840221,2,34.06,,19.679287344,1.0,-105.905,2.1793e-19,100,1.0,0.005,0.005,1.0,0.005,-106.204840221,-106.204840221
500.0,3.72012,299.999969474,9.75363417732,1.0,-105.876,500,1.0,-105.818865547,2,31.37,,9.75363417732,1.0,-105.876,5.43914e-20,100,1.0,0.00333333,0.00333333,1.0,0.00333333,-105.818865547,-105.818865547
500.0,3.80544,400.0,16.5733087672,1.0,-105.878,500,1.0,-105.883686198,2,30.38,,16.5733087672,1.0,-105.878,5.4346e-20,100,1.0,0.0025,0.0025,1.0,0.0025,-105.883686198,-105.883686198
499.996185332,3.73009,499.999970621,11.7577520638,1.0,-105.868,500,1.0,-105.827879394,1,40.94,4.53577e-11,11.7577520638,0.999969,-105.868,1.81444e-16,100,1.00004,0.00199994,0.00200007,1.00001,0.002,-105.827879394,-105.827879394
500.0,4.47981,100.0,20.2713889751,1.0,-106.219,500,1.0,-106.218935017,2,32.07,,20.2713889751,1.0,-106.219,3.50449e-18,100,1.0,0.01,0.01,1.0,0.01,-106.218935017,-106.218935017
500.0,3.70064,200.000000102,7.3805478356,1.0,-106.135,500,1.0,-106.051672546,2,32.49,,7.3805478356,1.0,-106.135,2.1793e-19,100,1.0,0.005,0.005,1.0,0.005,-106.051672546,-106.051672546
500.0,4.88638,299.999969474,44.3789285922,1.0,-105.91,500,1.0,-105.458422778,2,29.94,,44.3789285922,1.0,-105.91,5.43914e-20,100,1.0,0.00333333,0.00333333,1.0,0.00333333,-105.458422778,-105.458422778
500.0,4.92783,400.0,25.6531591283,1.0,-105.815,500,1.0,-105.531053624,2,36.35,,25.6531591283,1.0,-105.815,5.4346e-20,100,1.0,0.0025,0.0025,1.0,0.0025,-105.531053624,-105.531053624
500.0,4.73597,500.000006643,15.1372799852,1.0,-105.852,500,1.0,-105.998243892,1,31.17,,15.1372799852,1.0,-105.852,5.43187e-20,100,1.0,0.002,0.002,1.0,0.002,-105.998243892,-105.998243892
500.0,3.2983,100.0,10.9886586509,1.0,-106.668,500,1.0,-106.667804055,2,33.23,,10.9886586509,1.0,-106.668,3.50449e-18,100,1.0,0.01,0.01,1.0,0.01,-106.667804055,-106.667804055
500.0,4.53149,200.000000102,29.659835358,1.0,-106.025,500,1.0,-105.381903875,2,32.4,,29.659835358,1.0,-106.025,2.1793e-19,100,1.0,0.005,0.005,1.0,0.005,-105.381903875,-105.381903875
500.0,4.3109,299.999969474,14.8054337508,1.0,-105.96,500,1.0,-105.829965768,2,32.87,,14.8054337508,1.0,-105.96,5.43914e-20,100,1.0,0.00333333,0.00333333,1.0,0.00333333,-105.829965768,-105.829965768
500.0,4.28017,400.0,17.2676825802,1.0,-105.77,500,1.0,-105.20002853,2,32.75,,17.2676825802,1.0,-105.77,5.4346e-20,100,1.0,0.0025,0.0025,1.0,0.0025,-105.20002853,-105.20002853
500.0,4.2616,500.000006643,17.543484223,1.0,-105.859,500,1.0,-106.215042582,1,33.93,,17.543484223,1.0,-105.859,5.43187e-20,100,1.0,0.002,0.002,1.0,0.002,-106.215042582,-106.215042582
500.0,3.43109,100.0,11.8912971892,1.0,-106.22,500,1.0,-106.220372519,2,31.99,,11.8912971892,1.0,-106.22,3.50449e-18,100,1.0,0.01,0.01,1.0,0.01,-106.220372519,-106.220372519
500.0,3.7729,200.000000102,16.7332627968,1.0,-105.964,500,1.0,-105.708074759,2,37.25,,16.7332627968,1.0,-105.964,2.1793e-19,100,1.0,0.005,0.005,1.0,0.005,-105.708074759,-105.708074759
500.0,4.13554,299.999969474,22.9519406024,1.0,-105.825,500,1.0,-105.547110731,2,33.61,,22.9519406024,1.0,-105.825,5.43914e-20,100,1.0,0.00333333,0.00333333,1.0,0.00333333,-105.547110731,-105.547110731
500.0,4.12459,400.0,16.8413512968,1.0,-105.901,500,1.0,-106.126628318,2,35.58,,16.8413512968,1.0,-105.901,5.4346e-20,100,1.0,0.0025,0.0025,1.0,0.0025,-106.126628318,-106.126628318
500.0,4.55296,500.000006643,35.9472144883,1.0,-105.877,500,1.0,-105.785254964,1,33.64,,35.9472144883,1.0,-105.877,5.43187e-20,100,1.0,0.002,0.002,1.0,0.002,-105.785254964,-105.785254964
500.0,3.48631,100.0,12.2771310065,1.0,-105.911,500,1.0,-105.91110696,2,34.61,,12.2771310065,1.0,-105.911,3.50449e-18,100,1.0,0.01,0.01,1.0,0.01,-105.91110696,-105.91110696
500.0,3.66924,200.000000102,14.9204759136,1.0,-105.933,500,1.0,-105.955871966,2,31.35,,14.9204759136,1.0,-105.933,2.1793e-19,100,1.0,0.005,0.005,1.0,0.005,-105.955871966,-105.955871966
500.0,5.14137,299.999969474,52.5943939636,1.0,-105.708,500,1.0,-105.256077345,2,41.6,,52.5943939636,1.0,-105.708,5.43914e-20,100,1.0,0.00333333,0.00333333,1.0,0.00333333,-105.256077345,-105.256077345
500.0,4.95003,400.0,18.5851886374,1.0,-105.869,500,1.0,-106.351364843,2,37.61,,18.5851886374,1.0,-105.869,5.4346e-20,100,1.0,0.0025,0.0025,1.0,0.0025,-106.351364843,-106.351364843
500.0,4.97994,500.000006643,26.2447417738,1.0,-105.852,500,1.0,-105.785381654,1,35.02,,26.2447417738,1.0,-105.852,5.43187e-20,100,1.0,0.002,0.002,1.0,0.002,-105.785381654,-105.785381654
500.0,4.03227,100.0,16.4233994904,1.0,-105.081,500,1.0,-105.081152574,2,36.63,,16.4233994904,1.0,-105.081,3.50449e-18,100,1.0,0.01,0.01,1.0,0.01,-105.081152574,-105.081152574
500.0,3.68686,200.000000102,10.8332704749,1.0,-105.399,500,1.0,-105.716320186,2,28.25,,10.8332704749,1.0,-105.399,2.1793e-19,100,1.0,0.005,0.005,1.0,0.005,-105.716320186,-105.716320186
500.0,4.06279,299.999969474,22.5173925642,1.0,-105.481,500,1.0,-105.645615037,2,36.24,,22.5173925642,1.0,-105.481,5.43914e-20,100,1.0,0.00333333,0.00333333,1.0,0.00333333,-105.645615037,-105.645615037
500.0,4.47817,400.0,30.5759324334,1.0,-105.292,500,1.0,-104.726323754,2,36.46,,30.5759324334,1.0,-105.292,5.4346e-20,100,1.0,0.0025,0.0025,1.0,0.0025,-104.726323754,-104.726323754
500.0,4.77358,500.000006643,34.0198458666,1.0,-105.337,500,1.0,-105.515611395,1,34.16,,34.0198458666,1.0,-105.337,5.43187e-20,100,1.0,0.002,0.002,1.0,0.002,-105.515611395,-105.515611395
500.0,3.09467,100.0,9.6737005468,1.0,-105.942,500,1.0,-105.94179058,2,29.85,,9.6737005468,1.0,-105.942,3.50449e-18,100,1.0,0.01,0.01,1.0,0.01,-105.94179058,-105.94179058
500.0,4.32117,200.000000102,27.9338785648,1.0,-105.703,500,1.0,-105.465153461,2,37.27,,27.9338785648,1.0,-105.703,2.1793e-19,100,1.0,0.005,0.005,1.0,0.005,-105.465153461,-105.465153461
500.0,4.35925,299.999969474,19.7499553761,1.0,-105.84,500,1.0,-106.11255548,2,33.1,,19.7499553761,1.0,-105.84,5.43914e-20,100,1.0,0.00333333,0.00333333,1.0,0.00333333,-106.11255548,-106.11255548
500.0,5.22141,400.0,52.1781239087,1.0,-105.66,500,1.0,-105.121675993,2,36.31,,52.1781239087,1.0,-105.66,5.4346e-20,100,1.0,0.0025,0.0025,1.0,0.0025,-105.121675993,-105.121675993
500.0,4.89734,500.000006643,10.713762277,1.0,-105.775,500,1.0,-106.231395632,1,36.59,,10.713762277,1.0,-105.775,5.43187e-20,100,1.0,0.002,0.002,1.0,0.002,-106.231395632,-106.231395632
500.0,4.49999,100.0,20.4544793509,1.0,-105.345,500,1.0,-105.345248009,2,36.4,,20.4544793509,1.0,-105.345,3.50449e-18,100,1.0,0.01,0.01,1.0,0.01,-105.345248009,-105.345248009
500.0,4.26634,200.000000102,16.1871880366,1.0,-105.598,500,1.0,-105.851272436,2,34.83,,16.1871880366,1.0,-105.598,2.1793e-19,100,1.0,0.005,0.005,1.0,0.005,-105.851272436,-105.851272436
500.0,4.16926,299.999969474,15.4708440047,1.0,-105.866,500,1.0,-106.400239207,2,32.26,,15.4708440047,1.0,-105.866,5.43914e-20,100,1.0,0.00333333,0.00333333,1.0,0.00333333,-106.400239207,-106.400239207
500.0,4.16861,400.0,17.5208601062,1.0,-105.83,500,1.0,-105.722674419,2,37.36,,17.5208601062,1.0,-105.83,5.4346e-20,100,1.0,0.0025,0.0025,1.0,0.0025,-105.722674419,-105.722674419
500.0,4.14803,500.000006643,16.6369403468,1.0,-105.88,500,1.0,-106.082538463,1,36.54,,16.6369403468,1.0,-105.88,5.43187e-20,100,1.0,0.002,0.002,1.0,0.002,-106.082538463,-106.082538463
500.0,4.33274,100.0,18.9622348722,1.0,-105.45,500,1.0,-105.449528283,2,36.87,,18.9622348722,1.0,-105.45,3.50449e-18,100,1.0,0.01,0.01,1.0,0.01,-105.449528283,-105.449528283
500.0,4.07377,200.000000102,14.0142819091,1.0,-105.971,500,1.0,-106.49305855,2,32.34,,14.0142819091,1.0,-105.971,2.1793e-19,100,1.0,0.005,0.005,1.0,0.005,-106.49305855,-106.49305855
500.0,4.02125,299.999969474,15.4065156145,1.0,-105.865,500,1.0,-105.652813628,2,32.08,,15.4065156145,1.0,-105.865,5.43914e-20,100,1.0,0.00333333,0.00333333,1.0,0.00333333,-105.652813628,-105.652813628
500.0,4.02261,400.0,16.3250861844,1.0,-105.931,500,1.0,-106.129716292,2,30.61,,16.3250861844,1.0,-105.931,5.4346e-20,100,1.0,0.0025,0.0025,1.0,0.0025,-106.129716292,-106.129716292
500.0,3.81054,500.000006643,7.72984586756,1.0,-105.826,500,1.0,-105.403521404,1,31.87,,7.72984586756,1.0,-105.826,5.43187e-20,100,1.0,0.002,0.002,1.0,0.002,-105.403521404,-105.403521404
500.0,3.59053,100.0,13.0221473086,1.0,-105.829,500,1.0,-105.829229738,2,36.62,,13.0221473086,1.0,-105.829,3.50449e-18,100,1.0,0.01,0.01,1.0,0.01,-105.829229738,-105.829229738
500.0,3.70817,200.000000102,14.6344062477,1.0,-105.583,500,1.0,-105.337248288,2,36.8,,14.6344062477,1.0,-105.583,2.1793e-19,100,1.0,0.005,0.005,1.0,0.005,-105.337248288,-105.337248288
500.0,3.64199,299.999969474,12.331339955,1.0,-105.701,500,1.0,-105.936434296,2,34.75,,12.331339955,1.0,-105.701,5.43914e-20,100,1.0,0.00333333,0.00333333,1.0,0.00333333,-105.936434296,-105.936434296
500.0,4.02751,400.0,25.247255909,1.0,-105.611,500,1.0,-105.342367392,2,34.73,,25.247255909,1.0,-105.611,5.4346e-20,100,1.0,0.0025,0.0025,1.0,0.0025,-105.342367392,-105.342367392
500.0,4.19528,500.000113956,23.3397514239,0.999999,-105.597,500,1.0,-105.538101416,1,33.13,1.04192e-08,23.3397514239,0.999708,-105.597,4.16759e-14,100,1.00055,0.00199942,0.0020011,1.0,0.002,-105.538101416,-105.538101416
500.0,3.8424,100.0,14.9131542324,1.0,-106.599,500,1.0,-106.59906928,2,32.55,,14.9131542324,1.0,-106.599,3.50449e-18,100,1.0,0.01,0.01,1.0,0.01,-106.59906928,-106.59906928
500.0,4.75224,200.000000102,29.4055779605,1.0,-105.795,500,1.0,-104.991619644,2,33.82,,29.4055779605,1.0,-105.795,2.1793e-19,100,1.0,0.005,0.005,1.0,0.005,-104.991619644,-104.991619644
500.0,4.29811,299.999969474,10.2027501782,1.0,-105.955,500,1.0,-106.274256863,2,35.63,,10.2027501782,1.0,-105.955,5.43914e-20,100,1.0,0.00333333,0.00333333,1.0,0.00333333,-106.274256863,-106.274256863
500.0,4.23939,400.0,16.3830669358,1.0,-105.811,500,1.0,-105.378330242,2,34.78,,16.3830669358,1.0,-105.811,5.4346e-20,100,1.0,0.0025,0.0025,1.0,0.0025,-105.378330242,-105.378330242
20.9899643014,0.00843975,1.00017334332,14.8451095549,1.00522e-10,-97.2214,500,1.0,-105.283186211,1,31.66,5.05143e-18,14.8451095549,,-97.2214,0.00199965,100,5.02565e-08,,0.999913,23.8209,0.002,-105.283186211,-105.283186211
500.0,3.84322,100.0,14.9195363291,1.0,-105.588,500,1.0,-105.587862247,2,32.07,,14.9195363291,1.0,-105.588,3.50449e-18,100,1.0,0.01,0.01,1.0,0.01,-105.587862247,-105.587862247
500.0,4.09586,200.000000102,18.7861949645,1.0,-105.891,500,1.0,-106.193703255,2,33.1,,18.7861949645,1.0,-105.891,2.1793e-19,100,1.0,0.005,0.005,1.0,0.005,-106.193703255,-106.193703255
500.0,3.9792,299.999969474,14.0703858266,1.0,-105.949,500,1.0,-106.065089858,2,34.38,,14.0703858266,1.0,-105.949,5.43914e-20,100,1.0,0.00333333,0.00333333,1.0,0.00333333,-106.065089858,-106.065089858
500.0,4.04675,400.0,18.1793792049,1.0,-105.929,500,1.0,-105.867760732,2,32.86,,18.1793792049,1.0,-105.929,5.4346e-20,100,1.0,0.0025,0.0025,1.0,0.0025,-105.867760732,-105.867760732
499.996006521,3.92831,499.99580382,11.7592245408,1.0001,-105.927,500,1.0,-105.924572414,1,33.46,7.85232e-06,11.7592245408,0.996806,-105.927,3.14027e-11,100,1.01922,0.0019934,0.00203822,1.00001,0.002,-105.924572414,-105.924572414
500.0,2.96322,100.0,8.86936938267,1.0,-105.984,500,1.0,-105.984409716,2,33.68,,8.86936938267,1.0,-105.984,3.50449e-18,100,1.0,0.01,0.01,1.0,0.01,-105.984409716,-105.984409716
500.0,3.78458,200.000000102,20.0015059747,1.0,-105.806,500,1.0,-105.626796651,2,36.64,,20.0015059747,1.0,-105.806,2.1793e-19,100,1.0,0.005,0.005,1.0,0.005,-105.626796651,-105.626796651
500.0,3.91779,299.999969474,17.5564641836,1.0,-105.864,500,1.0,-105.980207739,2,36.89,,17.5564641836,1.0,-105.864,5.43914e-20,100,1.0,0.00333333,0.00333333,1.0,0.00333333,-105.980207739,-105.980207739
500.0,4.17581,400.0,23.9230613526,1.0,-105.825,500,1.0,-105.706784344,2,35.87,,23.9230613526,1.0,-105.825,5.4346e-20,100,1.0,0.0025,0.0025,1.0,0.0025,-105.706784344,-105.706784344
499.553126495,3.99006,499.60148947,9.70788556473,1.00023,-105.741,500,1.0,-105.431327859,1,31.48,0.000800035,9.70788556473,0.892778,-105.741,3.19867e-09,100,1.152,0.00178515,0.00230347,1.00089,0.002,-105.431327859,-105.431327859
500.0,2.88994,100.0,8.43611352298,1.0,-105.765,500,1.0,-105.765031852,2,28.31,,8.43611352298,1.0,-105.765,3.50449e-18,100,1.0,0.01,0.01,1.0,0.01,-105.765031852,-105.765031852
500.0,3.05514,200.000000102,10.3198371459,1.0,-105.988,500,1.0,-106.210868543,2,32.24,,10.3198371459,1.0,-105.988,2.1793e-19,100,1.0,0.005,0.005,1.0,0.005,-106.210868543,-106.210868543
500.0,3.03687,299.999969474,9.06308788002,1.0,-105.92,500,1.0,-105.7847946,2,33.65,,9.06308788002,1.0,-105.92,5.43914e-20,100,1.0,0.00333333,0.00333333,1.0,0.00333333,-105.7847946,-105.7847946
500.0,3.4178,400.0,18.8139937199,1.0,-105.731,500,1.0,-105.161428976,2,39.82,,18.8139937199,1.0,-105.731,5.4346e-20,100,1.0,0.0025,0.0025,1.0,0.0025,-105.161428976,-105.161428976
499.930748996,3.50864,499.934587527,14.7984765091,0.99923,-105.677,500,1.0,-105.4842654,1,30.62,0.000131207,14.7984765091,0.979096,-105.677,5.25638e-10,100,1.05885,0.0019597,0.00211934,1.00014,0.002,-105.4842654,-105.4842654
500.0,3.25198,100.0,10.6821641441,1.0,-106.72,500,1.0,-106.720073027,2,31.98,,10.6821641441,1.0,-106.72,3.50449e-18,100,1.0,0.01,0.01,1.0,0.01,-106.720073027,-106.720073027
500.0,3.68841,200.000000102,16.3734702271,1.0,-106.26,500,1.0,-105.799566439,2,33.62,,16.3734702271,1.0,-106.26,2.1793e-19,100,1.0,0.005,0.005,1.0,0.005,-105.799566439,-105.799566439
500.0,3.65465,299.999969474,12.805049525,1.0,-106.085,500,1.0,-105.735087477,2,29.75,,12.805049525,1.0,-106.085,5.43914e-20,100,1.0,0.00333333,0.00333333,1.0,0.00333333,-105.735087477,-105.735087477
500.0,3.56323,400.0,10.8192161584,1.0,-106.108,500,1.0,-106.175306673,2,29.9,,10.8192161584,1.0,-106.108,5.4346e-20,100,1.0,0.0025,0.0025,1.0,0.0025,-106.175306673,-106.175306673
499.55205553,3.99457,499.553967857,26.2052703559,0.999733,-105.775,500,1.0,-104.488127216,1,32.89,0.000894664,26.2052703559,0.953937,-105.775,3.58057e-09,100,1.15998,0.00190838,0.00232058,1.0009,0.002,-104.488127216,-104.488127216
500.0,5.01657,100.0,25.4201945252,1.0,-104.656,500,1.0,-104.655903583,2,35.88,,25.4201945252,1.0,-104.656,3.50449e-18,100,1.0,0.01,0.01,1.0,0.01,-104.655903583,-104.655903583
500.0,5.1941,200.000000102,28.4746926162,1.0,-105.204,500,1.0,-105.752600016,2,34.96,,28.4746926162,1.0,-105.204,2.1793e-19,100,1.0,0.005,0.005,1.0,0.005,-105.752600016,-105.752600016
500.0,5.08846,299.999969474,23.9336299057,1.0,-105.27,500,1.0,-105.400342646,2,35.22,,23.9336299057,1.0,-105.27,5.43914e-20,100,1.0,0.00333333,0.00333333,1.0,0.00333333,-105.400342646,-105.400342646
500.0,4.74557,400.0,12.1493820719,1.0,-105.447,500,1.0,-105.978078876,2,35.97,,12.1493820719,1.0,-105.447,5.4346e-20,100,1.0,0.0025,0.0025,1.0,0.0025,-105.978078876,-105.978078876
490.34663498,5.22026,488.955853047,25.6128617287,1.00849,-105.213,500,1.0,-104.594924416,1,40.97,0.0230184,25.6128617287,0.602197,-105.213,9.05301e-08,100,1.85905,0.00119426,0.00368681,1.01969,0.002,-104.594924416,-104.594924416
500.0,3.36467,100.0,11.4353515,1.0,-106.184,500,1.0,-106.184503266,2,34.01,,11.4353515,1.0,-106.184,3.50449e-18,100,1.0,0.01,0.01,1.0,0.01,-106.184503266,-106.184503266
500.0,3.21572,200.000000102,9.43936752256,1.0,-106.096,500,1.0,-106.00689072,2,29.32,,9.43936752256,1.0,-106.096,2.1793e-19,100,1.0,0.005,0.005,1.0,0.005,-106.00689072,-106.00689072
500.0,3.17842,299.999969474,9.64490338977,1.0,-105.982,500,1.0,-105.755970699,2,32.13,,9.64490338977,1.0,-105.982,5.43914e-20,100,1.0,0.00333333,0.00333333,1.0,0.00333333,-105.755970699,-105.755970699
500.0,3.39245,400.0,15.6246096732,1.0,-105.835,500,1.0,-105.394542093,2,37.21,,15.6246096732,1.0,-105.835,5.4346e-20,100,1.0,0.0025,0.0025,1.0,0.0025,-105.394542093,-105.394542093
486.781429973,3.65422,486.493682132,16.8081496578,0.995969,-105.849,500,1.0,-106.251955453,1,32.54,0.0275944,16.8081496578,0.440248,-105.849,1.11273e-07,100,1.53943,0.00088406,0.00309133,1.02716,0.002,-106.251955453,-106.251955453
500.0,3.76266,100.0,14.300594338,1.0,-105.504,500,1.0,-105.504278488,2,29.71,,14.300594338,1.0,-105.504,3.50449e-18,100,1.0,0.01,0.01,1.0,0.01,-105.504278488,-105.504278488
500.0,3.96754,200.000000102,17.3101646808,1.0,-105.811,500,1.0,-106.117662815,2,36.22,,17.3101646808,1.0,-105.811,2.1793e-19,100,1.0,0.005,0.005,1.0,0.005,-106.117662815,-106.117662815
500.0,4.94325,299.999969474,42.1379849559,1.0,-105.677,500,1.0,-105.409000495,2,33.87,,42.1379849559,1.0,-105.677,5.43914e-20,100,1.0,0.00333333,0.00333333,1.0,0.00333333,-105.409000495,-105.409000495
500.0,4.92189,400.0,23.8309789786,1.0,-105.679,500,1.0,-105.684525561,2,32.72,,23.8309789786,1.0,-105.679,5.4346e-20,100,1.0,0.0025,0.0025,1.0,0.0025,-105.684525561,-105.684525561
500.0,4.60586,500.000006643,9.26150310443,1.0,-105.685,500,1.0,-105.71097683,1,31.03,,9.26150310443,1.0,-105.685,5.43187e-20,100,1.0,0.002,0.002,1.0,0.002,-105.71097683,-105.71097683
500.0,3.29668,100.0,10.9778772439,1.0,-105.499,500,1.0,-105.499430136,2,35.78,,10.9778772439,1.0,-105.499,3.50449e-18,100,1.0,0.01,0.01,1.0,0.01,-105.499430136,-105.499430136
500.0,3.41346,200.000000102,12.4342980385,1.0,-105.75,500,1.0,-106.000051422,2,30.4,,12.4342980385,1.0,-105.75,2.1793e-19,100,1.0,0.005,0.005,1.0,0.005,-106.000051422,-106.000051422
500.0,3.56534,299.999969474,14.9119610104,1.0,-105.857,500,1.0,-106.070880091,2,27.87,,14.9119610104,1.0,-105.857,5.43914e-20,100,1.0,0.00333333,0.00333333,1.0,0.00333333,-106.070880091,-106.070880091
500.0,3.66792,400.0,15.5713710314,1.0,-106.005,500,1.0,-106.450007255,2,36.46,,15.5713710314,1.0,-106.005,5.4346e-20,100,1.0,0.0025,0.0025,1.0,0.0025,-106.450007255,-106.450007255
500.0,3.66696,500.000006643,13.3803549435,1.0,-106.098,500,1.0,-106.468594788,1,30.77,,13.3803549435,1.0,-106.098,5.43187e-20,100,1.0,0.002,0.002,1.0,0.002,-106.468594788,-106.468594788
500.0,3.50308,100.0,12.3955157501,1.0,-105.775,500,1.0,-105.774721101,2,39.35,,12.3955157501,1.0,-105.775,3.50449e-18,100,1.0,0.01,0.01,1.0,0.01,-105.774721101,-105.774721101
500.0,3.60908,200.000000102,13.8965620153,1.0,-105.879,500,1.0,-105.983119849,2,32.68,,13.8965620153,1.0,-105.879,2.1793e-19,100,1.0,0.005,0.005,1.0,0.005,-105.983119849,-105.983119849
500.0,3.68657,299.999969474,14.6158899215,1.0,-105.674,500,1.0,-105.264489368,2,33.52,,14.6158899215,1.0,-105.674,5.43914e-20,100,1.0,0.00333333,0.00333333,1.0,0.00333333,-105.264489368,-105.264489368
500.0,3.75852,400.0,15.8791947493,1.0,-105.707,500,1.0,-105.807444918,2,37.22,,15.8791947493,1.0,-105.707,5.4346e-20,100,1.0,0.0025,0.0025,1.0,0.0025,-105.807444918,-105.807444918
500.0,4.30976,499.999884572,36.5715315391,1.0,-105.796,500,1.0,-106.152439715,1,34.42,1.71584e-11,36.5715315391,0.99998,-105.796,6.8734e-17,100,1.00002,0.00199996,0.00200004,1.0,0.002,-106.152439715,-106.152439715
500.0,4.18764,100.0,17.7134362911,1.0,-105.783,500,1.0,-105.783424074,2,27.92,,17.7134362911,1.0,-105.783,3.50449e-18,100,1.0,0.01,0.01,1.0,0.01,-105.783424074,-105.783424074
500.0,4.54737,200.000000102,23.8694542029,1.0,-105.475,500,1.0,-105.166937039,2,35.49,,23.8694542029,1.0,-105.475,2.1793e-19,100,1.0,0.005,0.005,1.0,0.005,-105.166937039,-105.166937039
500.0,4.51061,299.999969474,19.0043203925,1.0,-105.855,500,1.0,-106.614517234,2,34.96,,19.0043203925,1.0,-105.855,5.43914e-20,100,1.0,0.00333333,0.00333333,1.0,0.00333333,-106.614517234,-106.614517234
500.0,5.04111,400.0,40.1083898848,1.0,-105.58,500,1.0,-104.755218274,2,43.94,,40.1083898848,1.0,-105.58,5.4346e-20,100,1.0,0.0025,0.0025,1.0,0.0025,-104.755218274,-104.755218274
500.0,4.78101,500.000652266,12.606048718,1.0,-105.669,500,1.0,-106.025602818,1,32.98,8.76258e-11,12.606048718,0.999961,-105.669,3.50306e-16,100,1.00005,0.00199992,0.0020001,1.0,0.002,-106.025602818,-106.025602818
500.0,3.79903,100.0,14.5783837814,1.0,-105.6,500,1.0,-105.599690323,2,33.24,,14.5783837814,1.0,-105.6,3.50449e-18,100,1.0,0.01,0.01,1.0,0.01,-105.599690323,-105.599690323
500.0,4.44655,200.000000102,25.3635329177,1.0,-105.576,500,1.0,-105.552216007,2,33.48,,25.3635329177,1.0,-105.576,2.1793e-19,100,1.0,0.005,0.005,1.0,0.005,-105.552216007,-105.552216007
500.0,4.36583,299.999969474,17.8156644611,1.0,-105.583,500,1.0,-105.597649239,2,33.41,,17.8156644611,1.0,-105.583,5.43914e-20,100,1.0,0.00333333,0.00333333,1.0,0.00333333,-105.597649239,-105.597649239
500.0,4.30499,400.0,17.1083311991,1.0,-105.616,500,1.0,-105.71454021,2,32.79,,17.1083311991,1.0,-105.616,5.4346e-20,100,1.0,0.0025,0.0025,1.0,0.0025,-105.71454021,-105.71454021
500.0,4.44568,500.000006643,24.9158966679,1.0,-105.649,500,1.0,-105.781003421,1,38.5,,24.9158966679,1.0,-105.649,5.43187e-20,100,1.0,0.002,0.002,1.0,0.002,-105.781003421,-105.781003421
500.0,6.62968,100.0,44.3966832382,1.0,-105.665,500,1.0,-105.665048211,2,32.26,,44.3966832382,1.0,-105.665,3.50449e-18,100,1.0,0.01,0.01,1.0,0.01,-105.665048211,-105.665048211
500.0,6.1857,200.000000102,32.7810019449,1.0,-105.42,500,1.0,-105.175416501,2,32.36,,32.7810019449,1.0,-105.42,2.1793e-19,100,1.0,0.005,0.005,1.0,0.005,-105.175416501,-105.175416501
