VarDiscRet,AvgVanillaIw,MaxVanillaIw,AvgDiscRet,MinNormIw,Bound,MinVanillaIw,ESSClassic,J,BatchSize,eRenyi2,MaxNormIw,VarVanillaIw,ESSRenyi,VarJ,AvgRet,VarNormIw,AvgEpLen,VarRet,AvgNormIw
5688470.842681565,166.80544,16680.543,4.956746124662459e-13,,435857.1,,1.0,2628.6292,100,15586.516,1.0,2782406.5,0.006415802120623095,,-2654.305220661724,0.010000002,200.0,5688470.842681565,0.01
111.12756793576216,3.0949694e+32,3.0949694e+34,1.758593271006248e-15,,2.9230943e+33,,,9.444663,100,inf,1.0,inf,,,-13.208294625170675,0.0100000035,200.0,111.12756793576216,0.01
103.26191264444765,1.0,1.0,1.1368683772161603e-15,0.01,-1.2175583,1.0,100.0,-5.9604645e-08,100,nan,0.01,,nan,10.11085,-14.467323650738313,3.5044917e-18,200.0,103.26191264444765,0.009999998
112.64535307516135,1.0,1.0,1.3500311979441904e-15,0.01,-1.3186922,1.0,100.0,2.9802322e-08,100,nan,0.01,,nan,10.560251,-15.668501162631644,3.5044917e-18,200.0,112.64535307516135,0.009999998
123.11056435967329,1.0,1.0,-3.5349501104064984e-15,0.01,-1.3075125,1.0,100.0,4.4703484e-08,100,nan,0.01,,nan,11.039903,-13.212168058904721,3.5044917e-18,200.0,123.1105643596733,0.009999998
113.02801348222026,1.0,1.0,-1.4566126083082053e-15,0.01,-1.2336891,1.0,100.0,-2.2351742e-08,100,nan,0.01,,nan,10.578173,-13.518024529282483,3.5044917e-18,200.0,113.02801348222026,0.009999998
108.55986811197575,1.0,1.0,-1.5987211554602254e-16,0.01,-1.2942326,1.0,100.0,-8.940697e-08,100,nan,0.01,,nan,10.36698,-15.411294512422641,3.5044917e-18,200.0,108.55986811197575,0.009999998
106.96219107138526,1.0,1.0,6.750155989720952e-16,0.01,-1.3070031,1.0,100.0,-2.9802322e-08,100,nan,0.01,,nan,10.290412,-12.781297531893482,3.5044917e-18,200.0,106.96219107138526,0.009999998
114.70531146979323,1.0,1.0,-6.927791673660977e-16,0.01,-1.250722,1.0,100.0,-2.9802322e-07,100,nan,0.01,,nan,10.656372,-13.74621122916335,3.5044917e-18,200.0,114.70531146979323,0.009999998
111.61416131604052,1.0,1.0,-1.7763568394002505e-15,0.01,-1.2417166,1.0,100.0,-1.3411045e-07,100,nan,0.01,,nan,10.511803,-13.891401938913177,3.5044917e-18,200.0,111.61416131604052,0.009999998
112.42025371294574,1.0,1.0,-3.019806626980426e-16,0.01,-1.216501,1.0,100.0,-1.1175871e-07,100,nan,0.01,,nan,10.549694,-14.300945383721434,3.5044917e-18,200.0,112.42025371294574,0.009999998
103.10061064808662,1.0,1.0,3.907985046680551e-16,0.01,-1.3154114,1.0,100.0,1.1920929e-07,100,nan,0.01,,nan,10.10295,-15.62949606793406,3.5044917e-18,200.0,103.10061064808662,0.009999998
105.18974463812972,1.0,1.0,1.4566126083082053e-15,0.01,-1.3354605,1.0,100.0,-1.4901161e-08,100,nan,0.01,,nan,10.204795,-12.710110033621994,3.5044917e-18,200.0,105.18974463812972,0.009999998
106.06958844358343,1.0,1.0,-4.618527782440651e-16,0.01,-1.2368816,1.0,100.0,-1.4901161e-08,100,nan,0.01,,nan,10.247384,-14.702188322143025,3.5044917e-18,200.0,106.06958844358343,0.009999998
106.37035557098312,1.0,1.0,1.5099033134902129e-15,0.01,-1.216135,1.0,100.0,-7.4505806e-08,100,nan,0.01,,nan,10.261903,-14.335771706436098,3.5044917e-18,200.0,106.3703555709831,0.009999998
112.26765057383223,1.0,1.0,-1.438849039914203e-15,0.01,-1.2118717,1.0,100.0,-2.9802322e-08,100,nan,0.01,,nan,10.542532,-14.400773143709566,3.5044917e-18,200.0,112.26765057383223,0.009999998
114.19540682698559,1.0,1.0,,0.01,-1.2164675,1.0,100.0,-1.4901161e-08,100,nan,0.01,,nan,10.63266,-14.034591366538729,3.5044917e-18,200.0,114.19540682698559,0.009999998
103.22395181214853,1.0,1.0,1.616484723854228e-15,0.01,-1.3417138,1.0,100.0,1.4901161e-08,100,nan,0.01,,nan,10.108992,-15.987711704839462,3.5044917e-18,200.0,103.2239518121485,0.009999998
109.45294139409116,1.0,1.0,-4.263256414560601e-16,0.01,-1.2265891,1.0,100.0,2.9802322e-08,100,nan,0.01,,nan,10.409534,-14.57422093811831,3.5044917e-18,200.0,109.45294139409116,0.009999998
107.75926489489468,1.0,1.0,7.460698725481052e-16,0.01,-1.219633,1.0,100.0,5.9604645e-08,100,nan,0.01,,nan,10.328682,-14.276503133700356,3.5044917e-18,200.0,107.75926489489468,0.009999998
115.8083758581178,1.0,1.0,1.7053025658242404e-15,0.01,-1.3501004,1.0,100.0,3.7252903e-08,100,nan,0.01,,nan,10.707487,-16.043335491654748,3.5044917e-18,200.0,115.8083758581178,0.009999998
99.84163773031821,1.0,1.0,-7.283063041541026e-16,0.01,-1.2745011,1.0,100.0,4.4703484e-08,100,nan,0.01,,nan,9.941993,-15.147568242451543,3.5044917e-18,200.0,99.84163773031821,0.009999998
99.22917586770156,1.0,1.0,1.3677947663381929e-15,0.01,-1.3032867,1.0,100.0,5.9604645e-08,100,nan,0.01,,nan,9.911452,-12.764214307911077,3.5044917e-18,200.0,99.22917586770157,0.009999998
