AvgRet,VanillaAvgRet,AvgVanillaIw,ESSClassic,MinNormIw,MinVanillaIw,VarVanillaIw,VarJ,eRenyi2,VarRet,MaxVanillaIw,J,AvgEpLen,AvgDiscRet,AvgNormIw,BatchSize,MaxNormIw,Bound,VarDiscRet,ESSRenyi,VarNormIw
107.93890164360731,107.93890164360731,0.98539877,1.3184194282114745,,,73.41274,88.24726,38.367046,10227.808512365953,85.26362,390.58948,11.8,107.93890164360731,0.01,100,0.8652702,337.9051,10227.808512365953,2.6064033981556998,0.007560448
392.8393131370608,392.8393131370608,1.1750026,1.1091572490363288,,,124.33849,351.341,67.19259,87533.98730226941,111.54094,1435.1008,40.3,392.8393131370608,0.01,100,0.94928247,1231.1335,87533.98730226941,1.4882593717068349,0.009005915
1187.7039153547719,1187.7039153547719,2.9811478,1.1216884924833674,,,791.3356,1387.4335,51.292686,783008.5004356615,281.3909,4866.952,119.78,1187.7039153547719,0.01,100,0.94390124,4333.958,783008.5004356615,1.9495956811172335,0.008904174
2086.929567232816,2086.929567232816,3.4497037,1.102397969164612,1.8970888e-13,6.544394e-11,1078.3896,1410.578,39.755,1147146.79033891,328.53375,4855.472,209.7,2086.929567232816,0.01,100,0.95235354,4287.513,1147146.79033891,2.5154067994781957,0.009061753
1839.6917768419826,1839.6917768419826,1.9252542,1.0960620687577598,7.470405e-26,1.4382428e-23,337.84656,1213.0905,32.60572,1209017.737248721,183.86836,4884.3716,184.98,1839.6917768419826,0.01,100,0.9550342,4356.322,1209017.737248721,3.066946486847336,0.009114721
2500.6159605444304,2500.6159605444304,0.49523127,1.0395146692903294,,,23.583715,444.78687,28.8617,1655336.6361413435,48.569412,4958.992,251.06,2500.6159605444304,0.010000002,100,0.980742,4377.672,1655336.6361413435,3.4647993638316232,0.009616033
2925.4758784727533,2925.4758784727533,0.8943151,1.1880638002649937,,,67.19168,979.2544,31.223623,1897689.9912654983,81.97928,4897.795,293.55,2925.4758784727533,0.01,100,0.91667104,4250.4053,1897689.9912654983,3.2027032582616273,0.008401066
2822.9035980314807,2822.9035980314807,2.0886786,1.6316569154593965,,,265.66516,1384.7462,29.11112,1719945.6266401003,161.63574,4840.329,283.3,2822.9035980314807,0.01,100,0.77386606,4245.218,1719945.6266401003,3.4351134284952947,0.0060896385
2921.851494329611,2921.851494329611,0.8849617,3.8938856173745977,,,19.52458,1122.5431,27.168428,1618596.7852923907,39.502537,4819.3706,293.15,2921.851494329611,0.009999999,100,0.44637567,4261.655,1618596.7852923907,3.680742899454166,0.0024930595
2885.600796081393,2885.600796081393,1.0347329,1.1840673102473174,6.890004e-38,7.1293144e-36,90.25511,1134.5587,31.636465,1482851.122904313,95.015305,4888.3433,289.55,2885.600796081393,0.010000002,100,0.9182592,4312.3013,1482851.122904313,3.1609094053465627,0.008429765
2976.7848322400177,2976.7848322400177,3.3872995,1.2008573409192669,2.3222912e-18,7.8662955e-16,953.52875,1634.9917,29.98164,1492521.4627199043,308.9922,4831.223,298.68,2976.7848322400177,0.010000003,100,0.9122081,4268.6235,1492521.4627199043,3.335374597923254,0.0083104875
2809.7640692434575,2809.7640692434575,1.4169599,1.1112971572573704,,,180.4664,1113.1838,48.57467,1329974.7225929676,134.38786,4891.5957,282.02,2809.7640692434575,0.009999999,100,0.9484239,4215.609,1329974.7225929676,2.0586861896729887,0.008988378
2609.4411115387356,2609.4411115387356,1.068809,1.2180601963269135,,,93.578026,1011.48663,44.346283,1599784.9286619981,96.49479,4905.947,261.98,2609.4411115387356,0.010000002,100,0.90282536,4197.559,1599784.9286619981,2.254980425134829,0.008191694
2735.289287794323,2735.289287794323,1.1056523,9.447446323256102,1.9284294e-09,2.1321723e-07,11.8355465,2499.6077,10.0766,1355023.33390752,24.906158,3611.8984,274.57,2735.289287794323,0.009999999,100,0.22526212,3301.1265,1355023.33390752,9.923982221979937,0.00096816896
2446.6271717824156,2446.6271717824156,0.7332031,26.924728218821638,6.5368746e-05,0.004792857,1.4737796,2856.569,5.404335,1695708.5651175783,8.836578,2877.4946,245.66,2446.6271717824156,0.010000002,100,0.1205202,2622.8948,1695708.5651175783,18.50366411286964,0.00027414723
2954.6081193628356,2954.6081193628356,0.77296066,38.0588765576089,9.4454947e-07,7.300996e-05,0.9822062,1541.9003,3.01719,1753310.9999477176,4.9476714,3207.758,296.43,2954.6081193628356,0.01,100,0.06400935,3014.3198,1753310.9999477176,33.14342175258309,0.00016439475
2842.2417662063303,2842.2417662063303,1.000104,69.26116182963774,0.003869667,0.38700694,0.4483868,1578.98,2.3593276,1528806.5415727454,4.188096,3076.597,285.27,2842.2417662063303,0.01,100,0.041876607,2916.8687,1528806.5415727454,42.38495829062555,4.4829358e-05
2790.6055821260875,2790.6055821260875,1.2615044,12.3759238006366,0.0031750414,0.40053287,11.381202,4261.7,2.7499049,1623196.0920246134,34.139584,3476.403,280.11,2790.6055821260875,0.01,100,0.27062598,3298.716,1623196.0920246134,36.3648943114567,0.00071517244
