Bound,VarVanillaIw,AvgDiscRet,EpsThisIter,BatchSize,ESSRenyi,MinNormIw,AvgRet,MinVanillaIw,MaxNormIw,AvgEpLen,VarDiscRet,VarNormIw,VarJ,AvgVanillaIw,VarRet,AvgNormIw,delta,SamplesThisIter,renyi2,J,IterType,VanillaAvgRet,MaxVanillaIw,ESSClassic
57.5146,1.90594,57.9251325329,100,100,nan,1.09294e-15,57.9251325329,2.01484e-11,0.000599051,500.0,210.300815216,5.60812e-09,197.605,1.01851,210.300815216,5.52486e-05,0.5,50000,nan,12432.4,1,57.9251325329,11.0436,0.904192571791
59.9651,2.23845,60.5410528405,100,100,nan,2.44952e-14,60.5410528405,4.78213e-10,0.000593181,500.0,162.391318774,5.87307e-09,186.045,1.07861,162.391318774,5.52486e-05,0.5,50000,nan,12826.6,1,60.5410528405,11.5805,0.8590514332
61.0414,2.37049,61.0990427259,100,100,nan,5.23442e-17,61.0990427259,1.06241e-12,0.000506751,500.0,178.475633615,5.75426e-09,150.093,1.12136,178.475633615,5.52486e-05,0.5,50000,nan,12971.4,1,61.0990427259,10.2853,1.12222888893
61.7106,1.7224,62.6612773374,100,100,nan,3.1726e-11,62.6612773374,5.5949e-07,0.000519237,500.0,162.900610655,5.53834e-09,169.334,0.974312,162.900610655,5.52486e-05,0.5,50000,nan,13162.6,1,62.6612773374,9.15676,0.97519505137
62.7259,3.06234,62.728255864,100,100,nan,1.28325e-13,62.728255864,2.65975e-09,0.000576454,500.0,198.863689674,7.12845e-09,164.416,1.14512,198.863689674,5.52486e-05,0.5,50000,nan,13424.3,1,62.728255864,11.948,0.921959496437
60.5792,1.42767,62.9144942323,100,100,nan,1.24388e-11,62.9144942323,2.317e-07,0.000590305,500.0,136.434684681,4.11464e-09,182.84,1.02913,136.434684681,5.52486e-05,0.5,50000,nan,12926.1,1,62.9144942323,10.9957,0.933094980645
63.5827,1.48626,64.7852677113,100,100,nan,3.92846e-12,64.7852677113,7.1129e-08,0.000472277,500.0,200.003470256,4.53364e-09,141.841,1.00034,200.003470256,5.52486e-05,0.5,50000,nan,13420.6,1,64.7852677113,8.55108,1.00036922924
62.9219,1.06163,65.8039590712,100,100,nan,9.98838e-12,65.8039590712,1.7199e-07,0.000450306,500.0,126.334375876,3.58059e-09,156.139,0.951327,126.334375876,5.52486e-05,0.5,50000,nan,13290.9,1,65.8039590712,7.75383,1.02767575888
62.6294,0.826387,66.3275292073,100,100,nan,1.26436e-09,66.3275292073,2.23476e-05,0.000394184,500.0,118.066126666,2.64523e-09,153.711,0.976521,118.066126666,5.52486e-05,0.5,50000,nan,13184.8,1,66.3275292073,6.96721,0.908450563628
62.7068,0.925689,65.7942049583,100,100,nan,1.3343e-11,65.7942049583,2.37078e-07,0.0003393,500.0,145.466524315,2.93214e-09,115.948,0.98166,145.466524315,5.52486e-05,0.5,50000,nan,13064.3,1,65.7942049583,6.0287,0.883464000759
63.2322,1.49002,64.7898306768,100,100,nan,8.61127e-12,64.7898306768,1.59837e-07,0.000413124,500.0,162.833666753,4.32484e-09,136.832,1.02549,162.833666753,5.52486e-05,0.5,50000,nan,13266.9,1,64.7898306768,7.66818,0.961099040435
65.7952,1.02191,69.8824777535,100,100,nan,7.20648e-13,69.8824777535,1.31279e-08,0.000368787,500.0,89.8305386111,3.07941e-09,142.862,1.00645,89.8305386111,5.52486e-05,0.5,50000,nan,13829.7,1,69.8824777535,6.71812,0.92050180381
65.4107,1.91425,65.6407494112,100,100,nan,4.28072e-15,65.6407494112,7.98111e-11,0.000583782,500.0,232.698689425,5.50686e-09,150.081,1.03007,232.698689425,5.52486e-05,0.5,50000,nan,13822.0,1,65.6407494112,10.8842,1.42898913691
64.94,1.17501,67.3367253305,100,100,nan,5.78596e-12,67.3367253305,9.56809e-08,0.000554454,500.0,128.626112681,4.29677e-09,152.949,0.913632,128.626112681,5.52486e-05,0.5,50000,nan,13688.4,1,67.3367253305,9.16886,1.40100058793
65.3999,1.35911,68.5081784464,100,100,nan,7.31865e-13,68.5081784464,1.381e-08,0.000392757,500.0,102.048201622,3.81703e-09,141.471,1.04252,102.048201622,5.52486e-05,0.5,50000,nan,13739.3,1,68.5081784464,7.41119,0.914944741403
66.1314,1.30412,69.1898536115,100,100,nan,3.12102e-11,69.1898536115,5.9139e-07,0.000375157,500.0,125.914293131,3.63215e-09,119.736,1.04688,125.914293131,5.52486e-05,0.5,50000,nan,13816.9,1,69.1898536115,7.1087,0.971881130512
67.6924,1.24901,70.4192530988,100,100,nan,9.53791e-11,70.4192530988,1.73833e-06,0.000364051,500.0,130.548870974,3.7602e-09,134.538,1.00693,130.548870974,5.52486e-05,0.5,50000,nan,14142.4,1,70.4192530988,6.63499,0.866011281688
67.8121,0.824388,71.6743581118,100,100,nan,4.1802e-10,71.6743581118,7.35186e-06,0.000284186,500.0,91.4652409795,2.66521e-09,116.471,0.971676,91.4652409795,5.52486e-05,0.5,50000,nan,14032.7,1,71.6743581118,4.99808,0.917921942423
66.6632,0.684352,71.8372226694,100,100,nan,1.38414e-08,71.8372226694,0.000250053,0.000332724,500.0,65.6169058607,2.0969e-09,112.799,0.998097,65.6169058607,5.52486e-05,0.5,50000,nan,13853.2,1,71.8372226694,6.01084,1.08385478507
68.5599,0.856401,71.0665432344,100,100,nan,7.78316e-10,71.0665432344,1.2866e-05,0.000335182,500.0,191.182790507,3.13404e-09,123.517,0.913288,191.182790507,5.52486e-05,0.5,50000,nan,14289.2,1,71.0665432344,5.54074,0.855471900165
68.0266,1.27871,71.7071999603,100,100,nan,5.34564e-10,71.7071999603,1.04285e-05,0.000426717,500.0,118.413961924,3.35993e-09,151.094,1.07781,118.413961924,5.52486e-05,0.5,50000,nan,14312.3,1,71.7071999603,8.32455,1.02396876921
69.2917,0.621091,74.3635999018,100,100,nan,2.40096e-09,74.3635999018,4.38496e-05,0.000265263,500.0,81.9707819663,1.86205e-09,103.734,1.00903,81.9707819663,5.52486e-05,0.5,50000,nan,14306.8,1,74.3635999018,4.8446,0.939578881244
67.3844,0.690834,72.0253730742,100,100,nan,6.2538e-09,72.0253730742,0.000114223,0.000290962,500.0,94.1893529992,2.07087e-09,127.33,1.0091,94.1893529992,5.52486e-05,0.5,50000,nan,13977.9,1,72.0253730742,5.31431,0.901359252438
69.2689,0.537603,74.1832616093,100,100,nan,2.09351e-08,74.1832616093,0.000373061,0.000231769,500.0,79.9946067999,1.69299e-09,89.5014,0.984522,79.9946067999,5.52486e-05,0.5,50000,nan,14223.0,1,74.1832616093,4.13008,0.910540785743
67.9013,0.62185,72.3032328883,100,100,nan,1.2837e-08,72.3032328883,0.000231779,0.000277384,500.0,106.641491439,1.9075e-09,99.289,0.997545,106.641491439,5.52486e-05,0.5,50000,nan,13981.8,1,72.3032328883,5.00831,1.07864131921
69.4783,0.791436,73.7506713407,100,100,nan,8.81884e-11,73.7506713407,1.5864e-06,0.000292474,500.0,111.029419139,2.44575e-09,122.821,0.993855,111.029419139,5.52486e-05,0.5,50000,nan,14458.8,1,73.7506713407,5.26126,0.806108438627
68.7622,1.168,71.4225335726,100,100,nan,2.86897e-12,71.4225335726,5.28435e-08,0.000371369,500.0,139.221880906,3.44282e-09,134.499,1.01762,139.221880906,5.52486e-05,0.5,50000,nan,14317.2,1,71.4225335726,6.84023,0.833348108645
69.5804,0.55247,74.3043630369,100,100,nan,3.18506e-10,74.3043630369,5.45948e-06,0.000254837,500.0,104.846588569,1.88037e-09,107.567,0.94701,104.846588569,5.52486e-05,0.5,50000,nan,14324.3,1,74.3043630369,4.36813,0.94135155215
68.176,0.680726,72.4836329894,100,100,nan,2.77468e-09,72.4836329894,4.88048e-05,0.000258387,500.0,85.8548371402,2.20024e-09,106.001,0.97179,85.8548371402,5.52486e-05,0.5,50000,nan,14069.2,1,72.4836329894,4.54487,0.928726936911
68.8031,0.423878,74.4414166928,100,100,nan,8.36914e-08,74.4414166928,0.00144104,0.00023189,500.0,67.0075555575,1.42973e-09,90.3527,0.951296,67.0075555575,5.52486e-05,0.5,50000,nan,14142.0,1,74.4414166928,3.99279,0.944353262723
68.416,0.639298,72.5917222092,100,100,nan,3.69999e-08,72.5917222092,0.000619775,0.000585611,500.0,107.84826641,2.27844e-09,111.346,0.925454,107.84826641,5.52486e-05,0.5,50000,nan,14172.1,1,72.5917222092,9.80939,1.03415881217
71.7614,0.539205,76.6219442209,100,100,nan,1.39708e-08,76.6219442209,0.000238495,0.000269195,500.0,86.3225445161,1.85029e-09,97.2456,0.943144,86.3225445161,5.52486e-05,0.5,50000,nan,14749.4,1,76.6219442209,4.5954,0.884999869896
71.0039,0.603323,75.9443546433,100,100,nan,1.28629e-09,75.9443546433,2.30322e-05,0.000275679,500.0,91.1057590591,1.88174e-09,102.04,0.989274,91.1057590591,5.52486e-05,0.5,50000,nan,14626.5,1,75.9443546433,4.93628,1.09706288515
70.8555,0.734898,75.9229063765,100,100,nan,1.25149e-08,75.9229063765,0.000237143,0.000256749,500.0,74.755213604,2.04675e-09,100.375,1.04689,74.755213604,5.52486e-05,0.5,50000,nan,14569.1,1,75.9229063765,4.86509,1.02673360159
70.6471,0.567283,76.2837949833,100,100,nan,6.21939e-08,76.2837949833,0.00112663,0.000277158,500.0,59.9608301163,1.72874e-09,102.426,1.00082,59.9608301163,5.52486e-05,0.5,50000,nan,14551.2,1,76.2837949833,5.02067,1.1668603163
71.7409,0.605055,77.4627256968,100,100,nan,2.14923e-08,77.4627256968,0.000407704,0.000247038,500.0,63.9303894778,1.6814e-09,98.8155,1.04805,63.9303894778,5.52486e-05,0.5,50000,nan,14772.7,1,77.4627256968,4.68625,0.945293019072
71.4959,0.550962,76.8224061528,100,100,nan,9.29915e-09,76.8224061528,0.000169697,0.000224244,500.0,70.5901330956,1.65447e-09,85.1377,1.00821,70.5901330956,5.52486e-05,0.5,50000,nan,14658.0,1,76.8224061528,4.09216,0.950993045851
70.9342,0.453196,76.2403616189,100,100,nan,6.98193e-08,76.2403616189,0.00125254,0.000193325,500.0,76.5078169393,1.40816e-09,83.4506,0.991148,76.5078169393,5.52486e-05,0.5,50000,nan,14495.7,1,76.2403616189,3.4682,0.851979111089
71.3257,0.483949,76.6550101704,100,100,nan,6.77447e-08,76.6550101704,0.00122244,0.000213266,500.0,71.1474660795,1.48627e-09,84.2193,0.996948,71.1474660795,5.52486e-05,0.5,50000,nan,14590.9,1,76.6550101704,3.84834,0.93445318093
71.7333,0.502813,77.4731354595,100,100,nan,2.29162e-08,77.4731354595,0.000408919,0.000254398,500.0,71.3825793506,1.57913e-09,102.507,0.985862,71.3825793506,5.52486e-05,0.5,50000,nan,14776.5,1,77.4731354595,4.5395,0.916364405006
71.5741,0.515398,77.3660426077,100,100,nan,6.27896e-10,77.3660426077,1.13956e-05,0.000233653,500.0,57.5920307225,1.56476e-09,84.8582,1.0027,57.5920307225,5.52486e-05,0.5,50000,nan,14688.5,1,77.3660426077,4.24052,1.00136424157
72.0578,0.528292,77.0127583059,100,100,nan,2.50236e-08,77.0127583059,0.00043566,0.000242667,500.0,98.1399298816,1.74292e-09,94.0556,0.961876,98.1399298816,5.52486e-05,0.5,50000,nan,14802.5,1,77.0127583059,4.22483,0.958587357146
71.975,0.507166,77.7331639819,100,100,nan,2.13007e-09,77.7331639819,3.89053e-05,0.000214175,500.0,67.9201491059,1.52027e-09,87.4438,1.0091,67.9201491059,5.52486e-05,0.5,50000,nan,14774.1,1,77.7331639819,3.91186,0.936730310304
71.2774,0.509441,77.2774671326,100,100,nan,8.92219e-08,77.2774671326,0.00163337,0.000223041,500.0,59.5013659926,1.52008e-09,88.5979,1.01143,59.5013659926,5.52486e-05,0.5,50000,nan,14662.0,1,77.2774671326,4.08318,0.898314305062
72.5547,0.304161,79.708606315,100,100,nan,7.43144e-07,79.708606315,0.0136719,0.000166287,500.0,30.6500316515,8.98651e-10,68.3408,1.01643,30.6500316515,5.52486e-05,0.5,50000,nan,14827.6,1,79.708606315,3.05926,0.842083951239
72.2606,0.419948,78.3405761455,100,100,nan,1.52961e-07,78.3405761455,0.00267568,0.000241526,500.0,63.0609255202,1.37243e-09,94.5798,0.966438,63.0609255202,5.52486e-05,0.5,50000,nan,14867.0,1,78.3405761455,4.22489,0.754114324948
72.5018,0.312388,78.7768994153,100,100,nan,8.90043e-08,78.7768994153,0.0015406,0.000181183,500.0,64.7762003611,1.04265e-09,73.8523,0.956311,64.7762003611,5.52486e-05,0.5,50000,nan,14816.3,1,78.7768994153,3.13613,0.857761142376
71.8691,0.313482,77.9104197867,100,100,nan,1.67351e-07,77.9104197867,0.00285022,0.00021065,500.0,82.6261694485,1.08073e-09,82.273,0.940958,82.6261694485,5.52486e-05,0.5,50000,nan,14726.6,1,77.9104197867,3.58765,0.845780030324
73.7785,0.364186,80.4372721824,100,100,nan,3.30373e-07,80.4372721824,0.00600228,0.00018333,500.0,52.8364725247,1.10332e-09,77.5756,1.00377,52.8364725247,5.52486e-05,0.5,50000,nan,15094.5,1,80.4372721824,3.33076,0.835577035714
73.1702,0.452951,78.6979510238,100,100,nan,4.48527e-09,78.6979510238,7.83621e-05,0.000200754,500.0,70.7224086203,1.48394e-09,83.8196,0.965248,70.7224086203,5.52486e-05,0.5,50000,nan,14969.9,1,78.6979510238,3.50737,0.862222392791
73.3903,0.384276,80.1380735317,100,100,nan,2.01922e-07,80.1380735317,0.0038539,0.000173251,500.0,42.5204493534,1.0549e-09,75.3731,1.05448,42.5204493534,5.52486e-05,0.5,50000,nan,14999.3,1,80.1380735317,3.30668,0.77919634305
74.1221,0.368538,80.8138807648,100,100,nan,2.4042e-07,80.8138807648,0.00442128,0.000185383,500.0,50.3819604108,1.08975e-09,81.7791,1.01601,50.3819604108,5.52486e-05,0.5,50000,nan,15144.8,1,80.8138807648,3.40915,0.893883395556
73.2927,0.282132,79.9851031804,100,100,nan,1.52165e-07,79.9851031804,0.00269967,0.00016888,500.0,53.6645856786,8.96319e-10,71.6232,0.980204,53.6645856786,5.52486e-05,0.5,50000,nan,14964.4,1,79.9851031804,2.99622,0.873787890402
74.0521,0.36954,80.509859169,100,100,nan,4.04384e-07,80.509859169,0.00754775,0.000163729,500.0,47.2068580518,1.06075e-09,69.923,1.0312,47.2068580518,5.52486e-05,0.5,50000,nan,15089.9,1,80.509859169,3.05597,0.865269929577
73.3899,0.388081,79.659059686,100,100,nan,6.80593e-08,79.659059686,0.00121313,0.000238833,500.0,66.0086268452,1.22147e-09,87.241,0.984783,66.0086268452,5.52486e-05,0.5,50000,nan,15037.5,1,79.659059686,4.25709,0.891932392127
73.1942,0.519746,78.7278219929,100,100,nan,2.56598e-08,78.7278219929,0.000450915,0.000221121,500.0,75.4194332447,1.6831e-09,98.0769,0.970873,75.4194332447,5.52486e-05,0.5,50000,nan,15055.3,1,78.7278219929,3.88572,0.781074206883
73.9712,0.399992,80.4321290499,100,100,nan,1.55553e-07,80.4321290499,0.00288041,0.000190141,500.0,56.1710024354,1.16654e-09,84.2155,1.02305,56.1710024354,5.52486e-05,0.5,50000,nan,15129.4,1,80.4321290499,3.52089,0.939205575925
74.6521,0.371465,80.9319655244,100,100,nan,1.5167e-07,80.9319655244,0.00270354,0.000189029,500.0,63.8605659102,1.16909e-09,79.2044,0.984817,63.8605659102,5.52486e-05,0.5,50000,nan,15266.8,1,80.9319655244,3.36948,0.764315428036
74.6153,0.358188,81.2571253896,100,100,nan,1.98395e-07,81.2571253896,0.0036291,0.000190596,500.0,49.1950159925,1.07047e-09,74.8284,1.01062,49.1950159925,5.52486e-05,0.5,50000,nan,15233.7,1,81.2571253896,3.48643,0.868956683135
72.9086,0.362689,79.6271781696,100,100,nan,1.12683e-07,79.6271781696,0.00207228,0.000206748,500.0,48.2921691216,1.07239e-09,80.7917,1.01604,48.2921691216,5.52486e-05,0.5,50000,nan,14938.3,1,79.6271781696,3.80217,0.947421749533
73.1227,0.288597,80.124161016,100,100,nan,5.61035e-07,80.124161016,0.0100286,0.000183423,500.0,46.5611393958,9.03209e-10,73.1208,0.987583,46.5611393958,5.52486e-05,0.5,50000,nan,14963.1,1,80.124161016,3.27872,0.85275657124
74.9958,0.365322,81.3048163456,100,100,nan,1.41237e-08,81.3048163456,0.00025112,0.00018584,500.0,67.0093399903,1.15561e-09,82.5347,0.98232,67.0093399903,5.52486e-05,0.5,50000,nan,15335.2,1,81.3048163456,3.30424,0.87464756081
74.1831,0.253668,81.3278723363,100,100,nan,3.6472e-07,81.3278723363,0.00655875,0.000185776,500.0,57.4203250559,7.84408e-10,76.1069,0.993535,57.4203250559,5.52486e-05,0.5,50000,nan,15185.5,1,81.3278723363,3.34082,0.78458807548
74.1659,0.251138,81.1555322192,100,100,nan,3.24933e-07,81.1555322192,0.0056277,0.00017522,500.0,59.8551222669,8.37217e-10,76.247,0.956883,59.8551222669,5.52486e-05,0.5,50000,nan,15175.1,1,81.1555322192,3.03474,0.695942175729
74.2952,0.291346,81.3869826978,100,100,nan,6.23967e-07,81.3869826978,0.0112422,0.000180096,500.0,45.5847040071,8.97494e-10,73.0994,0.995428,45.5847040071,5.52486e-05,0.5,50000,nan,15195.6,1,81.3869826978,3.24483,0.84643989019
74.8344,0.345369,80.9678465486,100,100,nan,3.81753e-08,80.9678465486,0.000672149,0.000171886,500.0,82.5925926699,1.11408e-09,75.7015,0.972758,82.5925926699,5.52486e-05,0.5,50000,nan,15270.7,1,80.9678465486,3.02638,0.851143963249
74.761,0.334385,81.0802199221,100,100,nan,3.2701e-07,81.0802199221,0.00576107,0.000190529,500.0,76.5708384693,1.07737e-09,79.5226,0.973337,76.5708384693,5.52486e-05,0.5,50000,nan,15285.9,1,81.0802199221,3.35663,0.829510328964
74.0186,0.380542,80.6010160386,100,100,nan,2.11752e-07,80.6010160386,0.00394228,0.000172547,500.0,50.6347675414,1.0979e-09,74.8457,1.02859,50.6347675414,5.52486e-05,0.5,50000,nan,15124.7,1,80.6010160386,3.21239,0.787009353854
75.0138,0.305677,81.3283562189,100,100,nan,6.05316e-08,81.3283562189,0.00108572,0.000176379,500.0,92.2919649094,9.50158e-10,72.4163,0.990958,92.2919649094,5.52486e-05,0.5,50000,nan,15282.5,1,81.3283562189,3.1636,0.936522540323
73.6728,0.307544,80.9703642838,100,100,nan,4.07497e-07,80.9703642838,0.00754629,0.000215886,500.0,51.7451631387,8.9679e-10,92.4456,1.02313,51.7451631387,5.52486e-05,0.5,50000,nan,15148.9,1,80.9703642838,3.99791,0.794594244409
75.0251,0.278255,81.8922805265,100,100,nan,3.33303e-07,81.8922805265,0.00587336,0.000169507,500.0,51.6971144999,8.96086e-10,67.4162,0.973573,51.6971144999,5.52486e-05,0.5,50000,nan,15300.9,1,81.8922805265,2.987,0.895008963328
74.7995,0.21679,82.2710775268,100,100,nan,1.27072e-06,82.2710775268,0.0230123,0.000140498,500.0,30.4440172357,6.61029e-10,59.3325,1.00053,30.4440172357,5.52486e-05,0.5,50000,nan,15230.8,1,82.2710775268,2.54437,0.72660622088
74.7966,0.186905,82.6085400878,100,100,nan,2.22267e-06,82.6085400878,0.040161,0.000140956,500.0,24.0344494575,5.72485e-10,59.7233,0.998275,24.0344494575,5.52486e-05,0.5,50000,nan,15243.8,1,82.6085400878,2.5469,0.739763772979
74.5656,0.360673,81.3026625458,100,100,nan,3.52046e-07,81.3026625458,0.00631746,0.000182655,500.0,42.3039743924,1.12003e-09,77.3714,0.991436,42.3039743924,5.52486e-05,0.5,50000,nan,15238.8,1,81.3026625458,3.27775,0.858082154767
74.9373,0.329841,81.0191905911,100,100,nan,1.41551e-07,81.0191905911,0.00236003,0.000187357,500.0,74.4962191826,1.18657e-09,78.9374,0.921142,74.4962191826,5.52486e-05,0.5,50000,nan,15328.6,1,81.0191905911,3.12374,0.842325279804
75.3806,0.259024,82.9342164636,100,100,nan,5.19079e-07,82.9342164636,0.00918218,0.000178403,500.0,34.5112356364,8.27779e-10,73.9081,0.977314,34.5112356364,5.52486e-05,0.5,50000,nan,15422.5,1,82.9342164636,3.15584,0.829006727386
74.3259,0.275011,81.404500323,100,100,nan,6.99157e-07,81.404500323,0.0123456,0.000179746,500.0,40.051951883,8.82011e-10,75.9627,0.975572,40.051951883,5.52486e-05,0.5,50000,nan,15186.0,1,81.404500323,3.17392,0.793548476285
74.5499,0.265636,81.9515374802,100,100,nan,6.63208e-07,81.9515374802,0.0117429,0.000163365,500.0,37.500619522,8.47292e-10,78.952,0.978246,37.500619522,5.52486e-05,0.5,50000,nan,15264.4,1,81.9515374802,2.89258,0.69642684934
74.556,0.244808,81.5937017183,100,100,nan,6.58849e-07,81.5937017183,0.0118626,0.000159676,500.0,44.1655626159,7.5516e-10,65.8087,0.994753,44.1655626159,5.52486e-05,0.5,50000,nan,15171.4,1,81.5937017183,2.87498,0.971127493875
75.5681,0.220987,83.5981994247,100,100,nan,2.2987e-06,83.5981994247,0.0422612,0.00017246,500.0,27.9406115714,6.53808e-10,71.0437,1.01573,27.9406115714,5.52486e-05,0.5,50000,nan,15463.8,1,83.5981994247,3.17063,0.709402238155
76.2285,0.201315,84.2003126727,100,100,nan,9.77545e-07,84.2003126727,0.0174936,0.000154971,500.0,29.1859639756,6.28627e-10,66.235,0.988697,29.1859639756,5.52486e-05,0.5,50000,nan,15573.0,1,84.2003126727,2.77327,0.750077216479
76.3776,0.240917,83.4542405511,100,100,nan,4.05457e-07,83.4542405511,0.00740527,0.000151015,500.0,64.9939586375,7.2223e-10,67.8094,1.00906,64.9939586375,5.52486e-05,0.5,50000,nan,15539.7,1,83.4542405511,2.75814,0.803105812745
75.4161,0.250083,82.9438393493,100,100,nan,1.24174e-06,82.9438393493,0.0228544,0.000160173,500.0,31.6582262084,7.38252e-10,68.8694,1.01686,31.6582262084,5.52486e-05,0.5,50000,nan,15388.2,1,82.9438393493,2.94801,0.811161640755
75.8936,0.246832,83.2157270192,100,100,nan,8.62879e-07,83.2157270192,0.0156001,0.000155471,500.0,39.2555027669,7.55172e-10,67.4221,0.998848,39.2555027669,5.52486e-05,0.5,50000,nan,15461.7,1,83.2157270192,2.81078,0.865069707347
75.9028,0.175702,83.6901170079,100,100,nan,5.87701e-07,83.6901170079,0.0106966,0.000139866,500.0,32.2070015504,5.30389e-10,59.5901,1.00557,32.2070015504,5.52486e-05,0.5,50000,nan,15447.9,1,83.6901170079,2.54567,0.80659565443
74.6072,0.155455,82.8828432272,100,100,nan,2.05802e-06,82.8828432272,0.0374222,0.000156901,500.0,22.1209544755,4.70164e-10,62.4672,1.00462,22.1209544755,5.52486e-05,0.5,50000,nan,15252.6,1,82.8828432272,2.85302,0.726496787689
75.938,0.237689,82.6350215706,100,100,nan,2.12683e-07,82.6350215706,0.00372866,0.000158629,500.0,80.7028935384,7.73332e-10,63.7975,0.968596,80.7028935384,5.52486e-05,0.5,50000,nan,15438.3,1,82.6350215706,2.78102,0.964110744079
76.9726,0.18082,84.4357919241,100,100,nan,1.96652e-07,84.4357919241,0.00344698,0.000144292,500.0,62.6901057754,5.88526e-10,62.8966,0.968415,62.6901057754,5.52486e-05,0.5,50000,nan,15669.2,1,84.4357919241,2.5292,0.749253898876
75.6304,0.141152,84.0700132949,100,100,nan,3.32561e-06,84.0700132949,0.0600249,0.000149241,500.0,20.100400522,4.33277e-10,63.0135,0.997198,20.100400522,5.52486e-05,0.5,50000,nan,15446.5,1,84.0700132949,2.69369,0.700781947153
75.9218,0.194468,83.6731740085,100,100,nan,1.71229e-06,83.6731740085,0.0309912,0.000141781,500.0,28.0281272047,5.93643e-10,61.4522,0.999959,28.0281272047,5.52486e-05,0.5,50000,nan,15459.0,1,83.6731740085,2.56613,0.725208930502
76.2668,0.270586,83.6364673397,100,100,nan,7.66821e-07,83.6364673397,0.0138069,0.000161065,500.0,42.2647973864,8.34641e-10,72.1014,0.994774,42.2647973864,5.52486e-05,0.5,50000,nan,15584.7,1,83.6364673397,2.90005,0.750051037689
75.3758,0.244451,82.4574780723,100,100,nan,4.65078e-07,82.4574780723,0.00840319,0.000157774,500.0,40.6815182718,7.48783e-10,63.8625,0.99825,40.6815182718,5.52486e-05,0.5,50000,nan,15328.9,1,82.4574780723,2.85071,0.95728406268
76.8413,0.147516,85.1623772134,100,100,nan,3.00032e-06,85.1623772134,0.0546395,0.000131188,500.0,19.6955515521,4.44795e-10,56.6878,1.00615,19.6955515521,5.52486e-05,0.5,50000,nan,15647.9,1,85.1623772134,2.3891,0.701615463754
76.267,0.156877,84.3172809097,100,100,nan,1.37604e-06,84.3172809097,0.0250131,0.000135033,500.0,24.0020616957,4.74774e-10,54.6486,1.00429,24.0020616957,5.52486e-05,0.5,50000,nan,15516.2,1,84.3172809097,2.45458,0.751709880261
76.4225,0.228785,84.1929083812,100,100,nan,8.7892e-07,84.1929083812,0.0160851,0.000181136,500.0,40.3500783185,6.83088e-10,70.2272,1.01111,40.3500783185,5.52486e-05,0.5,50000,nan,15619.3,1,84.1929083812,3.31497,0.885683241922
76.5292,0.174262,84.3029600165,100,100,nan,1.63288e-06,84.3029600165,0.0288181,0.000132684,500.0,26.5445917025,5.59474e-10,53.5937,0.975062,26.5445917025,5.52486e-05,0.5,50000,nan,15554.8,1,84.3029600165,2.3417,0.754079819555
75.2553,0.256557,82.2813750491,100,100,nan,3.77122e-07,82.2813750491,0.00659101,0.000157929,500.0,39.4329915903,8.3993e-10,66.022,0.965587,39.4329915903,5.52486e-05,0.5,50000,nan,15328.8,1,82.2813750491,2.76014,0.849914240435
76.9341,0.255875,84.2549579765,100,100,nan,4.18263e-07,84.2549579765,0.00739375,0.00015466,500.0,36.2381354177,8.18835e-10,64.0946,0.976646,36.2381354177,5.52486e-05,0.5,50000,nan,15663.9,1,84.2549579765,2.73396,0.855720565305
77.6715,0.152351,85.8874921127,100,100,nan,9.05016e-07,85.8874921127,0.0166104,0.000127274,500.0,24.3362067357,4.52268e-10,54.1569,1.01402,24.3362067357,5.52486e-05,0.5,50000,nan,15796.7,1,85.8874921127,2.33595,0.716686002967
76.601,0.184858,84.4944837683,100,100,nan,1.27807e-06,84.4944837683,0.0231081,0.000134796,500.0,26.5173852029,5.65475e-10,59.2207,0.998926,26.5173852029,5.52486e-05,0.5,50000,nan,15583.9,1,84.4944837683,2.43719,0.728888912268
77.4521,0.148588,85.5682612917,100,100,nan,9.66968e-07,85.5682612917,0.0173743,0.000137479,500.0,24.9802632715,4.60251e-10,52.8269,0.992696,24.9802632715,5.52486e-05,0.5,50000,nan,15743.1,1,85.5682612917,2.47019,0.835248115536
76.5334,0.185943,84.6577910064,100,100,nan,1.81791e-06,84.6577910064,0.0333,0.00014869,500.0,26.216358209,5.54163e-10,59.9473,1.01203,26.216358209,5.52486e-05,0.5,50000,nan,15616.2,1,84.6577910064,2.72366,0.74907002668
77.0454,0.215781,84.8690919089,100,100,nan,7.39799e-07,84.8690919089,0.0134949,0.00014373,500.0,30.4719580701,6.48487e-10,64.6984,1.00781,30.4719580701,5.52486e-05,0.5,50000,nan,15699.0,1,84.8690919089,2.62182,0.742682000118
77.0643,0.138711,85.0470971802,100,100,nan,1.92e-06,85.0470971802,0.0339783,0.000123546,500.0,23.3191857537,4.42909e-10,50.5659,0.977733,23.3191857537,5.52486e-05,0.5,50000,nan,15638.9,1,85.0470971802,2.18638,0.782523296587
76.3343,0.145122,84.5688907092,100,100,nan,1.67107e-07,84.5688907092,0.00302982,0.000137385,500.0,21.0823128193,4.41456e-10,55.9901,1.00172,21.0823128193,5.52486e-05,0.5,50000,nan,15543.1,1,84.5688907092,2.49094,0.703515976578
76.1288,0.191064,84.0090800473,100,100,nan,1.54552e-06,84.0090800473,0.0272757,0.00015961,500.0,29.6436599898,6.13444e-10,61.1743,0.975042,29.6436599898,5.52486e-05,0.5,50000,nan,15534.9,1,84.0090800473,2.81684,0.802132202298
