StdIWNorm,LearnableVariance,MinIWNorm,InitialReturnMax,ReturnStepMaxmin,Bound,EpRewMean,InitialReturnMean,MaxIW,MinIW,StdIW,ReturnStepMax,MeanEntropy,OptimizationReturnMin,ESSClassic,MaxIWNorm,ESSRenyi,EpLenMean,ReturnMeanIW,MeanIWNorm,EmpiricalD2,InitialReturnStd,VarianceInit,TimestepsSoFar,InitialBound,TimeElapsed,OptimizationReturnMean,Iteration,EpThisIter,InitialReturnMin,MeanIW,OptimizationReturnMax,EpisodesSoFar,J_sample_variance
22.946081,True,5.691275e-08,34.595985,0.02643019,6921.1177,21.355333413952994,21.355331,23063.008,5.691275e-06,2294.6084,0.3010852,2.809905,,1.0128613,230.63007,0.0011215855,500.0,7437.6284,2.3211012,89159.5,6.4446826,-1,700000,19.625532,2814.776247739792,17.75398,14,100,3.6013522,232.11015,30.994633,1400,4317946000.0
166.42464,True,5.3413924e-08,40.337833,0.064702675,44877.223,23.766601937577825,23.766602,167271.62,5.3413924e-06,16642.465,0.29357824,2.8658829,,1.0194192,1672.7162,2.095921e-05,500.0,49282.723,16.889584,4771172.0,5.9777493,-1,750000,21.74971,3104.113968849182,17.877134,15,100,5.8894672,1688.9586,34.448364,1500,152242800000.0
333.08154,True,4.1232232e-10,37.9459,0.0044127256,82893.66,21.66023876945431,21.66024,334759.78,4.1232234e-08,33308.15,0.23332843,2.7744374,,1.0001569,3347.5977,2.2311946e-05,500.0,86910.33,33.4786,4481904.0,4.9974794,-1,800000,19.762943,3386.4826426506042,11.855618,16,100,9.804622,3347.8604,28.141277,1600,293571800000.0
119.815285,True,9.2935293e-10,34.68693,0.09221512,28069.514,24.95343135635281,24.95343,120419.086,9.2935295e-08,11981.528,0.30512223,2.76633,,1.0002896,1204.1908,1.3252399e-05,500.0,32833.7,12.043653,7545803.5,4.3251677,-1,850000,23.219086,3640.248168706894,13.814404,17,100,11.139028,1204.3652,23.547905,1700,37878747000.0
0.49818414,True,6.9051334e-06,39.327827,0.00978142,129.82072,25.918312038565816,25.918312,500.85526,0.00069051335,49.818424,0.229542,2.801651,,1.3659648,5.0085526,0.32158437,500.0,164.4962,0.05862681,310.9604,4.6480427,-1,900000,23.951921,3855.609167575836,15.435336,18,100,10.482977,5.8626814,28.84485,1800,822198.4
161.03444,True,1.8139684e-08,37.635277,0.17841867,33096.6,27.393536666588332,27.393538,161846.06,1.8139684e-06,16103.448,0.3864266,2.857938,,1.0004119,1618.4606,1.6865598e-06,500.0,47586.46,16.18794,59292292.0,5.1632032,-1,950000,25.511772,4078.1411080360413,15.150027,19,100,12.243509,1618.794,25.391768,1900,77467800000.0
30.700377,True,3.5269028e-07,38.742012,0.041764468,9085.34,28.194798290640605,28.194796,30855.357,3.526903e-05,3070.0378,0.27892715,2.9050555,,1.0020366,308.55356,0.0003661119,500.0,10097.724,3.0886762,273140.53,4.909883,-1,1000000,26.257696,4304.96577000618,11.542658,20,100,16.652142,308.8676,22.08987,2000,2477670700.0
27.154242,True,4.176347e-09,39.26831,0.111142755,4374.8154,27.47806150582845,27.47806,27291.996,4.1763468e-07,2715.4243,0.29581884,2.94555,,1.0071337,272.91995,9.561398e-05,500.0,6382.759,2.738919,1045872.2,4.622588,-1,1050000,25.514645,4591.107953071594,11.620894,21,100,15.857167,273.89197,23.411144,2100,431157250.0
90.896645,True,3.383141e-09,37.27461,0.032105014,22871.18,27.021250075699978,27.021252,91354.99,3.3831412e-07,9089.664,0.25284246,2.8338475,,1.0009489,913.5499,0.00014624598,500.0,24412.316,9.1398325,683779.5,4.735049,-1,1100000,25.15752,4878.845631837845,11.160517,22,100,15.860733,913.9833,21.413876,2200,10037036000.0
7.41651,True,1.6184563e-08,35.855495,0.025867775,1949.5752,24.879681743735354,24.879683,7454.2256,1.6184563e-06,741.651,0.26937357,2.833385,,1.0097715,74.54225,0.0012586488,500.0,2454.9033,0.74905723,79450.28,4.014313,-1,1150000,23.086906,5131.2354464530945,10.099464,23,100,14.780218,74.90573,21.075277,2300,181996910.0
134.17197,True,1.6088932e-12,35.06693,0.006330654,33752.688,26.464541600565163,26.46454,134848.7,1.6088933e-10,13417.196,0.23055916,2.7865925,,1.0012151,1348.487,6.63207e-06,500.0,40561.06,13.49306,15078249.0,4.5083385,-1,1200000,24.711197,5323.179532766342,12.870515,24,100,13.594027,1349.3063,21.472902,2400,49638490000.0
16.744007,True,3.7826867e-10,37.31223,0.07247357,3681.7827,27.583782431196404,27.583782,16827.65,3.782687e-08,1674.4006,0.27269974,2.7839577,,1.0515797,168.2765,0.00021810828,500.0,4945.0205,1.7261405,458487.88,4.309146,-1,1250000,25.718168,5504.889798164368,15.172664,25,100,12.411119,172.61403,24.90111,2500,765663100.0
156.3599,True,3.6257694e-10,38.77378,0.051978663,47930.203,28.752672458734715,28.75267,157148.23,3.6257696e-08,15635.987,0.2557603,2.8117394,,1.0008196,1571.4823,7.912754e-06,500.0,54822.188,15.721262,12637825.0,4.1672487,-1,1300000,26.813982,5702.373128652573,9.812964,26,100,18.939709,1572.1262,19.834072,2600,63588580000.0
1.8851633,True,1.2855598e-07,35.91576,0.052673697,530.0069,27.449362971534253,27.449364,1895.283,1.28555985e-05,188.51633,0.24842623,2.80509,,1.1555468,18.95283,0.020222345,500.0,656.28827,0.2038293,4945.025,3.609296,-1,1350000,25.653576,5938.003633260727,9.14815,27,100,18.301212,20.382929,17.614548,2700,7237621.5
41.699802,True,1.5345039e-10,39.225365,0.10468644,8963.705,29.067556281322755,29.067558,41909.93,1.5345039e-08,4169.981,0.28041536,2.7654688,,1.0002104,419.09927,2.8169186e-05,500.0,12659.006,4.1914344,3549978.2,3.1245224,-1,1400000,27.106289,6178.175949335098,7.5996075,28,100,21.467949,419.1434,17.757416,2800,1421757800.0
13.321939,True,7.3893084e-08,36.92719,0.026493937,2847.3381,28.19030701814838,28.190308,13389.625,7.3893084e-06,1332.1943,0.2638637,2.8271425,,1.0089351,133.89624,0.0010910289,500.0,3406.3206,1.3449341,91656.6,3.393444,-1,1450000,26.343948,6412.9198088645935,8.407513,29,100,19.782795,134.49345,17.144394,2900,62209700.0
28.879454,True,1.3303164e-09,37.45552,0.034819663,8452.057,28.581594259231665,28.581594,29025.482,1.3303165e-07,2887.9453,0.29871798,2.80458,,1.0039278,290.25482,0.00057960174,500.0,9229.952,2.9082465,172532.27,4.170785,-1,1500000,26.708817,6663.516181468964,16.214027,30,100,12.367567,290.82465,25.087954,3000,3174205400.0
3.0878475,True,1.03733235e-08,40.360146,0.030959323,951.5834,30.845814958482997,30.845814,3103.421,1.0373324e-06,308.78482,0.25740874,2.7701063,,1.1586589,31.034208,0.011748646,500.0,1137.7616,0.33432153,8511.619,4.084938,-1,1550000,28.827806,6934.54648566246,11.220685,31,100,19.62513,33.432156,20.735016,3100,21239606.0
104.45515,True,5.2763593e-10,39.998043,0.073010504,38110.88,31.142941451158237,31.142942,104981.72,5.2763596e-08,10445.517,0.2647266,2.7903748,,1.0006347,1049.8171,0.00014327143,500.0,39781.695,10.501501,697975.8,3.349121,-1,1600000,29.143038,7190.780976772308,8.434452,32,100,22.708488,1050.1503,17.289555,3200,25950857000.0
84.4564,True,2.71644e-09,41.89754,0.11049996,29903.652,33.71085160731341,33.710854,84882.305,2.71644e-07,8445.641,0.29762807,2.7206132,,1.0010049,848.823,2.5709136e-05,500.0,34035.22,8.492495,3889667.8,4.2062984,-1,1650000,31.615973,7399.256304740906,10.445858,33,100,23.264994,849.2495,18.632547,3300,20761639000.0
9.705565,True,3.302896e-09,46.524315,0.02235426,2245.749,37.60865131419346,37.608654,9754.741,3.302896e-07,970.5565,0.25830576,2.7041087,,1.0058234,97.54741,0.0012189669,500.0,2912.0247,0.97831064,82036.68,4.3040247,-1,1700000,35.282433,7581.412146806717,12.683983,34,100,24.924667,97.83108,21.599648,3400,28092872.0
183.02263,True,6.9471193e-09,44.81575,0.0071585774,68424.73,35.573557324125716,35.57356,183944.94,6.9471196e-07,18302.264,0.280003,2.7646544,,1.0003023,1839.4493,3.0482863e-06,500.0,81259.05,18.397272,32805318.0,4.4882264,-1,1750000,33.33277,7776.3766078948975,11.102732,35,100,24.470825,1839.7273,20.344925,3500,133350410000.0
6.8986597,True,7.682488e-11,46.19115,0.0133254975,1539.7034,37.57897339672124,37.578976,6933.725,7.682488e-09,689.86597,0.22728603,2.726342,,1.009413,69.33725,0.0010798909,500.0,2242.515,0.6966301,92601.95,4.2393136,-1,1800000,35.269413,7973.187699794769,11.029762,36,100,26.549212,69.66301,19.64194,3600,18638714.0
5.7667947,True,1.5307454e-07,50.2448,0.04868488,1369.8809,38.61747981774809,38.61748,5796.4277,1.5307454e-05,576.6795,0.25893855,2.71536,,1.0217472,57.964275,0.0018095525,500.0,1960.4564,0.5859175,55262.28,5.638323,-1,1850000,36.10524,8167.661332845688,11.351577,37,100,27.265903,58.59174,22.978897,3700,15173486.0
1.9975578,True,1.3736282e-07,53.70405,0.11035241,581.94604,39.7501815867186,39.75018,2008.1459,1.3736282e-05,199.75578,0.33034292,2.721193,,1.0660621,20.081459,0.011390402,500.0,833.54425,0.20735665,8779.321,5.4078584,-1,1900000,37.064976,8378.75490117073,18.529629,38,100,21.220552,20.735664,32.483498,3800,14901254.0
49.978188,True,3.882578e-08,50.73383,0.025317281,19476.117,38.684249584320426,38.68425,50230.277,3.8825783e-06,4997.819,0.2910453,2.7233593,,1.001233,502.30276,6.872915e-05,500.0,22535.947,5.0261235,1454986.8,4.6336417,-1,1950000,36.14756,8580.485108613968,12.122405,39,100,26.561844,502.6124,24.171986,3900,8608166000.0
5.8567977,True,1.0283037e-07,51.121662,0.00807476,1935.9425,39.393407731236906,39.39341,5886.956,1.0283037e-05,585.6799,0.21053277,2.7735682,,1.026886,58.86956,0.0012905839,500.0,2647.4539,0.5965718,77484.31,4.9348106,-1,2000000,36.837326,8850.168134689331,17.032822,40,100,22.360584,59.65719,28.761078,4000,169897500.0
61.065926,True,1.9060237e-10,51.873466,0.02341272,19454.2,39.024994640958916,39.024994,61376.258,1.9060238e-08,6106.5923,0.24378145,2.788662,,1.0112361,613.7626,2.350595e-05,500.0,24803.861,6.172091,4254242.0,4.6442304,-1,2050000,36.431316,9139.322906255722,11.181654,41,100,27.843342,617.2091,24.030125,4100,6056893000.0
2.5281854,True,8.862207e-08,57.703373,0.035290033,847.9745,39.85608536862162,39.856087,2541.424,8.862207e-06,252.81853,0.2721232,2.7624583,,1.0484431,25.41424,0.056019805,500.0,969.87354,0.26023757,1785.083,5.3574224,-1,2100000,36.970913,9401.573456525803,19.147377,42,100,20.708708,26.023758,36.994667,4200,17644794.0
2.4060361,True,2.7751226e-09,52.567074,0.094294995,774.639,41.72421893139178,41.72422,2418.5698,2.7751227e-07,240.60362,0.31406248,2.708835,,1.0547465,24.185698,0.020611085,500.0,957.7158,0.24841554,4851.7583,5.33216,-1,2150000,39.095863,9659.50990986824,17.391216,43,100,24.333004,24.841553,28.23407,4300,12015878.0
1.6972096,True,2.56151e-07,52.796097,0.12119734,621.2953,42.703496620815486,42.703495,1705.9719,2.56151e-05,169.72096,0.31705293,2.6270518,,1.0337899,17.05972,0.009810739,500.0,887.8099,0.17346354,10192.912,5.7961206,-1,2200000,40.06369,9903.12377333641,17.415016,44,100,25.288479,17.346352,27.507618,4400,19932088.0
95.85969,True,2.0598334e-07,60.15389,0.06745598,37317.332,46.251490576533214,46.251495,96346.48,2.0598334e-05,9585.97,0.31819615,2.6655257,,1.0103722,963.4647,7.828026e-05,500.0,40716.773,9.684604,1277461.2,5.903717,-1,2250000,43.243793,10098.224668502808,21.020481,45,100,25.231012,968.4606,34.922874,4500,26931294000.0
4.4268937,True,3.4367815e-09,54.153503,0.07517804,1389.6604,42.985345019677645,42.985348,4449.4873,3.4367815e-07,442.68933,0.27735952,2.6169453,,1.0138525,44.494873,0.0011836968,500.0,2176.6633,0.44802186,84481.09,5.6187406,-1,2300000,40.277664,10317.064843893051,17.05212,46,100,25.933224,44.802193,28.22028,4600,103152680.0
18.58619,True,2.8419815e-09,57.572952,0.047572568,9216.714,44.3463251143932,44.346325,18680.877,2.8419817e-07,1858.6189,0.2755188,2.6218202,,1.0137068,186.80876,0.0012116972,500.0,10043.6875,1.8808707,82528.87,5.6719623,-1,2350000,41.467678,10552.247176408768,15.207279,47,100,29.139046,188.0871,28.433907,4700,2097693200.0
9.189769,True,3.6808412e-08,56.432175,0.027416408,4648.027,43.69073834842615,43.69073,9236.202,3.6808415e-06,918.9769,0.23888396,2.6198428,,1.0029466,92.36202,0.003195863,500.0,5147.144,0.9249802,31290.453,6.3308115,-1,2400000,40.86913,10831.93846654892,20.529478,48,100,23.16126,92.49801,33.270912,4800,905891200.0
1.8511564,True,1.4807841e-07,58.74516,0.044864506,626.5222,46.79311746289527,46.79312,1860.8889,1.4807842e-05,185.11565,0.24717008,2.6009529,,1.1299423,18.608889,0.017639047,500.0,847.68115,0.19789682,5669.2407,5.949941,-1,2450000,43.855858,11083.931276082993,15.214311,49,100,31.578808,19.789684,27.166351,4900,4616576.5
7.0494876,True,7.9625035e-09,58.47855,0.024065733,2018.2654,42.39336706232165,42.393364,7085.337,7.962504e-07,704.94855,0.27010936,2.6225507,,1.0096581,70.85337,0.00076848763,500.0,3073.012,0.7119479,130125.71,6.8402076,-1,2500000,39.469437,11287.191182374954,15.71133,50,100,26.682035,71.19479,31.796515,5000,139703490.0
3.8559852,True,3.7718586e-08,56.973354,0.008314639,1156.6151,42.41577282682322,42.41577,3875.8557,3.7718585e-06,385.5985,0.25872934,2.6109316,,1.0605105,38.758556,0.002868387,500.0,1688.5065,0.399216,34862.8,6.6161785,-1,2550000,39.5671,11511.470460176468,18.275997,51,100,24.139776,39.921604,32.83358,5100,50110670.0
6.82206,True,2.1814161e-07,53.30318,0.06516844,2618.957,42.01288469365952,42.012886,6856.8867,2.1814161e-05,682.20605,0.28361952,2.60244,,1.0163833,68.56886,0.0032002816,500.0,3090.0742,0.6912937,31247.25,5.728913,-1,2600000,39.34773,11802.993750095367,15.644349,52,100,26.368536,69.12937,26.934645,5200,162267470.0
5.522663,True,2.7096391e-08,52.550125,0.043392703,2259.033,40.0480756106354,40.048077,5551.166,2.7096391e-06,552.2663,0.27119806,2.5905826,,1.0277591,55.511658,0.0032177102,500.0,2722.2349,0.56277853,31078.0,6.734626,-1,2650000,37.420567,12140.980728626251,23.718256,53,100,16.329819,56.27785,36.220306,5300,318691500.0
712.13196,True,1.0836406e-09,51.3114,0.1170083,247931.23,39.64047370118862,39.640472,715719.6,1.0836406e-07,71213.19,0.34066015,2.5969238,,1.0000286,7157.1963,6.452511e-06,500.0,258031.19,71.573,15497842.0,5.3158417,-1,2700000,37.0749,12467.524130105972,14.739218,54,100,24.901257,7157.299,26.410145,5400,668954300000.0
15.929401,True,8.484954e-09,50.56417,0.0159377,4956.1177,37.55756175073734,37.55756,16009.823,8.484954e-07,1592.9402,0.24668157,2.4986327,,1.0021567,160.09824,0.00026883133,500.0,6498.077,1.6027081,371980.47,6.674833,-1,2750000,35.02935,12797.654796600342,19.896906,55,100,17.660656,160.2708,32.903515,5500,1351003100.0
0.9960879,True,4.2131427e-07,48.577484,0.03770399,377.851,39.1731621398044,39.173164,998.7087,4.213143e-05,99.608795,0.29538998,2.4804947,,1.2844025,9.987086,0.02599739,500.0,528.49097,0.11362014,3846.54,5.6776524,-1,2800000,36.74429,13129.941786527634,29.176132,56,100,9.99703,11.362016,38.580452,5600,14101244.0
2.0614297,True,2.4978286e-07,50.92534,0.07797761,692.12463,39.8065233943223,39.806522,2072.235,2.4978286e-05,206.14296,0.3159005,2.4503098,,1.1199728,20.722351,0.016202254,500.0,892.1643,0.21939054,6171.9805,4.972831,-1,2850000,37.260254,13465.259108304977,12.582123,57,100,27.2244,21.939058,23.70094,5700,7950777.5
13.705374,True,3.2340353e-08,54.4476,0.053479582,5561.8604,43.43782421070298,43.437828,13775.637,3.2340354e-06,1370.5374,0.29852834,2.4369855,,1.0326364,137.75636,0.00018197046,500.0,7579.9863,1.3999695,549539.75,4.745291,-1,2900000,40.715443,13701.530351400375,9.483776,58,100,33.95405,139.99696,20.493553,5800,804931200.0
12.968803,True,2.004007e-09,54.944775,0.06441285,4259.5225,44.70087142760817,44.700874,13034.738,2.004007e-07,1296.8801,0.29406688,2.4138446,,1.0100663,130.34738,0.00028220416,500.0,5894.8877,1.3100239,354353.38,4.7998457,-1,2950000,41.953632,13917.54809308052,13.823177,59,100,30.877693,131.0024,24.067081,5900,354478620.0
0.07884855,True,1.4331148e-05,57.993866,0.07314685,86.15746,46.07684138048766,46.07684,66.89537,0.0014331149,7.8848557,0.3153915,2.3807456,,7.7104707,0.6689537,3.0460021,500.0,102.77195,0.022790715,32.829918,5.014764,-1,3000000,43.177143,14133.20034623146,13.018927,60,100,33.057915,2.2790716,24.935951,6000,16779.783
17.721462,True,8.9140567e-10,57.510826,0.008559346,7309.4893,45.697005450100384,45.697006,17811.771,8.914057e-08,1772.146,0.22674897,2.3268716,,1.0141085,178.1177,0.0001465915,500.0,9684.498,1.7937218,682167.8,5.139026,-1,3050000,42.82146,14346.869421720505,17.401787,61,100,28.29522,179.3722,29.215607,6100,2130334300.0
5.0588417,True,2.0624378e-07,57.704716,0.111435026,2440.5776,45.852471307552385,45.85247,5084.7075,2.0624379e-05,505.88416,0.3389107,2.3320231,,1.0156558,50.847073,0.00940754,500.0,2738.0476,0.5124377,10629.771,5.2523074,-1,3100000,42.967236,14605.133209943771,12.469433,62,100,33.383038,51.24377,24.321678,6200,107324230.0
11.552153,True,6.538135e-08,60.274895,0.005956337,4636.877,47.67230362805429,47.6723,11611.66,6.538135e-06,1155.2155,0.24540974,2.3480566,,1.0272027,116.1166,0.0007576374,500.0,5731.7803,1.1768825,131989.27,4.899409,-1,3150000,44.658558,14816.911037921906,11.881752,63,100,35.79055,117.688255,24.484344,6300,244454220.0
0.3683299,True,3.5505211e-06,59.653294,0.054564983,134.79004,46.71177857264066,46.711777,369.4317,0.00035505212,36.832993,0.33090398,2.3492754,,1.4550575,3.6943169,0.10064128,500.0,228.8092,0.04475689,993.62805,5.427331,-1,3200000,43.72911,15023.889171600342,12.535051,64,100,34.176727,4.4756894,25.476566,6400,446332.12
178.06558,True,1.352564e-13,57.944305,0.0346777,75684.23,47.1130569006837,47.113056,178962.67,1.3525641e-11,17806.56,0.2228239,2.2620568,,1.0000199,1789.6267,2.688178e-05,500.0,81272.164,17.896444,3719991.8,4.443592,-1,3250000,44.21584,15242.565167665482,13.807116,65,100,33.305943,1789.6445,24.638363,6500,50530660000.0
69.11174,True,5.7073035e-10,56.030975,0.030230358,29461.02,46.105793686401576,46.10579,69459.99,5.7073034e-08,6911.175,0.250067,2.226806,,1.0002184,694.5999,7.221235e-05,500.0,32757.818,6.9467583,1384804.6,4.3441534,-1,3300000,43.30425,15510.94139957428,15.050091,66,100,31.055704,694.6758,24.975271,6600,12976112000.0
35.520943,True,2.5593658e-09,57.53454,0.060745403,10837.2705,43.3555140958835,43.355515,35700.184,2.5593658e-07,3552.094,0.26130283,2.2751734,,1.0016303,357.00183,0.00017918689,500.0,12986.315,3.572928,558076.56,5.122196,-1,3350000,40.478786,15785.277396202087,16.019722,67,100,27.335793,357.2928,30.198746,6700,1130277900.0
80.2192,True,3.371951e-09,58.0627,0.08391091,25601.133,43.20860343646807,43.208607,80623.5,3.371951e-07,8021.921,0.3714769,2.2757587,,1.000402,806.235,1.6775703e-05,500.0,32689.186,8.063969,5961002.0,5.47938,-1,3400000,40.30547,16105.208014011383,19.751589,68,100,23.457014,806.39703,34.605682,6800,19322368000.0
19.651995,True,4.4741144e-09,57.817238,0.015729189,7780.0176,43.85346789601321,43.853466,19751.326,4.4741145e-07,1965.1995,0.29206496,2.1930876,,1.0034326,197.51326,0.000300047,500.0,9448.927,1.9785209,333281.12,5.3128552,-1,3450000,40.9626,16416.713133335114,13.673823,69,100,30.179644,197.85211,27.637594,6900,1242364500.0
12.54626,True,1.1324708e-08,53.200615,0.023153529,5028.3125,42.54769384086091,42.547695,12610.145,1.1324709e-06,1254.6262,0.22151959,2.186654,,1.0147897,126.10144,0.001007412,500.0,5866.388,1.2703317,99264.26,4.236975,-1,3500000,39.88766,16670.172977924347,10.068072,70,100,32.47962,127.03318,20.720993,7000,316308350.0
116.61957,True,2.6439312e-10,53.65464,0.07755746,37053.605,43.41037897560844,43.410378,117207.195,2.6439311e-08,11661.957,0.2576661,2.1908238,,1.0001819,1172.0719,3.6862843e-06,500.0,51026.387,11.721784,27127588.0,4.267101,-1,3550000,40.727646,16933.757079601288,15.860059,71,100,27.55032,1172.1785,26.10432,7100,36137600000.0
1.1344225,True,6.9251946e-08,51.803085,0.039311543,358.25488,41.5352093063186,41.53521,1140.5519,6.9251946e-06,113.44227,0.23688091,2.1586988,,1.1154602,11.405519,0.03895961,500.0,489.4804,0.120486304,2566.7607,3.8807445,-1,3600000,38.945053,17209.654071331024,10.984901,72,100,30.550308,12.048632,21.252777,7200,1457800.8
2.2606668,True,7.688972e-08,49.01817,0.043560505,689.0227,39.631938875031786,39.631935,2272.4695,7.688972e-06,226.06668,0.22821516,2.1857886,,1.0458925,22.724695,0.006220983,500.0,999.763,0.23241444,16074.63,3.5648897,-1,3650000,37.181026,17540.232560634613,9.267819,73,100,30.364119,23.241447,18.65405,7300,8949157.0
35.086838,True,1.1018482e-09,49.1675,0.108845636,9783.721,41.31143980473238,41.31144,35265.426,1.10184814e-07,3508.6838,0.30055624,2.1770012,,1.0134606,352.65424,2.780526e-05,500.0,14445.854,3.5502555,3596442.0,3.9066975,-1,3700000,38.853065,17816.668854236603,11.293449,74,100,30.01799,355.02557,19.14951,7400,1532242000.0
698.81586,True,1.4705416e-11,51.09044,0.010439843,334026.28,42.45929140199928,42.459293,702345.06,1.4705417e-09,69881.586,0.27871194,2.1208866,,1.0026082,7023.4507,1.6025642e-05,500.0,340407.47,70.32611,6239999.5,3.9095232,-1,3750000,39.904766,18042.014439105988,11.108146,75,100,31.351145,7032.6094,19.739294,7500,1484309100000.0
1.8097873,True,4.344526e-08,53.85735,0.02085492,687.1531,43.01570545842131,43.0157,1819.3146,4.344526e-06,180.97871,0.26630116,2.1254036,,1.0496746,18.193146,0.012767668,500.0,925.47235,0.18640013,7832.284,4.2751417,-1,3800000,40.322838,18277.37186384201,11.4858055,76,100,31.5299,18.640013,22.32745,7600,11343555.0
