InitialBound,MeanEntropy,MeanIW,EpThisIter,EpisodesSoFar,MinIWNorm,ESSClassic,MinIW,MaxIW,InitialReturnMean,InitialReturnStd,EpRewMean,TimeElapsed,J_sample_variance,EmpiricalD2,VarianceInit,InitialReturnMax,EpLenMean,OptimizationReturnMean,Iteration,Bound,ESSRenyi,TimestepsSoFar,ReturnStepMax,OptimizationReturnMax,LearnableVariance,MaxIWNorm,StdIWNorm,ReturnMeanIW,MeanIWNorm,StdIW,OptimizationReturnMin,InitialReturnMin,ReturnStepMaxmin
33.196198,2.0975418,215.40108,100,7700,9.395338e-09,1.0018023,9.3953383e-07,21520.719,35.451145,3.902281,35.451142759123115,18127.164330005646,51964764.0,295032.84,-1,45.09899,500.0,10.689244,77,4593.647,0.0003389453,3850000,0.22930971,20.337093,True,215.20718,21.412655,5818.4663,2.154011,2141.2654,,24.761898,0.035345703
36.157967,2.1535926,70.498245,100,7800,2.9050994e-07,1.0146219,2.9050994e-05,6998.818,38.603714,4.5538154,38.603716182838134,18357.00181746483,164907330.0,30507.38,-1,48.914936,500.0,9.453205,78,2900.6143,0.0032778953,3900000,0.2647417,19.764425,True,69.988174,6.9632463,3327.797,0.7049824,696.3246,,29.15051,0.02756165
35.812164,2.2381241,185.64503,100,7900,4.49544e-07,1.0044484,4.49544e-05,18523.344,38.289192,4.98094,38.289191299477004,18622.520678520203,308147700.0,117657.49,-1,49.540596,500.0,13.662026,79,5422.0044,0.00084992463,3950000,0.26505482,24.913431,True,185.23343,18.430086,6271.6562,1.8564502,1843.0087,,24.627165,0.007286042
35.116768,2.1852937,121.239746,100,8000,3.0504526e-09,1.0044472,3.0504526e-07,12097.095,37.415203,4.7569757,37.41520324718979,18913.226783037186,293652100.0,106862.42,-1,45.968742,500.0,12.982317,80,3901.416,0.0009357826,4000000,0.2400616,21.535856,True,120.97095,12.036199,4652.771,1.2123976,1203.6199,,24.432886,0.02613397
33.54355,2.2363207,42.28369,100,8100,3.285263e-07,1.2489622,3.2852633e-05,3758.4932,35.735706,4.10498,35.73570644923241,19184.113969564438,49579596.0,7566.209,-1,43.843155,500.0,15.675673,81,1422.624,0.0132166585,4050000,0.197961,23.783121,True,37.58493,3.7598376,1613.3065,0.42283696,375.98376,,20.060034,0.038230836
33.49477,2.2514298,8.963458,100,8200,2.9526635e-07,1.2348611,2.9526636e-05,806.11536,35.815872,3.6886122,35.81587398003008,19426.912362098694,467235.8,1138.9799,-1,46.422115,500.0,8.226421,82,238.94186,0.087797865,4100000,0.23620133,18.832663,True,8.061153,0.80161977,317.27634,0.08963459,80.16199,,27.589453,0.01427187
32.847473,2.2655022,23.01273,100,8300,4.4391487e-07,1.060794,4.4391487e-05,2234.1414,35.115868,4.647847,35.11586850546415,19661.136672258377,22203424.0,8376.31,-1,45.367977,500.0,10.859188,83,828.41315,0.011938431,4150000,0.24209885,21.111298,True,22.341413,2.2224746,1036.022,0.23012732,222.24745,,24.25668,0.03186278
36.012367,2.2777107,91.388664,100,8400,4.2254296e-08,1.1038095,4.2254296e-06,8691.45,38.38172,4.221301,38.38172143657632,19891.5591506958,87877180.0,101512.68,-1,47.387085,500.0,12.627327,84,2532.2085,0.0009850987,4200000,0.23162784,21.63269,True,86.9145,8.650376,3287.1099,0.9138864,865.0377,,25.754395,0.03127545
35.75568,2.2415771,359.79822,100,8500,1.783376e-10,1.0102624,1.783376e-08,35796.223,38.152878,3.7062864,38.15287715695262,20115.027846813202,663840800.0,4156545.0,-1,47.943924,500.0,9.976081,85,7638.168,2.4058443e-05,4250000,0.24196729,19.767128,True,357.96222,35.615326,12525.478,3.5979815,3561.5325,,28.176796,0.064417064
38.311462,2.248995,127.58109,100,8600,1.1869279e-08,1.0083287,1.1869279e-06,12705.267,40.76413,4.3347516,40.76412756769325,20296.261277914047,128502140.0,114724.35,-1,49.05323,500.0,12.354318,86,3875.507,0.00087165454,4300000,0.28593925,20.643421,True,127.052666,12.641093,4706.2476,1.275811,1264.1094,,28.40981,0.014941394
38.736828,2.2459378,26.537636,100,8700,2.2629403e-07,1.226613,2.2629403e-05,2390.3413,41.245464,4.370258,41.245462076025895,20451.109154224396,18897194.0,6847.45,-1,50.172688,500.0,17.620811,87,886.1244,0.014603976,4350000,0.25575906,26.548035,True,23.903412,2.3813784,1093.7122,0.26537633,238.13786,,23.624653,0.0045256615
39.296116,2.2131279,12.423187,100,8800,7.727441e-06,1.1845851,0.00077274407,1140.9849,41.726654,3.6401308,41.72665723678555,20609.12612104416,4044044.2,152.21043,-1,48.610844,500.0,10.411334,88,565.176,0.65698516,4400000,0.23550943,17.29552,True,11.409848,1.1346508,595.1625,0.124231845,113.46508,,31.315323,0.001829654
39.021343,2.1622593,16.952898,100,8900,1.5594742e-07,1.032527,1.5594742e-05,1668.3406,41.559914,4.006208,41.559907732268165,20761.814192295074,4556454.0,9489.39,-1,50.77126,500.0,12.133401,89,462.61383,0.010538085,4450000,0.2656418,21.344753,True,16.683405,1.659738,709.9041,0.16952896,165.97379,,29.426506,0.003204137
39.713512,2.1649082,805.37427,100,9000,1.9077668e-09,1.0016263,1.9077669e-07,80472.016,42.279465,4.05596,42.27945856532369,20965.71116065979,12661478000.0,1649948.6,-1,51.318916,500.0,12.637373,90,31580.605,6.060795e-05,4500000,0.26925558,21.67683,True,804.72015,80.067986,34876.57,8.053742,8006.7993,,29.642086,0.027649745
39.890457,2.208654,227.9763,100,9100,1.709887e-08,1.7614158,1.709887e-06,15598.264,42.455738,4.1137786,42.455734657398324,21206.398924827576,147513220.0,775029.06,-1,51.305622,500.0,10.817837,91,6333.749,0.00012902742,4550000,0.22687745,19.667725,True,155.98264,17.025496,8592.113,2.279763,1702.5497,,31.637897,0.034361616
40.399708,2.1420543,1209.5566,100,9200,2.4233067e-11,1.0000439,2.4233067e-09,120953.016,42.903736,3.663188,42.903735828635355,21391.705805778503,4085655600.0,26837690.0,-1,50.08058,500.0,9.094619,92,32817.47,3.7261032e-06,4600000,0.22589792,16.271465,True,1209.5302,120.3467,45789.617,12.095567,12034.671,,33.809116,0.021156609
40.6913,2.1461177,3.53039,100,9300,1.4405931e-06,2.3260221,0.00014405932,226.10048,43.231125,3.4816318,43.23112382278405,21601.980800151825,56375.727,216.67586,-1,50.79646,500.0,9.699798,93,112.88402,0.46151888,4650000,0.25216982,17.265133,True,2.2610047,0.22877322,150.26999,0.035303902,22.877323,,33.531326,0.01040937
39.905857,2.087799,28.050364,100,9400,3.4355332e-09,1.1554068,3.4355332e-07,2605.891,42.44733,3.6802788,42.44732713710162,21829.57248187065,13211380.0,12487.14,-1,50.829494,500.0,7.7469263,94,1057.316,0.008008239,4700000,0.30266568,16.129093,True,26.05891,2.5944629,1341.3153,0.28050366,259.4463,,34.7004,0.057583615
41.371323,2.0736995,419.84854,100,9500,3.966077e-09,1.0005225,3.9660767e-07,41973.89,43.97344,3.7631962,43.97344049610908,22119.478742837906,4198564900.0,1720919.4,-1,52.042362,500.0,12.150657,95,16287.916,5.8108475e-05,4750000,0.26248744,20.21958,True,419.7389,41.763382,19701.475,4.198486,4176.3384,,31.822783,0.038885236
41.499325,2.0454402,67.4127,100,9600,6.5037296e-09,1.0162592,6.5037295e-07,6687.0693,44.121002,3.902528,44.12100208479991,22417.427606105804,96359816.0,7352.647,-1,52.433537,500.0,10.339478,96,3011.1292,0.013600544,4800000,0.2957449,18.652012,True,66.87069,6.6530595,3235.9316,0.674127,665.30597,,33.781525,0.03052932
43.00726,2.0382078,106.7056,100,9700,1.9917425e-09,1.0047688,1.9917425e-07,10645.199,45.695786,3.7236738,45.69578400560369,22705.91920900345,52277904.0,134377.22,-1,53.77049,500.0,9.868769,97,3451.9282,0.00074417377,4850000,0.23893295,17.943474,True,106.45199,10.591592,4437.474,1.067056,1059.1592,,35.827015,0.04233627
43.236454,2.0126579,244.89697,100,9800,5.2057647e-10,1.0085337,5.205765e-08,24385.773,45.88846,3.3687751,45.88846176418111,23004.22022819519,657544900.0,335189.47,-1,53.040173,500.0,11.291076,98,9370.816,0.00029833874,4900000,0.2257648,18.442787,True,243.85773,24.262587,10906.211,2.4489696,2426.2588,,34.597385,0.007136151
42.815784,2.0451274,589.3248,100,9900,3.443195e-09,1.0023228,3.4431952e-07,58864.14,45.438114,3.3541083,45.43811734280397,23240.871601819992,3548095700.0,82096.73,-1,52.44657,500.0,8.119704,99,26777.967,0.0012180754,4950000,0.249427,15.128159,True,588.6414,58.5684,27529.33,5.8932476,5856.8413,,37.318413,0.028461501
42.234444,2.0495582,28.935522,100,10000,1.2227537e-07,1.0323558,1.2227537e-05,2847.8198,44.86984,3.457566,44.8698423191729,23480.723417043686,3458073.8,3807.7432,-1,52.70799,500.0,6.9905934,100,1086.9517,0.026262276,5000000,0.2639349,14.828739,True,28.478197,2.833109,1249.574,0.2893552,283.31085,,37.87925,0.04000905
42.946754,2.0649033,235.36497,100,10100,1.8432399e-09,1.0139512,1.84324e-07,23373.688,45.62761,4.374911,45.62761131464103,23709.541996240616,1212323300.0,510280.53,-1,53.616997,500.0,14.506086,101,8834.029,0.00019597064,5050000,0.27390102,22.495472,True,233.73686,23.255213,10749.065,2.3536496,2325.5215,,31.121525,0.0358444
42.13636,2.0473554,10.61127,100,10200,1.1193114e-06,1.6302861,0.00011193114,820.4158,44.737362,3.4509134,44.73736227655864,23986.453635454178,504464.28,922.8002,-1,52.020004,500.0,9.5961075,102,364.83685,0.10836583,5100000,0.26705492,16.87875,True,8.204158,0.8242637,443.84906,0.10611269,82.42636,,35.141254,0.038821667
41.37595,2.112915,128.04016,100,10300,4.458089e-08,1.0056454,4.4580893e-06,12768.016,44.035812,3.274034,44.035810368736314,24235.577448129654,195193820.0,202293.77,-1,53.19714,500.0,11.6217785,103,4292.001,0.0004943306,5150000,0.25175387,20.783108,True,127.68015,12.703664,5488.327,1.2804016,1270.3665,,32.414032,0.004281178
39.743504,2.0747435,2068.551,100,10400,8.809461e-11,1.000147,8.809461e-09,206839.89,42.344105,3.6386368,42.34410566684776,24466.026608228683,23616496000.0,818944.4,-1,52.011955,500.0,8.701593,104,80923.11,0.00012210841,5200000,0.31647936,18.369442,True,2068.399,205.80295,83276.53,20.68551,20580.299,,33.642513,0.080497906
38.558044,2.0715718,5054.6973,100,10500,1.5630869e-10,1.0001124,1.5630869e-08,505441.34,40.988846,3.2565582,40.98884550028609,24689.88619685173,384268080000.0,17510618.0,-1,48.616024,500.0,7.153991,105,220413.14,5.710821e-06,5250000,0.26626596,14.78117,True,5054.413,502.90747,230585.0,50.546967,50290.75,,33.834854,0.07540053
39.99,2.053091,75.0029,100,10600,9.4215205e-09,1.016801,9.4215204e-07,7437.9355,42.449265,3.3430624,42.44926174245224,24890.929884195328,135043020.0,92438.92,-1,49.185085,500.0,10.492025,106,2790.7761,0.0010817954,5300000,0.25033087,17.227848,True,74.37936,7.4001546,3538.4822,0.75002885,740.01544,,31.957237,0.021244973
39.884785,2.0090709,83.038475,100,10700,4.0332075e-09,1.0158384,4.0332077e-07,8238.802,42.358353,3.179579,42.35835742734175,25125.592045783997,69165840.0,115188.49,-1,49.4715,500.0,8.505783,107,2759.1455,0.0008681423,5350000,0.25595236,15.618927,True,82.388016,8.196907,3598.6628,0.83038473,819.6906,,33.852573,0.05069916
40.983414,1.9952488,240.40523,100,10800,5.8850307e-12,1.0005081,5.885031e-10,24034.418,43.51587,3.2687345,43.51586939087855,25371.73668694496,969663300.0,1112749.4,-1,50.649017,500.0,8.301048,108,8790.408,8.98675e-05,5400000,0.29387787,15.434196,True,240.34418,23.913885,11461.813,2.4040525,2391.3882,,35.21482,0.038027912
41.75256,2.0174189,13.407619,100,10900,5.104748e-07,1.0821695,5.1047482e-05,1288.7764,44.337486,3.1033123,44.337489878250835,25623.91095852852,1009271.1,2712.4932,-1,51.69861,500.0,8.906876,109,432.7301,0.036866453,5450000,0.24548802,16.267994,True,12.887763,1.281862,567.3574,0.1340762,128.18622,,35.430614,0.029619977
40.491905,2.011444,7.073138,100,11000,9.010557e-07,1.1347044,9.0105576e-05,663.88684,43.096764,3.3912601,43.09676409202949,25909.178786039352,180680.12,1321.0022,-1,52.097183,500.0,7.0627375,110,196.77731,0.075700104,5500000,0.27703783,16.063156,True,6.6388683,0.66022617,291.45245,0.07073139,66.02261,,36.034027,0.030931517
40.748726,1.9965845,4.7983656,100,11100,4.3483166e-07,1.2608747,4.3483167e-05,427.08417,43.323612,2.9297233,43.32361282469947,26190.064717531204,112718.695,345.28696,-1,51.49773,500.0,8.845365,111,151.51768,0.28961417,5550000,0.25926486,17.019482,True,4.2708416,0.42462146,199.36397,0.04798365,42.462154,,34.47825,0.008765608
39.65727,2.0030518,46.721615,100,11200,3.4615573e-09,1.0118815,3.4615573e-07,4644.6396,42.15262,2.9514065,42.152615186488696,26427.284693479538,24369532.0,51474.84,-1,49.90689,500.0,9.08302,112,1449.9631,0.0019426966,5600000,0.32770932,16.837296,True,46.446396,4.6210914,2016.1085,0.4672161,462.10913,,33.069595,0.06714067
40.001766,2.0012302,76.162224,100,11300,2.907623e-08,1.0102751,2.907623e-06,7577.3555,42.438892,2.8153815,42.43889111702686,26595.736531972885,48348668.0,94336.27,-1,48.742504,500.0,7.642793,113,2546.8542,0.0010600376,5650000,0.25906008,13.946407,True,75.77355,7.5390186,3295.398,0.76162225,753.9019,,34.796097,0.07354526
41.200577,1.9774144,781.4501,100,11400,2.8544382e-11,1.0005423,2.8544382e-09,78123.83,43.652557,2.7725108,43.6525596303998,26743.647679567337,4294151200.0,1937301.5,-1,49.03966,500.0,7.463904,114,30773.107,5.161819e-05,5700000,0.2653791,12.851006,True,781.2383,77.73201,34185.95,7.814501,7773.201,,36.188656,0.06358872
42.35949,1.9973118,50.116386,100,11500,1.12991945e-08,1.0863835,1.1299195e-06,4806.9385,45.08141,2.8869717,45.081413330489724,26899.56398487091,17068406.0,38858.816,-1,54.438538,500.0,7.005451,115,1749.1969,0.0025734187,5750000,0.3299683,16.362576,True,48.069386,4.782074,2285.7605,0.5011638,478.20737,,38.075962,0.14126882
41.21145,1.95707,132.18504,100,11600,1.1199557e-09,1.0078717,1.1199557e-07,13166.734,43.70313,3.1349974,43.70313210996539,27059.180105924606,153466110.0,83323.94,-1,49.833717,500.0,8.169253,116,5125.8647,0.0012001353,5800000,0.33444962,14.299839,True,131.66734,13.100264,5845.112,1.3218504,1310.0264,,35.53388,0.12205604
41.484932,1.8998219,1132.7249,100,11700,7.1094235e-11,1.0012333,7.1094237e-09,113202.695,44.009193,2.9986994,44.00919215208572,27228.47298693657,13322745000.0,168633.52,-1,50.485165,500.0,8.709956,117,49775.66,0.00059300195,5850000,0.28034642,15.185928,True,1132.027,112.63456,50812.246,11.327248,11263.456,,35.299236,0.058905855
41.774406,1.9545081,30.105852,100,11800,2.5323e-07,1.0143006,2.5323001e-05,2989.2793,44.36335,2.9184837,44.36334440333199,27454.6295337677,5000188.0,15717.67,-1,51.778694,500.0,7.02514,118,993.6699,0.0063622664,5900000,0.2620631,14.440491,True,29.892792,2.9740877,1318.245,0.30105847,297.40875,,37.338203,0.024741992
41.18704,1.9570394,1682.5543,100,11900,3.7657533e-11,1.0000346,3.7657535e-09,168252.53,43.683277,2.909663,43.683271655100654,27661.858587026596,60234437000.0,61650760.0,-1,49.9246,500.0,8.936239,119,62693.04,1.62204e-06,5950000,0.25788018,15.177567,True,1682.5253,167.40912,82292.94,16.825542,16740.912,,34.747032,0.015356347
42.598167,1.8812264,135.49054,100,12000,8.439602e-12,1.0116831,8.4396024e-10,13470.494,45.19727,3.275793,45.19726759487077,27848.523359775543,527469300.0,362050.44,-1,51.981968,500.0,11.825656,120,5220.0693,0.0002762046,6000000,0.28236234,18.610355,True,134.70494,13.40228,6783.9634,1.3549054,1340.2281,,33.371613,0.10282259
43.673695,1.8344293,118.59627,100,12100,1.0477829e-08,1.007107,1.0477829e-06,11817.699,46.324028,3.1536517,46.32402796997765,28064.052911758423,194602580.0,49682.35,-1,53.006584,500.0,10.846452,121,4951.102,0.0020127872,6050000,0.25477362,17.529007,True,118.17699,11.758048,5541.848,1.1859626,1175.8049,,35.477577,0.0014781952
43.709007,1.8416837,485.00836,100,12200,8.206076e-09,1.001149,8.206076e-07,48472.992,46.401756,3.1560302,46.40175774364967,28306.032444238663,5317287400.0,1359635.6,-1,53.85499,500.0,11.562525,122,20852.32,7.354912e-05,6100000,0.29094616,19.015755,True,484.72992,48.229736,23992.158,4.8500834,4822.974,,34.839233,0.06588212
44.01646,1.8599831,124.56487,100,12300,1.4788358e-08,1.0012547,1.4788359e-06,12448.681,46.657528,3.3282337,46.657533150214775,28585.49910378456,263613660.0,412570.62,-1,52.821453,500.0,10.758069,123,4336.423,0.00024238274,6150000,0.24743119,16.92199,True,124.4868,12.386202,6032.8276,1.2456487,1238.6204,,35.899464,0.01705937
45.068996,1.8497722,113.83451,100,12400,1.3085052e-08,1.0088371,1.3085053e-06,11333.453,47.78999,2.7539473,47.78999445963859,28867.665000915527,63893650.0,129924.04,-1,54.419945,500.0,6.414079,124,4376.2964,0.0007696805,6200000,0.25229454,13.044029,True,113.334526,11.276171,5357.079,1.138345,1127.617,,41.375916,0.02431114
43.26909,1.8421223,113.18883,100,12500,4.1910457e-09,1.0085704,4.1910457e-07,11270.668,45.87198,2.9990633,45.87197527053929,29164.13194823265,79925590.0,241661.31,-1,52.057693,500.0,6.8515058,125,3917.7373,0.00041380228,6250000,0.21372636,13.037224,True,112.70668,11.213708,5197.291,1.1318883,1121.3707,,39.02047,0.00014260411
42.669907,1.8132681,474.43552,100,12600,5.2046995e-11,1.0001107,5.2047e-09,47440.92,45.37596,3.176429,45.37596363356852,29458.36759376526,2135660400.0,4400642.0,-1,54.121204,500.0,6.1134663,126,17176.092,2.2723958e-05,6300000,0.24707371,14.858707,True,474.4092,47.203094,22852.785,4.7443557,4720.3096,,39.262497,0.027635604
42.080368,1.8017911,586.2279,100,12700,7.3698e-10,1.000471,7.3698e-08,58608.992,44.685333,3.0325043,44.68533308702238,29705.54272198677,1971764100.0,1597382.1,-1,52.099323,500.0,6.9698067,127,22663.078,6.260243e-05,6350000,0.21465881,14.383797,True,586.0899,58.315067,25955.432,5.862279,5831.5073,,37.715527,0.0063809752
42.60931,1.76428,150.57555,100,12800,2.9492133e-09,1.011659,2.9492134e-07,14970.491,45.163525,2.559286,45.16352219120903,29939.531012773514,363052160.0,254478.95,-1,51.084263,500.0,6.181967,128,6399.633,0.0003929598,6400000,0.28561202,12.102707,True,149.70491,14.894619,7688.129,1.5057554,1489.4618,,38.981556,0.083256334
42.282524,1.7917482,7.825551,100,12900,1.0536108e-05,1.2840579,0.0010536108,688.8839,44.83145,2.8134139,44.831453206734196,30168.214433431625,136027.48,244.97107,-1,50.9786,500.0,7.468225,129,281.29456,0.40821147,6450000,0.24121378,13.615372,True,6.888839,0.6861455,321.18927,0.07825551,68.61456,,37.363228,0.011107653
41.543896,1.8055422,129.57428,100,13000,1.5464522e-08,1.0044993,1.5464523e-06,12928.369,44.021194,2.790409,44.02119486818761,30433.517098903656,113641656.0,193725.6,-1,49.545975,500.0,8.989503,130,4414.8496,0.00051619404,6500000,0.2723357,14.514282,True,129.28369,12.863281,5505.215,1.2957424,1286.3278,,35.031693,0.028678194
40.851624,1.783694,151.80205,100,13100,1.0690422e-09,1.0058717,1.06904224e-07,15135.825,43.3552,2.9367785,43.35519789571527,30663.917865037918,329812900.0,267317.47,-1,50.07139,500.0,9.471001,131,5594.0107,0.00037408705,6550000,0.25100124,16.187191,True,151.35825,15.059517,6888.425,1.5180207,1505.9517,,33.884197,0.034205526
42.036957,1.7836552,185.05087,100,13200,4.2281822e-10,1.0120672,4.2281822e-08,18394.326,44.54974,2.8239431,44.549740781908824,30888.94934630394,510270270.0,207904.42,-1,50.25561,500.0,8.197831,132,7745.3467,0.00048099025,6600000,0.2605574,13.903702,True,183.94325,18.301117,8891.088,1.8505086,1830.1116,,36.35191,0.016370803
42.861206,1.7416962,1035.759,100,13300,1.4909148e-12,1.0041578,1.4909149e-10,103361.03,45.446983,2.8527682,45.446982194968676,31102.748438358307,12303738000.0,2319929.8,-1,51.715435,500.0,5.7169476,133,47509.652,4.3104752e-05,6650000,0.29018912,11.985401,True,1033.6102,102.84096,51448.12,10.357589,10284.1,,39.730034,0.07077755
42.187366,1.7480475,10.037426,100,13400,1.290952e-07,1.9532105,1.2909521e-05,657.0343,44.8147,3.3291054,44.81470203435009,31325.76961493492,1507265.2,2602.8416,-1,52.5467,500.0,12.132559,134,356.39838,0.03841955,6700000,0.23294076,19.864555,True,6.570343,0.7111553,490.43988,0.10037425,71.11554,,32.682144,0.018348157
43.023685,1.7408885,193.4017,100,13500,6.7772543e-10,1.0058784,6.777255e-08,19283.543,45.785873,2.9006314,45.785874104361774,31566.30298256874,499237200.0,491686.47,-1,55.243767,500.0,7.571274,135,7565.547,0.00020338164,6750000,0.30793348,17.029167,True,192.83542,19.186344,9502.403,1.9340167,1918.6344,,38.2146,0.05449003
42.046738,1.7091525,252.44025,100,13600,6.7748374e-10,1.0017828,6.7748374e-08,25221.553,44.66713,2.9619708,44.66713253332204,31807.318162202835,674015700.0,1112710.1,-1,52.407803,500.0,9.880176,136,8461.455,8.9870664e-05,6800000,0.22858809,17.620846,True,252.21552,25.0949,11225.576,2.5244024,2509.4907,,34.786957,0.06297512
42.884766,1.7101275,22.497072,100,13700,8.644589e-08,1.0202204,8.644589e-06,2227.29,45.487427,3.1496005,45.487429657027036,32049.126499652863,4262630.5,5795.4507,-1,52.053246,500.0,8.009124,137,834.80334,0.017254913,6850000,0.21380328,14.57494,True,22.2729,2.2159107,1032.9385,0.22497076,221.59106,,37.478306,0.025350273
42.283302,1.6611329,783.0383,100,13800,1.0626928e-08,1.0002811,1.0626928e-06,78292.836,44.913795,3.2915335,44.91379414961884,32289.901116371155,9549349000.0,94211.67,-1,52.60979,500.0,10.77796,138,35318.98,0.0010614396,6900000,0.2959953,18.473957,True,782.92834,77.900276,36126.38,7.830383,7790.028,,34.135834,0.031363457
41.21392,1.6591413,3.1706667,100,13900,3.287697e-06,2.4006028,0.0003287697,195.73506,43.82926,3.3542347,43.82926592749855,32523.108592510223,46609.23,248.51814,-1,52.306828,500.0,8.40099,139,99.086205,0.40238512,6950000,0.29731888,16.878551,True,1.9573506,0.20216875,140.31564,0.03170667,20.216877,,35.428276,0.06598467
41.29508,1.6762807,474.579,100,14000,5.5100293e-09,1.0013916,5.510029e-07,47424.91,43.846214,3.0658417,43.8462185622868,32753.81835961342,1709043300.0,2771925.0,-1,51.022762,500.0,8.420963,140,16340.177,3.6076013e-05,7000000,0.31823957,15.597507,True,474.24908,47.18686,20587.592,4.74579,4718.6875,,35.425255,0.10446994
39.7776,1.677445,4.153261,100,14100,6.425673e-06,2.8123443,0.0006425673,238.67776,42.225765,2.9252641,42.22576771852707,32918.05381298065,42577.773,100.97283,-1,48.96332,500.0,8.019824,141,143.92422,0.9903654,7050000,0.2183626,14.757378,True,2.3867776,0.24415219,168.52467,0.041532613,24.415216,,34.205944,0.027703613
39.86973,1.6821758,29.449745,100,14200,1.14293774e-08,1.0230211,1.1429378e-06,2911.5571,42.311695,3.4722958,42.31169771428478,33075.169703722,26106728.0,9988.921,-1,48.839355,500.0,11.954546,142,1157.095,0.010011092,7100000,0.26318535,18.482203,True,29.11557,2.8967187,1401.1564,0.29449752,289.6719,,30.357153,0.043084964
40.848488,1.6927851,9406.406,100,14300,1.2940636e-10,1.0000117,1.2940637e-08,940635.1,43.393253,2.9689698,43.39324982099656,33267.87827706337,756980450000.0,234455870.0,-1,50.895267,500.0,6.3857727,143,388802.75,4.265195e-07,7150000,0.24032529,13.887791,True,9406.351,935.92,427768.03,94.06406,93592.0,,37.007477,0.052453175
40.065586,1.7109821,8.79333,100,14400,6.8536485e-07,1.1672457,6.853649e-05,813.687,42.514423,3.1185722,42.5144201765872,33457.78090715408,527928.4,1160.5336,-1,48.976696,500.0,8.910603,144,283.6919,0.08616726,7200000,0.28352872,15.372879,True,8.13687,0.8091382,367.1154,0.087933294,80.91382,,33.603817,0.03284222
38.923195,1.7542613,2698.4673,100,14500,3.256127e-07,1.0015228,3.256127e-05,269641.47,41.33437,2.6493797,41.33437352679165,33697.1474878788,30694820000.0,24193.428,-1,48.223583,500.0,6.8892365,145,107409.66,0.004133354,7250000,0.221342,13.778446,True,2696.4146,268.2878,107784.695,26.984661,26828.785,,34.445137,0.017679557
38.61058,1.7179066,227.4166,100,14600,2.1435846e-10,1.0013262,2.1435847e-08,22726.594,40.973244,2.7315094,40.97324543244691,33992.82619333267,184456430.0,715034.9,-1,47.253296,500.0,6.073671,146,7038.9785,0.00013985332,7300000,0.28816915,12.353722,True,227.26593,22.612524,9036.842,2.274166,2261.2527,,34.899574,0.06729768
37.82168,1.7450403,27.83601,100,14700,9.671851e-07,1.0492471,9.671851e-05,2717.174,40.19396,2.7870731,40.19395594395425,34230.142303705215,9553341.0,16105.347,-1,47.445534,500.0,9.057018,147,866.3225,0.0062091183,7350000,0.31028032,16.308596,True,27.17174,2.7031963,1167.3806,0.27836013,270.3197,,31.136938,0.0792221
37.436516,1.7347411,7.884088,100,14800,3.1996515e-06,1.6288228,0.00031996515,613.6057,39.677067,2.8862596,39.677067247099245,34473.41726756096,351125.0,477.82663,-1,44.81099,500.0,8.590565,148,266.65958,0.20928092,7400000,0.21058556,13.724487,True,6.136057,0.6127009,315.6363,0.07884087,61.270084,,31.086502,0.029569358
37.62451,1.7527225,172.91286,100,14900,6.252643e-09,1.0333326,6.252643e-07,17009.018,39.962975,2.4803286,39.962973704440955,34703.721754312515,646378750.0,378009.16,-1,46.769157,500.0,7.775955,149,6629.21,0.00026454387,7450000,0.30563173,14.582138,True,170.09018,16.922,8066.951,1.7291286,1692.1996,,32.18702,0.120413214
38.813374,1.7474822,834.0428,100,15000,1.7195366e-10,1.0002168,1.7195367e-08,83395.24,41.19396,2.978214,41.1939606301201,34973.89313340187,4425725400.0,20866138.0,-1,47.611694,500.0,7.1455555,150,23533.377,4.7924536e-06,7500000,0.36615843,13.56329,True,833.9524,82.97713,34407.76,8.340429,8297.714,,34.048405,0.0696342
38.887703,1.7686675,11.944889,100,15100,3.8303433e-06,1.1135293,0.00038303435,1131.6923,41.255962,2.9539306,41.25596031393262,35269.36606168747,2413828.2,977.58453,-1,47.36515,500.0,8.43992,151,474.20624,0.10229295,7550000,0.2514976,14.54911,True,11.316922,1.1256405,548.253,0.11944888,112.56403,,32.81604,0.01809068
38.52128,1.7159859,327.69965,100,15200,1.0330517e-08,1.0070537,1.0330517e-06,32654.9,40.828964,2.684587,40.82896307553791,35559.050882577896,396127550.0,627873.2,-1,46.15366,500.0,7.163115,152,10864.77,0.00015926783,7600000,0.19716582,12.487812,True,326.549,32.490154,12693.342,3.2769969,3249.0154,,33.665848,0.0021803975
38.77321,1.7065428,39.877945,100,15300,7.5531005e-08,1.0236444,7.5531007e-06,3941.4521,41.1481,2.8133757,41.14810144193885,35854.72789335251,7991229.0,9232.7,-1,47.49787,500.0,7.1652894,153,1377.9259,0.010831067,7650000,0.31263003,13.51506,True,39.41452,3.9212441,1606.1222,0.39877948,392.12442,,33.98281,0.10553351
38.877674,1.6616578,133.61015,100,15400,1.3138663e-09,1.0490144,1.3138664e-07,13042.784,41.35002,2.6576033,41.350019544405455,36120.798941612244,158724720.0,74702.22,-1,49.446888,500.0,5.9810963,154,5234.377,0.0013386484,7700000,0.2774073,14.077965,True,130.42784,12.976537,5910.111,1.3361014,1297.6538,,35.368923,0.06036736
