MaxIWNorm,OptimizationReturnMean,OptimizationReturnMin,J_sample_variance,EpThisIter,MeanEntropy,InitialReturnMin,OptimizationReturnMax,MeanIW,ReturnMeanIW,EpRewMean,InitialBound,TimeElapsed,LearnableVariance,MeanIWNorm,VarianceInit,ESSClassic,MinIWNorm,MaxIW,TimestepsSoFar,EmpiricalD2,InitialReturnMean,InitialReturnStd,ReturnStepMax,MinIW,EpLenMean,InitialReturnMax,StdIWNorm,Iteration,ReturnStepMaxmin,ESSRenyi,StdIW,Bound,EpisodesSoFar
22.33074,16.02998,,31043268.0,100,2.8134763,-18.744394,28.642862,23.774714,137.13954,-2.7144144026965282,-3.6516342,193.48963737487793,True,0.23774715,-1,1.1323829,4.0507835e-08,2233.074,50000,3474.5674,-2.7144144,5.619818,0.25987083,4.0507834e-06,500.0,9.898468,2.2214968,1,0.01101543,0.028780561,222.14969,81.8947,100
23.377644,15.14288,,27642200.0,100,2.79126,-15.951396,25.373968,23.636755,151.87793,-0.808514905216542,-1.6060847,419.9024052619934,True,0.23636751,-1,1.0222713,1.143321e-07,2337.7644,100000,5165.63,-0.80851495,4.696186,0.2081723,1.1433211e-05,500.0,9.422572,2.3258054,2,0.0064235628,0.019358722,232.58061,94.55473,200
255.40085,15.038697,,4552154600.0,100,2.6932268,-11.197417,30.252777,256.08972,3883.9207,3.841280660052925,2.8885126,649.8937814235687,True,2.5608969,-1,1.0053993,6.412639e-09,25540.086,150000,864737.7,3.8412805,5.2918267,0.29877982,6.412639e-07,500.0,19.055359,25.411396,3,0.06741926,0.000115642004,2541.14,2997.9297,300
38.821186,15.264553,,118062700.0,100,2.686499,-10.191521,27.972685,39.61425,695.9076,5.073033843687495,4.1839757,877.7348358631134,True,0.3961425,-1,1.0411987,6.985137e-08,3882.1187,200000,46525.44,5.073034,5.07313,0.2802957,6.9851367e-06,500.0,17.781164,3.8619962,4,0.10493864,0.0021493617,386.19962,504.1399,400
108.39361,15.072014,,248622960.0,100,2.6444063,-7.35019,26.4254,109.24502,789.66003,7.721824098130522,6.7680635,1062.9452579021454,True,1.0924501,-1,1.0157453,8.530011e-10,10839.361,250000,48177.645,7.7218237,6.1185594,0.2985614,8.5300115e-08,500.0,19.07521,10.784308,5,0.06321606,0.0020756514,1078.4309,580.31525,500
115.66401,11.478176,,274666500.0,100,2.6364994,1.7571574,23.143665,116.37329,1869.2173,13.235333683630726,11.9902935,1229.4270539283752,True,1.1637329,-1,1.0122958,2.6093657e-08,11566.401,300000,75385.58,13.235334,4.533008,0.23334417,2.6093658e-06,500.0,24.900824,11.507744,6,0.02826348,0.0013265137,1150.7744,1527.3734,600
82.01196,13.550781,,155978190.0,100,2.6504207,-1.8377949,26.983978,82.26464,1101.3582,11.712986702125649,10.455678,1392.9533009529114,True,0.8226464,-1,1.0061704,1.1948746e-08,8201.196,350000,63874.785,11.712987,5.239685,0.20121244,1.1948746e-06,500.0,25.146183,8.159837,7,0.014047429,0.001565563,815.9836,783.5926,700
403.32227,12.029366,,7125532000.0,100,2.6040971,2.6049042,23.641092,403.62527,9494.981,14.634269381689647,13.321968,1549.6807174682617,True,4.036253,-1,1.0015028,5.651558e-14,40332.227,400000,5492510.5,14.634269,4.7656827,0.30889264,5.651558e-12,500.0,26.245996,40.12976,8,0.002585888,1.820661e-05,4012.976,6419.462,800
55.05997,16.192823,,149327920.0,100,2.6607966,0.50857335,27.201769,55.70437,1261.0287,16.701396139380673,15.31588,1710.1802532672882,True,0.5570437,-1,1.0235232,7.742057e-09,5505.997,450000,53776.156,16.701397,4.8952155,0.24962148,7.7420566e-07,500.0,27.710342,5.4778028,9,1.9788742e-05,0.0018595603,547.7803,939.7316,900
193.34808,17.909771,,2379771400.0,100,2.670408,0.16602623,28.534468,193.44557,4912.274,18.075799060355827,16.640774,1876.753926038742,True,1.9344553,-1,1.0010086,2.8385008e-09,19334.809,500000,1231522.0,18.0758,5.9470468,0.29272294,2.8385008e-07,500.0,28.700495,19.237795,10,0.028474867,8.1200335e-05,1923.7792,3319.77,1000
817.0583,17.855911,,79242690000.0,100,2.6479206,1.9339899,34.452454,817.25977,29733.574,19.789901167328285,17.970577,2105.909824371338,True,8.172598,-1,1.0004932,2.9754085e-10,81705.83,550000,3927011.2,19.789902,6.545348,0.22440556,2.9754085e-08,500.0,36.386444,81.296074,11,0.026895344,2.5464658e-05,8129.607,26128.28,1100
2427.7048,16.45184,,252889000000.0,100,2.6941144,9.062959,27.23956,2429.5334,72281.38,25.51479780342754,23.69967,2357.932281970978,True,24.29534,-1,1.0015066,1.0563381e-08,242770.5,600000,969904.0,25.514797,5.5240808,0.23902246,1.0563382e-06,500.0,36.302517,241.5518,12,0.015936956,0.00010310299,24155.178,70493.78,1200
182.7349,14.399863,,929113800.0,100,2.7290976,9.666306,26.106998,183.35754,4821.8105,24.066168628895834,22.277502,2641.059765815735,True,1.8335752,-1,1.006825,4.981375e-08,18273.49,650000,192736.77,24.066168,5.843623,0.29579288,4.9813752e-06,500.0,35.773304,18.181278,13,0.022836447,0.00051884237,1818.1279,4036.5544,1300
463.30023,10.218853,,2398425900.0,100,2.7397695,10.733821,19.801723,463.9347,9860.366,20.952673649841596,19.425896,2926.563086271286,True,4.6393466,-1,1.0027398,1.5506685e-10,46330.023,700000,5006974.0,20.952675,4.452002,0.25125036,1.5506686e-08,500.0,30.535543,46.09718,14,0.0328549,1.9972143e-05,4609.718,6444.009,1400
30.664665,13.85899,,30696238.0,100,2.7849126,7.867886,21.325281,31.016443,801.5192,21.726875050116643,20.267216,3217.0775606632233,True,0.3101644,-1,1.0230619,6.295463e-08,3066.4666,750000,55749.273,21.726875,4.167809,0.23152749,6.295463e-06,500.0,29.193167,3.05076,15,0.046172887,0.0017937453,305.076,456.87515,1500
