EmpiricalD2,OptimizationReturnMax,EpRewMean,OptimizationReturnMin,InitialReturnMin,VarianceInit,EpThisIter,MeanEntropy,MaxIWNorm,TimeElapsed,ESSRenyi,MeanIW,ReturnMeanIW,InitialReturnMax,EpLenMean,OptimizationReturnMean,Iteration,ReturnStepMax,LearnableVariance,ESSClassic,StdIWNorm,MeanIWNorm,J_sample_variance,MinIWNorm,InitialReturnStd,MaxIW,Bound,ReturnStepMaxmin,EpisodesSoFar,InitialBound,InitialReturnMean,MinIW,TimestepsSoFar,StdIW
51427440.0,28.171331,13.915486515875632,,-3.354984,-1,100,2.6365957,971.4992,1338.470138311386,1.9444872e-06,971.8412,17414.021,24.816347,500.0,17.270472,11,0.25632444,True,1.0007039,96.66261,9.718411,42720970000.0,1.7771397e-12,5.000747,97149.92,8515.756,0.040853053,1100,12.67467,13.915487,1.7771398e-10,550000,9666.259
5705.788,23.937012,16.78077160505961,,1.3193879,-1,100,2.5532305,12.681763,1497.4937455654144,0.017526062,13.072476,318.35275,25.2564,500.0,15.461383,12,0.32758746,True,1.0624737,1.261477,0.13072477,8664528.0,7.483002e-08,4.9094577,1268.1763,222.96353,0.15372741,1200,15.517949,16.780771,7.4830023e-06,600000,126.1477
19868.352,24.863548,17.711846354753412,,2.702038,-1,100,2.4671936,25.49232,1658.8284418582916,0.0050331303,25.990583,712.09045,27.565586,500.0,15.009809,13,0.2543192,True,1.0393748,2.5360696,0.2599059,40170130.0,1.909865e-08,5.042993,2549.232,517.8149,0.038507342,1300,16.333567,17.711847,1.909865e-06,650000,253.60698
789374.06,27.31429,19.641347502532792,,2.768733,-1,100,2.4312496,1445.4879,1817.3132257461548,0.00012668266,1445.77,42736.203,30.083021,500.0,16.872614,14,0.24658781,True,1.0003902,143.82396,14.457699,149996470000.0,1.6777706e-09,5.0697227,144548.8,41399.812,0.050093755,1400,18.137197,19.641348,1.6777706e-07,700000,14382.397
9853052.0,18.75969,22.601671526646747,,12.301399,-1,100,2.4659746,1560.845,1977.0431232452393,1.014914e-05,1561.0018,32655.768,31.061089,500.0,10.300272,15,0.2702209,True,1.000201,155.30196,15.61002,18465858000.0,7.722732e-10,4.35419,156084.5,27780.797,0.027000323,1500,21.048616,22.601673,7.722732e-08,750000,15530.195
3000288.8,20.405687,22.46314291880865,,10.451906,-1,100,2.4403389,720.1271,2171.0374155044556,3.3330125e-05,720.32623,18611.826,30.857594,500.0,12.011236,16,0.25754452,True,1.0005531,71.651535,7.203263,12336343000.0,2.3265373e-10,4.258154,72012.71,15939.352,0.023679331,1600,20.920263,22.463144,2.3265374e-08,800000,7165.155
3303.3782,22.255602,24.599868342804626,,11.275072,-1,100,2.4353278,21.111664,2392.59663271904,0.03027204,21.82739,565.53674,33.530674,500.0,13.324798,17,0.24484345,True,1.0685806,2.1002223,0.21827385,10033059.0,1.5640644e-07,4.9512873,2111.1665,469.17792,0.037134796,1700,22.923336,24.599865,1.5640644e-05,850000,210.02223
2776233.0,26.900936,24.679632588952085,,9.331328,-1,100,2.4511409,701.2946,2653.5404856204987,3.6020032e-05,702.19507,21017.713,36.232265,500.0,15.348305,18,0.29669127,True,1.002569,69.77705,7.0219507,20935776000.0,5.1959393e-08,5.319975,70129.46,17999.197,0.06014234,1800,22.86802,24.679634,5.1959396e-06,900000,6977.7046
38968.605,29.193157,26.30066315388097,,6.1841197,-1,100,2.507544,50.85978,2939.362844467163,0.0025661683,51.988922,1347.9723,35.377277,500.0,20.116543,19,0.32458824,True,1.0447507,5.0596895,0.5198893,100479390.0,1.3306186e-07,4.7943773,5085.978,998.7903,0.12744942,1900,24.5318,26.300665,1.3306186e-05,950000,505.96902
2720.6956,24.873363,24.60518355249958,,11.334144,-1,100,2.5324726,21.583765,3230.5042436122894,0.03675531,22.574804,618.1133,36.207508,500.0,13.27104,20,0.26331982,True,1.0935204,2.146955,0.22574806,12102384.0,7.51807e-07,4.7915244,2158.3765,523.6836,0.074595734,2000,22.794807,24.60518,7.51807e-05,1000000,214.6955
44221.6,21.830673,26.694711875438472,,15.159108,-1,100,2.4583476,175.00609,3517.163954257965,0.0022613383,175.34181,4681.634,36.98978,500.0,11.5356045,21,0.31245163,True,1.00384,17.412552,1.7534184,415066020.0,3.7308934e-09,4.7528934,17500.61,4292.706,0.030232519,2100,24.84522,26.694712,3.7308936e-07,1050000,1741.2554
2799.3137,23.125946,26.598504133647847,,12.152875,-1,100,2.5354924,15.919765,3782.497619152069,0.03572304,16.975681,568.2453,35.27882,500.0,14.445629,22,0.29569334,True,1.136432,1.5833378,0.16975681,12156122.0,3.3460438e-08,4.356398,1591.9766,474.91776,0.033191264,2200,24.834562,26.598503,3.346044e-06,1100000,158.33379
8504.326,22.09626,26.781956839209233,,16.054482,-1,100,2.5537343,24.127241,4006.119253873825,0.011758721,24.78116,776.2579,38.15074,500.0,10.727475,23,0.28607696,True,1.0547717,2.4001575,0.24781157,13919516.0,4.4180103e-07,4.227837,2412.724,600.3469,0.056178913,2300,24.874418,26.781956,4.4180106e-05,1150000,240.01576
5641.1704,43.22122,27.14823423377498,,-2.0857363,-1,100,2.624657,18.27735,4227.949557065964,0.017726818,18.802696,512.2588,41.135483,500.0,29.23397,24,0.26087993,True,1.0582211,1.8181164,0.18802698,28916200.0,7.844195e-07,5.604636,1827.735,357.77917,0.0055595636,2400,25.091461,27.148232,7.844195e-05,1200000,181.81168
366448.38,27.020462,26.577010477812454,,11.143727,-1,100,2.5413578,176.59175,4455.015768766403,0.00027288974,177.07912,4596.8237,38.16419,500.0,15.433284,25,0.30316952,True,1.0055217,17.570215,1.770791,687596860.0,1.3367796e-11,4.777913,17659.176,3441.6895,0.031890363,2500,24.668802,26.57701,1.3367796e-09,1250000,1757.0217
99876510.0,23.438847,26.06565707396378,,10.843932,-1,100,2.5998538,3561.5933,4738.048443078995,1.0012365e-06,3561.8071,102921.445,34.28278,500.0,15.2217245,26,0.24250406,True,1.00012,354.3739,35.618073,414882660000.0,3.8735153e-09,4.298855,356159.34,85790.64,0.009700552,2600,24.35152,26.065657,3.8735155e-07,1300000,35437.39
9467.78,21.45797,25.210747340296496,,14.989467,-1,100,2.538305,29.228521,5019.815536975861,0.010562138,30.274868,881.17224,36.447437,500.0,10.22128,27,0.27413195,True,1.0721473,2.908133,0.3027487,17351390.0,1.8986979e-10,3.6751535,2922.8523,703.8508,0.013916075,2700,23.388374,25.210747,1.8986979e-08,1350000,290.81335
13510.683,23.368969,24.10235127655468,,10.291851,-1,100,2.5529726,35.38085,5284.325603961945,0.0074015507,35.769012,1199.987,33.66082,500.0,13.810499,28,0.24642155,True,1.022045,3.5199878,0.3576901,68490930.0,2.814618e-07,4.165476,3538.0852,1004.35803,0.008953854,2800,22.41931,24.102354,2.8146182e-05,1400000,351.99878
311596.84,17.470694,24.848624129153272,,15.638941,-1,100,2.4703364,250.70135,5474.203052043915,0.0003209275,250.78873,6820.8667,33.109634,500.0,9.209683,29,0.30807778,True,1.0006971,24.944382,2.507887,855467000.0,1.8088187e-10,3.9747765,25070.137,5896.7627,0.091659546,2900,23.193144,24.848625,1.8088187e-08,1450000,2494.4385
7701.7456,21.691647,27.125914311779326,,16.938713,-1,100,2.4911804,15.721688,5664.653551578522,0.012984069,18.983856,519.833,38.63036,500.0,10.187202,30,0.25620422,True,1.4267899,1.577916,0.18983856,2632426.8,1.00399745e-07,4.031497,1572.1688,350.3238,0.004042834,3000,25.194395,27.125916,1.0039975e-05,1500000,157.7916
6296971.0,18.665642,27.532323931311765,,16.993069,-1,100,2.446165,867.2361,5855.3119785785675,1.588065e-05,867.5383,18952.654,35.65871,500.0,10.539255,31,0.2836612,True,1.0006971,86.288605,8.675384,1989982000.0,1.0265183e-09,4.0132904,86723.61,14478.598,0.05638933,3100,25.749388,27.532326,1.0265184e-07,1550000,8628.86
245575.62,19.63188,28.946908159378246,,18.382853,-1,100,2.495514,337.96933,6093.892355680466,0.00040720653,338.35196,7219.7563,38.014732,500.0,10.564056,32,0.24049546,True,1.0022651,33.627144,3.3835201,138482370.0,6.5267153e-10,3.7051764,33796.934,6277.835,0.017398521,3200,27.046171,28.946907,6.526715e-08,1600000,3362.7146
62237764.0,17.972765,26.41121724527732,,17.063162,-1,100,2.4471512,1650.3646,6338.142823219299,1.6067415e-06,1650.9204,49222.805,35.035927,500.0,9.348056,33,0.24385212,True,1.0006737,164.20865,16.509203,45097540000.0,1.5204546e-11,3.615431,165036.47,35402.723,0.0352204,3300,24.65942,26.411217,1.5204547e-09,1650000,16420.865
2455209.5,23.325495,27.97043525876823,,16.165232,-1,100,2.4458964,318.8957,6579.851914167404,4.0729723e-05,319.276,10699.833,39.490726,500.0,11.805203,34,0.27073482,True,1.002386,31.72935,3.19276,3088121900.0,1.4095561e-10,4.712324,31889.568,7605.911,0.07063937,3400,25.995897,27.970436,1.4095561e-08,1700000,3172.9348
11798.619,19.730625,31.496194430512368,,21.20169,-1,100,2.480373,82.638794,6835.072909116745,0.008475568,82.845695,3236.6814,40.932316,500.0,10.294504,35,0.24906059,True,1.005013,8.222249,0.82845694,221559980.0,4.1277836e-08,4.015075,8263.88,3014.375,0.010903642,3500,29.449577,31.496191,4.1277835e-06,1750000,822.22504
490964.97,22.561417,31.584289619311868,,17.947124,-1,100,2.4558103,377.6715,7106.379933595657,0.00020368052,378.01306,12489.831,40.50854,500.0,13.637165,36,0.2917322,True,1.0018091,37.5775,3.7801306,3296060700.0,9.053236e-11,4.6290936,37767.152,11070.637,0.03479886,3600,29.558865,31.584288,9.053236e-09,1800000,3757.7495
5313915.0,21.389458,32.667601524960084,,20.349922,-1,100,2.4657063,1101.484,7365.096590280533,1.8818517e-05,1101.7334,37307.133,41.73938,500.0,12.317678,37,0.24317452,True,1.0004528,109.59602,11.017335,22662520000.0,6.3893285e-10,4.684814,110148.41,32496.266,0.049733445,3700,30.580633,32.6676,6.389329e-08,1850000,10959.602
3807752.8,30.733238,34.008256767600585,,16.955467,-1,100,2.4331057,1514.8628,7574.867502689362,2.6262209e-05,1515.9686,46954.523,47.688705,500.0,17.052788,38,0.25223088,True,1.0014602,150.72586,15.159684,45715603000.0,2.8095277e-09,5.0292816,151486.28,42301.664,0.026798725,3800,31.62382,34.008255,2.8095278e-07,1900000,15072.585
184434.6,21.321344,33.86978594277397,,21.113218,-1,100,2.4962225,163.23628,7762.743602752686,0.0005421976,163.56232,6141.233,42.434563,500.0,12.756567,39,0.3455946,True,1.0039976,16.24149,1.6356233,732098600.0,1.14314226e-07,4.1454787,16323.628,5230.0386,0.17860492,3900,31.748056,33.869785,1.14314225e-05,1950000,1624.1487
2119677.0,26.78232,35.431116900974516,,19.446512,-1,100,2.5788498,731.49054,7945.99355506897,4.7177e-05,732.411,26575.596,46.228832,500.0,15.984605,40,0.32428715,True,1.0025178,72.78147,7.3241096,15380327000.0,7.531741e-09,4.669774,73149.055,23210.342,0.06552273,4000,33.119675,35.431118,7.5317405e-07,2000000,7278.148
192431780.0,32.912216,34.172932106891906,,11.686207,-1,100,2.4797425,3920.8103,8150.399723529816,5.196647e-07,3921.2705,174880.77,44.598423,500.0,22.486723,41,0.22597724,True,1.0002348,390.1153,39.212708,1667316000000.0,1.1198358e-17,4.604004,392081.03,143947.34,0.012578964,4100,31.94301,34.17293,1.1198358e-15,2050000,39011.516
13315635.0,24.912273,36.89841625344568,,22.461487,-1,100,2.4739032,1466.3578,8360.711827754974,7.5099683e-06,1502.3336,61588.883,47.37376,500.0,14.436932,42,0.2442885,True,1.0490402,145.90843,15.0233345,77262480000.0,2.8503196e-11,4.9271936,146635.78,52945.4,0.046639428,4200,34.52973,36.89842,2.8503198e-09,2100000,14590.842
1322293.5,28.116333,36.130103728225556,,17.614815,-1,100,2.4412856,267.43558,8570.302772045135,7.562617e-05,268.3206,11007.192,45.731148,500.0,18.515287,43,0.29488835,True,1.0066241,26.608692,2.6832056,3948159700.0,4.6096688e-10,4.537883,26743.559,8377.856,0.070116386,4300,33.843548,36.1301,4.6096687e-08,2150000,2660.8687
3973838.5,28.021133,38.423015864123386,,20.148766,-1,100,2.5267255,2210.9458,8786.830622673035,2.5164585e-05,2211.555,75952.27,48.1699,500.0,18.27425,44,0.20802875,True,1.000551,219.9857,22.115545,100526870000.0,4.405554e-08,4.440553,221094.6,71151.06,0.0011991113,4400,36.01452,38.423016,4.405554e-06,2200000,21998.572
2597643.8,29.294899,35.56475184203116,,17.720978,-1,100,2.525877,1315.6436,9076.726737737656,3.8496426e-05,1315.8729,37779.49,47.015877,500.0,17.843775,45,0.30910477,True,1.0003488,130.90465,13.158728,21447807000.0,8.782694e-09,5.4520893,131564.36,33990.664,0.0052746832,4500,33.21396,35.56475,8.7826936e-07,2250000,13090.466
382979.56,19.930025,38.46174791719519,,27.369738,-1,100,2.5125735,215.04941,9349.953436374664,0.00026111054,215.84879,8617.509,47.299763,500.0,11.0920105,46,0.25236383,True,1.0074403,21.396427,2.1584878,763560800.0,7.2277406e-09,4.375831,21504.941,7153.9277,0.054314688,4600,36.096764,38.46175,7.227741e-07,2300000,2139.6426
4666.6426,20.90538,38.186558603124865,,25.677094,-1,100,2.4500425,19.67985,9621.46777677536,0.021428682,19.912962,843.15576,46.582474,500.0,12.509464,47,0.24787472,True,1.0238175,1.9578977,0.19912964,11064694.0,1.2482397e-07,4.545369,1967.985,684.04675,0.019521996,4700,35.857433,38.186558,1.2482397e-05,2350000,195.78976
1046637.8,22.9158,37.428518080150575,,25.104773,-1,100,2.4462907,492.04367,9886.738914489746,9.5544034e-05,492.38327,23642.213,48.020573,500.0,12.323745,48,0.26197156,True,1.0013807,48.957394,4.923833,12868071000.0,3.8621173e-09,4.5644717,49204.367,21185.832,0.005140722,4800,35.027493,37.428516,3.8621175e-07,2400000,4895.739
7150531.0,22.3774,40.408691477178635,,27.472057,-1,100,2.4521463,1961.6235,10101.664106845856,1.3984975e-05,1961.9159,78180.66,49.849457,500.0,12.936633,49,0.21703462,True,1.000298,195.17879,19.61916,61880920000.0,5.048481e-09,4.24501,196162.36,71515.664,0.030667782,4900,37.916218,40.40869,5.048481e-07,2450000,19517.879
1899594.5,21.267006,41.554078485651615,,29.160622,-1,100,2.4741209,295.94995,10303.570455789566,5.2642816e-05,301.03485,13087.659,50.427628,500.0,12.393457,50,0.24923259,True,1.0343771,29.44554,3.0103478,1908332200.0,3.242262e-08,4.2167754,29594.996,9612.546,0.00050887465,5000,39.032696,41.554077,3.242262e-06,2500000,2944.554
1284892.1,21.616213,42.11561452353267,,31.136518,-1,100,2.4368896,558.3301,10528.123527526855,7.782754e-05,558.60846,24867.877,52.75273,500.0,10.979096,51,0.21226893,True,1.0009973,55.552864,5.5860853,5889629700.0,2.5633143e-10,4.5484467,55833.008,21878.035,0.0020800382,5100,39.477978,42.115616,2.5633144e-08,2550000,5555.2866
37018676.0,23.84968,44.43320967957659,,29.896563,-1,100,2.3769615,1109.9749,10780.759315490723,2.701339e-06,1110.1278,54965.453,53.746243,500.0,14.536648,52,0.30786687,True,1.0002757,110.44094,11.101279,48520724000.0,1.07288345e-11,4.6434255,110997.484,38615.047,0.06708877,5200,41.745895,44.433212,1.0728834e-09,2600000,11044.096
1605957.5,21.035667,45.58094105457492,,35.677998,-1,100,2.3203208,300.6314,11041.086342334747,6.226815e-05,300.69507,13945.582,56.713665,500.0,9.902945,53,0.22392434,True,1.0004234,29.912378,3.0069504,1150913000.0,2.0817985e-10,4.5791936,30063.143,10352.023,0.09631485,5300,42.745262,45.580944,2.0817986e-08,2650000,2991.2388
29127440.0,22.763302,46.440537176553725,,32.822094,-1,100,2.314425,1593.4645,11288.247515439987,3.4331888e-06,1593.7339,82883.72,55.585396,500.0,13.6184435,54,0.23814344,True,1.0003381,158.54744,15.937339,96214884000.0,1.9831725e-10,4.2961707,159346.45,67884.05,0.042137176,5400,43.661263,46.440533,1.9831726e-08,2700000,15854.744
981.16736,19.650845,45.35851377239042,,34.864628,-1,100,2.2613459,8.466353,11500.209376811981,0.10191941,9.08792,446.23483,54.515472,500.0,10.493887,55,0.2515224,True,1.1516693,0.84194803,0.0908792,1630816.8,3.120906e-06,4.249749,846.6353,360.85382,0.015635446,5500,42.632736,45.35851,0.00031209062,2750000,84.1948
45077.766,24.57328,46.63505245063502,,32.81314,-1,100,2.2784357,55.753216,11726.395576000214,0.0022183885,55.967846,2309.2053,57.38642,500.0,13.821912,56,0.30793062,True,1.0077121,5.5471644,0.55967844,25526742.0,1.8006666e-07,3.9648316,5575.322,1700.0046,0.07406415,5600,43.76573,46.635056,1.8006667e-05,2800000,554.71643
92286.63,19.048279,43.78984895159628,,32.554665,-1,100,2.2952614,377.60272,12033.21898841858,0.0010835805,378.47543,18833.133,51.602943,500.0,11.235186,57,0.30649534,True,1.0046239,37.57019,3.7847543,4380382700.0,3.3917264e-08,4.0400476,37760.273,18049.316,0.052504808,5700,41.209698,43.789852,3.3917263e-06,2850000,3757.0188
6592.5454,23.86303,45.872856055809855,,28.945042,-1,100,2.2421803,30.236017,12368.436348676682,0.015168648,30.891735,1542.0338,52.80807,500.0,16.927814,58,0.2649815,True,1.043729,3.0079463,0.30891737,41129030.0,1.2196313e-07,4.109333,3023.6018,1327.6476,0.0693554,5800,43.232452,45.872856,1.2196313e-05,2900000,300.79462
1289149.8,19.505264,45.48002593944878,,34.20239,-1,100,2.1536584,998.51965,12703.731529712677,7.7570505e-05,1001.163,45545.688,53.707653,500.0,11.277637,59,0.20494549,True,1.0052967,99.34904,10.01163,13875150000.0,2.569639e-10,3.5922732,99851.97,42496.684,0.0033281744,5900,42.79464,45.48003,2.5696389e-08,2950000,9934.903
23016154.0,19.75019,47.28921983540406,,37.760963,-1,100,2.1712282,886.41626,13033.88983798027,4.3447744e-06,886.6111,38207.035,57.511154,500.0,9.528256,60,0.25195712,True,1.0004396,88.19713,8.86611,3365340400.0,8.874863e-11,4.1292524,88641.625,24411.502,0.030027956,6000,44.413662,47.28922,8.8748635e-09,3000000,8819.71
43424.254,19.521946,45.75710519670975,,35.032658,-1,100,2.1887279,55.880547,13352.414831638336,0.0023028606,57.128387,2721.5225,54.554604,500.0,10.724447,61,0.19801219,True,1.0447941,5.559758,0.5712839,53939996.0,7.072309e-08,3.9252064,5588.0547,2153.1047,0.024245963,6100,43.029373,45.757103,7.0723095e-06,3050000,555.9758
1846.8683,22.149734,47.574230340857845,,36.054585,-1,100,2.200109,9.851662,13672.179805755615,0.054145712,10.296974,503.4767,58.20432,500.0,11.519646,62,0.23455398,True,1.092178,0.97989196,0.10296972,1733053.4,6.693843e-07,3.7599077,985.1662,378.40958,0.037805706,6200,44.66401,47.57423,6.693843e-05,3100000,97.9892
119182.89,22.265472,48.364021006232946,,37.348583,-1,100,2.1803257,107.01305,13901.61739563942,0.0008390466,107.187325,5082.0396,59.614056,500.0,11.015438,63,0.300117,True,1.0032594,10.64749,1.0718733,132123010.0,8.00486e-09,4.420927,10701.305,4053.0151,0.02423814,6300,45.383316,48.364025,8.0048596e-07,3150000,1064.749
385833.2,19.656158,48.44103392937173,,38.51197,-1,100,2.128632,449.24045,14113.614400625229,0.00025917936,450.2904,20736.45,58.16813,500.0,9.929064,64,0.31684002,True,1.0046787,44.69783,4.502904,1448110600.0,2.583107e-09,4.06538,44924.047,18929.879,0.0969886,6400,45.532627,48.44103,2.583107e-07,3200000,4469.7827
2506858.0,17.67136,47.84352022489465,,39.519585,-1,100,2.138916,384.57248,14325.719793319702,3.9890572e-05,402.48413,18852.932,57.190945,500.0,8.3239355,65,0.28000885,True,1.0929918,38.28722,4.024841,1039314300.0,3.966831e-10,3.5008395,38457.25,14325.394,0.0069245994,6500,44.983974,47.84352,3.966831e-08,3250000,3828.7224
216263.08,14.961044,46.628798080998685,,38.441433,-1,100,2.107919,192.1122,14557.918683052063,0.0004623998,192.19865,9418.017,53.402477,500.0,8.187366,66,0.25631094,True,1.0009001,19.114838,1.9219867,466864160.0,2.1563931e-12,2.7826881,19211.22,8176.3,0.039469764,6600,43.958675,46.6288,2.1563933e-10,3300000,1911.4835
1060.1097,15.745708,47.89251538142352,,38.782223,-1,100,2.136726,6.748366,14819.91454744339,0.09432986,7.3248878,334.2223,54.52793,500.0,9.110293,67,0.2382015,True,1.1772965,0.67109865,0.07324887,274229.72,1.3145979e-06,3.271725,674.8366,245.45265,0.00078751147,6700,45.166115,47.892513,0.00013145979,3350000,67.10987
861325.06,16.82447,47.66553552222087,,39.12457,-1,100,2.132777,231.71652,15021.448204278946,0.000116100186,231.79718,11728.939,55.94904,500.0,8.540967,68,0.26409638,True,1.0006963,23.05542,2.317972,790306800.0,3.2841103e-09,3.3275094,23171.652,9132.691,0.019668236,6800,44.868084,47.66554,3.2841103e-07,3400000,2305.5422
14775.79,17.433285,47.073020733658275,,38.149776,-1,100,2.089844,28.796267,15233.425429821014,0.0067678276,31.144943,1451.0247,55.58306,500.0,8.923244,69,0.27774855,True,1.1658291,2.8676338,0.31144944,7322584.0,2.0451127e-08,3.427243,2879.6267,1113.2028,0.059378296,6900,44.293865,47.073017,2.0451128e-06,3450000,286.76337
67962.87,21.953838,47.002531011839395,,34.48405,-1,100,2.0705929,42.11007,15467.620263814926,0.0014713918,45.06916,2049.7627,56.43789,500.0,12.51848,70,0.2764602,True,1.1409398,4.1952353,0.4506916,22572834.0,3.7928302e-08,4.044392,4211.007,1314.1035,0.022148788,7000,44.180637,47.00253,3.7928303e-06,3500000,419.52353
5428.4233,16.10007,45.88566708926481,,38.349426,-1,100,2.0557954,34.001102,15737.306067943573,0.018421555,34.61942,1699.8322,54.449497,500.0,7.53624,71,0.23336066,True,1.0366656,3.382498,0.34619424,15346375.0,1.043016e-07,3.377017,3400.1104,1499.2461,0.031297624,7100,43.163193,45.88567,1.043016e-05,3550000,338.24982
232982.23,15.85379,46.100241353371075,,36.76979,-1,100,2.0705476,413.33273,16002.43168592453,0.00042921727,416.07083,21882.055,52.62358,500.0,9.33045,72,0.2671552,True,1.013263,41.123936,4.1607075,4530112000.0,3.158369e-08,3.1260068,41333.273,20612.031,0.05516255,7200,43.469063,46.10024,3.1583688e-06,3600000,4112.3936
224933.7,16.309727,46.4472506259915,,36.857487,-1,100,2.090567,221.3869,16336.192910909653,0.00044457545,221.57387,10134.02,53.167213,500.0,9.589764,73,0.23767906,True,1.0016897,22.027533,2.2157388,453644670.0,1.2729834e-08,3.2468088,22138.691,8873.234,0.022438511,7300,43.788887,46.44725,1.2729835e-06,3650000,2202.7532
96696.68,14.500137,45.70613312324153,,38.261726,-1,100,2.1211295,91.03263,16644.290112018585,0.0010341617,91.50345,4011.941,52.761864,500.0,7.4444065,74,0.29679185,True,1.0103657,9.057179,0.91503453,38228230.0,1.6728297e-08,3.0312784,9103.264,3191.5972,0.04850313,7400,43.06804,45.70613,1.6728297e-06,3700000,905.7179
1362023.9,14.542686,43.9229752639273,,36.09197,-1,100,2.0448387,824.75543,16902.65972328186,7.342015e-05,824.8367,34196.008,50.634655,500.0,7.8310065,75,0.26785734,True,1.0001968,82.06206,8.248365,2853636400.0,4.0602358e-10,3.2772686,82475.55,31241.33,0.06621416,7500,41.39124,43.922974,4.060236e-08,3750000,8206.205
5457.2476,16.992367,45.81355436158089,,35.41997,-1,100,2.050772,15.603225,17169.74987220764,0.018324256,17.933405,824.51514,52.41234,500.0,10.393584,76,0.26123753,True,1.3070922,1.5583055,0.17933403,3295923.5,1.6762392e-08,3.220903,1560.3225,630.9218,0.02833715,7600,43.192936,45.813553,1.6762392e-06,3800000,155.83058
