InitialReturnMin,EpisodesSoFar,ESSClassic,ReturnStepMaxmin,EmpiricalD2,MaxIWNorm,InitialBound,ESSRenyi,Bound,VarianceInit,OptimizationReturnMean,TimeElapsed,MeanEntropy,TimestepsSoFar,OptimizationReturnMin,MinIWNorm,MeanIW,InitialReturnStd,J_sample_variance,MaxIW,EpRewMean,LearnableVariance,StdIWNorm,MinIW,InitialReturnMean,EpThisIter,ReturnMeanIW,ReturnStepMax,OptimizationReturnMax,Iteration,EpLenMean,MeanIWNorm,StdIW,InitialReturnMax
9.285156,1100,1.1309692,0.027731538,2310383.2,707.5441,21.009573,4.3282864e-05,12318.288,-1,13.51547,2124.2914214134216,2.6273494,550000,,1.3248821e-11,754.0494,5.1370864,5970415600.0,70754.414,22.800625685783242,True,70.502495,1.3248822e-09,22.800625,100,15040.676,0.2393594,26.53587,11,500.0,7.540494,7050.25,35.821026
3.364173,1200,1.000092,0.18416356,69738340.0,1759.2484,16.194,1.4339315e-06,24788.201,-1,14.281869,2372.211996793747,2.6003416,600000,,1.1525006e-12,1759.3293,4.4593267,96099820000.0,175924.84,17.646041602245518,True,175.04292,1.15250066e-10,17.646042,100,36914.13,0.43067774,25.676666,12,500.0,17.593294,17504.29,29.04084
-0.70314425,1300,1.0198188,0.06701277,53376.156,87.16128,14.63812,0.0018734958,1789.147,-1,16.745342,2670.8769512176514,2.5860362,650000,,1.3751591e-07,88.02225,5.3978357,466160160.0,8716.128,16.04219737522151,True,8.671716,1.3751592e-05,16.042198,100,2113.5347,0.27444184,28.784676,13,500.0,0.88022256,867.17145,28.081532
7.5986505,1400,1.0017931,0.066423446,714801.6,275.68604,17.487478,0.00013989896,3688.5781,-1,11.406092,2960.6125195026398,2.4986556,700000,,3.274673e-10,275.93314,4.473841,828655300.0,27568.605,19.004742172118593,True,27.430166,3.274673e-08,19.004742,100,4971.3633,0.2980941,22.746628,14,500.0,2.759331,2743.0168,30.345278
7.773885,1500,1.0103475,0.01858309,255631.3,174.192,19.369179,0.0003911884,3613.5835,-1,13.161732,3251.7360010147095,2.531738,750000,,4.159621e-07,175.09143,5.1966887,920074400.0,17419.201,20.93561619245328,True,17.33103,4.159621e-05,20.935617,100,4405.574,0.24632646,23.55486,15,500.0,1.7509143,1733.1031,31.328745
11.357539,1600,1.0049671,0.08720282,61704.02,136.01115,19.966173,0.0016206399,3115.2385,-1,10.202871,3526.53093791008,2.554816,800000,,2.4159596e-07,136.34871,4.182781,386086560.0,13601.116,21.560410241637225,True,13.532616,2.4159597e-05,21.56041,100,3511.2515,0.2774342,20.527176,16,500.0,1.3634869,1353.2617,31.884714
12.745731,1700,1.0012566,0.11929338,15815606.0,982.7682,22.460638,6.3228686e-06,24689.287,-1,11.404546,3745.599210500717,2.546235,850000,,1.1634073e-11,983.38556,4.4480944,35760996000.0,98276.82,24.15027655911089,True,97.783585,1.1634074e-09,24.150278,100,31408.791,0.33926958,21.047077,17,500.0,9.833855,9778.358,33.79281
13.993287,1800,1.0002856,0.009823978,6433.0723,2638.0928,25.142574,0.0155446725,77958.33,-1,12.9878235,3964.1293725967407,2.4902644,900000,,4.297897e-08,2638.4697,4.5332756,170944870000.0,263809.28,26.981110522239472,True,262.4865,4.2978972e-06,26.981113,100,78105.79,0.22119445,22.777424,18,500.0,26.384695,26248.654,36.77071
16.863232,1900,1.0033078,0.0046959072,3042314.5,1096.856,25.133493,3.2869713e-05,31913.941,-1,10.11882,4186.471391439438,2.55591,950000,,7.228747e-09,1098.6696,4.312894,27844630000.0,109685.6,26.98205210434048,True,109.13407,7.228747e-07,26.982054,100,35138.24,0.19772778,20.10793,19,500.0,10.986697,10913.406,36.97116
18.299368,2000,1.0000863,0.120618075,4547451.5,5170.3345,25.821108,2.199034e-05,162168.33,-1,9.400853,4471.812937259674,2.4489481,1000000,,6.1197036e-10,5170.5576,4.2136955,521063730000.0,517033.44,27.70022116039235,True,514.4416,6.1197035e-08,27.700222,100,166175.48,0.30170095,19.282885,20,500.0,51.70558,51444.156,37.582253
14.210196,2100,1.0222108,0.0219841,218692.12,219.7529,24.13667,0.00045726384,4048.5605,-1,11.696006,4765.613405942917,2.4862962,1050000,,1.4578871e-08,222.19037,3.8493166,294117400.0,21975.291,25.90620018466977,True,21.863708,1.4578872e-06,25.906199,100,4876.0737,0.24035135,21.180445,21,500.0,2.2219038,2186.371,35.39064
14.357566,2200,1.9984851,0.13951135,2752.5522,11.502551,21.068287,0.036329918,373.6956,-1,8.25074,5040.8076848983765,2.48999,1100000,,1.441415e-06,19.791893,3.693458,1616097.1,1150.2551,22.608305847631776,True,1.3859682,0.0001441415,22.608305,100,454.49228,0.33081123,16.442791,22,500.0,0.19791889,138.59683,30.800358
14.494978,2300,1.0039055,0.03834404,276099.38,301.10025,21.262564,0.00036218844,7094.979,-1,8.288689,5235.861882209778,2.4185796,1150000,,1.1338579e-09,301.6878,3.1228702,1254635100.0,30110.025,22.78366681140697,True,29.95852,1.1338579e-07,22.783665,100,7894.244,0.2759646,15.927042,23,500.0,3.0168781,2995.852,30.42202
13.385832,2400,1.0071526,0.10466802,152698.77,140.4183,23.172092,0.00065488415,2918.3845,-1,11.337286,5423.148861169815,2.3459456,1200000,,9.143074e-11,140.91985,3.125911,269744300.0,14041.831,24.723118875157102,True,13.970966,9.143074e-09,24.72312,100,3524.4749,0.27846768,17.63472,24,500.0,1.4091984,1397.0966,31.020552
17.142147,2500,1.0028738,0.06498793,1875019.9,414.97104,23.763035,5.333277e-05,7646.8604,-1,8.355247,5618.769557952881,2.26966,1250000,,1.7372575e-12,415.5671,3.4544396,890140160.0,41497.105,25.49739420569527,True,41.288517,1.7372576e-10,25.497395,100,10021.742,0.26231912,17.54504,25,500.0,4.1556706,4128.852,34.687187
17.053892,2600,1.0245465,0.01513572,79463.88,58.23722,24.248116,0.0012584333,957.8589,-1,8.969263,5860.224851608276,2.2579613,1300000,,6.253785e-08,58.949005,3.6740367,21026072.0,5823.722,26.023154689369175,True,5.7939453,6.253785e-06,26.023155,100,1458.2302,0.25858885,18.44686,26,500.0,0.58949006,579.39453,35.50075
13.518508,2700,6.4421453,0.04057604,69.17423,0.6714538,23.048449,1.445625,53.389835,-1,11.319269,6100.82360124588,2.2320535,1350000,,1.3670874e-05,2.4522703,3.9846025,21741.8,67.14538,24.837777223017987,True,0.093453,0.0013670875,24.837778,100,68.27187,0.25343183,22.26807,27,500.0,0.024522703,9.3453,35.78658
14.974594,2800,1.0184739,0.014790177,730490.9,315.32413,24.071156,0.00013689425,4191.443,-1,11.015247,6336.049475908279,2.2270439,1400000,,3.9832457e-10,318.23346,4.53323,132300840.0,31532.414,25.989841921232202,True,31.372412,3.9832457e-08,25.989843,100,5831.32,0.36934122,23.399124,28,500.0,3.1823342,3137.2412,38.37372
11.651879,2900,1.0024755,0.02698344,188428.9,124.273056,23.20413,0.00053070416,3285.81,-1,13.334886,6594.042845964432,2.216344,1450000,,3.5216126e-09,124.426796,5.367179,681792960.0,12427.306,24.98676545900756,True,12.36486,3.5216127e-07,24.986763,100,4059.623,0.23669304,24.000809,29,500.0,1.2442681,1236.486,35.652687
17.396881,3000,1.0078101,0.015919149,99177.56,85.31174,27.815016,0.0010082925,2521.7678,-1,12.462827,6863.0435955524445,2.1794088,1500000,,1.6228634e-09,85.64436,4.3215485,281529000.0,8531.174,29.859708573380395,True,8.488088,1.6228634e-07,29.859709,100,3165.6914,0.23412867,23.496937,30,500.0,0.8564436,848.8089,40.893818
23.477047,3100,1.14452,0.011562422,3806.3135,10.564358,32.12509,0.02627214,261.8462,-1,10.780313,7119.723488807678,2.1964972,1550000,,2.7324478e-07,11.308538,4.3641825,1510969.8,1056.4358,34.25735971183845,True,1.0509818,2.7324479e-05,34.25736,100,393.39706,0.22266632,19.168274,31,500.0,0.11308538,105.098175,42.64532
21.57203,3200,1.0042249,0.03910914,125828.0,120.561615,31.760975,0.0007947357,3509.42,-1,12.417307,7329.778744459152,2.1746826,1600000,,5.4801298e-08,120.81607,4.200706,292772930.0,12056.162,33.98933606692402,True,11.995477,5.48013e-06,33.989334,100,4299.869,0.2713331,22.995174,32,500.0,1.2081608,1199.5477,44.567204
21.966297,3300,1.0064754,0.094625875,3949339.0,399.4789,30.826378,2.5320693e-05,12587.637,-1,11.099325,7514.826147317886,2.1472094,1650000,,8.2909374e-11,400.77148,5.088367,6852572700.0,39947.89,33.06562200203837,True,39.74648,8.290938e-09,33.06562,100,17037.67,0.29526392,22.818539,33,500.0,4.007714,3974.6477,44.784836
22.467514,3400,1.0012437,0.052379727,1066226.1,398.9889,31.023127,9.378874e-05,12249.803,-1,10.848785,7712.289459943771,2.1817904,1700000,,4.4919105e-08,399.237,4.742664,3266510000.0,39898.89,33.316300123158065,True,39.698647,4.4919107e-06,33.3163,100,14617.692,0.30096063,23.39595,34,500.0,3.9923694,3969.8643,45.863464
18.099043,3500,1.011244,0.018097043,3745736.8,251.86674,31.875645,2.6697018e-05,5418.6133,-1,16.037392,7916.312345504761,2.2279048,1750000,,1.2561452e-09,253.28032,5.073793,2712511200.0,25186.676,34.13643522849178,True,25.05915,1.2561452e-07,34.136436,100,9794.12,0.2561701,27.116705,35,500.0,2.532803,2505.915,45.215748
18.093275,3600,1.0023563,0.069657266,4073966.5,912.8506,31.075228,2.4546103e-05,28074.242,-1,15.051484,8127.897862434387,2.156409,1800000,,2.7604793e-12,913.9258,4.229545,24923912000.0,91285.06,33.14475926670818,True,90.82643,2.7604793e-10,33.14476,100,32251.393,0.27445632,23.297297,36,500.0,9.139258,9082.645,41.39057
24.407349,3700,1.0045311,0.045575917,302238.12,126.462265,31.340858,0.00033086495,3569.9082,-1,8.995522,8339.159808397293,2.2153318,1850000,,6.1329866e-09,126.74851,3.9287994,267753020.0,12646.227,33.402870794962816,True,12.582553,6.1329865e-07,33.402874,100,4703.524,0.2630014,16.832901,37,500.0,1.2674851,1258.2555,41.24025
23.517315,3800,1.0002779,0.04607825,8805428.0,819.4688,33.58854,1.1356631e-05,22528.637,-1,12.379007,8551.74101614952,2.2400782,1900000,,5.0222906e-09,819.58264,4.4379478,10578243000.0,81946.88,35.89632216664598,True,81.536,5.0222906e-07,35.89632,100,29376.729,0.22514138,22.638287,38,500.0,8.1958275,8153.6,46.1556
20.31485,3900,1.0086445,0.022484168,990118.25,236.4267,34.81538,0.00010099804,7805.1807,-1,16.772253,8842.206642627716,2.245483,1950000,,1.1718742e-08,237.44731,4.8087335,2753731000.0,23642.67,37.08710148591127,True,23.523224,1.1718743e-06,37.0871,100,10065.65,0.25398234,25.11959,39,500.0,2.3744729,2352.3223,45.43444
27.790098,4000,1.0003929,0.038300812,24677714.0,1386.745,36.729607,4.052239e-06,45344.754,-1,11.355639,9126.702804327011,2.1535556,2000000,,7.1628256e-13,1387.0175,4.3358808,36845584000.0,138674.5,39.14573778844177,True,137.97911,7.162826e-11,39.14574,100,57347.293,0.27244672,20.532537,40,500.0,13.8701725,13797.909,48.322636
34.15403,4100,1.0012813,0.014730781,592928.9,241.59384,41.17083,0.0001686543,8970.486,-1,9.727732,9398.475406646729,2.154534,2050000,,1.9803357e-08,241.74858,4.473307,852458940.0,24159.385,43.88176108010034,True,24.038128,1.9803358e-06,43.88176,100,11057.952,0.26822144,20.064545,41,500.0,2.4174857,2403.813,54.218575
31.632853,4200,1.0718353,0.0962463,11029.392,17.175844,41.420837,0.009066683,647.83325,-1,12.429276,9676.820576667786,2.1841168,2100000,,1.5345003e-07,17.783297,3.9597561,12887415.0,1717.5845,44.0621295300582,True,1.7084734,1.5345004e-05,44.06213,100,925.224,0.29815006,21.19296,42,500.0,0.17783296,170.84735,52.825813
33.195595,4300,1.0023754,0.021225974,739223.4,171.01843,41.465904,0.0001352771,5913.7295,-1,10.904156,9890.884222745895,2.0971322,2150000,,4.4803716e-10,171.22145,3.948894,653809340.0,17101.844,44.09975076322108,True,17.015917,4.4803716e-08,44.099747,100,8178.2563,0.22203803,19.481232,43,500.0,1.7122145,1701.5918,52.676826
35.743675,4400,1.0104723,0.031538874,28200.842,69.82803,42.12902,0.0035459935,2271.329,-1,9.061201,10105.816143989563,2.0743406,2200000,,3.700467e-08,70.192894,3.9067607,10688365.0,6982.8037,44.80487644292146,True,6.947451,3.7004672e-06,44.80488,100,2720.6882,0.224616,17.773426,44,500.0,0.70192885,694.74524,53.5171
35.62264,4500,1.0023367,0.07828456,182617.44,124.287636,43.06437,0.0005475928,4304.363,-1,10.175117,10319.119747638702,2.086677,2250000,,4.411499e-08,124.43276,4.218469,127644600.0,12428.764,45.79775547662826,True,12.366319,4.411499e-06,45.79776,100,5472.4395,0.31300935,19.044987,45,500.0,1.2443277,1236.632,54.667625
30.930634,4600,1.041831,0.022621095,8968.675,20.166477,41.691036,0.01114992,828.7768,-1,13.420895,10582.78551030159,2.0802844,2300000,,7.2845814e-09,20.584772,4.670962,19528470.0,2016.6478,44.35152810122641,True,2.0061953,7.2845813e-07,44.35153,100,1080.7336,0.3129865,22.279213,46,500.0,0.20584776,200.61955,53.209846
37.378952,4700,1.0073014,0.010340691,16675.398,53.510223,44.96602,0.0059968582,2243.9392,-1,10.451593,10855.214817762375,2.0830154,2350000,,8.96297e-08,53.70524,4.191624,40568732.0,5351.0225,47.830545606888535,True,5.3240056,8.96297e-06,47.830547,100,2613.845,0.20885493,19.911594,47,500.0,0.53705245,532.40063,57.290546
38.195763,4800,1.0005898,0.016627371,475744.56,361.19144,44.78307,0.00021019683,16547.705,-1,9.37328,11087.378604412079,2.1233263,2400000,,4.9213473e-09,361.29797,3.632167,2371705300.0,36119.145,47.569041630129085,True,35.93799,4.9213475e-07,47.56904,100,18469.307,0.20206428,17.523613,48,500.0,3.6129797,3593.7986,55.719376
32.270073,4900,1.0344458,0.007907346,865787.75,255.12991,43.123043,0.00011550175,10423.895,-1,13.605116,11305.799995660782,2.1052241,2450000,,6.9660735e-09,259.52335,4.530468,2137633700.0,25512.992,45.875189681417524,True,25.384262,6.9660734e-07,45.875195,100,12984.703,0.24397808,22.772831,49,500.0,2.5952334,2538.426,55.042904
34.987118,5000,1.0049143,0.06718989,554588.7,114.69432,47.224403,0.00018031381,3966.6194,-1,15.226279,11529.039459943771,2.0892715,2500000,,1.1999401e-10,114.97589,4.437628,485283500.0,11469.433,50.213398150995374,True,11.411667,1.1999402e-08,50.213398,100,6192.547,0.25489315,24.792828,50,500.0,1.1497587,1141.1666,59.779945
37.58555,5100,1.000044,0.05534509,35179324.0,2055.5188,46.46517,2.8425789e-06,87279.14,-1,11.862635,11856.77764081955,2.0612772,2550000,,3.0750485e-11,2055.564,4.5463667,82824680000.0,205551.88,49.44818215616695,True,204.52148,3.0750487e-09,49.448185,100,104972.01,0.28383988,22.0746,51,500.0,20.555641,20452.152,59.66015
33.895065,5200,1.1495472,0.064539984,1549.8466,11.191932,44.205727,0.06452252,491.6013,-1,13.132286,12185.294863939285,2.0309966,2600000,,3.6118465e-07,12.006566,4.496158,3479460.5,1119.1932,47.027350968412,True,1.1133833,3.6118465e-05,47.027355,100,602.6832,0.26913,22.537418,52,500.0,0.12006563,111.33833,56.432484
33.801727,5300,1.0022984,0.005621627,258782.0,195.6524,46.107693,0.00038642564,8436.378,-1,15.244084,12520.958760976791,2.0167334,2650000,,2.4333076e-08,195.87717,4.6426096,1137189000.0,19565.24,49.04581199754949,True,19.466948,2.4333076e-06,49.04581,100,9931.017,0.19975002,24.960617,53,500.0,1.9587717,1946.6947,58.762344
45.446674,5400,1.2109042,0.09745222,1736.7869,10.916662,52.185776,0.057577588,637.5956,-1,9.997341,12853.292729854584,2.0070424,2700000,,1.219432e-06,12.040067,4.2662826,4882583.5,1091.6663,55.444014935665756,True,1.0874981,0.000121943194,55.44402,100,773.382,0.32371196,19.718136,54,500.0,0.12040067,108.74983,65.16481
39.208263,5500,1.0083052,0.06120071,124805.55,90.36195,53.614643,0.00080124644,3845.3735,-1,17.866793,13187.965766429901,1.9848634,2750000,,3.5716962e-08,90.736534,4.6410723,238749570.0,9036.195,57.07505535400107,True,8.990535,3.5716962e-06,57.075058,100,5067.86,0.26095366,29.999851,55,500.0,0.9073652,899.0535,69.208115
43.720592,5600,1.073397,0.0856677,30764.055,25.388247,52.151237,0.0032505468,1087.0808,-1,11.699235,13491.905906915665,1.9612206,2800000,,6.645914e-09,26.311758,4.0320396,26017016.0,2538.8247,55.41982761694551,True,2.525959,6.645914e-07,55.419823,100,1660.3806,0.2805933,21.65115,56,500.0,0.2631176,252.59589,65.37174
48.385468,5700,3.1879616,0.02356401,2451.9834,4.5650578,54.23083,0.040783312,408.25415,-1,9.120709,13713.418190956116,1.9696862,2850000,,8.645982e-08,9.783698,3.5865111,489916.4,456.5058,57.506177879310535,True,0.5391519,8.645982e-06,57.506176,100,570.44104,0.23606066,17.12143,57,500.0,0.09783698,53.91519,65.5069
46.907986,5800,1.545584,0.050382584,175.70628,3.5421245,54.38746,0.5691316,218.0908,-1,10.887468,13928.181956768036,1.9698493,2900000,,2.7808653e-06,4.4126763,4.5035343,257851.12,354.21246,57.79545372021166,True,0.35218704,0.00027808655,57.79545,100,263.26523,0.29176882,21.251911,58,500.0,0.044126764,35.218704,68.1599
44.99145,5900,1.3574042,0.079871625,9092.585,16.747417,54.527527,0.010997972,817.0215,-1,12.766659,14142.919627428055,1.9967421,2950000,,3.2229988e-07,19.72141,4.120756,5400123.0,1674.7417,57.75810950370945,True,1.6811855,3.222999e-05,57.75811,100,1125.0736,0.3271554,19.620152,59,500.0,0.19721408,168.11853,64.6116
45.410297,6000,1.0007551,0.016368479,1115581.5,574.31885,51.87548,8.963935e-05,25066.807,-1,9.690105,14377.510896921158,1.9346519,3000000,,6.872908e-10,574.53564,4.257961,1254351600.0,57431.887,55.10040267194871,True,57.143784,6.872908e-08,55.1004,100,28473.002,0.27666405,19.088093,60,500.0,5.7453556,5714.379,64.49839
41.01123,6100,1.0008662,0.06991382,1107857.9,607.95447,53.6004,9.0264286e-05,31210.441,-1,15.940791,14637.29955291748,1.9228542,3050000,,4.9744324e-09,608.2177,5.1299005,10215514000.0,60795.45,56.95202090019072,True,60.490448,4.9744324e-07,56.952015,100,34738.188,0.2912617,26.021233,61,500.0,6.082177,6049.0444,67.03246
48.504337,6200,2.0402598,0.022835195,3567.003,11.31622,52.8655,0.02803474,949.7088,-1,7.563783,14829.845656394958,1.9471825,3100000,,1.9527141e-07,21.542517,3.8475635,1581349.6,1131.6221,56.06811986003608,True,1.492717,1.9527142e-05,56.06812,100,1140.9833,0.27684337,15.5480385,62,500.0,0.21542516,149.27171,64.052376
39.855568,6300,1.0099111,0.055923343,51394.64,36.41731,52.37954,0.0019457282,1211.2462,-1,15.787327,15041.391394853592,1.9810888,3150000,,1.3254404e-08,36.5974,4.6070924,26081900.0,3641.731,55.64289351779828,True,3.6233022,1.3254404e-06,55.64289,100,1951.0609,0.3238591,25.411491,63,500.0,0.36597398,362.33023,65.26706
41.982895,6400,1.0280467,0.11392945,5892036.5,571.87036,52.042614,1.697206e-05,28158.516,-1,13.224133,15282.562483549118,1.956785,3200000,,5.893911e-10,579.8641,4.064883,13467665000.0,57187.035,55.207027553189626,True,56.89523,5.893911e-08,55.20703,100,35839.656,0.36516878,21.305347,64,500.0,5.7986407,5689.523,63.288242
45.32322,6500,1.01626,0.07644181,627022.44,272.19656,52.425556,0.00015948393,13316.808,-1,10.308844,15558.53655719757,1.9585364,3250000,,9.262154e-10,274.4044,4.127139,1312397700.0,27219.658,55.63206284719762,True,27.081366,9.262154e-08,55.63206,100,15855.872,0.28369856,18.806923,65,500.0,2.7440438,2708.1372,64.13014
44.57212,6600,4.2544055,0.008708656,364.8051,1.6113614,52.518047,0.27411896,168.74463,-1,11.210611,15844.426155090332,1.9737169,3300000,,2.7763579e-06,4.2869825,4.477789,76082.06,161.13614,55.78273161789648,True,0.20337225,0.0002776358,55.78273,100,231.09967,0.23205717,20.721558,66,500.0,0.042869825,20.337225,65.29368
45.288265,6700,1.590609,0.022331655,272.93533,2.874574,54.219284,0.36638716,160.46935,-1,12.407402,16177.426830530167,1.9845297,3350000,,5.780878e-06,3.6348386,4.746023,194912.47,287.4574,57.69566730718049,True,0.28590494,0.0005780878,57.695667,100,217.9018,0.28754765,24.239376,67,500.0,0.036348388,28.590494,69.52764
40.666664,6800,1.3967711,0.07841545,411.3082,4.8039384,54.24913,0.24312669,206.38376,-1,17.042927,16463.93073296547,1.950837,3400000,,5.7000993e-06,5.683398,4.818194,155637.92,480.39386,57.70958997762266,True,0.47751933,0.0005700099,57.709595,100,276.56433,0.28314295,28.542442,68,500.0,0.056833982,47.751934,69.20911
41.30271,6900,1.7320186,0.028753668,52597.67,37.687656,52.569878,0.0019012248,2411.695,-1,14.572845,16721.305689811707,1.9162596,3450000,,2.2670876e-09,53.843,4.123951,52818304.0,3768.7656,55.875556109973786,True,4.0556364,2.2670876e-07,55.87556,100,3169.8254,0.28260767,24.810867,69,500.0,0.53843004,405.5636,66.11358
47.246597,7000,1.1913788,0.007380396,10526.256,18.635847,53.956955,0.009500054,833.00903,-1,10.020321,16985.546939134598,1.9185706,3500000,,1.9765281e-08,20.364044,4.1151085,4744383.5,1863.5848,57.26691898478471,True,1.8545411,1.9765282e-06,57.26692,100,1172.6029,0.19618505,18.95263,70,500.0,0.20364046,185.45413,66.19923
45.86518,7100,1.0003846,0.018709958,3407017.2,601.4489,54.995056,2.9351188e-05,26355.61,-1,12.471919,17301.374922275543,1.8747982,3550000,,1.7129399e-09,601.5646,4.0435085,3201537800.0,60144.895,58.33709968857107,True,59.843296,1.7129399e-07,58.3371,100,32524.38,0.22034785,20.975601,71,500.0,6.015646,5984.3296,66.84078
47.211594,7200,1.031169,0.028449222,18841.244,26.458479,52.661304,0.005307505,1128.6466,-1,8.816363,17632.517273664474,1.910533,3600000,,2.2973897e-08,26.868156,4.3352795,11704105.0,2645.848,56.02795681063538,True,2.6322198,2.2973898e-06,56.027954,100,1590.765,0.22841974,20.121483,72,500.0,0.26868156,263.222,67.33308
46.439247,7300,2.6346784,0.025478482,536.7263,2.7903552,54.677437,0.18631469,268.10828,-1,11.64041,17874.12977385521,1.8818272,3650000,,4.2489637e-06,5.31255,4.414992,467784.25,279.03552,58.079656848372494,True,0.3229545,0.0004248964,58.07966,100,346.92868,0.25542185,21.60511,73,500.0,0.053125497,32.295452,68.04436
48.946663,7400,1.0078319,0.00046101213,319496.47,214.56042,58.048088,0.00031299252,12895.018,-1,12.69382,18110.28298521042,1.8690531,3700000,,1.7573815e-09,215.40012,4.7307243,2026206600.0,21456.043,61.64048266452661,True,21.34776,1.7573815e-07,61.640488,100,14925.585,0.24611233,22.901268,74,500.0,2.1540012,2134.776,71.84793
47.72143,7500,1.0265958,0.023423165,17142.906,47.87029,56.080082,0.0058333166,2397.9807,-1,11.889829,18359.356060504913,1.8864347,3750000,,9.0358526e-08,48.50366,4.9688973,34253732.0,4787.029,59.61126105258155,True,4.76249,9.035853e-06,59.61126,100,2860.3215,0.298795,22.90218,75,500.0,0.4850365,476.24887,70.62361
49.276512,7600,1.0002313,0.019309938,2635896.2,355.591,59.25148,3.793776e-05,13955.266,-1,13.565599,18658.601325511932,1.875934,3800000,,1.0603952e-09,355.6321,4.5088506,820966400.0,35559.1,62.84211059452909,True,35.380817,1.0603952e-07,62.842106,100,19784.809,0.32619345,22.536041,76,500.0,3.5563211,3538.0818,71.81255
