MaxVanillaIw,Bound,VarVanillaIw,VarJ,ESSClassic,MinVanillaIw,AvgVanillaIw,AvgDiscRet,AvgNormIw,J,AvgRet,VanillaAvgRet,BatchSize,ESSRenyi,VarNormIw,MaxNormIw,VarDiscRet,MinNormIw,VarRet,AvgEpLen,eRenyi2
3.6838052,-861.6485,1.2576895,212.38652,38.068846192672055,9.948952e-13,0.87485194,-2314.3654119311004,0.01,-75.291885,-2314.3654119311004,-2314.3654119311004,100,38.00130521488887,0.00016432526,0.042107757,5635865.156847778,1.1372156e-14,5635865.156847778,200.0,2.6314886
1.3578265,-326.40295,0.14653395,57.358913,86.5141680026619,0.01316864,0.9646982,-130.93621624188293,0.01,-18.686335,-130.93621624188293,-130.93621624188293,100,88.96082348760328,1.574546e-05,0.014075143,358717.0171200698,0.00013650529,358717.0171200698,200.0,1.1240903
1.1534349,-276.82315,0.036583308,28.009607,96.36603877962595,0.084628,0.9800085,-40.05101675039317,0.009999999,-11.823778,-40.05101675039317,-40.05101675039317,100,96.86872709884062,3.8091082e-06,0.011769642,95536.09416905766,0.0008635436,95536.09416905766,200.0,1.0323249
3.1106954,-13.564114,0.27931517,8.691079,76.53425188359958,0.0954899,0.94967645,-11.381292149680146,0.010000002,-10.69488,-11.381292149680146,-11.381292149680146,100,75.0632035938244,3.0970143e-05,0.03275532,80.01630031843798,0.0010054993,80.01630031843798,200.0,1.3322107
1.2766187,-13.467068,0.10165138,8.9724455,90.43494540100562,0.16017649,0.975435,-9.939000377857687,0.01,-9.4115505,-9.939000377857687,-9.939000377857687,100,92.2395622522987,1.0683574e-05,0.013087686,96.81407809843222,0.0016421031,96.81407809843222,200.0,1.0841335
2.2918274,-9.668281,0.036697704,6.640027,96.20928522013818,0.86117923,0.96024996,-7.785335372120184,0.01,-7.6031365,-7.785335372120184,-7.785335372120184,100,93.73630317764044,3.979883e-06,0.023866989,47.864222964401336,0.0089682825,47.864222964401336,200.0,1.0668225
1.4127415,-13.513905,0.16513936,7.8579917,83.11052295764296,0.046746854,0.8969389,-9.770467426646944,0.01,-8.745499,-9.770467426646944,-9.770467426646944,100,87.90286284993162,2.052697e-05,0.015750699,79.65211603143852,0.00052118214,79.65211603143852,200.0,1.1376194
2.3464932,-10.1641245,0.78734434,7.9207687,59.642481981498044,1.5106943e-07,1.0732864,-8.49493723501603,0.01,-7.1716495,-8.49493723501603,-8.49493723501603,100,57.84725074455353,6.834921e-05,0.021862695,50.45092261611046,1.4075408e-09,50.45092261611046,200.0,1.7286906
3.8226633,-10.59953,1.800725,10.821321,34.56636833033645,3.654629e-21,0.9704378,-8.970187571671396,0.010000002,-7.3506656,-8.970187571671396,-8.970187571671396,100,36.317128242036375,0.0001912106,0.03939112,52.52681662727277,3.765959e-23,52.52681662727277,200.0,2.7535217
2.7891145,-9.351711,0.25618353,7.8988013,80.37939676937569,0.3381592,1.0193173,-7.6251592616770925,0.009999999,-7.133592,-7.6251592616770925,-7.6251592616770925,100,78.07382709743518,2.4656556e-05,0.027362576,56.07395605400602,0.003317507,56.07395605400602,200.0,1.280839
