VarJ,VarNormIw,ESSClassic,VarVanillaIw,Bound,BatchSize,J,eRenyi2,VanillaAvgRet,VarDiscRet,Delta,ESSRenyi,MaxNormIw,MinNormIw,AvgNormIw,IterType,EpsThisIter,MinVanillaIw,AvgEpLen,AvgRet,VarRet,AvgVanillaIw,AvgDiscRet,MaxVanillaIw
57.9646,5.43914e-20,299.999969474,,-51.5521,500,-22.206,1.0,-17.0966002865,2398.7434734,0.1,500.0,0.00333333,0.00333333,0.00333333,2,100,1.0,51.02,-17.0966002865,2398.7434734,1.0,-17.0966002865,1.0
50.7674,5.4346e-20,400.0,,-44.5813,500,-19.1668,1.0,-10.0490805524,119.997802889,0.1,500.0,0.0025,0.0025,0.0025,2,100,1.0,39.6,-10.0490805524,119.997802889,1.0,-10.0490805524,1.0
0.352854,0.000162574,12.0301252508,2.00551e+07,16.7909,500,40.2015,1.06065,-7.49538617993,565.512032766,0.1,471.408250867,0.0832289,3.76835e-07,0.002,1,100,0.132354,39.98,-7.49538617993,565.512032766,702.451,-7.49538617993,29232.1
26.6385,3.50449e-18,100.0,,-39.7638,500,-15.8555,1.0,-15.8555398915,716.779870696,0.1,500.0,0.01,0.01,0.01,2,100,1.0,81.72,-15.8555398915,716.779870696,1.0,-15.8555398915,1.0
42.5458,2.1793e-19,200.000000102,,-30.8396,500,1.785,1.0,19.4255309338,2311.41628017,0.1,500.0,0.005,0.005,0.005,2,100,1.0,102.16,19.4255309338,2311.41628017,1.0,19.4255309338,1.0
35.9043,5.43914e-20,299.999969474,,-23.5976,500,3.04026,1.0,5.55077730762,240.01305066,0.1,500.0,0.00333333,0.00333333,0.00333333,2,100,1.0,33.2,5.55077730762,240.01305066,1.0,5.55077730762,1.0
45.5681,5.4346e-20,400.0,,-23.1884,500,2.22717,1.0,-0.212090391671,4475.26526374,0.1,500.0,0.0025,0.0025,0.0025,2,100,1.0,93.16,-0.212090391671,4475.26526374,1.0,-0.212090391671,1.0
0.556511,0.00019617,10.0111528626,9.58627e+07,130.098,500,153.716,1.07946,6.50242293189,1028.24588783,0.1,463.194651892,0.0999443,6.42793e-08,0.002,1,100,0.0449345,44.26,6.50242293189,1028.24588783,1398.1,6.50242293189,69866.2
14.6283,3.50449e-18,100.0,,-8.23549,500,0.985006,1.0,0.98500638205,216.14978608,0.1,500.0,0.01,0.01,0.01,2,100,1.0,33.84,0.98500638205,216.14978608,1.0,0.98500638205,1.0
22.8974,2.1793e-19,200.000000102,,-19.3497,500,-5.59754,1.0,-12.1800884294,755.493049693,0.1,500.0,0.005,0.005,0.005,2,100,1.0,55.02,-12.1800884294,755.493049693,1.0,-12.1800884294,1.0
20.2658,5.43914e-20,299.999969474,,-14.3176,500,-3.08901,1.0,1.92806429927,147.23316668,0.1,500.0,0.00333333,0.00333333,0.00333333,2,100,1.0,27.82,1.92806429927,147.23316668,1.0,1.92806429927,1.0
18.5223,5.4346e-20,400.0,,-12.3131,500,-2.58887,1.0,-1.08846878188,138.590380544,0.1,500.0,0.0025,0.0025,0.0025,2,100,1.0,33.54,-1.08846878188,138.590380544,1.0,-1.08846878188,1.0
0.2831,0.000162581,12.0296247337,1.60247e+07,28.3275,500,37.2837,1.06033,5.21971401024,348.823906577,0.1,471.550128363,0.0832307,7.84953e-07,0.002,1,100,0.246436,30.7,5.21971401024,348.823906577,627.899,5.21971401024,26130.2
24.027,3.50449e-18,100.0,,-7.30658,500,14.7574,1.0,14.7574126342,583.126018059,0.1,500.0,0.01,0.01,0.01,2,100,1.0,36.68,14.7574126342,583.126018059,1.0,14.7574126342,1.0
58.4018,2.1793e-19,200.000000102,,-56.3293,500,-10.9579,1.0,-36.6732728513,4971.40337138,0.1,500.0,0.005,0.005,0.005,2,100,1.0,60.46,-36.6732728513,4971.40337138,1.0,-36.6732728513,1.0
74.8188,5.43914e-20,299.999969474,,-53.7577,500,-11.928,1.0,-13.8681720703,10067.0583975,0.1,500.0,0.00333333,0.00333333,0.00333333,2,100,1.0,109.26,-13.8681720703,10067.0583975,1.0,-13.8681720703,1.0
65.5335,5.4346e-20,400.0,,-45.5541,500,-9.32857,1.0,-1.53024392692,306.970167835,0.1,500.0,0.0025,0.0025,0.0025,2,100,1.0,51.6,-1.53024392692,306.970167835,1.0,-1.53024392692,1.0
1.67871,0.000162417,12.0414962351,8.41922e+06,113.33,500,146.569,1.05243,-7.90050640368,200.422673355,0.1,475.0912876,0.0831896,1.04847e-06,0.002,1,100,0.238713,32.72,-7.90050640368,200.422673355,455.355,-7.90050640368,18940.4
22.8903,3.50449e-18,100.0,,-22.7723,500,-8.06607,1.0,-8.06606723875,529.256278821,0.1,500.0,0.01,0.01,0.01,2,100,1.0,97.48,-8.06606723875,529.256278821,1.0,-8.06606723875,1.0
27.8039,2.1793e-19,200.000000102,,-11.4849,500,2.32352,1.0,12.713100137,814.408697034,0.1,500.0,0.005,0.005,0.005,2,100,1.0,43.7,12.713100137,814.408697034,1.0,12.713100137,1.0
27.138,5.43914e-20,299.999969474,,-10.8835,500,0.391005,1.0,-3.47401930905,647.355933299,0.1,500.0,0.00333333,0.00333333,0.00333333,2,100,1.0,37.68,-3.47401930905,647.355933299,1.0,-3.47401930905,1.0
27.6028,5.4346e-20,400.0,,-14.6076,500,-4.84362,1.0,-20.5475031642,514.573169932,0.1,500.0,0.0025,0.0025,0.0025,2,100,1.0,40.88,-20.5475031642,514.573169932,1.0,-20.5475031642,1.0
0.1312,0.000196266,10.0063130726,3.41837e+08,56.0007,500,65.075,1.07963,7.07336654519,303.198741626,0.1,463.123202822,0.0999684,8.52526e-08,0.002,1,100,0.112511,40.68,7.07336654519,303.198741626,2639.47,7.07336654519,131932.0
83.1567,3.50449e-18,100.0,,-37.9229,500,36.2672,1.0,36.2672317158,6984.88825994,0.1,500.0,0.01,0.01,0.01,2,100,1.0,50.46,36.2672317158,6984.88825994,1.0,36.2672317158,1.0
63.7964,2.1793e-19,200.000000102,,-34.0666,500,18.3937,1.0,0.52022509759,591.921500474,0.1,500.0,0.005,0.005,0.005,2,100,1.0,36.28,0.52022509759,591.921500474,1.0,0.52022509759,1.0
54.2296,5.43914e-20,299.999969474,,-31.7192,500,11.1144,1.0,-3.44418736527,368.337641161,0.1,500.0,0.00333333,0.00333333,0.00333333,2,100,1.0,39.98,-3.44418736527,368.337641161,1.0,-3.44418736527,1.0
54.5481,5.4346e-20,400.0,,-31.9418,500,5.1532,1.0,-12.7304796613,2679.78912324,0.1,500.0,0.0025,0.0025,0.0025,2,100,1.0,59.1,-12.7304796613,2679.78912324,1.0,-12.7304796613,1.0
1.20273,0.00016275,12.0174809578,4.09387e+07,212.934,500,247.116,1.06138,-26.8374559031,2130.24838659,0.1,471.08660031,0.0832727,1.0719e-06,0.002,1,100,0.537601,47.68,-26.8374559031,2130.24838659,1003.08,-26.8374559031,41764.7
22.0967,3.50449e-18,100.0,,-13.9852,500,2.58307,1.0,2.58306586187,493.197001246,0.1,500.0,0.01,0.01,0.01,2,100,1.0,34.88,2.58306586187,493.197001246,1.0,2.58306586187,1.0
21.1152,2.1793e-19,200.000000102,,-7.69579,500,4.01978,1.0,5.45648684063,403.340438072,0.1,500.0,0.005,0.005,0.005,2,100,1.0,43.22,5.45648684063,403.340438072,1.0,5.45648684063,1.0
25.1018,5.43914e-20,299.999969474,,-13.4457,500,-2.16502,1.0,-14.534607762,776.859097979,0.1,500.0,0.00333333,0.00333333,0.00333333,2,100,1.0,42.08,-14.534607762,776.859097979,1.0,-14.534607762,1.0
23.6624,5.4346e-20,400.0,,-13.254,500,-3.48461,1.0,-7.44337877748,331.760101025,0.1,500.0,0.0025,0.0025,0.0025,2,100,1.0,37.88,-7.44337877748,331.760101025,1.0,-7.44337877748,1.0
0.242071,0.000196137,10.0127646549,7.42741e+07,44.3072,500,53.3369,1.06789,-4.18797265996,662.728368164,0.1,468.211481401,0.0999362,4.05515e-07,0.002,1,100,0.249543,34.94,-4.18797265996,662.728368164,1230.75,-4.18797265996,61498.1
17.4217,3.50449e-18,100.0,,-6.03966,500,8.22321,1.0,8.22321105965,306.582459159,0.1,500.0,0.01,0.01,0.01,2,100,1.0,35.02,8.22321105965,306.582459159,1.0,8.22321105965,1.0
17.8823,2.1793e-19,200.000000102,,-1.54408,500,8.54129,1.0,8.85936580621,339.22493689,0.1,500.0,0.005,0.005,0.005,2,100,1.0,46.18,8.85936580621,339.22493689,1.0,8.85936580621,1.0
17.4021,5.43914e-20,299.999969474,,-2.62838,500,5.60629,1.0,-0.263707454829,219.453210656,0.1,500.0,0.00333333,0.00333333,0.00333333,2,100,1.0,31.44,-0.263707454829,219.453210656,1.0,-0.263707454829,1.0
17.703,5.4346e-20,400.0,,-2.06979,500,5.06164,1.0,3.42770687987,344.978771957,0.1,500.0,0.0025,0.0025,0.0025,2,100,1.0,39.12,3.42770687987,344.978771957,1.0,3.42770687987,1.0
0.120134,0.000196204,10.0094319254,1.59097e+08,40.8802,500,47.5261,1.08559,2.86046614972,305.880411075,0.1,460.58040345,0.0999529,1.23459e-07,0.002,1,100,0.111173,40.02,2.86046614972,305.880411075,1800.97,2.86046614972,90006.3
22.5045,3.50449e-18,100.0,,-14.0663,500,0.983796,1.0,0.983795074181,511.56718679,0.1,500.0,0.01,0.01,0.01,2,100,1.0,40.6,0.983795074181,511.56718679,1.0,0.983795074181,1.0
25.0834,2.1793e-19,200.000000102,,-8.13411,500,7.22338,1.0,13.4629624856,680.847281243,0.1,500.0,0.005,0.005,0.005,2,100,1.0,47.04,13.4629624856,680.847281243,1.0,13.4629624856,1.0
21.3602,5.43914e-20,299.999969474,,-6.90716,500,5.63218,1.0,2.44976683878,96.1938119187,0.1,500.0,0.00333333,0.00333333,0.00333333,2,100,1.0,38.12,2.44976683878,96.1938119187,1.0,2.44976683878,1.0
27.5084,5.4346e-20,400.0,,-9.2432,500,3.05162,1.0,-4.6900369831,1594.09346592,0.1,500.0,0.0025,0.0025,0.0025,2,100,1.0,52.6,-4.6900369831,1594.09346592,1.0,-4.6900369831,1.0
0.249039,0.000162804,12.0135909007,8.06076e+07,70.0226,500,82.2186,1.06515,5.98340290989,2833.79443685,0.1,469.416970197,0.0832862,3.51747e-07,0.002,1,100,0.247506,55.44,5.98340290989,2833.79443685,1407.3,5.98340290989,58604.2
19.4886,3.50449e-18,100.0,,-12.7737,500,-3.32592,1.0,-3.32591564042,383.64331809,0.1,500.0,0.01,0.01,0.01,2,100,1.0,93.38,-3.32591564042,383.64331809,1.0,-3.32591564042,1.0
31.7584,2.1793e-19,200.000000102,,-17.9264,500,-4.14062,1.0,-4.95532863192,1652.58856257,0.1,500.0,0.005,0.005,0.005,2,100,1.0,87.18,-4.95532863192,1652.58856257,1.0,-4.95532863192,1.0
50.5326,5.43914e-20,299.999969474,,-39.0533,500,-4.38486,1.0,-4.87333730991,5700.06889762,0.1,500.0,0.00333333,0.00333333,0.00333333,2,100,1.0,85.62,-4.87333730991,5700.06889762,1.0,-4.87333730991,1.0
43.8871,5.4346e-20,400.0,,-35.3545,500,-5.3307,1.0,-8.16822608177,33.2794507962,0.1,500.0,0.0025,0.0025,0.0025,2,100,1.0,26.32,-8.16822608177,33.2794507962,1.0,-8.16822608177,1.0
0.713183,0.000196006,10.0193635169,3.25171e+07,78.8666,500,106.678,1.07253,-4.98029559323,281.979654423,0.1,466.186635196,0.0999033,1.01201e-07,0.002,1,100,0.0412199,37.2,-4.98029559323,281.979654423,814.613,-4.98029559323,40691.3
63.4518,3.50449e-18,100.0,,-84.1248,500,-22.6559,1.0,-22.6558952093,4066.79433069,0.1,500.0,0.01,0.01,0.01,2,100,1.0,83.6,-22.6558952093,4066.79433069,1.0,-22.6558952093,1.0
51.2711,2.1793e-19,200.000000102,,-62.4686,500,-19.0035,1.0,-15.3511022426,1216.81289582,0.1,500.0,0.005,0.005,0.005,2,100,1.0,43.28,-15.3511022426,1216.81289582,1.0,-15.3511022426,1.0
44.4349,5.43914e-20,299.999969474,,-46.5659,500,-11.0768,1.0,4.77648259737,291.862123189,0.1,500.0,0.00333333,0.00333333,0.00333333,2,100,1.0,41.62,4.77648259737,291.862123189,1.0,4.77648259737,1.0
40.8783,5.4346e-20,400.0,,-39.1019,500,-8.36741,1.0,-0.239128706431,679.462262612,0.1,500.0,0.0025,0.0025,0.0025,2,100,1.0,44.08,-0.239128706431,679.462262612,1.0,-0.239128706431,1.0
1.24027,0.000194718,10.0842916612,1.90219e+06,12.953,500,41.0637,1.04569,-7.85475318842,296.396898944,0.1,478.15451662,0.0995812,1.83825e-06,0.002,1,100,0.18169,41.94,-7.85475318842,296.396898944,197.676,-7.85475318842,9842.41
23.7272,3.50449e-18,100.0,,-20.0699,500,-4.31154,1.0,-4.31154430144,568.667018311,0.1,500.0,0.01,0.01,0.01,2,100,1.0,44.58,-4.31154430144,568.667018311,1.0,-4.31154430144,1.0
22.2399,2.1793e-19,200.000000102,,-6.88668,500,4.25615,1.0,12.8238441895,282.255228448,0.1,500.0,0.005,0.005,0.005,2,100,1.0,32.72,12.8238441895,282.255228448,1.0,12.8238441895,1.0
32.0831,5.43914e-20,299.999969474,,-11.293,500,4.59806,1.0,5.28187489673,2119.24567591,0.1,500.0,0.00333333,0.00333333,0.00333333,2,100,1.0,48.34,5.28187489673,2119.24567591,1.0,5.28187489673,1.0
28.4089,5.4346e-20,400.0,,-8.56184,500,5.20019,1.0,7.00657076815,137.301914806,0.1,500.0,0.0025,0.0025,0.0025,2,100,1.0,29.0,7.00657076815,137.301914806,1.0,7.00657076815,1.0
0.265931,0.000162828,12.01185171,1.0039e+08,74.7755,500,87.5477,1.07667,-11.4356063474,1086.04055024,0.1,464.396264948,0.0832922,2.99744e-07,0.002,1,100,0.23536,50.84,-11.4356063474,1086.04055024,1570.41,-11.4356063474,65401.3
14.3195,3.50449e-18,100.0,,-16.2569,500,-7.55333,1.0,-7.55332775193,207.11822383,0.1,500.0,0.01,0.01,0.01,2,100,1.0,85.32,-7.55332775193,207.11822383,1.0,-7.55332775193,1.0
14.7607,2.1793e-19,200.000000102,,-15.8187,500,-8.45963,1.0,-9.36593104635,231.382614621,0.1,500.0,0.005,0.005,0.005,2,100,1.0,37.32,-9.36593104635,231.382614621,1.0,-9.36593104635,1.0
20.8574,5.43914e-20,299.999969474,,-23.3197,500,-9.3169,1.0,-11.0314395347,873.665206263,0.1,500.0,0.00333333,0.00333333,0.00333333,2,100,1.0,67.12,-11.0314395347,873.665206263,1.0,-11.0314395347,1.0
20.6889,5.4346e-20,400.0,,-17.6882,500,-5.5615,1.0,5.70468042473,240.188626642,0.1,500.0,0.0025,0.0025,0.0025,2,100,1.0,38.16,5.70468042473,240.188626642,1.0,5.70468042473,1.0
0.150017,0.000162713,12.0201607107,3.58465e+07,15.9862,500,27.2247,1.07359,-10.3956653456,304.432728117,0.1,465.729190887,0.0832634,1.57374e-07,0.002,1,100,0.073866,53.88,-10.3956653456,304.432728117,938.734,-10.3956653456,39081.1
25.6405,3.50449e-18,100.0,,-17.1392,500,-2.42002,1.0,-2.42001773627,664.075524822,0.1,500.0,0.01,0.01,0.01,2,100,1.0,64.66,-2.42001773627,664.075524822,1.0,-2.42001773627,1.0
39.6071,2.1793e-19,200.000000102,,-15.6369,500,10.4092,1.0,23.2383430226,2172.56020421,0.1,500.0,0.005,0.005,0.005,2,100,1.0,52.94,23.2383430226,2172.56020421,1.0,23.2383430226,1.0
34.3478,5.43914e-20,299.999969474,,-13.955,500,7.31147,1.0,1.11609152893,347.777512898,0.1,500.0,0.00333333,0.00333333,0.00333333,2,100,1.0,33.38,1.11609152893,347.777512898,1.0,1.11609152893,1.0
34.2506,5.4346e-20,400.0,,-13.4668,500,4.95053,1.0,-2.13228193518,1097.16599928,0.1,500.0,0.0025,0.0025,0.0025,2,100,1.0,43.4,-2.13228193518,1097.16599928,1.0,-2.13228193518,1.0
0.78283,0.000162618,12.0269814926,2.14982e+07,105.742,500,122.662,1.05503,24.4577474225,652.606669851,0.1,473.919749756,0.0832398,7.57693e-07,0.002,1,100,0.275493,45.96,24.4577474225,652.606669851,727.189,24.4577474225,30265.5
23.0407,3.50449e-18,100.0,,-33.3902,500,-15.3264,1.0,-15.3264274325,536.23700727,0.1,500.0,0.01,0.01,0.01,2,100,1.0,36.8,-15.3264274325,536.23700727,1.0,-15.3264274325,1.0
21.0545,2.1793e-19,200.000000102,,-18.1848,500,-5.41185,1.0,4.50273051123,160.718289759,0.1,500.0,0.005,0.005,0.005,2,100,1.0,32.72,4.50273051123,160.718289759,1.0,4.50273051123,1.0
22.0013,5.43914e-20,299.999969474,,-9.43139,500,0.997707,1.0,13.8168177387,322.319117951,0.1,500.0,0.00333333,0.00333333,0.00333333,2,100,1.0,36.16,13.8168177387,322.319117951,1.0,13.8168177387,1.0
26.9721,5.4346e-20,400.0,,-12.024,500,0.182033,1.0,-2.26498962867,1464.46968804,0.1,500.0,0.0025,0.0025,0.0025,2,100,1.0,40.54,-2.26498962867,1464.46968804,1.0,-2.26498962867,1.0
0.178808,0.000196186,10.0103262687,1.0878e+08,46.934,500,58.2652,1.07724,3.31255408727,178.722010954,0.1,464.148304222,0.0999484,2.03905e-07,0.002,1,100,0.151834,38.6,3.31255408727,178.722010954,1489.26,3.31255408727,74424.7
30.0594,3.50449e-18,100.0,,-17.5897,500,3.36472,1.0,3.36472435717,912.69666671,0.1,500.0,0.01,0.01,0.01,2,100,1.0,36.28,3.36472435717,912.69666671,1.0,3.36472435717,1.0
25.9008,2.1793e-19,200.000000102,,-15.7248,500,-0.907758,1.0,-5.18024089154,405.684109047,0.1,500.0,0.005,0.005,0.005,2,100,1.0,47.5,-5.18024089154,405.684109047,1.0,-5.18024089154,1.0
27.5157,5.43914e-20,299.999969474,,-12.6409,500,1.99464,1.0,7.79944184908,887.969771018,0.1,500.0,0.00333333,0.00333333,0.00333333,2,100,1.0,37.22,7.79944184908,887.969771018,1.0,7.79944184908,1.0
27.3436,5.4346e-20,400.0,,-10.4448,500,2.22999,1.0,2.93603229165,725.953715652,0.1,500.0,0.0025,0.0025,0.0025,2,100,1.0,40.84,2.93603229165,725.953715652,1.0,2.93603229165,1.0
0.241183,0.000196215,10.0088540526,1.61618e+08,72.7148,500,84.4646,1.07422,3.00303075057,274.395193131,0.1,465.454235537,0.0999558,1.52439e-07,0.002,1,100,0.138349,34.48,3.00303075057,274.395193131,1815.13,3.00303075057,90716.5
44.6166,3.50449e-18,100.0,,-58.1836,500,-16.2947,1.0,-16.2946523341,2010.74685288,0.1,500.0,0.01,0.01,0.01,2,100,1.0,82.36,-16.2946523341,2010.74685288,1.0,-16.2946523341,1.0
38.1382,2.1793e-19,200.000000102,,-35.7791,500,-6.15912,1.0,3.9764120149,720.142347691,0.1,500.0,0.005,0.005,0.005,2,100,1.0,35.34,3.9764120149,720.142347691,1.0,3.9764120149,1.0
39.7132,5.43914e-20,299.999969474,,-19.3914,500,4.7932,1.0,26.6978287043,1113.78927322,0.1,500.0,0.00333333,0.00333333,0.00333333,2,100,1.0,45.98,26.6978287043,1113.78927322,1.0,26.6978287043,1.0
35.5689,5.4346e-20,400.0,,-18.2467,500,2.69777,1.0,-3.58851561118,279.269248206,0.1,500.0,0.0025,0.0025,0.0025,2,100,1.0,34.8,-3.58851561118,279.269248206,1.0,-3.58851561118,1.0
0.393692,0.000162769,12.0161231136,6.18399e+07,84.3325,500,103.669,1.06549,16.9794149881,1018.203185,0.1,469.269600236,0.0832774,2.25879e-07,0.002,1,100,0.139228,46.78,16.9794149881,1018.203185,1232.76,16.9794149881,51330.6
60.5366,3.50449e-18,100.0,,-33.8517,500,20.1763,1.0,20.176270789,3701.69517901,0.1,500.0,0.01,0.01,0.01,2,100,1.0,40.24,20.176270789,3701.69517901,1.0,20.176270789,1.0
50.9368,2.1793e-19,200.000000102,,-26.3513,500,11.8522,1.0,3.52821376698,1399.86459262,0.1,500.0,0.005,0.005,0.005,2,100,1.0,38.04,3.52821376698,1399.86459262,1.0,3.52821376698,1.0
52.2975,5.43914e-20,299.999969474,,-21.2041,500,9.98895,1.0,6.26236264916,3025.38428097,0.1,500.0,0.00333333,0.00333333,0.00333333,2,100,1.0,52.44,6.26236264916,3025.38428097,1.0,6.26236264916,1.0
46.779,5.4346e-20,400.0,,-17.0243,500,9.98968,1.0,9.99187191193,553.542694195,0.1,500.0,0.0025,0.0025,0.0025,2,100,1.0,40.34,9.99187191193,553.542694195,1.0,9.99187191193,1.0
0.838463,0.000196089,10.0151783366,5.40769e+07,154.878,500,179.976,1.07895,10.7715315788,2470.55688037,0.1,463.413944279,0.0999242,4.44068e-07,0.002,1,100,0.2332,50.44,10.7715315788,2470.55688037,1050.29,10.7715315788,52474.7
48.736,3.50449e-18,100.0,,-23.9351,500,11.573,1.0,11.5729597511,2399.19253505,0.1,500.0,0.01,0.01,0.01,2,100,1.0,92.22,11.5729597511,2399.19253505,1.0,11.5729597511,1.0
43.7006,2.1793e-19,200.000000102,,-9.75523,500,15.3527,1.0,19.132492566,1430.00942687,0.1,500.0,0.005,0.005,0.005,2,100,1.0,60.2,19.132492566,1430.00942687,1.0,19.132492566,1.0
37.549,5.43914e-20,299.999969474,,-8.62365,500,11.8769,1.0,4.92528214903,341.216669962,0.1,500.0,0.00333333,0.00333333,0.00333333,2,100,1.0,37.26,4.92528214903,341.216669962,1.0,4.92528214903,1.0
34.8523,5.4346e-20,400.0,,-8.55391,500,9.2001,1.0,1.16965511593,548.469619195,0.1,500.0,0.0025,0.0025,0.0025,2,100,1.0,33.42,1.16965511593,548.469619195,1.0,1.16965511593,1.0
0.386754,0.000162808,12.0133092012,7.55462e+07,101.899,500,118.301,1.06681,-10.5433101116,1107.59491057,0.1,468.688114801,0.0832872,2.84673e-07,0.002,1,100,0.193917,49.6,-10.5433101116,1107.59491057,1362.38,-10.5433101116,56734.5
16.6165,3.50449e-18,100.0,,-13.3785,500,-4.63622,1.0,-4.6362194083,278.896342491,0.1,500.0,0.01,0.01,0.01,2,100,1.0,54.36,-4.6362194083,278.896342491,1.0,-4.6362194083,1.0
21.698,2.1793e-19,200.000000102,,-15.8767,500,-4.94821,1.0,-5.26019966575,672.028531244,0.1,500.0,0.005,0.005,0.005,2,100,1.0,94.24,-5.26019966575,672.028531244,1.0,-5.26019966575,1.0
24.9141,5.43914e-20,299.999969474,,-11.4561,500,-0.0178547,1.0,9.84285620743,782.499929125,0.1,500.0,0.00333333,0.00333333,0.00333333,2,100,1.0,38.98,9.84285620743,782.499929125,1.0,9.84285620743,1.0
25.9151,5.4346e-20,400.0,,-6.59724,500,3.30853,1.0,13.2876928639,698.442408573,0.1,500.0,0.0025,0.0025,0.0025,2,100,1.0,41.76,13.2876928639,698.442408573,1.0,13.2876928639,1.0
0.136794,0.000196242,10.0075264219,2.66172e+08,56.7918,500,66.0193,1.08469,2.22983383474,817.919712993,0.1,460.960193796,0.0999624,6.79975e-08,0.002,1,100,0.0791914,119.28,2.22983383474,817.919712993,2329.24,2.22983383474,116418.0
47.4295,3.50449e-18,100.0,,-21.1312,500,6.51454,1.0,6.5145359038,2272.28289641,0.1,500.0,0.01,0.01,0.01,2,100,1.0,43.28,6.5145359038,2272.28289641,1.0,6.5145359038,1.0
