VarJ,J,VarNormIw,BatchSize,IterType,MaxVanillaIw,ESSRenyi,AvgNormIw,ESSClassic,MinNormIw,AvgVanillaIw,VanillaAvgRet,VarVanillaIw,Delta,AvgEpLen,Bound,AvgRet,AvgDiscRet,MinVanillaIw,eRenyi2,EpsThisIter,VarRet,VarDiscRet,MaxNormIw
2.07717,-106.565,4.75025e-07,100,1,1.1563,99.5435426341,0.01,99.5319525557,0.0073449,0.99796,-106.591290058,0.00473089,0.8,17.45,-112.215,-106.591290058,-106.591290058,0.732992,1.00459,100,4.43175208828,4.43175208828,0.0115866
2.30649,-107.055,3.51813e-06,100,1,1.83947,97.8751729289,0.01,96.6342572809,0.00717099,1.02,-107.176491391,0.0366029,0.8,17.68,-112.826,-107.176491391,-107.176491391,0.731443,1.02171,100,5.83889116794,5.83889116794,0.0180339
10.1788,-97.1103,0.00733972,100,1,127.977,99.9999046327,0.01,1.35752882947,7.24029e-21,1.4942,-106.439743514,163.869,0.8,17.41,-102.738,-106.439743514,-106.439743514,1.08184e-18,1.0,100,14.883118008,14.883118008,0.856492
2.22815,-113.333,0.00952565,200,,9.24349e+17,207874941.296,0.01,1.04927516361,8.25004e-21,9.47137e+15,-106.439743514,8.54515e+33,0.8,17.41,-inf,-106.439743514,-113.796428808,0.00781392,9.62117e-07,100,14.883118008,2849.89202706,0.975941
26.5313,-104.128,3.4579e-05,200,1,12.5054,104.11974243,0.005,84.1664366154,0.000379871,0.930101,-106.708556635,1.19655,0.8,17.48,-109.978,-106.708556635,-106.708556635,0.0706636,1.92087,100,13.9511397515,13.9511397515,0.067226
3.06636,-106.728,3.50449e-18,200,2,1.0,200.0,0.01,100.0,0.01,1.0,-106.727529134,,0.8,18.07,-112.436,-106.727529134,-106.727529134,1.0,1.0,100,9.49756080662,9.49756080662,0.01
5.94974,-105.968,4.33834e-06,200,1,2.1078,171.555771064,0.005,170.551618587,0.000689754,0.999601,-106.294619392,0.173395,0.8,20.24,-110.364,-106.294619392,-106.294619392,0.137896,1.1658,100,21.3539839298,21.3539839298,0.0105432
4.55919,-106.465,3.50449e-18,200,2,1.0,200.0,0.01,100.0,0.01,1.0,-106.464889799,,0.8,21.52,-112.32,-106.464889799,-106.464889799,1.0,1.0,100,20.9961501492,20.9961501492,0.01
5.0929,-106.035,1.63068e-06,200,1,1.90994,187.695660166,0.005,187.810891409,0.00171599,1.03966,-106.126634682,0.0705036,0.8,18.84,-110.309,-106.126634682,-106.126634682,0.356808,1.06555,100,12.6380890816,12.6380890816,0.00918541
2.30825,-107.119,3.50449e-18,200,2,1.0,200.0,0.01,100.0,0.01,1.0,-107.119258493,,0.8,19.26,-112.806,-107.119258493,-107.119258493,1.0,1.0,100,5.3818204488,5.3818204488,0.01
3.54131,-106.711,1.02678e-06,200,1,1.7037,192.50783871,0.005,192.147773008,0.00169442,0.991567,-106.604150419,0.0403813,0.8,21.39,-110.905,-106.604150419,-106.604150419,0.336026,1.03892,100,13.9669019948,13.9669019948,0.00859096
2.87343,-106.372,3.50449e-18,200,2,1.0,200.0,0.01,100.0,0.01,1.0,-106.372475535,,0.8,19.29,-112.003,-106.372475535,-106.372475535,1.0,1.0,100,8.33997020954,8.33997020954,0.01
8.04015,-105.196,9.67237e-05,200,1,16.2417,199.999570847,0.005,41.2404960572,0.000980834,0.683142,-106.253050686,1.80557,0.8,20.45,-109.297,-106.253050686,-106.253050686,0.13401,1.0,100,7.01941050046,7.01941050046,0.118875
40.2685,-110.409,3.50449e-18,200,2,1.0,200.0,0.01,100.0,0.01,1.0,-110.408656279,,0.8,39.5,-135.005,-110.408656279,-110.408656279,1.0,1.0,100,1637.92971031,1637.92971031,0.01
9.12322,-105.679,1.95379e-06,200,1,1.49586,185.282300903,0.005,185.569908,0.00117156,0.998987,-105.197891136,0.0779935,0.8,29.7,-123.748,-105.197891136,-105.197891136,0.234074,1.07943,100,51.9912637969,51.9912637969,0.0074869
7.75491,-103.659,3.50449e-18,200,2,1.0,200.0,0.01,100.0,0.01,1.0,-103.659322723,,0.8,30.72,-109.77,-103.659322723,-103.659322723,1.0,1.0,100,60.7460217341,60.7460217341,0.01
23.88,-98.361,8.87129e-05,200,1,11.1895,55.2761723722,0.005,44.1425609876,6.44551e-11,0.877955,-105.927632928,2.73522,0.8,25.91,-106.58,-105.927632928,-105.927632928,1.13177e-08,3.6182,100,20.6550557448,20.6550557448,0.0637247
7.9292,-102.557,3.50449e-18,200,2,1.0,200.0,0.01,100.0,0.01,1.0,-102.556805947,,0.8,39.3,-108.677,-102.556805947,-102.556805947,1.0,1.0,100,63.5072507311,63.5072507311,0.01
25.0179,-100.034,3.64796e-05,200,1,13.9889,106.007663895,0.005,81.5698079134,2.8623e-05,0.966825,-102.649116169,1.36397,0.8,40.66,-105.979,-102.649116169,-102.649116169,0.00553469,1.88666,100,44.2671162851,44.2671162851,0.0723445
13.7591,-102.053,3.50449e-18,200,2,1.0,200.0,0.01,100.0,0.01,1.0,-102.052677718,,0.8,50.74,-108.708,-102.052677718,-102.052677718,1.0,1.0,100,191.225484631,191.225484631,0.01
141.371,2.13713,0.00401444,200,1,146.51,2.9887955511,0.005,1.24397569416,,0.81766,-101.127782976,107.357,0.8,47.84,-38.9347,-101.127782976,-101.127782976,,66.9166,100,204.228043243,204.228043243,0.895911
42.7641,-99.5993,3.50449e-18,200,2,1.0,200.0,0.01,100.0,0.01,1.0,-99.5993101123,,0.8,151.88,-113.688,-99.5993101123,-99.5993101123,1.0,1.0,100,1847.23941761,1847.23941761,0.01
nan,nan,nan,300,,inf,20601513.3806,nan,nan,nan,inf,-101.127782976,nan,0.8,47.84,nan,-101.127782976,-103.631012798,0.00682546,1.4562e-05,100,204.228043243,1936.08654634,nan
206.726,-0.962138,0.0020353,300,1,369.556,2.11678173552,0.00333333,1.63428719746,,1.62358,-100.793154695,482.859,0.8,48.85,-51.488,-100.793154695,-100.793154695,,141.725,100,206.951385519,206.951385519,0.758724
32.3712,-95.1372,3.50449e-18,300,2,1.0,300.0,0.01,100.0,0.01,1.0,-95.1372386752,,0.8,114.68,-103.902,-95.1372386752,-95.1372386752,1.0,1.0,100,1058.47736126,1058.47736126,0.01
35.8833,-97.7999,2.1793e-19,300,2,1.0,300.0,0.005,200.000000102,0.005,1.0,-100.462511846,,0.8,120.87,-106.692,-100.462511846,-100.462511846,1.0,1.0,100,1528.42867612,1528.42867612,0.005
nan,nan,nan,400,,inf,234752442.268,nan,nan,nan,inf,-100.793154695,nan,0.8,48.85,nan,-100.793154695,-88.9591440767,0.00270595,1.70392e-06,100,206.951385519,1876.07251207,nan
265.396,-69.5706,0.000139029,400,1,57.7789,15.2875283076,0.0025,17.2495797451,1.44957e-25,0.984937,-103.306698409,21.5795,0.8,59.71,-88.3717,-103.306698409,-103.306698409,5.71095e-23,26.1651,100,145.985338575,145.985338575,0.146656
60.6751,-113.528,3.50449e-18,400,2,1.0,400.0,0.01,100.0,0.01,1.0,-113.528278631,,0.8,136.37,-136.858,-113.528278631,-113.528278631,1.0,1.0,100,3718.66028096,3718.66028096,0.01
63.9892,-113.124,2.1793e-19,400,2,1.0,400.0,0.005,200.000000102,0.005,1.0,-112.719801292,,0.8,153.37,-129.621,-112.719801292,-112.719801292,1.0,1.0,100,4552.95727256,4552.95727256,0.005
61.0288,-111.738,5.43914e-20,400,2,1.0,400.0,0.00333333,299.999969474,0.00333333,1.0,-108.964908839,,0.8,115.77,-125.207,-108.964908839,-108.964908839,1.0,1.0,100,3002.82736539,3002.82736539,0.00333333
228.375,-111.65,0.00223896,500,,1.75102e+22,943.000069697,0.0025,,9.3435e-25,4.63085e+19,-103.306698409,inf,0.8,59.71,-inf,-103.306698409,-105.954595507,0.0173073,0.530223,100,145.985338575,2205.47140122,0.945302
404.715,-47.9059,0.00033008,500,1,184.637,6.87902319886,0.002,5.99845235233,,1.31235,-102.667510566,142.121,0.8,52.5,-75.9337,-102.667510566,-102.667510566,,72.6847,100,202.464580976,202.464580976,0.281384
57.2732,-113.112,3.50449e-18,500,2,1.0,500.0,0.01,100.0,0.01,1.0,-113.112192193,,0.8,142.73,-130.7,-113.112192193,-113.112192193,1.0,1.0,100,3313.35853272,3313.35853272,0.01
64.2838,-105.54,2.1793e-19,500,2,1.0,500.0,0.005,200.000000102,0.005,1.0,-97.9687245579,,0.8,169.95,-119.986,-97.9687245579,-97.9687245579,1.0,1.0,100,4919.12739122,4919.12739122,0.005
59.8925,-103.178,5.43914e-20,500,2,1.0,500.0,0.00333333,299.999969474,0.00333333,1.0,-98.4534123828,,0.8,135.15,-114.973,-98.4534123828,-98.4534123828,1.0,1.0,100,2487.8883353,2487.8883353,0.00333333
57.4537,-102.648,5.4346e-20,500,2,1.0,500.0,0.0025,400.0,0.0025,1.0,-101.05915335,,0.8,139.67,-112.863,-101.05915335,-101.05915335,1.0,1.0,100,2463.66392744,2463.66392744,0.0025
664.521,2.72121,0.000264234,500,1,270.404,11.2443844349,0.002,7.47088497805,,1.76804,-107.750497133,206.497,0.8,147.75,-58.2038,-107.750497133,-107.750497133,,44.4666,100,3233.17118508,3233.17118508,0.30588
76.6104,-41.0624,3.50449e-18,500,2,1.0,500.0,0.01,100.0,0.01,1.0,-41.0623835221,,0.8,388.94,-51.2214,-41.0623835221,-41.0623835221,1.0,1.0,100,5928.44237248,5928.44237248,0.01
75.9396,-39.5657,2.1793e-19,500,2,1.0,500.0,0.005,200.000000102,0.005,1.0,-38.0689336936,,0.8,401.85,-49.9101,-38.0689336936,-38.0689336936,1.0,1.0,100,5717.16485366,5717.16485366,0.005
78.1256,-45.8305,5.43914e-20,500,2,1.0,500.0,0.00333333,299.999969474,0.00333333,1.0,-58.3601043077,,0.8,364.34,-54.2767,-58.3601043077,-58.3601043077,1.0,1.0,100,6607.80090826,6607.80090826,0.00333333
77.6883,-45.2415,5.4346e-20,500,2,1.0,500.0,0.0025,400.0,0.0025,1.0,-43.4745203341,,0.8,407.2,-52.5561,-43.4745203341,-43.4745203341,1.0,1.0,100,5885.74437962,5885.74437962,0.0025
122.554,51.1601,6.70376e-05,500,1,50.959,29.6207641846,0.002,28.207347141,,1.35703,-38.0895484195,30.8628,0.8,365.43,24.2804,-38.0895484195,-38.0895484195,,16.8801,100,5360.98713964,5360.98713964,0.0751039
46.9512,38.4156,3.50449e-18,500,2,1.0,500.0,0.01,100.0,0.01,1.0,38.4155792591,,0.8,478.31,32.6211,38.4155792591,38.4155792591,1.0,1.0,100,2226.67996251,2226.67996251,0.01
54.4912,32.3207,2.1793e-19,500,2,1.0,500.0,0.005,200.000000102,0.005,1.0,26.2258034456,,0.8,456.63,27.7652,26.2258034456,26.2258034456,1.0,1.0,100,3696.84618682,3696.84618682,0.005
49.6115,35.8795,5.43914e-20,500,2,1.0,500.0,0.00333333,299.999969474,0.00333333,1.0,42.9970123224,,0.8,492.54,32.1599,42.9970123224,42.9970123224,1.0,1.0,100,1383.14973431,1383.14973431,0.00333333
48.3628,37.5476,5.4346e-20,500,2,1.0,500.0,0.0025,400.0,0.0025,1.0,42.5519272511,,0.8,483.88,34.2891,42.5519272511,42.5519272511,1.0,1.0,100,1958.13054921,1958.13054921,0.0025
178.601,92.6195,0.000273966,500,1,130.439,9.65514345665,0.002,7.20933539078,,0.964959,34.5860635025,63.7755,0.8,469.1,71.6461,34.5860635025,34.5860635025,,51.7859,100,3200.52580792,3200.52580792,0.270351
20.2253,66.5243,3.50449e-18,500,2,1.0,500.0,0.01,100.0,0.01,1.0,66.524263962,,0.8,500.0,60.2929,66.524263962,66.524263962,1.0,1.0,100,413.194801921,413.194801921,0.01
21.1455,68.7216,2.1793e-19,500,2,1.0,500.0,0.005,200.000000102,0.005,1.0,70.9188989078,,0.8,500.0,64.3154,70.9188989078,70.9188989078,1.0,1.0,100,480.348233129,480.348233129,0.005
20.2492,68.9869,5.43914e-20,500,2,1.0,500.0,0.00333333,299.999969474,0.00333333,1.0,69.5176056197,,0.8,500.0,65.3893,69.5176056197,69.5176056197,1.0,1.0,100,338.790750689,338.790750689,0.00333333
20.1195,68.501,5.4346e-20,500,2,1.0,500.0,0.0025,400.0,0.0025,1.0,67.043161506,,0.8,500.0,65.3853,67.043161506,67.043161506,1.0,1.0,100,390.159594755,390.159594755,0.0025
39.3439,73.2029,9.5293e-06,500,1,14.3593,161.612001792,0.002,148.035861396,1.92057e-07,1.07916,69.593269523,2.77445,0.8,500.0,67.903,69.593269523,69.593269523,0.000103631,3.09383,100,377.011792124,377.011792124,0.0266119
20.434,72.1295,3.50449e-18,500,2,1.0,500.0,0.01,100.0,0.01,1.0,72.1294711308,,0.8,500.0,66.0966,72.1294711308,72.1294711308,1.0,1.0,100,421.765655205,421.765655205,0.01
20.4978,71.3196,2.1793e-19,500,2,1.0,500.0,0.005,200.000000102,0.005,1.0,70.5097427217,,0.8,500.0,66.7434,70.5097427217,70.5097427217,1.0,1.0,100,425.720959941,425.720959941,0.005
21.0648,71.3249,5.43914e-20,500,2,1.0,500.0,0.00333333,299.999969474,0.00333333,1.0,71.3355007938,,0.8,500.0,67.5884,71.3355007938,71.3355007938,1.0,1.0,100,495.816874462,495.816874462,0.00333333
21.0377,71.1657,5.4346e-20,500,2,1.0,500.0,0.0025,400.0,0.0025,1.0,70.6882154515,,0.8,500.0,67.9298,70.6882154515,70.6882154515,1.0,1.0,100,443.283480231,443.283480231,0.0025
58.4608,79.5979,1.58097e-05,500,1,24.1031,89.1420522932,0.002,101.121865642,1.73378e-12,1.09199,69.2281550431,4.71306,0.8,500.0,72.7433,69.2281550431,69.2281550431,9.46638e-10,5.60903,100,375.42549871,375.42549871,0.0441451
18.4408,70.7031,3.50449e-18,500,2,1.0,500.0,0.01,100.0,0.01,1.0,70.703066665,,0.8,500.0,63.822,70.703066665,70.703066665,1.0,1.0,100,343.496512592,343.496512592,0.01
17.766,70.0368,2.1793e-19,500,2,1.0,500.0,0.005,200.000000102,0.005,1.0,69.37062837,,0.8,500.0,65.1712,69.37062837,69.37062837,1.0,1.0,100,293.241994021,293.241994021,0.005
18.0418,70.4721,5.43914e-20,500,2,1.0,500.0,0.00333333,299.999969474,0.00333333,1.0,71.3426121488,,0.8,500.0,66.4993,71.3426121488,71.3426121488,1.0,1.0,100,347.595458977,347.595458977,0.00333333
18.7498,70.4769,5.4346e-20,500,2,1.0,500.0,0.0025,400.0,0.0025,1.0,70.491367391,,0.8,500.0,66.2599,70.491367391,70.491367391,1.0,1.0,100,434.050843475,434.050843475,0.0025
120.024,82.6585,0.000122944,500,1,153.366,64.8067819384,0.002,15.7855663465,4.79957e-08,1.27093,71.2958171737,49.6468,0.8,500.0,72.1819,71.2958171737,71.2958171737,3.04996e-05,7.71524,100,339.696597587,339.696597587,0.241344
20.6508,69.5505,3.50449e-18,500,2,1.0,500.0,0.01,100.0,0.01,1.0,69.5504860985,,0.8,500.0,63.2102,69.5504860985,69.5504860985,1.0,1.0,100,430.764677654,430.764677654,0.01
20.4898,70.4057,2.1793e-19,500,2,1.0,500.0,0.005,200.000000102,0.005,1.0,71.2609721973,,0.8,500.0,65.7354,71.2609721973,71.2609721973,1.0,1.0,100,415.906556698,415.906556698,0.005
20.2375,71.1174,5.43914e-20,500,2,1.0,500.0,0.00333333,299.999969474,0.00333333,1.0,72.5406444625,,0.8,500.0,67.3041,72.5406444625,72.5406444625,1.0,1.0,100,389.85630263,389.85630263,0.00333333
19.608,69.8713,5.4346e-20,500,2,1.0,500.0,0.0025,400.0,0.0025,1.0,66.1330215525,,0.8,500.0,66.5689,66.1330215525,66.1330215525,1.0,1.0,100,293.532790914,293.532790914,0.0025
53.3232,77.3562,2.66692e-05,500,1,20.2598,81.6111909047,0.002,65.3256371866,3.91162e-20,0.978728,69.6466869336,6.38667,0.8,500.0,70.045,69.6466869336,69.6466869336,1.91421e-17,6.12661,100,293.492048487,293.492048487,0.0414003
15.2959,75.137,3.50449e-18,500,2,1.0,500.0,0.01,100.0,0.01,1.0,75.1370206017,,0.8,500.0,69.1049,75.1370206017,75.1370206017,1.0,1.0,100,236.329309567,236.329309567,0.01
16.7805,73.9363,2.1793e-19,500,2,1.0,500.0,0.005,200.000000102,0.005,1.0,72.7355969081,,0.8,500.0,69.6045,72.7355969081,72.7355969081,1.0,1.0,100,329.613944549,329.613944549,0.005
18.293,74.2264,5.43914e-20,500,2,1.0,500.0,0.00333333,299.999969474,0.00333333,1.0,74.8066029714,,0.8,500.0,70.6274,74.8066029714,74.8066029714,1.0,1.0,100,444.678952679,444.678952679,0.00333333
18.7427,74.3989,5.4346e-20,500,2,1.0,500.0,0.0025,400.0,0.0025,1.0,74.9163138809,,0.8,500.0,70.9934,74.9163138809,74.9163138809,1.0,1.0,100,404.941907835,404.941907835,0.0025
40.8032,79.8344,2.73638e-05,500,1,42.9111,115.531675476,0.002,63.8792123086,9.70575e-13,1.09167,71.0360355528,8.15262,0.8,500.0,73.4977,71.0360355528,71.0360355528,5.29772e-10,4.32782,100,397.598147775,397.598147775,0.0786157
20.3235,75.526,3.50449e-18,500,2,1.0,500.0,0.01,100.0,0.01,1.0,75.5259643044,,0.8,500.0,69.42,75.5259643044,75.5259643044,1.0,1.0,100,417.216827439,417.216827439,0.01
19.5679,75.3506,2.1793e-19,500,2,1.0,500.0,0.005,200.000000102,0.005,1.0,75.1753248025,,0.8,500.0,70.9648,75.1753248025,75.1753248025,1.0,1.0,100,356.264382899,356.264382899,0.005
18.2612,75.5335,5.43914e-20,500,2,1.0,500.0,0.00333333,299.999969474,0.00333333,1.0,75.8993437975,,0.8,500.0,71.9408,75.8993437975,75.8993437975,1.0,1.0,100,236.76986572,236.76986572,0.00333333
17.7947,75.9202,5.4346e-20,500,2,1.0,500.0,0.0025,400.0,0.0025,1.0,77.0799801838,,0.8,500.0,72.8087,77.0799801838,77.0799801838,1.0,1.0,100,267.077965197,267.077965197,0.0025
30.4064,81.1205,9.7178e-06,500,1,9.64921,138.021194623,0.002,146.002849879,4.14542e-11,0.947772,75.069442231,2.18231,0.8,500.0,75.8236,75.069442231,75.069442231,1.96446e-08,3.62263,100,248.833662951,248.833662951,0.0203619
16.8614,79.403,3.50449e-18,500,2,1.0,500.0,0.01,100.0,0.01,1.0,79.4030105636,,0.8,500.0,73.3308,79.4030105636,79.4030105636,1.0,1.0,100,287.177207223,287.177207223,0.01
17.2553,79.6169,2.1793e-19,500,2,1.0,500.0,0.005,200.000000102,0.005,1.0,79.8307423327,,0.8,500.0,74.6605,79.8307423327,79.8307423327,1.0,1.0,100,314.235113051,314.235113051,0.005
18.1261,80.1109,5.43914e-20,500,2,1.0,500.0,0.00333333,299.999969474,0.00333333,1.0,81.0989510754,,0.8,500.0,75.9533,81.0989510754,81.0989510754,1.0,1.0,100,392.634036938,392.634036938,0.00333333
17.9679,80.2539,5.4346e-20,500,2,1.0,500.0,0.0025,400.0,0.0025,1.0,80.6829107578,,0.8,500.0,76.6533,80.6829107578,80.6829107578,1.0,1.0,100,308.557546506,308.557546506,0.0025
57.7175,82.7194,6.74635e-05,500,1,48.7016,499.961259983,0.002,28.0392369565,,0.698549,77.5350667241,8.23007,0.8,500.0,79.4988,77.5350667241,77.5350667241,,1.00008,100,264.365866567,264.365866567,0.139436
19.2644,79.4185,3.50449e-18,500,2,1.0,500.0,0.01,100.0,0.01,1.0,79.4184654745,,0.8,500.0,73.2132,79.4184654745,79.4184654745,1.0,1.0,100,374.865089509,374.865089509,0.01
