AvgRet,BatchSize,VarDiscRet,MinVanillaIw,AvgVanillaIw,ESSClassic,VarRet,AvgEpLen,Delta,AvgNormIw,MaxVanillaIw,EpsThisIter,VarVanillaIw,AvgDiscRet,VanillaAvgRet,VarJ,MaxNormIw,J,ESSRenyi,IterType,Bound,MinNormIw,VarNormIw,eRenyi2
-469.507916988,200,1841.62704637,0.430413,0.994524,192.425635369,1841.62704637,500.0,0.2,0.005,1.79858,100,0.0391283,-469.507916988,-469.507916988,43.0437,0.00904241,-467.55,194.150764222,1,-554.649,0.00216392,9.89011e-07,1.03013
-465.254800532,200,2764.37418731,1.0,1.0,100.0,2764.37418731,500.0,0.2,0.01,1.0,100,,-465.254800532,-465.254800532,52.3138,0.01,-465.255,200.0,2,-589.766,0.01,3.50449e-18,1.0
-477.657071332,200,2429.32676451,0.405654,1.01125,193.628654683,2429.32676451,500.0,0.2,0.005,1.59121,100,0.0338191,-477.657071332,-477.657071332,53.4218,0.00786753,-468.696,193.61102238,1,-558.18,0.0020057,8.26763e-07,1.033
-458.841153021,200,1862.76785378,1.0,1.0,100.0,1862.76785378,500.0,0.2,0.01,1.0,100,,-458.841153021,-458.841153021,42.9435,0.01,-458.841,200.0,2,-576.712,0.01,3.50449e-18,1.0
-472.330107543,200,2175.03670804,0.484807,1.014,193.565867807,2175.03670804,500.0,0.2,0.005,1.57111,100,0.0343488,-472.330107543,-472.330107543,46.3423,0.00774714,-462.705,193.313759852,1,-551.068,0.00239058,8.35177e-07,1.03459
-471.505043166,200,2078.42452127,1.0,1.0,100.0,2078.42452127,500.0,0.2,0.01,1.0,100,,-471.505043166,-471.505043166,45.3612,0.01,-471.505,200.0,2,-587.488,0.01,3.50449e-18,1.0
-462.148840067,200,2807.83240524,0.690053,1.02125,197.306570862,2807.83240524,500.0,0.2,0.005,1.41246,100,0.0143089,-462.148840067,-462.148840067,50.2943,0.00691538,-465.456,197.08716046,1,-559.239,0.00337848,3.42993e-07,1.01478
-464.243021993,200,2794.08739334,1.0,1.0,100.0,2794.08739334,500.0,0.2,0.01,1.0,100,,-464.243021993,-464.243021993,52.5942,0.01,-464.243,200.0,2,-588.228,0.01,3.50449e-18,1.0
-457.389017946,200,1993.01226826,0.562799,0.999549,194.246041072,1993.01226826,500.0,0.2,0.005,1.37642,100,0.0297438,-457.389017946,-457.389017946,50.2019,0.00688522,-458.347,194.44776884,1,-547.261,0.00281526,7.44266e-07,1.02855
-459.913690048,200,2234.11026845,1.0,1.0,100.0,2234.11026845,500.0,0.2,0.01,1.0,100,,-459.913690048,-459.913690048,47.0294,0.01,-459.914,200.0,2,-575.692,0.01,3.50449e-18,1.0
-469.982933869,200,1956.94106591,0.688426,1.00396,197.930111291,1956.94106591,500.0,0.2,0.005,1.25719,100,0.0105934,-469.982933869,-469.982933869,45.6938,0.00626116,-464.034,197.964217281,1,-556.372,0.00342856,2.6275e-07,1.01028
-461.418419536,200,1983.11629955,1.0,1.0,100.0,1983.11629955,500.0,0.2,0.01,1.0,100,,-461.418419536,-461.418419536,44.309,0.01,-461.418,200.0,2,-576.422,0.01,3.50449e-18,1.0
-459.941030658,200,2564.49848438,0.242569,1.0035,189.949783054,2564.49848438,500.0,0.2,0.005,1.59166,100,0.0535485,-459.941030658,-459.941030658,48.133,0.00793052,-456.726,191.791033344,1,-547.601,0.00120861,1.32938e-06,1.0428
-464.890912184,200,2111.03289566,1.0,1.0,100.0,2111.03289566,500.0,0.2,0.01,1.0,100,,-464.890912184,-464.890912184,45.7157,0.01,-464.891,200.0,2,-585.425,0.01,3.50449e-18,1.0
-469.981811425,200,2175.66517859,0.422761,0.990298,189.948203155,2175.66517859,500.0,0.2,0.005,1.47042,100,0.0521572,-469.981811425,-469.981811425,46.8577,0.00742414,-463.738,191.455797355,1,-550.85,0.00213451,1.3296e-06,1.04463
-456.944659689,200,2642.53026493,1.0,1.0,100.0,2642.53026493,500.0,0.2,0.01,1.0,100,,-456.944659689,-456.944659689,51.1479,0.01,-456.945,200.0,2,-590.377,0.01,3.50449e-18,1.0
-463.51012304,200,1497.65029183,0.328674,0.989421,189.34367365,1497.65029183,500.0,0.2,0.005,1.92286,100,0.0553727,-463.51012304,-463.51012304,45.0744,0.00971708,-455.673,190.536163246,1,-552.339,0.00166094,1.41408e-06,1.04967
-461.214698214,200,2538.39887514,1.0,1.0,100.0,2538.39887514,500.0,0.2,0.01,1.0,100,,-461.214698214,-461.214698214,50.13,0.01,-461.215,200.0,2,-584.983,0.01,3.50449e-18,1.0
-459.211880351,200,1602.65141191,0.420771,0.997951,186.023735588,1602.65141191,500.0,0.2,0.005,1.99122,100,0.0752,-459.211880351,-459.211880351,44.5585,0.00997654,-455.227,188.824910116,1,-545.296,0.00210817,1.88773e-06,1.05918
-444.425580233,200,1634.53262096,1.0,1.0,100.0,1634.53262096,500.0,0.2,0.01,1.0,100,,-444.425580233,-444.425580233,40.2267,0.01,-444.426,200.0,2,-554.262,0.01,3.50449e-18,1.0
-456.461187598,200,2505.02921191,0.388868,1.02088,192.205584316,2505.02921191,500.0,0.2,0.005,1.90375,100,0.0424756,-456.461187598,-456.461187598,44.53,0.00932408,-447.209,193.215824491,1,-539.189,0.00190458,1.0189e-06,1.03511
-460.418441305,200,2056.97359153,1.0,1.0,100.0,2056.97359153,500.0,0.2,0.01,1.0,100,,-460.418441305,-460.418441305,45.1265,0.01,-460.418,200.0,2,-574.326,0.01,3.50449e-18,1.0
-465.615574277,200,1845.13689631,0.305006,0.976701,189.352369468,1845.13689631,500.0,0.2,0.005,1.60695,100,0.0539117,-465.615574277,-465.615574277,45.9931,0.00822643,-459.544,191.631399915,1,-542.075,0.00156141,1.41286e-06,1.04367
-451.843299053,200,1661.7918391,1.0,1.0,100.0,1661.7918391,500.0,0.2,0.01,1.0,100,,-451.843299053,-451.843299053,40.5607,0.01,-451.843,200.0,2,-560.678,0.01,3.50449e-18,1.0
-441.660920793,200,1790.84189338,0.225146,0.994445,191.227355609,1790.84189338,500.0,0.2,0.005,1.40502,100,0.0455951,-441.660920793,-441.660920793,41.7592,0.00706436,-443.68,192.688873897,1,-523.751,0.00113202,1.15265e-06,1.03794
-449.622585559,200,2255.32408971,1.0,1.0,100.0,2255.32408971,500.0,0.2,0.01,1.0,100,,-449.622585559,-449.622585559,47.2522,0.01,-449.623,200.0,2,-565.202,0.01,3.50449e-18,1.0
-450.20712483,200,1753.37901804,0.528524,0.977633,193.33793576,1753.37901804,500.0,0.2,0.005,1.3683,100,0.0330994,-450.20712483,-450.20712483,44.694,0.006998,-447.033,193.271091558,1,-534.354,0.00270308,8.65782e-07,1.03482
-445.891284972,200,2096.89827372,1.0,1.0,100.0,2096.89827372,500.0,0.2,0.01,1.0,100,,-445.891284972,-445.891284972,45.5624,0.01,-445.891,200.0,2,-561.086,0.01,3.50449e-18,1.0
-451.089133773,200,2397.66506996,0.350156,0.989817,188.844676434,2397.66506996,500.0,0.2,0.005,1.73723,100,0.0581652,-451.089133773,-451.089133773,50.097,0.00877549,-443.798,189.042653319,1,-531.741,0.00176879,1.4842e-06,1.05796
-447.780397354,200,1924.16216234,1.0,1.0,100.0,1924.16216234,500.0,0.2,0.01,1.0,100,,-447.780397354,-447.780397354,43.6454,0.01,-447.78,200.0,2,-558.53,0.01,3.50449e-18,1.0
-440.226421048,200,2350.81385877,0.458258,1.00972,193.994498341,2350.81385877,500.0,0.2,0.005,2.04371,100,0.0317206,-440.226421048,-440.226421048,47.791,0.0101202,-441.832,194.730109539,1,-526.452,0.00226923,7.77817e-07,1.02706
-447.299440577,200,2468.95712217,1.0,1.0,100.0,2468.95712217,500.0,0.2,0.01,1.0,100,,-447.299440577,-447.299440577,49.4395,0.01,-447.299,200.0,2,-571.598,0.01,3.50449e-18,1.0
-446.645641259,200,1937.14165955,0.488715,1.0121,193.034369192,1937.14165955,500.0,0.2,0.005,1.41519,100,0.037149,-446.645641259,-446.645641259,45.771,0.00699137,-443.561,192.599153938,1,-533.126,0.00241437,9.06657e-07,1.03843
-448.541280805,200,1801.61372647,1.0,1.0,100.0,1801.61372647,500.0,0.2,0.01,1.0,100,,-448.541280805,-448.541280805,42.2327,0.01,-448.541,200.0,2,-566.918,0.01,3.50449e-18,1.0
-455.204837179,200,1680.00342432,0.424635,0.979559,190.646781061,1680.00342432,500.0,0.2,0.005,1.44548,100,0.0473118,-455.204837179,-455.204837179,42.7841,0.00737823,-448.246,190.728163629,1,-533.962,0.00216748,1.23268e-06,1.04861
-443.424561163,200,1851.87214708,1.0,1.0,100.0,1851.87214708,500.0,0.2,0.01,1.0,100,,-443.424561163,-443.424561163,42.8177,0.01,-443.425,200.0,2,-552.923,0.01,3.50449e-18,1.0
-444.506964154,200,1743.03582069,0.474855,1.01106,196.950657188,1743.03582069,500.0,0.2,0.005,1.20771,100,0.0159069,-444.506964154,-444.506964154,42.2945,0.0059725,-442.662,196.667768564,1,-520.742,0.00234831,3.89024e-07,1.01694
-435.191692169,200,1988.58396323,1.0,1.0,100.0,1988.58396323,500.0,0.2,0.01,1.0,100,,-435.191692169,-435.191692169,44.37,0.01,-435.192,200.0,2,-550.469,0.01,3.50449e-18,1.0
-444.279255842,200,2112.73331952,0.474632,1.0089,193.207601486,2112.73331952,500.0,0.2,0.005,1.5799,100,0.035964,-444.279255842,-444.279255842,45.3625,0.00782985,-436.795,193.181006672,1,-519.734,0.00235223,8.8331e-07,1.0353
-437.606812093,200,1817.34268053,1.0,1.0,100.0,1817.34268053,500.0,0.2,0.01,1.0,100,,-437.606812093,-437.606812093,42.4166,0.01,-437.607,200.0,2,-548.448,0.01,3.50449e-18,1.0
-446.318013669,200,2118.39725411,0.657089,1.00196,198.542995089,2118.39725411,500.0,0.2,0.005,1.37103,100,0.00740444,-446.318013669,-446.318013669,44.3012,0.0068417,-441.293,198.401080768,1,-525.685,0.00327901,1.84386e-07,1.00806
-446.494657825,200,2168.52350586,1.0,1.0,100.0,2168.52350586,500.0,0.2,0.01,1.0,100,,-446.494657825,-446.494657825,46.334,0.01,-446.495,200.0,2,-556.733,0.01,3.50449e-18,1.0
-448.94130109,200,2224.2405102,0.13264,1.03024,144.780608318,2224.2405102,500.0,0.2,0.005,8.03726,100,0.40685,-448.94130109,-448.94130109,60.1537,0.0390068,-437.571,174.579049514,1,-523.639,0.000643736,9.58293e-06,1.14561
-437.553081721,200,1803.47971186,1.0,1.0,100.0,1803.47971186,500.0,0.2,0.01,1.0,100,,-437.553081721,-437.553081721,42.2545,0.01,-437.553,200.0,2,-554.507,0.01,3.50449e-18,1.0
-448.060318969,200,1990.86137584,0.578791,1.00687,195.898669441,1990.86137584,500.0,0.2,0.005,1.38864,100,0.0213311,-448.060318969,-448.060318969,44.3027,0.00689587,-441.154,195.98335664,1,-525.553,0.00287422,5.26029e-07,1.02049
-444.802030044,200,2316.00234888,1.0,1.0,100.0,2316.00234888,500.0,0.2,0.01,1.0,100,,-444.802030044,-444.802030044,47.8836,0.01,-444.802,200.0,2,-563.266,0.01,3.50449e-18,1.0
-441.101126635,200,1786.66494495,0.223973,0.976107,184.425319724,1786.66494495,500.0,0.2,0.005,1.89705,100,0.0808672,-441.101126635,-441.101126635,48.2955,0.00971744,-437.351,186.224968676,1,-524.161,0.00114728,2.12187e-06,1.07397
-435.387068607,200,2044.13723843,1.0,1.0,100.0,2044.13723843,500.0,0.2,0.01,1.0,100,,-435.387068607,-435.387068607,44.9855,0.01,-435.387,200.0,2,-545.489,0.01,3.50449e-18,1.0
-432.945134159,200,2013.59318133,0.483233,1.00011,194.858140514,2013.59318133,500.0,0.2,0.005,1.34425,100,0.0265258,-432.945134159,-432.945134159,45.8248,0.00672051,-431.958,194.207152014,1,-511.973,0.00241591,6.63005e-07,1.02983
-428.543201572,200,1818.48633063,1.0,1.0,100.0,1818.48633063,500.0,0.2,0.01,1.0,100,,-428.543201572,-428.543201572,42.43,0.01,-428.543,200.0,2,-535.149,0.01,3.50449e-18,1.0
-430.775860923,200,1799.39236649,0.593895,0.99386,195.326723328,1799.39236649,500.0,0.2,0.005,1.39096,100,0.0237516,-430.775860923,-430.775860923,42.1708,0.00699776,-427.805,194.987614837,1,-504.845,0.00298782,6.01149e-07,1.02571
-445.059487952,200,2614.92789083,1.0,1.0,100.0,2614.92789083,500.0,0.2,0.01,1.0,100,,-445.059487952,-445.059487952,50.88,0.01,-445.059,200.0,2,-565.727,0.01,3.50449e-18,1.0
-428.166344105,200,1961.60569088,0.324589,0.983755,187.696309856,1961.60569088,500.0,0.2,0.005,1.60816,100,0.0637576,-428.166344105,-428.166344105,48.8113,0.00817357,-432.621,191.086140505,1,-519.913,0.00164975,1.64702e-06,1.04665
-428.961019052,200,2249.74618373,1.0,1.0,100.0,2249.74618373,500.0,0.2,0.01,1.0,100,,-428.961019052,-428.961019052,47.1937,0.01,-428.961,200.0,2,-535.609,0.01,3.50449e-18,1.0
-426.447135531,200,1951.73443383,0.501381,0.992918,192.912314206,1951.73443383,500.0,0.2,0.005,1.47901,100,0.0364036,-426.447135531,-426.447135531,47.4924,0.00744779,-425.134,193.336794306,1,-503.806,0.00252478,9.23118e-07,1.03446
-432.787362868,200,2696.55052159,1.0,1.0,100.0,2696.55052159,500.0,0.2,0.01,1.0,100,,-432.787362868,-432.787362868,51.668,0.01,-432.787,200.0,2,-566.446,0.01,3.50449e-18,1.0
-431.257042474,200,1827.49108171,0.624115,1.00532,197.323460672,1827.49108171,500.0,0.2,0.005,1.53217,100,0.0137777,-431.257042474,-431.257042474,48.0481,0.00762032,-430.974,197.764629526,1,-526.018,0.00310407,3.40809e-07,1.0113
-434.129906823,200,1703.39558758,1.0,1.0,100.0,1703.39558758,500.0,0.2,0.01,1.0,100,,-434.129906823,-434.129906823,41.0653,0.01,-434.13,200.0,2,-546.379,0.01,3.50449e-18,1.0
-423.727762938,200,1945.54182721,0.440195,0.99247,192.04168338,1945.54182721,500.0,0.2,0.005,1.55765,100,0.0410238,-423.727762938,-423.727762938,44.7004,0.00784732,-425.971,192.492112595,1,-506.876,0.00221767,1.04122e-06,1.039
-436.843523043,200,2474.09217198,1.0,1.0,100.0,2474.09217198,500.0,0.2,0.01,1.0,100,,-436.843523043,-436.843523043,49.4909,0.01,-436.844,200.0,2,-560.185,0.01,3.50449e-18,1.0
-423.02760236,200,1902.53405534,,0.000197112,1.00358214489,1902.53405534,500.0,0.2,0.005,0.0393519,100,7.74274e-06,-423.02760236,-423.02760236,2.24342,0.998212,-378.467,199.999904633,1,-465.683,,0.00498206,1.0
-602.747531571,200,40488.6899812,1.0,1.0,100.0,40488.6899812,500.0,0.2,0.01,1.0,100,,-602.747531571,-602.747531571,200.209,0.01,-602.748,200.0,2,-869.156,0.01,3.50449e-18,1.0
-423.02760236,300,37752.489785,25.4117,inf,nan,1902.53405534,500.0,0.2,nan,inf,100,nan,-634.328518745,-423.02760236,nan,nan,nan,72609199348.5,,nan,nan,nan,4.13171e-09
-423.391738144,300,2455.39911175,0.403418,1.01233,283.832737854,2455.39911175,500.0,0.2,0.00333333,1.56398,100,0.058569,-423.391738144,-423.391738144,48.7136,0.00514978,-423.981,284.961360776,1,-497.047,0.00132835,6.35011e-07,1.05277
-435.605251762,300,2721.18118656,1.0,1.0,100.0,2721.18118656,500.0,0.2,0.01,1.0,100,,-435.605251762,-435.605251762,51.9035,0.01,-435.605,300.0,2,-551.124,0.01,3.50449e-18,1.0
-421.707186177,300,2128.08569974,1.0,1.0,200.000000102,2128.08569974,500.0,0.2,0.005,1.0,100,,-421.707186177,-421.707186177,49.4841,0.005,-428.656,300.0,2,-510.34,0.005,2.1793e-19,1.0
-424.330170743,300,1644.03534024,0.369595,0.979799,279.021880652,1644.03534024,500.0,0.2,0.00333333,1.92665,100,0.072419,-424.330170743,-424.330170743,46.8442,0.00655458,-422.945,280.415275129,1,-491.93,0.00125738,8.38177e-07,1.06984
-429.122663159,300,1860.16778292,1.0,1.0,100.0,1860.16778292,500.0,0.2,0.01,1.0,100,,-429.122663159,-429.122663159,42.9135,0.01,-429.123,300.0,2,-535.935,0.01,3.50449e-18,1.0
-424.887993007,300,2256.03115889,1.0,1.0,200.000000102,2256.03115889,500.0,0.2,0.005,1.0,100,,-424.887993007,-424.887993007,45.1885,0.005,-427.005,300.0,2,-508.998,0.005,2.1793e-19,1.0
-428.687979676,300,2183.53527329,0.322785,0.997369,293.606648341,2183.53527329,500.0,0.2,0.00333333,1.42614,100,0.0217331,-428.687979676,-428.687979676,46.2685,0.00476634,-426.108,293.696109579,1,-494.036,0.00107879,2.42755e-07,1.02146
-424.074595437,300,2216.83134341,1.0,1.0,100.0,2216.83134341,500.0,0.2,0.01,1.0,100,,-424.074595437,-424.074595437,46.8472,0.01,-424.075,300.0,2,-538.774,0.01,3.50449e-18,1.0
-424.379675219,300,2380.49727469,1.0,1.0,200.000000102,2380.49727469,500.0,0.2,0.005,1.0,100,,-424.379675219,-424.379675219,47.7043,0.005,-424.227,300.0,2,-505.332,0.005,2.1793e-19,1.0
-416.963333194,300,1943.17637056,0.429256,0.974228,285.249062906,1943.17637056,500.0,0.2,0.00333333,1.4864,100,0.0492457,-416.963333194,-416.963333194,47.4214,0.00508574,-418.965,286.732082509,1,-486.702,0.0014687,5.76506e-07,1.04627
-422.834823453,300,2281.14689213,1.0,1.0,100.0,2281.14689213,500.0,0.2,0.01,1.0,100,,-422.834823453,-422.834823453,47.5219,0.01,-422.835,300.0,2,-533.495,0.01,3.50449e-18,1.0
-418.283480442,300,1892.64382343,1.0,1.0,200.000000102,1892.64382343,500.0,0.2,0.005,1.0,100,,-418.283480442,-418.283480442,45.5105,0.005,-420.559,300.0,2,-498.808,0.005,2.1793e-19,1.0
-414.276694868,300,1878.76924811,0.305201,0.999056,284.431483254,1878.76924811,500.0,0.2,0.00333333,1.75052,100,0.0548145,-414.276694868,-414.276694868,44.8421,0.00584058,-414.74,282.768580625,1,-480.548,0.0010183,6.10202e-07,1.06094
-418.407989003,300,2092.84261521,1.0,1.0,100.0,2092.84261521,500.0,0.2,0.01,1.0,100,,-418.407989003,-418.407989003,45.5183,0.01,-418.408,300.0,2,-527.272,0.01,3.50449e-18,1.0
-416.575580035,300,2178.20200102,1.0,1.0,200.000000102,2178.20200102,500.0,0.2,0.005,1.0,100,,-416.575580035,-416.575580035,45.9892,0.005,-417.492,300.0,2,-494.47,0.005,2.1793e-19,1.0
-423.963370009,300,2526.36051653,0.358831,1.02729,287.55278324,2526.36051653,500.0,0.2,0.00333333,1.6363,100,0.0458344,-423.963370009,-423.963370009,46.6955,0.00530942,-416.557,286.336023579,1,-480.892,0.00116432,4.82569e-07,1.04772
-420.398146796,300,2404.21549435,1.0,1.0,100.0,2404.21549435,500.0,0.2,0.01,1.0,100,,-420.398146796,-420.398146796,48.787,0.01,-420.398,300.0,2,-543.215,0.01,3.50449e-18,1.0
-406.824678785,300,2356.3680019,1.0,1.0,200.000000102,2356.3680019,500.0,0.2,0.005,1.0,100,,-406.824678785,-406.824678785,49.0158,0.005,-413.611,300.0,2,-500.456,0.005,2.1793e-19,1.0
-418.383539499,300,2189.88421431,0.47877,1.00132,291.723910364,2189.88421431,500.0,0.2,0.00333333,1.57131,100,0.0285397,-418.383539499,-418.383539499,49.2259,0.00523083,-413.295,292.185068711,1,-485.146,0.0015938,3.16275e-07,1.02675
-412.86009975,300,2099.18563626,1.0,1.0,100.0,2099.18563626,500.0,0.2,0.01,1.0,100,,-412.86009975,-412.86009975,45.5872,0.01,-412.86,300.0,2,-515.065,0.01,3.50449e-18,1.0
-411.45914594,300,2109.6780337,1.0,1.0,200.000000102,2109.6780337,500.0,0.2,0.005,1.0,100,,-411.45914594,-411.45914594,45.6495,0.005,-412.16,300.0,2,-487.224,0.005,2.1793e-19,1.0
-417.352805605,300,2027.15662568,0.340702,1.01989,277.845203399,2027.15662568,500.0,0.2,0.00333333,1.67854,100,0.0832187,-417.352805605,-417.352805605,46.4071,0.00548602,-409.244,278.50969379,1,-476.421,0.00111353,8.88943e-07,1.07716
-409.218319291,300,1834.75639353,1.0,1.0,100.0,1834.75639353,500.0,0.2,0.01,1.0,100,,-409.218319291,-409.218319291,42.6193,0.01,-409.218,300.0,2,-521.034,0.01,3.50449e-18,1.0
-405.395440004,300,1735.16168761,1.0,1.0,200.000000102,1735.16168761,500.0,0.2,0.005,1.0,100,,-405.395440004,-405.395440004,42.0804,0.005,-407.307,300.0,2,-486.372,0.005,2.1793e-19,1.0
-416.839563878,300,2446.47560684,0.599051,0.996791,292.769898218,2446.47560684,500.0,0.2,0.00333333,1.4068,100,0.0246196,-416.839563878,-416.839563878,44.1934,0.00470443,-408.693,292.499983437,1,-480.678,0.00200326,2.75315e-07,1.02564
-406.95580799,300,2232.93055591,1.0,1.0,100.0,2232.93055591,500.0,0.2,0.01,1.0,100,,-406.95580799,-406.95580799,47.017,0.01,-406.956,300.0,2,-513.012,0.01,3.50449e-18,1.0
-409.730693915,300,1605.24171656,1.0,1.0,200.000000102,1605.24171656,500.0,0.2,0.005,1.0,100,,-409.730693915,-409.730693915,43.6099,0.005,-408.343,300.0,2,-489.943,0.005,2.1793e-19,1.0
-415.598782294,300,2642.38139358,0.21161,1.01708,277.717914067,2642.38139358,500.0,0.2,0.00333333,1.88443,100,0.0832751,-415.598782294,-415.598782294,45.141,0.00617593,-406.054,279.762603662,1,-476.164,0.000693518,8.94458e-07,1.07234
-405.181955886,300,1903.96396532,1.0,1.0,100.0,1903.96396532,500.0,0.2,0.01,1.0,100,,-405.181955886,-405.181955886,43.4157,0.01,-405.182,300.0,2,-507.503,0.01,3.50449e-18,1.0
-408.814791575,300,2246.78369561,1.0,1.0,200.000000102,2246.78369561,500.0,0.2,0.005,1.0,100,,-408.814791575,-408.814791575,45.3643,0.005,-406.998,300.0,2,-485.052,0.005,2.1793e-19,1.0
-410.497615344,300,2296.42572198,0.413693,1.00217,288.902871307,2296.42572198,500.0,0.2,0.00333333,1.52938,100,0.0387077,-410.497615344,-410.497615344,47.5372,0.00508687,-405.72,288.894519013,1,-474.61,0.00137598,4.28221e-07,1.03844
-413.271357298,300,2100.610949,1.0,1.0,100.0,2100.610949,500.0,0.2,0.01,1.0,100,,-413.271357298,-413.271357298,45.6027,0.01,-413.271,300.0,2,-514.866,0.01,3.50449e-18,1.0
-403.816287649,300,2150.82182819,1.0,1.0,200.000000102,2150.82182819,500.0,0.2,0.005,1.0,100,,-403.816287649,-403.816287649,46.1173,0.005,-408.544,300.0,2,-485.189,0.005,2.1793e-19,1.0
-405.86445466,300,1843.99319856,0.400989,1.00689,286.866952907,1843.99319856,500.0,0.2,0.00333333,1.48029,100,0.04657,-405.86445466,-405.86445466,43.5378,0.00490053,-404.711,287.630619629,1,-473.027,0.00132748,5.10385e-07,1.043
-409.177188999,300,1924.67842323,1.0,1.0,100.0,1924.67842323,500.0,0.2,0.01,1.0,100,,-409.177188999,-409.177188999,43.6512,0.01,-409.177,300.0,2,-513.421,0.01,3.50449e-18,1.0
-404.388295648,300,1883.00205389,1.0,1.0,200.000000102,1883.00205389,500.0,0.2,0.005,1.0,100,,-404.388295648,-404.388295648,43.4803,0.005,-406.783,300.0,2,-487.292,0.005,2.1793e-19,1.0
-420.506094315,300,2119.39850976,0.615814,0.997777,293.1210944,2119.39850976,500.0,0.2,0.00333333,1.46541,100,0.0234415,-420.506094315,-420.506094315,45.0517,0.00489559,-409.91,293.117172563,1,-476.559,0.00205729,2.61623e-07,1.02348
-406.182577214,300,2104.00185759,1.0,1.0,100.0,2104.00185759,500.0,0.2,0.01,1.0,100,,-406.182577214,-406.182577214,45.6395,0.01,-406.183,300.0,2,-512.653,0.01,3.50449e-18,1.0
-408.278381184,300,1557.56688392,1.0,1.0,200.000000102,1557.56688392,500.0,0.2,0.005,1.0,100,,-408.278381184,-408.278381184,42.5861,0.005,-407.23,300.0,2,-482.516,0.005,2.1793e-19,1.0
-407.417561035,300,2271.1651108,0.298523,0.996022,286.893147429,2271.1651108,500.0,0.2,0.00333333,1.37714,100,0.0454741,-407.417561035,-407.417561035,45.882,0.00460882,-404.805,287.677341873,1,-467.579,0.000999051,5.09312e-07,1.04283
-407.248225244,300,2494.0556196,1.0,1.0,100.0,2494.0556196,500.0,0.2,0.01,1.0,100,,-407.248225244,-407.248225244,49.6902,0.01,-407.248,300.0,2,-513.356,0.01,3.50449e-18,1.0
-407.31713093,300,2179.48817506,1.0,1.0,200.000000102,2179.48817506,500.0,0.2,0.005,1.0,100,,-407.31713093,-407.31713093,48.0979,0.005,-407.283,300.0,2,-482.312,0.005,2.1793e-19,1.0
-409.042494952,300,2070.59605602,0.338454,0.994913,288.396331933,2070.59605602,500.0,0.2,0.00333333,1.764,100,0.0399603,-409.042494952,-409.042494952,47.1955,0.00591007,-405.566,289.622908704,1,-471.679,0.00113395,4.48555e-07,1.03583
-399.983979089,300,1850.21492622,1.0,1.0,100.0,1850.21492622,500.0,0.2,0.01,1.0,100,,-399.983979089,-399.983979089,42.7985,0.01,-399.984,300.0,2,-506.018,0.01,3.50449e-18,1.0
-405.69712905,300,2110.09350293,1.0,1.0,200.000000102,2110.09350293,500.0,0.2,0.005,1.0,100,,-405.69712905,-405.69712905,44.3679,0.005,-402.841,300.0,2,-477.818,0.005,2.1793e-19,1.0
-410.665569656,300,2359.2509798,0.501292,0.994385,295.179624708,2359.2509798,500.0,0.2,0.00333333,1.30643,100,0.0162017,-410.665569656,-410.665569656,45.3261,0.00437934,-404.292,294.65117616,1,-469.084,0.00168041,1.82057e-07,1.01815
-408.147049624,300,2419.20379986,1.0,1.0,100.0,2419.20379986,500.0,0.2,0.01,1.0,100,,-408.147049624,-408.147049624,48.9389,0.01,-408.147,300.0,2,-518.97,0.01,3.50449e-18,1.0
-402.813799579,300,2292.17535468,1.0,1.0,200.000000102,2292.17535468,500.0,0.2,0.005,1.0,100,,-402.813799579,-402.813799579,48.3657,0.005,-405.48,300.0,2,-488.961,0.005,2.1793e-19,1.0
-398.749925197,300,2561.16316281,0.494272,1.00857,292.830621148,2561.16316281,500.0,0.2,0.00333333,1.64591,100,0.0249876,-398.749925197,-398.749925197,47.7288,0.00543972,-401.256,291.843042407,1,-472.642,0.00163357,2.7294e-07,1.02795
-408.576795564,300,2227.19579997,1.0,1.0,100.0,2227.19579997,500.0,0.2,0.01,1.0,100,,-408.576795564,-408.576795564,46.9566,0.01,-408.577,300.0,2,-518.555,0.01,3.50449e-18,1.0
-399.549955904,300,1943.7837724,1.0,1.0,200.000000102,1943.7837724,500.0,0.2,0.005,1.0,100,,-399.549955904,-399.549955904,45.6619,0.005,-404.063,300.0,2,-481.829,0.005,2.1793e-19,1.0
-403.264109081,300,2025.37283762,0.373344,1.00027,287.08842881,2025.37283762,500.0,0.2,0.00333333,1.57948,100,0.0451492,-403.264109081,-403.264109081,46.8266,0.00526353,-400.906,286.763448583,1,-465.851,0.00124414,5.01388e-07,1.04616
-398.557082633,300,1826.5359001,1.0,1.0,100.0,1826.5359001,500.0,0.2,0.01,1.0,100,,-398.557082633,-398.557082633,42.5238,0.01,-398.557,300.0,2,-504.283,0.01,3.50449e-18,1.0
-398.61918562,300,1605.48593545,1.0,1.0,200.000000102,1605.48593545,500.0,0.2,0.005,1.0,100,,-398.61918562,-398.61918562,41.2171,0.005,-398.588,300.0,2,-475.991,0.005,2.1793e-19,1.0
-403.493712663,300,2403.65375046,0.617394,1.00888,296.182014934,2403.65375046,500.0,0.2,0.00333333,1.22815,100,0.0131646,-403.493712663,-403.493712663,43.302,0.0040578,-399.367,296.150255117,1,-465.409,0.00203986,1.43709e-07,1.013
