EpsThisIter,AvgDiscRet,AvgNormIw,VarVanillaIw,AvgEpLen,J,BatchSize,delta,ESSRenyi,renyi2,MaxNormIw,IterType,Bound,SamplesThisIter,VarNormIw,MaxVanillaIw,VanillaAvgRet,VarDiscRet,ESSClassic,AvgRet,AvgVanillaIw,MinNormIw,MinVanillaIw,VarRet,VarJ
100,-131.96015908,5.40541e-05,1001.7,500.0,14730.7,100,0.6,nan,nan,0.00607892,1,-0.557343,50000,3.30133e-08,1058.89,-131.96015908,39643.0451067,7.49619486112,-131.96015908,9.41568,1.6925e-12,2.94817e-07,39643.0451067,588.053
