MaxVanillaIw,eRenyi2,AvgRet,VarRet,VarNormIw,VarDiscRet,AvgEpLen,VarJ,MinVanillaIw,MinNormIw,AvgVanillaIw,MaxNormIw,AvgNormIw,J,ESSClassic,VanillaAvgRet,BatchSize,VarVanillaIw,Bound,ESSRenyi,AvgDiscRet
3.4881434,2.4912844,-2048.611271116018,5143813.201521745,0.00013601923,5143813.201521745,200.0,188.14648,3.884935e-13,3.3923593e-15,1.1452014,0.030458774,0.01,-73.340675,42.61502334175462,-2048.611271116018,100,1.7838739,-838.40753,40.13993793211426,-2048.611271116018
1.5009134,1.2020671,-181.84522275447077,460763.03235638427,2.4588768e-05,460763.03235638427,200.0,39.254826,0.023257121,0.00023886639,0.9736456,0.015415397,0.01,-16.906439,80.42278014673184,-181.84522275447077,100,0.233098,-291.3866,83.19002902713001,-181.84522275447077
1.1996301,1.050083,-9.163997188874681,78.74519535662044,5.310913e-06,78.74519535662044,200.0,8.659506,0.22044829,0.0022084683,0.9981954,0.012017989,0.01,-8.905201,95.00482668235318,-9.163997188874681,100,0.052917626,-11.884794,95.23056375291117,-9.163997188874681
2.9310236,1.8535413,-10.822732446740147,78.6645562868691,8.1179154e-05,78.6645562868691,200.0,7.252992,6.539205e-05,5.7096247e-07,1.1452951,0.025591863,0.010000002,-7.678663,55.44239634953433,-10.822732446740147,100,1.0648277,-11.410134,53.95078190485066,-10.822732446740147
2.0808816,1.0555916,-7.775174027668643,52.061132331446835,3.4619616e-06,52.061132331446835,200.0,7.207122,0.8703133,0.008662331,1.0047102,0.020711262,0.010000002,-7.6453247,96.68621879271714,-7.775174027668643,100,0.034946516,-9.781664,94.73360870492236,-7.775174027668643
2.40287,1.7756599,-9.248274711917466,58.07076710915388,6.756467e-05,58.07076710915388,200.0,8.037416,4.634097e-06,4.5752834e-08,1.0128546,0.02372374,0.009999999,-7.63823,59.92005654934696,-9.248274711917466,100,0.6931287,-10.664208,56.317090306582976,-9.248274711917466
1.9556231,1.483169,-7.1856298214723004,48.6752467840104,3.1812484e-05,48.6752467840104,200.0,7.4384375,0.00021468071,1.7682977e-06,1.2140529,0.016108219,0.010000002,-6.3209486,76.04888257430854,-7.1856298214723004,100,0.46889207,-8.809255,67.42320175429079,-7.1856298214723004
2.8412316,1.2997404,-6.537660442449873,41.16674647967244,2.5932508e-05,41.16674647967244,200.0,7.3202667,0.2632447,0.0022817466,1.1536981,0.024627166,0.009999999,-5.9780874,79.5714975345752,-6.537660442449873,100,0.34516668,-8.183016,76.938438943437,-6.537660442449873
7.391532,5.250939,-9.031623296371253,51.23212012387801,0.00042892856,51.23212012387801,200.0,12.975315,,,1.0398402,0.071083345,0.010000002,-5.490424,19.06071203874058,-9.031623296371253,100,4.637866,-9.99733,19.044213244494628,-9.031623296371253
2.2632515,1.1246316,-8.135442131683376,45.61480360603407,1.1805229e-05,45.61480360603407,200.0,7.0301876,0.46529692,0.0043448764,1.0709094,0.021133922,0.01,-7.885664,89.53578260035708,-8.135442131683376,100,0.1353879,-9.840276,88.91800314900402,-8.135442131683376
