AvgEpLen,BatchSize,AvgNormIw,ESSRenyi,EpsThisIter,AvgDiscRet,AvgVanillaIw,renyi2,VarNormIw,Bound,MaxVanillaIw,VarVanillaIw,MinVanillaIw,VarRet,ESSClassic,MaxNormIw,AvgRet,SamplesThisIter,VarJ,IterType,VanillaAvgRet,delta,VarDiscRet,J,MinNormIw
495.04950495,100,5.50055e-05,nan,101,-404.014356737,3.28994e+07,nan,8.07263e-06,nan,2.00298e+11,2.88787e+18,,1091.80954713,0.763909473353,0.334884,-404.014356737,50000,nan,1,-404.014356737,0.7,1091.80954713,nan,
495.04950495,100,5.50055e-05,nan,101,-400.741175516,1.35263e+14,nan,4.13737e-05,nan,2.10396e+18,2.50188e+32,,1222.14232682,0.973210293455,0.855591,-400.741175516,50000,nan,1,-400.741175516,0.7,1222.14232682,nan,
381.679389313,100,4.24088e-05,nan,131,-296.802137961,12.5131,nan,1.76998e-08,-123.39,851.547,1540.95,,21467.0149852,2.16914661029,0.00288601,-296.802137961,50000,1592.84,1,-296.802137961,0.7,21467.0149852,-20785.3,
406.504065041,100,4.51671e-05,nan,123,-321.045177081,68931.6,nan,4.48318e-06,-123.043,1.52078e+08,1.04419e+13,,18538.757711,10.0000056259,0.0996485,-321.045177081,50000,1702.54,1,-321.045177081,0.7,18538.757711,-20937.3,
349.65034965,100,3.885e-05,nan,143,-275.299541438,11.8083,nan,1.47976e-08,-102.943,541.487,1367.04,,25595.4272812,9.48011088472,0.00178153,-275.299541438,50000,1309.38,1,-275.299541438,0.7,25595.4272812,-17259.2,
378.787878788,100,4.20875e-05,nan,132,-301.937197891,19.5075,nan,2.47957e-08,-123.462,1349.29,5326.87,,20133.381506,1.69268287148,0.00291111,-301.937197891,50000,1618.71,1,-301.937197891,0.7,20133.381506,-22374.5,
406.504065041,100,4.51671e-05,nan,123,-329.825949493,57.5686,nan,7.00768e-08,-134.937,6593.59,113842.0,,17882.5052861,1.97912869077,0.0051732,-329.825949493,50000,1914.04,1,-329.825949493,0.7,17882.5052861,-27125.5,
403.225806452,100,4.48029e-05,nan,124,-321.384887242,810074.0,nan,2.52187e-06,nan,1.33421e+09,8.24441e+14,,16832.2746624,9.90426705668,0.0737913,-321.384887242,50000,nan,1,-321.384887242,0.7,16832.2746624,nan,
450.45045045,100,5.00501e-05,nan,111,-364.926646055,1.41778e+13,nan,1.92704e-06,-148.092,1.6324e+16,1.54633e+29,,10737.5570491,8.61418720906,0.0576264,-364.926646055,50000,2130.91,1,-364.926646055,0.7,10737.5570491,-31218.5,
413.223140496,100,4.59137e-05,nan,121,-332.477080903,34.8326,nan,8.67224e-08,-163.75,6446.95,49913.6,,15931.2133908,4.04225092397,0.00849788,-332.477080903,50000,1475.66,1,-332.477080903,0.7,15931.2133908,-29160.0,
438.596491228,100,4.87329e-05,nan,114,-346.602219916,2642.32,nan,1.23617e-07,nan,363359.0,3.63416e+08,,12829.8408838,1.7372549484,0.00670152,-346.602219916,50000,nan,1,-346.602219916,0.7,12829.8408838,nan,
378.787878788,100,4.20875e-05,nan,132,-303.412144988,12.7924,nan,1.62236e-08,-127.97,284.533,1498.81,,22031.2355,1.3018265786,0.000936122,-303.412144988,50000,1482.17,1,-303.412144988,0.7,22031.2355,-22821.8,
413.223140496,100,4.59137e-05,nan,121,-320.289312712,39.2093,nan,1.40541e-07,nan,12687.6,102493.0,,14439.7923273,9.32611605463,0.014857,-320.289312712,50000,nan,1,-320.289312712,0.7,14439.7923273,nan,
304.87804878,100,3.38753e-05,nan,164,-233.054821672,4.07983,nan,6.41311e-09,nan,74.1286,93.0222,,23387.2257603,2.56270426665,0.000615498,-233.054821672,50000,nan,1,-233.054821672,0.7,23387.2257603,nan,
347.222222222,100,3.85802e-05,nan,144,-270.218639113,13.0335,nan,2.88548e-08,-110.906,2100.06,3293.12,,21756.5481525,5.88641168544,0.00621638,-270.218639113,50000,1683.35,1,-270.218639113,0.7,21756.5481525,-21039.7,
282.485875706,100,3.13873e-05,nan,177,-215.332411237,4.83217,nan,6.70358e-08,-101.737,2176.88,1588.85,,22839.8140216,10.0699469935,0.0141399,-215.332411237,50000,1008.36,1,-215.332411237,0.7,22839.8140216,-16174.7,
314.465408805,100,3.49406e-05,nan,159,-241.540884625,7.78291,nan,1.06197e-08,-100.718,248.473,526.909,,23218.8482448,1.60402814664,0.00111549,-241.540884625,50000,1365.66,1,-241.540884625,0.7,23218.8482448,-16418.3,
228.310502283,100,2.53678e-05,nan,219,-173.257566963,2.54936,nan,2.22269e-09,-83.3485,73.6975,22.4478,,23880.6957602,6.84930359602,0.00073334,-173.257566963,50000,1138.39,1,-173.257566963,0.7,23880.6957602,-14226.6,
219.298245614,100,2.43665e-05,nan,228,-157.392187854,3.16162,nan,3.98407e-09,-83.3105,343.94,67.075,,17665.4104737,5.90326443914,0.00265073,-157.392187854,50000,1062.97,1,-157.392187854,0.7,17665.4104737,-13725.4,
342.465753425,100,3.80518e-05,nan,146,-270.463478184,7.88281,nan,9.59343e-09,-107.275,189.352,411.706,,26509.0563453,4.4704547035,0.000914035,-270.463478184,50000,1624.37,1,-270.463478184,0.7,26509.0563453,-19082.0,
337.837837838,100,3.75375e-05,nan,148,-264.987547525,5.50895,nan,1.47296e-08,-92.6521,395.084,317.246,,26861.6593452,6.50932718713,0.00269207,-264.987547525,50000,1680.23,1,-264.987547525,0.7,26861.6593452,-19445.7,
223.214285714,100,2.48016e-05,nan,224,-161.224728482,3.41964,nan,6.04892e-09,-77.0203,152.828,114.995,,18842.483664,2.48176759973,0.00110842,-161.224728482,50000,1232.49,1,-161.224728482,0.7,18842.483664,-12408.2,
224.215246637,100,2.49128e-05,nan,223,-164.794022541,2.92511,nan,2.00566e-08,-83.4715,997.11,276.501,,19273.1434582,10.1509351882,0.00849226,-164.794022541,50000,1031.67,1,-164.794022541,0.7,19273.1434582,-13578.6,
347.222222222,100,3.85802e-05,nan,144,-268.644291772,6.30657,nan,1.00057e-08,nan,153.185,267.366,,25014.9051942,3.67987491168,0.000937104,-268.644291772,50000,nan,1,-268.644291772,0.7,25014.9051942,nan,
232.558139535,100,2.58398e-05,nan,215,-174.795926544,2.47991,nan,3.01105e-09,-87.5508,143.561,27.734,,21947.4568406,5.39143722877,0.00149586,-174.795926544,50000,1043.68,1,-174.795926544,0.7,21947.4568406,-15160.1,
190.839694656,100,2.12044e-05,nan,262,-138.989951539,1.99575,nan,1.95402e-09,-78.4486,138.171,17.3098,,17098.4396744,6.83875465406,0.00146803,-138.989951539,50000,993.02,1,-138.989951539,0.7,17098.4396744,-13044.3,
216.45021645,100,2.405e-05,nan,231,-156.536631091,2.75427,nan,2.43256e-09,-81.8146,84.4949,31.9041,,17564.1167832,3.79180912749,0.000737801,-156.536631091,50000,1135.07,1,-156.536631091,0.7,17564.1167832,-13948.1,
135.869565217,100,1.50966e-05,nan,368,-98.223404775,1.24533,nan,2.8269e-10,-75.2846,12.7097,1.92363,,9300.74626246,5.95263754254,0.000154074,-98.223404775,50000,632.245,1,-98.223404775,0.7,9300.74626246,-12094.6,
137.362637363,100,1.52625e-05,nan,364,-94.7751430474,1.24431,nan,2.8672e-10,-75.7352,13.3346,1.90573,,6970.09798538,5.06681528895,0.00016356,-94.7751430474,50000,579.3,1,-94.7751430474,0.7,6970.09798538,-12180.8,
183.823529412,100,2.04248e-05,nan,272,-134.534362059,1.27704,nan,9.20059e-10,-79.2999,35.0781,3.59675,,16643.1906614,6.8755236324,0.000561034,-134.534362059,50000,998.015,1,-134.534362059,0.7,16643.1906614,-13364.1,
118.764845606,100,1.31961e-05,nan,421,-83.747236817,1.08837,nan,1.49685e-10,-75.4159,12.4533,1.01821,4.10308e-14,4588.98146452,4.3041301567,0.000150993,-83.747236817,50000,439.83,1,-83.747236817,0.7,4588.98146452,-11964.2,4.97485e-19
116.822429907,100,1.29803e-05,nan,428,-80.5871201282,1.28199,nan,4.69577e-10,-66.524,43.3981,4.58043,,4886.19071761,3.23019514901,0.000439411,-80.5871201282,50000,754.37,1,-80.5871201282,0.7,4886.19071761,-10165.2,
109.409190372,100,1.21566e-05,nan,457,-75.4192307542,1.10126,nan,1.10317e-10,-70.7533,14.5977,0.905314,2.16401e-32,3315.1683002,5.95579392954,0.000161141,-75.4192307542,50000,414.576,1,-75.4192307542,0.7,3315.1683002,-11138.5,2.38881e-37
104.166666667,100,1.15741e-05,nan,480,-72.4420817121,0.991145,nan,7.98309e-11,-68.8643,9.35105,0.585428,1.1067e-13,3147.43767388,5.09979482444,0.000109197,-72.4420817121,50000,340.604,1,-72.4420817121,0.7,3147.43767388,-10880.7,1.29235e-18
91.9117647059,100,1.02124e-05,nan,544,-62.722228072,1.0959,nan,3.61426e-11,-68.9168,6.3618,0.4162,1.96333e-06,449.608797112,5.25267787787,5.92841e-05,-62.722228072,50000,214.811,1,-62.722228072,0.7,449.608797112,-10606.9,1.82958e-11
96.1538461538,100,1.06838e-05,nan,520,-65.8775534435,1.09976,nan,7.00448e-11,-67.3506,7.64819,0.742198,1.00323e-06,574.919302685,5.22291506892,7.42997e-05,-65.8775534435,50000,245.552,1,-65.8775534435,0.7,574.919302685,-10643.0,9.74604e-12
96.3391136802,100,1.07043e-05,nan,519,-65.9773013183,1.09907,nan,8.55981e-11,-65.9099,7.64114,0.902388,6.41786e-15,1964.10204332,4.53471012985,7.44207e-05,-65.9773013183,50000,299.065,1,-65.9773013183,0.7,1964.10204332,-10323.0,6.25066e-20
105.708245243,100,1.17454e-05,nan,473,-70.9278844925,1.06421,nan,9.12655e-11,-67.9037,7.92468,0.749257,6.66869e-15,2667.1764549,4.94060098075,8.74621e-05,-70.9278844925,50000,341.718,1,-70.9278844925,0.7,2667.1764549,-10499.5,7.36e-20
85.3242320819,100,9.48047e-06,nan,586,-58.4801475302,1.56281e+08,nan,3.32855e-07,-24.4331,8.8113e+11,9.04494e+19,,125.09182162,8.13562003523,0.0534521,-58.4801475302,50000,495.977,1,-58.4801475302,0.7,125.09182162,-5682.96,
90.4159132007,100,1.00462e-05,nan,553,-61.3734344252,1.02815,nan,3.30062e-11,-67.3342,10.4515,0.345705,0.000889336,258.473812241,4.7766600861,0.000102122,-61.3734344252,50000,207.06,1,-61.3734344252,0.7,258.473812241,-10460.7,8.68981e-09
96.8992248062,100,1.07666e-05,nan,516,-66.5292707711,1.03624,nan,5.69156e-11,-67.6862,8.9093,0.527226,2.37188e-20,1798.87843263,4.5062384524,9.2568e-05,-66.5292707711,50000,251.026,1,-66.5292707711,0.7,1798.87843263,-10617.9,2.46439e-25
95.0570342205,100,1.05619e-05,nan,526,-65.0115699178,1.01416,nan,5.05191e-11,-66.8423,7.2436,0.465782,8.30702e-12,1553.96696287,4.66410379422,7.54381e-05,-65.0115699178,50000,197.504,1,-65.0115699178,0.7,1553.96696287,-10488.5,8.65132e-17
85.1788756388,100,9.46432e-06,nan,587,-58.2007000197,4.36851,nan,1.21294e-08,-51.3803,3401.01,2584.21,,191.189797811,11.8031412514,0.00736825,-58.2007000197,50000,316.964,1,-58.2007000197,0.7,191.189797811,-8438.85,
96.8992248062,100,1.07666e-05,nan,516,-65.2208125021,1.0673,nan,6.72714e-11,-66.1867,6.73969,0.661074,3.59989e-09,1314.99107106,3.98686285661,6.79877e-05,-65.2208125021,50000,198.179,1,-65.2208125021,0.7,1314.99107106,-10479.9,3.63144e-14
89.7666068223,100,9.97407e-06,nan,557,-60.8756810841,3.13271e+18,nan,8.53958e-07,-46.8909,2.90258e+22,inf,,85.4206104493,9.9738373812,0.0924137,-60.8756810841,50000,214.765,1,-60.8756810841,0.7,85.4206104493,-8003.33,
88.0281690141,100,9.78091e-06,nan,568,-59.8473346038,3.62011e+20,nan,7.31811e-07,-40.0712,3.1547e+24,inf,,196.524772437,9.70864348159,0.0852345,-59.8473346038,50000,263.158,1,-59.8473346038,0.7,196.524772437,-6916.44,
91.0746812386,100,1.01194e-05,nan,549,-61.6932184463,21.3061,nan,6.9783e-07,-53.4386,439849.0,3.09347e+06,,77.6766625391,0.938828460701,0.208908,-61.6932184463,50000,1759.83,1,-61.6932184463,0.7,77.6766625391,-8862.14,
101.214574899,100,1.12461e-05,nan,494,-69.8148649258,1.02937,nan,5.35862e-11,-70.6546,5.90501,0.448944,4.75613e-12,2959.13414405,5.65046724719,6.45136e-05,-69.8148649258,50000,351.653,1,-69.8148649258,0.7,2959.13414405,-11007.5,5.19618e-17
86.9565217391,100,9.66184e-06,nan,575,-59.2037070786,1.40056,nan,1.54949e-10,-58.5097,21.6142,3.25592,3.82347e-09,55.9094691415,7.93217539214,0.000149106,-59.2037070786,50000,101.386,1,-59.2037070786,0.7,55.9094691415,-10044.0,2.63763e-14
91.0746812386,100,1.01194e-05,nan,549,-61.9860098211,1.07184,nan,4.69917e-11,-65.2746,10.7292,0.527192,5.20149e-15,608.768622572,4.84091881884,0.000101296,-61.9860098211,50000,232.551,1,-61.9860098211,0.7,608.768622572,-10317.1,4.91082e-20
88.9679715302,100,9.88533e-06,nan,562,-60.7166603065,1.03464,nan,2.50221e-11,-68.4195,4.74482,0.274104,0.00596817,296.338571201,4.79422604332,4.53339e-05,-60.7166603065,50000,176.934,1,-60.7166603065,0.7,296.338571201,-10425.7,5.70223e-08
96.5250965251,100,1.0725e-05,nan,518,-65.836244902,1.13267,nan,1.322e-10,-63.6921,19.6161,1.47448,6.52802e-34,870.728286343,4.24604619846,0.000185741,-65.836244902,50000,273.389,1,-65.836244902,0.7,870.728286343,-10437.8,6.18126e-39
96.5250965251,100,1.0725e-05,nan,518,-66.7815289009,0.998682,nan,4.19524e-11,-68.991,5.31575,0.363761,1.79685e-11,2385.77846268,4.79588728165,5.70867e-05,-66.7815289009,50000,286.156,1,-66.7815289009,0.7,2385.77846268,-10681.4,1.92967e-16
83.4724540902,100,9.27472e-06,nan,599,-56.9728977628,1.8309e+11,nan,9.25451e-07,-27.2739,1.972e+15,3.60645e+26,,96.0895741286,9.99999738056,0.0998951,-56.9728977628,50000,305.412,1,-56.9728977628,0.7,96.0895741286,-6312.97,
94.8766603416,100,1.05419e-05,nan,527,-64.5480663267,1.04518,nan,5.06572e-11,-65.8942,8.10477,0.497953,9.14431e-10,1386.51991933,4.25656447507,8.17461e-05,-64.5480663267,50000,228.1,1,-64.5480663267,0.7,1386.51991933,-10492.9,9.2231e-15
88.1834215168,100,9.79816e-06,nan,567,-59.8503234203,1.65106,nan,3.13656e-10,-56.6884,60.5191,8.90615,,55.1574387526,7.14435553046,0.000359148,-59.8503234203,50000,102.083,1,-59.8503234203,0.7,55.1574387526,-10066.8,
87.7192982456,100,9.74659e-06,nan,570,-59.5189604142,1.99822,nan,1.33096e-09,-54.9954,442.323,55.9431,,45.6553752052,5.6197476943,0.00215749,-59.5189604142,50000,306.35,1,-59.5189604142,0.7,45.6553752052,-9626.32,
87.260034904,100,9.69556e-06,nan,573,-59.8189328318,1.0592,nan,3.58028e-11,-64.6083,6.06024,0.427293,0.00105751,178.038566202,5.40623246316,5.54736e-05,-59.8189328318,50000,141.657,1,-59.8189328318,0.7,178.038566202,-10262.2,9.68008e-09
86.5051903114,100,9.61169e-06,nan,578,-59.0917316448,2.24276,nan,1.54234e-09,-53.5274,380.126,83.9741,,58.5359089915,1.84494925205,0.00162909,-59.0917316448,50000,301.653,1,-59.0917316448,0.7,58.5359089915,-9503.58,
85.3242320819,100,9.48047e-06,nan,586,-58.0498227263,3.30601,nan,2.69029e-09,-51.7213,1099.73,327.151,,61.5968663194,7.01850885173,0.00315364,-58.0498227263,50000,211.813,1,-58.0498227263,0.7,61.5968663194,-9131.0,
88.0281690141,100,9.78091e-06,nan,568,-59.6190638772,2.19558,nan,1.66633e-09,-53.4797,486.531,83.9654,,65.1871470786,5.87001997875,0.00216741,-59.6190638772,50000,285.08,1,-59.6190638772,0.7,65.1871470786,-9543.73,
88.3392226148,100,9.81547e-06,nan,566,-60.0513344096,1.4996,nan,1.96373e-10,-57.9744,32.5692,4.58366,1.67817e-36,81.7827624594,5.73687446425,0.000213178,-60.0513344096,50000,95.3029,1,-60.0513344096,0.7,81.7827624594,-10093.3,1.09848e-41
86.5051903114,100,9.61169e-06,nan,578,-58.8456993975,21.7633,nan,1.75688e-07,-52.7261,91290.2,900719.0,,68.5599305562,9.1381718703,0.0403181,-58.8456993975,50000,247.398,1,-58.8456993975,0.7,68.5599305562,-8899.34,
89.7666068223,100,9.97407e-06,nan,557,-60.5929801193,1.95035,nan,5.70258e-10,-54.7769,225.813,21.8048,1.82055e-37,76.2355392712,6.0946418061,0.00115481,-60.5929801193,50000,325.612,1,-60.5929801193,0.7,76.2355392712,-9896.69,9.30462e-43
85.0340136054,100,9.44822e-06,nan,588,-58.1815442681,1.68311,nan,9.35723e-10,-53.5115,430.163,29.6943,3.32069e-21,60.3614032336,3.85143169641,0.00241473,-58.1815442681,50000,631.388,1,-58.1815442681,0.7,60.3614032336,-9425.17,1.86408e-26
92.936802974,100,1.03263e-05,nan,538,-64.2219465705,1.02338,nan,3.75865e-11,-66.6085,6.59677,0.369164,4.42278e-14,1800.64788822,4.82171948717,6.65637e-05,-64.2219465705,50000,229.727,1,-64.2219465705,0.7,1800.64788822,-10418.9,4.46274e-19
83.1946755408,100,9.24385e-06,nan,601,-56.8552978056,6.61752e+08,nan,4.98131e-07,-36.9949,4.87154e+12,2.55287e+21,,64.8974244876,8.59186421175,0.0680494,-56.8552978056,50000,293.731,1,-56.8552978056,0.7,64.8974244876,-6928.5,
85.3242320819,100,9.48047e-06,nan,586,-58.3996910162,2.74438e+06,nan,1.3556e-07,-39.4705,9.27051e+09,1.13596e+16,,140.304531332,7.16788254981,0.032025,-58.3996910162,50000,240.853,1,-58.3996910162,0.7,140.304531332,-5718.67,
86.3557858377,100,9.59509e-06,nan,579,-58.4741113462,8.15382e+16,nan,9.55961e-07,-45.5043,8.48255e+20,inf,,63.6576042834,9.9999712439,0.0998191,-58.4741113462,50000,313.657,1,-58.4741113462,0.7,63.6576042834,-8355.06,
95.0570342205,100,1.05619e-05,nan,526,-66.4500055425,1.12585,nan,8.81949e-11,-66.1292,12.108,1.00212,2.56319e-12,2496.39403013,4.60397571492,0.000113589,-66.4500055425,50000,502.938,1,-66.4500055425,0.7,2496.39403013,-10293.3,2.4046e-17
87.260034904,100,9.69556e-06,nan,573,-59.4057722981,1.15039,nan,7.43623e-11,-62.5372,14.0377,1.04688,2.09045e-07,223.062728701,4.4838277999,0.000118311,-59.4057722981,50000,277.127,1,-59.4057722981,0.7,223.062728701,-9940.21,1.76185e-12
84.8896434635,100,9.43218e-06,nan,589,-57.9834634976,8.95721e+13,nan,9.42943e-07,-41.0078,9.49546e+17,8.50368e+31,,113.021842912,10.0000004177,0.0999897,-57.9834634976,50000,251.763,1,-57.9834634976,0.7,113.021842912,-7205.64,
