VarDiscRet,AvgVanillaIw,AvgNormIw,J,Delta,VarJ,MinVanillaIw,MaxNormIw,VarVanillaIw,AvgRet,VanillaAvgRet,AvgEpLen,AvgDiscRet,MinNormIw,BatchSize,ESSClassic,VarRet,ESSRenyi,Bound,EpsThisIter,IterType,eRenyi2,MaxVanillaIw,VarNormIw
2591.89115111,1.0,0.01,-75.234,0.9,50.6554,1.0,0.01,,-75.2340139823,-75.2340139823,106.33,-75.2340139823,0.01,500,100.0,2591.89115111,500.0,-89.1376,100,2,1.0,1.0,3.50449e-18
4872.9998529,1.0,0.005,-78.3207,0.9,60.8658,1.0,0.005,,-81.407375464,-81.407375464,113.05,-81.407375464,0.005,500,200.000000102,4872.9998529,500.0,-88.1526,100,2,1.0,1.0,2.1793e-19
5995.88746834,1.0,0.00333333,-80.9007,0.9,66.7961,1.0,0.00333333,,-86.0606128812,-86.0606128812,118.94,-86.0606128812,0.00333333,500,299.999969474,5995.88746834,500.0,-88.9286,100,2,1.0,1.0,5.43914e-20
7118.4833982,1.0,0.0025,-82.6776,0.9,71.5373,1.0,0.0025,,-88.0082210703,-88.0082210703,120.8,-88.0082210703,0.0025,500,400.0,7118.4833982,500.0,-89.6299,100,2,1.0,1.0,5.4346e-20
4919.74577871,1.01257,0.002,-80.7959,0.9,77.3141,0.00130296,0.00291986,0.321239,-79.1558628495,-79.1558628495,109.82,-79.1558628495,2.57358e-06,500,380.89857001,4919.74577871,446.637121608,-87.3753,100,1,1.11948,1.47828,1.25325e-06
8202.21233771,1.0,0.01,-91.9393,0.9,90.1121,1.0,0.01,,-91.9393040079,-91.9393040079,125.23,-91.9393040079,0.01,500,100.0,8202.21233771,500.0,-105.844,100,2,1.0,1.0,3.50449e-18
5937.47335555,1.0,0.005,-89.5944,0.9,83.6937,1.0,0.005,,-87.2495071127,-87.2495071127,120.68,-87.2495071127,0.005,500,200.000000102,5937.47335555,500.0,-99.4265,100,2,1.0,1.0,2.1793e-19
4968.32732458,1.0,0.00333333,-85.7964,0.9,79.6126,1.0,0.00333333,,-78.2003101993,-78.2003101993,109.1,-78.2003101993,0.00333333,500,299.999969474,4968.32732458,500.0,-93.8243,100,2,1.0,1.0,5.43914e-20
6064.18349881,1.0,0.0025,-85.1771,0.9,79.0927,1.0,0.0025,,-83.3192747274,-83.3192747274,114.74,-83.3192747274,0.0025,500,400.0,6064.18349881,500.0,-92.1295,100,2,1.0,1.0,5.4346e-20
10266.7094501,1.07188,0.002,-87.4372,0.9,91.6536,0.183435,0.00479654,0.312081,-98.705713183,-98.705713183,133.32,-98.705713183,0.000342269,500,393.365233945,10266.7094501,464.131560363,-93.8914,100,1,1.07728,2.57065,1.08652e-06
6046.95210478,1.0,0.01,-84.9064,0.9,77.3724,1.0,0.01,,-84.9063690706,-84.9063690706,117.19,-84.9063690706,0.01,500,100.0,6046.95210478,500.0,-98.811,100,2,1.0,1.0,3.50449e-18
7152.58224629,1.0,0.005,-85.9899,0.9,80.839,1.0,0.005,,-87.0735018615,-87.0735018615,119.7,-87.0735018615,0.005,500,200.000000102,7152.58224629,500.0,-95.8221,100,2,1.0,1.0,2.1793e-19
8142.4422529,1.0,0.00333333,-88.3082,0.9,83.9904,1.0,0.00333333,,-92.9446252352,-92.9446252352,127.4,-92.9446252352,0.00333333,500,299.999969474,8142.4422529,500.0,-96.3361,100,2,1.0,1.0,5.43914e-20
4846.26318108,1.0,0.0025,-86.7464,0.9,80.6074,1.0,0.0025,,-82.0609995487,-82.0609995487,114.83,-82.0609995487,0.0025,500,400.0,4846.26318108,500.0,-93.6987,100,2,1.0,1.0,5.4346e-20
7197.21824014,1.69025,0.002,-79.7162,0.9,93.2407,0.601652,0.0356089,10.4757,-85.9050226629,-85.9050226629,117.87,-85.9050226629,0.000711908,500,107.309867361,7197.21824014,278.268549361,-88.0517,100,1,1.79683,30.094,1.4667e-05
5985.44006313,1.0,0.01,-85.338,0.9,76.9778,1.0,0.01,,-85.3380348498,-85.3380348498,118.18,-85.3380348498,0.01,500,100.0,5985.44006313,500.0,-99.2428,100,2,1.0,1.0,3.50449e-18
3766.30652655,1.0,0.005,-81.158,0.9,69.6031,1.0,0.005,,-76.9778945908,-76.9778945908,108.54,-76.9778945908,0.005,500,200.000000102,3766.30652655,500.0,-90.9901,100,2,1.0,1.0,2.1793e-19
4890.65710777,1.0,0.00333333,-81.493,0.9,69.5979,1.0,0.00333333,,-82.1630122583,-82.1630122583,114.45,-82.1630122583,0.00333333,500,299.999969474,4890.65710777,500.0,-89.5209,100,2,1.0,1.0,5.43914e-20
8133.04068781,1.0,0.0025,-84.6336,0.9,75.3354,1.0,0.0025,,-94.0552963634,-94.0552963634,127.8,-94.0552963634,0.0025,500,400.0,8133.04068781,500.0,-91.5859,100,2,1.0,1.0,5.4346e-20
6016.24092608,1.23538,0.002,-82.2414,0.9,81.9423,0.172851,0.0763297,4.80208,-84.4605794394,-84.4605794394,116.73,-84.4605794394,0.000279834,500,120.766346067,6016.24092608,366.073055694,-89.5088,100,1,1.36585,47.148,1.2586e-05
9232.31017835,1.0,0.01,-96.2386,0.9,95.6033,1.0,0.01,,-96.2385932031,-96.2385932031,130.97,-96.2385932031,0.01,500,100.0,9232.31017835,500.0,-110.143,100,2,1.0,1.0,3.50449e-18
3747.27592683,1.0,0.005,-85.8838,0.9,80.8215,1.0,0.005,,-75.5290191227,-75.5290191227,105.79,-75.5290191227,0.005,500,200.000000102,3747.27592683,500.0,-95.716,100,2,1.0,1.0,2.1793e-19
4915.034781,1.0,0.00333333,-84.1037,0.9,77.3501,1.0,0.00333333,,-80.5433599325,-80.5433599325,112.5,-80.5433599325,0.00333333,500,299.999969474,4915.034781,500.0,-92.1316,100,2,1.0,1.0,5.43914e-20
6084.01929121,1.0,0.0025,-84.054,0.9,77.415,1.0,0.0025,,-83.9052191466,-83.9052191466,115.52,-83.9052191466,0.0025,500,400.0,6084.01929121,500.0,-91.0064,100,2,1.0,1.0,5.4346e-20
4942.38478175,1.29029,0.002,-76.1167,0.9,60.1042,0.000602364,0.0151725,4.34882,-79.5357539009,-79.5357539009,110.75,-79.5357539009,9.33692e-07,500,138.621877262,4942.38478175,291.353843463,-84.2628,100,1,1.71613,9.78843,1.04486e-05
6003.12619406,1.0,0.01,-84.587,0.9,77.0915,1.0,0.01,,-84.5869732383,-84.5869732383,116.74,-84.5869732383,0.01,500,100.0,6003.12619406,500.0,-98.4917,100,2,1.0,1.0,3.50449e-18
9298.18092186,1.0,0.005,-89.2719,0.9,87.1556,1.0,0.005,,-93.9568655936,-93.9568655936,127.48,-93.9568655936,0.005,500,200.000000102,9298.18092186,500.0,-99.1041,100,2,1.0,1.0,2.1793e-19
4878.83804546,1.0,0.00333333,-86.4132,0.9,81.795,1.0,0.00333333,,-80.6958446616,-80.6958446616,112.63,-80.6958446616,0.00333333,500,299.999969474,4878.83804546,500.0,-94.4412,100,2,1.0,1.0,5.43914e-20
4955.54720056,1.0,0.0025,-85.1251,0.9,79.0525,1.0,0.0025,,-81.2606571777,-81.2606571777,112.84,-81.2606571777,0.0025,500,400.0,4955.54720056,500.0,-92.0775,100,2,1.0,1.0,5.4346e-20
3774.88789066,1.44399,0.002,-76.7935,0.9,66.929,0.622524,0.00986488,2.41609,-75.4819147514,-75.4819147514,105.79,-75.4819147514,0.000862225,500,231.866214383,3774.88789066,307.763878125,-84.7196,100,1,1.62462,7.12242,4.63493e-06
4895.48970994,1.0,0.01,-81.164,0.9,69.6171,1.0,0.01,,-81.1640359521,-81.1640359521,112.72,-81.1640359521,0.01,500,100.0,4895.48970994,500.0,-95.0685,100,2,1.0,1.0,3.50449e-18
2583.31960161,1.0,0.005,-78.4138,0.9,60.9063,1.0,0.005,,-75.6636465228,-75.6636465228,106.76,-75.6636465228,0.005,500,200.000000102,2583.31960161,500.0,-88.2458,100,2,1.0,1.0,2.1793e-19
6091.95770893,1.0,0.00333333,-80.0892,0.9,67.0001,1.0,0.00333333,,-83.4397932613,-83.4397932613,115.13,-83.4397932613,0.00333333,500,299.999969474,6091.95770893,500.0,-88.1171,100,2,1.0,1.0,5.43914e-20
6024.04191789,1.0,0.0025,-81.271,0.9,69.7273,1.0,0.0025,,-84.8166548151,-84.8166548151,117.17,-84.8166548151,0.0025,500,400.0,6024.04191789,500.0,-88.2234,100,2,1.0,1.0,5.4346e-20
4967.00720871,1.17461,0.002,-77.6692,0.9,64.2096,0.659537,0.0204654,0.580368,-77.6507995065,-77.6507995065,108.26,-77.6507995065,0.00112298,500,352.161494993,4967.00720871,365.166478684,-84.9456,100,1,1.36924,12.0194,1.68257e-06
13348.9371101,1.0,0.01,-107.698,0.9,114.958,1.0,0.01,,-107.69797295,-107.69797295,142.41,-107.69797295,0.01,500,100.0,13348.9371101,500.0,-121.604,100,2,1.0,1.0,3.50449e-18
3758.44527071,1.0,0.005,-92.2058,0.9,93.3175,1.0,0.005,,-76.7136237101,-76.7136237101,107.54,-76.7136237101,0.005,500,200.000000102,3758.44527071,500.0,-102.039,100,2,1.0,1.0,2.1793e-19
4932.23267038,1.0,0.00333333,-88.1076,0.9,86.4099,1.0,0.00333333,,-79.911191211,-79.911191211,111.35,-79.911191211,0.00333333,500,299.999969474,4932.23267038,500.0,-96.1362,100,2,1.0,1.0,5.43914e-20
2580.34722125,1.0,0.0025,-84.3165,0.9,79.2575,1.0,0.0025,,-72.9433916432,-72.9433916432,102.9,-72.9433916432,0.0025,500,400.0,2580.34722125,500.0,-91.2695,100,2,1.0,1.0,5.4346e-20
9292.66567465,1.07374,0.002,-83.6984,0.9,78.463,0.359421,0.0121117,0.51529,-93.4356579235,-93.4356579235,126.48,-93.4356579235,0.000669473,500,345.768920948,9292.66567465,378.48672771,-90.8463,100,1,1.32105,6.50241,1.78777e-06
7093.83060487,1.0,0.01,-89.5519,0.9,83.8027,1.0,0.01,,-89.551884425,-89.551884425,122.83,-89.551884425,0.01,500,100.0,7093.83060487,500.0,-103.457,100,2,1.0,1.0,3.50449e-18
8230.528868,1.0,0.005,-90.9574,0.9,87.1065,1.0,0.005,,-92.3629465669,-92.3629465669,126.09,-92.3629465669,0.005,500,200.000000102,8230.528868,500.0,-100.79,100,2,1.0,1.0,2.1793e-19
4905.05759393,1.0,0.00333333,-87.684,0.9,81.8441,1.0,0.00333333,,-81.137047468,-81.137047468,113.17,-81.137047468,0.00333333,500,299.999969474,4905.05759393,500.0,-95.7119,100,2,1.0,1.0,5.43914e-20
6019.43756895,1.0,0.0025,-86.8006,0.9,80.7217,1.0,0.0025,,-84.1505745184,-84.1505745184,116.18,-84.1505745184,0.0025,500,400.0,6019.43756895,500.0,-93.753,100,2,1.0,1.0,5.4346e-20
7107.12049429,1.05756,0.002,-84.0311,0.9,72.448,0.707762,0.0225114,0.448746,-88.7272147617,-88.7272147617,121.64,-88.7272147617,0.00133848,500,357.03539346,7107.12049429,370.244100644,-91.2575,100,1,1.35046,11.9036,1.6049e-06
11150.7380418,1.0,0.01,-103.778,0.9,105.068,1.0,0.01,,-103.777570561,-103.777570561,139.56,-103.777570561,0.01,500,100.0,11150.7380418,500.0,-117.682,100,2,1.0,1.0,3.50449e-18
2614.75003774,1.0,0.005,-89.1246,0.9,83.8369,1.0,0.005,,-74.4716626999,-74.4716626999,104.8,-74.4716626999,0.005,500,200.000000102,2614.75003774,500.0,-98.9568,100,2,1.0,1.0,2.1793e-19
6071.0128056,1.0,0.00333333,-87.4915,0.9,81.82,1.0,0.00333333,,-84.2252266866,-84.2252266866,116.31,-84.2252266866,0.00333333,500,299.999969474,6071.0128056,500.0,-95.5194,100,2,1.0,1.0,5.43914e-20
8191.67297469,1.0,0.0025,-88.7515,0.9,83.9827,1.0,0.0025,,-92.5316171968,-92.5316171968,125.88,-92.5316171968,0.0025,500,400.0,8191.67297469,500.0,-95.7039,100,2,1.0,1.0,5.4346e-20
4908.30200687,1.0816,0.002,-83.967,0.9,77.6533,0.64891,0.0221383,0.649314,-80.1094302928,-80.1094302928,111.51,-80.1094302928,0.00119991,500,321.765727448,4908.30200687,348.353906235,-91.4169,100,1,1.43532,11.9724,2.22015e-06
2590.45098867,1.0,0.01,-74.3515,0.9,50.6414,1.0,0.01,,-74.3515386954,-74.3515386954,105.25,-74.3515386954,0.01,500,100.0,2590.45098867,500.0,-88.2561,100,2,1.0,1.0,3.50449e-18
6134.69649331,1.0,0.005,-78.7582,0.9,65.8663,1.0,0.005,,-83.1649664801,-83.1649664801,115.02,-83.1649664801,0.005,500,200.000000102,6134.69649331,500.0,-88.5902,100,2,1.0,1.0,2.1793e-19
143.133676642,1.0,0.00333333,-74.522,0.9,54.547,1.0,0.00333333,,-66.049548728,-66.049548728,95.03,-66.049548728,0.00333333,500,299.999969474,143.133676642,500.0,-82.5498,100,2,1.0,1.0,5.43914e-20
3774.51009868,1.0,0.0025,-75.5213,0.9,56.2913,1.0,0.0025,,-78.5192906246,-78.5192906246,110.16,-78.5192906246,0.0025,500,400.0,3774.51009868,500.0,-82.4736,100,2,1.0,1.0,5.4346e-20
6015.05210888,1.12624,0.002,-74.929,0.9,54.1096,0.656829,0.0527408,2.19949,-84.7090149647,-84.7090149647,117.28,-84.7090149647,0.00116641,500,183.112416226,6015.05210888,361.815075864,-82.239,100,1,1.38192,29.6994,6.93615e-06
6046.04667008,1.0,0.01,-83.1689,0.9,77.3666,1.0,0.01,,-83.1688754342,-83.1688754342,115.13,-83.1688754342,0.01,500,100.0,6046.04667008,500.0,-97.0736,100,2,1.0,1.0,3.50449e-18
8253.40143209,1.0,0.005,-87.3017,0.9,84.2336,1.0,0.005,,-91.4345648831,-91.4345648831,124.86,-91.4345648831,0.005,500,200.000000102,8253.40143209,500.0,-97.1339,100,2,1.0,1.0,2.1793e-19
7123.2737113,1.0,0.00333333,-87.7854,0.9,84.1508,1.0,0.00333333,,-88.7527810675,-88.7527810675,121.38,-88.7527810675,0.00333333,500,299.999969474,7123.2737113,500.0,-95.8133,100,2,1.0,1.0,5.43914e-20
4957.76619149,1.0,0.0025,-85.4746,0.9,80.9573,1.0,0.0025,,-78.5422676747,-78.5422676747,109.03,-78.5422676747,0.0025,500,400.0,4957.76619149,500.0,-92.427,100,2,1.0,1.0,5.4346e-20
3802.05218024,1.10831,0.002,-76.7312,0.9,91.3149,7.38254e-14,0.00520038,1.61738,-77.3873266783,-77.3873266783,108.17,-77.3873266783,1.33222e-16,500,216.069836256,3802.05218024,255.353573924,-85.4327,100,1,1.95807,2.88181,5.26682e-06
4891.23223604,1.0,0.01,-80.6791,0.9,69.5868,1.0,0.01,,-80.6791459882,-80.6791459882,112.32,-80.6791459882,0.01,500,100.0,4891.23223604,500.0,-94.5839,100,2,1.0,1.0,3.50449e-18
7188.13502499,1.0,0.005,-83.595,0.9,77.3808,1.0,0.005,,-86.5107695372,-86.5107695372,118.6,-86.5107695372,0.005,500,200.000000102,7188.13502499,500.0,-93.4271,100,2,1.0,1.0,2.1793e-19
8236.79799702,1.0,0.00333333,-86.1252,0.9,81.9927,1.0,0.00333333,,-91.1856400594,-91.1856400594,124.52,-91.1856400594,0.00333333,500,299.999969474,8236.79799702,500.0,-94.1531,100,2,1.0,1.0,5.43914e-20
4907.26998891,1.0,0.0025,-85.0321,0.9,79.1217,1.0,0.0025,,-81.752808093,-81.752808093,113.4,-81.752808093,0.0025,500,400.0,4907.26998891,500.0,-91.9845,100,2,1.0,1.0,5.4346e-20
4894.04043483,1.1228,0.002,-78.1476,0.9,62.4389,0.0585822,0.011571,0.991307,-80.5225822893,-80.5225822893,112.35,-80.5225822893,0.00010435,500,280.151268664,4894.04043483,313.233008453,-86.0041,100,1,1.59626,6.49601,3.14529e-06
5973.71992186,1.0,0.01,-85.5137,0.9,76.9024,1.0,0.01,,-85.5137212911,-85.5137212911,118.4,-85.5137212911,0.01,500,100.0,5973.71992186,500.0,-99.4184,100,2,1.0,1.0,3.50449e-18
8322.85816513,1.0,0.005,-87.3514,0.9,84.1438,1.0,0.005,,-89.1891089557,-89.1891089557,121.3,-89.1891089557,0.005,500,200.000000102,8322.85816513,500.0,-97.1844,100,2,1.0,1.0,2.1793e-19
3741.76182926,1.0,0.00333333,-83.9101,0.9,77.3213,1.0,0.00333333,,-77.0274735476,-77.0274735476,107.95,-77.0274735476,0.00333333,500,299.999969474,3741.76182926,500.0,-91.9387,100,2,1.0,1.0,5.43914e-20
6019.61700897,1.0,0.0025,-84.3266,0.9,77.2937,1.0,0.0025,,-85.5761334595,-85.5761334595,118.52,-85.5761334595,0.0025,500,400.0,6019.61700897,500.0,-91.2796,100,2,1.0,1.0,5.4346e-20
8221.93334721,1.15213,0.002,-79.1361,0.9,79.5741,0.000245407,0.00564997,1.08238,-91.2755960543,-91.2755960543,124.74,-91.2755960543,4.26005e-07,500,275.667096875,8221.93334721,286.904504252,-87.3459,100,1,1.74274,3.25475,3.26163e-06
4897.64007096,1.0,0.01,-80.0177,0.9,69.6323,1.0,0.01,,-80.0177219385,-80.0177219385,111.42,-80.0177219385,0.01,500,100.0,4897.64007096,500.0,-93.9224,100,2,1.0,1.0,3.50449e-18
1396.87488175,1.0,0.005,-75.6077,0.9,55.9932,1.0,0.005,,-71.19766969,-71.19766969,101.35,-71.19766969,0.005,500,200.000000102,1396.87488175,500.0,-85.4398,100,2,1.0,1.0,2.1793e-19
3755.1388265,1.0,0.00333333,-75.6102,0.9,57.7005,1.0,0.00333333,,-75.6150699238,-75.6150699238,106.31,-75.6150699238,0.00333333,500,299.999969474,3755.1388265,500.0,-83.6381,100,2,1.0,1.0,5.43914e-20
1417.07539566,1.0,0.0025,-74.154,0.9,53.4238,1.0,0.0025,,-69.785392008,-69.785392008,99.05,-69.785392008,0.0025,500,400.0,1417.07539566,500.0,-81.1063,100,2,1.0,1.0,5.4346e-20
3761.55221142,1.33067,0.002,-70.2928,0.9,37.8406,0.677022,0.0327037,6.18182,-78.8683484718,-78.8683484718,110.93,-78.8683484718,0.00101756,500,111.502241716,3761.55221142,328.784793967,-77.9612,100,1,1.52075,21.759,1.39648e-05
5959.94490717,1.0,0.01,-86.718,0.9,76.8137,1.0,0.01,,-86.7180421589,-86.7180421589,119.92,-86.7180421589,0.01,500,100.0,5959.94490717,500.0,-100.623,100,2,1.0,1.0,3.50449e-18
7181.26913386,1.0,0.005,-86.2626,0.9,80.6543,1.0,0.005,,-85.8072247459,-85.8072247459,117.56,-85.8072247459,0.005,500,200.000000102,7181.26913386,500.0,-96.0948,100,2,1.0,1.0,2.1793e-19
2622.82505341,1.0,0.00333333,-81.9867,0.9,72.3798,1.0,0.00333333,,-73.4347628926,-73.4347628926,103.81,-73.4347628926,0.00333333,500,299.999969474,2622.82505341,500.0,-90.0146,100,2,1.0,1.0,5.43914e-20
7140.14134673,1.0,0.0025,-83.4517,0.9,75.5166,1.0,0.0025,,-87.8469290099,-87.8469290099,120.44,-87.8469290099,0.0025,500,400.0,7140.14134673,500.0,-90.4041,100,2,1.0,1.0,5.4346e-20
8192.30269626,1.15938,0.002,-81.6146,0.9,89.2846,0.027726,0.0183967,1.71375,-91.987102778,-91.987102778,125.36,-91.987102778,4.78291e-05,500,220.029773015,8192.30269626,261.086079207,-90.22,100,1,1.91508,10.6644,5.09984e-06
4886.57121483,1.0,0.01,-82.7754,0.9,69.5536,1.0,0.01,,-82.7754285166,-82.7754285166,114.9,-82.7754285166,0.01,500,100.0,4886.57121483,500.0,-96.6801,100,2,1.0,1.0,3.50449e-18
9207.19821891,1.0,0.005,-89.08,0.9,83.7625,1.0,0.005,,-95.3845323464,-95.3845323464,129.41,-95.3845323464,0.005,500,200.000000102,9207.19821891,500.0,-98.9121,100,2,1.0,1.0,2.1793e-19
8269.33975724,1.0,0.00333333,-89.6508,0.9,86.0638,1.0,0.00333333,,-90.7924469545,-90.7924469545,123.37,-90.7924469545,0.00333333,500,299.999969474,8269.33975724,500.0,-97.6787,100,2,1.0,1.0,5.43914e-20
2594.86048819,1.0,0.0025,-85.933,0.9,78.9869,1.0,0.0025,,-74.7795474368,-74.7795474368,106.01,-74.7795474368,0.0025,500,400.0,2594.86048819,500.0,-92.8853,100,2,1.0,1.0,5.4346e-20
6043.21403223,1.06351,0.002,-84.6962,0.9,75.6649,0.744131,0.0123789,0.218429,-84.7168359423,-84.7168359423,117.17,-84.7168359423,0.00139939,500,419.204649243,6043.21403223,430.72778683,-91.3959,100,1,1.16083,6.58256,7.7248e-07
4931.70059076,1.0,0.01,-80.4536,0.9,69.8741,1.0,0.01,,-80.4536192983,-80.4536192983,112.05,-80.4536192983,0.01,500,100.0,4931.70059076,500.0,-94.3584,100,2,1.0,1.0,3.50449e-18
6024.8206445,1.0,0.005,-82.0685,0.9,73.662,1.0,0.005,,-83.6834618258,-83.6834618258,116.02,-83.6834618258,0.005,500,200.000000102,6024.8206445,500.0,-91.9011,100,2,1.0,1.0,2.1793e-19
6035.23210352,1.0,0.00333333,-82.879,0.9,74.9021,1.0,0.00333333,,-84.4997705895,-84.4997705895,116.46,-84.4997705895,0.00333333,500,299.999969474,6035.23210352,500.0,-90.9072,100,2,1.0,1.0,5.43914e-20
8280.34424249,1.0,0.0025,-84.4861,0.9,79.151,1.0,0.0025,,-89.3075302894,-89.3075302894,122.15,-89.3075302894,0.0025,500,400.0,8280.34424249,500.0,-91.4388,100,2,1.0,1.0,5.4346e-20
9335.5964153,1.05315,0.002,-83.2834,0.9,75.7807,0.673114,0.0192446,0.423579,-93.470128978,-93.470128978,126.6,-93.470128978,0.00127829,500,362.019655434,9335.5964153,369.922228474,-90.5132,100,1,1.35164,10.1337,1.52762e-06
4937.62992046,1.0,0.01,-79.9389,0.9,69.916,1.0,0.01,,-79.9389263669,-79.9389263669,111.22,-79.9389263669,0.01,500,100.0,4937.62992046,500.0,-93.8434,100,2,1.0,1.0,3.50449e-18
4865.01126561,1.0,0.005,-80.9959,0.9,69.6665,1.0,0.005,,-82.0528406136,-82.0528406136,114.04,-82.0528406136,0.005,500,200.000000102,4865.01126561,500.0,-90.8279,100,2,1.0,1.0,2.1793e-19
7135.51967825,1.0,0.00333333,-83.1237,0.9,74.8291,1.0,0.00333333,,-87.3792052901,-87.3792052901,120.06,-87.3792052901,0.00333333,500,299.999969474,7135.51967825,500.0,-91.1515,100,2,1.0,1.0,5.43914e-20
7036.64629284,1.0,0.0025,-84.7092,0.9,77.1275,1.0,0.0025,,-89.4658524571,-89.4658524571,122.82,-89.4658524571,0.0025,500,400.0,7036.64629284,500.0,-91.6615,100,2,1.0,1.0,5.4346e-20
9201.12658133,0.981514,0.002,-87.0372,0.9,81.5113,0.464447,0.00219917,0.0108465,-97.4747065696,-97.4747065696,131.72,-97.4747065696,0.000946389,500,494.44513773,9201.12658133,496.752864531,-93.2759,100,1,1.00654,1.07926,4.50357e-08
7135.22522355,1.0,0.01,-88.8095,0.9,84.0468,1.0,0.01,,-88.8094823121,-88.8094823121,122.43,-88.8094823121,0.01,500,100.0,7135.22522355,500.0,-102.714,100,2,1.0,1.0,3.50449e-18
2578.84713755,1.0,0.005,-81.618,0.9,69.715,1.0,0.005,,-74.4264459671,-74.4264459671,104.82,-74.4264459671,0.005,500,200.000000102,2578.84713755,500.0,-91.4501,100,2,1.0,1.0,2.1793e-19
2618.54496116,1.0,0.00333333,-78.3852,0.9,64.2273,1.0,0.00333333,,-71.9195187323,-71.9195187323,101.79,-71.9195187323,0.00333333,500,299.999969474,2618.54496116,500.0,-86.413,100,2,1.0,1.0,5.43914e-20
9330.2872278,1.0,0.0025,-82.5358,0.9,73.8565,1.0,0.0025,,-94.9876153894,-94.9876153894,128.91,-94.9876153894,0.0025,500,400.0,9330.2872278,500.0,-89.4881,100,2,1.0,1.0,5.4346e-20
6066.69469908,0.958975,0.002,-77.7728,0.9,88.7409,7.29272e-10,0.0060314,0.97308,-84.3711824021,-84.3711824021,116.44,-84.3711824021,1.52094e-12,500,243.1908552,6066.69469908,252.995539,-86.5147,100,1,1.97632,2.89198,4.23247e-06
3737.44618047,1.0,0.01,-75.9807,0.9,60.8282,1.0,0.01,,-75.9806544979,-75.9806544979,106.25,-75.9806544979,0.01,500,100.0,3737.44618047,500.0,-89.8854,100,2,1.0,1.0,3.50449e-18
1392.06646414,1.0,0.005,-72.8305,0.9,50.4879,1.0,0.005,,-69.680284996,-69.680284996,99.42,-69.680284996,0.005,500,200.000000102,1392.06646414,500.0,-82.6626,100,2,1.0,1.0,2.1793e-19
1352.83548053,1.0,0.00333333,-71.5338,0.9,46.359,1.0,0.00333333,,-68.9403556368,-68.9403556368,98.46,-68.9403556368,0.00333333,500,299.999969474,1352.83548053,500.0,-79.5617,100,2,1.0,1.0,5.43914e-20
4962.74925753,1.0,0.0025,-73.5807,0.9,53.4108,1.0,0.0025,,-79.721433015,-79.721433015,110.44,-79.721433015,0.0025,500,400.0,4962.74925753,500.0,-80.5331,100,2,1.0,1.0,5.4346e-20
4930.45873799,1.07458,0.002,-70.7822,0.9,57.5754,8.41642e-11,0.00461145,1.15107,-79.7321415529,-79.7321415529,110.77,-79.7321415529,1.56646e-13,500,250.646748663,4930.45873799,297.365619482,-78.8456,100,1,1.68143,2.47768,3.98734e-06
7114.62804013,1.0,0.01,-88.9474,0.9,83.9254,1.0,0.01,,-88.9473566826,-88.9473566826,121.63,-88.9473566826,0.01,500,100.0,7114.62804013,500.0,-102.852,100,2,1.0,1.0,3.50449e-18
2580.61025765,1.0,0.005,-80.2818,0.9,69.8157,1.0,0.005,,-71.6162567303,-71.6162567303,101.63,-71.6162567303,0.005,500,200.000000102,2580.61025765,500.0,-90.1139,100,2,1.0,1.0,2.1793e-19
7143.83072655,1.0,0.00333333,-82.7951,0.9,74.9639,1.0,0.00333333,,-87.82172931,-87.82172931,120.19,-87.82172931,0.00333333,500,299.999969474,7143.83072655,500.0,-90.823,100,2,1.0,1.0,5.43914e-20
8191.53904381,1.0,0.0025,-85.2992,0.9,79.1259,1.0,0.0025,,-92.8114189932,-92.8114189932,126.34,-92.8114189932,0.0025,500,400.0,8191.53904381,500.0,-92.2516,100,2,1.0,1.0,5.4346e-20
7128.65850329,1.2478,0.002,-80.8633,0.9,87.9399,0.0785992,0.00618221,1.31741,-88.4738224331,-88.4738224331,121.4,-88.4738224331,0.00012598,500,271.087153826,7128.65850329,352.788420429,-88.2663,100,1,1.41728,3.8571,3.38445e-06
2619.10522986,1.0,0.01,-72.6599,0.9,50.9207,1.0,0.01,,-72.6598550136,-72.6598550136,102.77,-72.6598550136,0.01,500,100.0,2619.10522986,500.0,-86.5645,100,2,1.0,1.0,3.50449e-18
7206.87666393,1.0,0.005,-79.6165,0.9,70.0875,1.0,0.005,,-86.573140064,-86.573140064,118.53,-86.573140064,0.005,500,200.000000102,7206.87666393,500.0,-89.4486,100,2,1.0,1.0,2.1793e-19
3767.5248784,1.0,0.00333333,-78.9661,0.9,67.2233,1.0,0.00333333,,-77.6651634325,-77.6651634325,108.72,-77.6651634325,0.00333333,500,299.999969474,3767.5248784,500.0,-86.994,100,2,1.0,1.0,5.43914e-20
3730.39415896,1.0,0.0025,-79.0055,0.9,65.6696,1.0,0.0025,,-79.1239482331,-79.1239482331,111.02,-79.1239482331,0.0025,500,400.0,3730.39415896,500.0,-85.9579,100,2,1.0,1.0,5.4346e-20
7089.07598942,1.41607,0.002,-72.4235,0.9,49.6075,3.08729e-05,0.0167988,6.49967,-88.8838105637,-88.8838105637,122.51,-88.8838105637,4.36037e-08,500,118.067476169,7089.07598942,283.466970145,-80.6822,100,1,1.76387,11.8941,1.29653e-05
4938.9143365,1.0,0.01,-82.3597,0.9,69.9251,1.0,0.01,,-82.3597292148,-82.3597292148,114.82,-82.3597292148,0.01,500,100.0,4938.9143365,500.0,-96.2645,100,2,1.0,1.0,3.50449e-18
