IterType,AvgVanillaIw,VarRet,VarNormIw,VarJ,AvgEpLen,VarDiscRet,MinVanillaIw,MinNormIw,eRenyi2,AvgNormIw,Bound,MaxVanillaIw,VarVanillaIw,ESSRenyi,AvgRet,ESSClassic,AvgDiscRet,EpsThisIter,MaxNormIw,J,BatchSize,VanillaAvgRet
1,1.0788455,153715.04574568424,0.00042804377,671.74115,500.0,153715.04574568424,8.970091e-14,8.314528e-16,3.5563617,0.01,-1361.9504,17.332518,4.982034,28.118624912529526,-1485.8543673066283,19.092596152855204,-1485.8543673066283,100,0.16065802,-1044.919,100,-1485.8543673066283
1,1.193641,52320.104135919355,0.00033284386,520.27264,500.0,52320.104135919355,7.595548e-09,6.363344e-11,2.922962,0.01,-1227.0066,14.743782,4.742288,34.211871964212115,-1133.9232969596126,23.28205537664972,-1133.9232969596126,100,0.123519406,-944.7385,100,-1133.9232969596126
1,0.9754123,33217.50218637637,0.0005986937,469.29727,500.0,33217.50218637637,6.400289e-06,6.561624e-08,4.2793674,0.01,-1171.4856,14.036903,5.6961465,23.367939594075825,-1102.294295743301,14.436122457532989,-1102.294295743301,100,0.14390738,-830.22345,100,-1102.294295743301
1,0.9513666,101785.26009977267,0.00011838139,218.69112,500.0,101785.26009977267,7.2168996e-07,7.585824e-09,2.053858,0.010000002,-998.4075,3.831832,1.071468,48.688856759616485,-932.1369423558734,46.041034555152336,-932.1369423558734,100,0.040277135,-761.7721,100,-932.1369423558734
1,0.78946334,74697.33957976205,0.00015163391,173.14995,500.0,74697.33957976205,0.00010628591,1.3463058e-06,1.962889,0.01,-903.1752,5.028121,0.94506186,50.94531694763714,-814.540717492086,39.981193886083844,-814.540717492086,100,0.063690364,-671.94794,100,-814.540717492086
1,1.0259825,28967.12377625957,3.321068e-05,130.58372,500.0,28967.12377625957,0.17796227,0.0017345547,1.2431598,0.01,-830.98535,4.4668345,0.34958887,80.44018342254502,-684.4998912562993,75.25666466987994,-684.4998912562993,100,0.04353714,-646.9823,100,-684.4998912562993
1,0.99879557,55103.05091548502,4.400623e-05,113.32967,500.0,55103.05091548502,0.07050604,0.0007059106,1.342701,0.01,-831.35974,2.7604625,0.43900287,74.47674732442944,-698.306479624762,69.65430036475965,-698.306479624762,100,0.027637914,-640.12427,100,-698.306479624762
1,0.9717357,13625.872184396545,2.9140625e-05,79.13424,500.0,13625.872184396545,0.17169666,0.001766907,1.2358183,0.01,-734.4254,2.450685,0.27516624,80.91804651292902,-640.7896375366265,77.61009065813829,-640.7896375366265,100,0.025219668,-614.10846,100,-640.7896375366265
1,1.0116892,22473.557699040975,9.875456e-06,97.87314,500.0,22473.557699040975,0.460276,0.004549579,1.0902034,0.01,-772.47253,2.0840652,0.10107675,91.72600231660257,-615.5873272810265,91.09401519785224,-615.5873272810265,100,0.020599857,-600.20715,100,-615.5873272810265
1,1.110977,4302.458223046561,1.8484861e-05,58.59479,500.0,4302.458223046561,0.29385877,0.002645048,1.1941485,0.010000002,-669.1116,2.6463559,0.22815314,83.7416758541571,-605.2698277933592,84.53083071998336,-605.2698277933592,100,0.023820078,-590.45013,100,-605.2698277933592
1,0.98888594,8622.647401172557,1.2296854e-05,66.757805,500.0,8622.647401172557,0.09174035,0.0009277141,1.1129384,0.009999999,-707.1309,1.7983432,0.12025038,89.85223228267682,-603.5712290431821,89.14731116222856,-603.5712290431821,100,0.018185547,-590.66876,100,-603.5712290431821
1,0.9235815,3685.0071653009413,2.7261032e-05,65.277435,500.0,3685.0071653009413,0.13847727,0.0014993509,1.2399787,0.010000002,-646.9552,2.2430491,0.23253734,80.64654847118666,-591.8876958294087,78.74732848193129,-591.8876958294087,100,0.024286425,-576.6414,100,-591.8876958294087
1,1.0627797,4508.3365689168,6.490349e-05,73.223015,500.0,4508.3365689168,0.025920931,0.00024389752,1.5815173,0.01,-624.99335,4.024051,0.73308545,63.23041648020398,-577.1755809143634,60.88114925234577,-577.1755809143634,100,0.03786346,-544.5632,100,-577.1755809143634
1,1.0771871,2815.672738983954,1.7497288e-05,55.493782,500.0,2815.672738983954,0.23777296,0.0022073505,1.194337,0.010000002,-605.32263,2.255799,0.20302667,83.728461171844,-551.1058760102287,85.2352685743063,-551.1058760102287,100,0.02094157,-540.38464,100,-551.1058760102287
