ESSClassic,BatchSize,AvgVanillaIw,MaxVanillaIw,J,eRenyi2,AvgNormIw,VarDiscRet,Bound,VarRet,ESSRenyi,MinVanillaIw,AvgDiscRet,AvgEpLen,MaxNormIw,VarJ,AvgRet,MinNormIw,VarNormIw,VanillaAvgRet,VarVanillaIw
1.0,100,8375.195,837519.5,22.258636,1.0000014,0.01,193.5671202764364,17.047123,193.5671202764364,99.99985694905718,,-3.776325421909797,500.0,1.0,1.449101e-06,-3.776325421909797,,0.010000002,-3.776325421909797,7014387700.0
1.0000008645171887,100,69402.945,6940291.5,39.2295,1.000003,0.01,182.30016158640856,35.156204,182.30016158640856,99.9997019776643,8.418737e-13,-0.21744630021227898,500.0,0.9999996,0.00012843909,-0.21744630021227898,1.213023e-19,0.009999994,-0.21744630021227898,481676300000.0
1.1883870330289115,100,9.774168,896.50287,41.41656,4.792429,0.01,334.901198248651,30.838785,334.901198248651,20.866245617610033,0.0007858339,6.6784541848377845,500.0,0.91721654,22.162926,6.6784541848377845,8.039906e-07,0.008398755,6.6784541848377845,8023.6978
1.1623187267215904,100,7.2622347,673.5414,47.408104,5.6065435,0.01,286.1017654782701,37.19479,286.1017654782701,17.836301327104945,0.00015673981,7.031796536707418,500.0,0.9274575,21.65261,7.031796536707418,2.1582863e-07,0.008589386,7.031796536707418,4530.047
1.1058084843224976,100,14.307699,1360.561,61.412582,3.5231762,0.009999998,422.16602698836823,51.021935,422.16602698836823,28.38347971127553,0.00961846,18.597897119964987,500.0,0.9509293,17.958776,18.597897119964987,6.7225765e-06,0.009033493,18.597897119964987,18492.479
1.0002745149230738,100,2033.5503,203327.12,69.701004,1.0000001,0.01,446.69265690634575,63.834476,446.69265690634575,99.99998807907247,2.310627e-07,25.30308156133243,500.0,0.9998628,0.04373822,25.30308156133243,1.1362527e-12,0.009997229,25.30308156133243,413418140.0
1.0000058981399278,100,74600.12,7459990.0,56.617783,1.0000001,0.01,517.1215912762513,50.9271,517.1215912762513,99.99998807907247,3.6889205e-08,17.346766653782655,500.0,0.9999971,0.0007363941,17.346766653782655,4.944926e-15,0.009999942,17.346766653782655,556514540000.0
1.3620962196509925,100,5.318437,455.4044,47.293987,3.8922331,0.01,407.22055950940893,37.193043,407.22055950940893,25.692191750806987,0.0005875126,20.746890051308664,500.0,0.8562749,17.892355,20.746890051308664,1.1046716e-06,0.007314773,20.746890051308664,2069.0396
1.1613817215918782,100,10.08858,936.0716,63.543625,3.326435,0.009999999,337.6135000240616,53.489,337.6135000240616,30.062212946026687,0.045977846,32.356819072772225,500.0,0.9278527,18.402927,32.356819072772225,4.557415e-05,0.008596398,32.356819072772225,8749.365
1.001267705913141,100,1037.4293,103677.24,71.019844,1.0000001,0.01,371.9416069123231,63.974007,371.9416069123231,99.99998807907247,0.008558402,37.436956745926096,500.0,0.99936676,0.21193822,37.436956745926096,8.2496236e-08,0.009987212,37.436956745926096,107488340.0
