Delta,VarVanillaIw,IterType,BatchSize,AvgNormIw,Bound,J,AvgDiscRet,MinVanillaIw,ESSRenyi,VarJ,AvgEpLen,AvgVanillaIw,MaxVanillaIw,AvgRet,VarNormIw,VarDiscRet,VanillaAvgRet,ESSClassic,VarRet,eRenyi2,MaxNormIw,MinNormIw,EpsThisIter
0.7,,2,500,0.005,1945.13,2160.31,2231.97089832,1.0,500.0,650.706,243.13,1.0,1.0,2231.97089832,2.1793e-19,444556.837981,2231.97089832,200.000000102,444556.837981,1.0,0.005,0.005,100
0.7,,2,500,0.00333333,1994.75,2170.44,2190.71032632,1.0,500.0,639.063,238.1,1.0,1.0,2190.71032632,5.43914e-20,381568.469501,2190.71032632,299.999969474,381568.469501,1.0,0.00333333,0.00333333,100
0.7,,2,500,0.0025,2017.33,2169.48,2166.61220276,1.0,500.0,625.055,235.79,1.0,1.0,2166.61220276,5.4346e-20,340970.005232,2166.61220276,400.0,340970.005232,1.0,0.0025,0.0025,100
0.7,,1,500,0.002,2053.16,2189.25,2268.31023101,1.0,500.0,627.922,246.59,1.0,1.0,2268.31023101,5.43187e-20,404891.604612,2268.31023101,500.000006643,404891.604612,1.0,0.002,0.002,100
0.7,,2,500,0.01,1785.21,2086.16,2086.16112738,1.0,500.0,602.146,227.32,1.0,1.0,2086.16112738,3.50449e-18,366242.230056,2086.16112738,100.0,366242.230056,1.0,0.01,0.01,100
0.7,,2,500,0.005,1900.63,2113.43,2140.70440762,1.0,500.0,597.865,232.84,1.0,1.0,2140.70440762,2.1793e-19,354362.363501,2140.70440762,200.000000102,354362.363501,1.0,0.005,0.005,100
0.7,,2,500,0.00333333,1912.46,2088.07,2037.34211399,1.0,500.0,634.331,222.11,1.0,1.0,2037.34211399,5.43914e-20,493316.007656,2037.34211399,299.999969474,493316.007656,1.0,0.00333333,0.00333333,100
0.7,,2,500,0.0025,1968.71,2120.79,2218.96345612,1.0,500.0,639.01,241.6,1.0,1.0,2218.96345612,5.4346e-20,417529.206803,2218.96345612,400.0,417529.206803,1.0,0.0025,0.0025,100
0.7,,1,500,0.002,1984.31,2121.02,2121.94016576,1.0,500.0,655.46,230.86,1.0,1.0,2121.94016576,5.43187e-20,520005.574899,2121.94016576,500.000006643,520005.574899,1.0,0.002,0.002,100
0.7,,2,500,0.01,1909.26,2180.25,2180.25164051,1.0,500.0,671.929,237.45,1.0,1.0,2180.25164051,3.50449e-18,456048.454592,2180.25164051,100.0,456048.454592,1.0,0.01,0.01,100
0.7,,2,500,0.005,1966.45,2182.41,2184.57696139,1.0,500.0,676.133,237.78,1.0,1.0,2184.57696139,2.1793e-19,467490.472874,2184.57696139,200.000000102,467490.472874,1.0,0.005,0.005,100
0.7,,2,500,0.00333333,1991.97,2168.3,2140.07978172,1.0,500.0,659.524,232.75,1.0,1.0,2140.07978172,5.43914e-20,393341.931708,2140.07978172,299.999969474,393341.931708,1.0,0.00333333,0.00333333,100
0.7,,2,500,0.0025,2026.25,2178.97,2210.95721578,1.0,500.0,652.015,240.41,1.0,1.0,2210.95721578,5.4346e-20,398197.786536,2210.95721578,400.0,398197.786536,1.0,0.0025,0.0025,100
0.7,,1,500,0.002,2038.01,2174.6,2157.14381703,1.0,500.0,647.738,235.01,1.0,1.0,2157.14381703,5.43187e-20,400955.395453,2157.14381703,500.000006643,400955.395453,1.0,0.002,0.002,100
0.7,,2,500,0.01,1836.82,2085.18,2085.17948659,1.0,500.0,600.766,227.6,1.0,1.0,2085.17948659,3.50449e-18,364565.067331,2085.17948659,100.0,364565.067331,1.0,0.01,0.01,100
0.7,,2,500,0.005,1934.3,2112.59,2140.0101055,1.0,500.0,643.174,233.14,1.0,1.0,2140.0101055,2.1793e-19,469618.17486,2140.0101055,200.000000102,469618.17486,1.0,0.005,0.005,100
0.7,,2,500,0.00333333,1979.12,2137.31,2186.74330726,1.0,500.0,623.708,237.77,1.0,1.0,2186.74330726,5.43914e-20,339420.556769,2186.74330726,299.999969474,339420.556769,1.0,0.00333333,0.00333333,100
0.7,,2,500,0.0025,1995.04,2132.03,2116.19694357,1.0,500.0,615.082,230.3,1.0,1.0,2116.19694357,5.4346e-20,349426.261585,2116.19694357,400.0,349426.261585,1.0,0.0025,0.0025,100
0.7,,1,500,0.002,1971.3,2093.83,1941.03277534,1.0,500.0,610.609,211.68,1.0,1.0,1941.03277534,5.43187e-20,324977.860412,1941.03277534,500.000006643,324977.860412,1.0,0.002,0.002,100
0.7,,2,500,0.01,1907.93,2194.03,2194.02968031,1.0,500.0,708.332,238.99,1.0,1.0,2194.02968031,3.50449e-18,506802.022547,2194.02968031,100.0,506802.022547,1.0,0.01,0.01,100
0.7,,2,500,0.005,2029.54,2231.84,2269.65249692,1.0,500.0,679.653,246.9,1.0,1.0,2269.65249692,2.1793e-19,423498.862093,2269.65249692,200.000000102,423498.862093,1.0,0.005,0.005,100
0.7,,2,500,0.00333333,2021.17,2186.35,2095.3634484,1.0,500.0,672.313,228.35,1.0,1.0,2095.3634484,5.43914e-20,423978.951992,2095.3634484,299.999969474,423978.951992,1.0,0.00333333,0.00333333,100
0.7,,2,500,0.0025,2033.75,2176.8,2148.15287076,1.0,500.0,658.435,233.95,1.0,1.0,2148.15287076,5.4346e-20,380844.921442,2148.15287076,400.0,380844.921442,1.0,0.0025,0.0025,100
0.7,,1,500,0.002,2043.95,2171.9,2152.287397,1.0,500.0,659.818,234.32,1.0,1.0,2152.287397,5.43187e-20,446638.404635,2152.287397,500.000006643,446638.404635,1.0,0.002,0.002,100
0.7,,2,500,0.01,1916.33,2221.3,2221.29573202,1.0,500.0,710.384,241.6,1.0,1.0,2221.29573202,3.50449e-18,509743.029935,2221.29573202,100.0,509743.029935,1.0,0.01,0.01,100
0.7,,2,500,0.005,1988.36,2204.01,2186.72303695,1.0,500.0,662.019,237.96,1.0,1.0,2186.72303695,2.1793e-19,375046.251036,2186.72303695,200.000000102,375046.251036,1.0,0.005,0.005,100
0.7,,2,500,0.00333333,2035.74,2211.81,2227.42602201,1.0,500.0,662.372,242.26,1.0,1.0,2227.42602201,5.43914e-20,443743.010147,2227.42602201,299.999969474,443743.010147,1.0,0.00333333,0.00333333,100
0.7,,2,500,0.0025,2033.69,2186.17,2109.25235126,1.0,500.0,653.887,229.97,1.0,1.0,2109.25235126,5.4346e-20,390072.205107,2109.25235126,400.0,390072.205107,1.0,0.0025,0.0025,100
0.7,,1,500,0.002,2020.55,2156.94,2040.00201339,1.0,500.0,631.787,222.25,1.0,1.0,2040.00201339,5.43187e-20,271118.827179,2040.00201339,500.000006643,271118.827179,1.0,0.002,0.002,100
0.7,,2,500,0.01,1822.99,2077.97,2077.96615843,1.0,500.0,633.423,226.52,1.0,1.0,2077.96615843,3.50449e-18,405278.10818,2077.96615843,100.0,405278.10818,1.0,0.01,0.01,100
0.7,,2,500,0.005,1952.09,2132.39,2186.81152411,1.0,500.0,591.634,237.81,1.0,1.0,2186.81152411,2.1793e-19,295871.162215,2186.81152411,200.000000102,295871.162215,1.0,0.005,0.005,100
0.7,,2,500,0.00333333,1981.21,2139.39,2153.38837752,1.0,500.0,608.771,234.49,1.0,1.0,2153.38837752,5.43914e-20,415607.060039,2153.38837752,299.999969474,415607.060039,1.0,0.00333333,0.00333333,100
0.7,,2,500,0.0025,2001.9,2149.66,2180.47730866,1.0,500.0,637.797,237.66,1.0,1.0,2180.47730866,5.4346e-20,519262.099605,2180.47730866,400.0,519262.099605,1.0,0.0025,0.0025,100
0.7,,1,500,0.002,2004.78,2136.95,2086.09692135,1.0,500.0,617.924,227.06,1.0,1.0,2086.09692135,5.43187e-20,281594.040092,2086.09692135,500.000006643,281594.040092,1.0,0.002,0.002,100
0.7,,2,500,0.01,1884.03,2143.26,2143.25609372,1.0,500.0,659.387,233.4,1.0,1.0,2143.25609372,3.50449e-18,439183.009017,2143.25609372,100.0,439183.009017,1.0,0.01,0.01,100
0.7,,2,500,0.005,1957.14,2142.77,2142.27585648,1.0,500.0,635.219,233.2,1.0,1.0,2142.27585648,2.1793e-19,375973.212036,2142.27585648,200.000000102,375973.212036,1.0,0.005,0.005,100
0.7,,2,500,0.00333333,1943.13,2104.64,2028.39717456,1.0,500.0,650.797,221.23,1.0,1.0,2028.39717456,5.43914e-20,459479.572787,2028.39717456,299.999969474,459479.572787,1.0,0.00333333,0.00333333,100
0.7,,2,500,0.0025,1951.1,2090.97,2049.95978209,1.0,500.0,633.068,223.2,1.0,1.0,2049.95978209,5.4346e-20,333585.999707,2049.95978209,400.0,333585.999707,1.0,0.0025,0.0025,100
0.7,,1,500,0.002,1963.38,2088.49,2078.561096,1.0,500.0,626.104,226.48,1.0,1.0,2078.561096,5.43187e-20,360410.958142,2078.561096,500.000006643,360410.958142,1.0,0.002,0.002,100
0.7,,2,500,0.01,1720.39,2025.52,2025.52161614,1.0,500.0,666.134,220.84,1.0,1.0,2025.52161614,3.50449e-18,448216.791163,2025.52161614,100.0,448216.791163,1.0,0.01,0.01,100
0.7,,2,500,0.005,1845.44,2061.21,2096.89335794,1.0,500.0,632.696,228.45,1.0,1.0,2096.89335794,2.1793e-19,357906.555277,2096.89335794,200.000000102,357906.555277,1.0,0.005,0.005,100
0.7,,2,500,0.00333333,1935.16,2111.44,2211.89440769,1.0,500.0,656.332,240.58,1.0,1.0,2211.89440769,5.43914e-20,481381.396048,2211.89440769,299.999969474,481381.396048,1.0,0.00333333,0.00333333,100
0.7,,2,500,0.0025,1978.91,2131.57,2191.95789118,1.0,500.0,654.398,238.93,1.0,1.0,2191.95789118,5.4346e-20,419969.594013,2191.95789118,400.0,419969.594013,1.0,0.0025,0.0025,100
0.7,,1,500,0.002,2013.36,2149.9,2223.25566027,1.0,500.0,650.916,242.19,1.0,1.0,2223.25566027,5.43187e-20,402815.057549,2223.25566027,500.000006643,402815.057549,1.0,0.002,0.002,100
0.7,,2,500,0.01,1797.68,2058.2,2058.20316886,1.0,500.0,587.286,224.53,1.0,1.0,2058.20316886,3.50449e-18,348389.044069,2058.20316886,100.0,348389.044069,1.0,0.01,0.01,100
0.7,,2,500,0.005,1915.06,2099.28,2140.35913551,1.0,500.0,581.106,232.96,1.0,1.0,2140.35913551,2.1793e-19,330393.160852,2140.35913551,200.000000102,330393.160852,1.0,0.005,0.005,100
0.7,,2,500,0.00333333,1967.38,2126.16,2179.93109945,1.0,500.0,601.206,237.14,1.0,1.0,2179.93109945,5.43914e-20,408729.211397,2179.93109945,299.999969474,408729.211397,1.0,0.00333333,0.00333333,100
0.7,,2,500,0.0025,1978.98,2116.5,2087.50180054,1.0,500.0,590.473,227.49,1.0,1.0,2087.50180054,5.4346e-20,312288.218239,2087.50180054,400.0,312288.218239,1.0,0.0025,0.0025,100
0.7,,1,500,0.002,1972.02,2095.02,2009.08727788,1.0,500.0,586.562,218.75,1.0,1.0,2009.08727788,5.43187e-20,319605.78606,2009.08727788,500.000006643,319605.78606,1.0,0.002,0.002,100
0.7,,2,500,0.01,1924.56,2178.6,2178.59807318,1.0,500.0,586.19,237.19,1.0,1.0,2178.59807318,3.50449e-18,347089.205271,2178.59807318,100.0,347089.205271,1.0,0.01,0.01,100
0.7,,2,500,0.005,1929.96,2145.9,2113.2036289,1.0,500.0,605.009,229.95,1.0,1.0,2113.2036289,2.1793e-19,390218.282844,2113.2036289,200.000000102,390218.282844,1.0,0.005,0.005,100
0.7,,2,500,0.00333333,1971.32,2147.64,2151.11754115,1.0,500.0,618.567,234.18,1.0,1.0,2151.11754115,5.43914e-20,419984.563227,2151.11754115,299.999969474,419984.563227,1.0,0.00333333,0.00333333,100
0.7,,2,500,0.0025,1987.89,2140.59,2119.43547823,1.0,500.0,618.494,230.75,1.0,1.0,2119.43547823,5.4346e-20,385524.537407,2119.43547823,400.0,385524.537407,1.0,0.0025,0.0025,100
0.7,,1,500,0.002,2008.89,2145.46,2164.96667899,1.0,500.0,617.778,235.59,1.0,1.0,2164.96667899,5.43187e-20,381444.909343,2164.96667899,500.000006643,381444.909343,1.0,0.002,0.002,100
0.7,,2,500,0.01,1876.43,2137.58,2137.58319846,1.0,500.0,579.47,232.74,1.0,1.0,2137.58319846,3.50449e-18,339177.612435,2137.58319846,100.0,339177.612435,1.0,0.01,0.01,100
0.7,,2,500,0.005,1938.71,2154.86,2172.14440229,1.0,500.0,602.564,236.24,1.0,1.0,2172.14440229,2.1793e-19,393720.484856,2172.14440229,200.000000102,393720.484856,1.0,0.005,0.005,100
0.7,,2,500,0.00333333,1950.98,2127.47,2072.67134817,1.0,500.0,615.448,225.92,1.0,1.0,2072.67134817,5.43914e-20,409756.224127,2072.67134817,299.999969474,409756.224127,1.0,0.00333333,0.00333333,100
0.7,,2,500,0.0025,1984.35,2137.19,2166.37791806,1.0,500.0,597.375,235.88,1.0,1.0,2166.37791806,5.4346e-20,292891.403135,2166.37791806,400.0,292891.403135,1.0,0.0025,0.0025,100
0.7,,1,500,0.002,2002.14,2138.85,2145.4789821,1.0,500.0,580.446,233.46,1.0,1.0,2145.4789821,5.43187e-20,259701.306856,2145.4789821,500.000006643,259701.306856,1.0,0.002,0.002,100
0.7,,2,500,0.01,1868.94,2139.73,2139.73104216,1.0,500.0,672.882,232.9,1.0,1.0,2139.73104216,3.50449e-18,457342.981642,2139.73104216,100.0,457342.981642,1.0,0.01,0.01,100
0.7,,2,500,0.005,1926.21,2117.69,2095.64153286,1.0,500.0,637.629,228.23,1.0,1.0,2095.64153286,2.1793e-19,363029.113568,2095.64153286,200.000000102,363029.113568,1.0,0.005,0.005,100
0.7,,2,500,0.00333333,1948.65,2104.99,2079.60257144,1.0,500.0,628.591,226.45,1.0,1.0,2079.60257144,5.43914e-20,375022.393539,2079.60257144,299.999969474,375022.393539,1.0,0.00333333,0.00333333,100
0.7,,2,500,0.0025,1948.67,2100.31,2086.25914327,1.0,500.0,640.481,227.42,1.0,1.0,2086.25914327,5.4346e-20,459819.385885,2086.25914327,400.0,459819.385885,1.0,0.0025,0.0025,100
0.7,,1,500,0.002,1995.32,2131.52,2256.35780694,1.0,500.0,660.232,245.46,1.0,1.0,2256.35780694,5.43187e-20,524432.91507,2256.35780694,500.000006643,524432.91507,1.0,0.002,0.002,100
0.7,,2,500,0.01,1870.33,2170.81,2170.80724389,1.0,500.0,646.927,236.05,1.0,1.0,2170.80724389,3.50449e-18,422741.294613,2170.80724389,100.0,422741.294613,1.0,0.01,0.01,100
0.7,,2,500,0.005,1908.1,2120.57,2070.32717,1.0,500.0,619.293,225.45,1.0,1.0,2070.32717,2.1793e-19,346954.225204,2070.32717,200.000000102,346954.225204,1.0,0.005,0.005,100
0.7,,2,500,0.00333333,1949.57,2125.19,2134.43826372,1.0,500.0,616.95,232.46,1.0,1.0,2134.43826372,5.43914e-20,378489.904467,2134.43826372,299.999969474,378489.904467,1.0,0.00333333,0.00333333,100
0.7,,2,500,0.0025,1977.1,2129.19,2141.17459449,1.0,500.0,588.599,232.96,1.0,1.0,2141.17459449,5.4346e-20,246185.771706,2141.17459449,400.0,246185.771706,1.0,0.0025,0.0025,100
0.7,,1,500,0.002,1974.65,2110.68,2036.67025288,1.0,500.0,592.177,221.89,1.0,1.0,2036.67025288,5.43187e-20,364369.838089,2036.67025288,500.000006643,364369.838089,1.0,0.002,0.002,100
0.7,,2,500,0.01,1689.08,1979.54,1979.53617916,1.0,500.0,646.348,215.88,1.0,1.0,1979.53617916,3.50449e-18,421985.172854,1979.53617916,100.0,421985.172854,1.0,0.01,0.01,100
0.7,,2,500,0.005,1846.92,2052.3,2125.06749991,1.0,500.0,594.436,230.89,1.0,1.0,2125.06749991,2.1793e-19,281164.915539,2125.06749991,200.000000102,281164.915539,1.0,0.005,0.005,100
0.7,,2,500,0.00333333,1914.44,2082.13,2141.78598495,1.0,500.0,595.547,233.07,1.0,1.0,2141.78598495,5.43914e-20,355535.734056,2141.78598495,299.999969474,355535.734056,1.0,0.00333333,0.00333333,100
0.7,,2,500,0.0025,1925.33,2070.55,2035.82164415,1.0,500.0,580.425,221.73,1.0,1.0,2035.82164415,5.4346e-20,284783.293338,2035.82164415,400.0,284783.293338,1.0,0.0025,0.0025,100
0.7,,1,500,0.002,1942.85,2079.19,2113.71942117,1.0,500.0,590.085,230.16,1.0,1.0,2113.71942117,5.43187e-20,395898.310886,2113.71942117,500.000006643,395898.310886,1.0,0.002,0.002,100
0.7,,2,500,0.01,1844.37,2080.28,2080.28413207,1.0,500.0,543.464,226.46,1.0,1.0,2080.28413207,3.50449e-18,298336.683079,2080.28413207,100.0,298336.683079,1.0,0.01,0.01,100
0.7,,2,500,0.005,1870.59,2039.8,1999.31758487,1.0,500.0,579.406,218.21,1.0,1.0,1999.31758487,2.1793e-19,376556.126327,1999.31758487,200.000000102,376556.126327,1.0,0.005,0.005,100
0.7,,2,500,0.00333333,1920.33,2072.22,2137.05476292,1.0,500.0,588.511,232.43,1.0,1.0,2137.05476292,5.43914e-20,364956.529231,2137.05476292,299.999969474,364956.529231,1.0,0.00333333,0.00333333,100
0.7,,2,500,0.0025,1916.14,2047.68,1974.0631129,1.0,500.0,568.857,215.36,1.0,1.0,1974.0631129,5.4346e-20,250639.605931,1974.0631129,400.0,250639.605931,1.0,0.0025,0.0025,100
0.7,,1,500,0.002,1934.29,2051.95,2069.00641558,1.0,500.0,570.319,225.07,1.0,1.0,2069.00641558,5.43187e-20,334909.825806,2069.00641558,500.000006643,334909.825806,1.0,0.002,0.002,100
0.7,,2,500,0.01,1810.54,2091.83,2091.83498827,1.0,500.0,624.306,227.98,1.0,1.0,2091.83498827,3.50449e-18,393694.531644,2091.83498827,100.0,393694.531644,1.0,0.01,0.01,100
0.7,,2,500,0.005,1968.99,2167.9,2243.96215097,1.0,500.0,623.652,243.9,1.0,1.0,2243.96215097,2.1793e-19,380358.054586,2243.96215097,200.000000102,380358.054586,1.0,0.005,0.005,100
0.7,,2,500,0.00333333,2015.29,2177.69,2197.28209725,1.0,500.0,607.207,239.14,1.0,1.0,2197.28209725,5.43914e-20,330952.20927,2197.28209725,299.999969474,330952.20927,1.0,0.00333333,0.00333333,100
0.7,,2,500,0.0025,2052.19,2195.91,2250.55765245,1.0,500.0,641.767,244.98,1.0,1.0,2250.55765245,5.4346e-20,542803.45636,2250.55765245,400.0,542803.45636,1.0,0.0025,0.0025,100
0.7,,1,500,0.002,2052.76,2181.31,2122.91178239,1.0,500.0,623.812,231.23,1.0,1.0,2122.91178239,5.43187e-20,296957.357166,2122.91178239,500.000006643,296957.357166,1.0,0.002,0.002,100
0.7,,2,500,0.01,1893.76,2150.12,2150.11809881,1.0,500.0,652.334,234.34,1.0,1.0,2150.11809881,3.50449e-18,429837.771462,2150.11809881,100.0,429837.771462,1.0,0.01,0.01,100
0.7,,2,500,0.005,1961.01,2175.07,2200.01422187,1.0,500.0,663.354,239.2,1.0,1.0,2200.01422187,2.1793e-19,457871.56767,2200.01422187,200.000000102,457871.56767,1.0,0.005,0.005,100
0.7,,2,500,0.00333333,1967.52,2142.3,2076.7569289,1.0,500.0,662.007,226.49,1.0,1.0,2076.7569289,5.43914e-20,432563.274979,2076.7569289,299.999969474,432563.274979,1.0,0.00333333,0.00333333,100
0.7,,2,500,0.0025,1981.37,2132.73,2104.04531371,1.0,500.0,635.062,229.08,1.0,1.0,2104.04531371,5.4346e-20,300365.952943,2104.04531371,400.0,300365.952943,1.0,0.0025,0.0025,100
0.7,,1,500,0.002,1989.66,2126.18,2099.98446672,1.0,500.0,632.44,228.71,1.0,1.0,2099.98446672,5.43187e-20,389720.63664,2099.98446672,500.000006643,389720.63664,1.0,0.002,0.002,100
0.7,,2,500,0.01,1798.21,2045.54,2045.54233653,1.0,500.0,585.962,222.91,1.0,1.0,2045.54233653,3.50449e-18,346819.545685,2045.54233653,100.0,346819.545685,1.0,0.01,0.01,100
0.7,,2,500,0.005,1944.65,2159.69,2273.84110643,1.0,500.0,649.344,247.04,1.0,1.0,2273.84110643,2.1793e-19,478670.687465,2273.84110643,200.000000102,478670.687465,1.0,0.005,0.005,100
0.7,,2,500,0.00333333,1959.75,2135.33,2086.5983625,1.0,500.0,628.726,226.96,1.0,1.0,2086.5983625,5.43914e-20,342457.550693,2086.5983625,299.999969474,342457.550693,1.0,0.00333333,0.00333333,100
0.7,,2,500,0.0025,2003.4,2155.45,2215.83182162,1.0,500.0,641.48,241.21,1.0,1.0,2215.83182162,5.4346e-20,459832.645259,2215.83182162,400.0,459832.645259,1.0,0.0025,0.0025,100
0.7,,1,500,0.002,2009.65,2145.66,2106.47083829,1.0,500.0,639.436,229.5,1.0,1.0,2106.47083829,5.43187e-20,400491.284956,2106.47083829,500.000006643,400491.284956,1.0,0.002,0.002,100
0.7,,2,500,0.01,1824.88,2062.74,2062.73834565,1.0,500.0,495.977,224.7,1.0,1.0,2062.73834565,3.50449e-18,248477.507246,2062.73834565,100.0,248477.507246,1.0,0.01,0.01,100
0.7,,2,500,0.005,1856.27,2024.46,1986.18043102,1.0,500.0,533.891,216.93,1.0,1.0,1986.18043102,2.1793e-19,324400.208336,1986.18043102,200.000000102,324400.208336,1.0,0.005,0.005,100
0.7,,2,500,0.00333333,1913.17,2056.62,2120.92930844,1.0,500.0,544.336,230.82,1.0,1.0,2120.92930844,5.43914e-20,315779.164629,2120.92930844,299.999969474,315779.164629,1.0,0.00333333,0.00333333,100
0.7,,2,500,0.0025,1907.26,2039.59,1988.52020368,1.0,500.0,550.687,217.19,1.0,1.0,1988.52020368,5.4346e-20,323882.390143,1988.52020368,400.0,323882.390143,1.0,0.0025,0.0025,100
0.7,,1,500,0.002,1927.82,2064.33,2163.27413139,1.0,500.0,605.449,235.4,1.0,1.0,2163.27413139,5.43187e-20,613715.816733,2163.27413139,500.000006643,613715.816733,1.0,0.002,0.002,100
0.7,,2,500,0.01,1870.83,2162.56,2162.5577573,1.0,500.0,643.653,235.49,1.0,1.0,2162.5577573,3.50449e-18,418473.64349,2162.5577573,100.0,418473.64349,1.0,0.01,0.01,100
0.7,,2,500,0.005,1918.48,2124.76,2086.97112909,1.0,500.0,644.194,227.3,1.0,1.0,2086.97112909,2.1793e-19,416995.7184,2086.97112909,200.000000102,416995.7184,1.0,0.005,0.005,100
0.7,,2,500,0.00333333,1942.95,2111.38,2084.59797314,1.0,500.0,629.325,227.16,1.0,1.0,2084.59797314,5.43914e-20,360709.689857,2084.59797314,299.999969474,360709.689857,1.0,0.00333333,0.00333333,100
0.7,,2,500,0.0025,1964.64,2110.5,2107.8729443,1.0,500.0,619.46,229.67,1.0,1.0,2107.8729443,5.4346e-20,350267.444998,2107.8729443,400.0,350267.444998,1.0,0.0025,0.0025,100
0.7,,1,500,0.002,1985.34,2115.81,2137.03834894,1.0,500.0,626.981,232.83,1.0,1.0,2137.03834894,5.43187e-20,434383.384067,2137.03834894,500.000006643,434383.384067,1.0,0.002,0.002,100
0.7,,2,500,0.01,1832.68,2137.95,2137.94659103,1.0,500.0,683.56,232.67,1.0,1.0,2137.94659103,3.50449e-18,471974.215421,2137.94659103,100.0,471974.215421,1.0,0.01,0.01,100
0.7,,2,500,0.005,1923.11,2138.96,2139.98288663,1.0,500.0,664.365,233.04,1.0,1.0,2139.98288663,2.1793e-19,419702.892561,2139.98288663,200.000000102,419702.892561,1.0,0.005,0.005,100
0.7,,2,500,0.00333333,1987.05,2163.29,2211.94276981,1.0,500.0,661.382,240.7,1.0,1.0,2211.94276981,5.43914e-20,430269.331926,2211.94276981,299.999969474,430269.331926,1.0,0.00333333,0.00333333,100
0.7,,2,500,0.0025,2002.08,2154.71,2128.97420507,1.0,500.0,658.494,232.04,1.0,1.0,2128.97420507,5.4346e-20,425549.548605,2128.97420507,400.0,425549.548605,1.0,0.0025,0.0025,100
0.7,,1,500,0.002,2027.02,2163.54,2198.86184294,1.0,500.0,678.156,239.38,1.0,1.0,2198.86184294,5.43187e-20,569149.954846,2198.86184294,500.000006643,569149.954846,1.0,0.002,0.002,100
0.7,,2,500,0.01,1934.29,2173.93,2173.929106,1.0,500.0,665.892,236.5,1.0,1.0,2173.929106,3.50449e-18,447891.242114,2173.929106,100.0,447891.242114,1.0,0.01,0.01,100
0.7,,2,500,0.005,1955.0,2124.45,2074.97814279,1.0,500.0,615.469,226.12,1.0,1.0,2074.97814279,2.1793e-19,312421.283852,2074.97814279,200.000000102,312421.283852,1.0,0.005,0.005,100
0.7,,2,500,0.00333333,1933.51,2109.87,2080.68816792,1.0,500.0,635.316,226.63,1.0,1.0,2080.68816792,5.43914e-20,456563.927401,2080.68816792,299.999969474,456563.927401,1.0,0.00333333,0.00333333,100
0.7,,2,500,0.0025,1980.98,2133.71,2205.22519589,1.0,500.0,635.437,239.91,1.0,1.0,2205.22519589,5.4346e-20,401433.995659,2205.22519589,400.0,401433.995659,1.0,0.0025,0.0025,100
0.7,,1,500,0.002,1998.17,2134.78,2139.05778291,1.0,500.0,627.71,232.97,1.0,1.0,2139.05778291,5.43187e-20,358544.629871,2139.05778291,500.000006643,358544.629871,1.0,0.002,0.002,100
0.7,,2,500,0.01,1972.84,2237.47,2237.47085229,1.0,500.0,626.149,242.97,1.0,1.0,2237.47085229,3.50449e-18,396023.387255,2237.47085229,100.0,396023.387255,1.0,0.01,0.01,100
0.7,,2,500,0.005,1988.81,2175.93,2114.39395584,1.0,500.0,609.739,230.26,1.0,1.0,2114.39395584,2.1793e-19,347399.106714,2114.39395584,200.000000102,347399.106714,1.0,0.005,0.005,100
0.7,,2,500,0.00333333,1980.46,2137.99,2062.10634034,1.0,500.0,623.167,224.82,1.0,1.0,2062.10634034,5.43914e-20,416980.451468,2062.10634034,299.999969474,416980.451468,1.0,0.00333333,0.00333333,100
0.7,,2,500,0.0025,2004.62,2141.04,2150.18247221,1.0,500.0,615.534,234.14,1.0,1.0,2150.18247221,5.4346e-20,353948.179645,2150.18247221,400.0,353948.179645,1.0,0.0025,0.0025,100
0.7,,1,500,0.002,1997.45,2134.11,2106.41796307,1.0,500.0,608.139,229.32,1.0,1.0,2106.41796307,5.43187e-20,336035.813565,2106.41796307,500.000006643,336035.813565,1.0,0.002,0.002,100
0.7,,2,500,0.01,1934.34,2185.44,2185.43830955,1.0,500.0,628.417,238.17,1.0,1.0,2185.43830955,3.50449e-18,398896.334622,2185.43830955,100.0,398896.334622,1.0,0.01,0.01,100
0.7,,2,500,0.005,1985.78,2186.65,2187.87129605,1.0,500.0,658.773,238.02,1.0,1.0,2187.87129605,2.1793e-19,477831.532511,2187.87129605,200.000000102,477831.532511,1.0,0.005,0.005,100
0.7,,2,500,0.00333333,2008.12,2172.14,2143.09477979,1.0,500.0,641.997,233.44,1.0,1.0,2143.09477979,5.43914e-20,370961.888601,2143.09477979,299.999969474,370961.888601,1.0,0.00333333,0.00333333,100
0.7,,2,500,0.0025,2044.89,2186.92,2231.29429248,1.0,500.0,635.391,242.5,1.0,1.0,2231.29429248,5.4346e-20,379579.079615,2231.29429248,400.0,379579.079615,1.0,0.0025,0.0025,100
0.7,,1,500,0.002,2027.12,2163.29,2068.72958895,1.0,500.0,640.343,225.29,1.0,1.0,2068.72958895,5.43187e-20,428413.472181,2068.72958895,500.000006643,428413.472181,1.0,0.002,0.002,100
0.7,,2,500,0.01,1817.41,2089.4,2089.39961857,1.0,500.0,620.444,227.76,1.0,1.0,2089.39961857,3.50449e-18,388838.728109,2089.39961857,100.0,388838.728109,1.0,0.01,0.01,100
0.7,,2,500,0.005,1936.35,2129.69,2169.97355912,1.0,500.0,636.419,236.22,1.0,1.0,2169.97355912,2.1793e-19,426123.945805,2169.97355912,200.000000102,426123.945805,1.0,0.005,0.005,100
