MaxNormIw,MinNormIw,eRenyi2,BatchSize,VarVanillaIw,VarRet,AvgVanillaIw,MinVanillaIw,VanillaAvgRet,MaxVanillaIw,AvgRet,AvgDiscRet,AvgEpLen,VarJ,Delta,ESSClassic,J,VarNormIw,ESSRenyi,IterType,VarDiscRet,AvgNormIw,Bound,EpsThisIter
0.0109502,0.00906584,1.00094,100,0.000988336,5.78518688257,0.993644,0.900821,-106.860131054,1.08806,-106.860131054,-106.860131054,16.23,2.37658,0.2,99.9009787597,-106.839,1.00102e-07,99.9056277044,1,5.78518688257,0.01,-129.642,100
0.012497,0.0096625,1.00094,100,0.00116203,4.67466841122,0.99879,0.965081,-106.209125498,1.24819,-106.209125498,-106.209125498,17.66,2.16379,0.2,99.8848135134,-106.19,1.16484e-07,99.9056990951,1,4.67466841122,0.01,-128.376,100
0.0107042,0.00900675,1.00061,100,0.000539207,4.64135894084,0.999558,0.900276,-106.624706069,1.06994,-106.624706069,-106.624706069,16.12,2.09994,0.2,99.9466263222,-106.61,5.39684e-08,99.9390973251,1,4.64135894084,0.01,-129.818,100
0.0108094,0.00825748,1.00185,100,0.00281122,4.63863885327,0.988718,0.816432,-106.913183664,1.06874,-106.913183664,-106.913183664,15.34,2.10833,0.2,99.7160927276,-106.871,2.87574e-07,99.8151269403,1,4.63863885327,0.01,-129.212,100
0.0106751,0.0085694,1.00118,100,0.00139917,4.21005394756,0.998036,0.855257,-106.263510189,1.06542,-106.263510189,-106.263510189,16.81,2.01494,0.2,99.86113507,-106.237,1.40469e-07,99.8822884198,1,4.21005394756,0.01,-128.804,100
0.0107271,0.00811407,1.00098,100,0.00136931,4.06270422478,1.00063,0.811918,-106.689192109,1.07339,-106.689192109,-106.689192109,17.84,1.9743,0.2,99.8647855003,-106.667,1.36759e-07,99.9022605595,1,4.06270422478,0.01,-129.444,100
0.0107193,0.00791726,1.00148,100,0.0020829,3.81204901191,0.997528,0.789769,-106.627621172,1.06929,-106.627621172,-106.627621172,15.72,1.88708,0.2,99.7932015087,-106.593,2.09324e-07,99.8521371784,1,3.81204901191,0.01,-129.125,100
0.0108627,0.00901925,1.0013,100,0.0013938,5.30267940297,1.00169,0.903447,-106.921425449,1.0881,-106.921425449,-106.921425449,17.36,2.27846,0.2,99.8626630634,-106.892,1.3891e-07,99.8705990861,1,5.30267940297,0.01,-129.387,100
0.0110333,0.00863648,1.00158,100,0.00172922,4.28025789436,0.997361,0.861369,-106.636906479,1.10042,-106.636906479,-106.636906479,16.69,2.02229,0.2,99.8282131768,-106.601,1.73838e-07,99.8426770562,1,4.28025789436,0.01,-129.262,100
0.0107329,0.00950064,1.00054,100,0.000595112,3.75589951438,1.00105,0.951064,-106.771196787,1.07442,-106.771196787,-106.771196787,17.0,1.92075,0.2,99.9412803099,-106.759,5.93862e-08,99.9455510177,1,3.75589951438,0.01,-129.407,100
0.0103319,0.00985099,1.00009,100,0.000107146,5.02783634182,1.00052,0.985607,-106.75531469,1.03372,-106.75531469,-106.75531469,17.91,2.22806,0.2,99.9894090774,-106.752,1.07036e-08,99.9907502148,1,5.02783634182,0.01,-129.306,100
0.010761,0.0092585,1.00056,100,0.000652232,4.92173545708,1.00095,0.926734,-106.918192045,1.07712,-106.918192045,-106.918192045,15.75,2.20248,0.2,99.9356089772,-106.906,6.50988e-08,99.9443959599,1,4.92173545708,0.01,-129.621,100
0.0112621,0.00960905,1.00106,100,0.00112308,8.53718405031,0.996103,0.95716,-106.621958758,1.12182,-106.621958758,-106.621958758,18.15,2.93941,0.2,99.8880776037,-106.599,1.13188e-07,99.8945871728,1,8.53718405031,0.01,-129.181,100
0.0102345,0.00966828,1.00031,100,0.000181273,3.96709682307,1.00117,0.967959,-106.554639367,1.02464,-106.554639367,-106.554639367,15.79,1.97511,0.2,99.9820904719,-106.549,1.8085e-08,99.9691462374,1,3.96709682307,0.01,-129.001,100
0.0106139,0.00907095,1.00054,100,0.000669781,3.65214052881,0.997945,0.905231,-106.423776379,1.05921,-106.423776379,-106.423776379,15.66,1.89502,0.2,99.933478775,-106.412,6.72541e-08,99.9455629257,1,3.65214052881,0.01,-128.714,100
0.0105328,0.00874563,1.00084,100,0.000956999,4.33625840542,1.00296,0.877151,-106.824132294,1.05639,-106.824132294,-106.824132294,15.9,2.04393,0.2,99.905866589,-106.805,9.51362e-08,99.9158971131,1,4.33625840542,0.01,-129.261,100
0.0105926,0.00862965,1.00068,100,0.000889814,4.34635849603,0.995141,0.858772,-106.854043193,1.05412,-106.854043193,-106.854043193,16.14,2.0672,0.2,99.9111185234,-106.836,8.98525e-08,99.9318468457,1,4.34635849603,0.01,-129.43,100
0.0105464,0.00900071,1.00071,100,0.000716835,4.45712132714,0.996169,0.896623,-106.689093283,1.0506,-106.689093283,-106.689093283,16.56,2.09121,0.2,99.928532531,-106.673,7.2236e-08,99.9286683957,1,4.45712132714,0.01,-129.08,100
0.0105048,0.00814572,1.00124,100,0.00114094,4.58784428035,1.00093,0.81533,-106.789098585,1.05146,-106.789098585,-106.789098585,16.27,2.09706,0.2,99.8874260513,-106.761,1.13882e-07,99.8762947675,1,4.58784428035,0.01,-129.618,100
0.011292,0.00932097,1.00119,100,0.000916004,10.2817956478,1.00191,0.933881,-106.634224497,1.13136,-106.634224497,-106.634224497,17.04,3.28567,0.2,99.9097151302,-106.609,9.12508e-08,99.8814321397,1,10.2817956478,0.01,-129.143,100
0.010856,0.00905911,1.00078,100,0.00110767,4.3897842747,0.997127,0.903308,-106.772744141,1.08248,-106.772744141,-106.772744141,15.88,2.06737,0.2,99.8898576893,-106.755,1.11407e-07,99.9216693762,1,4.3897842747,0.01,-129.534,100
0.0103426,0.00953787,1.00023,100,0.000241754,3.92183378423,1.00039,0.954163,-106.753340307,1.03466,-106.753340307,-106.753340307,16.19,1.97458,0.2,99.9760803161,-106.748,2.41564e-08,99.9766046911,1,3.92183378423,0.01,-129.04,100
0.0106752,0.00834262,1.00148,100,0.00147791,6.06152248586,1.00186,0.835815,-106.531788439,1.06951,-106.531788439,-106.531788439,17.92,2.40783,0.2,99.8544419508,-106.497,1.47242e-07,99.8519826645,1,6.06152248586,0.01,-129.602,100
0.0107045,0.00937344,1.00067,100,0.000564787,4.5966186069,1.00056,0.937872,-106.875997591,1.07105,-106.875997591,-106.875997591,15.3,2.09926,0.2,99.9441924167,-106.86,5.64151e-08,99.9331087582,1,4.5966186069,0.01,-129.938,100
0.0108678,0.00962589,1.00049,100,0.000543064,3.88051153577,1.0018,0.964317,-106.828082727,1.08873,-106.828082727,-106.828082727,16.43,1.95959,0.2,99.9464905602,-106.816,5.4112e-08,99.9507193357,1,3.88051153577,0.01,-129.424,100
0.0104119,0.00916581,1.0007,100,0.000458156,3.40120174565,1.0039,0.920157,-106.504958638,1.04525,-106.504958638,-106.504958638,16.57,1.83167,0.2,99.9550094722,-106.491,4.54602e-08,99.9301802175,1,3.40120174565,0.01,-128.83,100
0.0103768,0.00928264,1.00047,100,0.000449961,4.53506025477,0.9981,0.9265,-106.706410661,1.03571,-106.706410661,-106.706410661,17.81,2.08764,0.2,99.9552904188,-106.695,4.51676e-08,99.9529702218,1,4.53506025477,0.01,-129.585,100
0.0102239,0.0095039,1.00018,100,0.000163453,2.59539395444,0.999647,0.950054,-106.457600905,1.02203,-106.457600905,-106.457600905,15.89,1.60075,0.2,99.9838142974,-106.453,1.63569e-08,99.9818953873,1,2.59539395444,0.01,-128.675,100
0.0104321,0.00885161,1.00105,100,0.000801862,3.33619400353,1.00586,0.890345,-106.429384292,1.04932,-106.429384292,-106.429384292,15.48,1.79881,0.2,99.9215985029,-106.407,7.92553e-08,99.8952057587,1,3.33619400353,0.01,-128.744,100
0.01116,0.00770991,1.00162,100,0.00206126,4.15017427724,0.997417,0.768999,-106.913341254,1.11311,-106.913341254,-106.913341254,15.94,1.94403,0.2,99.7952754778,-106.876,2.07195e-07,99.8382209614,1,4.15017427724,0.01,-129.74,100
0.0102374,0.00949193,1.00016,100,0.000147116,4.94788359927,1.00062,0.949777,-106.941324471,1.02437,-106.941324471,-106.941324471,16.65,2.21114,0.2,99.985453655,-106.938,1.46935e-08,99.9835160729,1,4.94788359927,0.01,-129.445,100
0.0112181,0.00881005,1.00104,100,0.00188667,4.17226264929,0.997552,0.878848,-106.941745755,1.11906,-106.941745755,-106.941745755,15.92,2.03182,0.2,99.8126782198,-106.919,1.89594e-07,99.8959433135,1,4.17226264929,0.01,-129.352,100
0.0104711,0.00954294,1.00049,100,0.000368873,3.39241421537,1.00166,0.95588,-106.362354676,1.04885,-106.362354676,-106.362354676,17.32,1.82536,0.2,99.9636286119,-106.352,3.6765e-08,99.9508384276,1,3.39241421537,0.01,-128.563,100
0.0106915,0.0093224,1.0005,100,0.000521296,4.33797785511,0.997907,0.930288,-106.442474967,1.06691,-106.442474967,-106.442474967,16.93,2.07429,0.2,99.948218733,-106.431,5.23485e-08,99.9503382433,1,4.33797785511,0.01,-129.07,100
0.0111973,0.00901093,1.0015,100,0.00142429,4.63350085729,1.00521,0.905783,-106.587889509,1.12556,-106.587889509,-106.587889509,16.04,2.12224,0.2,99.8606626673,-106.553,1.40957e-07,99.8501641909,1,4.63350085729,0.01,-129.488,100
0.0105651,0.00908241,1.00073,100,0.000810136,4.21454861638,1.0005,0.908696,-106.209509694,1.05704,-106.209509694,-106.209509694,18.84,2.03938,0.2,99.9199148516,-106.194,8.09323e-08,99.9274184989,1,4.21454861638,0.01,-128.502,100
0.0113653,0.00971361,1.00044,100,0.000630043,5.38737703989,1.00502,0.976239,-106.695148644,1.14224,-106.695148644,-106.695148644,16.32,2.29543,0.2,99.9383077367,-106.686,6.23762e-08,99.9559715611,1,5.38737703989,0.01,-129.682,100
0.0113861,0.0094043,1.00072,100,0.00118097,3.57511352792,1.00821,0.948146,-106.190830801,1.14795,-106.190830801,-106.190830801,16.18,1.86694,0.2,99.8851101683,-106.175,1.16183e-07,99.9282993753,1,3.57511352792,0.01,-128.675,100
0.0102691,0.00964447,1.00007,100,7.48951e-05,3.00366182029,1.00143,0.965825,-106.690067131,1.02838,-106.690067131,-106.690067131,15.01,1.72645,0.2,99.9926523508,-106.686,7.46815e-09,99.9933604834,1,3.00366182029,0.01,-128.867,100
0.0105125,0.00932926,1.00057,100,0.000501513,3.88478845276,0.99845,0.93148,-106.699895191,1.04962,-106.699895191,-106.699895191,15.69,1.94869,0.2,99.9502129953,-106.688,5.03071e-08,99.9430742253,1,3.88478845276,0.01,-129.076,100
0.0107033,0.00887533,1.00077,100,0.000992903,4.95990271173,0.99688,0.884764,-106.976030253,1.06699,-106.976030253,-106.976030253,15.95,2.20282,0.2,99.9011929559,-106.959,9.99128e-08,99.9233714284,1,4.95990271173,0.01,-129.699,100
0.0105637,0.0092029,1.00079,100,0.000607735,6.40276893299,0.997348,0.91785,-106.826979422,1.05357,-106.826979422,-106.826979422,16.66,2.55935,0.2,99.9395452332,-106.81,6.10971e-08,99.9207410084,1,6.40276893299,0.01,-129.289,100
0.0103817,0.00932614,1.00044,100,0.000681881,3.76489348306,0.994457,0.927444,-106.665168479,1.03242,-106.665168479,-106.665168479,15.77,1.92451,0.2,99.9317548793,-106.655,6.89503e-08,99.95563807,1,3.76489348306,0.01,-128.98,100
0.0104459,0.00962574,1.00027,100,0.00028147,3.28076329139,1.00119,0.963718,-106.560638011,1.04583,-106.560638011,-106.560638011,16.15,1.79247,0.2,99.9722563356,-106.555,2.80802e-08,99.9730421279,1,3.28076329139,0.01,-129.086,100
0.0104219,0.00968184,1.00016,100,0.000170812,3.76543739691,1.00003,0.96821,-106.474909591,1.04222,-106.474909591,-106.474909591,15.32,1.92271,0.2,99.9830767781,-106.471,1.70803e-08,99.9840285065,1,3.76543739691,0.01,-128.858,100
0.0106347,0.00736589,1.0019,100,0.00294324,4.08909320609,0.996487,0.734002,-106.797480431,1.05973,-106.797480431,-106.797480431,15.95,1.93577,0.2,99.7074230909,-106.753,2.96403e-07,99.8107920628,1,4.08909320609,0.01,-129.487,100
0.010777,0.00941335,1.00072,100,0.000778985,3.01067860664,0.996792,0.938315,-106.489198712,1.07424,-106.489198712,-106.489198712,16.73,1.71008,0.2,99.9224838081,-106.474,7.84007e-08,99.9282279523,1,3.01067860664,0.01,-128.672,100
0.0108742,0.0093522,1.00054,100,0.000606155,5.26870497062,1.00407,0.939024,-106.551109549,1.09184,-106.551109549,-106.551109549,16.89,2.27666,0.2,99.9405000327,-106.539,6.01254e-08,99.9462654999,1,5.26870497062,0.01,-129.414,100
0.0107692,0.00931191,1.00053,100,0.000504795,3.70312232663,0.998777,0.930053,-106.580186119,1.07561,-106.580186119,-106.580186119,15.83,1.90509,0.2,99.949935441,-106.568,5.06032e-08,99.9466108366,1,3.70312232663,0.01,-128.992,100
0.0109792,0.00865466,1.00148,100,0.00147221,4.11802796557,0.992615,0.859074,-106.692076476,1.08981,-106.692076476,-106.692076476,15.65,2.00238,0.2,99.8523166837,-106.659,1.4942e-07,99.852481865,1,4.11802796557,0.01,-129.114,100
0.161052,2.44121e-06,1.0,100,1.09563,3.76522792456,0.448314,0.000109443,-106.767198304,7.2202,-106.767198304,-106.767198304,15.89,4.56883,0.2,15.6328606893,-105.561,0.000545129,99.9999046327,1,3.76522792456,0.01,-128.197,100
0.0110152,0.00759761,1.00269,100,0.0028906,10.3142578305,1.00832,0.76608,-107.396943457,1.11069,-107.396943457,-107.396943457,18.13,2.82062,0.2,99.719331511,-107.321,2.84311e-07,99.7317377412,1,10.3142578305,0.01,-133.318,100
0.0109903,0.00673259,1.00595,100,0.0071324,15.5956528547,0.997919,0.671858,-107.516248317,1.09674,-107.516248317,-107.516248317,18.72,3.19181,0.2,99.2959412333,-107.346,7.16218e-07,99.4082744873,1,15.5956528547,0.01,-134.592,100
0.0106653,0.00863076,1.00154,100,0.00144579,5.63627303177,0.99922,0.862403,-106.86063643,1.0657,-106.86063643,-106.86063643,16.1,2.31547,0.2,99.8568307643,-106.825,1.44805e-07,99.8458025013,1,5.63627303177,0.01,-129.617,100
0.01147,0.00841244,1.00207,100,0.00211242,5.98512840921,1.00216,0.84306,-106.473930906,1.14948,-106.473930906,-106.473930906,17.72,2.42238,0.2,99.792205183,-106.425,2.10333e-07,99.7932307549,1,5.98512840921,0.01,-129.406,100
0.0107835,0.00825524,1.00146,100,0.00158251,5.6577974348,0.995261,0.821612,-107.198302129,1.07324,-107.198302129,-107.198302129,17.95,2.32245,0.2,99.8420970055,-107.164,1.59762e-07,99.8545262616,1,5.6577974348,0.01,-130.795,100
0.0116103,0.0081072,1.00298,100,0.00338661,5.26258238513,0.995221,0.806846,-107.258651466,1.15548,-107.258651466,-107.258651466,16.97,2.21086,0.2,99.6626345467,-107.193,3.41922e-07,99.7029334166,1,5.26258238513,0.01,-129.75,100
0.0108101,0.00954402,1.00044,100,0.000486387,5.15135425991,1.00029,0.954679,-106.849192903,1.08132,-106.849192903,-106.849192903,18.9,2.25295,0.2,99.9518937021,-106.839,4.86104e-08,99.9561144865,1,5.15135425991,0.01,-129.406,100
0.0108323,0.0088788,1.0011,100,0.00106893,6.40359862255,1.00209,0.889733,-107.072309966,1.08549,-107.072309966,-107.072309966,17.29,2.45723,0.2,99.8947388143,-107.044,1.06449e-07,99.8900431801,1,6.40359862255,0.01,-130.021,100
0.0109561,0.00908262,1.00072,100,0.000664917,4.26326601641,0.999478,0.907788,-106.812618467,1.09503,-106.812618467,-106.812618467,17.86,2.05397,0.2,99.9341640967,-106.796,6.65612e-08,99.92758515,1,4.26326601641,0.01,-129.25,100
0.0109766,0.00815602,1.00246,100,0.00336762,6.26658130737,0.994059,0.810756,-106.900318033,1.09114,-106.900318033,-106.900318033,16.83,2.39909,0.2,99.6637608602,-106.845,3.40799e-07,99.7549355374,1,6.26658130737,0.01,-130.0,100
0.0111023,0.00945189,1.0007,100,0.000718577,4.31994326632,0.997823,0.94313,-106.736091116,1.10782,-106.736091116,-106.736091116,18.31,2.06465,0.2,99.9285859983,-106.722,7.21716e-08,99.9298349943,1,4.31994326632,0.01,-129.082,100
0.0104285,0.00887222,1.00091,100,0.000883025,4.65879739129,1.0004,0.88758,-106.710410673,1.04327,-106.710410673,-106.710410673,18.56,2.13393,0.2,99.912754837,-106.69,8.82313e-08,99.9092568603,1,4.65879739129,0.01,-129.428,100
0.0108655,0.0061689,1.00528,100,0.00753303,15.9423741567,0.994779,0.61367,-107.27305223,1.08088,-107.27305223,-107.27305223,18.58,2.96261,0.2,99.252012122,-107.104,7.6123e-07,99.4749247796,1,15.9423741567,0.01,-135.232,100
0.0113679,0.00909563,1.00082,100,0.00109217,4.1463946185,1.00314,0.912416,-106.921130328,1.14036,-106.921130328,-106.921130328,15.71,2.00823,0.2,99.8926962465,-106.903,1.08535e-07,99.9182059383,1,4.1463946185,0.01,-129.271,100
0.0113385,0.00611294,1.00551,100,0.00727264,11.128981333,0.989785,0.605049,-107.230843715,1.12227,-107.230843715,-107.230843715,18.15,2.85431,0.2,99.2704715261,-107.081,7.42353e-07,99.4519159704,1,11.128981333,0.01,-132.525,100
0.010655,0.00851696,1.00119,100,0.00108611,5.57241226152,0.999052,0.850888,-106.811361314,1.06448,-106.811361314,-106.811361314,16.78,2.27619,0.2,99.8923912575,-106.782,1.08817e-07,99.8815510666,1,5.57241226152,0.01,-130.379,100
0.0108408,0.00830688,1.00111,100,0.0011942,4.42274571809,1.00345,0.83355,-106.762672117,1.08782,-106.762672117,-106.762672117,19.03,2.01429,0.2,99.882728917,-106.735,1.18601e-07,99.8893651853,1,4.42274571809,0.01,-130.148,100
0.0107315,0.00827908,1.00152,100,0.0019485,4.9079107877,0.994073,0.823001,-106.808597227,1.06679,-106.808597227,-106.808597227,19.38,2.11432,0.2,99.8051590114,-106.772,1.97181e-07,99.8483220139,1,4.9079107877,0.01,-129.963,100
0.0110324,0.00845369,1.00165,100,0.0018814,5.35770566191,0.994058,0.840346,-106.600336114,1.09669,-106.600336114,-106.600336114,18.65,2.25348,0.2,99.8118523679,-106.562,1.90396e-07,99.8356781949,1,5.35770566191,0.01,-129.281,100
0.0104935,0.00871606,1.00082,100,0.00111326,6.07855039063,0.999238,0.870942,-107.151270505,1.04855,-107.151270505,-107.151270505,18.5,2.4185,0.2,99.8897471317,-107.132,1.11496e-07,99.9179798116,1,6.07855039063,0.01,-130.422,100
0.0114037,0.00901326,1.0016,100,0.00193301,4.5864541382,1.00495,0.905789,-106.6743532,1.14601,-106.6743532,-106.6743532,15.74,2.12047,0.2,99.8108947909,-106.638,1.91401e-07,99.8399677031,1,4.5864541382,0.01,-129.323,100
0.010606,0.00966929,1.00026,100,0.000212067,3.05345635448,1.00152,0.968395,-106.369627094,1.06221,-106.369627094,-106.369627094,16.97,1.73991,0.2,99.979054214,-106.364,2.11425e-08,99.9736378566,1,3.05345635448,0.01,-128.512,100
0.0107218,0.00849162,1.00136,100,0.00143162,5.2277979824,0.997251,0.846827,-106.61320924,1.06923,-106.61320924,-106.61320924,17.56,2.21054,0.2,99.8576972817,-106.581,1.43952e-07,99.8644166182,1,5.2277979824,0.01,-129.323,100
0.011222,0.00956486,1.0011,100,0.000863245,4.48913305746,0.99785,0.954429,-106.810060215,1.11978,-106.810060215,-106.810060215,18.38,2.11396,0.2,99.9142497964,-106.785,8.6697e-08,99.8899599171,1,4.48913305746,0.01,-129.125,100
0.0119299,0.00909709,1.00267,100,0.00264755,6.44203395733,1.00003,0.909737,-106.01120513,1.19303,-106.01120513,-106.01120513,18.71,2.80555,0.2,99.7386083339,-105.957,2.64739e-07,99.733765339,1,6.44203395733,0.01,-128.028,100
0.0113129,0.00923071,1.00095,100,0.00104279,5.08368642702,0.997417,0.920686,-106.867772721,1.12837,-106.867772721,-106.867772721,19.35,2.21452,0.2,99.8963657554,-106.846,1.0482e-07,99.9048662101,1,5.08368642702,0.01,-129.602,100
0.011064,0.00880257,1.00103,100,0.00132133,4.40662226695,0.998889,0.879279,-106.484947345,1.10517,-106.484947345,-106.484947345,18.26,2.05596,0.2,99.8690741756,-106.462,1.32427e-07,99.8968712205,1,4.40662226695,0.01,-128.922,100
0.0122529,0.00653488,1.00232,100,0.00392899,4.5178324508,1.00045,0.653782,-106.0994098,1.22584,-106.0994098,-106.0994098,20.08,2.13327,0.2,99.6129048743,-106.046,3.92545e-07,99.7686505567,1,4.5178324508,0.01,-128.687,100
0.0104064,0.00918453,1.00063,100,0.000593888,4.06185168915,0.999945,0.918403,-106.640406,1.04058,-106.640406,-106.640406,16.64,1.98261,0.2,99.9412496168,-106.626,5.93954e-08,99.9366922876,1,4.06185168915,0.01,-129.685,100
0.010732,0.00970736,1.0004,100,0.000304925,4.48798864115,0.998372,0.969155,-106.585692308,1.07145,-106.585692308,-106.585692308,17.97,2.11004,0.2,99.9697375498,-106.576,3.05921e-08,99.9599498044,1,4.48798864115,0.01,-129.36,100
0.0109083,0.00877827,1.00098,100,0.00116221,5.0757924253,1.0021,0.879667,-106.642196947,1.09312,-106.642196947,-106.642196947,18.63,2.1491,0.2,99.8855502695,-106.622,1.15735e-07,99.9021891737,1,5.0757924253,0.01,-130.615,100
0.0109118,0.00582121,1.0044,100,0.00793395,7.71288462654,0.989137,0.575798,-107.004599735,1.07933,-107.004599735,-107.004599735,18.11,2.47902,0.2,99.2036091103,-106.89,8.10917e-07,99.5623514477,1,7.71288462654,0.01,-130.779,100
0.0103939,0.0092812,1.00058,100,0.000515472,3.48130693597,1.00184,0.929827,-106.807339118,1.0413,-106.807339118,-106.807339118,16.03,1.84389,0.2,99.9491866687,-106.795,5.13581e-08,99.9417763399,1,3.48130693597,0.01,-129.408,100
0.0109879,0.00965595,1.00071,100,0.000667719,4.82279285206,1.00266,0.968163,-106.713638888,1.10172,-106.713638888,-106.713638888,18.92,2.17596,0.2,99.9342892841,-106.698,6.64181e-08,99.9290612269,1,4.82279285206,0.01,-129.294,100
0.0108252,0.00974736,1.00048,100,0.000417046,3.58064635058,0.998772,0.973539,-106.644016041,1.08119,-106.644016041,-106.644016041,18.2,1.88388,0.2,99.9586297636,-106.632,4.18072e-08,99.9522913725,1,3.58064635058,0.01,-128.841,100
0.0104787,0.009048,1.00047,100,0.000374642,3.09940569372,0.999624,0.90446,-106.934849982,1.04748,-106.934849982,-106.934849982,17.61,1.74802,0.2,99.9629289692,-106.925,3.74924e-08,99.952767757,1,3.09940569372,0.01,-129.108,100
0.0113977,0.0095566,1.00061,100,0.000636521,4.96317981543,0.997838,0.953594,-106.644825054,1.1373,-106.644825054,-106.644825054,18.9,2.24348,0.2,99.9367599702,-106.631,6.39282e-08,99.938585352,1,4.96317981543,0.01,-128.763,100
0.0117589,0.00866279,1.00157,100,0.00186712,5.50046926086,0.998817,0.865254,-106.691655099,1.1745,-106.691655099,-106.691655099,21.61,2.32106,0.2,99.8150212138,-106.664,1.87155e-07,99.8432593486,1,5.50046926086,0.01,-129.685,100
0.0109318,0.00756266,1.00201,100,0.00321226,4.71521976255,0.99269,0.750737,-106.337566927,1.08519,-106.337566927,-106.337566927,17.92,1.99624,0.2,99.6783298687,-106.292,3.25974e-07,99.7994281579,1,4.71521976255,0.01,-129.724,100
0.012057,0.00940771,1.00083,100,0.00149347,4.49837147991,0.999135,0.939958,-106.993110165,1.20466,-106.993110165,-106.993110165,21.37,2.12359,0.2,99.8521137039,-106.975,1.49606e-07,99.9168491931,1,4.49837147991,0.01,-129.479,100
0.0117281,0.00606432,1.0048,100,0.00793952,4.6778705167,0.994988,0.603393,-106.857597757,1.16693,-106.857597757,-106.857597757,19.06,1.91116,0.2,99.2123067043,-106.739,8.01971e-07,99.5219425351,1,4.6778705167,0.01,-130.147,100
0.0109876,0.00908911,1.00059,100,0.000688957,3.13856841884,1.00111,0.909921,-106.362684447,1.09998,-106.362684447,-106.362684447,16.11,1.74324,0.2,99.9319913071,-106.349,6.87428e-08,99.9413715018,1,3.13856841884,0.01,-129.07,100
0.0108461,0.00911195,1.00057,100,0.000751627,3.82751004903,0.99846,0.909792,-106.394083964,1.08294,-106.394083964,-106.394083964,18.01,1.94108,0.2,99.9254105192,-106.381,7.53948e-08,99.9434552623,1,3.82751004903,0.01,-128.722,100
0.0105266,0.00970732,1.00029,100,0.00024394,3.2047759388,0.999552,0.970297,-106.502125493,1.05218,-106.502125493,-106.502125493,18.68,1.7847,0.2,99.9758503276,-106.496,2.44159e-08,99.9705758867,1,3.2047759388,0.01,-128.863,100
0.0105531,0.00927958,1.00055,100,0.000470299,4.25902469876,1.00159,0.929437,-107.159217863,1.05699,-107.159217863,-107.159217863,20.25,2.0591,0.2,99.9535889962,-107.147,4.68804e-08,99.9450508863,1,4.25902469876,0.01,-129.434,100
0.0110791,0.00850672,1.00278,100,0.00299297,5.11031389645,1.00311,0.853315,-106.849089409,1.11135,-106.849089409,-106.849089409,17.35,2.18059,0.2,99.7064228354,-106.792,2.97446e-07,99.7222885629,1,5.11031389645,0.01,-129.609,100
0.0118499,0.00913973,1.0021,100,0.00199936,7.23864756221,0.998049,0.91219,-106.158497503,1.18268,-106.158497503,-106.158497503,19.69,2.89093,0.2,99.801684854,-106.113,2.00718e-07,99.7905478268,1,7.23864756221,0.01,-128.668,100
0.0103442,0.00799612,1.0009,100,0.00121996,4.36888533397,0.998185,0.798161,-106.720004052,1.03255,-106.720004052,-106.720004052,19.68,2.02044,0.2,99.8789450768,-106.698,1.2244e-07,99.9100898185,1,4.36888533397,0.01,-129.583,100
0.0112039,0.0090568,1.00042,100,0.000646214,5.1185542933,1.00235,0.907811,-106.284504914,1.12303,-106.284504914,-106.284504914,17.99,2.26188,0.2,99.9363489238,-106.275,6.43184e-08,99.9576509605,1,5.1185542933,0.01,-128.999,100
0.0105565,0.00878926,1.00113,100,0.00113361,3.95875450448,1.00176,0.880471,-106.576159444,1.0575,-106.576159444,-106.576159444,18.27,1.95527,0.2,99.8883020758,-106.55,1.12963e-07,99.8871885271,1,3.95875450448,0.01,-129.121,100
0.012966,0.00910071,1.00221,100,0.00281427,5.71518502363,1.00836,0.91768,-106.716590488,1.30744,-106.716590488,-106.716590488,20.92,2.45868,0.2,99.7267087859,-106.669,2.7678e-07,99.7790105061,1,5.71518502363,0.01,-129.078,100
0.0107378,0.00918429,1.00086,100,0.000945421,3.6785295378,0.992824,0.911839,-106.631264608,1.06608,-106.631264608,-106.631264608,17.45,1.88581,0.2,99.9051327981,-106.614,9.59136e-08,99.9143381214,1,3.6785295378,0.01,-129.224,100
0.0104712,0.00952079,1.00032,100,0.000312268,5.38393415553,0.999725,0.951817,-106.747097431,1.04683,-106.747097431,-106.747097431,22.37,2.31401,0.2,99.9690538396,-106.74,3.1244e-08,99.9683718611,1,5.38393415553,0.01,-129.685,100
0.0107271,0.00871203,1.00088,100,0.00087854,4.63391362047,1.00093,0.872014,-106.553745025,1.07371,-106.553745025,-106.553745025,19.93,2.12877,0.2,99.9132613994,-106.534,8.76906e-08,99.9123031749,1,4.63391362047,0.01,-129.144,100
0.0106066,0.0091138,1.00085,100,0.000848555,5.57423884456,1.00274,0.91388,-106.818235238,1.06357,-106.818235238,-106.818235238,19.92,2.34537,0.2,99.9165145865,-106.799,8.43917e-08,99.91473084,1,5.57423884456,0.01,-129.84,100
0.0104403,0.00928794,1.00028,100,0.000256974,3.04628175314,0.996779,0.925802,-106.350037499,1.04067,-106.350037499,-106.350037499,19.31,1.73195,0.2,99.9743944638,-106.343,2.58638e-08,99.9721008911,1,3.04628175314,0.01,-128.629,100
0.0102158,0.00943543,1.00034,100,0.000179549,4.46326578119,1.00138,0.944849,-106.854466382,1.023,-106.854466382,-106.854466382,18.39,2.0861,0.2,99.9822618768,-106.847,1.79053e-08,99.9657390714,1,4.46326578119,0.01,-129.675,100
