InitialReturnMin,MeanIW,TimeElapsed,MaxIW,EpThisIter,EmpiricalD2,InitialReturnStd,InitialReturnMax,ReturnStepMaxmin,ReturnStepMax,InitialReturnMean,EpLenMean,MinIW,MeanD2w0t,EntropyCoefficient,EpRewMean,MinD2w0t,J_sample_variance,Bound,MaxD2w0t,Weights,MeanEntropy,ReturnMeanIW,TimestepsSoFar,StdD2w0t,Iteration,StdIW,InitialBound,EpisodesSoFar
-198.56024,0.6903783,9.669487953186035,6.284021,100,6.2985115,8.854463,-156.04872,298.56024,298.56024,-181.678,45.73,0.023988958,0.22241439,10.0,-121.62483749719935,,145880910.0,-19144.713,15.532501,[-0.365 -0.68  -0.484 -0.253  0.   ],1.4472642,-15215.482,4573,0.8534218,1,0.73030424,-21969.217,100
-197.4633,0.70452994,29.865611791610718,7.827401,100,5.2286615,9.174875,-144.93459,297.46332,297.46332,-180.29604,51.84,0.033647202,0.22890691,10.0,-125.62505058381039,,139875520.0,-20006.791,21.118288,[-0.405 -0.713 -0.467 -0.24   0.028],1.4378549,-15850.061,9757,0.8405186,2,0.76494426,-21936.434,200
-196.7562,0.5178332,52.06483483314514,6.9155736,100,7.855637,10.255942,-149.34058,296.7562,296.7562,-174.52434,64.09,0.0032127707,0.44841555,10.0,-127.55017407868802,,118682860.0,-17566.39,28.643427,[-0.449 -0.71  -0.433 -0.235  0.019],1.347634,-12954.202,16166,1.6100477,3,0.62096393,-21898.867,300
